woonplaats;wijk;buurt;periode;aantal_ritten_in_periode;aantal_passagiers_in_periode;aantal_kilometers_per_periode;gemiddeld_aantal_km_per_rit
Assendelft;Assendelft-Noord;Langeheit;201705;22;22;154,00;7,00
Assendelft;Assendelft-Noord;Langeheit;201706;30;30;231,40;7,71
Assendelft;Assendelft-Noord;Langeheit;201707;28;28;308,50;11,02
Assendelft;Assendelft-Noord;Langeheit;201708;21;21;161,70;7,70
Assendelft;Assendelft-Noord;Langeheit;201709;54;56;383,60;7,10
Assendelft;Assendelft-Noord;Langeheit;201710;41;41;196,80;4,80
Assendelft;Assendelft-Noord;Langeheit;201711;53;57;453,00;8,55
Assendelft;Assendelft-Noord;Langeheit;201712;38;42;262,60;6,91
Assendelft;Assendelft-Noord;Langeheit;201801;58;58;259,50;4,47
Assendelft;Assendelft-Noord;Langeheit;201802;60;61;414,40;6,91
Assendelft;Assendelft-Noord;Langeheit;201803;68;71;520,30;7,65
Assendelft;Assendelft-Noord;Langeheit;201804;54;54;356,00;6,59
Assendelft;Assendelft-Noord;Langeheit;201805;64;64;433,78;6,78
Assendelft;Assendelft-Noord;Langeheit;201806;57;57;378,90;6,65
Assendelft;Assendelft-Noord;Parkrijk;201501;163;165;1729,70;10,61
Assendelft;Assendelft-Noord;Parkrijk;201502;132;136;1386,70;10,51
Assendelft;Assendelft-Noord;Parkrijk;201503;196;198;2092,10;10,67
Assendelft;Assendelft-Noord;Parkrijk;201504;174;177;1984,10;11,40
Assendelft;Assendelft-Noord;Parkrijk;201505;189;194;2064,90;10,93
Assendelft;Assendelft-Noord;Parkrijk;201506;162;164;1780,70;10,99
Assendelft;Assendelft-Noord;Parkrijk;201507;151;151;1617,00;10,71
Assendelft;Assendelft-Noord;Parkrijk;201508;138;138;1459,50;10,58
Assendelft;Assendelft-Noord;Parkrijk;201509;190;190;2039,60;10,73
Assendelft;Assendelft-Noord;Parkrijk;201510;166;166;2042,90;12,31
Assendelft;Assendelft-Noord;Parkrijk;201511;140;140;1502,50;10,73
Assendelft;Assendelft-Noord;Parkrijk;201512;124;126;1231,40;9,93
Assendelft;Assendelft-Noord;Parkrijk;201601;164;170;1523,60;9,29
Assendelft;Assendelft-Noord;Parkrijk;201602;195;198;1982,20;10,17
Assendelft;Assendelft-Noord;Parkrijk;201603;179;181;1805,10;10,08
Assendelft;Assendelft-Noord;Parkrijk;201604;174;176;1831,00;10,52
Assendelft;Assendelft-Noord;Parkrijk;201605;135;137;1330,70;9,86
Assendelft;Assendelft-Noord;Parkrijk;201606;126;126;1260,80;10,01
Assendelft;Assendelft-Noord;Parkrijk;201607;123;125;1557,90;12,67
Assendelft;Assendelft-Noord;Parkrijk;201608;73;75;865,20;11,85
Assendelft;Assendelft-Noord;Parkrijk;201609;107;110;1163,80;10,88
Assendelft;Assendelft-Noord;Parkrijk;201610;143;146;1658,50;11,60
Assendelft;Assendelft-Noord;Parkrijk;201611;121;121;1538,20;12,71
Assendelft;Assendelft-Noord;Parkrijk;201612;157;159;1720,60;10,96
Assendelft;Assendelft-Noord;Parkrijk;201701;133;133;1293,20;9,72
Assendelft;Assendelft-Noord;Parkrijk;201702;131;131;1330,60;10,16
Assendelft;Assendelft-Noord;Parkrijk;201703;153;156;1683,60;11,00
Assendelft;Assendelft-Noord;Parkrijk;201704;135;136;1510,00;11,19
Assendelft;Assendelft-Noord;Parkrijk;201705;104;106;1123,60;10,80
Assendelft;Assendelft-Noord;Parkrijk;201706;96;101;1116,60;11,63
Assendelft;Assendelft-Noord;Parkrijk;201707;114;117;1255,00;11,01
Assendelft;Assendelft-Noord;Parkrijk;201708;72;72;823,50;11,44
Assendelft;Assendelft-Noord;Parkrijk;201709;108;108;1355,50;12,55
Assendelft;Assendelft-Noord;Parkrijk;201710;117;118;1265,90;10,82
Assendelft;Assendelft-Noord;Parkrijk;201711;116;118;1390,20;11,98
Assendelft;Assendelft-Noord;Parkrijk;201712;120;120;1205,10;10,04
Assendelft;Assendelft-Noord;Parkrijk;201801;126;127;1201,70;9,54
Assendelft;Assendelft-Noord;Parkrijk;201802;152;154;1399,32;9,21
Assendelft;Assendelft-Noord;Parkrijk;201803;187;187;1638,93;8,76
Assendelft;Assendelft-Noord;Parkrijk;201804;126;126;1121,24;8,90
Assendelft;Assendelft-Noord;Parkrijk;201805;146;148;1502,30;10,29
Assendelft;Assendelft-Noord;Parkrijk;201806;118;118;1152,61;9,77
Assendelft;Assendelft-Noord;Waterrijk;201501;47;47;482,20;10,26
Assendelft;Assendelft-Noord;Waterrijk;201502;49;50;480,30;9,80
Assendelft;Assendelft-Noord;Waterrijk;201503;54;56;637,20;11,80
Assendelft;Assendelft-Noord;Waterrijk;201504;59;66;686,80;11,64
Assendelft;Assendelft-Noord;Waterrijk;201505;44;44;524,80;11,93
Assendelft;Assendelft-Noord;Waterrijk;201506;53;53;665,40;12,55
Assendelft;Assendelft-Noord;Waterrijk;201507;61;63;545,50;8,94
Assendelft;Assendelft-Noord;Waterrijk;201508;35;35;339,60;9,70
Assendelft;Assendelft-Noord;Waterrijk;201509;48;49;571,10;11,90
Assendelft;Assendelft-Noord;Waterrijk;201510;31;31;265,60;8,57
Assendelft;Assendelft-Noord;Waterrijk;201511;62;62;600,40;9,68
Assendelft;Assendelft-Noord;Waterrijk;201512;63;63;928,90;14,74
Assendelft;Assendelft-Noord;Waterrijk;201601;98;98;1195,60;12,20
Assendelft;Assendelft-Noord;Waterrijk;201602;94;94;973,80;10,36
Assendelft;Assendelft-Noord;Waterrijk;201603;101;101;1111,90;11,01
Assendelft;Assendelft-Noord;Waterrijk;201604;61;61;771,50;12,65
Assendelft;Assendelft-Noord;Waterrijk;201605;68;69;845,70;12,44
Assendelft;Assendelft-Noord;Waterrijk;201606;77;77;685,80;8,91
Assendelft;Assendelft-Noord;Waterrijk;201607;41;41;401,30;9,79
Assendelft;Assendelft-Noord;Waterrijk;201608;67;67;509,50;7,60
Assendelft;Assendelft-Noord;Waterrijk;201609;79;79;738,30;9,35
Assendelft;Assendelft-Noord;Waterrijk;201610;93;93;978,50;10,52
Assendelft;Assendelft-Noord;Waterrijk;201611;100;100;738,30;7,38
Assendelft;Assendelft-Noord;Waterrijk;201612;76;76;757,80;9,97
Assendelft;Assendelft-Noord;Waterrijk;201701;84;85;708,50;8,43
Assendelft;Assendelft-Noord;Waterrijk;201702;100;101;1094,10;10,94
Assendelft;Assendelft-Noord;Waterrijk;201703;78;79;792,40;10,16
Assendelft;Assendelft-Noord;Waterrijk;201704;70;70;860,00;12,29
Assendelft;Assendelft-Noord;Waterrijk;201705;58;60;623,80;10,76
Assendelft;Assendelft-Noord;Waterrijk;201706;57;57;528,10;9,26
Assendelft;Assendelft-Noord;Waterrijk;201707;63;65;653,20;10,37
Assendelft;Assendelft-Noord;Waterrijk;201708;41;42;402,70;9,82
Assendelft;Assendelft-Noord;Waterrijk;201709;77;77;754,40;9,80
Assendelft;Assendelft-Noord;Waterrijk;201710;63;63;470,90;7,47
Assendelft;Assendelft-Noord;Waterrijk;201711;72;74;588,30;8,17
Assendelft;Assendelft-Noord;Waterrijk;201712;62;62;482,40;7,78
Assendelft;Assendelft-Noord;Waterrijk;201801;79;79;761,39;9,64
Assendelft;Assendelft-Noord;Waterrijk;201802;90;90;644,10;7,16
Assendelft;Assendelft-Noord;Waterrijk;201803;95;97;816,30;8,59
Assendelft;Assendelft-Noord;Waterrijk;201804;95;96;853,55;8,98
Assendelft;Assendelft-Noord;Waterrijk;201805;103;106;1183,39;11,49
Assendelft;Assendelft-Noord;Waterrijk;201806;96;97;1113,83;11,60
Assendelft;Assendelft-Zuid;Centrum;201501;244;250;2390,50;9,80
Assendelft;Assendelft-Zuid;Centrum;201502;223;227;2304,20;10,33
Assendelft;Assendelft-Zuid;Centrum;201503;256;257;2354,50;9,20
Assendelft;Assendelft-Zuid;Centrum;201504;212;216;2177,20;10,27
Assendelft;Assendelft-Zuid;Centrum;201505;165;165;1603,30;9,72
Assendelft;Assendelft-Zuid;Centrum;201506;204;204;2054,90;10,07
Assendelft;Assendelft-Zuid;Centrum;201507;151;153;1609,20;10,66
Assendelft;Assendelft-Zuid;Centrum;201508;186;186;1991,20;10,71
Assendelft;Assendelft-Zuid;Centrum;201509;177;177;1728,40;9,76
Assendelft;Assendelft-Zuid;Centrum;201510;196;197;2081,10;10,62
Assendelft;Assendelft-Zuid;Centrum;201511;192;192;1769,40;9,22
Assendelft;Assendelft-Zuid;Centrum;201512;198;198;1968,90;9,94
Assendelft;Assendelft-Zuid;Centrum;201601;206;206;1930,10;9,37
Assendelft;Assendelft-Zuid;Centrum;201602;178;178;1727,20;9,70
Assendelft;Assendelft-Zuid;Centrum;201603;177;177;1764,90;9,97
Assendelft;Assendelft-Zuid;Centrum;201604;266;266;2811,70;10,57
Assendelft;Assendelft-Zuid;Centrum;201605;163;163;1808,30;11,09
Assendelft;Assendelft-Zuid;Centrum;201606;193;193;1963,00;10,17
Assendelft;Assendelft-Zuid;Centrum;201607;127;127;1550,90;12,21
Assendelft;Assendelft-Zuid;Centrum;201608;139;141;1555,50;11,19
Assendelft;Assendelft-Zuid;Centrum;201609;148;148;1694,00;11,45
Assendelft;Assendelft-Zuid;Centrum;201610;167;171;1739,70;10,42
Assendelft;Assendelft-Zuid;Centrum;201611;162;163;1752,60;10,82
Assendelft;Assendelft-Zuid;Centrum;201612;137;139;1484,00;10,83
Assendelft;Assendelft-Zuid;Centrum;201701;147;150;1575,30;10,72
Assendelft;Assendelft-Zuid;Centrum;201702;121;121;1211,40;10,01
Assendelft;Assendelft-Zuid;Centrum;201703;169;169;1717,20;10,16
Assendelft;Assendelft-Zuid;Centrum;201704;173;173;1817,10;10,50
Assendelft;Assendelft-Zuid;Centrum;201705;146;146;1460,10;10,00
Assendelft;Assendelft-Zuid;Centrum;201706;141;141;1278,90;9,07
Assendelft;Assendelft-Zuid;Centrum;201707;126;126;1428,70;11,34
Assendelft;Assendelft-Zuid;Centrum;201708;122;124;1216,50;9,97
Assendelft;Assendelft-Zuid;Centrum;201709;133;133;1226,70;9,22
Assendelft;Assendelft-Zuid;Centrum;201710;147;147;1363,70;9,28
Assendelft;Assendelft-Zuid;Centrum;201711;171;171;1737,30;10,16
Assendelft;Assendelft-Zuid;Centrum;201712;125;126;1351,00;10,81
Assendelft;Assendelft-Zuid;Centrum;201801;150;153;1469,08;9,79
Assendelft;Assendelft-Zuid;Centrum;201802;134;137;1283,11;9,58
Assendelft;Assendelft-Zuid;Centrum;201803;147;149;1645,82;11,20
Assendelft;Assendelft-Zuid;Centrum;201804;195;201;1806,73;9,27
Assendelft;Assendelft-Zuid;Centrum;201805;133;136;1506,67;11,33
Assendelft;Assendelft-Zuid;Centrum;201806;146;151;1843,11;12,62
Assendelft;Assendelft-Zuid;De Zuid;201501;49;49;581,20;11,86
Assendelft;Assendelft-Zuid;De Zuid;201502;46;46;535,30;11,64
Assendelft;Assendelft-Zuid;De Zuid;201503;52;52;614,00;11,81
Assendelft;Assendelft-Zuid;De Zuid;201504;46;46;527,40;11,47
Assendelft;Assendelft-Zuid;De Zuid;201505;49;49;602,60;12,30
Assendelft;Assendelft-Zuid;De Zuid;201506;53;53;628,00;11,85
Assendelft;Assendelft-Zuid;De Zuid;201507;53;53;602,30;11,36
Assendelft;Assendelft-Zuid;De Zuid;201508;45;45;482,40;10,72
Assendelft;Assendelft-Zuid;De Zuid;201509;39;39;473,40;12,14
Assendelft;Assendelft-Zuid;De Zuid;201510;39;39;478,40;12,27
Assendelft;Assendelft-Zuid;De Zuid;201511;44;44;522,50;11,88
Assendelft;Assendelft-Zuid;De Zuid;201512;39;39;428,20;10,98
Assendelft;Assendelft-Zuid;De Zuid;201601;55;55;564,90;10,27
Assendelft;Assendelft-Zuid;De Zuid;201602;67;67;647,90;9,67
Assendelft;Assendelft-Zuid;De Zuid;201603;65;65;645,70;9,93
Assendelft;Assendelft-Zuid;De Zuid;201604;55;55;552,20;10,04
Assendelft;Assendelft-Zuid;De Zuid;201605;64;64;627,20;9,80
Assendelft;Assendelft-Zuid;De Zuid;201606;58;58;503,10;8,67
Assendelft;Assendelft-Zuid;De Zuid;201607;62;62;529,70;8,54
Assendelft;Assendelft-Zuid;De Zuid;201608;56;56;525,70;9,39
Assendelft;Assendelft-Zuid;De Zuid;201609;70;70;724,20;10,35
Assendelft;Assendelft-Zuid;De Zuid;201610;53;53;510,00;9,62
Assendelft;Assendelft-Zuid;De Zuid;201611;56;56;548,30;9,79
Assendelft;Assendelft-Zuid;De Zuid;201612;57;57;596,10;10,46
Assendelft;Assendelft-Zuid;De Zuid;201701;65;65;562,90;8,66
Assendelft;Assendelft-Zuid;De Zuid;201702;64;64;547,40;8,55
Assendelft;Assendelft-Zuid;De Zuid;201703;61;61;616,40;10,10
Assendelft;Assendelft-Zuid;De Zuid;201704;48;48;472,30;9,84
Assendelft;Assendelft-Zuid;De Zuid;201705;43;43;494,50;11,50
Assendelft;Assendelft-Zuid;De Zuid;201706;42;42;507,40;12,08
Assendelft;Assendelft-Zuid;De Zuid;201707;18;18;206,50;11,47
Assendelft;Assendelft-Zuid;De Zuid;201708;18;18;200,10;11,12
Assendelft;Assendelft-Zuid;De Zuid;201709;23;23;288,50;12,54
Assendelft;Assendelft-Zuid;De Zuid;201710;23;23;256,00;11,13
Assendelft;Assendelft-Zuid;De Zuid;201711;23;23;282,20;12,27
Assendelft;Assendelft-Zuid;De Zuid;201712;24;24;303,10;12,63
Assendelft;Assendelft-Zuid;De Zuid;201801;28;28;372,40;13,30
Assendelft;Assendelft-Zuid;De Zuid;201802;15;15;197,59;13,17
Assendelft;Assendelft-Zuid;De Zuid;201803;19;19;239,79;12,62
Assendelft;Assendelft-Zuid;De Zuid;201804;16;16;210,69;13,17
Assendelft;Assendelft-Zuid;De Zuid;201805;32;32;426,19;13,32
Assendelft;Assendelft-Zuid;De Zuid;201806;22;22;255,30;11,60
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201501;254;256;1517,30;5,97
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201502;236;236;1507,30;6,39
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201503;347;350;1825,20;5,26
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201504;218;220;1493,90;6,85
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201505;202;203;1369,90;6,78
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201506;242;242;1464,90;6,05
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201507;187;190;1060,20;5,67
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201508;207;210;1114,70;5,39
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201509;174;175;959,50;5,51
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201510;220;223;1136,50;5,17
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201511;213;218;1038,20;4,87
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201512;221;224;1139,30;5,16
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201601;207;207;895,50;4,33
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201602;233;239;1173,20;5,04
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201603;229;232;1163,60;5,08
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201604;279;281;1419,30;5,09
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201605;214;217;1183,90;5,53
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201606;254;257;1328,20;5,23
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201607;252;254;1420,10;5,64
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201608;169;170;763,70;4,52
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201609;151;153;808,40;5,35
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201610;202;202;910,40;4,51
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201611;205;209;1134,70;5,54
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201612;144;150;777,70;5,40
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201701;230;230;971,10;4,22
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201702;206;206;1127,00;5,47
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201703;192;194;967,90;5,04
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201704;167;168;738,70;4,42
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201705;162;162;878,00;5,42
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201706;152;152;1075,70;7,08
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201707;164;169;1132,00;6,90
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201708;147;149;792,80;5,39
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201709;123;123;713,70;5,80
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201710;147;148;814,80;5,54
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201711;155;155;729,10;4,70
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201712;167;169;932,20;5,58
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201801;156;156;747,90;4,79
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201802;148;150;713,89;4,82
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201803;161;164;918,20;5,70
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201804;147;147;624,05;4,25
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201805;179;183;844,30;4,72
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201806;201;207;1153,15;5,74
Koog aan de Zaan;Westerkoog;Westerkoog;201501;328;340;2636,40;8,04
Koog aan de Zaan;Westerkoog;Westerkoog;201502;331;335;2808,30;8,48
Koog aan de Zaan;Westerkoog;Westerkoog;201503;315;318;2677,00;8,50
Koog aan de Zaan;Westerkoog;Westerkoog;201504;298;299;2404,20;8,07
Koog aan de Zaan;Westerkoog;Westerkoog;201505;293;295;2348,60;8,02
Koog aan de Zaan;Westerkoog;Westerkoog;201506;301;301;2352,80;7,82
Koog aan de Zaan;Westerkoog;Westerkoog;201507;222;222;1747,00;7,87
Koog aan de Zaan;Westerkoog;Westerkoog;201508;212;212;1833,80;8,65
Koog aan de Zaan;Westerkoog;Westerkoog;201509;279;283;2562,70;9,19
Koog aan de Zaan;Westerkoog;Westerkoog;201510;282;282;2459,60;8,72
Koog aan de Zaan;Westerkoog;Westerkoog;201511;281;282;2087,70;7,43
Koog aan de Zaan;Westerkoog;Westerkoog;201512;303;308;2568,10;8,48
Koog aan de Zaan;Westerkoog;Westerkoog;201601;342;351;2624,10;7,67
Koog aan de Zaan;Westerkoog;Westerkoog;201602;343;343;2651,50;7,73
Koog aan de Zaan;Westerkoog;Westerkoog;201603;338;338;2959,40;8,76
Koog aan de Zaan;Westerkoog;Westerkoog;201604;338;340;2573,90;7,62
Koog aan de Zaan;Westerkoog;Westerkoog;201605;337;337;2648,90;7,86
Koog aan de Zaan;Westerkoog;Westerkoog;201606;351;353;2744,30;7,82
Koog aan de Zaan;Westerkoog;Westerkoog;201607;288;292;2638,50;9,16
Koog aan de Zaan;Westerkoog;Westerkoog;201608;273;274;2297,90;8,42
Koog aan de Zaan;Westerkoog;Westerkoog;201609;256;256;2087,30;8,15
Koog aan de Zaan;Westerkoog;Westerkoog;201610;301;302;2638,30;8,77
Koog aan de Zaan;Westerkoog;Westerkoog;201611;357;357;3078,40;8,62
Koog aan de Zaan;Westerkoog;Westerkoog;201612;355;357;2838,10;7,99
Koog aan de Zaan;Westerkoog;Westerkoog;201701;417;423;3925,50;9,41
Koog aan de Zaan;Westerkoog;Westerkoog;201702;365;366;3071,50;8,42
Koog aan de Zaan;Westerkoog;Westerkoog;201703;432;433;3898,00;9,02
Koog aan de Zaan;Westerkoog;Westerkoog;201704;327;327;2987,80;9,14
Koog aan de Zaan;Westerkoog;Westerkoog;201705;348;350;3005,30;8,64
Koog aan de Zaan;Westerkoog;Westerkoog;201706;393;395;3133,30;7,97
Koog aan de Zaan;Westerkoog;Westerkoog;201707;341;345;2877,30;8,44
Koog aan de Zaan;Westerkoog;Westerkoog;201708;285;289;2204,10;7,73
Koog aan de Zaan;Westerkoog;Westerkoog;201709;353;360;2805,00;7,95
Koog aan de Zaan;Westerkoog;Westerkoog;201710;360;362;2778,00;7,72
Koog aan de Zaan;Westerkoog;Westerkoog;201711;452;455;3715,00;8,22
Koog aan de Zaan;Westerkoog;Westerkoog;201712;379;381;2976,90;7,85
Koog aan de Zaan;Westerkoog;Westerkoog;201801;375;377;2723,66;7,26
Koog aan de Zaan;Westerkoog;Westerkoog;201802;367;368;2864,37;7,80
Koog aan de Zaan;Westerkoog;Westerkoog;201803;436;437;3377,48;7,75
Koog aan de Zaan;Westerkoog;Westerkoog;201804;327;327;2715,18;8,30
Koog aan de Zaan;Westerkoog;Westerkoog;201805;361;370;3321,65;9,20
Koog aan de Zaan;Westerkoog;Westerkoog;201806;293;294;2695,13;9,20
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201501;280;280;2403,30;8,58
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201502;219;223;1907,00;8,71
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201503;291;293;2662,70;9,15
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201504;246;250;2591,70;10,54
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201505;242;244;2370,50;9,80
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201506;286;286;2898,80;10,14
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201507;220;228;2406,30;10,94
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201508;190;190;1798,20;9,46
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201509;245;255;2417,60;9,87
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201510;235;235;2289,80;9,74
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201511;234;237;2170,00;9,27
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201512;205;208;1949,00;9,51
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201601;223;232;2127,00;9,54
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201602;213;217;2121,90;9,96
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201603;233;234;2025,80;8,69
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201604;250;252;2494,30;9,98
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201605;206;209;2195,00;10,66
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201606;238;244;1990,20;8,36
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201607;238;242;2502,30;10,51
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201608;225;226;2272,20;10,10
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201609;251;254;2928,60;11,67
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201610;200;202;2194,60;10,97
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201611;235;241;2497,90;10,63
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201612;214;214;2337,20;10,92
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201701;222;222;1734,90;7,81
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201702;174;175;1406,00;8,08
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201703;203;203;1874,80;9,24
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201704;223;225;2199,10;9,86
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201705;168;170;1749,70;10,41
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201706;169;171;1568,80;9,28
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201707;178;178;1695,40;9,52
