woonplaats;wijk;buurt;periode;aantal_ritten_in_periode;aantal_passagiers_in_periode;aantal_kilometers_per_periode;gemiddeld_aantal_km_per_rit
Westzaan;Westzaan;J.J. Allanbuurt;201706;10;10;61,20;6,12
Westzaan;Westzaan;J.J. Allanbuurt;201707;4;4;23,00;5,75
Westzaan;Westzaan;J.J. Allanbuurt;201708;7;7;40,30;5,76
Westzaan;Westzaan;J.J. Allanbuurt;201709;11;11;67,40;6,13
Westzaan;Westzaan;J.J. Allanbuurt;201710;7;7;40,20;5,74
Westzaan;Westzaan;J.J. Allanbuurt;201711;10;10;57,50;5,75
Westzaan;Westzaan;J.J. Allanbuurt;201712;7;7;40,30;5,76
Westzaan;Westzaan;J.J. Allanbuurt;201801;2;2;11,50;5,75
Westzaan;Westzaan;J.J. Allanbuurt;201806;2;2;15,50;7,75
Westzaan;Westzaan;Middel;201511;1;1;6,00;6,00
Westzaan;Westzaan;Middel;201601;2;2;16,00;8,00
Westzaan;Westzaan;Middel;201608;1;1;22,70;22,70
Westzaan;Westzaan;Westzaan Noord;201501;164;164;1181,00;7,20
Westzaan;Westzaan;Westzaan Noord;201502;160;161;1282,50;8,02
Westzaan;Westzaan;Westzaan Noord;201503;166;167;1279,80;7,71
Westzaan;Westzaan;Westzaan Noord;201504;160;161;1090,80;6,82
Westzaan;Westzaan;Westzaan Noord;201505;143;144;1000,40;7,00
Westzaan;Westzaan;Westzaan Noord;201506;92;94;656,50;7,14
Westzaan;Westzaan;Westzaan Noord;201507;107;107;869,10;8,12
Westzaan;Westzaan;Westzaan Noord;201508;61;61;655,70;10,75
Westzaan;Westzaan;Westzaan Noord;201509;85;85;728,60;8,57
Westzaan;Westzaan;Westzaan Noord;201510;86;87;806,10;9,37
Westzaan;Westzaan;Westzaan Noord;201511;121;121;941,70;7,78
Westzaan;Westzaan;Westzaan Noord;201512;75;76;752,90;10,04
Westzaan;Westzaan;Westzaan Noord;201601;59;60;473,60;8,03
Westzaan;Westzaan;Westzaan Noord;201602;92;93;880,00;9,57
Westzaan;Westzaan;Westzaan Noord;201603;87;89;856,20;9,84
Westzaan;Westzaan;Westzaan Noord;201604;132;132;1193,70;9,04
Westzaan;Westzaan;Westzaan Noord;201605;105;109;934,80;8,90
Westzaan;Westzaan;Westzaan Noord;201606;105;107;1064,40;10,14
Westzaan;Westzaan;Westzaan Noord;201607;97;99;1166,00;12,02
Westzaan;Westzaan;Westzaan Noord;201608;90;91;1021,00;11,34
Westzaan;Westzaan;Westzaan Noord;201609;107;109;1002,40;9,37
Westzaan;Westzaan;Westzaan Noord;201610;120;122;1050,20;8,75
Westzaan;Westzaan;Westzaan Noord;201611;96;96;816,40;8,50
Westzaan;Westzaan;Westzaan Noord;201612;97;98;1028,30;10,60
Westzaan;Westzaan;Westzaan Noord;201701;89;92;812,70;9,13
Westzaan;Westzaan;Westzaan Noord;201702;60;60;559,20;9,32
Westzaan;Westzaan;Westzaan Noord;201703;73;73;688,30;9,43
Westzaan;Westzaan;Westzaan Noord;201704;61;61;600,90;9,85
Westzaan;Westzaan;Westzaan Noord;201705;69;69;602,80;8,74
Westzaan;Westzaan;Westzaan Noord;201706;66;66;753,30;11,41
Westzaan;Westzaan;Westzaan Noord;201707;114;119;1181,10;10,36
Westzaan;Westzaan;Westzaan Noord;201708;95;95;986,80;10,39
Westzaan;Westzaan;Westzaan Noord;201709;87;87;823,50;9,47
Westzaan;Westzaan;Westzaan Noord;201710;113;113;867,60;7,68
Westzaan;Westzaan;Westzaan Noord;201711;148;148;1366,70;9,23
Westzaan;Westzaan;Westzaan Noord;201712;116;118;1030,70;8,89
Westzaan;Westzaan;Westzaan Noord;201801;131;134;1135,50;8,67
Westzaan;Westzaan;Westzaan Noord;201802;140;143;1241,52;8,87
Westzaan;Westzaan;Westzaan Noord;201803;175;177;1448,80;8,28
Westzaan;Westzaan;Westzaan Noord;201804;195;195;1704,77;8,74
Westzaan;Westzaan;Westzaan Noord;201805;170;171;1795,97;10,56
Westzaan;Westzaan;Westzaan Noord;201806;171;171;1616,21;9,45
Westzaan;Westzaan;Westzaan Zuid;201501;20;22;244,00;12,20
Westzaan;Westzaan;Westzaan Zuid;201502;26;26;238,80;9,18
Westzaan;Westzaan;Westzaan Zuid;201503;33;33;280,30;8,49
Westzaan;Westzaan;Westzaan Zuid;201504;16;16;147,20;9,20
Westzaan;Westzaan;Westzaan Zuid;201505;18;18;197,40;10,97
Westzaan;Westzaan;Westzaan Zuid;201506;24;24;224,20;9,34
Westzaan;Westzaan;Westzaan Zuid;201507;17;17;132,60;7,80
Westzaan;Westzaan;Westzaan Zuid;201508;10;10;96,50;9,65
Westzaan;Westzaan;Westzaan Zuid;201509;20;20;188,50;9,43
Westzaan;Westzaan;Westzaan Zuid;201510;19;19;169,40;8,92
Westzaan;Westzaan;Westzaan Zuid;201511;17;17;139,50;8,21
Westzaan;Westzaan;Westzaan Zuid;201512;15;15;110,90;7,39
Westzaan;Westzaan;Westzaan Zuid;201601;15;15;120,50;8,03
Westzaan;Westzaan;Westzaan Zuid;201602;20;20;146,50;7,33
Westzaan;Westzaan;Westzaan Zuid;201603;16;16;116,50;7,28
Westzaan;Westzaan;Westzaan Zuid;201604;10;10;119,60;11,96
Westzaan;Westzaan;Westzaan Zuid;201605;14;14;112,70;8,05
Westzaan;Westzaan;Westzaan Zuid;201606;11;11;82,10;7,46
Westzaan;Westzaan;Westzaan Zuid;201607;11;11;75,20;6,84
Westzaan;Westzaan;Westzaan Zuid;201608;19;19;158,80;8,36
Westzaan;Westzaan;Westzaan Zuid;201609;16;16;133,00;8,31
Westzaan;Westzaan;Westzaan Zuid;201610;14;14;109,30;7,81
Westzaan;Westzaan;Westzaan Zuid;201611;21;21;153,40;7,30
Westzaan;Westzaan;Westzaan Zuid;201612;5;5;42,20;8,44
Westzaan;Westzaan;Westzaan Zuid;201701;3;3;23,10;7,70
Westzaan;Westzaan;Westzaan Zuid;201702;18;18;130,50;7,25
Westzaan;Westzaan;Westzaan Zuid;201703;21;21;153,60;7,31
Westzaan;Westzaan;Westzaan Zuid;201704;11;11;82,10;7,46
Westzaan;Westzaan;Westzaan Zuid;201705;20;20;178,50;8,93
Westzaan;Westzaan;Westzaan Zuid;201706;8;8;56,00;7,00
Westzaan;Westzaan;Westzaan Zuid;201707;20;20;171,30;8,56
Westzaan;Westzaan;Westzaan Zuid;201708;12;12;88,50;7,38
Westzaan;Westzaan;Westzaan Zuid;201709;21;21;152,10;7,24
Westzaan;Westzaan;Westzaan Zuid;201710;13;13;109,70;8,44
Westzaan;Westzaan;Westzaan Zuid;201711;13;13;81,70;6,28
Westzaan;Westzaan;Westzaan Zuid;201712;16;16;144,20;9,01
Westzaan;Westzaan;Westzaan Zuid;201801;35;35;232,80;6,65
Westzaan;Westzaan;Westzaan Zuid;201802;29;29;194,30;6,70
Westzaan;Westzaan;Westzaan Zuid;201803;36;36;297,60;8,27
Westzaan;Westzaan;Westzaan Zuid;201804;57;57;447,30;7,85
Westzaan;Westzaan;Westzaan Zuid;201805;40;41;412,29;10,31
Westzaan;Westzaan;Westzaan Zuid;201806;34;34;287,40;8,45
Wormerveer;Wormerveer;Industriebuurt;201501;2;2;16,20;8,10
Wormerveer;Wormerveer;Industriebuurt;201504;4;4;46,20;11,55
Wormerveer;Wormerveer;Industriebuurt;201505;2;2;16,20;8,10
Wormerveer;Wormerveer;Industriebuurt;201508;2;2;11,90;5,95
Wormerveer;Wormerveer;Industriebuurt;201509;2;2;11,90;5,95
Wormerveer;Wormerveer;Industriebuurt;201601;2;2;16,20;8,10
Wormerveer;Wormerveer;Industriebuurt;201804;4;4;46,40;11,60
Wormerveer;Wormerveer;Industriebuurt;201806;1;1;7,30;7,30
Wormerveer;Wormerveer;Wormerveer Noord;201501;738;757;5766,30;7,81
Wormerveer;Wormerveer;Wormerveer Noord;201502;660;679;5430,20;8,23
Wormerveer;Wormerveer;Wormerveer Noord;201503;818;827;6693,70;8,18
Wormerveer;Wormerveer;Wormerveer Noord;201504;694;709;6148,50;8,86
Wormerveer;Wormerveer;Wormerveer Noord;201505;673;699;6982,00;10,37
Wormerveer;Wormerveer;Wormerveer Noord;201506;656;679;6543,60;9,98
Wormerveer;Wormerveer;Wormerveer Noord;201507;496;513;4464,50;9,00
Wormerveer;Wormerveer;Wormerveer Noord;201508;656;672;6692,80;10,20
Wormerveer;Wormerveer;Wormerveer Noord;201509;636;656;6131,70;9,64
Wormerveer;Wormerveer;Wormerveer Noord;201510;639;651;6063,50;9,49
Wormerveer;Wormerveer;Wormerveer Noord;201511;592;597;5242,80;8,86
Wormerveer;Wormerveer;Wormerveer Noord;201512;630;639;6016,50;9,55
Wormerveer;Wormerveer;Wormerveer Noord;201601;531;533;4648,50;8,75
Wormerveer;Wormerveer;Wormerveer Noord;201602;523;535;4637,90;8,87
Wormerveer;Wormerveer;Wormerveer Noord;201603;613;623;5142,70;8,39
Wormerveer;Wormerveer;Wormerveer Noord;201604;704;714;6093,00;8,65
Wormerveer;Wormerveer;Wormerveer Noord;201605;572;577;5321,00;9,30
Wormerveer;Wormerveer;Wormerveer Noord;201606;682;687;6752,50;9,90
Wormerveer;Wormerveer;Wormerveer Noord;201607;536;542;4575,30;8,54
Wormerveer;Wormerveer;Wormerveer Noord;201608;523;527;4724,60;9,03
Wormerveer;Wormerveer;Wormerveer Noord;201609;550;551;5141,80;9,35
Wormerveer;Wormerveer;Wormerveer Noord;201610;546;555;4784,10;8,76
Wormerveer;Wormerveer;Wormerveer Noord;201611;582;585;5491,90;9,44
Wormerveer;Wormerveer;Wormerveer Noord;201612;582;588;5044,80;8,67
Wormerveer;Wormerveer;Wormerveer Noord;201701;569;570;4615,90;8,11
Wormerveer;Wormerveer;Wormerveer Noord;201702;445;447;3439,20;7,73
Wormerveer;Wormerveer;Wormerveer Noord;201703;576;579;4833,60;8,39
Wormerveer;Wormerveer;Wormerveer Noord;201704;514;520;4346,90;8,46
Wormerveer;Wormerveer;Wormerveer Noord;201705;417;417;3292,40;7,90
Wormerveer;Wormerveer;Wormerveer Noord;201706;428;436;3778,90;8,83
Wormerveer;Wormerveer;Wormerveer Noord;201707;412;419;3620,50;8,79
Wormerveer;Wormerveer;Wormerveer Noord;201708;341;343;2836,30;8,32
Wormerveer;Wormerveer;Wormerveer Noord;201709;400;406;3514,20;8,79
Wormerveer;Wormerveer;Wormerveer Noord;201710;522;526;4883,80;9,36
Wormerveer;Wormerveer;Wormerveer Noord;201711;583;586;4935,10;8,47
Wormerveer;Wormerveer;Wormerveer Noord;201712;495;497;4373,70;8,84
Wormerveer;Wormerveer;Wormerveer Noord;201801;493;496;4550,28;9,23
Wormerveer;Wormerveer;Wormerveer Noord;201802;440;442;3438,24;7,81
Wormerveer;Wormerveer;Wormerveer Noord;201803;498;501;4248,90;8,53
Wormerveer;Wormerveer;Wormerveer Noord;201804;468;473;4103,35;8,77
Wormerveer;Wormerveer;Wormerveer Noord;201805;447;457;5064,62;11,33
Wormerveer;Wormerveer;Wormerveer Noord;201806;512;512;4758,56;9,29
Wormerveer;Wormerveer;Wormerveer Zuid;201501;100;102;683,60;6,84
Wormerveer;Wormerveer;Wormerveer Zuid;201502;106;109;793,30;7,48
Wormerveer;Wormerveer;Wormerveer Zuid;201503;96;100;778,30;8,11
Wormerveer;Wormerveer;Wormerveer Zuid;201504;79;82;796,30;10,08
Wormerveer;Wormerveer;Wormerveer Zuid;201505;109;113;920,10;8,44
Wormerveer;Wormerveer;Wormerveer Zuid;201506;119;126;1023,10;8,60
Wormerveer;Wormerveer;Wormerveer Zuid;201507;121;121;838,90;6,93
Wormerveer;Wormerveer;Wormerveer Zuid;201508;118;119;912,00;7,73
Wormerveer;Wormerveer;Wormerveer Zuid;201509;112;116;874,40;7,81
Wormerveer;Wormerveer;Wormerveer Zuid;201510;94;96;704,70;7,50
Wormerveer;Wormerveer;Wormerveer Zuid;201511;101;108;819,30;8,11
Wormerveer;Wormerveer;Wormerveer Zuid;201512;107;110;901,10;8,42
Wormerveer;Wormerveer;Wormerveer Zuid;201601;89;93;744,40;8,36
Wormerveer;Wormerveer;Wormerveer Zuid;201602;83;85;603,10;7,27
Wormerveer;Wormerveer;Wormerveer Zuid;201603;108;110;789,10;7,31
Wormerveer;Wormerveer;Wormerveer Zuid;201604;86;90;653,90;7,60
Wormerveer;Wormerveer;Wormerveer Zuid;201605;124;127;956,50;7,71
Wormerveer;Wormerveer;Wormerveer Zuid;201606;136;137;931,80;6,85
Wormerveer;Wormerveer;Wormerveer Zuid;201607;82;82;501,90;6,12
Wormerveer;Wormerveer;Wormerveer Zuid;201608;136;137;898,50;6,61
Wormerveer;Wormerveer;Wormerveer Zuid;201609;130;132;1141,60;8,78
Wormerveer;Wormerveer;Wormerveer Zuid;201610;113;116;1021,90;9,04
Wormerveer;Wormerveer;Wormerveer Zuid;201611;132;137;1109,40;8,40
Wormerveer;Wormerveer;Wormerveer Zuid;201612;136;139;1174,20;8,63
Wormerveer;Wormerveer;Wormerveer Zuid;201701;133;136;941,00;7,08
Wormerveer;Wormerveer;Wormerveer Zuid;201702;145;149;1174,80;8,10
Wormerveer;Wormerveer;Wormerveer Zuid;201703;133;136;1066,40;8,02
Wormerveer;Wormerveer;Wormerveer Zuid;201704;123;126;990,50;8,05
Wormerveer;Wormerveer;Wormerveer Zuid;201705;140;145;1255,70;8,97
Wormerveer;Wormerveer;Wormerveer Zuid;201706;146;146;1208,00;8,27
Wormerveer;Wormerveer;Wormerveer Zuid;201707;181;182;1679,90;9,28
Wormerveer;Wormerveer;Wormerveer Zuid;201708;181;183;1464,10;8,09
Wormerveer;Wormerveer;Wormerveer Zuid;201709;162;166;1353,00;8,35
Wormerveer;Wormerveer;Wormerveer Zuid;201710;181;184;1583,40;8,75
Wormerveer;Wormerveer;Wormerveer Zuid;201711;179;185;1515,20;8,46
Wormerveer;Wormerveer;Wormerveer Zuid;201712;163;175;1573,10;9,65
Wormerveer;Wormerveer;Wormerveer Zuid;201801;151;156;1259,66;8,34
Wormerveer;Wormerveer;Wormerveer Zuid;201802;129;131;966,36;7,49
Wormerveer;Wormerveer;Wormerveer Zuid;201803;144;148;1202,87;8,35
Wormerveer;Wormerveer;Wormerveer Zuid;201804;162;171;1203,41;7,43
Wormerveer;Wormerveer;Wormerveer Zuid;201805;209;211;1730,54;8,28
Wormerveer;Wormerveer;Wormerveer Zuid;201806;142;146;1574,02;11,08
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201501;21;21;171,20;8,15
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201502;22;24;178,80;8,13
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201503;29;33;200,30;6,91
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201504;36;42;250,50;6,96
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201505;14;16;128,70;9,19
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201506;35;42;233,50;6,67
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201507;22;22;216,60;9,85
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201508;24;24;204,70;8,53
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201509;29;33;294,50;10,16
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201510;24;25;245,10;10,21
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201511;21;21;181,20;8,63
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201512;13;13;59,60;4,58
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201601;43;43;146,80;3,41
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201602;66;66;264,60;4,01
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201603;12;12;72,60;6,05
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201604;30;33;341,80;11,39
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201605;26;26;303,70;11,68
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201606;28;29;238,10;8,50
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201607;40;42;506,90;12,67
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201608;29;29;235,10;8,11
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201609;34;34;365,90;10,76
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201610;20;20;184,30;9,21
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201611;37;37;373,70;10,10
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201612;47;47;357,90;7,61
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201701;32;32;280,20;8,76
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201702;35;35;282,30;8,07
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201703;61;61;486,00;7,97
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201704;33;33;199,30;6,04
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201705;29;29;252,50;8,71
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201706;12;12;157,90;13,16
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201707;52;52;463,00;8,90
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201708;47;47;308,00;6,55
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201709;51;51;422,80;8,29
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201710;54;54;446,80;8,27
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201711;53;53;482,00;9,09
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201712;35;35;221,80;6,34
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201801;60;61;454,20;7,57
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201802;47;47;415,20;8,83
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201803;51;51;439,82;8,62
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201804;42;42;282,50;6,73
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201805;50;50;313,70;6,27
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201806;57;57;437,80;7,68
Zaandam;Kogerveldwijk;Kogerveld;201501;88;88;678,30;7,71
Zaandam;Kogerveldwijk;Kogerveld;201502;60;60;402,80;6,71
Zaandam;Kogerveldwijk;Kogerveld;201503;73;73;492,70;6,75
Zaandam;Kogerveldwijk;Kogerveld;201504;97;97;564,90;5,82
Zaandam;Kogerveldwijk;Kogerveld;201505;61;63;473,70;7,77
Zaandam;Kogerveldwijk;Kogerveld;201506;75;75;365,60;4,87
Zaandam;Kogerveldwijk;Kogerveld;201507;54;55;423,60;7,84
Zaandam;Kogerveldwijk;Kogerveld;201508;77;79;459,10;5,96
Zaandam;Kogerveldwijk;Kogerveld;201509;72;79;496,60;6,90
Zaandam;Kogerveldwijk;Kogerveld;201510;70;73;435,10;6,22
Zaandam;Kogerveldwijk;Kogerveld;201511;99;101;767,40;7,75
Zaandam;Kogerveldwijk;Kogerveld;201512;79;80;486,00;6,15
Zaandam;Kogerveldwijk;Kogerveld;201601;54;54;402,80;7,46
Zaandam;Kogerveldwijk;Kogerveld;201602;66;66;432,40;6,55
Zaandam;Kogerveldwijk;Kogerveld;201603;86;86;760,50;8,84
Zaandam;Kogerveldwijk;Kogerveld;201604;71;71;580,10;8,17
Zaandam;Kogerveldwijk;Kogerveld;201605;54;55;412,90;7,65
Zaandam;Kogerveldwijk;Kogerveld;201606;59;59;303,00;5,14
Zaandam;Kogerveldwijk;Kogerveld;201607;61;61;472,80;7,75
Zaandam;Kogerveldwijk;Kogerveld;201608;81;81;542,70;6,70
Zaandam;Kogerveldwijk;Kogerveld;201609;71;71;457,40;6,44
Zaandam;Kogerveldwijk;Kogerveld;201610;74;74;411,40;5,56
Zaandam;Kogerveldwijk;Kogerveld;201611;75;75;448,20;5,98
Zaandam;Kogerveldwijk;Kogerveld;201612;85;85;521,90;6,14
Zaandam;Kogerveldwijk;Kogerveld;201701;71;71;395,30;5,57
Zaandam;Kogerveldwijk;Kogerveld;201702;80;80;619,30;7,74
Zaandam;Kogerveldwijk;Kogerveld;201703;51;51;230,50;4,52
Zaandam;Kogerveldwijk;Kogerveld;201704;61;61;379,30;6,22
Zaandam;Kogerveldwijk;Kogerveld;201705;67;67;466,30;6,96
Zaandam;Kogerveldwijk;Kogerveld;201706;57;57;201,00;3,53
Zaandam;Kogerveldwijk;Kogerveld;201707;89;89;473,20;5,32
Zaandam;Kogerveldwijk;Kogerveld;201708;99;101;589,40;5,95
Zaandam;Kogerveldwijk;Kogerveld;201709;99;100;459,20;4,64
Zaandam;Kogerveldwijk;Kogerveld;201710;71;71;296,10;4,17
Zaandam;Kogerveldwijk;Kogerveld;201711;104;105;576,90;5,55
Zaandam;Kogerveldwijk;Kogerveld;201712;109;109;545,70;5,01
Zaandam;Kogerveldwijk;Kogerveld;201801;109;109;525,99;4,83
Zaandam;Kogerveldwijk;Kogerveld;201802;133;135;571,80;4,30
Zaandam;Kogerveldwijk;Kogerveld;201803;156;156;651,50;4,18
Zaandam;Kogerveldwijk;Kogerveld;201804;107;107;404,25;3,78
Zaandam;Kogerveldwijk;Kogerveld;201805;119;119;598,59;5,03
Zaandam;Kogerveldwijk;Kogerveld;201806;122;122;492,69;4,04
Zaandam;Nieuw West;Westerspoor;201501;104;105;793,70;7,63
Zaandam;Nieuw West;Westerspoor;201502;125;125;868,90;6,95
Zaandam;Nieuw West;Westerspoor;201503;107;107;752,90;7,04
Zaandam;Nieuw West;Westerspoor;201504;123;125;883,50;7,18
Zaandam;Nieuw West;Westerspoor;201505;102;104;649,20;6,36
Zaandam;Nieuw West;Westerspoor;201506;124;128;991,40;8,00
Zaandam;Nieuw West;Westerspoor;201507;92;93;856,70;9,31
Zaandam;Nieuw West;Westerspoor;201508;98;98;772,10;7,88
Zaandam;Nieuw West;Westerspoor;201509;82;83;663,60;8,09
Zaandam;Nieuw West;Westerspoor;201510;99;99;853,00;8,62
Zaandam;Nieuw West;Westerspoor;201511;115;116;1068,20;9,29
Zaandam;Nieuw West;Westerspoor;201512;91;91;660,00;7,25
Zaandam;Nieuw West;Westerspoor;201601;100;100;742,90;7,43
Zaandam;Nieuw West;Westerspoor;201602;100;103;857,20;8,57
Zaandam;Nieuw West;Westerspoor;201603;81;82;632,50;7,81
Zaandam;Nieuw West;Westerspoor;201604;78;78;491,90;6,31
Zaandam;Nieuw West;Westerspoor;201605;121;124;949,20;7,84
Zaandam;Nieuw West;Westerspoor;201606;109;111;814,10;7,47
Zaandam;Nieuw West;Westerspoor;201607;113;115;840,60;7,44
Zaandam;Nieuw West;Westerspoor;201608;97;100;841,20;8,67
Zaandam;Nieuw West;Westerspoor;201609;58;58;645,60;11,13
Zaandam;Nieuw West;Westerspoor;201610;64;64;599,80;9,37
Zaandam;Nieuw West;Westerspoor;201611;58;58;496,80;8,57
Zaandam;Nieuw West;Westerspoor;201612;80;82;748,40;9,36
Zaandam;Nieuw West;Westerspoor;201701;62;62;557,20;8,99
Zaandam;Nieuw West;Westerspoor;201702;43;43;446,50;10,38
Zaandam;Nieuw West;Westerspoor;201703;86;86;659,70;7,67
Zaandam;Nieuw West;Westerspoor;201704;56;56;506,30;9,04
Zaandam;Nieuw West;Westerspoor;201705;64;64;389,40;6,08
Zaandam;Nieuw West;Westerspoor;201706;51;52;457,20;8,96
Zaandam;Nieuw West;Westerspoor;201707;66;66;423,90;6,42
Zaandam;Nieuw West;Westerspoor;201708;113;115;728,90;6,45
Zaandam;Nieuw West;Westerspoor;201709;84;86;644,60;7,67
Zaandam;Nieuw West;Westerspoor;201710;54;54;318,40;5,90
Zaandam;Nieuw West;Westerspoor;201711;65;65;438,00;6,74
Zaandam;Nieuw West;Westerspoor;201712;65;65;408,10;6,28
Zaandam;Nieuw West;Westerspoor;201801;65;65;504,50;7,76
Zaandam;Nieuw West;Westerspoor;201802;49;49;409,98;8,37
Zaandam;Nieuw West;Westerspoor;201803;58;59;397,40;6,85
Zaandam;Nieuw West;Westerspoor;201804;38;38;285,26;7,51
Zaandam;Nieuw West;Westerspoor;201805;61;61;484,06;7,94
Zaandam;Nieuw West;Westerspoor;201806;62;64;548,58;8,85
Zaandam;Nieuw West;Westerwatering;201501;204;207;1630,40;7,99
Zaandam;Nieuw West;Westerwatering;201502;206;208;1556,30;7,55
Zaandam;Nieuw West;Westerwatering;201503;210;212;1521,50;7,25
Zaandam;Nieuw West;Westerwatering;201504;198;201;1547,00;7,81
Zaandam;Nieuw West;Westerwatering;201505;166;169;1415,50;8,53
Zaandam;Nieuw West;Westerwatering;201506;224;224;1920,60;8,57
Zaandam;Nieuw West;Westerwatering;201507;183;184;1410,90;7,71
Zaandam;Nieuw West;Westerwatering;201508;223;224;1729,40;7,76
Zaandam;Nieuw West;Westerwatering;201509;250;252;1767,50;7,07
Zaandam;Nieuw West;Westerwatering;201510;212;212;1529,30;7,21
Zaandam;Nieuw West;Westerwatering;201511;220;221;1599,40;7,27
Zaandam;Nieuw West;Westerwatering;201512;216;221;1557,80;7,21
Zaandam;Nieuw West;Westerwatering;201601;162;162;1212,50;7,48
Zaandam;Nieuw West;Westerwatering;201602;175;175;1064,50;6,08
Zaandam;Nieuw West;Westerwatering;201603;200;201;1392,40;6,96
Zaandam;Nieuw West;Westerwatering;201604;203;204;1522,60;7,50
Zaandam;Nieuw West;Westerwatering;201605;195;198;1430,40;7,34
Zaandam;Nieuw West;Westerwatering;201606;197;197;1443,50;7,33
Zaandam;Nieuw West;Westerwatering;201607;167;168;1347,30;8,07
Zaandam;Nieuw West;Westerwatering;201608;168;168;1368,80;8,15
Zaandam;Nieuw West;Westerwatering;201609;142;142;1036,80;7,30
Zaandam;Nieuw West;Westerwatering;201610;169;177;1339,20;7,92
Zaandam;Nieuw West;Westerwatering;201611;163;163;1250,90;7,67
Zaandam;Nieuw West;Westerwatering;201612;127;133;909,50;7,16
Zaandam;Nieuw West;Westerwatering;201701;153;156;1100,70;7,19
Zaandam;Nieuw West;Westerwatering;201702;157;159;1020,60;6,50
Zaandam;Nieuw West;Westerwatering;201703;175;179;1184,10;6,77
Zaandam;Nieuw West;Westerwatering;201704;211;213;1709,30;8,10
Zaandam;Nieuw West;Westerwatering;201705;156;158;1188,30;7,62
Zaandam;Nieuw West;Westerwatering;201706;190;190;1406,40;7,40
Zaandam;Nieuw West;Westerwatering;201707;159;161;1294,10;8,14
Zaandam;Nieuw West;Westerwatering;201708;160;160;1160,00;7,25
Zaandam;Nieuw West;Westerwatering;201709;171;177;1400,40;8,19
Zaandam;Nieuw West;Westerwatering;201710;181;184;1319,00;7,29
Zaandam;Nieuw West;Westerwatering;201711;189;191;1520,30;8,04
Zaandam;Nieuw West;Westerwatering;201712;190;191;1371,00;7,22
Zaandam;Nieuw West;Westerwatering;201801;178;181;1316,75;7,40
Zaandam;Nieuw West;Westerwatering;201802;187;190;1412,78;7,55
Zaandam;Nieuw West;Westerwatering;201803;260;262;1875,80;7,21
Zaandam;Nieuw West;Westerwatering;201804;268;275;1920,77;7,17
Zaandam;Nieuw West;Westerwatering;201805;175;175;1433,97;8,19
Zaandam;Nieuw West;Westerwatering;201806;182;182;1642,79;9,03
Zaandam;Oude Haven;Havenbuurt;201501;2;2;3,40;1,70
Zaandam;Oude Haven;Havenbuurt;201502;9;9;66,80;7,42
Zaandam;Oude Haven;Havenbuurt;201503;11;11;66,10;6,01
Zaandam;Oude Haven;Havenbuurt;201504;4;4;19,00;4,75
Zaandam;Oude Haven;Havenbuurt;201505;19;19;152,00;8,00
Zaandam;Oude Haven;Havenbuurt;201506;1;1;1,70;1,70
Zaandam;Oude Haven;Havenbuurt;201507;4;4;42,50;10,63
Zaandam;Oude Haven;Havenbuurt;201508;4;4;36,40;9,10
Zaandam;Oude Haven;Havenbuurt;201509;4;4;6,80;1,70
