FID,ID,HALTENAAM,ROLSTOELTOEGANKELIJK,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
MOB_BUSHALTES.764,764,Wedesteinbroek 22e str.,Ja,2022-02-08,2023-02-02,POINT (181947.025508828 426876.068538614)
MOB_BUSHALTES.765,765,Kruidenstraat,Ja,2022-02-08,2023-02-02,POINT (186267.050092166 432668.035099743)
MOB_BUSHALTES.766,766,Bijsterhuizen 25,Nee,2022-02-08,2023-02-02,POINT (179628.02794322 426876.024886341)
MOB_BUSHALTES.767,767,Sportpark de Pas,Nee,2022-02-08,2023-02-02,POINT (186220.027823772 435808.017421987)
MOB_BUSHALTES.768,768,Centraal Station,Nee,2022-02-08,2023-02-02,POINT (187137.019680802 428466.08945965)
MOB_BUSHALTES.769,769,Kan. van Osstraat,Nee,2022-02-08,2023-02-02,POINT (188016.079840406 425422.11140953)
MOB_BUSHALTES.770,770,Graafsebrug,Nee,2022-02-08,2023-02-02,POINT (183829.067307525 426432.066796112)
MOB_BUSHALTES.771,771,Wellenkamp/Hoefkamp,Ja,2022-02-08,2023-02-02,POINT (183655.031185036 427317.011372747)
MOB_BUSHALTES.772,772,De Ravenberg,Ja,2022-02-08,2023-02-02,POINT (191837.067381479 426937.061590605)
MOB_BUSHALTES.773,773,Peperstraat,Nee,2022-02-08,2023-02-02,POINT (185314.020281661 432874.003530136)
MOB_BUSHALTES.774,774,Voerweg,Nee,2022-02-08,2023-02-02,POINT (188211.010956719 428822.118115199)
MOB_BUSHALTES.775,775,Manningstraat,Nee,2022-02-08,2023-02-02,POINT (185629.024664277 426738.032610724)
MOB_BUSHALTES.776,776,Manningstraat,Ja,2022-02-08,2023-02-02,POINT (185664.053568954 426759.052239767)
MOB_BUSHALTES.777,777,Thorbeckestraat,Ja,2022-02-08,2023-02-02,POINT (185422.030699405 424088.060822967)
MOB_BUSHALTES.778,778,Spijkerhofweg,Nee,2022-02-08,2023-02-02,POINT (182944.062134917 426522.062609372)
MOB_BUSHALTES.779,779,Lankforst 16e str.,Ja,2022-02-08,2023-02-02,POINT (184007.076243348 425407.078880408)
MOB_BUSHALTES.780,780,Petuniastraat,Ja,2022-02-08,2023-02-02,POINT (188225.061957281 430857.01838516)
MOB_BUSHALTES.781,781,Lentseveld,Nee,2022-02-08,2023-02-02,POINT (187888.063235607 430632.052182209)
MOB_BUSHALTES.782,782,Archimedesstraat,Ja,2022-02-08,2023-02-02,POINT (186645.064674956 424688.083595166)
MOB_BUSHALTES.783,783,Kwekerijweg,Nee,2022-02-08,2023-02-02,POINT (188071.058492432 425471.09387921)
MOB_BUSHALTES.784,784,Mesdagstraat,Ja,2022-02-08,2023-02-02,POINT (188944.012363523 427975.017800769)
MOB_BUSHALTES.785,785,Zellersacker,Ja,2022-02-08,2023-02-02,POINT (182506.008269211 427529.07467141)
MOB_BUSHALTES.786,786,Voorstenkamp/Gildekmp,Ja,2022-02-08,2023-02-02,POINT (183260.030666329 426787.071381398)
MOB_BUSHALTES.787,787,Hillekensacker 10e str.,Ja,2022-02-08,2023-02-02,POINT (182193.072674698 427328.992687954)
MOB_BUSHALTES.788,788,Turennesingel,Ja,2022-02-08,2023-02-02,POINT (188315.039863017 430378.092283241)
MOB_BUSHALTES.789,789,Valkhof,Ja,2022-02-08,2023-02-02,POINT (188237.049957113 428761.098810727)
MOB_BUSHALTES.790,790,Valkhof,Nee,2022-02-08,2023-02-02,POINT (188238.060121719 428775.012826511)
MOB_BUSHALTES.791,791,Prins Hendrikstraat,Ja,2022-02-08,2023-02-02,POINT (188272.061752063 428252.10158532)
MOB_BUSHALTES.792,792,Prins Hendrikstraat,Ja,2022-02-08,2023-02-02,POINT (188262.014275908 428281.073253573)
MOB_BUSHALTES.793,793,Hatertsew./Grootstalseln,Nee,2022-02-08,2023-02-02,POINT (185648.034482577 424847.101871796)
MOB_BUSHALTES.794,794,Hegdambroek,Ja,2022-02-08,2023-02-02,POINT (182657.05441947 426762.008468618)
MOB_BUSHALTES.795,795,Stationsstraat,Nee,2022-02-08,2023-02-02,POINT (186204.993623845 433399.061303887)
MOB_BUSHALTES.796,796,Cavaljeweg,Nee,2022-02-08,2023-02-02,POINT (185721.048977851 427121.100936875)
MOB_BUSHALTES.797,797,Kerkenhofstraat,Ja,2022-02-08,2023-02-02,POINT (188081.011905724 433723.089192273)
MOB_BUSHALTES.798,798,Parksingel,Ja,2022-02-08,2023-02-02,POINT (189618.036400593 433751.07206349)
MOB_BUSHALTES.799,799,Kazerne,Ja,2022-02-08,2023-02-02,POINT (188384.019340718 427409.063456277)
MOB_BUSHALTES.800,800,Centraal Station,Nee,2022-02-08,2023-02-02,POINT (187175.054936283 428456.098062753)
MOB_BUSHALTES.801,801,Spoorkuil,Ja,2022-02-08,2023-02-02,POINT (187139.050514993 427602.071307715)
MOB_BUSHALTES.802,802,Akkerlaan,Nee,2022-02-08,2023-02-02,POINT (187000.059300559 426119.112345863)
MOB_BUSHALTES.803,803,2e Oude Heselaan,Ja,2022-02-08,2023-02-02,POINT (186566.004889173 428368.108686731)
MOB_BUSHALTES.804,804,De Doekenborg,Ja,2022-02-08,2023-02-02,POINT (183870.076389553 424052.064128295)
MOB_BUSHALTES.805,805,P+R Nijmegen West,Nee,2022-02-08,2023-02-02,POINT (183550.043955128 427633.050538488)
MOB_BUSHALTES.806,806,Sint Hubertusweg,Ja,2022-02-08,2023-02-02,POINT (192163.027437853 427276.028217729)
MOB_BUSHALTES.807,807,Groot Berg en Dal,Ja,2022-02-08,2023-02-02,POINT (191872.06661399 425797.026417872)
MOB_BUSHALTES.808,808,Centrum,Nee,2022-02-08,2023-02-02,POINT (181388.041710468 430169.981980983)
MOB_BUSHALTES.1100,1100,Lankforst 14e str.,Nee,2022-02-08,2023-02-02,POINT (184104.06247532 425104.020226119)
MOB_BUSHALTES.1101,1101,van Randwijckweg,Ja,2022-02-08,2023-02-02,POINT (192190.059378161 426736.066221593)
MOB_BUSHALTES.1102,1102,Doornik,Ja,2022-02-08,2023-02-02,POINT (188855.002664495 431687.114857784)
MOB_BUSHALTES.1103,1103,Bijsterh.22/Wilhelminal.,Nee,2022-02-08,2023-02-02,POINT (179520.04045593 426940.023658916)
MOB_BUSHALTES.1104,1104,Platinaweg,Nee,2022-02-08,2023-02-02,POINT (187596.993592878 435728.021912927)
MOB_BUSHALTES.1105,1105,Station Heyendaal,Ja,2022-02-08,2023-02-02,POINT (188174.0312535 426592.033267948)
MOB_BUSHALTES.1106,1106,Cornelis Drebbelstraat,Nee,2022-02-08,2023-02-02,POINT (180906.039113739 425373.053465564)
MOB_BUSHALTES.1107,1107,Hegdambroek,Ja,2022-02-08,2023-02-02,POINT (182532.063382116 426763.989629612)
MOB_BUSHALTES.1108,1108,Eikenlaan,Ja,2022-02-08,2023-02-02,POINT (188460.057544945 430912.099881021)
MOB_BUSHALTES.1109,1109,Hertogplein,Ja,2022-02-08,2023-02-02,POINT (188153.030362226 428483.063049756)
MOB_BUSHALTES.1110,1110,Hengstdalseweg/Broerdk.,Nee,2022-02-08,2023-02-02,POINT (189389.068133651 427337.094753667)
MOB_BUSHALTES.1111,1111,Het Nevelveld,Nee,2022-02-08,2023-02-02,POINT (188889.008801132 432543.036350497)
MOB_BUSHALTES.1112,1112,Petuniastraat,Ja,2022-02-08,2023-02-02,POINT (188251.007118448 430850.070202693)
MOB_BUSHALTES.1113,1113,Badhuis,Ja,2022-02-08,2023-02-02,POINT (188696.041781115 427790.099922129)
MOB_BUSHALTES.1114,1114,Galvanistraat,Ja,2022-02-08,2023-02-02,POINT (186146.037747277 424721.003541803)
MOB_BUSHALTES.1115,1115,Industrieweg,Ja,2022-02-08,2023-02-02,POINT (185705.046578127 429022.068069572)
MOB_BUSHALTES.1116,1116,Meeuwseacker,Ja,2022-02-08,2023-02-02,POINT (183206.066238852 427458.094709602)
MOB_BUSHALTES.1117,1117,Weegbree,Nee,2022-02-08,2023-02-02,POINT (179045.070469877 425308.031193302)
MOB_BUSHALTES.1118,1118,Kazerne,Ja,2022-02-08,2023-02-02,POINT (188277.06228796 427541.082613513)
MOB_BUSHALTES.1119,1119,Energiew./Wolfskuilsew.,Ja,2022-02-08,2023-02-02,POINT (185235.036985125 428510.089541793)
MOB_BUSHALTES.1120,1120,Scheepvaartweg,Nee,2022-02-08,2023-02-02,POINT (185498.01095284 429052.065514427)
MOB_BUSHALTES.1121,1121,Vuurdoornstraat,Ja,2022-02-08,2023-02-02,POINT (185677.054980725 427630.058589001)
MOB_BUSHALTES.1122,1122,Erasmusgebouw,Ja,2022-02-08,2023-02-02,POINT (187950.027419801 425851.021395842)
MOB_BUSHALTES.1123,1123,Weezenhof 10e straat,Ja,2022-02-08,2023-02-02,POINT (183848.058627856 423838.991163907)
MOB_BUSHALTES.1124,1124,Koningshof,Ja,2022-02-08,2023-02-02,POINT (189005.054413819 427430.043023555)
MOB_BUSHALTES.1125,1125,Kanunnik Faberstraat,Ja,2022-02-08,2023-02-02,POINT (187950.047801374 425009.020568543)
MOB_BUSHALTES.1126,1126,Gymnasion,Ja,2022-02-08,2023-02-02,POINT (188054.018346384 425765.036550913)
MOB_BUSHALTES.1127,1127,Broerweg,Ja,2022-02-08,2023-02-02,POINT (189249.048913205 427774.048554248)
MOB_BUSHALTES.1128,1128,Pottenbakker,Ja,2022-02-08,2023-02-02,POINT (180804.049014036 430108.079463824)
MOB_BUSHALTES.1129,1129,Tiberiuslaan,Ja,2022-02-08,2023-02-02,POINT (180794.06298101 429466.071853631)
MOB_BUSHALTES.1130,1130,HAN,Ja,2022-02-08,2023-02-02,POINT (187869.011788177 426471.086870761)
MOB_BUSHALTES.1131,1131,Vlietstraat,Ja,2022-02-08,2023-02-02,POINT (186110.064876342 428657.083944445)
MOB_BUSHALTES.1132,1132,Begraafplaats Jonkerbos,Ja,2022-02-08,2023-02-02,POINT (185374.075818491 425103.995667151)
MOB_BUSHALTES.1133,1133,Vuurdoornstraat,Nee,2022-02-08,2023-02-02,POINT (185585.032312952 427575.0903537)
MOB_BUSHALTES.1134,1134,Polkastraat,Nee,2022-02-08,2023-02-02,POINT (184180.012262963 427088.07203725)
MOB_BUSHALTES.1135,1135,Prins Alexanderlaan,Nee,2022-02-08,2023-02-02,POINT (190988.02641618 426501.095864584)
MOB_BUSHALTES.1136,1136,Kam. Onnesstraat,Ja,2022-02-08,2023-02-02,POINT (186058.072840581 425194.081217658)
MOB_BUSHALTES.1137,1137,Archimedesstraat,Ja,2022-02-08,2023-02-02,POINT (186627.046988031 424669.055999558)
MOB_BUSHALTES.1138,1138,Vlietstraat,Ja,2022-02-08,2023-02-02,POINT (186103.050188576 428688.081360667)
MOB_BUSHALTES.1139,1139,Aldenhof 53/14 str.,Ja,2022-02-08,2023-02-02,POINT (183300.011538169 424186.9926256)
MOB_BUSHALTES.1140,1140,Tolhuis 10e straat,Nee,2022-02-08,2023-02-02,POINT (183114.075168457 425648.086948987)
MOB_BUSHALTES.1141,1141,Van Boetzelaerstraat,Nee,2022-02-08,2023-02-02,POINT (185791.052044777 432020.005348721)
MOB_BUSHALTES.1142,1142,Schoenaker,Ja,2022-02-08,2023-02-02,POINT (179188.070353609 425938.988615452)
