FID,ID,HALTENAAM,ROLSTOELTOEGANKELIJK,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
MOB_BUSHALTES.865,865,Veenhof,Nee,2022-02-08,2023-02-02,POINT (179053.048956829 425542.04206471)
MOB_BUSHALTES.866,866,Burg. Daleslaan,Ja,2022-02-08,2023-02-02,POINT (185913.017964954 425770.055032264)
MOB_BUSHALTES.867,867,Centraal Station,Nee,2022-02-08,2023-02-02,POINT (187156.05888227 428463.096512427)
MOB_BUSHALTES.868,868,Centraal Station,Ja,2022-02-08,2023-02-02,POINT (187120.06969697 428283.0721098)
MOB_BUSHALTES.869,869,Plein 1944 (F),Ja,2022-02-08,2023-02-02,POINT (187675.046310744 428716.010160503)
MOB_BUSHALTES.870,870,Hogendorpstraat,Nee,2022-02-08,2023-02-02,POINT (185630.056871756 424268.007814503)
MOB_BUSHALTES.871,871,Woonboulevard,Nee,2022-02-08,2023-02-02,POINT (183541.074640219 426425.076391235)
MOB_BUSHALTES.872,872,Veur Lent,Nee,2022-02-08,2023-02-02,POINT (188146.061777625 429941.059016114)
MOB_BUSHALTES.873,873,Bemmelseweg,Nee,2022-02-08,2023-02-02,POINT (188083.025055474 435322.004090222)
MOB_BUSHALTES.874,874,Scheidingsweg,Nee,2022-02-08,2023-02-02,POINT (187147.023364126 424597.044232093)
MOB_BUSHALTES.875,875,Winkelc. Notenhout,Nee,2022-02-08,2023-02-02,POINT (184386.04237271 426854.078574612)
MOB_BUSHALTES.876,876,Erasmusgebouw,Nee,2022-02-08,2023-02-02,POINT (187957.014239648 425837.048845292)
MOB_BUSHALTES.877,877,Aubadestraat,Ja,2022-02-08,2023-02-02,POINT (184779.033263482 427110.068403522)
MOB_BUSHALTES.878,878,Lagelandseweg,Ja,2022-02-08,2023-02-02,POINT (183765.068080919 428128.043325525)
MOB_BUSHALTES.879,879,Huygensgebouw,Ja,2022-02-08,2023-02-02,POINT (188078.055330663 426145.030538588)
MOB_BUSHALTES.880,880,Nocturnestraat,Ja,2022-02-08,2023-02-02,POINT (184152.039831072 426683.04263371)
MOB_BUSHALTES.881,881,Dijkstraat,Nee,2022-02-08,2023-02-02,POINT (187239.022187709 431170.101570521)
MOB_BUSHALTES.882,882,Bijsterhuizen 10,Nee,2022-02-08,2023-02-02,POINT (180799.013720348 426740.071230274)
MOB_BUSHALTES.883,883,Veenhof,Nee,2022-02-08,2023-02-02,POINT (179056.015982836 425555.963391517)
MOB_BUSHALTES.884,884,Huygensgebouw,Nee,2022-02-08,2023-02-02,POINT (188104.043394387 426156.105557338)
MOB_BUSHALTES.885,885,De Rosmolen,Nee,2022-02-08,2023-02-02,POINT (189924.015799948 434394.051846462)
MOB_BUSHALTES.886,886,Loostraat,Ja,2022-02-08,2023-02-02,POINT (190014.016774693 433966.111202676)
MOB_BUSHALTES.887,887,Sint Canisiussingel,Nee,2022-02-08,2023-02-02,POINT (188418.044590867 428528.104915083)
MOB_BUSHALTES.888,888,Hatertsew./Grootstalseln.,Ja,2022-02-08,2023-02-02,POINT (185656.071481098 424886.091202702)
MOB_BUSHALTES.889,889,Muntweg/Wezenlaan,Nee,2022-02-08,2023-02-02,POINT (186509.015944678 427086.056592063)
MOB_BUSHALTES.890,890,Nocturnestraat,Nee,2022-02-08,2023-02-02,POINT (184143.025903136 426692.002017734)
MOB_BUSHALTES.891,891,Teersdijk,Ja,2022-02-08,2023-02-02,POINT (181348.023009288 425533.010773773)
MOB_BUSHALTES.892,892,Groot Berg en Dal,Nee,2022-02-08,2023-02-02,POINT (191870.046333324 425781.101529096)
MOB_BUSHALTES.893,893,Haagstraat,Ja,2022-02-08,2023-02-02,POINT (182133.013882438 430333.06666536)
MOB_BUSHALTES.894,894,Hadrianussingel,Nee,2022-02-08,2023-02-02,POINT (180275.051420339 429412.021330698)
MOB_BUSHALTES.895,895,Stationsstraat,Nee,2022-02-08,2023-02-02,POINT (186269.012500046 433268.064825002)
MOB_BUSHALTES.896,896,Zandstraat,Nee,2022-02-08,2023-02-02,POINT (185331.001256498 432549.009336126)
MOB_BUSHALTES.897,897,Vijverlaan,Ja,2022-02-08,2023-02-02,POINT (179397.03949631 424836.003287298)
MOB_BUSHALTES.898,898,Tollensstraat,Ja,2022-02-08,2023-02-02,POINT (186872.017341273 427724.083087912)
MOB_BUSHALTES.899,899,Treubstraat,Ja,2022-02-08,2023-02-02,POINT (185412.027158582 424600.006862845)
MOB_BUSHALTES.900,900,Spijkerhofweg,Ja,2022-02-08,2023-02-02,POINT (182946.071304148 426544.992844216)
MOB_BUSHALTES.901,901,Waalkade,Ja,2022-02-08,2023-02-02,POINT (187901.033068056 429120.02353424)
MOB_BUSHALTES.902,902,Meentstraat,Ja,2022-02-08,2023-02-02,POINT (186606.018712342 425827.00561679)
MOB_BUSHALTES.903,903,Krekelstraat,Nee,2022-02-08,2023-02-02,POINT (186313.059491961 425473.034399053)
MOB_BUSHALTES.904,904,Centraal Station,Nee,2022-02-08,2023-02-02,POINT (187149.034658871 428473.06463221)
MOB_BUSHALTES.905,905,Wkc. Steenbokstraat,Ja,2022-02-08,2023-02-02,POINT (186743.077493466 426460.040004068)
MOB_BUSHALTES.906,906,Lagelandseweg,Ja,2022-02-08,2023-02-02,POINT (183802.052690983 428216.038390004)
MOB_BUSHALTES.907,907,Jonagoldstraat,Ja,2022-02-08,2023-02-02,POINT (185992.024894804 432371.043187702)
MOB_BUSHALTES.908,908,Kronenburgersingel,Nee,2022-02-08,2023-02-02,POINT (187337.019042597 428944.008232772)
MOB_BUSHALTES.909,909,Industriepark,Nee,2022-02-08,2023-02-02,POINT (180310.059122708 425087.969585837)
MOB_BUSHALTES.910,910,Middachtenstraat,Ja,2022-02-08,2023-02-02,POINT (185083.063117235 423795.076037822)
MOB_BUSHALTES.911,911,Rijksweg/Nertsstraat,Nee,2022-02-08,2023-02-02,POINT (186876.044795737 422928.005831201)
MOB_BUSHALTES.912,912,Zwanenveld 10e str.,Ja,2022-02-08,2023-02-02,POINT (183384.041362029 425717.031877919)
MOB_BUSHALTES.913,913,Forelgracht,Nee,2022-02-08,2023-02-02,POINT (180909.997534911 429337.056037978)
MOB_BUSHALTES.914,914,Sportpark de Pas,Nee,2022-02-08,2023-02-02,POINT (186180.002150429 435661.017216715)
MOB_BUSHALTES.915,915,Klein Rome,Ja,2022-02-08,2023-02-02,POINT (188898.989384436 433752.042845334)
MOB_BUSHALTES.916,916,Neerbosscheweg,Nee,2022-02-08,2023-02-02,POINT (184972.054697517 426693.002488725)
MOB_BUSHALTES.917,917,Rozenstraat,Nee,2022-02-08,2023-02-02,POINT (186618.070105977 427664.062167247)
MOB_BUSHALTES.918,918,Hengstdalseweg/Broerdk.,Nee,2022-02-08,2023-02-02,POINT (189341.024630787 427337.098789394)
MOB_BUSHALTES.919,919,Tollensstraat,Ja,2022-02-08,2023-02-02,POINT (186885.054318177 427744.08131468)
MOB_BUSHALTES.920,920,Mesdagstraat,Ja,2022-02-08,2023-02-02,POINT (188991.040499404 427951.082539759)
MOB_BUSHALTES.921,921,Sionsweg,Ja,2022-02-08,2023-02-02,POINT (189401.026839271 425063.055052805)
MOB_BUSHALTES.922,922,De Refter,Nee,2022-02-08,2023-02-02,POINT (190780.063486619 427394.126207389)
MOB_BUSHALTES.923,923,de Meerberg,Nee,2022-02-08,2023-02-02,POINT (191374.067229551 426239.08860906)
MOB_BUSHALTES.924,924,Snoekgracht,Ja,2022-02-08,2023-02-02,POINT (180999.052641806 429078.06560908)
MOB_BUSHALTES.925,925,Kerkstraat,Ja,2022-02-08,2023-02-02,POINT (184524.000462172 429924.049529119)
MOB_BUSHALTES.926,926,P+R Nijmegen Noord,Ja,2022-02-08,2023-02-02,POINT (187524.027272007 432812.0094914)
MOB_BUSHALTES.927,927,Gymnasion,Ja,2022-02-08,2023-02-02,POINT (188078.071315432 425777.099966383)
MOB_BUSHALTES.928,928,Fluitenkruid,Ja,2022-02-08,2023-02-02,POINT (188409.018946457 431376.041110585)
MOB_BUSHALTES.929,929,Dennenstraat,Nee,2022-02-08,2023-02-02,POINT (185214.053934186 426985.062336262)
MOB_BUSHALTES.930,930,Thijmstraat,Nee,2022-02-08,2023-02-02,POINT (186821.012495537 427323.006913199)
MOB_BUSHALTES.931,931,Treubstraat,Ja,2022-02-08,2023-02-02,POINT (185438.042323286 424552.101638961)
MOB_BUSHALTES.932,932,P+R Nijmegen West,Nee,2022-02-08,2023-02-02,POINT (183622.061032568 427755.06646534)
MOB_BUSHALTES.933,933,Natte Beek,Nee,2022-02-08,2023-02-02,POINT (191299.047821735 427296.059577255)
MOB_BUSHALTES.934,934,Molenwei,Ja,2022-02-08,2023-02-02,POINT (190043.010864155 433424.037734656)
MOB_BUSHALTES.935,935,Industriepark,Nee,2022-02-08,2023-02-02,POINT (180315.040483179 425112.026218511)
MOB_BUSHALTES.936,936,Eikenlaan,Nee,2022-02-08,2023-02-02,POINT (188487.009347169 431084.063534816)
MOB_BUSHALTES.937,937,Hogelandseweg,Ja,2022-02-08,2023-02-02,POINT (183476.016908132 428615.03415387)
MOB_BUSHALTES.938,938,Cavaljeweg,Nee,2022-02-08,2023-02-02,POINT (185706.006930808 427146.04167648)
MOB_BUSHALTES.939,939,Joris Ivensplein,Ja,2022-02-08,2023-02-02,POINT (187359.04489263 428969.072469784)
MOB_BUSHALTES.940,940,Plein 1944 (A),Ja,2022-02-08,2023-02-02,POINT (187711.03710301 428734.046591327)
MOB_BUSHALTES.941,941,Muntweg/Overweg,Ja,2022-02-08,2023-02-02,POINT (185933.047091042 427015.042471288)
MOB_BUSHALTES.942,942,Hogendorpstraat,Ja,2022-02-08,2023-02-02,POINT (185644.035584909 424328.061083709)
MOB_BUSHALTES.943,943,Station Dukenburg (F),Ja,2022-02-08,2023-02-02,POINT (182984.049371665 426176.053097983)
MOB_BUSHALTES.944,944,Lankforst 14e str.,Ja,2022-02-08,2023-02-02,POINT (184123.017307225 425058.069867266)
MOB_BUSHALTES.945,945,Scheepvaartweg,Nee,2022-02-08,2023-02-02,POINT (185561.053410709 429098.065940624)
MOB_BUSHALTES.946,946,Dobbelmanw./Groenestr.,Ja,2022-02-08,2023-02-02,POINT (186682.02755739 427000.033403575)
MOB_BUSHALTES.947,947,Kruidenstraat,Ja,2022-02-08,2023-02-02,POINT (186275.005710299 432651.062287692)
MOB_BUSHALTES.948,948,Kwakkenbergw./Sophiaw.,Nee,2022-02-08,2023-02-02,POINT (189934.02496065 426872.023490181)
MOB_BUSHALTES.949,949,Hugo de Grootstraat,Ja,2022-02-08,2023-02-02,POINT (188677.041916239 428217.093202986)
MOB_BUSHALTES.950,950,Middachtenstraat,Ja,2022-02-08,2023-02-02,POINT (185105.025175415 423801.99464727)
MOB_BUSHALTES.951,951,Schatkuilsestraat,Nee,2022-02-08,2023-02-02,POINT (182952.030755512 421245.079108509)
MOB_BUSHALTES.952,952,Centrum,Ja,2022-02-08,2023-02-02,POINT (181433.040887595 430141.070097541)
MOB_BUSHALTES.953,953,Duitslandstraat,Nee,2022-02-08,2023-02-02,POINT (188772.014641057 430922.095310256)
MOB_BUSHALTES.954,954,Gemeentehuis,Nee,2022-02-08,2023-02-02,POINT (190171.988792727 433586.046237437)
MOB_BUSHALTES.955,955,Waalkade,Nee,2022-02-08,2023-02-02,POINT (187900.071541507 429130.030468132)
MOB_BUSHALTES.956,956,Havenweg,Ja,2022-02-08,2023-02-02,POINT (186760.055295995 429152.037891383)
MOB_BUSHALTES.957,957,Centraal Station,Nee,2022-02-08,2023-02-02,POINT (187160.038216439 428455.111485381)
MOB_BUSHALTES.958,958,Hengstdalsew./Sophiaw.,Ja,2022-02-08,2023-02-02,POINT (190055.033641467 427134.104340429)
MOB_BUSHALTES.959,959,Plein 1944 (B),Nee,2022-02-08,2023-02-02,POINT (187707.004331478 428729.013609574)
MOB_BUSHALTES.960,960,Willemsweg/Groenestr.,Ja,2022-02-08,2023-02-02,POINT (186762.069933835 427096.111203143)
MOB_BUSHALTES.961,961,Sporthal de Tinnegieter,Ja,2022-02-08,2023-02-02,POINT (181147.054054015 430107.079529367)
MOB_BUSHALTES.962,962,Thermion (West),Ja,2022-02-08,2023-02-02,POINT (187555.062258223 431577.018171425)
MOB_BUSHALTES.963,963,Groenewoudseweg,Nee,2022-02-08,2023-02-02,POINT (188617.039891556 426858.113622558)
MOB_BUSHALTES.964,964,Meentstraat,Nee,2022-02-08,2023-02-02,POINT (186616.016497633 425816.054194445)
MOB_BUSHALTES.965,965,Radboudumc,Ja,2022-02-08,2023-02-02,POINT (187432.063556138 426216.015818966)
MOB_BUSHALTES.966,966,Station Goffert,Nee,2022-02-08,2023-02-02,POINT (185066.01053323 426556.051294799)
MOB_BUSHALTES.967,967,Hertstraat,Ja,2022-02-08,2023-02-02,POINT (186691.060485669 426640.059684588)
MOB_BUSHALTES.968,968,Van Woerkomstraat,Ja,2022-02-08,2023-02-02,POINT (185156.030923019 432196.040966337)
MOB_BUSHALTES.969,969,Hatert-Delsenhof,Nee,2022-02-08,2023-02-02,POINT (185213.078536306 423590.032290152)
MOB_BUSHALTES.970,970,De Klif,Ja,2022-02-08,2023-02-02,POINT (186496.052974809 432079.023063799)
MOB_BUSHALTES.971,971,Terwindtstraat,Ja,2022-02-08,2023-02-02,POINT (188601.038963105 428626.013640108)
MOB_BUSHALTES.972,972,Marienboom,Nee,2022-02-08,2023-02-02,POINT (188984.027588058 426130.068503267)
MOB_BUSHALTES.973,973,Centraal Station,Ja,2022-02-08,2023-02-02,POINT (187138.034050223 428469.099945706)
MOB_BUSHALTES.974,974,Koningshof,Ja,2022-02-08,2023-02-02,POINT (189023.015429317 427414.032562684)
MOB_BUSHALTES.975,975,Fransestraat,Nee,2022-02-08,2023-02-02,POINT (187839.024503558 427974.100122919)
MOB_BUSHALTES.976,976,Graafsebrug,Nee,2022-02-08,2023-02-02,POINT (183732.068331528 426444.081290605)
MOB_BUSHALTES.977,977,Oude Nijmeegseweg,Nee,2022-02-08,2023-02-02,POINT (183505.02103395 422884.000605446)
MOB_BUSHALTES.978,978,Zwanenveld 12e str.,Ja,2022-02-08,2023-02-02,POINT (183845.063870701 425773.069878242)
MOB_BUSHALTES.979,979,Poort Neerbosch,Nee,2022-02-08,2023-02-02,POINT (183685.033939537 427843.098029304)
MOB_BUSHALTES.980,980,Prins Alexanderlaan,Nee,2022-02-08,2023-02-02,POINT (190934.048961941 426539.092568604)
MOB_BUSHALTES.981,981,Kalorama,Nee,2022-02-08,2023-02-02,POINT (191996.036102276 426675.105823857)
MOB_BUSHALTES.982,982,HAN,Ja,2022-02-08,2023-02-02,POINT (187902.021433583 426452.055986658)
MOB_BUSHALTES.983,983,Heidebloemstraat,Ja,2022-02-08,2023-02-02,POINT (186806.069337728 425301.021103299)
MOB_BUSHALTES.984,984,Leuvensbroek,Ja,2022-02-08,2023-02-02,POINT (182044.024017614 427117.018698881)
MOB_BUSHALTES.985,985,Station Lent Laauwikstr,Ja,2022-02-08,2023-02-02,POINT (187780.022757891 430458.11369937)
MOB_BUSHALTES.986,986,P+R Nijmegen Noord,Ja,2022-02-08,2023-02-02,POINT (187524.027272007 432812.0094914)
MOB_BUSHALTES.987,987,Vredesplein,Nee,2022-02-08,2023-02-02,POINT (185493.05466133 432803.107779802)
MOB_BUSHALTES.988,988,Station Dukenburg (B),Ja,2022-02-08,2023-02-02,POINT (182984.058735456 426162.034731679)
MOB_BUSHALTES.989,989,Groenestraat,Nee,2022-02-08,2023-02-02,POINT (187487.044974281 427040.01598069)
MOB_BUSHALTES.990,990,Ferry Portierstraat,Nee,2022-02-08,2023-02-02,POINT (186618.066466696 429454.094951435)
MOB_BUSHALTES.991,991,Spoorkuil,Nee,2022-02-08,2023-02-02,POINT (187151.060096185 427578.005401409)
MOB_BUSHALTES.992,992,Woonboulevard,Nee,2022-02-08,2023-02-02,POINT (183459.024377478 426427.056979484)
MOB_BUSHALTES.993,993,v. Boetbergweg/Aldenhof,Nee,2022-02-08,2023-02-02,POINT (183697.069931756 423826.998331399)
MOB_BUSHALTES.994,994,Malvert 13e straat,Ja,2022-02-08,2023-02-02,POINT (184280.017523478 424305.995861598)
MOB_BUSHALTES.995,995,Haagstraat,Ja,2022-02-08,2023-02-02,POINT (182157.045168782 430246.082234187)
MOB_BUSHALTES.996,996,Sporthal de Tinnegieter,Ja,2022-02-08,2023-02-02,POINT (181127.04905454 430099.075689533)
MOB_BUSHALTES.997,997,Het Nevelveld,Nee,2022-02-08,2023-02-02,POINT (188901.054175473 432564.034636516)
MOB_BUSHALTES.998,998,Nieuweweg,Nee,2022-02-08,2023-02-02,POINT (179860.034600725 424908.03829286)
MOB_BUSHALTES.999,999,Bemmelseweg,Nee,2022-02-08,2023-02-02,POINT (187986.047568488 435355.074770424)
MOB_BUSHALTES.1000,1000,Kam. Onnesstraat,Nee,2022-02-08,2023-02-02,POINT (186058.031472905 425223.007961416)
MOB_BUSHALTES.1001,1001,Centraal Station,Nee,2022-02-08,2023-02-02,POINT (187145.046113637 428461.023122872)
MOB_BUSHALTES.1002,1002,Heidebloemstraat,Ja,2022-02-08,2023-02-02,POINT (186807.042609258 425354.097272481)
MOB_BUSHALTES.1003,1003,Thorbeckestraat,Ja,2022-02-08,2023-02-02,POINT (185461.028697896 424106.098968168)
MOB_BUSHALTES.1004,1004,Spinozageb/Tandheelkunde,Ja,2022-02-08,2023-02-02,POINT (187514.052817621 425895.011717468)
MOB_BUSHALTES.1005,1005,Horstacker,Ja,2022-02-08,2023-02-02,POINT (182972.062295686 427421.067786108)
MOB_BUSHALTES.1006,1006,De Ster,Nee,2022-02-08,2023-02-02,POINT (188152.017105329 431371.104879397)
MOB_BUSHALTES.1007,1007,de Griend,Ja,2022-02-08,2023-02-02,POINT (186318.988704142 436026.036254557)
MOB_BUSHALTES.1008,1008,de Vork,Nee,2022-02-08,2023-02-02,POINT (186044.04821296 435170.076178725)
MOB_BUSHALTES.1009,1009,Dennenstraat,Nee,2022-02-08,2023-02-02,POINT (185281.038311066 426874.098000188)
MOB_BUSHALTES.1010,1010,Hengstdalsew./Sophiaw.,Ja,2022-02-08,2023-02-02,POINT (190066.061806909 427144.083575555)
MOB_BUSHALTES.1011,1011,Energiew./Wolfskuilsew.,Nee,2022-02-08,2023-02-02,POINT (185176.032340886 428467.010359633)
MOB_BUSHALTES.1012,1012,Beemdstraat,Ja,2022-02-08,2023-02-02,POINT (186895.064255258 425652.04931402)
MOB_BUSHALTES.1013,1013,Begraafplaats Jonkerbos,Nee,2022-02-08,2023-02-02,POINT (185397.028952469 425117.040792198)
MOB_BUSHALTES.1014,1014,Bijsterhuizen 25,Nee,2022-02-08,2023-02-02,POINT (179624.04959084 426886.018433402)
MOB_BUSHALTES.1015,1015,De Rosmolen,Nee,2022-02-08,2023-02-02,POINT (189911.048382813 434388.064560371)
MOB_BUSHALTES.1016,1016,Hunnerpark,Ja,2022-02-08,2023-02-02,POINT (188423.016358737 428671.105243128)
MOB_BUSHALTES.1017,1017,Centraal Station,Ja,2022-02-08,2023-02-02,POINT (187128.054939341 428467.033230723)
MOB_BUSHALTES.1018,1018,Caesarstraat,Ja,2022-02-08,2023-02-02,POINT (189704.027573303 427463.098657342)
MOB_BUSHALTES.1019,1019,Meijhorst-Sporthal,Nee,2022-02-08,2023-02-02,POINT (183329.033026313 424751.007603445)
MOB_BUSHALTES.1020,1020,Gansstraat,Nee,2022-02-08,2023-02-02,POINT (185165.035541875 432564.026727989)
MOB_BUSHALTES.1021,1021,Station Dukenburg (A),Ja,2022-02-08,2023-02-02,POINT (182984.058735456 426162.034731679)
MOB_BUSHALTES.1022,1022,Hadrianussingel,Nee,2022-02-08,2023-02-02,POINT (180287.019817655 429415.975834104)
MOB_BUSHALTES.1023,1023,Kerkenhofstraat,Ja,2022-02-08,2023-02-02,POINT (188085.992160458 433709.103530099)
MOB_BUSHALTES.1024,1024,Badhuis,Ja,2022-02-08,2023-02-02,POINT (188716.056873139 427745.063766075)
MOB_BUSHALTES.1025,1025,Couwenbergstraat,Ja,2022-02-08,2023-02-02,POINT (185143.073298702 424357.063902907)
MOB_BUSHALTES.1026,1026,Tolhuis 10e straat,Ja,2022-02-08,2023-02-02,POINT (183093.063587032 425657.092116844)
MOB_BUSHALTES.1027,1027,Ubbergse Holleweg,Nee,2022-02-08,2023-02-02,POINT (190349.00859266 427752.099208365)
MOB_BUSHALTES.1028,1028,Sint Canisiussingel,Nee,2022-02-08,2023-02-02,POINT (188442.02994937 428579.110228188)
MOB_BUSHALTES.1029,1029,Radboudumc,Nee,2022-02-08,2023-02-02,POINT (187419.070029666 426189.007235467)
