Gemeente,CBS Gemeentecode,Bouwjaar,BAG Pand nummer,Status Pand,Gekoppeld adres,GEOMETRIE
Stichtse Vecht,G1904,1953,0333100000017329,Pand in gebruik,,"POLYGON ((134309.249 463951.851,134307.503 463955.933,134297.385 463951.599,134299.129 463947.523,134309.249 463951.851))"
Stichtse Vecht,G1904,1953,0329100000001286,Pand in gebruik,Koningin Julianaweg 11 Loenen aan de Vecht,"POLYGON ((130100.699 469218.048,130100.822 469217.875,130102.53 469215.488,130102.637 469215.558,130104.727 469216.932,130102.881 469219.511,130102.834 469219.576,130100.699 469218.048))"
Stichtse Vecht,G1904,1953,0329100000004250,Pand in gebruik,Nigtevechtseweg 196 Vreeland,"POLYGON ((131405.836 474181.167,131408.512 474178.534,131411.363 474181.431,131408.7 474184.052,131405.836 474181.167))"
Stichtse Vecht,G1904,1953,0329100000001282,Pand in gebruik,Koningin Julianaweg 9 Loenen aan de Vecht,"POLYGON ((130105.818 469210.771,130107.561 469208.278,130107.645 469208.158,130109.769 469209.634,130109.684 469209.757,130107.969 469212.225,130105.925 469210.843,130105.818 469210.771))"
Stichtse Vecht,G1904,1953,0333100000002594,Pand in gebruik,,"POLYGON ((131235.691 461768.028,131237.276 461769.809,131234.901 461771.923,131233.315 461770.141,131235.691 461768.028))"
Stichtse Vecht,G1904,1953,0333100000020720,Pand in gebruik,,"POLYGON ((131293.818 461830.349,131296.199 461828.22,131297.738 461829.941,131295.355 461832.071,131293.818 461830.349))"
Stichtse Vecht,G1904,1953,0333100000000805,Pand in gebruik,A.v. Ostadestraat 2/2a,"POLYGON ((131366.646 461830.7,131369.472 461828.19,131371.564 461830.589,131371.779 461830.836,131368.976 461833.324,131366.646 461830.7))"
Stichtse Vecht,G1904,1953,0329100000001065,Pand in gebruik,Koningin Julianaweg 33 Loenen aan de Vecht,"POLYGON ((130062.714 469277.187,130060.877 469279.832,130059.26 469278.803,130061.024 469276.231,130062.714 469277.187))"
Stichtse Vecht,G1904,1953,0333100000020711,Pand in gebruik,,"POLYGON ((131279.981 461814.847,131282.353 461812.727,131283.892 461814.449,131281.519 461816.57,131279.981 461814.847))"
Stichtse Vecht,G1904,1953,0333100000000799,Pand in gebruik,,"POLYGON ((131355.166 461840.893,131357.83 461838.528,131360.137 461841.174,131357.497 461843.518,131355.166 461840.893))"
Stichtse Vecht,G1904,1953,0333100000016661,Pand in gebruik,,"POLYGON ((131740.947 463192.916,131736.522 463193.137,131736.395 463190.6,131736.095 463190.615,131735.741 463183.524,131740.474 463183.286,131740.947 463192.916))"
Stichtse Vecht,G1904,1954,0311100000005786,Pand in gebruik,Doude van Troostwijkstraat 13,"POLYGON ((127199.134 467010.204,127200.251 467006.982,127202.519 467007.768,127201.477 467011.016,127199.134 467010.204))"
Stichtse Vecht,G1904,1954,1904100000042642,Pand in gebruik,,"POLYGON ((131428.538 461860.88,131430.11 461859.389,131432.354 461861.81,131430.721 461863.345,131428.538 461860.88))"
Stichtse Vecht,G1904,1954,0333100000020723,Pand in gebruik,,"POLYGON ((131300.815 461833.384,131302.433 461835.195,131300.033 461837.312,131298.43 461835.516,131300.815 461833.384))"
Stichtse Vecht,G1904,1954,0333100000020708,Pand in gebruik,,"POLYGON ((131275.369 461809.68,131273.738 461807.853,131276.12 461805.752,131277.738 461807.563,131275.369 461809.68))"
Stichtse Vecht,G1904,1954,0311100000008773,Pand in gebruik,Kerkweg 27,"POLYGON ((125458.918 462393.956,125461.074 462388.267,125466.949 462390.591,125464.811 462396.224,125458.918 462393.956))"
Stichtse Vecht,G1904,1954,0333100000020428,Pand in gebruik,,"POLYGON ((132681.888 460744.233,132683.659 460750.968,132673.099 460753.744,132672.224 460750.416,132679.085 460748.612,132678.19 460745.206,132681.888 460744.233))"
Stichtse Vecht,G1904,1954,1904100000042620,Pand in gebruik,,"POLYGON ((131417.022 461850.842,131417.778 461847.694,131419.859 461848.154,131419.194 461851.322,131417.022 461850.842))"
Stichtse Vecht,G1904,1954,1904100000042822,Pand in gebruik,"Kerkweg 50, Kockengen","POLYGON ((125443.405 462313.892,125444.553 462310.817,125447.476 462311.96,125446.302 462315.021,125443.405 462313.892))"
Stichtse Vecht,G1904,1954,0333100000012925,Pand in gebruik,,"POLYGON ((131410.368 461849.372,131411.033 461846.204,131411.236 461846.249,131413.274 461846.699,131412.545 461849.853,131410.368 461849.372))"
Stichtse Vecht,G1904,1954,1904100000042623,Pand in gebruik,,"POLYGON ((131421.101 461851.759,131421.799 461848.582,131421.957 461848.616,131424.06 461849.075,131423.346 461852.249,131421.101 461851.759))"
Stichtse Vecht,G1904,1954,1904100000042635,Pand in gebruik,,"POLYGON ((131391.352 461866.825,131393.731 461864.631,131395.208 461866.207,131392.877 461868.452,131391.352 461866.825))"
Stichtse Vecht,G1904,1954,1904100000042616,Pand in gebruik,,"POLYGON ((131404.178 461847.996,131404.975 461844.859,131407.079 461845.325,131406.287 461848.463,131404.178 461847.996))"
Stichtse Vecht,G1904,1954,0311100000008866,Pand in gebruik,Kerkweg 48,"POLYGON ((125426.971 462310.836,125428.032 462308.159,125430.835 462309.295,125429.749 462311.947,125426.971 462310.836))"
Stichtse Vecht,G1904,1954,0333100000012557,Pand in gebruik,,"POLYGON ((134967.888 465093.312,134965.463 465098.876,134960.009 465096.355,134962.382 465090.912,134967.888 465093.312))"
Stichtse Vecht,G1904,1954,1904100000042626,Pand in gebruik,,"POLYGON ((131369.865 461845.112,131372.195 461842.866,131373.564 461844.327,131371.203 461846.539,131370.845 461846.157,131369.865 461845.112))"
Stichtse Vecht,G1904,1954,0333100000020822,Pand in gebruik,,"POLYGON ((131451.662 461900.054,131453.372 461898.546,131455.515 461900.975,131453.805 461902.484,131451.662 461900.054))"
Stichtse Vecht,G1904,1954,1904100000042625,Pand in gebruik,,"POLYGON ((131368.247 461843.385,131370.618 461841.183,131370.759 461841.334,131372.195 461842.866,131369.865 461845.112,131368.388 461843.535,131368.247 461843.385))"
Stichtse Vecht,G1904,1954,1904100000039631,Pand in gebruik,Voorstraat 11 en 12 Kockengen,"POLYGON ((124933.89 462270.702,124936.568 462264.776,124940.259 462266.657,124937.468 462272.494,124933.89 462270.702))"
Stichtse Vecht,G1904,1954,0311100000005783,Pand in gebruik,Doude van Troostwijkstraat 7,"POLYGON ((127224 467018.823,127221.697 467018.024,127222.61 467015.39,127222.814 467014.803,127225.117 467015.601,127224 467018.823))"
Stichtse Vecht,G1904,1954,1904100000042646,Pand in gebruik,,"POLYGON ((131418.063 461869.001,131419.607 461867.563,131421.816 461869.96,131420.53 461871.159,131420.286 461871.386,131418.063 461869.001))"
Stichtse Vecht,G1904,1954,0333100000013124,Pand in gebruik,,"POLYGON ((131345.956 461890.545,131321.466 461862.743,131326.156 461858.612,131350.646 461886.413,131345.956 461890.545))"
Stichtse Vecht,G1904,1954,1904100000042634,Pand in gebruik,,"POLYGON ((131389.743 461865.108,131392.114 461862.905,131393.731 461864.631,131391.352 461866.825,131389.743 461865.108))"
Stichtse Vecht,G1904,1954,1904100000042644,Pand in gebruik,,"POLYGON ((131421.253 461866.028,131422.858 461864.533,131425.116 461866.885,131423.525 461868.367,131421.253 461866.028))"
Stichtse Vecht,G1904,1954,1904100000042641,Pand in gebruik,,"POLYGON ((131413.433 461873.336,131415.088 461871.764,131417.356 461874.168,131415.639 461875.745,131413.433 461873.336))"
Stichtse Vecht,G1904,1954,0333100000017126,Pand in gebruik,,"POLYGON ((131400.377 461876.505,131402.722 461874.275,131404.212 461875.865,131401.851 461878.078,131400.377 461876.505))"
Stichtse Vecht,G1904,1954,1904100000042618,Pand in gebruik,,"POLYGON ((131412.545 461849.853,131413.274 461846.699,131415.515 461847.194,131414.874 461850.351,131412.545 461849.853))"
Stichtse Vecht,G1904,1954,0333100000012924,Pand in gebruik,,"POLYGON ((131427.77 461853.214,131428.507 461850.045,131430.188 461850.412,131430.625 461850.507,131429.927 461853.684,131427.77 461853.214))"
Stichtse Vecht,G1904,1954,0333100000017130,Pand in gebruik,,"POLYGON ((131430.11 461859.389,131431.887 461857.719,131434.147 461860.125,131432.354 461861.81,131430.11 461859.389))"
Stichtse Vecht,G1904,1954,1904100000042633,Pand in gebruik,,"POLYGON ((131388.187 461863.448,131389.906 461861.838,131390.549 461861.235,131392.114 461862.905,131389.743 461865.108,131388.625 461863.915,131388.187 461863.448))"
Stichtse Vecht,G1904,1954,0311100000005780,Pand in gebruik,Doude van Troostwijkstraat1 Nieuwer Ter Aa,"POLYGON ((127235.648 467022.846,127236.808 467019.667,127239.2 467020.552,127237.91 467023.644,127235.648 467022.846))"
Stichtse Vecht,G1904,1954,1904100000042640,Pand in gebruik,,"POLYGON ((131411.743 461874.924,131413.433 461873.336,131415.639 461875.745,131413.975 461877.309,131411.743 461874.924))"
Stichtse Vecht,G1904,1954,0311100000008879,Pand in gebruik,Kerkweg 74,"POLYGON ((125566.981 462354.15,125565.031 462359.257,125561.131 462357.678,125562.988 462352.478,125566.981 462354.15))"
Stichtse Vecht,G1904,1954,0311100000003430,Pand in gebruik,Mecklenburgstraat 12,"POLYGON ((128557.083 465047.442,128564.083 465046.514,128564.48 465049.508,128557.483 465050.435,128557.083 465047.442))"
Stichtse Vecht,G1904,1954,0333100000018568,Pand in gebruik,"Vechtzijde 4, 3611AM Oud Zuilen","POLYGON ((133187.849 459998.144,133189.292 459995.421,133195.3 459998.367,133193.941 460001.135,133187.849 459998.144))"
Stichtse Vecht,G1904,1954,0333100000012917,Pand in gebruik,,"POLYGON ((131365.026 461839.948,131367.388 461837.736,131369.021 461839.478,131366.721 461841.756,131365.542 461840.498,131365.026 461839.948))"
Stichtse Vecht,G1904,1954,0333100000020821,Pand in gebruik,,"POLYGON ((131445.575 461905.424,131447.305 461903.898,131449.449 461906.327,131447.719 461907.853,131445.575 461905.424))"
Stichtse Vecht,G1904,1954,0333100000001238,Pand in gebruik,,"POLYGON ((132652.925 460736.046,132656.302 460735.101,132657.974 460740.864,132654.694 460741.807,132652.925 460736.046))"
Stichtse Vecht,G1904,1954,0333100000013656,Pand in gebruik,,"POLYGON ((132472.535 461949.696,132469.535 461953.545,132462.829 461948.318,132465.829 461944.469,132472.535 461949.696))"
Stichtse Vecht,G1904,1954,0311100000005787,Pand in gebruik,Doude van Troostwijkstraat 15,"POLYGON ((127190.042 467007.053,127191.177 467003.837,127193.476 467004.634,127192.359 467007.856,127190.042 467007.053))"
Stichtse Vecht,G1904,1954,0333100000012921,Pand in gebruik,,"POLYGON ((131377.259 461852.995,131379.6 461850.761,131381.095 461852.356,131378.734 461854.568,131378.515 461854.335,131377.259 461852.995))"
Stichtse Vecht,G1904,1954,0329100000005033,Pand in gebruik,Klompweg 40 Nigtevecht,"POLYGON ((131564.837 476791.4,131567.191 476781.277,131576.268 476783.388,131579.376 476784.238,131592.263 476787.235,131589.94 476797.222,131583.852 476795.807,131577.505 476794.331,131576.595 476798.243,131572.987 476797.404,131573.894 476793.506,131566.273 476791.734,131564.837 476791.4))"
Stichtse Vecht,G1904,1954,1904100000042612,Pand in gebruik,,"POLYGON ((131391.196 461845.133,131391.973 461841.928,131394.245 461842.42,131393.543 461845.642,131391.196 461845.133))"
Stichtse Vecht,G1904,1954,0311100000008886,Pand in gebruik,Kerkweg 88,"POLYGON ((125639.1 462385.895,125640.303 462382.678,125643.4 462383.677,125642.1 462386.927,125639.1 462385.895))"
Stichtse Vecht,G1904,1954,0333100000012916,Pand in gebruik,,"POLYGON ((131382.431 461843.236,131383.128 461840.013,131385.106 461840.441,131384.388 461843.66,131382.431 461843.236))"
Stichtse Vecht,G1904,1954,0333100000020817,Pand in gebruik,,"POLYGON ((131437.853 461916.557,131436.123 461918.083,131433.98 461915.654,131435.709 461914.128,131437.853 461916.557))"
Stichtse Vecht,G1904,1954,0311100000005784,Pand in gebruik,Doude van Troostwijkstraat 9,"POLYGON ((127207.146 467012.981,127208.324 467009.78,127210.568 467010.558,127209.406 467013.764,127207.146 467012.981))"
Stichtse Vecht,G1904,1954,1904100000042645,Pand in gebruik,,"POLYGON ((131419.607 461867.563,131421.253 461866.028,131423.525 461868.367,131421.816 461869.96,131419.607 461867.563))"
Stichtse Vecht,G1904,1954,0333100000020814,Pand in gebruik,,"POLYGON ((131430.119 461923.38,131428.392 461924.904,131426.248 461922.474,131427.975 461920.95,131430.119 461923.38))"
Stichtse Vecht,G1904,1954,0333100000020820,Pand in gebruik,,"POLYGON ((131446.079 461909.3,131444.349 461910.826,131442.206 461908.396,131443.936 461906.87,131446.079 461909.3))"
Stichtse Vecht,G1904,1954,1904100000042627,Pand in gebruik,,"POLYGON ((131375.768 461851.396,131378.109 461849.18,131379.6 461850.761,131377.259 461852.995,131375.768 461851.396))"
Stichtse Vecht,G1904,1954,0311100000005788,Pand in gebruik,Doude van Troostwijkstraat 17,"POLYGON ((127187.748 467006.258,127188.865 467003.035,127191.177 467003.837,127190.042 467007.053,127187.748 467006.258))"
Stichtse Vecht,G1904,1954,0311100000005781,Pand in gebruik,Doude van Troostwijkstraat 3,"POLYGON ((127233.054 467021.961,127234.171 467018.739,127236.808 467019.667,127235.648 467022.846,127233.054 467021.961))"
Stichtse Vecht,G1904,1954,0311100000008865,Pand in gebruik,Kerkweg 46,"POLYGON ((125428.032 462308.159,125430.532 462301.896,125433.36 462303.033,125430.835 462309.295,125428.032 462308.159))"
Stichtse Vecht,G1904,1954,0333100000020816,Pand in gebruik,,"POLYGON ((131435.709 461914.128,131437.349 461912.681,131439.493 461915.111,131437.853 461916.557,131435.709 461914.128))"
Stichtse Vecht,G1904,1954,0311100000009699,Pand in gebruik,Kerkweg 44a Kockengen,"POLYGON ((125413.321 462299.801,125415.231 462294.84,125418.509 462296.238,125416.605 462301.123,125415.61 462300.64,125413.321 462299.801))"
Stichtse Vecht,G1904,1954,1904100000042632,Pand in gebruik,,"POLYGON ((131380.033 461856.034,131382.395 461853.822,131383.883 461855.41,131381.532 461857.633,131380.258 461856.274,131380.033 461856.034))"
Stichtse Vecht,G1904,1954,1904100000042628,Pand in gebruik,,"POLYGON ((131374.156 461849.682,131376.546 461847.501,131378.109 461849.18,131375.768 461851.396,131374.156 461849.682))"
Stichtse Vecht,G1904,1954,1904100000042624,Pand in gebruik,,"POLYGON ((131366.721 461841.756,131369.021 461839.478,131370.618 461841.183,131368.247 461843.385,131366.721 461841.756))"
Stichtse Vecht,G1904,1954,0333100000017125,Pand in gebruik,,"POLYGON ((131415.088 461871.764,131416.657 461870.306,131418.894 461872.685,131418.572 461872.988,131417.356 461874.168,131415.088 461871.764))"
Stichtse Vecht,G1904,1954,1904100000042619,Pand in gebruik,,"POLYGON ((131414.874 461850.351,131415.515 461847.194,131417.778 461847.694,131417.022 461850.842,131414.874 461850.351))"
Stichtse Vecht,G1904,1954,0333100000012923,Pand in gebruik,,"POLYGON ((131422.858 461864.533,131424.67 461862.844,131425.494 461863.727,131426.893 461865.228,131426.554 461865.544,131425.116 461866.885,131422.858 461864.533))"
Stichtse Vecht,G1904,1954,0311100000003348,Pand in gebruik,Mecklenburgstraat 6,"POLYGON ((128553.996 465023.55,128557.469 465023.092,128557.759 465025.589,128554.323 465026.015,128553.996 465023.55))"
Stichtse Vecht,G1904,1954,0329100000004744,Pand in gebruik,Stationsweg 21 Nieuwersluis,"POLYGON ((128988.039 467725.674,128987.863 467722.312,128990.42 467722.058,128990.754 467725.403,128988.039 467725.674))"
Stichtse Vecht,G1904,1954,0333100000016647,Pand in gebruik,,"POLYGON ((131389.093 461844.678,131389.791 461841.456,131391.973 461841.928,131391.196 461845.133,131389.093 461844.678))"
Stichtse Vecht,G1904,1954,1904100000042613,Pand in gebruik,,"POLYGON ((131393.543 461845.642,131394.245 461842.42,131396.251 461842.854,131395.494 461846.064,131393.543 461845.642))"
Stichtse Vecht,G1904,1954,1904100000042630,Pand in gebruik,,"POLYGON ((131383.171 461859.383,131385.48 461857.114,131386.816 461858.54,131387.037 461858.776,131384.666 461860.977,131383.171 461859.383))"
Stichtse Vecht,G1904,1954,0329100000004632,Pand in gebruik,Stationsweg 9 Nieuwersluis,"POLYGON ((129028.668 467714.992,129031.078 467714.35,129031.121 467714.512,129031.991 467717.777,129029.582 467718.419,129028.668 467714.992))"
Stichtse Vecht,G1904,1954,0311100000007609,Pand in gebruik,Straatweg 184,"POLYGON ((128709.867 465497.062,128721.241 465495.511,128721.794 465499.564,128718.593 465500,128710.419 465501.115,128710.267 465500,128709.867 465497.062))"
Stichtse Vecht,G1904,1954,0329100000004729,Pand in gebruik,Stationsweg 11 Nieuwersluis,"POLYGON ((129026.259 467715.635,129028.668 467714.992,129029.582 467718.419,129027.172 467719.061,129026.283 467715.725,129026.259 467715.635))"
Stichtse Vecht,G1904,1954,0329100000004731,Pand in gebruik,Stationsweg 13 Nieuwersluis,"POLYGON ((129016.644 467718.023,129019.039 467717.436,129019.884 467720.858,129017.489 467721.449,129016.644 467718.023))"
Stichtse Vecht,G1904,1954,0311100000008872,Pand in gebruik,Kerkweg 56,"POLYGON ((125457.762 462322.777,125458.924 462319.716,125461.798 462320.847,125460.636 462323.939,125457.762 462322.777))"
Stichtse Vecht,G1904,1954,0329100000004738,Pand in gebruik,Stationsweg 17 Nieuwersluis,"POLYGON ((128999.25 467721.091,129002.061 467720.793,129002.1 467721.164,129002.427 467724.241,128999.643 467724.536,128999.25 467721.091))"
Stichtse Vecht,G1904,1954,0311100000005785,Pand in gebruik,Doude van Troostwijkstraat 11,"POLYGON ((127205.967 467008.963,127208.324 467009.78,127207.146 467012.981,127204.75 467012.15,127205.967 467008.963))"
Stichtse Vecht,G1904,1954,0333100000017841,Pand in gebruik,Veenkade 4 Maarssen,"POLYGON ((132684.812 462322.28,132680.272 462328.684,132677.702 462326.862,132682.243 462320.458,132684.812 462322.28))"
Stichtse Vecht,G1904,1954,0311100000005782,Pand in gebruik,Doude van Troostwijkstraat 5,"POLYGON ((127224 467018.823,127225.117 467015.601,127227.425 467016.401,127226.308 467019.623,127224 467018.823))"
Stichtse Vecht,G1904,1954,1904100000042617,Pand in gebruik,,"POLYGON ((131406.287 461848.463,131407.079 461845.325,131409.012 461845.754,131409.113 461845.776,131408.416 461848.935,131406.287 461848.463))"
Stichtse Vecht,G1904,1954,0333100000012918,Pand in gebruik,,"POLYGON ((131392.877 461868.452,131395.208 461866.207,131396.725 461867.826,131394.364 461870.039,131392.877 461868.452))"
