FID,omschrijving,structuurtype,geometrie
O10002_GBI_Groenstructuur.1482,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((172113.65 508166.707, 172100.325 508146.921, 172104.459 508144.126, 172117.875 508163.903, 172113.65 508166.707)))"
O10002_GBI_Groenstructuur.1483,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((171836.321 508777.45, 171817.109 508765.276, 171816.776 508763.871, 171825.71 508749.967, 171834.555 508751.984, 171835.753 508753.925, 171839.252 508754.749, 171838.718 508757.353, 171838.408 508759, 171838.113 508760.677, 171837.751 508762.927, 171837.47 508764.86, 171837.17 508767.181, 171836.965 508768.985, 171836.745 508771.203, 171836.598 508772.953, 171836.411 508775.695, 171836.321 508777.45)))"
O10002_GBI_Groenstructuur.1491,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177076.947 502919.344, 177076.114 502919.308, 177075.287 502919.198, 177074.473 502919.017, 177073.678 502918.764, 177072.908 502918.443, 177072.169 502918.055, 177071.467 502917.605, 177070.808 502917.094, 177070.195 502916.527, 177069.635 502915.909, 177069.131 502915.244, 177068.688 502914.538, 177068.308 502913.795, 177067.995 502913.022, 177067.75 502912.224, 177067.577 502911.408, 177067.473 502910.547, 177067.449 502909.679, 177067.504 502908.813, 177067.637 502907.956, 177067.848 502907.114, 177068.135 502906.295, 177068.496 502905.506, 177068.927 502904.753, 177069.425 502904.042, 177069.986 502903.38, 177070.605 502902.772, 177071.277 502902.223, 177071.996 502901.737, 177072.756 502901.319, 177073.552 502900.972, 177074.376 502900.699, 177075.221 502900.503, 177076.081 502900.384, 177076.947 502900.345, 177077.816 502900.384, 177078.677 502900.503, 177079.524 502900.701, 177080.349 502900.975, 177081.146 502901.323, 177081.907 502901.742, 177082.627 502902.23, 177083.3 502902.781, 177083.919 502903.391, 177084.48 502904.056, 177084.977 502904.769, 177085.408 502905.524, 177085.767 502906.316, 177086.053 502907.137, 177086.263 502907.981, 177086.394 502908.84, 177086.446 502909.708, 177086.421 502910.544, 177086.323 502911.374, 177086.152 502912.193, 177085.91 502912.994, 177085.598 502913.77, 177085.22 502914.515, 177084.777 502915.225, 177084.273 502915.893, 177083.713 502916.514, 177083.1 502917.083, 177082.44 502917.596, 177081.737 502918.049, 177080.997 502918.438, 177080.225 502918.761, 177079.428 502919.015, 177078.612 502919.197, 177077.783 502919.308, 177076.947 502919.344)))"
O10002_GBI_Groenstructuur.1492,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177090.376 502863.255, 177090.273 502862.393, 177090.248 502861.526, 177090.303 502860.66, 177090.436 502859.802, 177090.647 502858.961, 177090.935 502858.142, 177091.295 502857.352, 177091.726 502856.599, 177092.224 502855.889, 177092.785 502855.227, 177093.404 502854.618, 177094.076 502854.069, 177094.795 502853.584, 177095.556 502853.166, 177096.351 502852.819, 177097.175 502852.546, 177098.02 502852.349, 177098.88 502852.231, 177099.747 502852.191, 177100.615 502852.231, 177101.476 502852.35, 177102.323 502852.547, 177103.148 502852.821, 177103.945 502853.169, 177104.707 502853.589, 177105.427 502854.076, 177106.099 502854.627, 177106.718 502855.238, 177107.279 502855.902, 177107.777 502856.615, 177108.207 502857.37, 177108.567 502858.162, 177108.852 502858.983, 177109.062 502859.827, 177109.193 502860.687, 177109.245 502861.554, 177109.221 502862.39, 177109.122 502863.221, 177108.952 502864.04, 177108.709 502864.84, 177108.398 502865.616, 177108.019 502866.362, 177107.576 502867.071, 177107.072 502867.739, 177106.512 502868.36, 177105.899 502868.929, 177105.239 502869.442, 177104.536 502869.895, 177103.796 502870.285, 177103.024 502870.608, 177102.227 502870.861, 177101.411 502871.044, 177100.582 502871.154, 177099.747 502871.191, 177098.913 502871.154, 177098.086 502871.045, 177097.272 502870.863, 177096.477 502870.611, 177095.707 502870.289, 177094.968 502869.902, 177094.266 502869.451, 177093.607 502868.94, 177092.995 502868.374, 177092.434 502867.756, 177091.931 502867.091, 177091.487 502866.384, 177091.107 502865.642, 177090.794 502864.868, 177090.55 502864.071, 177090.376 502863.255)))"
O10002_GBI_Groenstructuur.1493,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((172172.424 508519.728, 172180.891 508533.293, 172184.385 508540.94, 172174.413 508547.668, 172163.963 508554.721, 172152.825 508562.188, 172147.317 508565.875, 172143.034 508568.833, 172137.958 508572.612, 172130.967 508578.371, 172124.125 508584.439, 172117.201 508591.363, 172110.774 508598.629, 172104.762 508606.192, 172098.453 508615.049, 172097.826 508616.038, 172096.608 508618.57, 172096.083 508620.985, 172096.232 508624.34, 172097.024 508626.822, 172098.849 508629.668, 172101.473 508632.06, 172103.747 508633.216, 172107.859 508634.656, 172112.943 508636.208, 172118.688 508638.264, 172123.319 508640.957, 172126.272 508643.062, 172129.412 508645.761, 172131.157 508647.71, 172133.249 508650.544, 172134.669 508652.519, 172136.785 508655.628, 172138.316 508657.817, 172139.833 508659.743, 172141.755 508661.907, 172144.769 508664.809, 172147.902 508667.591, 172150.079 508669.357, 172152.347 508670.94, 172193.47 508697.293, 172197.502 508693.401, 172199.409 508691.607, 172207.684 508683.8, 172211.443 508680.398, 172214.511 508678.27, 172216.877 508676.995, 172218.833 508676.106, 172220.54 508675.408, 172223.024 508674.661, 172226.177 508673.993, 172229.379 508673.619, 172232.226 508673.537, 172234.839 508673.667, 172237.538 508673.902, 172239.269 508674.111, 172241.384 508674.504, 172243.116 508674.942, 172245.458 508675.712, 172249.824 508677.749, 172253.339 508680.142, 172257.689 508683.962, 172259.627 508685.967, 172261.581 508688.756, 172270.03 508705.566, 172270.368 508707.219, 172270.279 508708.699, 172269.717 508710.349, 172268.57 508711.912, 172266.844 508713.101, 172256.227 508718.787, 172253.939 508720.071, 172251.815 508721.293, 172248.867 508723.256, 172245.435 508725.619, 172242.022 508728.474, 172239.022 508731.515, 172235.859 508735.459, 172233.813 508738.585, 172232.018 508741.894, 172230.013 508746.348, 172225.94 508756.318, 172221.571 508767.103, 172202.402 508814.755, 172201.342 508816.952, 172200.131 508818.572, 172199.267 508819.216, 172197.687 508819.852, 172196.181 508819.98, 172195.011 508819.784, 172193.616 508819.166, 172169.886 508804.276, 172169.324 508803.859, 172168.427 508802.891, 172167.919 508802.033, 172167.613 508801.232, 172167.394 508799.86, 172167.595 508798.215, 172168.245 508796.765, 172187.585 508766.336, 172202.922 508742.226, 172173.099 508723.18, 172152.522 508710.129, 172121.909 508690.61, 172081.541 508664.805, 172072.744 508659.26, 172067.142 508655.493, 172046.703 508642.126, 172038.361 508651.443, 172013.116 508635.445, 171997.4 508625.417, 171927.874 508580.945, 171929.095 508579.158, 171928.513 508578.593, 171927.852 508577.358, 171927.713 508576.657, 171927.79 508575.494, 171928.47 508574.081, 171933.312 508566.489, 171935.986 508562.332, 171940.11 508555.828, 171941.09 508554.381, 171941.758 508553.79, 171942.907 508553.244, 171944.205 508552.995, 171945.55 508553.43, 171946.603 508554.124, 171949.58 508553.363, 171962.85 508562.02, 171967.523 508565.178, 171971.059 508568.16, 171973.928 508570.773, 171975.953 508572.912, 171978.283 508575.631, 171983.429 508581.636, 171987.239 508585.628, 171990.78 508588.889, 171995.498 508592.055, 172002.87 508596.667, 172024.394 508610.216, 172059.403 508632.518, 172059.822 508633.592, 172068.991 508639.36, 172089.702 508652.39, 172195.03 508718.652, 172196.62 508719.352, 172198.102 508719.715, 172199.272 508719.826, 172201.002 508719.72, 172202.604 508719.323, 172203.716 508718.857, 172204.929 508718.136, 172206.217 508717.043, 172207.587 508715.265, 172223.315 508698.416, 172225.773 508696.251, 172227.338 508695.12, 172228.593 508694.328, 172230.274 508693.411, 172232 508692.621, 172234.193 508691.818, 172236.897 508692.091, 172239.006 508692.875, 172241.083 508694.299, 172243.138 508696.893, 172253.434 508711.334, 172260.281 508706.698, 172253.146 508696.055, 172254.752 508694.2, 172253.943 508693.12, 172251.586 508693.728, 172249.19 508690.153, 172247.509 508688.625, 172246.016 508687.5, 172242.578 508685.544, 172238.7 508684.178, 172233.483 508683.489, 172229.005 508683.87, 172225.49 508684.823, 172221.374 508686.792, 172217.945 508689.356, 172200.42 508704.056, 172199.768 508705.086, 172199.081 508705.873, 172198.191 508706.629, 172196.051 508707.698, 172194.019 508708.03, 172191.698 508707.712, 172189.627 508706.711, 172182.293 508702.001, 172135.317 508671.831, 172133.247 508670.628, 172131.583 508669.295, 172129.516 508666.947, 172128.233 508664.786, 172123.972 508656.087, 172120.977 508652.084, 172118.149 508649.756, 172113.776 508647.632, 172106.806 508645.736, 172096.363 508642.895, 172091.056 508641.63, 172086.366 508639.511, 172081.662 508636.149, 172078.483 508632.83, 172075.884 508629.019, 172074.027 508625.044, 172074.054 508618.985, 172075.202 508613.087, 172077.888 508606.634, 172081.649 508600.58, 172086.599 508593.355, 172091.63 508586.789, 172097.469 508579.9, 172104.194 508572.712, 172112.296 508564.948, 172119.459 508558.784, 172130.537 508549.759, 172136.842 508544.622, 172139.388 508542.548, 172140.759 508540.228, 172141.652 508537.627, 172142 508534.708, 172141.632 508531.46, 172140.29 508528.023, 172134.764 508519.756, 172097.905 508464.681, 172072.18 508426.345, 172070.437 508424.035, 172068.509 508423.252, 172067.281 508423.193, 172064.998 508423.961, 172063.728 508425.453, 172063.067 508427.967, 172063.55 508430.121, 172057.867 508421.701, 172074.554 508410.456, 172138.837 508505.689, 172155.371 508494.391, 172172.424 508519.728)))"
O10002_GBI_Groenstructuur.1494,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176486.701 497126.857, 176485.687 497126.157, 176484.965 497121.997, 176485.096 497121.817, 176492.774 497127.358, 176493.602 497127.952, 176502.725 497134.5, 176501.738 497135.88, 176500.112 497134.716, 176499.239 497135.936, 176486.701 497126.857)))"
O10002_GBI_Groenstructuur.1495,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176428.024 497084.912, 176429.765 497082.241, 176450.102 497096.784, 176449.392 497097.133, 176447.66 497097.493, 176445.754 497097.583, 176428.024 497084.912)))"
O10002_GBI_Groenstructuur.1496,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176415.971 497076.306, 176417.801 497073.756, 176422.659 497077.22, 176418.403 497078.036, 176415.971 497076.306)))"
O10002_GBI_Groenstructuur.1497,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176304.409 497038.53, 176302.189 497037.03, 176301.469 497032.88, 176303.689 497029.75, 176307.803 497024.135, 176309.221 497022.685, 176310.993 497021.334, 176312.439 497020.509, 176315.14 497019.482, 176317.064 497019.096, 176318.909 497018.97, 176321.781 497019.243, 176324.49 497020.046, 176325.502 497020.501, 176332.359 497025.16, 176359.158 497044.385, 176358.592 497045.168, 176359.391 497045.776, 176358.223 497047.348, 176359.022 497047.954, 176358.352 497048.959, 176321.079 497022.22, 176315.409 497022.53, 176304.409 497038.53)))"
O10002_GBI_Groenstructuur.1498,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176460.929 497122.346, 176462.509 497120.18, 176464.688 497119.828, 176467.54 497122.025, 176469.397 497124.225, 176470.43 497126.014, 176471.351 497128.498, 176471.836 497131.098, 176471.894 497133.469, 176471.623 497135.474, 176471.127 497137.238, 176470.512 497138.673, 176468.91 497134.15, 176467.75 497127.22, 176460.929 497122.346)))"
O10002_GBI_Groenstructuur.1499,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176734.302 497303.977, 176734.88 497303.159, 176733.249 497302.007, 176734.563 497300.179, 176742.881 497306.126, 176746.519 497308.719, 176758.352 497317.186, 176757.038 497318.982, 176756.228 497318.402, 176755.643 497319.223, 176746.141 497312.44, 176744.611 497311.347, 176734.302 497303.977)))"
O10002_GBI_Groenstructuur.1500,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176509.096 497156.761, 176509.695 497156.189, 176511.589 497155.624, 176512.453 497155.525, 176513.251 497155.325, 176514.253 497155.259, 176545.705 497177.781, 176544.345 497179.656, 176545.921 497180.826, 176544.892 497182.315, 176509.096 497156.761)))"
O10002_GBI_Groenstructuur.1504,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176162.322 505095.19, 176163.104 505094.947, 176163.904 505094.772, 176164.716 505094.666, 176165.534 505094.631, 176166.383 505094.669, 176167.226 505094.783, 176168.054 505094.971, 176168.863 505095.233, 176169.645 505095.566, 176170.394 505095.968, 176171.104 505096.435, 176171.77 505096.964, 176172.386 505097.55, 176172.946 505098.189, 176173.448 505098.875, 176173.886 505099.604, 176174.257 505100.368, 176174.559 505101.163, 176174.788 505101.982, 176174.943 505102.817, 176175.023 505103.664, 176175.026 505104.514, 176174.954 505105.361, 176174.806 505106.198, 176174.585 505107.018, 176174.29 505107.816, 176173.926 505108.584, 176173.494 505109.316, 176172.999 505110.007, 176172.444 505110.65, 176171.826 505111.248, 176171.157 505111.788, 176170.442 505112.264, 176169.687 505112.675, 176168.898 505113.015, 176168.082 505113.283, 176167.244 505113.475, 176166.393 505113.592, 176165.534 505113.631, 176164.678 505113.592, 176163.829 505113.476, 176162.994 505113.285, 176162.18 505113.019, 176161.393 505112.68, 176160.639 505112.272, 176159.926 505111.798, 176159.258 505111.262, 176158.641 505110.667, 176158.08 505110.02, 176157.58 505109.324, 176157.144 505108.586, 176156.777 505107.812, 176156.481 505107.008, 176156.258 505106.181, 176156.111 505105.337, 176156.041 505104.483, 176156.048 505103.626, 176156.132 505102.774, 176156.292 505101.932, 176156.528 505101.109, 176156.837 505100.309, 176157.216 505099.541, 176157.664 505098.811, 176158.175 505098.123, 176158.746 505097.485, 176159.372 505096.9, 176160.049 505096.374, 176160.77 505095.912, 176161.53 505095.516, 176162.322 505095.19)))"
O10002_GBI_Groenstructuur.1505,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176476.376 504739.776, 176475.543 504739.739, 176474.716 504739.63, 176473.902 504739.448, 176473.107 504739.195, 176472.337 504738.874, 176471.598 504738.487, 176470.896 504738.036, 176470.236 504737.525, 176469.624 504736.959, 176469.064 504736.34, 176468.56 504735.676, 176468.117 504734.969, 176467.737 504734.226, 176467.423 504733.453, 176467.179 504732.656, 176467.006 504731.84, 176466.902 504730.978, 176466.878 504730.111, 176466.932 504729.245, 176467.066 504728.387, 176467.277 504727.546, 176467.564 504726.727, 176467.925 504725.937, 176468.356 504725.184, 176468.854 504724.474, 176469.415 504723.811, 176470.034 504723.203, 176470.706 504722.654, 176471.425 504722.168, 176472.185 504721.75, 176472.981 504721.403, 176473.804 504721.131, 176474.65 504720.934, 176475.509 504720.816, 176476.376 504720.776, 176477.245 504720.816, 176478.106 504720.935, 176478.953 504721.132, 176479.778 504721.406, 176480.575 504721.754, 176481.336 504722.174, 176482.056 504722.661, 176482.729 504723.212, 176483.348 504723.823, 176483.909 504724.487, 176484.406 504725.2, 176484.837 504725.955, 176485.196 504726.747, 176485.482 504727.568, 176485.691 504728.412, 176485.823 504729.271, 176485.875 504730.139, 176485.85 504730.975, 176485.752 504731.806, 176485.581 504732.624, 176485.339 504733.425, 176485.027 504734.201, 176484.648 504734.947, 176484.206 504735.656, 176483.702 504736.324, 176483.142 504736.945, 176482.529 504737.514, 176481.869 504738.027, 176481.165 504738.48, 176480.425 504738.87, 176479.654 504739.192, 176478.857 504739.446, 176478.041 504739.629, 176477.212 504739.739, 176476.376 504739.776)))"
O10002_GBI_Groenstructuur.1506,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176769.211 505275.474, 176769.186 505276.31, 176769.087 505277.141, 176768.917 505277.959, 176768.674 505278.76, 176768.363 505279.536, 176767.984 505280.282, 176767.541 505280.991, 176767.037 505281.659, 176766.477 505282.28, 176765.864 505282.849, 176765.204 505283.362, 176764.501 505283.815, 176763.761 505284.205, 176762.989 505284.527, 176762.192 505284.781, 176761.376 505284.964, 176760.547 505285.074, 176759.712 505285.111, 176758.878 505285.074, 176758.051 505284.964, 176757.237 505284.783, 176756.442 505284.53, 176755.672 505284.209, 176754.933 505283.822, 176754.232 505283.371, 176753.572 505282.86, 176752.96 505282.294, 176752.399 505281.675, 176751.896 505281.011, 176751.452 505280.304, 176751.072 505279.561, 176750.759 505278.788, 176750.515 505277.991, 176750.341 505277.175, 176750.238 505276.313, 176750.213 505275.446, 176750.268 505274.58, 176750.401 505273.722, 176750.613 505272.88, 176750.9 505272.062, 176751.26 505271.272, 176751.691 505270.519, 176752.189 505269.809, 176752.75 505269.146, 176753.369 505268.538, 176754.041 505267.989, 176754.76 505267.503, 176755.521 505267.085, 176756.316 505266.738, 176757.14 505266.466, 176757.985 505266.269, 176758.845 505266.151, 176759.712 505266.111, 176760.58 505266.151, 176761.441 505266.27, 176762.288 505266.467, 176763.113 505266.741, 176763.91 505267.089, 176764.672 505267.509, 176765.392 505267.996, 176766.064 505268.547, 176766.683 505269.157, 176767.244 505269.822, 176767.742 505270.535, 176768.172 505271.29, 176768.532 505272.082, 176768.817 505272.903, 176769.027 505273.747, 176769.158 505274.606, 176769.211 505275.474)))"
O10002_GBI_Groenstructuur.1507,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177410.773 502616.534, 177410.646 502617.04, 177410.513 502617.898, 177410.458 502618.764, 177410.482 502619.631, 177410.586 502620.493, 177410.759 502621.309, 177411.004 502622.106, 177411.317 502622.879, 177411.697 502623.622, 177412.14 502624.329, 177412.644 502624.993, 177413.204 502625.612, 177413.817 502626.178, 177414.476 502626.689, 177415.178 502627.14, 177415.917 502627.527, 177416.687 502627.848, 177417.482 502628.101, 177418.296 502628.283, 177418.706 502628.337, 177418.849 502628.68, 177418.309 502628.9, 177419.964 502632.983, 177413.013 502635.878, 177411.855 502632.694, 177403.903 502635.304, 177406.511 502640.909, 177396.879 502644.63, 177378.699 502636.58, 177369.66 502640.082, 177362.207 502642.98, 177325.9 502658.118, 177324.299 502659.01, 177321.812 502660.471, 177320.015 502661.671, 177318.486 502662.828, 177316.56 502664.49, 177314.74 502666.019, 177312.839 502667.951, 177311.143 502670.063, 177310.269 502671.349, 177309.1 502673.369, 177307.599 502676.922, 177306.737 502679.748, 177306.12 502683.62, 177302.058 502683.346, 177301.372 502683.542, 177300.206 502682.09, 177295.39 502676.096, 177295.769 502673.64, 177294.389 502671.69, 177316.56 502652.526, 177319.506 502650.582, 177321.346 502649.562, 177323.75 502648.415, 177402.709 502615.48, 177403.629 502617.66, 177404.069 502617.479, 177406.601 502616.497, 177407.777 502616.269, 177409.116 502616.237, 177410.773 502616.534)))"
O10002_GBI_Groenstructuur.1508,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176672.599 503713.92, 176696.221 503711.513, 176697.043 503719.193, 176673.404 503721.59, 176672.599 503713.92)))"
O10002_GBI_Groenstructuur.1509,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((178127.812 502694.998, 178127.708 502694.136, 178127.683 502693.269, 178127.738 502692.403, 178127.872 502691.546, 178128.083 502690.704, 178128.37 502689.885, 178128.73 502689.096, 178129.162 502688.343, 178129.66 502687.632, 178130.221 502686.97, 178130.839 502686.362, 178131.511 502685.812, 178132.23 502685.327, 178132.991 502684.909, 178133.786 502684.562, 178134.61 502684.289, 178135.455 502684.092, 178136.315 502683.974, 178137.182 502683.934, 178138.05 502683.974, 178138.912 502684.093, 178139.758 502684.29, 178140.584 502684.564, 178141.38 502684.912, 178142.142 502685.332, 178142.862 502685.819, 178143.534 502686.371, 178144.153 502686.981, 178144.714 502687.645, 178145.212 502688.358, 178145.642 502689.114, 178146.002 502689.905, 178146.288 502690.726, 178146.497 502691.57, 178146.628 502692.43, 178146.681 502693.298, 178146.656 502694.134, 178146.558 502694.964, 178146.387 502695.783, 178146.145 502696.583, 178145.833 502697.359, 178145.454 502698.105, 178145.011 502698.815, 178144.508 502699.482, 178143.947 502700.103, 178143.335 502700.672, 178142.674 502701.185, 178141.971 502701.638, 178141.231 502702.028, 178140.46 502702.351, 178139.663 502702.604, 178138.846 502702.787, 178138.017 502702.897, 178137.182 502702.934, 178136.348 502702.897, 178135.521 502702.788, 178134.707 502702.606, 178133.912 502702.354, 178133.142 502702.032, 178132.404 502701.645, 178131.702 502701.194, 178131.042 502700.683, 178130.43 502700.117, 178129.87 502699.499, 178129.366 502698.834, 178128.922 502698.127, 178128.542 502697.385, 178128.229 502696.612, 178127.985 502695.814, 178127.812 502694.998)))"
O10002_GBI_Groenstructuur.1510,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((178105.224 502702.344, 178105.121 502701.482, 178105.096 502700.615, 178105.151 502699.749, 178105.284 502698.891, 178105.495 502698.049, 178105.782 502697.231, 178106.143 502696.441, 178106.574 502695.688, 178107.072 502694.978, 178107.633 502694.315, 178108.252 502693.707, 178108.924 502693.158, 178109.643 502692.672, 178110.404 502692.254, 178111.199 502691.907, 178112.023 502691.635, 178112.868 502691.438, 178113.728 502691.32, 178114.594 502691.28, 178115.463 502691.32, 178116.324 502691.439, 178117.171 502691.636, 178117.996 502691.91, 178118.793 502692.258, 178119.554 502692.678, 178120.274 502693.165, 178120.947 502693.716, 178121.566 502694.327, 178122.127 502694.991, 178122.625 502695.704, 178123.055 502696.459, 178123.415 502697.251, 178123.7 502698.072, 178123.91 502698.916, 178124.041 502699.775, 178124.093 502700.643, 178124.069 502701.479, 178123.97 502702.31, 178123.799 502703.128, 178123.557 502703.929, 178123.246 502704.705, 178122.867 502705.451, 178122.424 502706.16, 178121.92 502706.828, 178121.36 502707.449, 178120.747 502708.018, 178120.087 502708.531, 178119.384 502708.984, 178118.644 502709.374, 178117.872 502709.696, 178117.075 502709.95, 178116.259 502710.133, 178115.43 502710.243, 178114.594 502710.28, 178113.761 502710.243, 178112.934 502710.134, 178112.12 502709.952, 178111.325 502709.699, 178110.555 502709.378, 178109.816 502708.991, 178109.114 502708.54, 178108.455 502708.029, 178107.842 502707.463, 178107.282 502706.844, 178106.778 502706.18, 178106.335 502705.473, 178105.955 502704.73, 178105.642 502703.957, 178105.397 502703.16, 178105.224 502702.344)))"
O10002_GBI_Groenstructuur.1511,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((178325.381 505397.609, 178324.421 505392.772, 178324.508 505391.472, 178325.12 505389.887, 178326.713 505388.244, 178341.908 505385.246, 178344.599 505387.13, 178345.842 505393.376, 178344.189 505393.874, 178325.381 505397.609)))"
O10002_GBI_Groenstructuur.1516,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((175488.512 504830.349, 175487.678 504830.312, 175486.851 504830.203, 175486.037 504830.021, 175485.242 504829.768, 175484.472 504829.447, 175483.733 504829.06, 175483.032 504828.609, 175482.372 504828.098, 175481.76 504827.532, 175481.199 504826.914, 175480.696 504826.249, 175480.252 504825.542, 175479.872 504824.8, 175479.559 504824.026, 175479.315 504823.229, 175479.141 504822.413, 175479.038 504821.551, 175479.013 504820.684, 175479.068 504819.818, 175479.201 504818.96, 175479.413 504818.119, 175479.7 504817.3, 175480.06 504816.51, 175480.491 504815.757, 175480.99 504815.047, 175481.55 504814.385, 175482.169 504813.776, 175482.841 504813.227, 175483.56 504812.741, 175484.321 504812.323, 175485.116 504811.977, 175485.94 504811.704, 175486.785 504811.507, 175487.645 504811.389, 175488.512 504811.349, 175489.38 504811.389, 175490.241 504811.508, 175491.088 504811.705, 175491.913 504811.979, 175492.71 504812.327, 175493.472 504812.747, 175494.192 504813.234, 175494.864 504813.785, 175495.483 504814.396, 175496.044 504815.06, 175496.542 504815.773, 175496.972 504816.528, 175497.332 504817.32, 175497.618 504818.141, 175497.827 504818.985, 175497.958 504819.844, 175498.011 504820.712, 175497.986 504821.548, 175497.888 504822.379, 175497.717 504823.198, 175497.474 504823.998, 175497.163 504824.774, 175496.784 504825.52, 175496.341 504826.229, 175495.838 504826.897, 175495.277 504827.518, 175494.664 504828.087, 175494.004 504828.6, 175493.301 504829.053, 175492.561 504829.443, 175491.789 504829.766, 175490.992 504830.019, 175490.176 504830.202, 175489.347 504830.312, 175488.512 504830.349)))"
O10002_GBI_Groenstructuur.1517,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177674.095 503137.817, 177674.07 503138.653, 177673.972 503139.483, 177673.801 503140.302, 177673.559 503141.102, 177673.247 503141.879, 177672.868 503142.624, 177672.425 503143.334, 177671.922 503144.001, 177671.362 503144.622, 177670.749 503145.192, 177670.088 503145.705, 177669.385 503146.158, 177668.645 503146.547, 177667.874 503146.87, 177667.077 503147.124, 177666.261 503147.306, 177665.432 503147.416, 177664.596 503147.453, 177663.763 503147.417, 177662.936 503147.307, 177662.121 503147.125, 177661.326 503146.873, 177660.557 503146.552, 177659.818 503146.164, 177659.116 503145.713, 177658.456 503145.203, 177657.844 503144.636, 177657.284 503144.018, 177656.78 503143.353, 177656.336 503142.647, 177655.956 503141.904, 177655.643 503141.131, 177655.399 503140.333, 177655.226 503139.517, 177655.122 503138.656, 177655.098 503137.788, 177655.152 503136.922, 177655.286 503136.065, 177655.497 503135.223, 177655.784 503134.404, 177656.145 503133.615, 177656.576 503132.862, 177657.074 503132.151, 177657.635 503131.489, 177658.254 503130.881, 177658.925 503130.331, 177659.645 503129.846, 177660.405 503129.428, 177661.201 503129.081, 177662.024 503128.808, 177662.869 503128.612, 177663.729 503128.493, 177664.596 503128.453, 177665.465 503128.493, 177666.326 503128.612, 177667.173 503128.81, 177667.998 503129.083, 177668.794 503129.432, 177669.556 503129.851, 177670.276 503130.339, 177670.948 503130.89, 177671.568 503131.5, 177672.128 503132.164, 177672.626 503132.877, 177673.057 503133.633, 177673.416 503134.424, 177673.702 503135.246, 177673.911 503136.089, 177674.043 503136.949, 177674.095 503137.817)))"
O10002_GBI_Groenstructuur.1518,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177714.956 502830.602, 177714.853 502829.74, 177714.828 502828.873, 177714.883 502828.007, 177715.016 502827.15, 177715.228 502826.308, 177715.515 502825.489, 177715.875 502824.7, 177716.306 502823.947, 177716.805 502823.236, 177717.365 502822.574, 177717.984 502821.966, 177718.656 502821.416, 177719.375 502820.931, 177720.136 502820.513, 177720.931 502820.166, 177721.755 502819.893, 177722.6 502819.697, 177723.46 502819.578, 177724.327 502819.538, 177725.195 502819.578, 177726.057 502819.697, 177726.903 502819.894, 177727.728 502820.168, 177728.525 502820.516, 177729.287 502820.936, 177730.007 502821.423, 177730.679 502821.975, 177731.298 502822.585, 177731.859 502823.249, 177732.357 502823.962, 177732.787 502824.718, 177733.147 502825.509, 177733.433 502826.33, 177733.642 502827.174, 177733.773 502828.034, 177733.826 502828.902, 177733.801 502829.738, 177733.703 502830.568, 177733.532 502831.387, 177733.289 502832.187, 177732.978 502832.963, 177732.599 502833.709, 177732.156 502834.419, 177731.653 502835.086, 177731.092 502835.707, 177730.48 502836.276, 177729.819 502836.79, 177729.116 502837.243, 177728.376 502837.632, 177727.604 502837.955, 177726.807 502838.209, 177725.991 502838.391, 177725.162 502838.501, 177724.327 502838.538, 177723.493 502838.502, 177722.666 502838.392, 177721.852 502838.21, 177721.057 502837.958, 177720.287 502837.637, 177719.548 502837.249, 177718.847 502836.798, 177718.187 502836.288, 177717.575 502835.721, 177717.014 502835.103, 177716.511 502834.438, 177716.067 502833.732, 177715.687 502832.989, 177715.374 502832.216, 177715.13 502831.418, 177714.956 502830.602)))"
