FID,omschrijving,structuurtype,geometrie
O10002_GBI_Groenstructuur.574,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((176510.867 503065.79, 176511.04 503066.606, 176511.284 503067.403, 176511.597 503068.176, 176511.977 503068.919, 176512.421 503069.626, 176512.925 503070.29, 176513.485 503070.909, 176514.097 503071.475, 176514.757 503071.986, 176515.459 503072.437, 176516.197 503072.824, 176516.967 503073.145, 176517.762 503073.398, 176518.576 503073.58, 176519.403 503073.689, 176520.43 503073.717, 176520.417 503074.46, 176520.114 503075.942, 176519.35 503077.679, 176518.151 503079.226, 176516.595 503080.457, 176515.378 503081.049, 176498.962 503087.717, 176495.35 503089.175, 176482.382 503094.409, 176474.401 503097.633, 176472.666 503098.333, 176458.658 503104.01, 176457.808 503104.27, 176456.167 503104.206, 176443.83 503098.065, 176443.742 503097.488, 176443.532 503096.645, 176443.247 503095.823, 176442.887 503095.032, 176442.456 503094.276, 176441.959 503093.564, 176441.398 503092.899, 176440.779 503092.289, 176440.106 503091.738, 176439.386 503091.25, 176438.625 503090.831, 176437.828 503090.482, 176437.603 503090.408, 176435.449 503077.86, 176435.269 503077.03, 176435.026 503076.052, 176434.755 503075.211, 176434.528 503074.619, 176426.089 503054.14, 176422.549 503045.54, 176421.699 503043.47, 176417.149 503032.44, 176408.779 503012.13, 176407.899 503010.01, 176407.039 503007.92, 176406.789 503007.34, 176404.609 503002.01, 176403.839 503000.22, 176393.569 502975.26, 176271.199 503025.99, 176276.169 503037.98, 176271.999 503044.44, 176267.219 503043.36, 176229.449 503059.29, 176224.836 503049.34, 176225.839 503048.767, 176227.427 503047.168, 176228.659 503045.13, 176230.479 503041.91, 176232.333 503038.954, 176233.2 503037.983, 176234.455 503036.844, 176236.932 503035.243, 176261.119 503025.23, 176263.759 503024.14, 176392.051 502970.882, 176400.976 502967.177, 176409.739 502963.54, 176411.529 502962.85, 176428.329 502955.99, 176435.439 502954.506, 176442.708 502954.087, 176448.193 502954.488, 176450.357 502954.817, 176452.841 502955.319, 176456.609 502956.342, 176461.155 502958.023, 176463.277 502958.989, 176464.683 502959.698, 176466.668 502960.799, 176470.7 502964.167, 176472.812 502965.931, 176474.809 502967.379, 176476.433 502968.281, 176478.756 502969.21, 176480.908 502969.784, 176482.867 502970.174, 176483.746 502970.733, 176484.404 502971.623, 176484.476 502972.87, 176483.999 502976.861, 176484.036 502980.734, 176484.368 502983.652, 176485.119 502986.953, 176486.089 502989.62, 176486.661 502990.993, 176486.41 502991.162, 176485.738 502991.712, 176485.119 502992.32, 176484.558 502992.982, 176484.06 502993.693, 176483.629 502994.446, 176483.268 502995.235, 176482.981 502996.054, 176482.77 502996.896, 176482.636 502997.753, 176482.582 502998.619, 176482.606 502999.486, 176482.71 503000.348, 176482.883 503001.164, 176483.127 503001.962, 176483.441 503002.735, 176483.821 503003.477, 176484.264 503004.184, 176484.768 503004.849, 176485.328 503005.467, 176485.94 503006.033, 176486.6 503006.544, 176487.302 503006.995, 176488.041 503007.382, 176488.811 503007.704, 176489.606 503007.956, 176490.42 503008.138, 176491.247 503008.247, 176492.08 503008.284, 176492.916 503008.247, 176493.745 503008.137, 176493.8 503008.125, 176496.18 503013.836, 176495.702 503014.226, 176495.083 503014.835, 176494.522 503015.497, 176494.024 503016.207, 176493.593 503016.961, 176493.232 503017.75, 176492.945 503018.569, 176492.734 503019.41, 176492.6 503020.268, 176492.545 503021.134, 176492.57 503022.001, 176492.674 503022.863, 176492.847 503023.679, 176493.091 503024.476, 176493.404 503025.25, 176493.784 503025.992, 176494.228 503026.699, 176494.732 503027.364, 176495.292 503027.982, 176495.904 503028.548, 176496.564 503029.059, 176497.266 503029.51, 176498.004 503029.897, 176498.774 503030.219, 176499.569 503030.471, 176500.384 503030.653, 176501.211 503030.762, 176502.044 503030.799, 176502.879 503030.762, 176503.215 503030.718, 176504.952 503034.888, 176504.431 503035.239, 176503.759 503035.789, 176503.14 503036.397, 176502.58 503037.059, 176502.081 503037.77, 176501.65 503038.523, 176501.29 503039.312, 176501.003 503040.131, 176500.791 503040.973, 176500.658 503041.83, 176500.603 503042.696, 176500.628 503043.564, 176500.731 503044.425, 176500.905 503045.241, 176501.149 503046.039, 176501.462 503046.812, 176501.842 503047.555, 176502.286 503048.261, 176502.789 503048.926, 176503.35 503049.544, 176503.962 503050.111, 176504.622 503050.621, 176505.323 503051.072, 176506.062 503051.46, 176506.832 503051.781, 176507.627 503052.033, 176508.441 503052.215, 176509.268 503052.325, 176510.102 503052.361, 176510.937 503052.324, 176511.766 503052.214, 176512.137 503052.131, 176514.145 503056.949, 176513.894 503057.153, 176513.276 503057.761, 176512.715 503058.424, 176512.217 503059.134, 176511.785 503059.887, 176511.425 503060.677, 176511.138 503061.496, 176510.927 503062.337, 176510.793 503063.195, 176510.738 503064.061, 176510.763 503064.928, 176510.867 503065.79)))"
O10002_GBI_Groenstructuur.575,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177753.831 502872.883, 177734.794 502826.917, 177732.975 502822.678, 177732.059 502820.55, 177731.314 502819.192, 177729.73 502816.304, 177728.564 502814.335, 177727.849 502813.505, 177726.409 502812.129, 177724.529 502810.767, 177723.537 502810.202, 177722.286 502809.616, 177720.003 502808.863, 177718.465 502808.561, 177715.794 502808.449, 177715.333 502807.903, 177714.714 502807.292, 177714.042 502806.741, 177713.322 502806.254, 177712.56 502805.834, 177711.763 502805.486, 177710.938 502805.212, 177710.261 502805.055, 177721.457 502800.809, 177722.535 502800.714, 177723.777 502800.984, 177724.775 502801.562, 177725.748 502802.71, 177727.718 502801.41, 177736.12 502821.403, 177738.158 502825.98, 177749.009 502852.643, 177763.072 502886.631, 177775.774 502917.488, 177776.151 502918.362, 177776.605 502919.267, 177777.123 502920.156, 177777.488 502920.714, 177778.147 502921.613, 177778.701 502922.259, 177779.534 502923.166, 177780.729 502924.236, 177781.689 502924.959, 177784.579 502926.41, 177787.448 502927.706, 177788.719 502928.259, 177789.873 502928.852, 177790.493 502929.246, 177791.809 502930.298, 177792.319 502930.804, 177793.115 502931.746, 177793.89 502932.921, 177794.205 502933.514, 177794.509 502934.181, 177787.485 502936.747, 177786.619 502936.841, 177785.476 502936.762, 177784.607 502936.542, 177783.937 502936.268, 177783.125 502935.787, 177782.41 502935.187, 177782.02 502934.76, 177781.487 502933.994, 177777.459 502924.43, 177775.559 502925.21, 177774.272 502922.127, 177774.482 502921.435, 177774.653 502920.616, 177774.751 502919.786, 177774.776 502918.95, 177774.723 502918.082, 177774.592 502917.222, 177774.383 502916.378, 177774.097 502915.557, 177773.737 502914.766, 177773.307 502914.01, 177772.809 502913.297, 177772.248 502912.633, 177771.629 502912.022, 177770.957 502911.471, 177770.237 502910.984, 177769.475 502910.564, 177769.441 502910.549, 177768.138 502907.426, 177753.831 502872.883)))"
O10002_GBI_Groenstructuur.576,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((176017.553 496108.674, 176025.451 496099.84, 176033.092 496106.688, 176031.516 496109.179, 176030.184 496111.536, 176029.129 496113.616, 176027.945 496116.242, 176026.388 496120.393, 176025.283 496123.691, 176024.227 496126.382, 176022.635 496129.834, 176020.396 496133.885, 176018.241 496137.052, 176014.978 496140.852, 176007.73 496134.304, 176017.693 496123.124, 176014.296 496120.081, 176021.367 496112.107, 176017.553 496108.674)))"
O10002_GBI_Groenstructuur.577,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((175407.719 496081.16, 175430.749 496055.04, 175462.489 496083.35, 175462.689 496086.71, 175459.229 496090.53, 175461.019 496092.1, 175445.598 496109.339, 175443.334 496111.093, 175440.936 496112.065, 175437.916 496112.375, 175435.995 496112.089, 175434.165 496111.435, 175432.918 496110.734, 175430.749 496108.79, 175407.719 496081.16)))"
O10002_GBI_Groenstructuur.578,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((176050.811 495937.412, 176060.841 495946.344, 176057.176 495950.229, 176047.266 495941.381, 176050.811 495937.412)))"
O10002_GBI_Groenstructuur.579,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((176021.085 495910.94, 176031.469 495920.188, 176027.915 495924.15, 176017.538 495914.841, 176021.085 495910.94)))"
O10002_GBI_Groenstructuur.580,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((176007.734 495896.644, 176017.738 495905.57, 176016.554 495906.905, 176013.009 495910.903, 176003.071 495901.941, 176007.734 495896.644)))"
O10002_GBI_Groenstructuur.581,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((175997.285 495879.322, 176002.062 495873.987, 176011.296 495882.285, 176006.541 495887.548, 175997.285 495879.322)))"
O10002_GBI_Groenstructuur.582,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((175950.915 495838.112, 175949.068 495836.706, 175946.608 495834.952, 175943.318 495832.799, 175946.507 495826.49, 175949.582 495828.359, 175951.65 495829.811, 175955.793 495832.72, 175950.915 495838.112)))"
O10002_GBI_Groenstructuur.583,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((175966.549 495862.286, 175962.977 495866.232, 175958.412 495862.157, 175959.658 495860.87, 175960.938 495860.035, 175962.561 495859.506, 175963.991 495859.421, 175965.225 495859.619, 175966.663 495860.204, 175967.453 495860.734, 175967.719 495860.968, 175966.549 495862.286)))"
O10002_GBI_Groenstructuur.603,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177481.213 504034.58, 177481.136 504033.73, 177481.136 504032.878, 177481.212 504032.029, 177481.364 504031.19, 177481.591 504030.368, 177481.891 504029.57, 177482.26 504028.801, 177482.697 504028.069, 177483.198 504027.38, 177483.759 504026.738, 177484.375 504026.148, 177485.042 504025.617, 177485.753 504025.147, 177486.504 504024.743, 177487.288 504024.408, 177488.099 504024.144, 177488.93 504023.954, 177489.775 504023.84, 177490.627 504023.802, 177491.478 504023.84, 177492.323 504023.954, 177493.154 504024.144, 177493.965 504024.408, 177494.749 504024.743, 177495.499 504025.147, 177496.211 504025.616, 177496.877 504026.148, 177497.493 504026.737, 177498.054 504027.379, 177498.555 504028.068, 177498.992 504028.8, 177499.362 504029.568, 177499.662 504030.366, 177499.889 504031.188, 177500.041 504032.027, 177500.117 504032.876, 177500.117 504033.728, 177500.041 504034.577, 177499.888 504035.416, 177499.661 504036.238, 177499.362 504037.036, 177498.992 504037.804, 177498.555 504038.535, 177498.054 504039.225, 177497.493 504039.867, 177496.877 504040.456, 177496.21 504040.987, 177495.499 504041.457, 177494.748 504041.861, 177493.965 504042.196, 177493.154 504042.459, 177492.323 504042.649, 177491.478 504042.763, 177490.627 504042.802, 177489.775 504042.763, 177488.931 504042.649, 177488.1 504042.459, 177487.289 504042.196, 177486.506 504041.861, 177485.755 504041.457, 177485.044 504040.988, 177484.377 504040.457, 177483.761 504039.868, 177483.2 504039.226, 177482.699 504038.537, 177482.262 504037.805, 177481.892 504037.037, 177481.593 504036.24, 177481.366 504035.418, 177481.213 504034.58)))"
O10002_GBI_Groenstructuur.604,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177413.264 504040.703, 177413.135 504039.873, 177413.08 504039.034, 177413.099 504038.194, 177413.192 504037.36, 177413.359 504036.536, 177413.597 504035.731, 177413.906 504034.949, 177414.283 504034.198, 177414.725 504033.484, 177415.228 504032.811, 177415.788 504032.185, 177416.402 504031.611, 177417.064 504031.094, 177417.769 504030.637, 177418.511 504030.244, 177419.286 504029.918, 177420.086 504029.662, 177420.905 504029.478, 177421.738 504029.367, 177422.578 504029.33, 177423.415 504029.367, 177424.247 504029.477, 177425.065 504029.661, 177425.864 504029.916, 177426.637 504030.241, 177427.379 504030.632, 177428.083 504031.088, 177428.744 504031.603, 177429.358 504032.175, 177429.918 504032.799, 177430.421 504033.47, 177430.863 504034.183, 177431.241 504034.932, 177431.551 504035.711, 177431.791 504036.514, 177431.959 504037.336, 177432.054 504038.169, 177432.076 504039.008, 177432.02 504039.873, 177431.886 504040.729, 177431.674 504041.57, 177431.386 504042.388, 177431.025 504043.176, 177430.593 504043.928, 177430.095 504044.638, 177429.534 504045.299, 177428.915 504045.906, 177428.244 504046.455, 177427.525 504046.939, 177426.765 504047.357, 177425.97 504047.703, 177425.147 504047.975, 177424.303 504048.171, 177423.444 504048.29, 177422.578 504048.329, 177421.71 504048.29, 177420.849 504048.171, 177420.003 504047.974, 177419.178 504047.7, 177418.382 504047.353, 177417.621 504046.934, 177416.901 504046.447, 177416.229 504045.897, 177415.61 504045.287, 177415.049 504044.623, 177414.551 504043.911, 177414.12 504043.157, 177413.76 504042.366, 177413.474 504041.546, 177413.264 504040.703)))"
O10002_GBI_Groenstructuur.605,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177329.701 504038.328, 177330.552 504038.367, 177331.395 504038.481, 177332.225 504038.67, 177333.034 504038.932, 177333.817 504039.266, 177334.567 504039.669, 177335.277 504040.137, 177335.943 504040.667, 177336.559 504041.254, 177337.12 504041.894, 177337.621 504042.582, 177338.059 504043.312, 177338.43 504044.078, 177338.73 504044.874, 177338.958 504045.694, 177339.112 504046.531, 177339.191 504047.378, 177339.193 504048.232, 177339.118 504049.082, 177338.968 504049.923, 177338.742 504050.746, 177338.444 504051.546, 177338.075 504052.316, 177337.638 504053.05, 177337.137 504053.741, 177336.576 504054.385, 177335.96 504054.975, 177335.293 504055.508, 177334.581 504055.979, 177333.829 504056.385, 177333.044 504056.721, 177332.233 504056.985, 177331.4 504057.175, 177330.554 504057.29, 177329.701 504057.328, 177328.848 504057.29, 177328.002 504057.175, 177327.17 504056.985, 177326.358 504056.721, 177325.573 504056.384, 177324.822 504055.979, 177324.11 504055.508, 177323.443 504054.975, 177322.826 504054.384, 177322.265 504053.741, 177321.765 504053.049, 177321.328 504052.316, 177320.959 504051.546, 177320.66 504050.746, 177320.435 504049.922, 177320.285 504049.082, 177320.21 504048.234, 177320.212 504047.382, 177320.29 504046.535, 177320.444 504045.697, 177320.671 504044.877, 177320.972 504044.081, 177321.342 504043.314, 177321.78 504042.584, 177322.281 504041.896, 177322.842 504041.256, 177323.458 504040.668, 177324.124 504040.138, 177324.835 504039.67, 177325.585 504039.267, 177326.368 504038.933, 177327.177 504038.67, 177328.007 504038.481, 177328.851 504038.367, 177329.701 504038.328)))"
O10002_GBI_Groenstructuur.606,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177756.019 502855.47, 177742.439 502822.65, 177741.549 502820.53, 177733.179 502800.11, 177732.894 502799.53, 177732.162 502798.273, 177731.413 502797.228, 177730.688 502796.375, 177729.876 502795.559, 177728.721 502794.602, 177727.53 502793.852, 177726.888 502793.51, 177726.491 502792.551, 177711.259 502755.86, 177709.339 502751.47, 177707.399 502752.26, 177706.459 502752.68, 177704.099 502751.7, 177702.979 502748.98, 177692.229 502753.45, 177690.259 502752.65, 177689.309 502750.32, 177679.639 502727.05, 177678.639 502724.73, 177680.509 502720.14, 177682.839 502719.19, 177705.479 502709.75, 177710.049 502711.62, 177713.179 502709.55, 177719.869 502693.45, 177758.725 502709.515, 177759.574 502711.756, 177750.54 502730.422, 177751.738 502733.18, 177750.79 502735.975, 177751.916 502737.959, 177754.086 502738.749, 177774.278 502785.771, 177775.728 502789.057, 177786.083 502813.477, 177786.823 502815.186, 177788.779 502819.7, 177780.099 502823.24, 177778.589 502826.95, 177777.749 502829.05, 177770.649 502846.5, 177771.699 502848.99, 177756.019 502855.47)))"
O10002_GBI_Groenstructuur.607,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176698.736 503160.195, 176699.256 503160.33, 176702.159 503189.27, 176673.769 503192.07, 176673.669 503191.5, 176694.949 503182.64, 176687.379 503164.65, 176697.509 503160.28, 176698.736 503160.195)))"
O10002_GBI_Groenstructuur.608,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176195.891 496549.521, 176195.853 496550.373, 176195.738 496551.217, 176195.549 496552.048, 176195.285 496552.859, 176194.95 496553.643, 176194.546 496554.394, 176194.077 496555.105, 176193.545 496555.771, 176192.956 496556.388, 176192.314 496556.948, 176191.625 496557.449, 176190.893 496557.887, 176190.125 496558.257, 176189.327 496558.556, 176188.505 496558.783, 176187.666 496558.935, 176186.817 496559.011, 176185.965 496559.011, 176185.116 496558.935, 176184.277 496558.783, 176183.455 496558.556, 176182.657 496558.257, 176181.889 496557.887, 176181.157 496557.449, 176180.468 496556.948, 176179.826 496556.388, 176179.237 496555.771, 176178.705 496555.105, 176178.236 496554.394, 176177.832 496553.643, 176177.497 496552.859, 176177.233 496552.048, 176177.044 496551.217, 176176.929 496550.373, 176176.891 496549.521, 176176.929 496548.669, 176177.044 496547.825, 176177.233 496546.994, 176177.497 496546.183, 176177.832 496545.399, 176178.236 496544.648, 176178.705 496543.937, 176179.237 496543.271, 176179.826 496542.654, 176180.468 496542.094, 176181.157 496541.593, 176181.889 496541.155, 176182.657 496540.785, 176183.455 496540.486, 176184.277 496540.259, 176185.116 496540.107, 176185.965 496540.031, 176186.817 496540.031, 176187.666 496540.107, 176188.505 496540.259, 176189.327 496540.486, 176190.125 496540.785, 176190.893 496541.155, 176191.625 496541.593, 176192.314 496542.094, 176192.956 496542.654, 176193.545 496543.271, 176194.077 496543.937, 176194.546 496544.648, 176194.95 496545.399, 176195.285 496546.183, 176195.549 496546.994, 176195.738 496547.825, 176195.853 496548.669, 176195.891 496549.521)))"
O10002_GBI_Groenstructuur.609,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((175774.863 503483.631, 175775.731 503483.671, 175776.592 503483.79, 175777.439 503483.988, 175778.264 503484.261, 175779.061 503484.61, 175779.823 503485.029, 175780.543 503485.516, 175781.215 503486.068, 175781.834 503486.678, 175782.395 503487.342, 175782.893 503488.055, 175783.323 503488.811, 175783.683 503489.602, 175783.968 503490.424, 175784.178 503491.267, 175784.309 503492.127, 175784.361 503492.995, 175784.337 503493.831, 175784.238 503494.661, 175784.068 503495.48, 175783.825 503496.28, 175783.514 503497.057, 175783.135 503497.802, 175782.692 503498.512, 175782.188 503499.179, 175781.628 503499.8, 175781.015 503500.37, 175780.355 503500.883, 175779.652 503501.336, 175778.912 503501.725, 175778.14 503502.048, 175777.343 503502.302, 175776.527 503502.484, 175775.698 503502.594, 175774.863 503502.631, 175774.029 503502.595, 175773.202 503502.485, 175772.388 503502.303, 175771.593 503502.051, 175770.823 503501.73, 175770.084 503501.342, 175769.382 503500.891, 175768.723 503500.381, 175768.111 503499.814, 175767.55 503499.196, 175767.047 503498.531, 175766.603 503497.825, 175766.223 503497.082, 175765.91 503496.309, 175765.666 503495.511, 175765.492 503494.695, 175765.389 503493.834, 175765.364 503492.966, 175765.419 503492.1, 175765.552 503491.243, 175765.763 503490.401, 175766.051 503489.582, 175766.411 503488.793, 175766.842 503488.04, 175767.34 503487.329, 175767.901 503486.667, 175768.52 503486.059, 175769.192 503485.509, 175769.911 503485.024, 175770.672 503484.606, 175771.467 503484.259, 175772.291 503483.986, 175773.136 503483.79, 175773.996 503483.671, 175774.863 503483.631)))"
O10002_GBI_Groenstructuur.683,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((177602.931 504631.553, 177602.041 504631.467, 177600.579 504631.052, 177599.664 504630.592, 177598.822 504629.991, 177598.15 504629.344, 177597.775 504628.89, 177597.007 504627.591, 177596.688 504626.726, 177596.436 504625.317, 177596.498 504623.817, 177596.725 504622.84, 177597.087 504621.927, 177597.692 504620.912, 177598.328 504620.157, 177599.445 504619.236, 177600.779 504618.559, 177601.95 504618.238, 177603.005 504618.134, 177604.478 504618.27, 177605.674 504618.633, 177607.094 504619.428, 177608.436 504620.734, 177608.904 504621.422, 177609.41 504622.475, 177609.786 504623.976, 177609.749 504625.956, 177609.328 504627.42, 177608.807 504628.425, 177607.857 504629.609, 177606.569 504630.608, 177604.768 504631.353, 177602.931 504631.553)))"
O10002_GBI_Groenstructuur.610,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((175739.022 503435.945, 175738.919 503435.083, 175738.894 503434.216, 175738.949 503433.35, 175739.082 503432.492, 175739.293 503431.651, 175739.581 503430.832, 175739.941 503430.043, 175740.372 503429.29, 175740.87 503428.579, 175741.431 503427.917, 175742.05 503427.308, 175742.722 503426.759, 175743.441 503426.274, 175744.202 503425.856, 175744.997 503425.509, 175745.821 503425.236, 175746.666 503425.039, 175747.526 503424.921, 175748.393 503424.881, 175749.261 503424.921, 175750.122 503425.04, 175750.969 503425.237, 175751.794 503425.511, 175752.591 503425.859, 175753.353 503426.279, 175754.073 503426.766, 175754.745 503427.317, 175755.364 503427.928, 175755.925 503428.592, 175756.423 503429.305, 175756.853 503430.061, 175757.213 503430.852, 175757.498 503431.673, 175757.708 503432.517, 175757.839 503433.377, 175757.892 503434.245, 175757.867 503435.081, 175757.768 503435.911, 175757.598 503436.73, 175757.355 503437.53, 175757.044 503438.306, 175756.665 503439.052, 175756.222 503439.761, 175755.718 503440.429, 175755.158 503441.05, 175754.545 503441.619, 175753.885 503442.132, 175753.182 503442.585, 175752.442 503442.975, 175751.67 503443.298, 175750.873 503443.551, 175750.057 503443.734, 175749.228 503443.844, 175748.393 503443.881, 175747.559 503443.844, 175746.732 503443.735, 175745.918 503443.553, 175745.123 503443.301, 175744.353 503442.979, 175743.614 503442.592, 175742.912 503442.141, 175742.253 503441.63, 175741.641 503441.064, 175741.08 503440.446, 175740.577 503439.781, 175740.133 503439.074, 175739.753 503438.332, 175739.44 503437.559, 175739.196 503436.761, 175739.022 503435.945)))"
O10002_GBI_Groenstructuur.611,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176510.102 503033.361, 176510.97 503033.401, 176511.831 503033.52, 176512.678 503033.718, 176513.503 503033.991, 176514.3 503034.34, 176515.062 503034.759, 176515.782 503035.247, 176516.454 503035.798, 176517.073 503036.408, 176517.634 503037.072, 176518.132 503037.785, 176518.562 503038.541, 176518.922 503039.332, 176519.207 503040.154, 176519.417 503040.997, 176519.548 503041.857, 176519.601 503042.725, 176519.576 503043.561, 176519.478 503044.391, 176519.307 503045.21, 176519.064 503046.01, 176518.753 503046.787, 176518.374 503047.532, 176517.931 503048.242, 176517.428 503048.909, 176516.867 503049.53, 176516.254 503050.1, 176515.594 503050.613, 176514.891 503051.066, 176514.151 503051.455, 176513.379 503051.778, 176512.582 503052.032, 176512.137 503052.131, 176511.766 503052.214, 176510.937 503052.324, 176510.102 503052.361, 176509.268 503052.325, 176508.441 503052.215, 176507.627 503052.033, 176506.832 503051.781, 176506.062 503051.46, 176505.323 503051.072, 176504.622 503050.621, 176503.962 503050.111, 176503.35 503049.544, 176502.789 503048.926, 176502.286 503048.261, 176501.842 503047.555, 176501.462 503046.812, 176501.149 503046.039, 176500.905 503045.241, 176500.731 503044.425, 176500.628 503043.564, 176500.603 503042.696, 176500.658 503041.83, 176500.791 503040.973, 176501.003 503040.131, 176501.29 503039.312, 176501.65 503038.523, 176502.081 503037.77, 176502.58 503037.059, 176503.14 503036.397, 176503.759 503035.789, 176504.431 503035.239, 176504.952 503034.888, 176505.15 503034.754, 176505.911 503034.336, 176506.706 503033.989, 176507.53 503033.716, 176508.375 503033.52, 176509.235 503033.401, 176510.102 503033.361)))"
O10002_GBI_Groenstructuur.612,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((175396.307 504820.414, 175395.474 504820.377, 175394.647 504820.268, 175393.833 504820.086, 175393.038 504819.834, 175392.268 504819.512, 175391.529 504819.125, 175390.827 504818.674, 175390.168 504818.163, 175389.555 504817.597, 175388.995 504816.979, 175388.491 504816.314, 175388.048 504815.607, 175387.668 504814.865, 175387.355 504814.092, 175387.11 504813.294, 175386.937 504812.478, 175386.834 504811.616, 175386.809 504810.749, 175386.864 504809.883, 175386.997 504809.025, 175387.208 504808.184, 175387.495 504807.365, 175387.856 504806.576, 175388.287 504805.822, 175388.785 504805.112, 175389.346 504804.45, 175389.965 504803.841, 175390.637 504803.292, 175391.356 504802.807, 175392.117 504802.389, 175392.912 504802.042, 175393.736 504801.769, 175394.581 504801.572, 175395.441 504801.454, 175396.307 504801.414, 175397.176 504801.454, 175398.037 504801.573, 175398.884 504801.77, 175399.709 504802.044, 175400.506 504802.392, 175401.267 504802.812, 175401.987 504803.299, 175402.66 504803.85, 175403.279 504804.461, 175403.84 504805.125, 175404.338 504805.838, 175404.768 504806.593, 175405.128 504807.385, 175405.413 504808.206, 175405.623 504809.05, 175405.754 504809.91, 175405.806 504810.777, 175405.782 504811.613, 175405.683 504812.444, 175405.512 504813.263, 175405.27 504814.063, 175404.959 504814.839, 175404.58 504815.585, 175404.137 504816.294, 175403.633 504816.962, 175403.073 504817.583, 175402.46 504818.152, 175401.8 504818.665, 175401.097 504819.118, 175400.357 504819.508, 175399.585 504819.831, 175398.788 504820.084, 175397.972 504820.267, 175397.143 504820.377, 175396.307 504820.414)))"
O10002_GBI_Groenstructuur.613,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176064.959 505092.246, 176065.685 505092.039, 176066.424 505091.89, 176067.174 505091.8, 176067.927 505091.77, 176068.795 505091.81, 176069.656 505091.929, 176070.502 505092.126, 176071.327 505092.4, 176072.123 505092.747, 176072.884 505093.166, 176073.604 505093.653, 176074.276 505094.204, 176074.895 505094.813, 176075.456 505095.477, 176075.954 505096.189, 176076.385 505096.943, 176076.745 505097.734, 176077.031 505098.555, 176077.241 505099.398, 176077.373 505100.256, 176077.426 505101.124, 176077.4 505101.992, 176077.294 505102.855, 176077.11 505103.704, 176076.85 505104.533, 176076.514 505105.334, 176076.107 505106.102, 176075.632 505106.829, 176075.091 505107.509, 176074.492 505108.138, 176073.837 505108.709, 176073.132 505109.218, 176072.384 505109.66, 176071.599 505110.032, 176070.893 505110.296, 176070.168 505110.502, 176069.429 505110.651, 176068.681 505110.74, 176067.927 505110.77, 176067.063 505110.731, 176066.206 505110.613, 176065.364 505110.418, 176064.542 505110.147, 176063.749 505109.802, 176062.99 505109.386, 176062.272 505108.904, 176061.601 505108.358, 176060.983 505107.753, 176060.422 505107.094, 176059.923 505106.387, 176059.491 505105.638, 176059.129 505104.852, 176058.839 505104.037, 176058.625 505103.199, 176058.489 505102.345, 176058.43 505101.482, 176058.45 505100.617, 176058.549 505099.758, 176058.725 505098.911, 176058.978 505098.083, 176059.305 505097.283, 176059.704 505096.515, 176060.17 505095.786, 176060.701 505095.103, 176061.292 505094.472, 176061.938 505093.896, 176062.634 505093.382, 176063.373 505092.933, 176064.151 505092.554, 176064.959 505092.246)))"
