OBJECTID,AUTOMAATNR,STRAATNAAM,ZONEBELPARKEREN,BETAALTIJDEN,TARIEF,BUURTNR,WIJKNR,GEBIEDSNR,LON,LAT,X,Y
29,9101,Prinsenhof / Provincie,26001,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,0,1,1,5.9113800,51.9774999,191014.143,443362.418
30,9103,Oude Kraan / blauwe golven 2,26001,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,4,1,1,5.9002732,51.9817439,190247.711,443829.146
31,9132,Jansbuitensingel,26001,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,3,1,1,5.9095468,51.9846867,190882.442,444161.078
32,9144,Roermondsplein,26001,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,1,1,1,5.9023367,51.9799023,190390.924,443625.259
33,9145,Rijnkade / hoek Rodenburgstraat,26001,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,1,1,1,5.9064770,51.9774911,190677.29,443359.021
34,9146,Bolwerk,26001,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,1,1,1,5.9052589,51.9790503,190592.364,443531.899
35,9147,Vijfzinnenstraat,26001,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,70,1,1,5.8994840,51.9828263,190192.645,443949.185
36,9085,Utrechtseweg,26011,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,2.25,70,1,1,5.8915216,51.9856238,189643.49,444256.589
37,9118,Amsterdamseweg / Beaullieustraat,26021,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,61,12,4,5.8967136,51.9873197,189998.822,444447.751
38,9120,Amsterdamseweg / Rozenstraat,26021,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,61,12,4,5.8954830,51.9878976,189913.84,444511.46
39,9121,Amsterdamseweg / Burg. Weerdstraat,26021,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,61,12,4,5.8936121,51.9885443,189784.83,444582.511
40,9122,Amsterdamseweg / Brouwerijweg,26021,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,73,14,4,5.8920189,51.9888437,189675.159,444615.054
41,9123,Rozenstraat,26021,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,73,14,4,5.8942161,51.9871941,189827.366,444432.58
42,9124,Nrd Parallelweg / Frombergstraat,26021,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,73,14,4,5.8941862,51.9861868,189826.091,444320.498
43,9125,Nrd Parallelweg / van Ruijvenpad,26021,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,61,12,4,5.8952591,51.9859611,189899.969,444295.906
44,9126,Beaulieustraat,26021,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,61,12,4,5.8961971,51.9858190,189964.514,444280.548
45,9127,Bovenbrugstraat,26021,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,61,12,4,5.8970690,51.9858829,190024.355,444288.074
46,9128,Frombergdwarsstraat / Frombergstraat,26021,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,73,14,4,5.8953853,51.9870088,189907.823,444412.528
47,9129,Frombergdwarsstraat / van Ruijvenpad,26021,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,61,12,4,5.8959864,51.9868476,189949.235,444394.885
48,9130,Nrd Parallelweg / Brouwerijweg,26021,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,73,14,4,5.8923842,51.9866948,189701.917,444376.16
49,9106,Zijpendaalseweg / Sonsbeekweg,26031,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,69,12,4,5.9038441,51.9864493,190489.302,444354.375
50,9107,Sweerts de Landasstraat / Zijpsepoort,26031,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,61,12,4,5.9035646,51.9854954,190470.863,444248.119
51,9108,Amsterdamseweg / zijde Station,26031,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,4,1,1,5.9015033,51.9852721,190329.439,444222.272
52,9109,Amsterdamseweg / overzijde Station,26031,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,61,12,4,5.9015886,51.9855030,190335.118,444247.999
53,9110,Bouriciusstraat,26031,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,61,12,4,5.9016797,51.9862192,190340.813,444327.722
54,9111,Zijpendaalseweg / Bouriciusstraat,26031,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,61,12,4,5.9022109,51.9869160,190376.747,444405.506
55,9113,Sweerts de Landasstraat / Pels Rijckenstraat,26031,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,61,12,4,5.8998397,51.9872510,190213.606,444441.623
56,9114,Brantsenstraat,26031,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,61,12,4,5.8997244,51.9861945,190206.518,444324.025
57,9112,Zijpendaalseweg / Burgemeestersplein,26031,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,61,12,4,5.9013446,51.9874665,190316.807,444466.326
58,9115,Zijpendaalseweg / Burg. Weerdstraat,26033,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,69,12,4,5.8994939,51.9900432,190187.664,444752.101
59,9116,Zijpendaalseweg / Roëlstraat,26033,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,61,12,4,5.8990966,51.9905802,190159.955,444811.65
60,9131,Zijpendaalseweg / van Pallantstraat,26033,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,69,12,4,5.8999982,51.9892540,190222.922,444664.542
61,9095,Van Lawick van Pabststraat / Burg. Weerdstraat,26034,ma t/m za 09.00-18.00 uur,2.25,61,12,4,5.8930385,51.9902319,189744.117,444769.99
62,9105,Van Lawick van Pabststraat / van Eckstraat,26034,ma t/m za 09.00-18.00 uur,2.25,61,12,4,5.8936657,51.9898099,189787.523,444723.338
63,9026,Sonsbeeksingel / Apeldoornseweg,26041,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,60,12,4,5.9099130,51.9856093,190906.858,444263.904
64,9078,Cronjestraat,26041,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,60,12,4,5.9057791,51.9856107,190622.886,444262.034
65,9089,Steynstraat,26041,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,60,12,4,5.9075140,51.9861002,190741.671,444317.34
66,9091,Sonsbeeksweg / Apeldoornseweg,26041,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,60,12,4,5.9074332,51.9877260,190734.829,444498.184
67,9135,Sonsbeekweg / de La Reijstraat,26041,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,60,12,4,5.9055369,51.9863272,190605.682,444341.622
68,9136,Sonsbeekweg / Sonsbeekpark,26041,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,69,12,4,5.9065059,51.9871314,190671.604,444431.57
69,9137,Bothaplein,26041,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,60,12,4,5.9066875,51.9862320,190684.795,444331.597
70,9138,Sonsbeeksingel / de La Reijstraat,26041,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,60,12,4,5.9072941,51.9853971,190727.13,444239.006
71,9139,de Wetstraat,26041,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,60,12,4,5.9088561,51.9862489,190833.744,444334.549
72,9140,Paul Krugerstraat,26041,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,60,12,4,5.9079575,51.9870678,190771.365,444425.209
73,9040,Hommelseweg,26051,ma t/m za 09.00-18.00 uur,2.25,33,7,4,5.9142638,51.9860004,191205.409,444309.577
74,9050,Sonsbeeksingel / van Hasseltstraat,26051,ma t/m za 09.00-18.00 uur,2.25,30,6,4,5.9131033,51.9859685,191125.721,444305.454
75,9042,Hommelstraat / Oude Klarendalseweg,26061,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,2.25,10,2,1,5.9143011,51.9851829,191208.632,444218.65
76,9044,Ir. JP van Muijlwijkstraat / Velperplein,26061,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,2.25,10,2,1,5.9140680,51.9839144,191193.643,444077.409
77,9081,Ir. JP van Muijlwijkstraat / Hommelstraat,26061,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,2.25,10,2,1,5.9146187,51.9843662,191231.109,444127.944
78,9100,Bloemstraat,26061,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,2.25,10,2,1,5.9153539,51.9850201,191281.089,444201.059
79,9018,Boulevard Heuvelink / Brandweer,26082,ma t/m vr 09.00-18.00 uur,2.25,12,2,1,5.9170959,51.9781364,191406.337,443436.083
80,9017,Boulevard Heuvelink zijde Spijkerkwartier,26071,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,2.25,12,2,1,5.9179792,51.9784631,191466.758,443472.876
81,9038,Dijkstraat,26071,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,2.25,12,2,1,5.9180968,51.9802490,191473.389,443671.631
82,9052,Steenstraat / Boekhorstenstraat,26075,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,11,2,1,5.9159864,51.9836795,191325.62,444052.23
83,9053,Steenstraat / Spijkerlaan,26075,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,11,2,1,5.9182833,51.9841118,191483.056,444101.479
84,9054,Steenstraat / Velperpoort,26075,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,11,2,1,5.9201063,51.9844693,191607.996,444142.169
85,9060,Spijkerlaan,26071,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,2.25,11,2,1,5.9188931,51.9826690,191526.121,443941.263
86,9093,Blekerstraat,26071,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,2.25,11,2,1,5.9166495,51.9808882,191373.436,443742.019
87,9148,Van Verschuerplein,26082,ma t/m vr 09.00-18.00 uur,2.25,21,3,1,5.9189637,51.9765714,191535.938,443262.908
88,9149,Veilingstraat,26082,ma t/m vr 09.00-18.00 uur,2.25,39,3,1,5.9189738,51.9729758,191539.559,442862.884
89,9150,Amperestraat,26082,ma t/m vr 09.00-18.00 uur,2.25,39,3,1,5.9193499,51.9757608,191563.135,443172.923
90,9151,Thomas J Witteroosstraat,26082,ma t/m vr 09.00-18.00 uur,2.25,39,3,1,5.9201395,51.9747167,191618.241,443057.163
91,9152,Transformatorplein,26082,ma t/m vr 09.00-18.00 uur,2.25,39,3,1,5.9210774,51.9758417,191681.761,443182.79
92,9153,Rietgrachtstraat / Broekstraat,26082,ma t/m vr 09.00-18.00 uur,2.25,21,3,1,5.9178299,51.9757226,191458.731,443167.912
93,9154,Rietgrachtstraat / B.P.van Verschuerstraat,26082,ma t/m vr 09.00-18.00 uur,2.25,21,3,1,5.9180972,51.9768839,191476.153,443297.241
94,9155,BP van Verschuerstraat,26082,ma t/m vr 09.00-18.00 uur,2.25,21,3,1,5.9195579,51.9770924,191576.339,443321.169
95,9156,van Oldenbarneveldtstraat / De Rijpstraat,26082,ma t/m vr 09.00-18.00 uur,2.25,20,3,1,5.9210081,51.9772788,191675.823,443342.646
96,9157,van Oldenbarneveldtstraat / Broekstraat,26082,ma t/m vr 09.00-18.00 uur,2.25,21,3,1,5.9212300,51.9761794,191691.972,443220.441
97,9094,Cattepoelseweg,26099,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,2.25,52,9,3,5.9126588,52.0014452,191082.726,446027.091
98,9160,1e Wijkstraat zijde Boekhorstenstraat,26071,ma t/m za 9-23h zo 12-23h,2.25,11,2,1,5.9166291,51.9832103,191370.149,444000.351
99,9161,1e Wijkstraat zijde Spijkerlaan,26071,ma t/m za 9-23h zo 12-23h,2.25,11,2,1,5.9175400,51.9832972,191432.657,444010.472
100,9170,Karel van Gelderstraat,26071,ma t/m za 9-23h zo 12-23h,2.25,11,2,1,5.9216663,51.9838956,191715.629,444079.131
101,9172,Spijkerstraat / Karel van Gelderstraat,26071,ma t/m za 9-23h zo 12-23h,2.25,11,2,1,5.9228899,51.9835512,191799.965,444041.428
102,9182,Emmastraat / Dullertstraat,26071,ma t/m za 9-23h zo 12-23h,2.25,11,2,1,5.9228261,51.9825633,191796.393,443931.493
103,9183,C.A.Thiemestraat,26071,ma t/m za 9-23h zo 12-23h,2.25,11,2,1,5.9246938,51.9822195,191924.981,443894.187
104,9180,Parkstraat / Schoolstraat,26071,ma t/m za 9-23h zo 12-23h,2.25,11,2,1,5.9219998,51.9818233,191740.236,443848.745
105,9178,Kastanjelaan,26071,ma t/m za 9-23h zo 12-23h,2.25,12,2,1,5.9194110,51.9812839,191562.832,443787.427
106,9185,Emmastraat / Thorbeckestraat,26071,ma t/m za 9-23h zo 12-23h,2.25,12,2,1,5.9239475,51.9811723,191874.578,443777.307
107,9191,van Slingelandstraat,26071,ma t/m za 9-23h zo 12-23h,2.25,14,3,1,5.9244575,51.9803388,191910.297,443684.835
108,9162,Johan de Wittlaan / Groen van Prinsterenstraat,26071,ma t/m za 9-23h zo 12-23h,2.25,14,3,1,5.9248246,51.9791546,191936.491,443553.271
109,9189,Boulevard Heuvelink / Johan de Wittlaan,26071,ma t/m za 9-23h zo 12-23h,2.25,12,2,1,5.9205264,51.9786462,191641.612,443494.533
110,9186,Boulevard Heuvelink / Prins Hendrikstraat,26071,ma t/m za 9-23h zo 12-23h,2.25,12,2,1,5.9212770,51.9805531,191691.618,443707.06
111,9176,Spijkerstraat ,26071,ma t/m za 9-23h zo 12-23h,2.25,11,2,1,5.9167862,51.9820841,191381.857,443875.137
112,9171,Driekoningendwarsstraat,26071,ma t/m za 9-23h zo 12-23h,2.25,11,2,1,5.9197135,51.9834033,191581.882,444023.37
113,9173,Driekoningenstraat,26071,ma t/m za 9-23h zo 12-23h,2.25,11,2,1,5.9213785,51.9832548,191696.381,444007.693
114,9179,Parkstraat / Prins Hendrikstraat,26071,ma t/m za 9-23h zo 12-23h,2.25,11,2,1,5.9205497,51.9815802,191640.818,443820.963
115,9177,Riethorsterstraat,26071,ma t/m za 9-23h zo 12-23h,2.25,11,2,1,5.9178935,51.9816778,191458.255,443830.488
116,9163,Johan de Wittlaan / Statenlaan,26071,ma t/m za 9-23h zo 12-23h,2.25,14,3,1,5.9218773,51.9788167,191734.282,443514.178
117,9187,Prinsessestraat,26071,ma t/m za 9-23h zo 12-23h,2.25,12,2,1,5.9200743,51.9799807,191609.465,443642.766
118,9190,"Statenlaan
",26071,ma t/m za 9-23h zo 12-23h,2.25,14,3,1,5.9224976,51.9799679,191775.954,443642.568
119,9181,Driekoningendwarsstraat / Spijkerlaan,26071,"ma t/m za 09.00-23.00 uur
zo 12.00- 23.00 uur",2.25,11,2,1,5.9188692,51.9836594,191523.674,444051.438
120,9194,Apeldoornseweg/Steijnstraat,26041,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur ,3.40,30,6,4,5.9099491,51.9863918,190908.711,444350.981
121,9195,Apeldoornseweg/Paul Krugerstraat,26041,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur ,3.40,60,12,4,5.9087969,51.9877572,190828.476,444502.322
122,9196,Apeldoornseweg/Sonsbeekweg,26041,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur ,3.40,31,6,4,5.9081092,51.9889041,190780.319,444629.586
123,9197,Brouwerijweg,26021,ma t/m za 09.00-23.00 uur zondag 12.00-23.00 uur,3.40,73,14,4,5.8918249,51.9880727,189662.431,444529.188
124,9198,Stationsplein West,26001,"ma t/m za 09.00-23.00 u
zondag 12.00-23.00 u",3.40,70,1,1,5.8991009,51.9840877,190165.336,444089.329
125,9192,Johan de Wittlaan,26082,ma t/m vr 09.00-18.00 uur,2.25,20,3,1,5.9230926,51.9785996,191817.956,443490.641
126,9193,Stadhoudersstraat,26082,ma t/m vr 09.00-18.00 u,2.25,20,3,1,5.9222774,51.9775724,191762.79,443375.944
