Verkiezing;Gemeente;Stembureau_naam/totaal;Stembureau_nummer;Opgeroepenen;Geldige stempas;Geldig volmachtbewijs;Geldige kiezerspas;Toegelaten kiezers;Toegelaten kiezers (briefstembureaus gemeente);Geldige stembiljetten;Blanco stembiljetten;Ongeldige stembiljetten;Aangetroffen stembiljetten;Meer stembiljetten dan toegelaten kiezers;Minder stembiljetten dan toegelaten kiezers;Kiezers met stembiljet hebben niet gestemd;Er zijn te weinig stembiljetten uitgereikt;Er zijn te veel stembiljetten uitgereikt;Geen stembiljet in enveloppe (briefstembureaus);Meer stembiljetten in een enveloppe (briefstembureaus);Geen verklaring;Andere verklaring;Stembureau_woonplaats;Stembureau_wijknaam;Stembureau_buurtnaam;Stembureau_straatnaam;Stembureau_huisnummer;Stembureau_huisnummer_toevoeging;Stembureau_postcode;Stembureau_latitude;Stembureau_longitude;Stembureau_x;Stembureau_y;Stembureau_BAG_referentie_nummer;CBS_gemeentecode;CBS_wijkcode;CBS_buurtcode
TK2021;Stichtse Vecht;Jenaplan Basisschool 't Bontenest;15;1208;736;76;2;814;0;807;7;1;815;1;0;0;0;0;0;0;0;1;Maarssen;Maarssenbroek;Spechtenkamp;Spechtenkamp;232;;3607 KN;5.017149;52.137616;129665.74;461111.16;333100000017739;G1904;WK190412;BK19041215
TK2021;Stichtse Vecht;Gymzaal Rientjes Mavo;16;1563;807;89;1;897;0;896;0;1;897;0;0;0;0;0;0;0;0;0;Maarssen;Maarssenbroek;Valkenkamp;Valkenkamp;551;;3607MJ;5.015837;52.137049;129575.59;461048.61;333100000014396;G1904;WK190412;BK19041207
TK2021;Stichtse Vecht;Wijkcentrum 't Schuurtje;17;1783;1111;153;3;1267;0;1261;3;3;1267;0;0;0;0;0;0;0;0;0;Maarssen;Maarssenbroek;Zwanenkamp;Zwanenkamp;1305;;3607 NZ;5.009906;52.141196;129171.98;461512.09;333100000013240;G1904;WK190412;BK19041206
TK2021;Stichtse Vecht;Willem van Hoornhof;18;1557;698;103;0;801;0;799;0;2;801;0;0;0;0;0;0;0;0;0;Maarssen;Maarssenbroek;Zebraspoor;Zebraspoor;304;;3605 GP;5.016253;52.141321;129606.48;461523.75;333100000018802;G1904;WK190412;BK19041210
TK2021;Stichtse Vecht;Zwembad Safari;19;3369;1493;162;2;1657;0;1652;3;2;1657;0;0;0;0;0;0;0;0;0;Maarssen;Maarssenbroek;Bisonspoor;Bisonspoor;237;;3605 JM;5.026252;52.135893;130288.0;460916.4;1904100000038179;G1904;WK190412;BK19041214
TK2021;Stichtse Vecht;Gemeentelijke Sporthal;22;1755;1108;103;5;1216;0;1216;0;0;1216;0;0;0;0;0;0;0;0;0;Breukelen;Breukelen;Landgoed Nijenrode;Broekdijk Oost;28;;3621 LN;4.9991;52.16386;128445.68;464037.51;311100000005088;G1904;WK190402;BK19040209
TK2021;Stichtse Vecht;Gemeentehuis Boom en Bosch;23;1926;1755;184;10;1949;0;1942;4;0;1946;0;3;0;0;0;0;0;2;0;Breukelen;Breukelen;Breukelen Zuid;Markt;13;;3621 AB;5.005845;52.170898;128911.3;464818.11;311100000006432;G1904;WK190402;BK19040213
TK2021;Stichtse Vecht;Zwembad 't Kikkerfort;24;3444;1281;137;8;1426;0;1422;0;2;1424;0;2;2;0;0;0;0;0;0;Breukelen;Breukelen;Breukelen Noord;Schepersweg;14;a;3621 JK;4.997963;52.179068;128377.01;465730.0;311100000005058;G1904;WK190402;BK19040207
TK2021;Stichtse Vecht;OBS De Regenboog;25;894;724;76;6;806;0;805;1;0;806;0;0;0;0;0;0;0;0;0;Breukelen;Breukelen;Breukelen Midden;Heycoplaan;13;;3621 WS;5.000393;52.175531;128541.1;465335.59;311100000006233;G1904;WK190402;BK19040215
TK2021;Stichtse Vecht;Dorpshuis Ons Genoegen;27;701;473;75;0;548;0;547;0;1;548;0;0;0;0;0;0;0;0;0;Nieuwer Ter Aa;Nieuwer Ter Aa;Nieuwer Ter Aa;Doude van Troostwijkstraat;20;;3626 AV;4.980634;52.189998;127198.55;466952.49;311100000009107;G1904;WK190404;BK19040402
TK2021;Stichtse Vecht;Sporthal 1 Kockengen;28;1328;890;125;2;1017;0;1012;1;4;1017;0;0;0;0;0;0;0;0;0;Kockengen;Kockengen;Kockengen Dorp;Sportweg;4;;3628 AZ;4.954732;52.146957;125398.83;462174.04;311100000001265;G1904;WK190405;BK19040505
TK2021;Stichtse Vecht;Sporthal 2 Kockengen;29;1419;889;125;1;1015;0;1016;0;0;1016;1;0;0;0;0;0;0;1;0;Kockengen;Kockengen;Kockengen Dorp;Sportweg;4;;3628 AZ;4.954732;52.146957;125398.83;462174.04;311100000001265;G1904;WK190405;BK19040505
TK2021;Stichtse Vecht;Studio Idee;31;1937;1472;169;4;1645;0;1639;2;2;1643;1;3;0;0;1;0;0;3;0;Loenen aan de Vecht;Loenen aan de Vecht;Driehoven;Doude van Troostwijkplein;47;;3632 BK;5.019857;52.20898;129891.34;469050.11;329100000000524;G1904;WK190403;BK19040308
TK2021;Stichtse Vecht;Dorpshuis Nigtevecht;32;1216;874;70;4;948;0;947;0;1;948;0;0;0;0;0;0;0;0;0;Nigtevecht;Nigtevecht;Nigtevecht Dorp;Jhr. Huydecoperstraat;1;;1393 NV;5.026339;52.273693;130370.26;476248.03;329100000004162;G1904;WK190408;BK19040804
TK2021;Stichtse Vecht;Dorpshuis Vreeland;33;1501;1064;106;0;1170;0;1169;0;1;1170;0;0;0;0;0;0;0;0;0;Vreeland;Vreeland;Vreeland Dorp;Fetha;14;;3633 CT;5.031538;52.22997;130701.26;471381.59;329100000006066;G1904;WK190406;BK19040603
TK2021;Stichtse Vecht;Montessorischool Loenersloot;34;418;330;33;0;363;0;363;0;0;363;0;0;0;0;0;0;0;0;0;Loenersloot;Loenersloot;Loenersloot Dorp;Hollandstraat;25;;3634 AS;5.001231;52.229629;128630.47;471354.16;329100000003287;G1904;WK190410;BK19041003
TK2021;Stichtse Vecht;Gymzaal Loenen;35;1635;939;101;4;1044;0;1042;0;0;1042;0;2;0;0;0;0;0;2;0;Loenen aan de Vecht;Loenen aan de Vecht;Driehoven;Hoflaan;2;;3632 BT;5.017567;52.209069;129734.86;469060.9;329100000000528;G1904;WK190403;BK19040308
TK2021;Stichtse Vecht;Drive Thru - Van der Valk;46;0;764;84;6;854;0;854;0;0;854;0;0;0;0;0;0;0;0;0;Breukelen;Breukelen;Corridor;Stationsweg;91;;3621 LK;52.168785;4.989677;127804.0;464589.0;311200000006557;G1904;WK190402;BK19040208
TK2021;Stichtse Vecht;Briefstembureau;47;0;0;0;0;4226;4226;4194;9;5;4208;10;8;0;0;0;1;0;17;0;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;;Totaal;;49687;32841;3596;86;40749;4226;40618;48;45;40711;20;32;2;0;3;1;0;41;1;;;;;;;;;;;;;;;
