OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,Shape__Area,Shape__Length
59,c74bbd680d8e4a5c980bf66a21e6968c,2022/11/01 07:30:31+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,21.193876,"21,193876",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,148506.199192,490241.2525,52.39997093,5.29178938,2777.661857,283,,2777.6618575,449.567282274503
60,af418b4750780188e0530b29a8c080eb,2020/09/18 18:26:00+00,L0004,Prorail,bestaand,1,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,19.92373,"19,923730",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,147473.749,489509.427576,52.39338047,5.27663574,127.672569,283,,127.6725685,49.3753746495135
61,af418b47504f0188e0530b29a8c080eb,2020/09/18 18:26:02+00,L0004,Prorail,bestaand,1,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,21.898825,"21,898825",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,149107.603737,490608.883,52.40328178,5.30061951,242.969473,283,,242.969473,74.6511562309399
62,1c6a2ecbd96d48e29328c5f2d20ad2da,2022/10/25 10:33:54+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,7.744464,"7,744464",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,138594.83,482564.042391,52.33076523,5.14653446,3075.792366,283,,3075.7923655,510.32040655445
63,2d366963dcf14bb5b28ac8785283f201,2022/11/01 07:30:31+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,22.374251,"22,374251",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,149505.646588,490870.1475,52.40563402,5.30646421,2781.671332,283,,2781.6713315,413.818336722604
64,827a7488660e4e9f8ecab9579777ad8e,2022/10/20 13:58:34+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,3.388539,"3,388539",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,134715.164363,480967.395,52.31628587,5.08971514,5773.243952,283,,5773.2439515,939.048346772322
65,08755385fe6b4241b7549470e0630881,2022/11/09 15:59:27+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,39.312541,"39,312541",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160845.606,501597.14834,52.50203802,5.47329414,1201.117026,283,,1201.117026,224.226276977511
66,6f30eecad3994f53a519fb22a3c57f06,2022/11/10 13:25:05+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,42.982649,"42,982649",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,161070.478,505204.479755,52.53445564,5.47667166,5188.282152,283,,5188.2821525,631.706597109463
67,7b8f58cac42b4e32bce82e910cdc82b8,2020/09/18 18:15:10+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,6.581573,"6,581573",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,137741.372499,481780.835,52.32369998,5.13405416,5888.853375,283,,5888.853375,972.27045335385
68,fbdd4eb974154556aeecde9c2917577e,2015/05/20 14:50:05+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,7.163752,"7,163752",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,138193.922,482146.764967,52.32700282,5.14067386,10.012907,283,,10.012907,18.6620220959184
69,90f88672d973440ab56c99f5e9108cf1,2015/06/01 15:24:59+00,L0004,Prorail,bestaand,0,half verhard,541,d,541,541_d,Weesp Aansl.,Mbga-Kv,Muiderberg Aansl. - Keverdijk ,201.198226,"201,198226",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,133370.902,479448.870124,52.30258682,5.07009841,1936.286464,283,,1936.286464,1191.6321182723
70,8bb27f2d4297404f96ae7daaea1687d4,2020/09/18 18:26:55+00,L0004,Prorail,bestaand,1,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,37.76357,"37,763570",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160615.513,500086.50634,52.48846381,5.46988006,159.020362,283,,159.0203625,50.7976408466038
71,7f804b05a668489cbe8820639d2a50a0,2020/09/18 18:14:43+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,38.726099,"38,726099",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160859.6185,501011.491887,52.49677439,5.4734902,2047.383945,283,,2047.383945,371.218480040203
72,aa239d332d114702bccea8dc9ade962a,2022/10/27 08:39:11+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,16.8904,"16,890400",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,145222.424936,487648.853,52.37662307,5.2436156,755.625574,283,,755.6255735,229.078498337743
73,54689c6dd7d445f294d7160e0f79dbb9,2022/10/18 14:12:46+00,L0004,Prorail,bestaand,0,half verhard,087,,87,087__,Weesp Aansl. - Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,25.757354,"25,757354",Randstad Noord,RN,Amersfoort,12,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,140141.3605,473420.288625,52.24862827,5.16962478,70108.173179,283,,70108.1731795,11739.9786980795
74,d5c11ff304274a23acbfb046cb3df9dd,2022/11/07 13:08:44+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,37.259957,"37,259957",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160351.5245,499659.224003,52.48462633,5.46598659,2135.441626,283,,2135.441626,376.830148589479
75,d766e0f17a4a44edb9a348462e0a6d1c,2022/12/13 12:52:05+00,L0004,Prorail,bestaand,0,half verhard,585,,585,585__,Diemen Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,8.151174,"8,151174",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,127606.261718,483443.821,52.3382346,4.98525972,1194.60702,283,,1194.6070195,233.889349351071
76,171395fcd3184122aca24d8f82e21b2e,2022/10/20 09:29:40+00,L0004,Prorail,bestaand,0,half verhard,541,b,541,541_b,Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,16.002718,"16,002718",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,134047.506985,479061.9315,52.29913535,5.08004205,19253.944973,283,,19253.944973,3361.93138173749
77,97269b7b723546efa5a3c59634488773,2022/11/07 10:52:34+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,33.364313,"33,364313",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,157583.534655,496919.667,52.46002504,5.42521669,8347.823058,283,,8347.823058,1407.35440949933
78,b8ca42afbf9b5d84e0531529a8c01171,2021/01/22 18:51:49+00,L0004,Prorail,bestaand,1,half verhard,144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,155.001877,"155,001877",Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,120211.027399,483584.337,52.33907919,4.87673966,303.172157,283,,303.172157,139.504199441136
79,b8ca42afc9205d84e0531529a8c01171,2021/01/22 18:51:52+00,L0004,Prorail,bestaand,0,half verhard,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,9.814068,"9,814068",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,128921.997927,482444.7995,52.32931991,5.00464226,348.054133,283,,348.0541335,87.4374081983876
80,21f25cacb3744d7780ba2dfc497c6b24,2020/10/22 07:12:53+00,L0004,Prorail,bestaand,-1,gesloten verharding,541,d,541,541_d,Weesp Aansl.,Mbga-Kv,Muiderberg Aansl. - Keverdijk ,201.044141,"201,044141",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,133466.134986,479328.635,52.30150994,5.07150228,269.854481,283,,269.854481,177.468913540238
81,10c69f16e0154e5f8ab74b0f5ce5bb14,2020/10/22 07:12:53+00,L0004,Prorail,bestaand,-1,gesloten verharding,541,a,541,541_a,Weesp Aansl.,Wp-Llso,Weesp - Lelystad Opstel. ,0.824497,"0,824497",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,132588.9187,479708.7405,52.30489114,5.05861662,331.406541,283,,331.406541,166.513139050394
82,3c248a9f7ce54290b13b14d440097af1,2020/10/22 07:12:53+00,L0004,Prorail,bestaand,-1,gesloten verharding,541,d,541,541_d,Weesp Aansl.,Mbga-Kv,Muiderberg Aansl. - Keverdijk ,201.705447,"201,705447",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,133364.8695,479934.817834,52.30695408,5.0699788,176.818904,283,,176.818904,113.333024288065
83,d58dfb16f1504f5baa748998d15f5bcb,2022/10/27 08:39:11+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,12.857033,"12,857033",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,141446.310006,486537.845,52.36655769,5.18820645,2216.177452,283,,2216.177452,367.459199165496
84,d80aa3fb7a464c089c077912e013bf2d,2023/01/12 14:32:14+00,L0004,Prorail,bestaand,0,half verhard,478,c,478,478_c,Rotterdam Europoort 4,Mvtyz-Mvtn,Maasvlakte Yangtzehaven Zuid - Maasvlakte Noordwesthoek ,100.380476,"100,380476",Randstad Zuid,RZ,Europoort,4,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,60937.1495,443517.171587,51.97209516,4.01825766,11186.101011,283,,11177.762280305,2693.26937109149
85,0679ce0f15244bf485775a5e4e9b03a9,2022/10/27 08:39:11+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,16.510748,"16,510748",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,144843.713964,487622.064,52.37637543,5.23805486,2182.083359,283,,2182.083359,341.093610040233
86,a1b7f9e12a8a44558c3293b320208aef,2015/05/20 14:50:12+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,46.338972,"46,338972",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,163587.018,506790.231663,52.54867333,5.5138013,2.615109,283,,2.615109,7.16981681947324
87,ae799b89b3510a8fe0530b29a8c0674b,2022/10/19 13:45:45+00,L0004,Prorail,bestaand,1,half verhard,087,,87,087__,Weesp Aansl. - Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,20.625142,"20,625142",Randstad Noord,RN,Amersfoort,12,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,138354.396305,477964.54,52.28941949,5.14323422,77.617569,283,,77.617569,35.2587651782364
88,0af38933f623481e8820e4e73c032882,2022/10/27 08:39:11+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,16.125634,"16,125634",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,144459.445243,487631.918,52.37645676,5.23241141,3087.227069,283,,3087.2270685,452.639639399424
89,1e9f26568f4a407a875b6f84c5c20057,2022/11/09 15:59:27+00,L0004,Prorail,bestaand,1,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,39.76859,"39,768590",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160818.71823,502052.1375,52.50612743,5.4729061,398.886248,283,,398.886248,90.6315682388876
90,a8d43b12a2e94c1d8cfba3ee69f9214f,2022/10/27 08:39:10+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,15.024846,"15,024846",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,143380.084874,487439.19,52.37470285,5.21656723,646.66085,283,,646.66085,218.350775928558
91,40ad3d9f159745ada97f51dbe673f162,2022/11/10 07:35:03+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,39.65545,"39,655450",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160823.1445,501938.55065,52.50510655,5.47296931,6927.476925,283,,6927.476925,533.5310349284
92,e5bf6e73d53144eda8975f07e3d8484f,2015/05/20 14:50:11+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,19.966581,"19,966581",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,147503.4525,489540.183342,52.3936573,5.27707143,498.820997,283,,498.8209975,150.454489763429
93,5fefeb83d13045ff9b2751cf3ac9281c,2021/01/22 19:00:32+00,L0004,Prorail,bestaand,0,gesloten verharding,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,13.441676,"13,441676",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,131854.824133,480286.029,52.31004916,5.04781401,17.189021,283,,17.1890205,24.0642603064482
94,5262f682799d44b88234f356af2eec83,2022/10/25 11:05:37+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,9.832343,"9,832343",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,139212.425,484538.397194,52.34852795,5.15550218,1605.316847,283,,1605.316847,275.600959688867
95,4e9530fc3dcc49f9b4b432c4d5f9fcc8,2022/10/25 10:52:45+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,8.966687,"8,966687",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,138955.024,483716.488633,52.34113355,5.1517637,3457.263643,283,,3457.263643,663.824880602364
96,e8df74b6335340808af5902aeb5804c1,2022/10/20 09:44:40+00,L0004,Prorail,bestaand,0,half verhard,,,,,,,,,,Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,132200.210246,479941.1925,52.30696435,5.05290182,28615.317604,283,,28615.3176045,4266.2724801473
97,af418b4750da0188e0530b29a8c080eb,2020/09/18 18:18:09+00,L0004,Prorail,bestaand,1,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,10.108576,"10,108576",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,139353.009,484776.373108,52.35067078,5.15755435,497.021514,283,,497.0215145,132.186338458688
98,af418b474dcf0188e0530b29a8c080eb,2020/09/18 18:19:34+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,14.375245,"14,375245",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,142746.194,487299.84652,52.37343672,5.20726374,16.32899,283,,16.3289895,20.8407276583539
99,eea133ce259542f5b58bc4356c818681,2022/10/25 10:33:54+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,8.510863,"8,510863",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,138887.885,483266.49196,52.33708721,5.15080005,5772.831144,283,,5772.8311435,918.761439644026
100,1196758b4fb24af7a15e76fe2eb5ff28,2022/04/29 12:11:21+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,21.959994,"21,959994",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,149149.481858,490657.161,52.40371613,5.30123404,547.357621,283,,547.357621,191.636494596807
101,911bb5835ccb4f85936347a1a77059e3,2022/09/05 12:13:55+00,L0004,Prorail,bestaand,0,half verhard,087,,87,087__,Weesp Aansl. - Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,22.830974,"22,830974",Randstad Noord,RN,Amersfoort,12,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,139468.711,476274.6923,52.27426426,5.15964397,2743.396594,283,,2743.3965935,487.590498320397
102,4beed2147ee144e2bdd5e5f8d28e8e20,2020/10/09 10:44:23+00,L0004,Prorail,bestaand,0,half verhard,543,a,543,543_a,Hengelo,Aml-Hgl,Almelo - Hengelo ,14.900886,"14,900886",Noord-Oost,NO,Twente,32,BAAN,Twente,BAAN,Noord-Oost,NO,ProRail,250576.638,475881.763948,52.26265509,6.7872591,14.613117,283,,14.6131175,22.5235537544738
103,a1ba3eb7a01a4ae6b6f79db62780bae6,2020/02/18 10:12:23+00,L0004,Prorail,bestaand,1,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,37.367627,"37,367627",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160415.2285,499746.106578,52.48540655,5.46692581,303.239146,283,,303.239146,88.5283900249901
104,6b6539d5eb654bec93e933186ddfa36f,2022/10/19 07:12:52+00,L0004,Prorail,bestaand,0,half verhard,087,,87,087__,Weesp Aansl. - Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,20.9408,"20,940800",Randstad Noord,RN,Amersfoort,12,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,138661.809794,477891.567,52.28877284,5.14774338,5285.532815,283,,5285.5328145,881.003140894773
105,6e5c2cffebba426fbb49da298cbc0514,2022/11/01 07:30:31+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,21.792223,"21,792223",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,149006.019216,490569.39,52.40292574,5.2991275,916.709705,283,,916.7097055,304.119174342615
106,8c903b20f32540d5a3c99c712b93c1c9,2022/10/26 18:31:03+00,L0004,Prorail,bestaand,0,half verhard,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",21.040385,"21,040385",Randstad Zuid,RZ,Europoort,4,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,77440.3835,433004.692057,51.88017088,4.2607596,4592.630147,283,,4592.630147,693.778948966986
107,922809f1866b48a6975b929a1803f9f0,2022/10/25 12:52:29+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,10.224567,"10,224567",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,139419.3075,484871.269002,52.35152555,5.158523,2406.931077,283,,2406.931077,406.62594001599
108,6ad9c0eb11c3448d88399af55e68927a,2022/11/10 13:25:05+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,45.057705,"45,057705",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,162322.88417,506772.7715,52.54853485,5.49516413,2697.467116,283,,2697.4671165,485.731898851187
109,ea028247dfdf441895658926d846fba6,2021/01/22 19:02:58+00,L0004,Prorail,bestaand,0,half verhard,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,9.810017,"9,810017",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,128924.056155,482456.887,52.32942865,5.00467152,207.669402,283,,207.6694025,65.6359452232591
110,b128a482c2144da9a815c433d8538e4f,2021/01/22 18:56:25+00,L0004,Prorail,bestaand,0,half verhard,585,,585,585__,Diemen Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,8.288931,"8,288931",Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,127688.770435,483330.3695,52.33721907,4.98647953,1948.776527,283,,1948.7765265,418.627614664652
111,1ea81cfbdb1f4e21bd7ca386adb0f76f,2022/10/25 10:33:54+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,10.013149,"10,013149",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,139301.3955,484696.133688,52.34994816,5.15680057,1932.39212,283,,1932.3921205,325.080090431956
112,10a3688ad2184c3a8c5cfaaabb4bd786,2022/11/01 07:30:31+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,22.377158,"22,377158",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,149518.04798,490856.358,52.40551021,5.30664668,2687.8701,283,,2687.8701,414.141960728044
113,8a9cd404cb7c48feb80d13f59a91e820,2022/10/27 08:39:10+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,15.01514,"15,015140",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,143363.230581,487468.7925,52.37496854,5.21631871,669.149875,283,,669.149875,218.682084265511
114,3af8b40c47eb4cc98c05192a93506527,2020/09/18 18:31:30+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,9.342341,"9,342341",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,139030.57369,484084.2725,52.34444123,5.15285485,89.686046,283,,89.686046,46.2084105206605
115,81b5e92c90a74813bb5630028b02b9cf,2022/11/10 07:33:19+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,39.461682,"39,461682",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160835.376,501745.692136,52.50337314,5.47314608,3327.405161,283,,3327.405161,376.664992089553
116,019bc614283140cbb7cfdff6dca719e5,2021/12/07 16:02:09+00,L0004,Prorail,bestaand,0,half verhard,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,16.788538,"16,788538",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,79263.134,385848.309348,51.45661917,4.29747778,8275.088604,283,,8275.088604,1453.66113889266
117,037478d91d724f80bd3fd9ef3afc1f60,2020/05/18 14:42:35+00,L0004,Prorail,bestaand,0,half verhard,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,33.220679,"33,220679",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,65231.93849,384422.6005,51.44174715,4.09600119,1543.261323,283,,1543.2613235,298.638361121845
118,702f964b2d5043bea0b4316d00f47d87,2022/10/25 16:07:23+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,11.565865,"11,565865",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,140418.336422,485757.893,52.35952153,5.17314745,3407.261723,283,,3407.261723,571.17214402294
