OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,Shape__Area,Shape__Length
11,791e95f0ab13407ca7546622b9c4eed5,2022/11/07 13:11:50+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,36.460937,"36,460937",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,159799.11281,499083.23,52.47945481,5.45784603,11063.953108,283,,11063.9531075,1828.05501330956
12,eba41b47f73d411291d382ec497be2ec,2022/11/10 07:39:39+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,40.39032,"40,390320",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160778.0435,502672.580878,52.51170397,5.47231779,8236.131428,283,,8236.131428,674.109443317267
13,af418b4750ee0188e0530b29a8c080eb,2022/10/10 14:34:09+00,L0004,Prorail,bestaand,1,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,20.211406,"20,211406",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,147683.063902,489705.8225,52.3951484,5.27970652,111.867209,283,,111.867209,45.0138776456896
14,5b52cda70990401f938bb4883aed7b59,2016/01/17 14:04:11+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,15.333279,"15,333279",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,143675.9655,487528.381227,52.37551063,5.22090918,39.947055,283,,39.9470555,46.9887068539651
15,54dba35a3e384b8d8017f408b8b4eb4f,2022/10/27 08:39:10+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,14.905164,"14,905164",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,143259.878335,487429.136,52.37460993,5.21480237,1892.712928,283,,1892.712928,222.842845048242
16,494584c991a6469e8caa751daa7719e6,2022/04/28 11:34:41+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,38.532423,"38,532423",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160840.093,500818.797035,52.49504279,5.4731993,1970.933305,283,,1970.9333055,362.292268598455
17,d10913e84e4048cab54329bf2bc07c0f,2022/10/25 15:03:56+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,11.886367,"11,886367",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,140673.918633,485951.8555,52.36127149,5.17689108,4313.308623,283,,4313.308623,744.47074262441
18,015bbb724be34db4ae3be2668eeb3681,2022/10/19 07:12:52+00,L0004,Prorail,bestaand,0,half verhard,087,,87,087__,Weesp Aansl. - Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,22.103,"22,103000",Randstad Noord,RN,Amersfoort,12,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,139309.2145,476985.941191,52.28065221,5.15727406,2716.923451,283,,2716.923451,753.621730825357
19,62501a65612943a28ce41106cc3e8391,2022/10/27 08:39:11+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,13.60649,"13,606490",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,142047.84301,486985.8285,52.37059846,5.19702098,6048.794504,283,,6048.794504,919.825529171426
20,cc37210cb70047aea5161eacc56d8b1b,2022/10/25 16:16:43+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,11.072928,"11,072928",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,140025.619674,485459.5255,52.35682938,5.16739574,8074.435556,283,,8074.4355565,1253.4576143113
21,481f8eb769a94763ab06a024795b6351,2015/06/01 15:24:59+00,L0004,Prorail,bestaand,0,gesloten verharding,541,b,541,541_b,Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,14.395263,"14,395263",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,132594.261831,479707.5985,52.30488109,5.05869503,348.305843,283,,348.3058425,140.287175991967
22,0f1912ea2cb144a78f8184934ae16c8a,2022/11/07 12:38:00+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,37.652639,"37,652639",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160564.9035,499987.668141,52.48757604,5.4691333,2349.84882,283,,2349.8488205,439.927798955937
23,3f8e893ffbbf45398a389b442485797b,2022/10/27 09:01:18+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,15.978429,"15,978429",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,144312.073294,487632.492,52.37645907,5.23024718,2607.484379,283,,2607.4843785,328.529583355316
24,c1258c56076d4c9abc1deff1addd7695,2022/09/05 12:20:42+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,21.800232,"21,800232",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,149022.868066,490557.1435,52.40281586,5.2993753,1309.261843,283,,1309.2618425,327.398191525823
25,6f34949bf382458b861a8401e384655a,2022/11/07 13:11:50+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,35.889975,"35,889975",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,159390.539999,498684.1165,52.47587127,5.45182673,2244.611029,283,,2244.6110285,360.730193970583
26,c346e529d0de456582df5cd59a303017,2015/06/01 15:24:58+00,L0004,Prorail,bestaand,0,gesloten verharding,541,d,541,541_d,Weesp Aansl.,Mbga-Kv,Muiderberg Aansl. - Keverdijk ,201.026008,"201,026008",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,133480.072154,479316.9385,52.30140536,5.07170735,103.970726,283,,103.9707255,79.5536109280264
27,bfa0b3e37a454c00bb2dcd92a3548c09,2022/10/27 08:39:10+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,14.254481,"14,254481",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,142630.646351,487264.3295,52.37311492,5.2055683,1652.370334,283,,1652.370334,289.184450935261
28,123a67e8abd5477db06b449ba1183f76,2022/10/25 16:16:43+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,10.549538,"10,549538",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,139628.719,485119.433009,52.35376183,5.16158523,5272.000087,283,,5272.000087,813.427952203759
29,a4ea7dc17c9b4ecfbabff7e107379f03,2022/10/19 15:57:44+00,L0004,Prorail,bestaand,0,gesloten verharding,,,,,,,,,,Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,133359.624627,479922.8435,52.30684625,5.06990267,80.040282,283,,80.0402825,63.1027722785644
30,fe38491cf2a741339aed23286959e0c5,2022/10/24 08:35:57+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,8.044715,"8,044715",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,138745.112,482823.661545,52.33310304,5.14872661,4788.557584,283,,4788.5575835,763.205322266183
31,fbc2bc644f39419db1994ef2034e9882,2022/11/01 07:30:31+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,20.792541,"20,792541",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,148163.118392,490031.6005,52.39808252,5.28675268,2341.454458,283,,2341.454458,388.704947321239
32,7194f22be4ef465db9b710b602e8eabe,2022/06/20 15:18:49+00,L0004,Prorail,bestaand,0,half verhard,028,,28,028__,Hengelo - Enschede Grens,Zp-Esg,Zutphen - Enschede Grens ,53.088398,"53,088398",Noord-Oost,NO,Twente,32,BAAN,Twente,BAAN,Noord-Oost,NO,ProRail,257284.855334,471495.253,52.22203589,6.88416693,1149.077795,283,,1149.0777955,773.796283366378
33,b8ca42afbf985d84e0531529a8c01171,2021/01/22 18:55:47+00,L0004,Prorail,bestaand,1,half verhard,144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,157.094524,"157,094524",Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,118123.4075,483425.068866,52.33751171,4.84612637,67.503451,283,,67.503451,35.7004057175737
34,f3707260d5bc44b2997e40345c849150,2020/10/22 07:12:53+00,L0004,Prorail,bestaand,0,gesloten verharding,541,a,541,541_a,Weesp Aansl.,Wp-Llso,Weesp - Lelystad Opstel. ,0.398875,"0,398875",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,132204.742341,479882.626,52.30643817,5.05297223,204.984357,283,,204.9843575,119.73148641104
35,6007064b3c944cda9b561be8fb318083,2022/05/20 12:55:23+00,L0004,Prorail,bestaand,0,half verhard,206,,206,206__,Zwolle - Wierden,Zl-Wdn,Zwolle - Wierden ,17.736583,"17,736583",Noord-Oost,NO,Twente,32,BAAN,Twente,BAAN,Noord-Oost,NO,ProRail,215451.100255,489856.0855,52.39321574,6.27530754,7192.342689,283,,7192.3426895,2694.83503864652
36,d9a6d9ecd87640e98aa78e2e1f51c356,2022/11/09 15:59:27+00,L0004,Prorail,bestaand,1,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,42.191357,"42,191357",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160806.0825,504460.549235,52.52777263,5.47276201,281.746282,283,,281.7462815,79.3229669665567
37,cac3d35d53354c2eb90cfcdcb052c3dd,2022/11/01 15:25:49+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,30.612131,"30,612131",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,156346.933,494553.036189,52.4387596,5.40701272,34983.766668,283,,34983.766668,5893.88334817446
38,04f6fe23ec254f24afbcc451123986a7,2022/11/10 13:25:05+00,L0004,Prorail,bestaand,1,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,42.825391,"42,825391",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,161019.4345,505055.740722,52.53311945,5.47591668,129.291884,283,,129.2918845,47.4425951211525
39,bb25360b482c4d20b4f727efb4876e57,2020/02/18 11:17:21+00,L0004,Prorail,bestaand,1,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,35.770009,"35,770009",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,159307.092937,498597.8925,52.47509701,5.4505974,349.239831,283,,349.2398315,182.651445813295
40,9b1d8459dedb402497bcfaaddd662e9d,2020/02/18 09:58:35+00,L0004,Prorail,bestaand,1,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,35.769957,"35,769957",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,159302.389805,498602.663,52.47513992,5.45052824,347.7079,283,,347.7079,182.859489871766
41,1f765cb4317541e9a1e19da3f4021651,2020/02/18 10:07:09+00,L0004,Prorail,bestaand,1,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,35.990671,"35,990671",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,159462.707006,498754.578,52.47650395,5.45288986,390.805531,283,,390.805531,102.272679300219
42,d7d1037c4c3f41b38b284c95e0a40795,2020/02/18 10:08:59+00,L0004,Prorail,bestaand,1,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,36.923559,"36,923559",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160129.870536,499406.601,52.48235805,5.46271965,208.828057,283,,208.8280565,66.5403253965529
43,b8ca42afbf835d84e0531529a8c01171,2021/01/22 18:52:22+00,L0004,Prorail,bestaand,1,open verharding,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,10.812471,"10,812471",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,129791.669274,481935.1745,52.32478022,5.01743813,481.061899,283,,481.061899,515.082719078157
44,f82befb07b744dbf9690dd937cddd74e,2022/11/10 07:31:01+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,38.903478,"38,903478",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160866.1615,501188.671751,52.49836669,5.47358967,1411.338948,283,,1411.3389475,292.102668785242
45,b87a125fefb2417b912447b5ee503035,2022/11/10 07:42:39+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,42.025133,"42,025133",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160766.873,504299.352543,52.52632433,5.47218143,5534.869294,283,,5534.869294,769.399305593845
46,9f5285088bd34af3a82a4d13ecbb60d6,2022/11/01 15:25:49+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,32.637814,"32,637814",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,157066.637,496407.863762,52.45542746,5.41760829,5899.267045,283,,5899.2670445,992.076457178952
47,98c230cf68194b8c8f4e51bbc5fa0476,2020/01/28 08:50:02+00,L0004,Prorail,bestaand,1,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,38.950188,"38,950188",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160866.055,501235.402252,52.49878668,5.47358892,254.862374,283,,254.862374,78.4560358088542
48,4a7bc62e01d1438bb2e8517a1cd82291,2020/10/22 07:12:52+00,L0004,Prorail,bestaand,0,half verhard,087,,87,087__,Weesp Aansl. - Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,16.500482,"16,500482",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,134457.663665,478780.2145,52.29661886,5.08607198,586.520182,283,,586.5201815,141.614356367687
49,6680b6546c6d41a0bea819d0d9521c96,2022/10/27 08:39:10+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,15.376577,"15,376577",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,143718.061794,487539.339,52.37560998,5.221527,2246.896525,283,,2246.896525,239.503392758126
50,7e1ceadc3c894fb8bb0437bf5709a040,2022/11/10 13:25:05+00,L0004,Prorail,bestaand,1,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,43.114665,"43,114665",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,161108.9535,505330.948969,52.53559182,5.47724103,58.738579,283,,58.7385795,35.9302784469877
51,42020456c9c247e79c3165473b7a790a,2022/11/10 13:25:05+00,L0004,Prorail,bestaand,1,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,43.114962,"43,114962",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,161121.517,505327.26103,52.53555854,5.47742613,115.417588,283,,115.417588,44.3174241735791
52,af418b474e710188e0530b29a8c080eb,2020/09/18 18:18:33+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,13.981305,"13,981305",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,142375.989,487165.782842,52.37222344,5.20183254,17.772951,283,,17.772951,21.20111989764
53,52800190644648989633542db7ce81dc,2022/11/10 06:55:20+00,L0004,Prorail,bestaand,1,half verhard,057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,11.851628,"11,851628",Zuid,Z,Eindhoven,24,BAAN,De Peel,BAAN,Zuid,Z,ProRail,168296.995,375885.310295,51.37199492,5.57816206,52.223867,283,gerealiseerd,52.223867,29.1556647117063
54,1bb11d2a6a2648a288553ec1b61f7650,2022/11/10 06:55:20+00,L0004,Prorail,bestaand,1,half verhard,057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,11.851542,"11,851542",Zuid,Z,Eindhoven,24,BAAN,De Peel,BAAN,Zuid,Z,ProRail,168312.914785,375892.0645,51.37205525,5.57839094,97.36901,283,gerealiseerd,97.36901,40.6262457815709
55,efaff119d9ee4ff9a8262adb7965b4ea,2022/11/01 07:30:32+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,22.655176,"22,655176",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,149744.255942,491016.5545,52.40695219,5.30996832,5646.900675,283,,5646.9006755,719.34703902035
56,22b0fbb871ba4237a055ce700999b895,2015/05/20 14:50:11+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,13.00582,"13,005820",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,141564.649912,486627.8645,52.36736965,5.18994034,507.336857,283,,507.3368575,153.526053959785
57,8891e54e2d81482daac0dda8190adfbb,2022/11/01 15:09:22+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,28.018447,"28,018447",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,154655.417939,492676.28,52.42189392,5.38213896,42577.259883,283,,42577.259883,7171.36605829119
58,03c2ec6ee1f54dd19ceae4f935bc0d6b,2015/05/20 14:50:12+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,46.347373,"46,347373",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,163595.392239,506789.286,52.5486647,5.51392473,40.639688,283,,40.6396875,36.7868880933085
