product;provincie;gemeente;feitcode;omschrijving;zaken;bedrag
Wahv;Groningen;Appingedam;R574;Rijden in strijd met de verplichte rij-richting op een rotonde:bord D1;1;95
Wahv;Groningen;Appingedam;R584;Parkeren in strijd met parkeerverbod/parkeerverbodszone(bord E1);6;570
Wahv;Groningen;Appingedam;R609;Niet stoppen voor rood licht bij een brug;1;240
Wahv;Groningen;Appingedam;R617B;als bestuurder de doorgetrokken streepoverschrijden (verkeer in beiderichtingen);3;720
Wahv;Groningen;Appingedam;R621;Bij op wegdek aangebrachte "haaietanden"geen voorrang verlenen aan bestuurdersop kruisende weg.;1;240
Wahv;Groningen;Appingedam;VA004;Overschrijding maximum snelheidbinnen bebouwde kom, met 4 km/h;74;2036
Wahv;Groningen;Appingedam;VA005;Overschrijding maximum snelheidbinnen bebouwde kom, met 5 km/h;65;2230
Wahv;Groningen;Appingedam;VA006;Overschrijding maximum snelheidbinnen bebouwde kom, met 6 km/h;58;2389
Wahv;Groningen;Appingedam;VA007;Overschrijding maximum snelheidbinnen bebouwde kom, met 7 km/h;37;1776
Wahv;Groningen;Appingedam;VA008;Overschrijding maximum snelheidbinnen bebouwde kom, met 8 km/h;32;1728
Wahv;Groningen;Appingedam;VA009;Overschrijding maximum snelheidbinnen bebouwde kom, met 9 km/h;28;1764
Wahv;Groningen;Appingedam;VA010;Overschrijding maximum snelheidbinnen bebouwde kom, met 10 km/h;25;1835
Wahv;Groningen;Appingedam;VA011;Overschrijding maximum snelheidbinnen bebouwde kom, met 11 km/h;17;1615
Wahv;Groningen;Appingedam;VA012;Overschrijding maximum snelheidbinnen bebouwde kom, met 12 km/h;14;1511
Wahv;Groningen;Appingedam;VA013;Overschrijding maximum snelheidbinnen bebouwde kom, met 13 km/h;10;1150
Wahv;Groningen;Appingedam;VA014;Overschrijding maximum snelheidbinnen bebouwde kom, met 14 km/h;8;984
Wahv;Groningen;Appingedam;VA015;Overschrijding maximum snelheidbinnen bebouwde kom, met 15 km/h;11;1463
Wahv;Groningen;Appingedam;VA016;Overschrijding maximum snelheidbinnen bebouwde kom, met 16 km/h;11;1584
Wahv;Groningen;Appingedam;VA017;Overschrijding maximum snelheidbinnen bebouwde kom, met 17 km/h;9;1377
Wahv;Groningen;Appingedam;VA018;Overschrijding maximum snelheidbinnen bebouwde kom, met 18 km/h;5;825
Wahv;Groningen;Appingedam;VA019;Overschrijding maximum snelheidbinnen bebouwde kom, met 19 km/h;3;528
Wahv;Groningen;Appingedam;VA020;Overschrijding maximum snelheidbinnen bebouwde kom, met 20 km/h;4;764
Wahv;Groningen;Appingedam;VA021;Overschrijding maximum snelheidbinnen bebouwde kom, met 21 km/h;2;406
Wahv;Groningen;Appingedam;VA022;Overschrijding maximum snelheidbinnen bebouwde kom, met 22 km/h;2;430
Wahv;Groningen;Appingedam;VA023;Overschrijding maximum snelheidbinnen bebouwde kom, met 23 km/h;2;458
Wahv;Groningen;Appingedam;VA024;Overschrijding maximum snelheidbinnen bebouwde kom, met 24 km/h;1;241
Wahv;Groningen;Appingedam;VA025;Overschrijding maximum snelheidbinnen bebouwde kom, met 25 km/h;1;256
Wahv;Groningen;Appingedam;VA026;Overschrijding maximum snelheidbinnen bebouwde kom, met 26 km/h;2;540
Wahv;Groningen;Appingedam;VA027;Overschrijding maximum snelheidbinnen bebouwde kom, met 27 km/h;1;287
Wahv;Groningen;Appingedam;VA028;Overschrijding maximum snelheidbinnen bebouwde kom, met 28 km/h;1;304
Wahv;Groningen;Appingedam;VA030;Overschrijding maximum snelheidbinnen bebouwde kom, met 30 km/h;2;668
Wahv;Groningen;Appingedam;VF004;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 4 km/h;5;120
Wahv;Groningen;Appingedam;VF005;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 5 km/h;10;320
Wahv;Groningen;Appingedam;VF006;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 6 km/h;13;481
Wahv;Groningen;Appingedam;VF007;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 7 km/h;8;344
Wahv;Groningen;Appingedam;VF008;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 8 km/h;6;300
Wahv;Groningen;Appingedam;VF009;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 9 km/h;7;399
Wahv;Groningen;Appingedam;VF011;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 11 km/h;1;90
Wahv;Groningen;Appingedam;VF012;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 12 km/h;6;600
Wahv;Groningen;Appingedam;VF015;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 15 km/h;2;258
Wahv;Groningen;Appingedam;VF017;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 17 km/h;3;441
Wahv;Groningen;Appingedam;VF019;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 19 km/h;1;170
Wahv;Groningen;Appingedam;VF020;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 20 km/h;1;183
Wahv;Groningen;Appingedam;VF022;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 22 km/h;1;203
Wahv;Groningen;Appingedam;VF024;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 24 km/h;1;229
Wahv;Groningen;Appingedam;VF026;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 26 km/h;1;256
Wahv;Groningen;Appingedam;VF029;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 29 km/h;1;300
Wahv;Groningen;Appingedam;VF030;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 30 km/h;1;317
OM-afdoening;Groningen;Delfzijl;A917A;Met een motorrijtuig, niet zijnde brom-fiets,rijden zonder vereiste verzekering;1;600
OM-afdoening;Groningen;Delfzijl;BM229A;In strijd met vergunning calamiteit vanrelatief geringe omvang niet melden;1;2500
OM-afdoening;Groningen;Delfzijl;D517;Niet voldoen aan verplichting om identi-teitsbewijs ter inzage aan te bieden;1;95
OM-afdoening;Groningen;Delfzijl;D537;Zonder gerechtigd bevinden op grondwaarvan toegang blijkbare wijze verboden;17;957
OM-afdoening;Groningen;Delfzijl;D537B;zich niet houden aan de toegangsvoor-waarden van de eigenaar;1;95
OM-afdoening;Groningen;Delfzijl;E100A;Zonder geldig vervoersbewijs gebruikmaken van het openbaar vervoer;1;95
OM-afdoening;Groningen;Delfzijl;E124A;Als reiziger orde etc. verstoren doorkennelijke staat van dronkenschap;1;95
OM-afdoening;Groningen;Delfzijl;F155A;Geen zodanige maatregelen treffen vee inweiland/terrein de weg niet kan bereiken;1;140
OM-afdoening;Groningen;Delfzijl;GA300B;Rijden onder invloed, alcoholgehalteadem bedraagt: 355 t/m 435 µg/l;2;850
OM-afdoening;Groningen;Delfzijl;GA305A;Rijden onder invloed, alcoholgehalteadem 95 t/m 230µg/l.(beg. bestuurder);1;300
OM-afdoening;Groningen;Delfzijl;GA311A;Rijden onder invloed, alcoholgehalteadem: 95 t/m 230 µg/l (beg. bestuurder);1;300
OM-afdoening;Groningen;Delfzijl;GA315A;Rijden onder invloed, adem 95 t/m 230µg/l (geen rijbewijs);1;300
OM-afdoening;Groningen;Delfzijl;H004;Huish. afvalstoffen anders aanbieden danvia het aangewezen inzamelmiddel;1;95
OM-afdoening;Groningen;Delfzijl;H025;Afval buiten een inrichting storten/opof in de bodem brengen/te verbranden;1;380
OM-afdoening;Groningen;Delfzijl;H107;Een voertuigwrak plaatsen of aanwezighebben op de weg;1;380
OM-afdoening;Groningen;Delfzijl;H200;Rumoer of burengerucht verwekken, waar-door de nachtrust kan worden verstoord;1;140
OM-afdoening;Groningen;Delfzijl;H645A;Binnenvisserij uitoefenen zndr schrift.toestemming rechthebbende mt 1/2 hengels;1;70
OM-afdoening;Groningen;Delfzijl;H647B;Nt op 1e vord. tr inzage afg. schrift.toest.;1;48
OM-afdoening;Groningen;Delfzijl;K055;Rijden zonder geldig rijbewijs;8;2390
OM-afdoening;Groningen;Delfzijl;N086G;Als best. met bromfiets rijden, terw.max.construct.snelh. overschr. > 15 km/h;1;260
OM-afdoening;Groningen;Delfzijl;P111B;Maximum lengte (onbeladen) samenstel vanvoertuigen overschreden; 0,25 t/m 0,50 m;1;420
OM-afdoening;Groningen;Delfzijl;R628B;Niet stoppen voor stopteken gegeven doormiddel van een politietransparant;1;380
OM-afdoening;Groningen;Delfzijl;VA040;Overschrijding max. snelheid binnenbebouwde kom, van 35 tot 40 km/h;1;450
OM-afdoening;Groningen;Delfzijl;VB045;Overschrijding max.snelheid binnen debebouwde kom(verkeersbord A1) 40-45 km/h;1;540
OM-afdoening;Groningen;Delfzijl;VF035;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 31-35 km/h;2;680
OM-afdoening;Groningen;Delfzijl;VF040;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 35-40 km/h;2;820
OM-afdoening;Groningen;Delfzijl;VF045;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 40-45 km/h;1;510
OM-afdoening;Groningen;Delfzijl;VF050;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 45-50 km/h;1;630
OM-afdoening;Groningen;Delfzijl;VF060;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 55-60 km/h;1;0
OM-afdoening;Groningen;Delfzijl;VG035;Overschrijding max snelheid (auto)wegenbuiten beb.kom 31-35 km/h (verkeersb A1);4;1360
OM-afdoening;Groningen;Delfzijl;VG040;Overschrijding max snelheid (auto)wegenbuiten beb.kom 35-40 km/h (verkeersb A1);3;1230
OM-afdoening;Groningen;Delfzijl;VG045;Overschrijding max snelheid (auto)wegenbuiten beb.kom 40-45 km/h (verkeersb.A1);2;1020
OM-afdoening;Groningen;Delfzijl;VG050;Overschrijding max snelheid (auto)wegenBuiten beb.kom 45-50 km/h (verkeersb A1);1;630
OM-afdoening;Groningen;Delfzijl;VI035;Overschr. max.snelh. op (auto)weg.buitenbebouw.kom,31-35km/h(verk.bord A1+wegw.);1;410
Wahv;Groningen;Delfzijl;A902;voor een bromfiets niet de vereisteverzekering afsluiten en in stand hou-den;22;7760
Wahv;Groningen;Delfzijl;A915;voor een motorrijtuig niet de vereisteverzekering afsluiten en in stand hou-den;32;12800
Wahv;Groningen;Delfzijl;K045A;voor het motorrijtuig met een toegestanemaximummassa van 3500 kg of minderis geen keuringsbewijs afgegeven;4;560
Wahv;Groningen;Delfzijl;K045B;voor het motorrijtuig met een toegestanemaximummassa v 3500 kg of minder heefthet keuringsbewijs geldigheid verloren;37;5180
Wahv;Groningen;Delfzijl;K046B;motorrijtuig/aanhangwagen met toegestanemaximummassa van meer dan 3500 kgis geldigheid keuringsbewijs verlopen;2;800
Wahv;Groningen;Delfzijl;K060E;Rijden terwijl het rijbewijs zijn geldigheid heeft verloren door het verstrijkenvan de geldigheidsduur (< 1 jaar);1;95
Wahv;Groningen;Delfzijl;K150C;Niet op eerste vordering behoorlijk hetrijbewijs ter inzage afgeven;1;95
Wahv;Groningen;Delfzijl;N010D;Als bestuurder van een voertuig rijden,terwijl het kenteken niet goed leesbaaris;1;140
Wahv;Groningen;Delfzijl;N400D;Als bestuurder van een voertuig rijden,terwijl niet is voorzien van een goedfunctionerende losbreekreminrichting;1;140
Wahv;Groningen;Delfzijl;N514A;als best. van een voertuig rijden, ter-wijl voertuig niet voorzien is van goedwerkende richtingaanwijzer(s);1;95
Wahv;Groningen;Delfzijl;N514D;als best. van een voertuig rijden, ter-wijl voertuig niet voorzien is van goedgoed werkende remlichten;1;140
Wahv;Groningen;Delfzijl;N515;als best. van een voertuig rijden, terw.verlichting/retroreflecterende voorzie-ningen niet aan vereiste kleur voldoen;1;95
Wahv;Groningen;Delfzijl;N650;als bestuurder van een voertuig rijden,terwijl het is voorzien van meer lichtenof retroreflect. voorz. dan toegestaan;1;140
Wahv;Groningen;Delfzijl;N660B;(hulp)koppeling/trekdriehoek/trekboom/onderdelen is niet deugdelijk(beves-tigd)voldoet niet aan gestelde eisen;1;240
Wahv;Groningen;Delfzijl;P041A;als bestuurder van een voertuig rijdenterwijl er onvoldoende zicht is doorvoorruit en/of voorste zijruiten;1;240
Wahv;Groningen;Delfzijl;P061;Met een vtg rijden, met gevaar dat deniet deugdelijk afgedekte losse ladingeraf valt;1;380
Wahv;Groningen;Delfzijl;P100B;AANHANGW. < 750 KG HEEFT GEEN DEUGDELIJKBEVESTIGDE/GOED LEESBARE/NIET AFGE-SCHERMDE EN GOEDGEKEURDE KENTEKENPLAAT;1;140
Wahv;Groningen;Delfzijl;P380;Verlichting aanhangwagen, is nietzodanig aangesloten, dat deze overeen-komen met trekkend voertuig;1;140
Wahv;Groningen;Delfzijl;P570;De hulpkoppeling aanhangwagen(toegest,max.massa < 1500 kg) is niet opde vereiste wijze aangebracht;3;285
Wahv;Groningen;Delfzijl;R303A;Niet zoveel mogelijk rechts houden opeen andere weg dan autoweg of autosnel-weg;1;240
Wahv;Groningen;Delfzijl;R315A;niet de rijbaan gebruiken door te rijdenover het trottoir, voetpad, (brom)fietspad of ruiterpad;1;140
Wahv;Groningen;Delfzijl;R315B;niet de rijbaan gebruiken door stil testaan op het het trottoir, voetpad,(brom)fietspad of ruiterpad;7;665
Wahv;Groningen;Delfzijl;R397E;Parkeren op parkeergelegenheid op anderedan aangegeven wijze;1;95
Wahv;Groningen;Delfzijl;R397H;parkeren op een gelegenheid voor onmid-dellijk laden en lossen van goederen;1;95
Wahv;Groningen;Delfzijl;R397J;parkeren buiten parkeervak bij één vande borden E4 tot en met E10, E12 ofE13 v/d bijlage I van het RVV 1990;1;95
Wahv;Groningen;Delfzijl;R400AB;Motorvoertuig parkeren by blauwe streepterwijl toegestane parkeertijd is verstreken;10;950
Wahv;Groningen;Delfzijl;R400AE;motorvtg op meer dan twee wielen parker-en bij blw. streep terw niet is voorzienv/e duidelijke geplaatste parkeerschijf;42;3990
Wahv;Groningen;Delfzijl;R400AF;parkeren bij blauwe streep terwijl opparkeerschijf niet juiste tijdstip beginparkeren is weergegeven;4;380
Wahv;Groningen;Delfzijl;R401;Als bestuurder een voertuig parkeren ineen parkeerschijfzone (niet op zodanig aangeduide park.plts/langs blauwe streep);2;190
Wahv;Groningen;Delfzijl;R402B;Parkeren op gehandicaptenparkeerplaatszonder duidelijk zichtbaregeldige gehand. parkeerkaart;20;7600
Wahv;Groningen;Delfzijl;R421A;Geen dim of groot licht voeren bij nachtbinnen de bebouwde kom (motorvtg (+ahw)bromfiets, snorfiets of gehandic. vtg);1;95
Wahv;Groningen;Delfzijl;R438K;geen voortdurend zichtbaar wit/geellicht a.d voorzijde en/of zichtbaar roodlicht a.d. achterzijde van fiets voeren;7;277
Wahv;Groningen;Delfzijl;R533;als bestuurder of passagier geen gebruikmaken van een autogordel;12;1680
Wahv;Groningen;Delfzijl;R535F;passagier jonger dan 12 jaar en korterdan 1.35 meter vervoeren zonder gebruikkinderbeveiligingssysteem;1;140
Wahv;Groningen;Delfzijl;R536A;Bestuurder of passagier bromfiets draagtgeen goedgekeurde, goedpassende/ deugde-lijk bevestigde helm;2;143
Wahv;Groningen;Delfzijl;R536C;als bestuurder of passagier geengoedgekeurde, goedpassende/deugde-lijk bevestigde helm dragen;1;140
Wahv;Groningen;Delfzijl;R536E;Bestuurder/passagier snorfiets oprijbaan draagt geen goedgekeurde,goedpassende deugdelijk bevestigde helm;1;48
Wahv;Groningen;Delfzijl;R545;als bestuurder tijdens het rijden eenmobiel elektronisch apparaat vasthouden;7;1680
Wahv;Groningen;Delfzijl;R548;Geen voorrang verlenen bij voorrangsweg.;1;240
Wahv;Groningen;Delfzijl;R584;Parkeren in strijd met parkeerverbod/parkeerverbodszone(bord E1);1;95
Wahv;Groningen;Delfzijl;R585;Verbod stil te staan (bord E2);1;95
Wahv;Groningen;Delfzijl;R602;Niet stoppen voor rood licht:driekleurig verkeerslicht;5;1055
Wahv;Groningen;Delfzijl;R609;Niet stoppen voor rood licht bij een brug;1;240
Wahv;Groningen;Delfzijl;R617A;als bestuurder de doorgetrokken streepoverschrijden (verkeer in eenrichting);1;95
Wahv;Groningen;Delfzijl;R617B;als bestuurder de doorgetrokken streepoverschrijden (verkeer in beiderichtingen);11;2640
Wahv;Groningen;Delfzijl;R619;Op een kruispunt niet de richting volgendie de voorsorteerstrook aangeeft;1;240
Wahv;Groningen;Delfzijl;VA018;Overschrijding maximum snelheidbinnen bebouwde kom, met 18 km/h;2;330
Wahv;Groningen;Delfzijl;VA023;Overschrijding maximum snelheidbinnen bebouwde kom, met 23 km/h;2;458
Wahv;Groningen;Delfzijl;VA030;Overschrijding maximum snelheidbinnen bebouwde kom, met 30 km/h;1;334
Wahv;Groningen;Delfzijl;VF004;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 4 km/h;88;2320
Wahv;Groningen;Delfzijl;VF005;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 5 km/h;70;2344
Wahv;Groningen;Delfzijl;VF006;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 6 km/h;42;1618
Wahv;Groningen;Delfzijl;VF007;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 7 km/h;33;1519
Wahv;Groningen;Delfzijl;VF008;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 8 km/h;27;1373
Wahv;Groningen;Delfzijl;VF009;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 9 km/h;28;1618
Wahv;Groningen;Delfzijl;VF010;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 10 km/h;22;1474
Wahv;Groningen;Delfzijl;VF011;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 11 km/h;17;1530
Wahv;Groningen;Delfzijl;VF012;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 12 km/h;21;2100
Wahv;Groningen;Delfzijl;VF013;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 13 km/h;8;880
Wahv;Groningen;Delfzijl;VF014;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 14 km/h;6;702
Wahv;Groningen;Delfzijl;VF015;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 15 km/h;10;1290
Wahv;Groningen;Delfzijl;VF016;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 16 km/h;9;1233
Wahv;Groningen;Delfzijl;VF017;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 17 km/h;10;1508
Wahv;Groningen;Delfzijl;VF018;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 18 km/h;4;628
Wahv;Groningen;Delfzijl;VF019;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 19 km/h;5;850
Wahv;Groningen;Delfzijl;VF020;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 20 km/h;5;915
Wahv;Groningen;Delfzijl;VF021;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 21 km/h;3;573
Wahv;Groningen;Delfzijl;VF022;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 22 km/h;1;203
Wahv;Groningen;Delfzijl;VF023;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 23 km/h;2;430
Wahv;Groningen;Delfzijl;VF024;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 24 km/h;1;229
Wahv;Groningen;Delfzijl;VF025;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 25 km/h;2;482
Wahv;Groningen;Delfzijl;VF027;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 27 km/h;6;1614
Wahv;Groningen;Delfzijl;VF028;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 28 km/h;1;283
Wahv;Groningen;Delfzijl;VF030;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 30 km/h;2;634
Wahv;Groningen;Delfzijl;VG004;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 4 km/h (verkeersbord A 1);20;480
Wahv;Groningen;Delfzijl;VG005;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 5 km/h (verkeersbord A 1);18;576
Wahv;Groningen;Delfzijl;VG006;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 6 km/h (verkeersbord A 1);17;629
Wahv;Groningen;Delfzijl;VG007;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 7 km/h (verkeersbord A 1);9;387
Wahv;Groningen;Delfzijl;VG008;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 8 km/h (verkeersbord A 1);8;400
Wahv;Groningen;Delfzijl;VG009;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 9 km/h (verkeersbord A 1);9;513
Wahv;Groningen;Delfzijl;VG010;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 10 km/h (verkeersbord A 1);8;536
Wahv;Groningen;Delfzijl;VG011;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 11 km/h (verkeersbord A 1);8;720
Wahv;Groningen;Delfzijl;VG012;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 12 km/h (verkeersbord A 1);4;400
Wahv;Groningen;Delfzijl;VG013;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 13 km/h (verkeersbord A 1);1;109
Wahv;Groningen;Delfzijl;VG014;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 14 km/h (verkeersbord A 1);4;468
Wahv;Groningen;Delfzijl;VG015;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 15 km/h (verkeersbord A 1);5;645
Wahv;Groningen;Delfzijl;VG016;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 16 km/h (verkeersbord A 1);5;685
