NAAM,AFKORTING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,STATUS,EVENEMENT,GROOTTE,BEHEERDER,KMLINT,KMLINT_OMSCHRIJVING,LATITUDE,LONGITUDE,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NR,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,X,Y,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,PUIC,ID
Spaubeek,Sbk,064,,64,064__,Sittard - Heerlen,7.323,"7,323000",Gerealiseerd/vastgesteld,N,klein,ProRail,Std-Hz,Sittard - Herzogenrath (D) ,50.9432814934382,5.85032345344158,Zuid,Z,26,Maastricht,BASIS,Limburg,187550.455,328276.647,BASIS,Zuid,Z,92793a60-674f-4bae-af5b-69362ce56358,473
Zwolle,Zl,603,a,603,603_a,Zwolle,2.723,"2,723000",Gerealiseerd/vastgesteld,N,groot,ProRail,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,52.5054153508585,6.09010634223555,Noord-Oost,NO,34,Overijssel,BASIS,Drenthe,202723.989,502201.279,BASIS,Noord-Oost,NO,66df075b-08f7-4c3b-b0cb-587d1d230e58,474
Dordrecht Zuid,Ddzd,119,a,119,119_a,Lage Zwaluwe - Dordrecht,26.93,"26,930000",Gerealiseerd/vastgesteld,N,klein,ProRail,Bd-Rtd,Breda - Rotterdam Centraal ,51.790123940116,4.6715433205723,Randstad Zuid,RZ,5,Dordrecht,BASIS,Dordrecht,105624.914,422628.514,BASIS,Randstad Zuid,RZ,22aba1e5-5b55-42ce-80f3-4270c0865497,475
Tilburg Reeshof,Tbr,123,,123,123__,Breda - Tilburg,15.861,"15,861000",Gerealiseerd/vastgesteld,N,klein,ProRail,Bd-Ehv,Breda - Eindhoven ,51.5734263873767,4.99508111888827,Zuid,Z,20,Breda,BASIS,Brabant,127816.561,398350.504,BASIS,Zuid,Z,4db49424-621a-40fa-a1f0-4a46eaeb4853,476
Geleen - Lutterade,Lut,063,,63,063__,Maastricht - Sittard,18.054,"18,054000",Gerealiseerd/vastgesteld,N,klein,ProRail,Mt-Vl,Maastricht - Venlo ,50.9757292239346,5.82483657802427,Zuid,Z,26,Maastricht,BASIS,Limburg,185737.533,331875.37,BASIS,Zuid,Z,69a5e326-987a-42a1-8955-f27de718c66a,477
Rotterdam Lombardijen,Rlb,664,b,664,664_b,Rotterdam Lombardijen,42.213999,"42,213999",Gerealiseerd/vastgesteld,N,klein,ProRail,Bd-Rtd,Breda - Rotterdam Centraal ,51.8799948943253,4.53134825568076,Randstad Zuid,RZ,5,Dordrecht,BASIS,Dordrecht,96070.456,432731.111,BASIS,Randstad Zuid,RZ,72b3eba6-a7b5-4759-b8d0-c9f26257f836,478
Soest Zuid,Stz,091,,91,091__,Den Dolder - Baarn,5.136,"5,136000",Gerealiseerd/vastgesteld,N,klein,ProRail,Dld-Brn,Den Dolder - Baarn ,52.1654621155374,5.30321795721331,Randstad Noord,RN,12,Amersfoort,BASIS,Eemland,149253.841,464148.162,BASIS,Randstad Noord,RN,e206786d-b400-4cc0-bcb7-10b925b2f330,479
Raalte,Rat,206,,206,206__,Zwolle - Wierden,18,"18,000000",Gerealiseerd/vastgesteld,N,middel,ProRail,Zl-Wdn,Zwolle - Wierden ,52.3915347592411,6.27802772456723,Noord-Oost,NO,32,Twente,BASIS,Twente,215638.551,489671.335,BASIS,Noord-Oost,NO,3fa6880f-0096-4c4e-ad86-75fff6cdc08f,480
Coevorden,Co,203,,203,203__,Mariënberg - Emmen,55.366,"55,366000",Gerealiseerd/vastgesteld,N,middel,ProRail,Hea-Emn,Herfte Aansl. - Emmen ,52.6635299792704,6.73536510375294,Noord-Oost,NO,34,Overijssel,BASIS,Drenthe,246203.677,520413.373,BASIS,Noord-Oost,NO,94e46a59-e23c-4c8b-9805-05ab3dfd198a,481
Bunde,Bde,063,,63,063__,Maastricht - Sittard,6.37,"6,370000",Gerealiseerd/vastgesteld,N,klein,ProRail,Mt-Vl,Maastricht - Venlo ,50.8969750347358,5.73659362137199,Zuid,Z,26,Maastricht,BASIS,Limburg,179581.672,323080.698,BASIS,Zuid,Z,3031fa67-63fd-4a1e-9b80-7963f37320e3,482
Delft,Dt,112,,112,112__,Den Haag HS - Schiedam Centrum,69.487312,"69,487312",Gerealiseerd/vastgesteld,N,middel,ProRail,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,52.0064945000722,4.35717772223581,Randstad Zuid,RZ,2,Den Haag,BASIS,Den Haag,84277.997,446959.602,BASIS,Randstad Zuid,RZ,4117efb2-7fdb-4b18-b189-f33d6054cedb,483
Maarn,Mrn,035,,35,035__,Lunetten - De Haar Aansl.,54.133,"54,133000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,52.0641197458672,5.37054287847705,Randstad Noord,RN,16,Maarn,BASIS,Eemland,153857.541,452869.665,BASIS,Randstad Noord,RN,ae0e9bde-3490-4b60-b1fc-7fe35a6e7c46,484
Bussum Zuid,Bsmz,087,,87,087__,Weesp Aansl. - Hilversum,23.734,"23,734000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asd-Zp,Amsterdam Centraal - Zutphen ,52.2663246020274,5.16270656955454,Randstad Noord,RN,12,Amersfoort,BASIS,Eemland,139675.004,475390.657,BASIS,Randstad Noord,RN,7b650d8f-888c-4aa0-9133-7cbcda0d23c7,485
Gouda Goverwelle,Gdg,105,,105,105__,Woerden - Gouda,29.779,"29,779000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,52.0151552939526,4.73989839264881,Randstad Zuid,RZ,81,Rijn en Gouwe,BASIS,Rijn en Gouwe,110563.732,447619.769,BASIS,Randstad Zuid,RZ,5453fe5d-b62c-4e81-a007-e671218e4930,486
Nijmegen Lent,Nml,044,,44,044__,Ressen=Bemmel - Nijmegen,14.760424,"14,760424",Gerealiseerd/vastgesteld,N,klein,ProRail,Ah-Vl,Arnhem - Venlo ,51.8631066263259,5.85962565471691,Noord-Oost,NO,28,Maas en Waal,BASIS,Gelre,187541.108,430611.213,BASIS,Noord-Oost,NO,2b66d1c8-2025-4deb-afd4-747e6244a4c3,487
Uithuizen,Uhz,200,,200,200__,Winsum - Roodeschool,20.7,"20,700000",Gerealiseerd/vastgesteld,N,klein,ProRail,Swd-Rd,Sauwerd - Roodeschool ,53.4096398028554,6.67499834453829,Noord-Oost,NO,37,Groningen,BASIS,Wadden,240637.424,603359.601,BASIS,Noord-Oost,NO,d6606956-8684-4e60-ab94-22e8b0467fe8,489
Vorden,Vd,210,,210,210__,Zutphen - Winterswijk,11.775,"11,775000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zp-Ww,Zutphen - Winterswijk ,52.1072735312571,6.31767344705655,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,218743.077,458079.538,BASIS,Noord-Oost,NO,4a9188cd-5a5a-4a4c-8eea-a1364541627c,490
Susteren,Srn,062,,62,062__,Sittard - Roermond,28.547,"28,547000",Gerealiseerd/vastgesteld,N,klein,ProRail,Mt-Vl,Maastricht - Venlo ,51.0614341450217,5.86311952059399,Zuid,Z,25,Roermond,BASIS,Limburg,188364.236,341426.672,BASIS,Zuid,Z,c7456736-3824-42d3-99b0-15fae24f3948,493
Zwijndrecht,Zwd,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,31.523,"31,523000",Gerealiseerd/vastgesteld,N,klein,ProRail,Bd-Rtd,Breda - Rotterdam Centraal ,51.8153376754754,4.64104314399542,Randstad Zuid,RZ,5,Dordrecht,BASIS,Dordrecht,103549.454,425454.7,BASIS,Randstad Zuid,RZ,6422ee5d-b324-46e2-b0a7-9fd227986ba9,494
Groningen Europapark,Gerp,552,b,552,552_b,Groningen Losplaats,82.021196,"82,021196",Gerealiseerd/vastgesteld,N,klein,ProRail,Hlg-Nscg,Harlingen - Nieuweschans Grens ,53.2051135595905,6.58495819423223,Noord-Oost,NO,37,Groningen,BASIS,Wadden,235028.961,580495.983,BASIS,Noord-Oost,NO,b65a8779-dad0-475d-9010-4e9d46e9686a,495
Amersfoort Centraal,Amf,506,b,506,506_b,Amersfoort,44.379,"44,379000",Gerealiseerd/vastgesteld,N,groot,ProRail,Asd-Zp,Amsterdam Centraal - Zutphen ,52.1535010645304,5.37045825712892,Randstad Noord,RN,12,Amersfoort,BASIS,Eemland,153854.01,462814.187,BASIS,Randstad Noord,RN,bbdad749-e238-45f9-a75a-8e6d4e210c19,497
Almere Buiten,Almb,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,20.066,"20,066000",Gerealiseerd/vastgesteld,N,klein,ProRail,Wp-Llso,Weesp - Lelystad Opstel. ,52.3942741716833,5.27812126648538,Randstad Noord,RN,11,Weesp,BASIS,Amstelsepoort,147575.016,489608.712,BASIS,Randstad Noord,RN,b4923558-bbc2-43f2-b41c-45285892355c,499
Den Haag Mariahoeve,Gvm,563,,563,563__,Den Haag Mariahoeve,57.1,"57,100000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,52.090755147964,4.36954536291455,Randstad Zuid,RZ,2,Den Haag,BASIS,Den Haag,85258.5,456321.7,BASIS,Randstad Zuid,RZ,79a844d0-94ec-4c73-bce4-6cf026704519,500
Lage Zwaluwe,Zlw,625,b,625,625_b,Lage Zwaluwe,15,"15,000000",Gerealiseerd/vastgesteld,N,klein,ProRail,Bd-Rtd,Breda - Rotterdam Centraal ,51.6909605813127,4.66316026788582,Zuid,Z,19,Roosendaal,BASIS,Zeeland,104936.8,411602.3,BASIS,Zuid,Z,2665fbb7-716f-4cc1-ac54-43ac1047abad,501
Sauwerd,Swd,600,b,600,600_b,Sauwerd,10.972,"10,972000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gn-Dz,Groningen - Delfzijl ,53.2912024621164,6.5403861165699,Noord-Oost,NO,37,Groningen,BASIS,Wadden,231897.586,590027.436,BASIS,Noord-Oost,NO,def8476c-ce7c-463b-8726-eac671386989,502
Delfzijl,Dz,201,,201,201__,Sauwerd - Delfzijl,37.83,"37,830000",Gerealiseerd/vastgesteld,N,middel,ProRail,Gn-Dz,Groningen - Delfzijl ,53.3338553480225,6.92348049999095,Noord-Oost,NO,37,Groningen,BASIS,Wadden,257339.812,595250.846,BASIS,Noord-Oost,NO,6ceb9fed-e098-474c-8f13-6260f7d268af,503
Dordrecht,Ddr,542,a,542,542_a,Dordrecht,29.41,"29,410000",Gerealiseerd/vastgesteld,N,middel,ProRail,Bd-Rtd,Breda - Rotterdam Centraal ,51.8071791634682,4.66832805154449,Randstad Zuid,RZ,5,Dordrecht,BASIS,Dordrecht,105421.84,424528.11,BASIS,Randstad Zuid,RZ,a9374a6d-b9b4-48bf-b482-a381c8f02050,504
Mook Molenhoek,Mmlh,049,,49,049__,Nijmegen - Beugen,26.381,"26,381000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ah-Vl,Arnhem - Venlo ,51.7676786972712,5.87962543636226,Noord-Oost,NO,28,Maas en Waal,BASIS,Gelre,188990.617,420003.703,BASIS,Noord-Oost,NO,cd4e4a16-587e-486f-aee3-75e7fa3311b6,505
Dronten,Dron,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,20.6,"20,600000",Gerealiseerd/vastgesteld,N,klein,ProRail,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,52.5344080279271,5.7208922927161,Randstad Noord,RN,11,Weesp,BASIS,Amstelsepoort,177641.257,505247.666,BASIS,Randstad Noord,RN,ae9c59ea-4afe-4754-bc74-b0eb298d29c5,506
Kampen Zuid,Kpnz,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,34.15177,"34,151770",Gerealiseerd/vastgesteld,N,klein,ProRail,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,52.5329159510417,5.91343601206032,Noord-Oost,NO,33,Gelderland,BASIS,Veluwe,190706.752,505159.296,BASIS,Noord-Oost,NO,697e9660-0457-482b-8d26-19a14f9669e1,507
Amsterdam Holendrecht,Ashd,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,7.584979,"7,584979",Gerealiseerd/vastgesteld,N,klein,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,52.2981423295159,4.96002031357439,Randstad Noord,RN,10,Duivendrecht,BASIS,Amstelsepoort,125859.85,478992.899,BASIS,Randstad Noord,RN,6ff1b9c4-9b8d-4661-ba7f-c310f1b95ef8,508
Amsterdam Science Park,Assp,050,,50,050__,Amsterdam Muiderpoort - Diemen,5.165409,"5,165409",Gerealiseerd/vastgesteld,N,klein,ProRail,Asd-Zp,Amsterdam Centraal - Zutphen ,52.3527963153338,4.94861103981712,Randstad Noord,RN,11,Weesp,BASIS,Amstelsepoort,125118.366,485078.479,BASIS,Randstad Noord,RN,d48b9a66-325a-4252-b020-136624fc5143,509
Heerlen Woonboulevard,Hrlw,067,,67,067__,Heerlen - Schin op Geul,0.324701,"0,324701",Gerealiseerd/vastgesteld,N,klein,ProRail,Hrl-Sog,Heerlen - Schin op Geul ,50.8963268140388,5.95400921571066,Zuid,Z,26,Maastricht,BASIS,Limburg,194878.343,323104.374,BASIS,Zuid,Z,42345390-b6b3-4517-b9ef-663dc86d8c21,510
Maarheeze,Mz,057,,57,057__,Eindhoven - Weert,20.130109,"20,130109",Gerealiseerd/vastgesteld,N,klein,ProRail,Ehv-Wt,Eindhoven - Weert ,51.304981633313,5.62979755421843,Zuid,Z,24,Eindhoven,BASIS,De Peel,171917.268,368440.773,BASIS,Zuid,Z,90632035-b371-4dc7-b429-b654e11673c0,511
Emmen Zuid,Emnz,203,,203,203__,Mariënberg - Emmen,70,"70,000000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hea-Emn,Herfte Aansl. - Emmen ,52.7485392840427,6.87411947124522,Noord-Oost,NO,34,Overijssel,BASIS,Drenthe,255394.99,530055.29,BASIS,Noord-Oost,NO,b0c1f5d0-68a6-419b-b9f1-455bfb43f0fc,512
Eindhoven Stadion,Ehst,618,c,618,618_c,Eindhoven,58.1,"58,100000",Gerealiseerd/vastgesteld,J,klein,ProRail,Bd-Ehv,Breda - Eindhoven ,51.4428157582907,5.4682464809507,Zuid,Z,23,Boxtel,BASIS,Brabant,160634.6,383749.9,BASIS,Zuid,Z,a3a9154e-7046-421f-ba65-d9521d454d64,514
Sassenheim,Ssh,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,34.7,"34,700000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,52.2153404618465,4.51762910562758,Randstad Zuid,RZ,1,Leiden,BASIS,Rijn en Gouwe,95572.612,470050.501,BASIS,Randstad Zuid,RZ,7dee2810-85d7-42ae-aff4-6f9760fa079f,517
Westervoort,Wtv,038,,38,038__,Velperbroek Aansl. - Zevenaar,97.5,"97,500000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,51.9629823963389,5.96924946911175,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,195003.014,441777.55,BASIS,Noord-Oost,NO,509806ea-d4a2-44f4-8ae7-53076061f516,518
Sliedrecht Baanhoek,Sdtb,118,,118,118__,Geldermalsen - Dordrecht,86.4,"86,400000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gdm-Ddr,Geldermalsen - Dordrecht ,51.8299608010962,4.74362282894724,Randstad Zuid,RZ,5,Dordrecht,BASIS,Dordrecht,110636.975,427013.981,BASIS,Randstad Zuid,RZ,eea6d7c2-e034-421e-b1b7-cca8259c1454,519
Hardinxveld Blauwe Zoom,Hbzm,118,,118,118__,Geldermalsen - Dordrecht,81.2,"81,200000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gdm-Ddr,Geldermalsen - Dordrecht ,51.8296406779757,4.81581638610246,Randstad Zuid,RZ,5,Dordrecht,BASIS,Dordrecht,115613.044,426936.803,BASIS,Randstad Zuid,RZ,66553569-477c-4904-a1ec-5ebca7e34588,520
Boven - Hardinxveld,Bhdv,118,,118,118__,Geldermalsen - Dordrecht,76.8,"76,800000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gdm-Ddr,Geldermalsen - Dordrecht ,51.8324739175705,4.87954422558464,Randstad Zuid,RZ,5,Dordrecht,BASIS,Dordrecht,120008.099,427219.426,BASIS,Randstad Zuid,RZ,d97e9e69-0fe0-4bb0-bd85-5d5e76d7aac0,521
Hoevelaken,Hvl,020,,20,020__,Amersfoort Aansl. - Barneveld Noord,51.36015,"51,360150",Gerealiseerd/vastgesteld,N,klein,ProRail,Asd-Zp,Amsterdam Centraal - Zutphen ,52.166433611086,5.45790158602136,Noord-Oost,NO,29,Gelderse Vallei,BASIS,Veluwe,159836.941,464255.306,BASIS,Noord-Oost,NO,e4f310f9-d4be-4a99-9f59-40e0987397e9,522
Halfweg - Zwanenburg,Hwzb,084,,84,084__,Amsterdam Sloterdijk - Haarlem,9.349279,"9,349279",Gerealiseerd/vastgesteld,N,klein,ProRail,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,52.3862576941428,4.74522371197877,Randstad Noord,RN,8,Haarlem,BASIS,Kennemerland,111294.653,488904.744,BASIS,Randstad Noord,RN,510fe9e2-8652-4751-ac2d-8a47ea84ef7c,523
Almere Poort,Ampo,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,9.132919,"9,132919",Gerealiseerd/vastgesteld,N,klein,ProRail,Wp-Llso,Weesp - Lelystad Opstel. ,52.3426087664858,5.15214378030953,Randstad Noord,RN,11,Weesp,BASIS,Amstelsepoort,138981.458,483880.543,BASIS,Randstad Noord,RN,fa524522-3915-46b5-ac72-10b17146e800,524
Hengelo Gezondheidspark,Hglg,031,a,31,031_a,Zutphen - Hengelo,43.352187,"43,352187",Gerealiseerd/vastgesteld,N,klein,ProRail,Zp-Esg,Zutphen - Enschede Grens ,52.2616543380159,6.76804335578802,Noord-Oost,NO,32,Twente,BASIS,Twente,249267.082,475745.27,BASIS,Noord-Oost,NO,8970b636-cb41-4390-bb66-0aace706d49e,525
Utrecht Leidsche Rijn,Utlr,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,3.332958,"3,332958",Gerealiseerd/vastgesteld,N,klein,ProRail,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,52.098961486854,5.06534902031748,Randstad Noord,RN,14,Woerden,BASIS,Neerlands Midden,132946.478,456794.84,BASIS,Randstad Noord,RN,487418d2-61b6-40fe-bcff-806eac86502f,526
Maastricht Noord,Mtn,063,,63,063__,Maastricht - Sittard,2.830265,"2,830265",Gerealiseerd/vastgesteld,N,klein,ProRail,Mt-Vl,Maastricht - Venlo ,50.8704213950096,5.71745961489929,Zuid,Z,26,Maastricht,BASIS,Limburg,178248.842,320120.377,BASIS,Zuid,Z,20f8759e-855f-49e7-976a-b5af888661fb,527
Nijmegen Goffert,Nmgo,047,,47,047__,s Hertogenbosch - Nijmegen,62.922357,"62,922357",Gerealiseerd/vastgesteld,N,klein,ProRail,Ht-Nm,s-Hertogenbosch - Nijmegen ,51.8272500230101,5.82216288161757,Noord-Oost,NO,28,Maas en Waal,BASIS,Gelre,184984.521,426605.916,BASIS,Noord-Oost,NO,f6d5699f-7c50-41f6-8158-6feccc10c07a,528
Utrecht Vaartsche Rijn,Utvr,531,c,531,531_c,Utrecht Centraal,36.615753,"36,615753",Gerealiseerd/vastgesteld,N,klein,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,52.078519462156,5.12276195034182,Randstad Noord,RN,13,Utrecht,BASIS,Neerlands Midden,136872.13,454504.609,BASIS,Randstad Noord,RN,0533200e-41ca-4687-ad20-a62789771269,529
Barneveld Zuid,Bnz,211,,211,211__,Barneveld Noord - Ede=Wageningen,16.374869,"16,374869",Gerealiseerd/vastgesteld,N,klein,ProRail,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,52.1280615544252,5.60333956794968,Noord-Oost,NO,29,Gelderse Vallei,BASIS,Veluwe,169800.071,460005.729,BASIS,Noord-Oost,NO,74abde55-cbc2-4e2b-bd97-d0e289c2cf05,530
Hamont,Hmt,786,,786,786__,Neerpelt (B) - Budel Grens,31.998223,"31,998223",Gerealiseerd/vastgesteld,N,klein,Derden - Overig,Lnp-Bdl,Neerpelt (B) - Budel ,51.2461993464038,5.54244714863088,n.v.t.,,,n.v.t.,,n.v.t.,165839.907,361884.626,,n.v.t.,,946fa326-7813-4656-91b1-299d33d8b157,534
Boskoop Snijdelwijk,Bsks,226,,226,226__,Gouda - Alphen a/d Rijn,10.664127,"10,664127",Gerealiseerd/vastgesteld,N,klein,ProRail,Gd-Apn,Gouda - Alphen a/d Rijn ,52.0675637853987,4.64627764852498,Randstad Zuid,RZ,81,Rijn en Gouwe,BASIS,Rijn en Gouwe,104196.471,453511.85,BASIS,Randstad Zuid,RZ,62a6aac4-4223-4ee7-a00d-aba37dd25e15,535
Waddinxveen Triangel,Wadt,226,,226,226__,Gouda - Alphen a/d Rijn,6.169962,"6,169962",Gerealiseerd/vastgesteld,N,klein,ProRail,Gd-Apn,Gouda - Alphen a/d Rijn ,52.0272796390435,4.64910298857739,Randstad Zuid,RZ,81,Rijn en Gouwe,BASIS,Rijn en Gouwe,104344.642,449028.088,BASIS,Randstad Zuid,RZ,1b50e28e-06df-4c6b-b071-554be4cfa3ba,536
Zwolle Stadshagen,Zlsh,015,,15,015__,Zwolle - Kampen,91.310322,"91,310322",Gerealiseerd/vastgesteld,N,klein,ProRail,Zl-Kpn,Zwolle - Kampen ,52.5277110197873,6.05135495533813,Noord-Oost,NO,34,Overijssel,BASIS,Drenthe,200070.22,504657.155,BASIS,Noord-Oost,NO,4dbf0311-c0d7-4190-9881-97c9ce490d95,537
Roodeschool,Rd,815,a,815,815_a,Roodeschool Eemshaven,0.8,"0,800000",Gerealiseerd/vastgesteld,N,klein,ProRail,Rda-Eem,Rodeschool Aansl. - Eemshaven ,53.4204721454458,6.75779453930023,Noord-Oost,NO,37,Groningen,BASIS,Wadden,246119.9,604666.8,BASIS,Noord-Oost,NO,489aa004-ae18-488c-ab9d-d8528afa19e1,538
Eemshaven,Eem,815,c,815,815_c,Roodeschool Eemshaven,202.903032,"202,903032",Gerealiseerd/vastgesteld,N,middel,ProRail,Eem-Bkkd,Eemshaven - Borkumkade ,53.4588622503618,6.82965848140878,Noord-Oost,NO,37,Groningen,BASIS,Wadden,250811.449,609032.378,BASIS,Noord-Oost,NO,cdfeeeda-fb1f-49e3-95ad-d9b88ea3b13b,539
Lansingerland-Zoetermeer,Llzm,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,10.951735,"10,951735",Gerealiseerd/vastgesteld,N,klein,ProRail,Gd-Gvc,Gouda - Den Haag Centraal ,52.0410273498474,4.51864460692538,Randstad Zuid,RZ,2,Den Haag,BASIS,Den Haag,95409.929,450656.583,BASIS,Randstad Zuid,RZ,38184a00-129c-45ee-9631-7d59527b5e63,540
