ID,VERSIE,OBJECTTYPE,OBJECTCODE,NIVEAU,LENGTE,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,KMLINT,KMLINT_OMSCHRIJVING,GELDIG_VANAF,PUBLICATIEDATUM,SE_ANNO_CAD_DATA,Shape__Length
238,,,,,1265.329,589,e,589,589_e,Duivendrecht,300.833,"300,833",302.1,"302,100",Dvaw-Asb,Duivendrecht Aansl. West - Amsterdam Bijlmer ArenA ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
239,,,,,861.191,589,a,589,589_a,Duivendrecht,0.035,"0,035",0.9,"0,900",Dvaz-Vspa,Duivendrecht Aansl. Zuid - Venserpolder Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
240,,,,,3016.643,815,c,815,815_c,Roodeschool Eemshaven,200,"200,000",203.016,"203,016",Eem-Bkkd,Eemshaven - Borkumkade ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
241,,,,,699.838,815,b,815,815_b,Roodeschool Eemshaven,100,"100,000",100.7,"100,700",Eem-Eemwt,Eemshaven - Eemshaven West ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
242,,,,,25199.493,057,,57,057__,Eindhoven - Weert,2,"2,000",27.2,"27,200",Ehv-Wt,Eindhoven - Weert ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
243,,,,,300.68,618,a,618,618_a,Eindhoven,1.7,"1,700",2,"2,000",Ehv-Wt,Eindhoven - Weert ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
244,,,,,18616.606,042,,42,042__,Vork - Kesteren,2.9,"2,900",21.5,"21,500",Est-Gdm,Elst - Geldermalsen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
245,,,,,22469.13,043,,43,043__,Kesteren - Geldermalsen,21.5,"21,500",43.9,"43,900",Est-Gdm,Elst - Geldermalsen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
246,,,,,501.506,510,a,510,510_a,Elst,1.3,"1,300",1.8,"1,800",Est-Gdm,Elst - Geldermalsen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
247,,,,,1102.113,511,,511,511__,Vork,1.8,"1,800",2.9,"2,900",Est-Gdm,Elst - Geldermalsen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
248,,,,,300.817,513,b,513,513_b,Geldermalsen,43.9,"43,900",44.2,"44,200",Est-Gdm,Elst - Geldermalsen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
249,,,,,524.564,844,b,844,844_b,Emmen Emmtec,100,"100,000",100.525,"100,525",Emnr1-Emnr2,Emmen Raccordement 1 - Emmen Raccordement 2 ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
250,,,,,2227.35,844,a,844,844_a,Emmen Emmtec,0.1,"0,100",2.32,"2,320",Emnra-Emnr1,Emmen Raccordement Aansluiting - Emmen Raccordement 1 ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
251,,,,,346.17,126,b,126,126_b,Roosendaal - Roosendaal Grens,75.236,"75,236",75.582,"75,582",Esn-Np,Essen (B) - Nispen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
252,,,,,1861.729,788,,788,788__,Roosendaal Grens - Essen (B),73.374,"73,374",75.236,"75,236",Esn-Np,Essen (B) - Nispen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
253,,,,,536.218,819,,819,819__,Etten=Leur Gem. Industrieterrein,0.1,"0,100",0.637,"0,637",Etnva-Etnv,Etten-Leur Racc. Vossendaal Aansl. - Etten-Leur Racc. Vossendaal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
254,,,,,699.988,817,k,817,817_k,Vlissingen Sloehaven,600,"600,000",600.7,"600,700",Eupwo-IJslw,Europaweg Oost - IJslandweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
255,,,,,3314.151,817,g,817,817_g,Vlissingen Sloehaven,300,"300,000",303.3,"303,300",Eupwo-Qh,Europaweg Oost - Quarleshaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
256,,,,,1350.023,817,b,817,817_b,Vlissingen Sloehaven,130,"130,000",131.35,"131,350",Eupwz-Adw,Europaweg Zuid - Achterduinweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
257,,,,,700.643,817,c,817,817_c,Vlissingen Sloehaven,140,"140,000",140.695,"140,695",Eupwz-Albw,Europaweg Zuid - Albaniëweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
258,,,,,1018.086,817,d,817,817_d,Vlissingen Sloehaven,159.98,"159,980",161,"161,000",Eupwz-Spjw,Europaweg Zuid - Spanjeweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
259,,,,,374.748,477,e,477,477_e,Rotterdam Europoort 3,500.2,"500,200",500.574,"500,574",Erpmww-Mzlwg,Europoort Merwedeweg - Europoort Moezelweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
260,,,,,2459.99,474,c,474,474_c,Rotterdam Europoort 1,200.1,"200,100",202.565,"202,565",Erpw-Erpmw,Europoort West - Stamlijn Marktweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
261,,,,,853.381,817,h,817,817_h,Vlissingen Sloehaven,310,"310,000",310.85,"310,850",Frkw-Qh,Frankrijkweg - Quarleshaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
262,,,,,3128.563,817,i,817,817_i,Vlissingen Sloehaven,400,"400,000",403.13,"403,130",Frkws-Bww,Frankrijkweg Sloegebied - Belgiëweg West ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
263,,,,,2002.674,027,,27,027__,Diemen - Duivendrecht,147.5,"147,500",149.5,"149,500",Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
264,,,,,6596.115,144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,151,"151,000",157.6,"157,600",Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
265,,,,,907.374,558,b,558,558_b,Amsterdam Riekerpolder,157.6,"157,600",158.505,"158,505",Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
266,,,,,1102.561,587,c,587,587_c,Diemen,146.4,"146,400",147.5,"147,500",Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
267,,,,,1511.671,589,c,589,589_c,Duivendrecht,149.5,"149,500",151,"151,000",Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
268,,,,,47292.252,118,,118,118__,Geldermalsen - Dordrecht,46.3,"46,300",93.5,"93,500",Gdm-Ddr,Geldermalsen - Dordrecht ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
269,,,,,200.519,513,c,513,513_c,Geldermalsen,46.1,"46,100",46.3,"46,300",Gdm-Ddr,Geldermalsen - Dordrecht ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
270,,,,,100.575,542,b,542,542_b,Dordrecht,93.5,"93,500",93.6,"93,600",Gdm-Ddr,Geldermalsen - Dordrecht ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
271,,,,,1299,790,,790,790__,Gent (B) - Zelzate (B),25.101,"25,101",26.4,"26,400",Gent-Fsz,Gent (B) - Zelzate (B) ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
272,,,,,1101.336,106,,106,106__,Gouda - Moordrecht Aansl. Noord,1.1,"1,100",2.2,"2,200",Gd-Apn,Gouda - Alphen a/d Rijn ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
273,,,,,12699.062,226,,226,226__,Gouda - Alphen a/d Rijn,3.8,"3,800",16.5,"16,500",Gd-Apn,Gouda - Alphen a/d Rijn ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
274,,,,,1600.228,537,a,537,537_a,Moordrecht Aansl.,2.2,"2,200",3.8,"3,800",Gd-Apn,Gouda - Alphen a/d Rijn ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
275,,,,,239.997,624,b,624,624_b,Gouda,0.86,"0,860",1.1,"1,100",Gd-Apn,Gouda - Alphen a/d Rijn ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
276,,,,,22624.259,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,0.8,"0,800",23.4,"23,400",Gd-Gvc,Gouda - Den Haag Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
277,,,,,800.821,537,c,537,537_c,Moordrecht Aansl.,0,"0,000",0.8,"0,800",Gd-Gvc,Gouda - Den Haag Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
278,,,,,909.785,560,a,560,560_a,Den Haag Centraal,24.5,"24,500",25.415,"25,415",Gd-Gvc,Gouda - Den Haag Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
279,,,,,1098.911,564,b,564,564_b,Den Haag Binckhorst,23.4,"23,400",24.5,"24,500",Gd-Gvc,Gouda - Den Haag Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
280,,,,,12987.915,048,,48,048__,Nijmegen Grens - Nijmegen,0,"0,000",13,"13,000",Gb-Nm,Groesbeek - Nijmegen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
281,,,,,4392.933,778,,778,778__,Gronau (D) - Enschede Grens,54.578,"54,578",58.971,"58,971",G-Esg,Gronau (D) - Enschede Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
282,,,,,9392.553,006,,6,006__,Groningen - Sauwerd,1.1,"1,100",10.5,"10,500",Gn-Dz,Groningen - Delfzijl ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
283,,,,,26962.116,201,,201,201__,Sauwerd - Delfzijl,11.3,"11,300",38.245,"38,245",Gn-Dz,Groningen - Delfzijl ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
284,,,,,801.35,600,b,600,600_b,Sauwerd,10.5,"10,500",11.3,"11,300",Gn-Dz,Groningen - Delfzijl ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
285,,,,,2071.228,167,,167,167__,Zevenbergschenhoek Aansluiting,300,"300,000",302.071,"302,071",Hszha-Zha,HSL - Zevenbergschen Hoek Aansl. - Zevenbergschen Hoek Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
286,,,,,2458.129,667,b,667,667_b,Prinsenbeek,399.965,"399,965",402.457,"402,457",Hsbda-Bda,HSL Breda Aansluiting - Breda Aansluiting ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
287,,,,,435.006,527,f,527,527_f,Haarlem,500.665,"500,665",501.1,"501,100",Hlm-Hlmjl,Haarlem - Haarlem Julianalaan ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
288,,,,,10927.085,076,,76,076__,Santpoort Noord - Uitgeest,6.6,"6,600",17.5,"17,500",Hlm-Utg,Haarlem - Uitgeest ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
289,,,,,4005.906,082,,82,082__,Haarlem - Santpoort Noord,1.1,"1,100",5.1,"5,100",Hlm-Utg,Haarlem - Uitgeest ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
290,,,,,100.655,522,a,522,522_a,Uitgeest,17.5,"17,500",17.6,"17,600",Hlm-Utg,Haarlem - Uitgeest ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
291,,,,,599.501,527,b,527,527_b,Haarlem,0.5,"0,500",1.1,"1,100",Hlm-Utg,Haarlem - Uitgeest ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
292,,,,,1500.555,556,,556,556__,Santpoort Noord,5.1,"5,100",6.6,"6,600",Hlm-Utg,Haarlem - Uitgeest ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
293,,,,,7063.855,083,,83,083__,Haarlem - Zandvoort aan Zee,1.1,"1,100",8.17,"8,170",Hlmjl-Zvt,Haarlem Julianalaan - Zandvoort aan Zee ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
294,,,,,400.188,527,a,527,527_a,Haarlem,200.1,"200,100",200.5,"200,500",Hlmzzg-Hlmnwr,Haarlem Zuid Zijlweg - Haarlem Noord Westelijke Randweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
295,,,,,1897.158,022,,22,022__,Haren - Waterhuizen Aansl.,0.4,"0,400",2.3,"2,300",Hrna-Wha,Haren Aansl. - Waterhuizen Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
296,,,,,199.495,549,a,549,549_a,Haren,0.2,"0,200",0.4,"0,400",Hrna-Wha,Haren Aansl. - Waterhuizen Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
297,,,,,550.014,001,b,1,001_b,Harlingen Haven - Leeuwarden,100,"100,000",100.55,"100,550",Hlg-Hlgh,Harlingen - Harlingen Haven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
298,,,,,24252.873,001,a,1,001_a,Harlingen Haven - Leeuwarden,0.4,"0,400",24.6,"24,600",Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
299,,,,,52362.513,002,,2,002__,Leeuwarden - Groningen,27,"27,000",79.3,"79,300",Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
300,,,,,2304.403,003,,3,003__,Groningen Losplaats - Waterhuizen Aansl.,83.8,"83,800",86.1,"86,100",Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
301,,,,,14820.279,004,,4,004__,Waterhuizen Aansl. - Zuidbroek,87,"87,000",101.8,"101,800",Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
302,,,,,24682.527,005,,5,005__,Zuidbroek - Nieuweschans Grens,103,"103,000",127.642,"127,642",Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
303,,,,,2494.863,501,,501,501__,Groningen,79.3,"79,300",81.8,"81,800",Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
304,,,,,901.371,548,,548,548__,Waterhuizen Aansl.,86.1,"86,100",87,"87,000",Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
305,,,,,2404.462,550,,550,550__,Leeuwarden,24.6,"24,600",27,"27,000",Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
306,,,,,2003.624,552,b,552,552_b,Groningen Losplaats,81.8,"81,800",83.8,"83,800",Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
307,,,,,1211.758,653,a,653,653_a,Zuidbroek,101.8,"101,800",103,"103,000",Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
308,,,,,1147.969,785,,785,785__,Lanaken (B) - Maastricht grens,11.603,"11,603",12.751,"12,751",Has-Glk,Hasselt (B) - Lanaken (B) ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
309,,,,,15113.483,216,,216,216__,Heerhugowaard - Hoorn,7.4,"7,400",22.5,"22,500",Hwd-Hn,Heerhugowaard - Hoorn ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
310,,,,,100.687,626,b,626,626_b,Hoorn,22.5,"22,500",22.6,"22,600",Hwd-Hn,Heerhugowaard - Hoorn ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
311,,,,,7302.179,067,,67,067__,Heerlen - Schin op Geul,0.2,"0,200",7.5,"7,500",Hrl-Sog,Heerlen - Schin op Geul ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
312,,,,,99.037,504,a,504,504_a,Heerlen,0.1,"0,100",0.2,"0,200",Hrl-Sog,Heerlen - Schin op Geul ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
313,,,,,299.404,521,a,521,521_a,Schin op Geul,7.5,"7,500",7.8,"7,800",Hrl-Sog,Heerlen - Schin op Geul ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
314,,,,,1201.216,490,c,490,490_c,Amsterdam Houtrakpolder (gebied),104.5,"104,500",105.7,"105,700",Hmta-Hrp,Hemtunnel Aansl. - Amsterdam Houtrakpolder ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
315,,,,,5455.65,490,b,490,490_b,Amsterdam Houtrakpolder (gebied),4.5,"4,500",9.9,"9,900",Hmta-Law,Hemtunnel Aansl. - Latexweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
316,,,,,2282.453,405,,405,405__,Hengelo - Hengelo Zoutindustrie,0.08,"0,080",2.36,"2,360",Hgl-Hglz,Hengelo - Hengelo Zoutindustrie ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
317,,,,,17412.744,026,,26,026__,Hengelo - Oldenzaal Grens,16.1,"16,100",33.466,"33,466",Hgl-Odzg,Hengelo - Oldenzaal Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
318,,,,,409.256,543,b,543,543_b,Hengelo,15.7,"15,700",16.1,"16,100",Hgl-Odzg,Hengelo - Oldenzaal Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
319,,,,,41330.496,203,,203,203__,Mariënberg - Emmen,34.5,"34,500",75.8,"75,800",Hea-Emn,Herfte Aansl. - Emmen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
320,,,,,29412.19,204,,204,204__,Herfte Aansl. - Mariënberg,4.3,"4,300",33.7,"33,700",Hea-Emn,Herfte Aansl. - Emmen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
321,,,,,300.3,400,,400,400__,Emmen - Weerdinge,75.8,"75,800",76.1,"76,100",Hea-Emn,Herfte Aansl. - Emmen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
322,,,,,87.962,602,a,602,602_a,Herfte Aansl.,4.21,"4,210",4.3,"4,300",Hea-Emn,Herfte Aansl. - Emmen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
323,,,,,801.5,751,,751,751__,Mariënberg,33.7,"33,700",34.5,"34,500",Hea-Emn,Herfte Aansl. - Emmen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
324,,,,,1448.041,782,,782,782__,Herzogenrath (D),17.757,"17,757",19.2,"19,200",Hz-Stolb,Herzogenrath (D) - Stolberg (D) ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
325,,,,,2666.747,032,,32,032__,Blauwkapel - Lunetten,14,"14,000",16.67,"16,670",Hvs-Utm,Hilversum - Utrecht Maliebaan ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
326,,,,,11808.38,095,,95,095__,Hilversum - Blauwkapel,0.9,"0,900",12.7,"12,700",Hvs-Utm,Hilversum - Utrecht Maliebaan ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
327,,,,,401.344,528,a,528,528_a,Hilversum,0.5,"0,500",0.9,"0,900",Hvs-Utm,Hilversum - Utrecht Maliebaan ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
328,,,,,1301.334,546,c,546,546_c,Blauwkapel,12.7,"12,700",14,"14,000",Hvs-Utm,Hilversum - Utrecht Maliebaan ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
329,,,,,7050.888,823,a,823,823_a,Oosterhout Weststad,0,"0,000",7.1,"7,100",Hzl-Otw,Hooge Zwaluwe - Oosterhout Weststad ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
330,,,,,19029.37,435,,435,435__,Hoorn - Medemblik,1.4,"1,400",20.431,"20,431",Hn-Mbk,Hoorn - Medemblik ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
331,,,,,100.429,626,a,626,626_a,Hoorn,1.3,"1,300",1.4,"1,400",Hn-Mbk,Hoorn - Medemblik ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
332,,,,,820.753,663,b,663,663_b,Rotterdam Barendrecht,99.584,"99,584",100.405,"100,405",IJsma-Brdv,IJsselmonde Aansl. - Barendrecht Vork ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
333,,,,,683.702,664,a,664,664_a,Rotterdam Lombardijen,98.9,"98,900",99.584,"99,584",IJsma-Brdv,IJsselmonde Aansl. - Barendrecht Vork ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
334,,,,,2525.902,780,,780,780__,Venlo Grens - Keulen (D),16.804,"16,804",19.33,"19,330",Kn-Vlgr,Kaldenkirchen (D) - Venlo Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
335,,,,,1387.481,541,c,541,541_c,Weesp Aansl.,150,"150,000",151.388,"151,388",Kv-Mbga,Keverdijk - Muiderberg Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
336,,,,,899.792,924,b,924,924_b,Kijfhoek,524.831,"524,831",525.735,"525,735",Kfhz-Brppd,Kijfhoek Zuid - Betuweroute Papendrecht ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
337,,,,,4221.177,924,a,924,924_a,Kijfhoek,33.2,"33,200",37.4,"37,400",Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
338,,,,,340.166,485,a,485,485_a,Amsterdam Hemhaven (gebied),0,"0,000",0.34,"0,340",Kmbw-Kjtw,Kombuisweg - Kajuitweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
339,,,,,1219.64,451,b,451,451_b,Coevorden - Coevorden Grens,73.65,"73,650",74.869,"74,869",Lar-Coep,Laarwald (D) - Coevorden Europark ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
340,,,,,2949.319,776,,776,776__,Laarwald (D) - Coevorden Grens,70.7,"70,700",73.65,"73,650",Lar-Coep,Laarwald (D) - Coevorden Europark ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
341,,,,,10900.674,228,,228,228__,Lage Zwaluwe - s Hertogenbosch,1.1,"1,100",12,"12,000",Zlw-Hzl,Lage Zwaluwe - Hooge Zwaluwe ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
342,,,,,12174.946,801,a,801,801_a,Moerdijk Industrieterrein,0.4,"0,400",12.591,"12,591",Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
343,,,,,19918.876,120,a,120,120_a,Lage Zwaluwe - Roosendaal,1.5,"1,500",21.5,"21,500",Zlw-Np,Lage Zwaluwe - Nispen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
344,,,,,6197.672,126,a,126,126_a,Roosendaal - Roosendaal Grens,24.6,"24,600",30.8,"30,800",Zlw-Np,Lage Zwaluwe - Nispen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
345,,,,,3085.668,545,b,545,545_b,Roosendaal,21.5,"21,500",24.6,"24,600",Zlw-Np,Lage Zwaluwe - Nispen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
346,,,,,500.345,625,a,625,625_a,Lage Zwaluwe,1,"1,000",1.5,"1,500",Zlw-Np,Lage Zwaluwe - Nispen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
347,,,,,11314.593,309,,309,309__,Landgraaf - Simpelveld,0.8,"0,800",12.1,"12,100",Lg-Spv,Landgraaf - Simpelveld ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
348,,,,,498.618,661,a,661,661_a,Landgraaf,0.3,"0,300",0.8,"0,800",Lg-Spv,Landgraaf - Simpelveld ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
349,,,,,48007.042,008,,8,008__,Leeuwarden - Stavoren,2.5,"2,500",50.46,"50,460",Lw-Stv,Leeuwarden - Stavoren ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
350,,,,,1105.857,143,,143,143__,Leidschenveen - Leidschendam Lijnwerkplaats,16.8,"16,800",17.9,"17,900",Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
351,,,,,200.588,565,a,565,565_a,Leidschenveen,16.6,"16,600",16.8,"16,800",Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
352,,,,,560.131,922,,922,922__,Leidschendam Lijnwerkplaats,17.9,"17,900",18.456,"18,456",Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
353,,,,,41011.17,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,3.195,"3,195",44.2,"44,200",Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
354,,,,,833.515,603,d,603,603_d,Zwolle,47.6,"47,600",48.428,"48,428",Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
355,,,,,3392.017,604,a,604,604_a,Hattemerbroek,44.2,"44,200",47.6,"47,600",Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
356,,,,,6300.081,040,,40,040__,Leusden - Amersfoort,44.1,"44,100",50.4,"50,400",Lsd-Amf,Leusden - Amersfoort ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
357,,,,,500.936,506,c,506,506_c,Amersfoort,50.4,"50,400",50.9,"50,900",Lsd-Amf,Leusden - Amersfoort ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
358,,,,,298.873,127,b,127,127_b,Roosendaal - Vlissingen,700,"700,000",700.3,"700,300",Lwd-Sloe,Lewedorp - Sloehaven Emplacement ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
359,,,,,2761.616,817,l,817,817_l,Vlissingen Sloehaven,700.3,"700,300",703.063,"703,063",Lwd-Sloe,Lewedorp - Sloehaven Emplacement ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
360,,,,,830.767,822,c,822,822_c,Zwijndrecht Groote Lindt,300.1,"300,100",300.93,"300,930",Lindk-Nrdwg,Lindtsedijk - Noordweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
