zk_volgnr;subsidiejaar;subsidieregeling;naam_activiteit_of_projectnaam;resultaat;voorlopig_bedrag;definitief_bedrag;aanvrager;kvk
1.353.337;2017;Evenementen;ARTzaanstad 2017;Verleend en Vastgesteld conform;;16.204;Stichting ARTzaanstad;59.687.924
1.356.480;2017;Evenementen;BouleVaart ;Verleend en Vastgesteld conform;;16.692;Stichting BouleVaart;61.976.024
1.356.559;2017;Evenementen;Foodfestival aan de Zaan;Verleend en Vastgesteld conform;;8.252;Stichting i.o. Foodfestival aan de Zaan;34.226.917
1.356.610;2017;Evenementen;Good Vibes Festival 2017;Verleend en Vastgesteld conform;;16.204;Stichting Raaz;56.515.316
1.349.201;2017;Evenementen;Grachtenfestival ontdekt de Zaan;Verleend en Vastgesteld conform;;19.843;Stichting Grachtenfestival;33.302.156
1.356.611;2017;Evenementen;Hembrug Happening;Verleend en Vastgesteld conform;;30.458;Stichting Halte Hembrug;60.847.654
1.356.418;2017;Evenementen;HonderdUIT - de zaanse UITmarkt;Verleend en Vastgesteld conform;;22.131;LassooyDesign;35.026.432
1.356.546;2017;Evenementen;IFIKZ 2017;Verleend en Vastgesteld conform;;36.460;Stichting Zaanse Industriecultuur;62.290.312
1.347.164;2017;Evenementen;Kinderboekenfeest op de Zaanse Schans;Verleend en Vastgesteld conform;;24.300;Stichting Oeverloos;34.261.160
1.356.613;2017;Evenementen;Monet in Zaandam;Verleend en Vastgesteld conform;;11.163;Stichting Monet in Zaandam;50.024.949
1.347.028;2017;Evenementen;optimist on tour;Verleend en Vastgesteld conform;;13.691;ZAANnautiek;62.914.510
1.356.608;2017;Evenementen;Festival PinksterZaan;Verleend en Vastgesteld op nul;;0;Stichting PinksterZaan;60.687.851
1.356.482;2017;Evenementen;Midzomer op de Zaan;Verleend en Vastgesteld op nul;;0;Stichting MidzomerZaan;342.582.540.000
1.356.431;2017;Evenementen;Winterschans 2017;Verleend en Vastgesteld op nul;;0;Stichting de Zaanse Schans;35.027.169
1.205.868;2017;Harmonisatie;Peuterplaatsen;Verleend;73.532;;Babino B.V.;52.407.713
1.205.867;2017;Harmonisatie;Peuterplaatsen;Verleend;734.312;;Peuteropvang Zaanstad B.V.;63.094.754
1.205.864;2017;Harmonisatie;Peuterplaatsen;Verleend;139.346;;Babino Peuteropvang B.V.;58.408.630
1.198.544;2017;Harmonisatie;Peuterspelen Boefje/cbs de Evenaar;Verleend;78.203;;Kinderopvang Boefje;34.319.047
1.223.265;2017;Harmonisatie;PeuterTuin BV, peuterplaatsen 2017;Verleend;1.111.965;;PeuterTuin BV;63.303.515
1.224.690;2017;Harmonisatie;VVE/regulier voorschool Peuterspelen;Verleend;460.106;;Freekids Peuterzorg B.V.;34.151.112
1.224.717;2017;Harmonisatie;VVE/regulier voorschool peuterspelen;Verleend;13.190;;Freekids BV;34.164.779
1.217.717;2017;Harmonisatie;Peutergroep Windekind;Verleend en Lager vastgesteld;;13.436;de Vlinderboom op school BV;60.489.723
1.119.504;2017;Harmonisatie;Peuterleren op De Peutersoos;Verleend en Lager vastgesteld;;16.674;Stichting et Nabuut, afd. De Peutersoos;34.281.911
1.747.911;2017;Instandhouding erfgoed;De Groene Bark;Verleend;8.500;;Hooyschuur architecten;
1.963.123;2017;Instandhouding erfgoed;De Wormerveerse Vermaning;Verleend;5.000;;Stichting Wormerveerse Vermaning;
1.784.550;2017;Instandhouding erfgoed;De Zon;Verleend;1.887;;van der woude verlichting vof;
1.424.388;2017;Instandhouding erfgoed;DZM Prinsenhof, Bonte Hen, Ooievaar, Huisman, Kat, Pink, Schoolmeester, Bl.Dood, Poelenburg, J.Dirk;Verleend;19.533;;Vereniging De Zaansche Molen;
1.850.587;2017;Instandhouding erfgoed;gemeentelijk monument;Verleend;6.600;;Investeringsmaatschappij BS;
1.788.678;2017;Instandhouding erfgoed;graanpakhuis;Verleend;12.000;;;
1.843.762;2017;Instandhouding erfgoed;St. Odulphuskerk te Assendelft en de pastorie behorende bij de Odulphuskerk;Verleend;12.000;;St. Odulphuskerk;
1.927.014;2017;Instandhouding erfgoed;stolpboerderij;Verleend;12.000;;;
1.835.174;2017;Instandhouding erfgoed;woonhuis;Verleend;6.600;;Investeringsmaatschappij BS B.V.;
1.956.332;2017;Instandhouding erfgoed;woonhuis;Verleend;6.600;;;
2.172.895;2017;Instandhouding erfgoed;Zuidervermaning;Verleend;50.000;;Stadsherstel Amsterdam N.V.;
1.809.380;2017;Instandhouding erfgoed;Kalverringdijk 3;Verleend en Lager vastgesteld;;7.279;Stichting Museum van het Nederlandse Uurwerk;
1.765.779;2017;Instandhouding erfgoed;Restauratie Laangraf Oude Begraafplaats West Wormerveer;Verleend en Lager vastgesteld;;9.080;Historische Vereniging Wormerveer;
1.684.006;2017;Instandhouding erfgoed;De groen Bark;Verleend en Vastgesteld conform;;12.000;Bisiness Center BedrijvigeBij;
1.647.680;2017;Instandhouding erfgoed;De Os;Verleend en Vastgesteld conform;;589;;
1.592.357;2017;Instandhouding erfgoed;De Paaskerk Zaandam;Verleend en Vastgesteld conform;;7.612;Vrije Evangelische Gemeente Zaandam;
1.742.537;2017;Instandhouding erfgoed;Fronik-boerderij;Verleend en Vastgesteld conform;;8.402;Stadherstel Amsterdam N.V.;
1.428.968;2017;Instandhouding erfgoed;Kosterij Protestantse kerk Wormerveer;Verleend en Vastgesteld conform;;8.496;Bouwkundig teken- en adviesbureau De Witte;
1.676.995;2017;Instandhouding erfgoed;molenschuur De Os;Verleend en Vastgesteld conform;;2.000;;
1.738.677;2017;Instandhouding erfgoed;Nicolaaskerk te Krommenie;Verleend en Vastgesteld conform;;10.171;Protestantse Gemeente te Krommenie;
1.563.488;2017;Instandhouding erfgoed;Oostzijderkerk , Zuiddijk1, 1501CA Zaandam;Verleend en Vastgesteld conform;;12.000;Stichting Beheer Oostzijderkerk Zaandam;
1.427.851;2017;Instandhouding erfgoed;Protenstantse kerk Wormerveer;Verleend en Vastgesteld conform;;12.000;Bouwkundig teken- en adviesbureau De Witte;
1.555.955;2017;Instandhouding erfgoed;restauratie St. Bonifatiuskerk;Verleend en Vastgesteld conform;;12.000;St. Bonifatiuskerk;
1.590.594;2017;Instandhouding erfgoed;Stolpboerderij;Verleend en Vastgesteld conform;;12.000;;
1.749.039;2017;Instandhouding erfgoed;voormalig kantoorpand ;Verleend en Vastgesteld conform;;3.828;;
1.442.736;2017;Instandhouding erfgoed;Westzijde 181 - De Vermaning;Verleend en Vastgesteld conform;;8.199;Stadsherstel Amsterdam N.V.;
1.520.245;2017;Instandhouding erfgoed;woonhuis;Verleend en Vastgesteld conform;;6.600;;
1.936.768;2017;Instandhouding erfgoed;40073;Verleend en Vastgesteld conform;;2.500;;
2.196.968;2017;Jobcoach (extern);allround medewerker ;Verleend;2.250;;Stichting Jobstap ;
2.114.575;2017;Jobcoach (extern);Matcher;Verleend;750;;;
2.197.015;2017;Jobcoach (extern);medewerker financiele administratie ;Verleend;2.250;;;
2.189.484;2017;Jobcoach (extern);medewerker greenery ;Verleend;1.350;;Stichting Jobstap ;
2.189.298;2017;Jobcoach (extern);medewerker klantcontact;Verleend;1.350;;Randstad HR Solutions bv;
2.456.577;2017;Jobcoach (extern);medewerker textieldrukkerij;Verleend;2.250;;;
2.131.670;2017;Jobcoach (extern);produktiemedewerker;Verleend;2.025;;NS Stations Retail;
1.873.430;2017;Jobcoach (extern);Algemeen medewerker;Verstrekt;;476;Refrisk Kwakman;
1.854.095;2017;Jobcoach (extern);Algemeen medewerker;Verstrekt;;1.293;;
1.854.084;2017;Jobcoach (extern);Algemeen medewerker;Verstrekt;;976;;
1.854.090;2017;Jobcoach (extern);Algemeen medewerker;Verstrekt;;;;
2.066.317;2017;Jobcoach (extern);Klantcontactcentermedewerker;Verstrekt;;;Randstad HR Solutions bv;
2.107.689;2017;Jobcoach (extern);Logistiek medewerkster;Verstrekt;;;Effectyf BV;
2.103.762;2017;Jobcoach (extern);medewerker facilitair ondersteunende dienst;Verstrekt;;;Pennemes;
1.710.187;2017;Jobcoach (extern);medewerker financi‰le administratie  ;Verstrekt;;1.500;Noord Uitzendbureau ;
1.669.062;2017;Jobcoach (extern);productie medewerker;Verstrekt;;2.250;Vleeshandel Heemskerk V.O.F.;
1.691.246;2017;Jobcoach (extern);Schoonmaak medewerkster;Verstrekt;;975;RIBW ZWWF;
2.480.815;2017;Jobcoach (intern);cassiere A;Verleend;600;;Albert Heijn Wajong;
1.873.392;2017;Jobcoach (intern);Algemeen medewerker;Verstrekt;;1.815;Asito Refresh;
2.462.048;2017;Jobcoach (intern);IT allround servicemedewerker;Verstrekt;;649;Randstad HR Solutions;
1.447.251;2017;Jobcoach (intern);Medewerker verkoopklaar;Verstrekt;;2.250;Albert Heijn /wajongdesk;
1.738.399;2017;Jobcoach (intern);Schoonmaker;Verstrekt;;;Vastenburg Hoorn B.V.;
2.477.444;2017;Jobcoach (intern);Vulploegmedewerker;Verstrekt;;600;Albert Heijn;
1.504.305;2017;Jongerenvoucher;Administratief medewerker;Verstrekt;;2.500;Cicek Administraties en Advies;
1.979.465;2017;Jongerenvoucher;Alg. medewerker;Verstrekt;;2.500;Wolthuis Machines BV;
1.830.562;2017;Jongerenvoucher;Assistent monteur Zonnepanelen;Verstrekt;;2.500;De Solar Store;
1.738.834;2017;Jongerenvoucher;Leerling Timmerman;Verstrekt;;2.500;Bouwmensen;
1.842.504;2017;Jongerenvoucher;Leerling Timmerman;Verstrekt;;2.500;Bouwmensen KZW;
1.436.838;2017;Jongerenvoucher;Medewerker bediening;Verstrekt;;2.500;Wonder s To Go B.V.;
2.174.677;2017;Jongerenvoucher;Medewerker beheer Opebare Ruimte;Verstrekt;;2.500;HVC Inzameling;
1.440.639;2017;Jongerenvoucher;Medewerker kipgrilwagen;Verstrekt;;1.875;Kermisexploitatie;
1.440.895;2017;Jongerenvoucher;Medewerker verkoopklaar;Verstrekt;;4.500;Albert Heijn /wajongdesk;
1.742.621;2017;Jongerenvoucher;orderverzamelaar;Verstrekt;;1.563;Tempo-Team Inhouse Services;
1.076.585;2017;Jubileum;100-jarig jubileum;Verstrekt;;500;ZVV Zaandijk;40.617.437
1.462.189;2017;Jubileum;50 jarig jubileum;Verstrekt;;250;Weer- en Sterrenkundige Kring Zaanstreek;618.079
1.766.732;2017;Jubileum;75-jarig jubileum;Verstrekt;;250;KNV EHBO Afdeling Koog-Zaandijk;40.617.231
1.999.482;2017;Lokale duurzame energieopwekking;Tranche 1: 4 aanvragen van bedrijven in samenwerking en via SAENZ U.A. voor zonne-pv-panelen 2017;Verleend en Vastgesteld conform;;19.740;Co”peratieve Energiemaatschappij SAENZ U.A.;64.036.308
2.026.747;2017;Lokale duurzame energieopwekking;Tranche 2: 3 aanvragen van bedrijven in samenwerking en via SAENZ U.A. voor zonne-pv-panelen 2017;Verleend en Vastgesteld conform;;21.540;Co”peratieve Energiemaatschappij SAENZ U.A.;64.036.308
2.040.126;2017;Lokale duurzame energieopwekking;Tranche 3: 3 aanvragen van bedrijven in samenwerking en via SAENZ U.A. voor zonne-pv-panelen 2017;Verleend en Vastgesteld conform;;21.660;Co”peratieve Energiemaatschappij SAENZ U.A.;64.036.308
2.040.133;2017;Lokale duurzame energieopwekking;Tranche 4: 4 aanvragen van bedrijven in samenwerking en via SAENZ U.A. voor zonne-pv-panelen 2017 ;Verleend en Vastgesteld conform;;16.680;Co”peratieve Energiemaatschappij SAENZ U.A.;64.036.308
2.045.556;2017;Lokale duurzame energieopwekking;Tranche 5: 5 aanvragen van bedrijven in samenwerking en via SAENZ U.A. voor zonne-pv-panelen 2017;Verleend en Vastgesteld conform;;19.800;Co”peratieve Energiemaatschappij SAENZ U.A.;
2.359.057;2017;Loonkostensubsidie;Afwasser;Verleend;1.806;;The Colour Kitchen Langerlust BV;
2.137.480;2017;Loonkostensubsidie;Cassiere;Verleend;2.184;;Albert heijn;
1.618.618;2017;Loonkostensubsidie;Magazijn medewerker;Verleend;7.606;;"Hansel Salades &amp; Sauzen BV";
2.163.499;2017;Loonkostensubsidie;Mederwerker Medical Werff;Verleend;10.388;;Medical Werff B.V.;
2.131.326;2017;Loonkostensubsidie;medewerker;Verleend;8.405;;Stichting Noppes zaanstreek/waterland;
2.041.870;2017;Loonkostensubsidie;Medewerker A;Verleend;7.763;;Gemeente Zaanstad;
2.231.547;2017;Loonkostensubsidie;Medewerker A ;Verleend;13.309;;Gemeente Zaanstad;
2.184.476;2017;Loonkostensubsidie;medewerker algemeen schoonmaakonderhoud I;Verleend;4.991;;Hago Airport Services;
2.161.112;2017;Loonkostensubsidie;medewerker facilitair ondersteuning;Verleend;8.318;;Hervormd centrum Pennemes;
2.195.093;2017;Loonkostensubsidie;medewerker logistiek;Verleend;2.246;;Stichting Noppes Zaanstreek / Waterland;
1.757.717;2017;Loonkostensubsidie;Medewerker technische dienst;Verleend;5.175;;Stichting Noppes Zaanstreek / Waterland;
2.194.952;2017;Loonkostensubsidie;Medewerker technische dienst;Verleend;6.895;;Stichting Noppes Zaanstreek / Waterland;
2.352.780;2017;Loonkostensubsidie;medewerker textieldrukkerij;Verleend;4.138;;Carebo B.V.;
1.856.608;2017;Loonkostensubsidie;medew.gord.2;Verleend;5.240;;Content Gordijnenatelier Zaanstad b.v.;
2.127.805;2017;Loonkostensubsidie;Participatiewet medewerker;Verleend;4.367;;Werkpas BV;
2.290.764;2017;Loonkostensubsidie;schoonmaakster;Verleend;575;;Schoonmaakbedrijf Beets B.V.;
1.536.368;2017;Loonkostensubsidie;Schoonmaker;Verleend;5.207;;Vastenburg Hoorn B.V.;
2.028.503;2017;Loonkostensubsidie;Vulploegmedewerker;Verleend;2.327;;Albert Heijn Wajong;
2.691.159;2017;Loonkostensubsidie;Vulploegmedewerker;Verleend;4.309;;Albert Heijn Wajong;
2.070.875;2017;Loonkostensubsidie;Vulploegmedewerker;Verleend;4.679;;Albert Heijn;
2.071.155;2017;Loonkostensubsidie;vulploegmedewerker;Verleend;1.235;;Albert heijn Wajongdesk;
1.932.022;2017;Loonkostensubsidie;zorgassistent;Verleend;2.287;;Evean Festina Lente;
1.847.621;2017;Loonkostensubsidie;financieel medewerker;Verleend en Lager vastgesteld;;4.067;Functional Foods BV;
1.725.931;2017;Loonkostensubsidie;Kamerdame;Verleend en Lager vastgesteld;;747;Hotel Inntel Amsterdam-Zaandam;
1.862.127;2017;Loonkostensubsidie;medewerker bediening ;Verleend en Lager vastgesteld;;197;Restaurant de Boerkanier ;
2.203.926;2017;Loonkostensubsidie;administratief medewerker;Verleend en Vastgesteld conform;;6.289;Nebu Transport Services;
1.534.130;2017;Loonkostensubsidie;Allround medewerker;Verleend en Vastgesteld conform;;6.183;Medical Werff B.V.;
1.808.626;2017;Loonkostensubsidie;Groenvoorzieningmedewerker;Verleend en Vastgesteld conform;;8.484;Servorg Payroll B.V.;
2.268.118;2017;Loonkostensubsidie;Handyman;Verleend en Vastgesteld conform;;394;Eurest Services BV;
1.670.269;2017;Loonkostensubsidie;Huishoudelijkehulp/activiteitenbegeleider;Verleend en Vastgesteld conform;;1.401;Kdv Fleurig;
2.206.516;2017;Loonkostensubsidie;Logistiek medewerker;Verleend en Vastgesteld conform;;2.590;Zaan Logistics BV;
1.603.790;2017;Loonkostensubsidie;Medewerker;Verleend en Vastgesteld conform;;1.121;Servorg Payroll BV;
1.722.766;2017;Loonkostensubsidie;Medewerker A;Verleend en Vastgesteld conform;;2.501;Gemeente Zaanstad;
1.616.594;2017;Loonkostensubsidie;Medewerker A (wijkbeheer en onderhoud);Verleend en Vastgesteld conform;;8.080;Gemeente Zaanstad;
1.624.053;2017;Loonkostensubsidie;Medewerker Algemeen;Verleend en Vastgesteld conform;;4.699;Kistenfabriek W. de Boer B.V.;
1.672.675;2017;Loonkostensubsidie;Medewerker Algemeen Schoonmaakonderhoud I;Verleend en Vastgesteld conform;;9.763;Asito B.V. o.v.v.;
1.792.335;2017;Loonkostensubsidie;Medewerker Algemeen Schoonmaakonderhoud I;Verleend en Vastgesteld conform;;4.452;Asito Transport Terminal Services B.V.;
1.810.495;2017;Loonkostensubsidie;Medewerker algemeen schoonmaakonderhoud I;Verleend en Vastgesteld conform;;998;ISS Cleaning Services;
2.043.924;2017;Loonkostensubsidie;medewerker greenery;Verleend en Vastgesteld conform;;4.991;Vanilia CV;
1.764.247;2017;Loonkostensubsidie;medewerker kleinsorteer;Verleend en Vastgesteld conform;;5.207;Stichting Noppes Zaanstreek / Waterland;
2.061.897;2017;Loonkostensubsidie;Medewerker Postbezorger;Verleend en Vastgesteld conform;;6.238;Servorg Payroll B.V.;
2.270.407;2017;Loonkostensubsidie;Productiemedewerker;Verleend en Vastgesteld conform;;1.155;Vleeshandel Heemskerk V.O.F.;
1.952.867;2017;Loonkostensubsidie;Productiemedewerker;Verleend en Vastgesteld conform;;2.963;Flens BV;
2.101.321;2017;Loonkostensubsidie;Productiemedewerker;Verleend en Vastgesteld conform;;647;"NS Stations Retail &amp; Services";
1.826.071;2017;Loonkostensubsidie;Secretaresse;Verleend en Vastgesteld conform;;1.374;Randstad HR Solutions;
1.467.474;2017;Loonkostensubsidie;Secretaresse ;Verleend en Vastgesteld conform;;954;Randstad HR Solutions bv;
1.934.992;2017;Loonkostensubsidie;Verkoopmedewerker;Verleend en Vastgesteld conform;;1.762;"M&amp;R Optiek t.h.o.d.n. Eye Wish";
2.036.236;2017;Loonkostensubsidie;vulploegmedewerker;Verleend en Vastgesteld conform;;890;Dekamarkt ;
2.202.680;2017;Loonkostensubsidie;Caissiere;Verstrekt;;2.830;Albert Heijn;
2.166.570;2017;Loonkostensubsidie;Keukenmedewerker algemeen;Verstrekt;;2.696;Cateringserice Holterman;
2.319.271;2017;Loonkostensubsidie;Medewerker Bakkerij;Verstrekt;;2.183;Banketbakkerij De Wijn;
2.129.623;2017;Loonkostensubsidie;medewerker Beheer Openbare Ruimte;Verstrekt;;6.238;NV HVC Inzameling;
2.713.076;2017;Loonkostensubsidie;medewerker verkoopafhandeling;Verstrekt;;2.183;Albert Heijn;
2.560.789;2017;Loonkostensubsidie;Schoonmaker;Verstrekt;;2.329;Vastenburg Hoorn B.V.;
2.424.704;2017;Loonkostensubsidie;Vulploegmedewerker;Verstrekt;;6.238;Albert Heijn;
2.202.709;2017;Loonkostensubsidie;vulploegmedewerker;Verstrekt;;4.679;Albert Heijn ;
1.089.914;2017;Meedoen in sport;Beheer en onderhoud;Verleend;24.133;;Stichting Voetbal Westzaan;34.391.855
1.125.839;2017;Meedoen in sport;Beheer en onderhoud;Verleend;29.340;;Stichting Beheer Sportpark de Koog;41.232.142
1.133.293;2017;Meedoen in sport;Beheer en onderhoud;Verleend;29.703;;z.v.v. Zilvermeeuwen;40.617.281
1.187.555;2017;Meedoen in sport;Beheer en onderhoud;Verleend;55.793;;Stichting Onderhoud Sportpark Hoornseveld;41.232.160
1.083.880;2017;Meedoen in sport;Beheer en onderhoud;Verleend;41.233;;Stichting Sportpark Jagersveld;41.232.376
1.070.124;2017;Meedoen in sport;Beheer en onderhoud;Verleend;85.690;;Stichting Beheer Provily Sportpark;41.232.215
1.132.155;2017;Meedoen in sport;Beheer en onderhoud;Verleend;22.106;;SV Fortuna Wormerveer;34.276.733
1.183.490;2017;Meedoen in sport;Beheer en onderhoud;Verleend;12.306;;ZHC de Kraaien;40.617.508
1.102.435;2017;Meedoen in sport;Beheer en onderhoud;Verleend;24.077;;Voetbalvereniging Assendelft;40.617.253
1.104.334;2017;Meedoen in sport;Beheer en onderhoud;Verleend en Hoger vastgesteld;;17.712;"sc Hercules-Zaandam &#40;Stichting de Kuil&#41;";34.350.234
1.196.515;2017;Meedoen in sport;Beheer en onderhoud;Verleend en Hoger vastgesteld;;29.793;VV Zaanlandia;40.617.024
1.182.150;2017;Meedoen in sport;Beheer en onderhoud;Verleend en Hoger vastgesteld;;20.949;Stchting Beheer Sportpark Schanszicht;41.232.184
1.095.952;2017;Meedoen in sport;Beheer en onderhoud;Verleend en Hoger vastgesteld;;19.817;RKVV Saenden;40.617.496
1.107.046;2017;Meedoen in sport;Beheer en onderhoud;Verleend en Hoger vastgesteld;;11.654;Stichting Sportpark Zaanland;41.232.145
1.177.502;2017;Meedoen in sport;Beheer en onderhoud;Verleend en Hoger vastgesteld;;23.241;Stichting Voetbalaccommodaties Assendelft;34.364.865
1.086.419;2017;Meedoen in sport;Beheer en onderhoud;Verleend en Hoger vastgesteld;;36.276;Stichting Beheer Sportpark Karnemelkspolder;4.123.244
1.126.751;2017;Meedoen in sport;Beheer en onderhoud;Verleend en Hoger vastgesteld;;13.556;Beachvolleybal Vereniging Silicium;57.987.645
1.114.774;2017;Meedoen in sport;Jeugdschaatsen;Verleend en Vastgesteld conform;;10.000;District Zaanstreek van de KNSB;0
1.134.620;2017;Meedoen in sport;activiteiten ohgv sport voor mensen met een lichamelijke of lichte verstandelijke beperking;Verstrekt;;0;Revas Zaanstreek;40.618.165
1.194.821;2017;Meedoen in sport;Beheer en onderhoud;Verstrekt;;3.558;Stichting Beheer RODA Sportcomplex;34.276.259
1.135.519;2017;Meedoen in sport;Beheer en onderhoud (kunstgras - restruimte) van KV Zaandam Zuid;Verstrekt;;3.692;KV Zaandam Zuid;40.617.498
1.129.704;2017;Meedoen in sport;Schaatsen;Verstrekt;;1.425;STG Zaanstreek;40.617.573
2.013.662;2017;Scholingsbegeleidingsvoucher;Administratief medewerkster;Verstrekt;;5.000;Amira kindercentrum;
1.829.262;2017;Scholingsbegeleidingsvoucher;aspirant beveiligingsmedewerker;Verstrekt;;1.785;MAATservices bv;
2.136.739;2017;Scholingsbegeleidingsvoucher;Chauffeur;Verstrekt;;750;Taxipersoneelservices Noord Holland Noord B.V.;
2.136.703;2017;Scholingsbegeleidingsvoucher;Chauffeur;Verstrekt;;750;Taxipersoneelservices Noord Holland Noord B.V.;
2.136.662;2017;Scholingsbegeleidingsvoucher;Chauffeurs;Verstrekt;;750;Taxipersoneelservices Noord Holland Noord B.V.;
1.863.551;2017;Scholingsbegeleidingsvoucher;Creatief;Verstrekt;;4.444;Fresh Monkeys B.V.;
1.629.233;2017;Scholingsbegeleidingsvoucher;Groepshulp;Verstrekt;;3.951;Amira kindercentrum;
2.119.194;2017;Scholingsbegeleidingsvoucher;horeca medewerker;Verstrekt;;3.750;PJ Hospitality trainers in business B.V.;
2.119.240;2017;Scholingsbegeleidingsvoucher;horeca medewerker;Verstrekt;;2.950;PJ Hospitality trainers in business B.V.;
2.119.244;2017;Scholingsbegeleidingsvoucher;horeca medewerker;Verstrekt;;3.750;PJ Hospitality trainers in business B.V.;
2.119.219;2017;Scholingsbegeleidingsvoucher;horeca medewerker;Verstrekt;;3.750;PJ Hospitality trainers in business B.V.;
2.119.227;2017;Scholingsbegeleidingsvoucher;horeca medewerker;Verstrekt;;3.750;PJ Hospitality trainers in business B.V.;
2.119.202;2017;Scholingsbegeleidingsvoucher;horeca medewerker;Verstrekt;;3.750;PJ Hospitality trainers in business B.V.;
2.119.245;2017;Scholingsbegeleidingsvoucher;horeca medewerker;Verstrekt;;3.750;PJ Hospitality trainers in business B.V.;
2.182.144;2017;Scholingsbegeleidingsvoucher;horeca medewerker;Verstrekt;;3.750;PJ Hospitality trainers in business B.V.;
2.119.231;2017;Scholingsbegeleidingsvoucher;horeca medewerker;Verstrekt;;3.750;PJ Hospitality trainers in business B.V.;
2.119.215;2017;Scholingsbegeleidingsvoucher;horeca medewerker;Verstrekt;;3.750;PJ Hospitality trainers in business B.V.;
1.702.096;2017;Scholingsbegeleidingsvoucher;Medewerker Algemeen;Verstrekt;;3.736;Kistenfabriek de Boer;
1.921.008;2017;Scholingsbegeleidingsvoucher;orderpicker;Verstrekt;;807;Yacht;
1.921.044;2017;Scholingsbegeleidingsvoucher;orderpicker;Verstrekt;;807;Yacht;
1.921.066;2017;Scholingsbegeleidingsvoucher;orderpicker;Verstrekt;;807;Yacht;
2.013.684;2017;Stimuleringssubsidie;Administratief medewerkster;Verleend;5.000;;Amira kindercentrum;
2.368.402;2017;Stimuleringssubsidie;Algemeen Medewerker Garage;Verleend;3.889;;Duizendstra Automotive;
1.627.127;2017;Stimuleringssubsidie;Creatief;Verleend;4.444;;Fresh Monkeys B.V.;
2.667.090;2017;Stimuleringssubsidie;Helpende;Verleend;3.060;;CrystalCare;
2.032.035;2017;Stimuleringssubsidie;Loodgieter;Verleend;5.000;;Select uitzendbureau bv;
2.366.101;2017;Stimuleringssubsidie;pakketten bezorgen;Verleend;5.000;;Snelflex Transport;
1.709.763;2017;Stimuleringssubsidie;Productiemedewerker;Verleend;1.389;;Tempo Team;
1.707.451;2017;Stimuleringssubsidie;Productiemedewerker;Verleend;1.620;;Tempo Team;
1.788.739;2017;Stimuleringssubsidie;Productiemedewerker;Verleend;2.500;;Tempo Team;
1.713.180;2017;Stimuleringssubsidie;Productiemedewerker;Verleend;2.500;;Tempo Team;
1.533.511;2017;Stimuleringssubsidie;Aspirant beveiligingsmedewerker;Verleend en Lager vastgesteld;;420;Maatbeveiliging B.V. ;
2.032.095;2017;Stimuleringssubsidie;assistent teamleider schoonmaak;Verleend en Lager vastgesteld;;1.699;Select uitzendbureau bv;
1.682.134;2017;Stimuleringssubsidie;aspirant beveiligingsmedewerker ;Verleend en Vastgesteld conform;;1.852;MAATbeveiliging B.V. ;
1.646.952;2017;Stimuleringssubsidie;Groepshulp;Verleend en Vastgesteld conform;;4.167;Amira kindercentrum;
1.643.416;2017;Stimuleringssubsidie;Isolatiemedewerker;Verleend en Vastgesteld conform;;2.917;Flamma BV;
1.658.829;2017;Stimuleringssubsidie;Koerier;Verleend en Vastgesteld conform;;4.394;Expres Fouad;
1.607.203;2017;Stimuleringssubsidie;medewerker fulfilment;Verleend en Vastgesteld conform;;5.000;Scanlaser BV;
1.539.229;2017;Stimuleringssubsidie;orderverzamelaar;Verleend en Vastgesteld conform;;2.222;Tempo-Team Inhouse Services;
1.654.435;2017;Stimuleringssubsidie;orderverzamelaar;Verleend en Vastgesteld conform;;1.620;Tempo-Team Inhouse Services BV;
1.975.461;2017;Stimuleringssubsidie;Sparingmonteur;Verleend en Vastgesteld conform;;2.617;FlammaBV;
1.829.816;2017;Stimuleringssubsidie;Voorman;Verleend en Vastgesteld conform;;2.500;Servorg Payroll BV;
1.148.363;2017;Vrijwilligers en herdenkactiviteiten;alle herdenkingen 4 en 5 mei 2017;Verleend en Vastgesteld conform;;21.550;4 en 5 mei Comit‚ Zaanstad;
1.671.492;2017;Vrijwilligers en herdenkactiviteiten; Holi Phagwa viering 11 en 12 maart 2017.;Verstrekt;;2.000;Stichting Shri Sanatan Dharm Maha Sabha Zaanstad;34.218.913
1.114.891;2017;Vrijwilligers en herdenkactiviteiten;Activiteiten plan Stichting Kaapverdiaanse Omroep Zaanstad;Verstrekt;;3.200;Stichting Kaapverdiaanse Omroep Zaanstad;41.232.031
1.078.846;2017;Vrijwilligers en herdenkactiviteiten;activiteiten voor en door ouderen in Assendelft, Krommenie, Wormerveer en Zaandam;Verstrekt;;2.800;;40.409.524
1.237.622;2017;Vrijwilligers en herdenkactiviteiten;activiteiten voor en door vrouwen;Verstrekt;;1.294;Vrouwen van nu Assendelft en Westzaan;40.409.535
1.086.431;2017;Vrijwilligers en herdenkactiviteiten;activiteiten voor en door vrouwen, afd. Krommenie;Verstrekt;;290;Vereniging NBvP Vrouwen van NU;40.001.154
1.125.016;2017;Vrijwilligers en herdenkactiviteiten;activiteiten voor en door vrouwen, afd. Wormerveer;Verstrekt;;443;Vrouwen van Nu  afd.Wormerveer;
1.059.791;2017;Vrijwilligers en herdenkactiviteiten;activiteiten voor en door vrouwen afd. Zaandam;Verstrekt;;300;Vrouwen van Nu afdeling Zaandam;40.409.535
