FID,OBJECT,WOONPLAATS,STRAAT,STADSDEEL,BUURT,X_COORDINAAT,Y_COORDINAAT,BOOMSOORT,LATIJNSE_NAAM,KIEMJAAR,BOOMHOOGTE,EIGENAAR,MONUMENTAAL,LON,LAT,GEOMETRIE
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3d6,000160,Groningen,Spilsluizen,Stadsdeel Centrum,Binnenstad-Noord,233611.2,582303.1,Hollandse linde,Tilia x europaea,1984,6-9m.,Gemeente Groningen,nee       ,6.5641865,53.22155963,POINT (233611.206 582303.103)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3d7,000161,Groningen,Spilsluizen,Stadsdeel Centrum,Binnenstad-Noord,233593.38,582294.8,Hollandse linde,Tilia x europaea,1984,6-9m.,Gemeente Groningen,nee       ,6.56391759,53.22148801,POINT (233593.377 582294.839)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3d8,000162,Groningen,Spilsluizen,Stadsdeel Centrum,Binnenstad-Noord,233579.3,582288.25,Hollandse linde,Tilia x europaea,1984,6-9m.,Gemeente Groningen,nee       ,6.56370513,53.22143101,POINT (233579.291 582288.265)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3d9,000163,Groningen,Spilsluizen,Stadsdeel Centrum,Binnenstad-Noord,233561.5,582279.06,Hollandse linde,Tilia x europaea,1984,6-9m.,Gemeente Groningen,nee       ,6.56343657,53.22135112,POINT (233561.5 582279.082)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3da,000164,Groningen,Spilsluizen,Stadsdeel Centrum,Binnenstad-Noord,233542.88,582270.7,Hollandse linde,Tilia x europaea,1984,6-9m.,Gemeente Groningen,nee       ,6.5631558,53.22127868,POINT (233542.88 582270.714)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3db,000165,Groningen,Spilsluizen,Stadsdeel Centrum,Binnenstad-Noord,233538.45,582268.7,Hollandse linde,Tilia x europaea,1984,6-9m.,Gemeente Groningen,nee       ,6.56308904,53.22126094,POINT (233538.453 582268.668)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3dc,000166,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233948.56,582306.3,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.56923722,53.22153866,POINT (233948.565 582306.291)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3dd,000167,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233909.08,582326.3,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.56865101,53.2217244,POINT (233909.075 582326.318)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3de,000168,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233945.1,582307.94,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.56918571,53.22155395,POINT (233945.097 582307.936)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3df,000169,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233977.28,582291.9,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.56966353,53.22140489,POINT (233977.281 582291.873)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3e0,000170,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233937.44,582311.75,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.5690721,53.22158907,POINT (233937.445 582311.72)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3e1,000171,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233966.53,582297,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.56950381,53.22145245,POINT (233966.527 582296.99)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3e2,000172,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233919.83,582320.94,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.56881076,53.22167443,POINT (233919.835 582320.933)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3e3,000173,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233926.95,582317.3,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.56891641,53.22164061,POINT (233926.953 582317.285)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3e4,000174,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233922.86,582319.3,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.56885565,53.22165921,POINT (233922.861 582319.288)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3e5,000175,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233933.89,582313.75,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.56901938,53.22160757,POINT (233933.89 582313.721)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3e6,000176,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233970.08,582295.2,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.56955651,53.22143553,POINT (233970.078 582295.165)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3e7,000177,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233915.83,582322.56,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.56875128,53.22168978,POINT (233915.835 582322.576)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3e8,000178,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233973.81,582293.6,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.56961201,53.22142098,POINT (233973.811 582293.607)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3e9,000179,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233963.05,582298.9,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.56945229,53.22147013,POINT (233963.054 582298.901)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3ea,000180,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233955.77,582302.56,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.56934408,53.22150398,POINT (233955.765 582302.549)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3eb,000181,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233912.36,582324.56,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.56869982,53.2217083,POINT (233912.364 582324.58)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3ec,000182,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233959.23,582300.8,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.56939556,53.22148791,POINT (233959.233 582300.817)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3ed,000183,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233952.12,582304.56,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.56928999,53.22152254,POINT (233952.119 582304.555)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3ee,000184,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233905.52,582327.94,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.5685981,53.2217397,POINT (233905.513 582327.963)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3ef,000185,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233930.23,582315.56,Hollandse linde,Tilia x europaea,1969,< 6m.,Gemeente Groningen,nee       ,6.5689652,53.22162452,POINT (233930.241 582315.548)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3f0,000187,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233891.67,582318.6,Gewone haagbeuk,Carpinus betulus,1945,18-24m.,Gemeente Groningen,ja        ,6.56838856,53.22165798,POINT (233891.668 582318.64)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3f1,000188,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233890.5,582313.6,Gewone haagbeuk,Carpinus betulus,1945,15-18m.,Gemeente Groningen,ja        ,6.56836991,53.22161313,POINT (233890.504 582313.628)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3f2,000189,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233889.42,582308.06,Veldesdoorn,Acer campestre,1960,12-15m.,Gemeente Groningen,ja        ,6.56835239,53.22156329,POINT (233889.425 582308.063)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3f3,000190,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233894.7,582314.4,Japanse notenboom,Ginkgo biloba,1984,< 6m.,Gemeente Groningen,nee       ,6.56843294,53.22161896,POINT (233894.703 582314.346)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3f4,000191,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233901.7,582327,Japanse notenboom,Ginkgo biloba,1984,12-15m.,Gemeente Groningen,nee       ,6.56854073,53.22173137,POINT (233901.697 582326.973)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3f5,000213,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233919.86,582311.9,Appel,Malus domestica 'Schone van Boskoop',1984,6-9m.,Gemeente Groningen,nee       ,6.56880891,53.22159303,POINT (233919.86 582311.872)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3f6,000215,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233913.47,582299.7,Appel,Malus domestica 'Groninger Kroon',2014,< 6m.,Gemeente Groningen,nee       ,6.56871013,53.22148475,POINT (233913.461 582299.715)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3f7,000216,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233902.28,582305.06,Dubbele Bellefleur,Malus domestica 'Dubbele Bellefleur',1984,6-9m.,Gemeente Groningen,nee       ,6.56854407,53.22153458,POINT (233902.279 582305.078)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3f8,000217,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233857.84,582357.56,Hollandse linde,Tilia x europaea,1984,9-12m.,Gemeente Groningen,nee       ,6.56789185,53.22201287,POINT (233857.847 582357.588)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3f9,000218,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233901.62,582340.56,Hollandse linde,Tilia x europaea,1984,6-9m.,Gemeente Groningen,nee       ,6.56854309,53.22185328,POINT (233901.632 582340.542)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3fa,000219,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233704.75,582350.8,Hollandse linde,Tilia x europaea,1984,9-12m.,Gemeente Groningen,nee       ,6.56559855,53.22197429,POINT (233704.757 582350.788)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3fb,000220,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233726.39,582358.2,Hollandse linde,Tilia x europaea,1984,9-12m.,Gemeente Groningen,nee       ,6.5659241,53.22203743,POINT (233726.384 582358.17)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3fc,000221,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233758.42,582366.8,Hollandse linde,Tilia x europaea,1984,9-12m.,Gemeente Groningen,nee       ,6.56640587,53.22211017,POINT (233758.427 582366.79)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3fd,000222,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233786.02,582373.94,Hollandse linde,Tilia x europaea,1984,9-12m.,Gemeente Groningen,nee       ,6.56682063,53.22217051,POINT (233786.017 582373.958)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3fe,000223,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233796.28,582376.2,Hollandse linde,Tilia x europaea,1984,9-12m.,Gemeente Groningen,nee       ,6.56697479,53.22218901,POINT (233796.279 582376.186)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_3ff,000224,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233829.67,582366.5,Hollandse linde,Tilia x europaea,1984,9-12m.,Gemeente Groningen,nee       ,6.56747236,53.22209708,POINT (233829.677 582366.5)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_400,000225,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233872.47,582352.6,Hollandse linde,Tilia x europaea,1984,9-12m.,Gemeente Groningen,nee       ,6.56810946,53.22196634,POINT (233872.465 582352.648)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_401,000226,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233712.55,582353.8,Hollandse linde,Tilia x europaea,1984,9-12m.,Gemeente Groningen,nee       ,6.56571581,53.22200031,POINT (233712.541 582353.811)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_402,000227,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233741.69,582361.94,Hollandse linde,Tilia x europaea,1984,9-12m.,Gemeente Groningen,nee       ,6.56615399,53.22206912,POINT (233741.68 582361.947)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_403,000228,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233772.38,582370.56,Hollandse linde,Tilia x europaea,1984,9-12m.,Gemeente Groningen,nee       ,6.56661548,53.22214206,POINT (233772.368 582370.568)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_404,000229,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233806.44,582374.44,Hollandse linde,Tilia x europaea,1984,9-12m.,Gemeente Groningen,nee       ,6.56712653,53.22217186,POINT (233806.444 582374.443)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_405,000230,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233815.06,582371.56,Hollandse linde,Tilia x europaea,1984,9-12m.,Gemeente Groningen,nee       ,6.56725477,53.22214448,POINT (233815.059 582371.537)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_406,000231,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,233844.48,582361.9,Hollandse linde,Tilia x europaea,1984,9-12m.,Gemeente Groningen,nee       ,6.56769293,53.22205312,POINT (233844.488 582361.85)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_407,000232,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,234112.27,582132.25,Hollandse linde,Tilia x europaea,1990,6-9m.,Gemeente Groningen,nee       ,6.57164475,53.21995095,POINT (234112.263 582132.251)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_408,000233,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,234095.78,582158.4,Hollandse linde,Tilia x europaea,1969,15-18m.,Gemeente Groningen,nee       ,6.57140447,53.22018826,POINT (234095.78 582158.396)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_409,000234,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,234087.03,582172.06,Hollandse linde,Tilia x europaea,1969,15-18m.,Gemeente Groningen,nee       ,6.57127679,53.22031226,POINT (234087.026 582172.054)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_40a,000235,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,234079.14,582184.44,Hollandse linde,Tilia x europaea,1969,15-18m.,Gemeente Groningen,nee       ,6.57116174,53.22042463,POINT (234079.136 582184.432)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_40b,000236,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,234072.05,582195.94,Hollandse linde,Tilia x europaea,1969,15-18m.,Gemeente Groningen,nee       ,6.57105857,53.22052923,POINT (234072.054 582195.959)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_40c,000237,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,234063.69,582208.7,Hollandse linde,Tilia x europaea,1969,15-18m.,Gemeente Groningen,nee       ,6.57093636,53.22064501,POINT (234063.68 582208.709)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_40d,000238,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,234056,582221.44,Hollandse linde,Tilia x europaea,1969,15-18m.,Gemeente Groningen,nee       ,6.57082458,53.22076072,POINT (234056.003 582221.463)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_40e,000239,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,234048.17,582233.44,Hollandse linde,Tilia x europaea,1969,15-18m.,Gemeente Groningen,nee       ,6.57071026,53.22086924,POINT (234048.169 582233.413)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_40f,000240,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,234040.06,582246.1,Hollandse linde,Tilia x europaea,1969,15-18m.,Gemeente Groningen,nee       ,6.57059205,53.22098451,POINT (234040.063 582246.111)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_410,000241,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,234031.05,582259.8,Hollandse linde,Tilia x europaea,1980,15-18m.,Gemeente Groningen,nee       ,6.57046037,53.22110902,POINT (234031.041 582259.822)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_411,000242,Groningen,Turfsingel,Stadsdeel Centrum,Binnenstad-Noord,234022.39,582274,Hollandse linde,Tilia x europaea,1969,15-18m.,Gemeente Groningen,nee       ,6.57033438,53.22123782,POINT (234022.391 582274.016)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_412,026134,Groningen,Oostersingeldwarsstraat,Stadsdeel Centrum,Binnenstad-Oost,234485.27,582077.6,Witte paardenkastanje,Aesculus hippocastanum,1935,18-24m.,Gemeente Groningen,ja        ,6.5772145,53.21940493,POINT (234485.265 582077.62)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_413,026133,Groningen,Oostersingeldwarsstraat,Stadsdeel Centrum,Binnenstad-Oost,234484.73,582065.75,Witte paardenkastanje,Aesculus hippocastanum,1935,18-24m.,Gemeente Groningen,ja        ,6.57720357,53.21929859,POINT (234484.731 582065.775)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_414,000862,Groningen,Praediniussingel,Stadsdeel Centrum,Binnenstad-Zuid,233309.12,581563.2,Gele treurwilg,Salix sepulcralis 'Chrysocoma',1936,18-24m.,Gemeente Groningen,ja        ,6.55948433,53.21495678,POINT (233309.128 581563.217)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_415,029059,Groningen,Warmoesstraat,Stadsdeel Zuid,Oosterpoort,234503.3,581207.7,Witte paardenkastanje,Aesculus hippocastanum,1955,18-24m.,Gemeente Groningen,ja        ,6.57726911,53.21158683,POINT (234503.294 581207.684)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_416,000002,Groningen,Broerstraat,Stadsdeel Centrum,Binnenstad-Noord,233612.6,582049.3,Hollandse linde,Tilia x europaea,1996,< 6m.,Gemeente Groningen,nee       ,6.56414519,53.21927951,POINT (233612.595 582049.325)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_417,000003,Groningen,Broerstraat,Stadsdeel Centrum,Binnenstad-Noord,233616.92,582051.56,Hollandse linde,Tilia x europaea,1996,< 6m.,Gemeente Groningen,nee       ,6.5642106,53.21929919,POINT (233616.928 582051.587)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_418,000004,Groningen,Broerstraat,Stadsdeel Centrum,Binnenstad-Noord,233621.67,582053.7,Hollandse linde,Tilia x europaea,1996,< 6m.,Gemeente Groningen,nee       ,6.56428207,53.21931758,POINT (233621.668 582053.711)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_419,000005,Groningen,Broerstraat,Stadsdeel Centrum,Binnenstad-Noord,233607.83,582047.1,Hollandse linde,Tilia x europaea,1996,< 6m.,Gemeente Groningen,nee       ,6.56407332,53.21926021,POINT (233607.83 582047.099)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_41a,000006,Groningen,Broerstraat,Stadsdeel Centrum,Binnenstad-Noord,233603.5,582044.75,Hollandse linde,Tilia x europaea,1996,< 6m.,Gemeente Groningen,nee       ,6.56400789,53.21923982,POINT (233603.497 582044.759)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_41b,000011,Groningen,Broerstraat,Stadsdeel Centrum,Binnenstad-Noord,233511.19,582002.4,Hollandse linde,Tilia x europaea,1984,12-15m.,Gemeente Groningen,nee       ,6.56261584,53.21887251,POINT (233511.189 582002.367)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_41c,000012,Groningen,Broerstraat,Stadsdeel Centrum,Binnenstad-Noord,233506.08,581999.4,Hollandse linde,Tilia x europaea,1984,12-15m.,Gemeente Groningen,nee       ,6.5625387,53.21884666,POINT (233506.084 581999.406)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_41d,000013,Groningen,Broerstraat,Stadsdeel Centrum,Binnenstad-Noord,233500.75,581996.3,Hollandse linde,Tilia x europaea,1984,12-15m.,Gemeente Groningen,nee       ,6.56245806,53.2188194,POINT (233500.747 581996.285)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_41e,000018,Groningen,Grote Markt,Stadsdeel Centrum,Binnenstad-Noord,233794.69,582020.44,Plataan,Platanus x hispanica,1976,15-18m.,Gemeente Groningen,nee       ,6.56686378,53.218993,POINT (233794.693 582020.412)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_41f,000022,Groningen,Kattenhage,Stadsdeel Centrum,Binnenstad-Noord,233870.5,582289.1,Hollandse linde,Tilia x europaea,1984,< 6m.,Gemeente Groningen,nee       ,6.56806453,53.22139578,POINT (233870.506 582289.107)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_420,000023,Groningen,Kattenhage,Stadsdeel Centrum,Binnenstad-Noord,233872.75,582301.06,Hollandse linde,Tilia x europaea,1984,< 6m.,Gemeente Groningen,nee       ,6.56810113,53.22150288,POINT (233872.755 582301.065)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_421,000024,Groningen,Kattenhage,Stadsdeel Centrum,Binnenstad-Noord,233873.78,582306.9,Hollandse linde,Tilia x europaea,1984,< 6m.,Gemeente Groningen,nee       ,6.56811783,53.22155489,POINT (233873.775 582306.871)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_422,000025,Groningen,Kattenhage,Stadsdeel Centrum,Binnenstad-Noord,233875.16,582312.75,Hollandse linde,Tilia x europaea,1984,< 6m.,Gemeente Groningen,nee       ,6.56813991,53.22160726,POINT (233875.154 582312.723)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_423,000026,Groningen,Kattenhage,Stadsdeel Centrum,Binnenstad-Noord,233877.31,582324.94,Hollandse linde,Tilia x europaea,1984,< 6m.,Gemeente Groningen,nee       ,6.56817524,53.22171665,POINT (233877.314 582324.935)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_424,000027,Groningen,Kattenhage,Stadsdeel Centrum,Binnenstad-Noord,233878.47,582330.2,Hollandse linde,Tilia x europaea,1984,< 6m.,Gemeente Groningen,nee       ,6.56819382,53.22176382,POINT (233878.469 582330.204)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_425,000028,Groningen,Kattenhage,Stadsdeel Centrum,Binnenstad-Noord,233879.94,582336.25,Hollandse linde,Tilia x europaea,1984,< 6m.,Gemeente Groningen,nee       ,6.56821729,53.22181765,POINT (233879.938 582336.22)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_426,000029,Groningen,Kattenhage,Stadsdeel Centrum,Binnenstad-Noord,233869.42,582284.1,Hollandse linde,Tilia x europaea,1984,< 6m.,Gemeente Groningen,nee       ,6.56804714,53.22135115,POINT (233869.426 582284.122)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_427,000030,Groningen,Kattenhage,Stadsdeel Centrum,Binnenstad-Noord,233871.6,582295.44,Hollandse linde,Tilia x europaea,1984,< 6m.,Gemeente Groningen,nee       ,6.56808248,53.22145247,POINT (233871.601 582295.436)
