FID,OBJECT,WOONPLAATS,STRAAT,STADSDEEL,BUURT,X_COORDINAAT,Y_COORDINAAT,BOOMSOORT,LATIJNSE_NAAM,KIEMJAAR,BOOMHOOGTE,EIGENAAR,MONUMENTAAL,LON,LAT,GEOMETRIE
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_774,028933,Groningen,Van Julsinghastraat,Stadsdeel Zuid,Oosterpoort,234710.36,581250.3,Robinia,Robinia pseudoacacia,1971,6-9m.,Gemeente Groningen,nee       ,6.58037859,53.21193923,POINT (234710.363 581250.334)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_775,028934,Groningen,Van Julsinghastraat,Stadsdeel Zuid,Oosterpoort,234725.98,581259.3,Robinia,Robinia pseudoacacia,1985,6-9m.,Gemeente Groningen,nee       ,6.58061458,53.21201767,POINT (234725.983 581259.324)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_776,028935,Groningen,Van Julsinghastraat,Stadsdeel Zuid,Oosterpoort,234652.4,581201.56,Robinia,Robinia pseudoacacia,1971,6-9m.,Gemeente Groningen,nee       ,6.57949911,53.21150987,POINT (234652.404 581201.583)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_777,028936,Groningen,Van Julsinghastraat,Stadsdeel Zuid,Oosterpoort,234754.53,581266.75,Robinia,Robinia pseudoacacia,1971,6-9m.,Gemeente Groningen,nee       ,6.58104366,53.21207993,POINT (234754.531 581266.727)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_778,028937,Groningen,Van Julsinghastraat,Stadsdeel Zuid,Oosterpoort,234762.95,581278.5,Robinia,Robinia pseudoacacia,1985,6-9m.,Gemeente Groningen,nee       ,6.58117258,53.21218449,POINT (234762.95 581278.506)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_779,028939,Groningen,Van Sijsenplaats,Stadsdeel Zuid,Oosterpoort,234766.73,580991.56,iep,Ulmus 'New Horizon',2014,< 6m.,Gemeente Groningen,nee       ,6.58115793,53.20960605,POINT (234766.73 580991.562)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_77a,028940,Groningen,Van Sijsenplaats,Stadsdeel Zuid,Oosterpoort,234757.83,580985.56,"Bergiep, Ruwe iep",Ulmus glabra,1965,12-15m.,Gemeente Groningen,nee       ,6.58102322,53.20955321,POINT (234757.828 580985.533)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_77b,028941,Groningen,Van Sijsenplaats,Stadsdeel Zuid,Oosterpoort,234748.27,580979.5,"Bergiep, Ruwe iep",Ulmus glabra,1965,12-15m.,Gemeente Groningen,nee       ,6.58087863,53.20950054,POINT (234748.266 580979.512)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_77c,028942,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234815.02,580957.2,Meelbes,Sorbus aria,1986,6-9m.,Gemeente Groningen,nee       ,6.58187208,53.20929016,POINT (234815.022 580957.201)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_77d,028943,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234805.16,580971.2,Meelbes,Sorbus aria,1986,6-9m.,Gemeente Groningen,nee       ,6.58172793,53.20941735,POINT (234805.157 580971.195)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_77e,028944,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234799.83,580979.56,Meelbes,Sorbus aria,1986,6-9m.,Gemeente Groningen,nee       ,6.58165031,53.20949336,POINT (234799.831 580979.568)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_77f,028946,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234729.45,581079.44,Vogelkers,Prunus padus 'Alberta',1986,6-9m.,Gemeente Groningen,nee       ,6.58062182,53.2104008,POINT (234729.449 581079.408)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_780,028947,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234717.1,581081.44,Vogelkers,Prunus padus 'Alberta',1986,9-12m.,Gemeente Groningen,nee       ,6.58043747,53.21042091,POINT (234717.097 581081.442)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_781,028948,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234808.02,580956.44,Meelbes,Sorbus aria,1986,6-9m.,Gemeente Groningen,nee       ,6.58176696,53.20928433,POINT (234808.01 580956.436)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_782,028949,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234810.31,580963.3,Meelbes,Sorbus aria,1986,6-9m.,Gemeente Groningen,nee       ,6.58180304,53.20934573,POINT (234810.307 580963.308)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_783,028950,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234803.39,580964.44,Meelbes,Sorbus aria,1986,6-9m.,Gemeente Groningen,nee       ,6.58169971,53.20935667,POINT (234803.384 580964.412)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_784,028951,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234798.06,580971.2,Meelbes,Sorbus aria,2008,6-9m.,Gemeente Groningen,nee       ,6.58162178,53.20941834,POINT (234798.064 580971.188)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_785,028952,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234794.02,580977.2,Meelbes,Sorbus aria,1986,6-9m.,Gemeente Groningen,nee       ,6.58156277,53.20947269,POINT (234794.021 580977.17)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_786,028953,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234794.77,580987.06,Meelbes,Sorbus aria,1986,9-12m.,Gemeente Groningen,nee       ,6.58157628,53.20956151,POINT (234794.76 580987.069)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_787,028954,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234788.98,580984.8,Meelbes,Sorbus aria,1986,6-9m.,Gemeente Groningen,nee       ,6.58148938,53.20954223,POINT (234788.99 580984.828)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_788,028955,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234782.84,581006,Meelbes,Sorbus aria,1986,6-9m.,Gemeente Groningen,nee       ,6.58140266,53.20973333,POINT (234782.844 581005.997)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_789,028956,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234778.02,581012.4,Meelbes,Sorbus aria,1986,6-9m.,Gemeente Groningen,nee       ,6.58133206,53.2097911,POINT (234778.021 581012.347)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_78a,028957,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234764.8,581002.06,Meelbes,Sorbus aria,2004,6-9m.,Gemeente Groningen,nee       ,6.58113151,53.20970086,POINT (234764.79 581002.084)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_78b,028960,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234755.14,581024,Meelbes,Sorbus aria,2004,6-9m.,Gemeente Groningen,nee       ,6.58099256,53.20989896,POINT (234755.142 581023.974)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_78c,028961,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234752.42,581031,Meelbes,Sorbus aria,1986,12-15m.,Gemeente Groningen,nee       ,6.58095351,53.20996239,POINT (234752.416 581030.989)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_78d,028962,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234748.9,581037.56,Meelbes,Sorbus aria,1986,9-12m.,Gemeente Groningen,nee       ,6.58090255,53.21002184,POINT (234748.902 581037.549)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_78e,028963,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234753.14,581043.8,Meelbes,Sorbus aria,2004,6-9m.,Gemeente Groningen,nee       ,6.58096756,53.21007757,POINT (234753.142 581043.822)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_78f,028964,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234744.05,581046.6,Meelbes,Sorbus aria,2004,6-9m.,Gemeente Groningen,nee       ,6.58083212,53.21010435,POINT (234744.045 581046.652)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_790,028965,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234749.08,581051.06,Meelbes,Sorbus aria,1986,6-9m.,Gemeente Groningen,nee       ,6.58090845,53.21014347,POINT (234749.072 581051.09)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_791,028966,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234734.08,581062.06,Meelbes,Sorbus aria,2004,6-9m.,Gemeente Groningen,nee       ,6.58068689,53.21024414,POINT (234734.085 581062.047)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_792,028967,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234736.02,581070.44,Meelbes,Sorbus aria,1986,6-9m.,Gemeente Groningen,nee       ,6.58071785,53.21031916,POINT (234736.015 581070.43)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_793,028968,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234761.81,581009.44,Meelbes,Sorbus aria,1986,9-12m.,Gemeente Groningen,nee       ,6.58108881,53.20976731,POINT (234761.815 581009.431)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_794,028969,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234722.33,581076.2,Meelbes,Sorbus aria,1986,6-9m.,Gemeente Groningen,nee       ,6.58051438,53.21037297,POINT (234722.323 581076.192)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_795,028970,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234722.58,581085.9,Meelbes,Sorbus aria,1986,6-9m.,Gemeente Groningen,nee       ,6.5805206,53.21045991,POINT (234722.578 581085.874)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_796,028972,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234702.55,581097.75,Meelbes,Sorbus aria,2000,6-9m.,Gemeente Groningen,nee       ,6.58022375,53.21056976,POINT (234702.545 581097.77)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_797,028974,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234695.64,581105.4,Meelbes,Sorbus aria,1986,9-12m.,Gemeente Groningen,nee       ,6.58012225,53.2106389,POINT (234695.637 581105.351)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_798,028976,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234685.81,581117.1,Meelbes,Sorbus aria,1986,9-12m.,Gemeente Groningen,nee       ,6.57997821,53.21074606,POINT (234685.817 581117.117)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_799,028977,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234681,581133.8,Meelbes,Sorbus aria,1986,6-9m.,Gemeente Groningen,nee       ,6.5799102,53.2108969,POINT (234680.996 581133.827)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_79a,028978,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234680.36,581123.56,Meelbes,Sorbus aria,2000,6-9m.,Gemeente Groningen,nee       ,6.57989802,53.21080485,POINT (234680.352 581123.57)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_79b,028979,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234671.48,581148.8,Meelbes,Sorbus aria,1986,6-9m.,Gemeente Groningen,nee       ,6.57977159,53.21103273,POINT (234671.486 581148.788)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_79c,028980,Groningen,Van Sijsenstraat,Stadsdeel Zuid,Oosterpoort,234673.56,581132.5,Vogelkers,Prunus padus,2000,6-9m.,Gemeente Groningen,nee       ,6.57979868,53.21088605,POINT (234673.566 581132.496)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_79d,028999,Groningen,Veemarktstraat,Stadsdeel Zuid,Oosterpoort,234534.92,581523,Zomereik,Quercus robur,2003,9-12m.,Gemeente Groningen,nee       ,6.57782054,53.21441486,POINT (234534.926 581522.995)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_79e,029000,Groningen,Verlengde Frederikstraat,Stadsdeel Zuid,Oosterpoort,234827.22,581126.44,Robinia,Robinia pseudoacacia,1995,6-9m.,Gemeente Groningen,nee       ,6.58209666,53.21080857,POINT (234827.221 581126.418)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_79f,029001,Groningen,Verlengde Frederikstraat,Stadsdeel Zuid,Oosterpoort,234814.4,581129.75,Robinia,Robinia pseudoacacia,2000,6-9m.,Gemeente Groningen,nee       ,6.5819058,53.21084044,POINT (234814.412 581129.753)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7a0,029002,Groningen,Verlengde Frederikstraat,Stadsdeel Zuid,Oosterpoort,234755.05,581108.3,Robinia,Robinia pseudoacacia,1971,6-9m.,Gemeente Groningen,nee       ,6.58101209,53.21065679,POINT (234755.048 581108.326)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7a1,029003,Groningen,Verlengde Frederikstraat,Stadsdeel Zuid,Oosterpoort,234748.81,581113.25,Robinia,Robinia pseudoacacia,1971,6-9m.,Gemeente Groningen,nee       ,6.5809199,53.21070202,POINT (234748.806 581113.258)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7a2,029004,Groningen,Verlengde Frederikstraat,Stadsdeel Zuid,Oosterpoort,234736,581107.75,Robinia,Robinia pseudoacacia,1971,6-9m.,Gemeente Groningen,nee       ,6.5807268,53.21065472,POINT (234735.994 581107.78)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7a3,029005,Groningen,Verlengde Frederikstraat,Stadsdeel Zuid,Oosterpoort,234733.98,581099.4,Robinia,Robinia pseudoacacia,1985,6-9m.,Gemeente Groningen,nee       ,6.58069468,53.21057942,POINT (234733.987 581099.365)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7a4,029006,Groningen,Verlengde Frederikstraat,Stadsdeel Zuid,Oosterpoort,234708.52,581084.44,Robinia,Robinia pseudoacacia,1971,6-9m.,Gemeente Groningen,nee       ,6.58030978,53.21044896,POINT (234708.515 581084.422)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7a5,029007,Groningen,Verlengde Frederikstraat,Stadsdeel Zuid,Oosterpoort,234696.06,581076.25,Robinia,Robinia pseudoacacia,1985,6-9m.,Gemeente Groningen,nee       ,6.58012151,53.21037766,POINT (234696.069 581076.28)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7a6,029008,Groningen,Verlengde Lodewijkstraat,Stadsdeel Zuid,Oosterpoort,234478.39,580944.7,Hollandse iep,Ulmus 'Lobel',2005,9-12m.,Gemeente Groningen,nee       ,6.5768313,53.2092275,POINT (234478.385 580944.657)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7a7,029010,Groningen,Verlengde Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234826.11,581039.94,Meelbes,Sorbus aria,1974,6-9m.,Gemeente Groningen,nee       ,6.58205867,53.21003189,POINT (234826.117 581039.947)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7a8,029011,Groningen,Verlengde Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234830.92,581032.75,Meelbes,Sorbus aria,2008,6-9m.,Gemeente Groningen,nee       ,6.58212879,53.20996676,POINT (234830.922 581032.777)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7a9,029013,Groningen,Verlengde Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234848.3,581005.75,Meelbes,Sorbus aria,1974,6-9m.,Gemeente Groningen,nee       ,6.58238205,53.20972148,POINT (234848.294 581005.763)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7aa,029014,Groningen,Verlengde Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234852.8,580998.06,Meelbes,Sorbus aria,1974,9-12m.,Gemeente Groningen,nee       ,6.58244751,53.20965144,POINT (234852.796 580998.042)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7ab,029015,Groningen,Verlengde Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234838.14,581009.7,Meelbes,Sorbus aria,1974,6-9m.,Gemeente Groningen,nee       ,6.58223112,53.20975828,POINT (234838.143 581009.691)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7ac,029017,Groningen,Verlengde Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234826.38,581017.06,Meelbes,Sorbus aria,1990,6-9m.,Gemeente Groningen,nee       ,6.58205679,53.20982603,POINT (234826.372 581017.037)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7ad,029018,Groningen,Verlengde Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234821.78,581024.7,Meelbes,Sorbus aria,1990,6-9m.,Gemeente Groningen,nee       ,6.58198993,53.20989559,POINT (234821.777 581024.704)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7ae,029020,Groningen,Verlengde Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234819.58,581038.75,Meelbes,Sorbus aria,1974,6-9m.,Gemeente Groningen,nee       ,6.5819605,53.21002213,POINT (234819.577 581038.752)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7af,029023,Groningen,Verlengde Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234818.11,581053,Meelbes,Sorbus aria,1974,6-9m.,Gemeente Groningen,nee       ,6.58194196,53.21015016,POINT (234818.102 581052.979)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7b0,029024,Groningen,Verlengde Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234807.5,581057.94,Meelbes,Sorbus aria,1974,6-9m.,Gemeente Groningen,nee       ,6.58178447,53.21019637,POINT (234807.496 581057.946)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7b1,029026,Groningen,Verlengde Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234803.34,581063.9,Meelbes,Sorbus aria,1974,6-9m.,Gemeente Groningen,nee       ,6.58172374,53.21025045,POINT (234803.339 581063.897)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7b2,029027,Groningen,Verlengde Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234858.53,580989.06,Meelbes,Sorbus aria,1974,6-9m.,Gemeente Groningen,nee       ,6.5825312,53.2095698,POINT (234858.538 580989.05)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7b3,029028,Groningen,Verlengde Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234807.22,581070.44,Meelbes,Sorbus aria,2008,< 6m.,Gemeente Groningen,nee       ,6.58178343,53.21030861,POINT (234807.219 581070.435)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7b4,029031,Groningen,Verlengde Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234839.4,581019.3,Meelbes,Sorbus aria,1974,6-9m.,Gemeente Groningen,nee       ,6.58225252,53.20984426,POINT (234839.414 581019.282)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7b5,029032,Groningen,Verlengde Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234790.52,581099.5,Meelbes,Sorbus aria,2008,6-9m.,Gemeente Groningen,nee       ,6.5815407,53.21057237,POINT (234790.517 581099.518)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7b6,029036,Groningen,Warmoesstraat,Stadsdeel Zuid,Oosterpoort,234533.53,581191.7,Robinia,Robinia pseudoacacia,1995,< 6m.,Gemeente Groningen,nee       ,6.57771776,53.21143841,POINT (234533.538 581191.663)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7b7,029037,Groningen,Warmoesstraat,Stadsdeel Zuid,Oosterpoort,234536.48,581192.7,Robinia,Robinia pseudoacacia,1995,< 6m.,Gemeente Groningen,nee       ,6.57776209,53.21144696,POINT (234536.483 581192.664)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7b8,029039,Groningen,Warmoesstraat,Stadsdeel Zuid,Oosterpoort,234534.78,581187.06,Robinia,Robinia pseudoacacia,2002,< 6m.,Gemeente Groningen,nee       ,6.57773519,53.21139698,POINT (234534.778 581187.072)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7b9,029041,Groningen,Warmoesstraat,Stadsdeel Zuid,Oosterpoort,234473.03,581177.5,Robinia,Robinia pseudoacacia,1995,< 6m.,Gemeente Groningen,nee       ,6.57680876,53.21132028,POINT (234473.032 581177.515)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7ba,094967,Thesinge,Lageweg,Stadsdeel Ten Boer,Thesinge,237982.42,587998.3,Eenstijlige meidoorn,Crataegus monogyna,1985,< 6m.,Gemeente Groningen,nee       ,6.63109162,53.27206408,POINT (237982.425 587998.318)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7bb,095207,Groningen,Rijksweg,Stadsdeel Ten Boer,Buitengebied Ten Post,244986.89,591688.1,Grauwe abeel,Populus canescens 'Witte van Haamstede',2000,12-15m.,Gemeente Groningen,nee       ,6.73709582,53.30407768,POINT (244986.886 591688.134)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7bc,095208,Groningen,Rijksweg,Stadsdeel Ten Boer,Buitengebied Ten Post,244990.58,591690.06,Grauwe abeel,Populus canescens 'Witte van Haamstede',2000,12-15m.,Gemeente Groningen,nee       ,6.73715174,53.30409437,POINT (244990.579 591690.061)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7bd,095213,Groningen,Rijksweg,Stadsdeel Ten Boer,Buitengebied Ten Post,245013.14,591707.75,Grauwe abeel,Populus canescens,1985,15-18m.,Gemeente Groningen,nee       ,6.73749501,53.30424922,POINT (245013.137 591707.722)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7be,095221,Groningen,Rijksweg,Stadsdeel Ten Boer,Winneweer,245033.17,591832.44,Hollandse iep,Ulmus x hollandica,1980,12-15m.,Gemeente Groningen,nee       ,6.7378305,53.30536641,POINT (245033.167 591832.462)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7bf,095248,Groningen,Rijksweg,Stadsdeel Ten Boer,Winneweer,245490.83,592478.9,Gewone es,Fraxinus excelsior,1980,9-12m.,Gemeente Groningen,nee       ,6.74487699,53.31109586,POINT (245490.828 592478.868)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7c0,095252,Groningen,Rijksweg,Stadsdeel Ten Boer,Winneweer,245547.23,592488.44,Gewone es,Fraxinus excelsior,1980,15-18m.,Gemeente Groningen,nee       ,6.74572583,53.31117221,POINT (245547.24 592488.431)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7c1,095253,Groningen,Rijksweg,Stadsdeel Ten Boer,Winneweer,245555.67,592489.94,Gewone es,Fraxinus excelsior,1980,15-18m.,Gemeente Groningen,nee       ,6.74585269,53.31118444,POINT (245555.669 592489.952)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7c2,095630,Lellens,Stadsweg,Stadsdeel Ten Boer,Lellens,243552,590453.2,Schietwilg,Salix alba,1980,< 6m.,Gemeente Groningen,nee       ,6.71523528,53.29322372,POINT (243551.999 590453.203)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7c3,095631,Lellens,Stadsweg,Stadsdeel Ten Boer,Lellens,243548.67,590449.7,Schietwilg,Salix alba,1980,< 6m.,Gemeente Groningen,nee       ,6.71518433,53.29319287,POINT (243548.665 590449.707)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7c4,095632,Lellens,Stadsweg,Stadsdeel Ten Boer,Lellens,243545.38,590446.2,Schietwilg,Salix alba,1980,< 6m.,Gemeente Groningen,nee       ,6.71513399,53.293162,POINT (243545.372 590446.21)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7c5,095633,Groningen,Stadsweg,Stadsdeel Ten Boer,Lellens,243542.08,590442.7,Schietwilg,Salix alba,1980,< 6m.,Gemeente Groningen,nee       ,6.71508364,53.29313077,POINT (243542.079 590442.673)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7c6,095637,Groningen,Stadsweg,Stadsdeel Ten Boer,Lellens,243454.17,590349.6,Gewone es,Fraxinus excelsior,1985,12-15m.,Gemeente Groningen,nee       ,6.71373999,53.29230965,POINT (243454.176 590349.647)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7c7,095657,Groningen,Stadsweg,Stadsdeel Ten Boer,Buitengebied Ten Post,244312.6,591768.94,Plataan,Platanus x hispanica,2006,9-12m.,Gemeente Groningen,nee       ,6.72700615,53.30491669,POINT (244312.595 591768.934)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7c8,095658,Groningen,Stadsweg,Stadsdeel Ten Boer,Buitengebied Ten Post,244325.48,591775.56,Gewone es,Fraxinus excelsior,1985,9-12m.,Gemeente Groningen,nee       ,6.72720122,53.30497403,POINT (244325.479 591775.557)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7c9,095659,Groningen,Stadsweg,Stadsdeel Ten Boer,Buitengebied Ten Post,244329.12,591777.06,Gewone es,Fraxinus excelsior,1990,9-12m.,Gemeente Groningen,nee       ,6.72725642,53.30498676,POINT (244329.132 591777.042)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7ca,095837,Groningen,Stadsweg,Stadsdeel Ten Boer,Winneweer,244515.52,591992.7,Eenstijlige meidoorn,Crataegus monogyna,1985,< 6m.,Gemeente Groningen,nee       ,6.73011206,53.30689287,POINT (244515.521 591992.701)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7cb,095914,Lellens,Borgweg,Stadsdeel Ten Boer,Lellens,243616,591114.7,Zuiliep,Ulmus 'Columella',2006,6-9m.,Gemeente Groningen,nee       ,6.71637794,53.29915564,POINT (243615.995 591114.711)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7cc,095915,Lellens,Borgweg,Stadsdeel Ten Boer,Lellens,243603.64,591118.75,Zuiliep,Ulmus 'Columella',2006,6-9m.,Gemeente Groningen,nee       ,6.71619372,53.29919422,POINT (243603.635 591118.777)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7cd,095916,Lellens,Borgweg,Stadsdeel Ten Boer,Lellens,243575.98,591128.06,Zuiliep,Ulmus 'Columella',2006,6-9m.,Gemeente Groningen,nee       ,6.7157817,53.29928208,POINT (243575.987 591128.047)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7ce,095917,Lellens,Borgweg,Stadsdeel Ten Boer,Lellens,243532.53,591144.7,Zuiliep,Ulmus 'Columella',2006,6-9m.,Gemeente Groningen,nee       ,6.71513456,53.29943866,POINT (243532.524 591144.676)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7cf,095918,Lellens,Borgweg,Stadsdeel Ten Boer,Lellens,243525.86,591147.25,Zuiliep,Ulmus 'Columella',2006,6-9m.,Gemeente Groningen,nee       ,6.71503528,53.29946277,POINT (243525.856 591147.237)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_7d0,095919,Lellens,Borgweg,Stadsdeel Ten Boer,Lellens,243518.38,591150.3,Zuiliep,Ulmus 'Columella',2006,6-9m.,Gemeente Groningen,nee       ,6.71492395,53.29949141,POINT (243518.375 591150.287)
