Kenteken,As nummer,Aantal assen,Aangedreven as,Hefas,Plaatscode as,Spoorbreedte,Weggedrag code,Wettelijk toegestane maximum aslast,Technisch toegestane maximum aslast,Geremde as indicator,Afstand tot volgende as voertuig,Afstand tot volgende as voertuig minimum,Afstand tot volgende as voertuig maximum,Maximum last as technisch maximum,Maximum last as technisch minimum
0058WS,1,1,,N,A,,,1200,1200,,,,,,
0058WU,1,1,,N,A,,,750,750,,,,,,
0058ZZ,1,3,,N,V,,,10000,10300,,,,,,
0058ZZ,2,3,,N,A,,,9000,10300,,,,,,
0058ZZ,3,3,,N,A,,,9000,10300,,,,,,
0059FL,1,2,,,V,,,,,,,,,,
0059FL,2,2,,,A,,,,,,,,,,
0059MB,1,2,,,V,,,560,,,,,,,
0059MB,2,2,,,A,,,660,,,,,,,
0059TL,1,2,,,V,,,,,,,,,,
0059TL,2,2,,,A,,,,,,,,,,
0059UA,1,2,,,V,,,,,,,,,,
0059UA,2,2,,,A,,,,,,,,,,
0059WD,1,1,,N,A,,,900,900,,,,,,
0059WE,1,1,,N,A,,,800,800,,,,,,
0059WG,1,1,,N,A,,,2000,2000,,,,,,
0059WT,1,1,,N,A,,,2000,2000,,,,,,
0059WU,1,1,,N,A,,,850,850,,,,,,
0059WX,1,1,,N,A,,,900,900,,,,,,
0059ZZ,1,6,,N,A,,,6000,6000,,,,,,
0059ZZ,2,6,,N,A,,,6000,6000,,,,,,
0059ZZ,3,6,,N,A,,,6000,6000,,,,,,
0059ZZ,4,6,,N,A,,,6000,6000,,,,,,
0059ZZ,5,6,,N,A,,,6000,6000,,,,,,
0059ZZ,6,6,,N,A,,,6000,6000,,,,,,
0060EZ,1,2,,,V,,,,,,,,,,
0060EZ,2,2,,,A,,,,,,,,,,
0060PD,1,2,,,V,,,,,,,,,,
0060PD,2,2,,,A,,,,,,,,,,
0060RL,1,2,,,V,,,,,,,,,,
0060RL,2,2,,,A,,,,,,,,,,
0060VA,1,2,,,V,,,,,,,,,,
0060VA,2,2,,,A,,,,,,,,,,
0060WF,1,1,,N,A,,,800,800,,,,,,
0060WK,1,1,,N,A,,,1000,1000,,,,,,
0060WL,1,1,,N,A,,,2000,2000,,,,,,
0060WS,1,1,,N,A,,,1200,1200,,,,,,
0060WU,1,1,,N,A,,,2000,2000,,,,,,
0060XE,1,2,,,V,,,,,,,,,,
0060XE,2,2,,,A,,,,,,,,,,
0060XZ,1,2,,,V,,,,,,,,,,
0060XZ,2,2,,,A,,,,,,,,,,
0060ZZ,1,3,,N,A,,,8000,8000,,,,,,
0060ZZ,2,3,,N,A,,,8000,8000,,,,,,
0060ZZ,3,3,,N,A,,,8000,8000,,,,,,
0061NN,1,2,,,V,,,,,,,,,,
0061NN,2,2,,,A,,,,,,,,,,
0061PK,1,2,,,V,,,,,,,,,,
0061PK,2,2,,,A,,,,,,,,,,
0061WF,1,1,,N,A,,,800,800,,,,,,
0061WG,1,1,,N,A,,,1300,1300,,,,,,
0061WN,1,1,,N,A,,,1400,1400,,,,,,
0061WS,1,1,,N,A,,,850,850,,,,,,
0061WU,1,1,,N,A,,,850,850,,,,,,
0061WZ,1,1,,N,A,,,800,800,,,,,,
0061ZZ,1,9,,N,A,,,6000,6000,,,,,,
0061ZZ,2,9,,N,A,,,6000,6000,,,,,,
0061ZZ,3,9,,N,A,,,6000,6000,,,,,,
0061ZZ,4,9,,N,A,,,6000,6000,,,,,,
0061ZZ,5,9,,N,A,,,6000,6000,,,,,,
0061ZZ,6,9,,N,A,,,6000,6000,,,,,,
0061ZZ,7,9,,N,A,,,6000,6000,,,,,,
0061ZZ,8,9,,N,A,,,6000,6000,,,,,,
0061ZZ,9,9,,N,A,,,6000,6000,,,,,,
0062DR,1,2,,,V,,,,,,,,,,
0062DR,2,2,,,A,,,,,,,,,,
0062GZ,1,2,,,V,,,,,,,,,,
0062GZ,2,2,,,A,,,,,,,,,,
0062PF,1,2,,,V,,,,,,,,,,
0062PF,2,2,,,A,,,,,,,,,,
0062PK,1,2,,,V,,,,,,,,,,
0062PK,2,2,,,A,,,,,,,,,,
0062WF,1,1,,N,A,,,800,800,,,,,,
0062WH,1,1,,N,A,,,1500,1500,,,,,,
0062WK,1,1,,N,A,,,1200,1200,,,,,,
0062WT,1,2,,N,A,,,1000,1000,,,,,,
0062WT,2,2,,N,A,,,1000,1000,,,,,,
0062WZ,1,1,,N,A,,,1000,1000,,,,,,
0063PM,1,2,,,V,,,,,,,,,,
0063PM,2,2,,,A,,,,,,,,,,
0063TP,1,2,,,V,,,,,,,,,,
0063TP,2,2,,,A,,,,,,,,,,
0063WL,1,1,,N,A,,,2000,2000,,,,,,
0063WP,1,1,,N,A,,,1300,1300,,,,,,
0063WT,1,1,,N,A,,,2000,2000,,,,,,
0063WU,1,1,,N,A,,,890,890,,,,,,
0063WV,1,1,,N,A,,,1100,1100,,,,,,
0063ZE,1,2,,,V,131,,490,490,,,,,,
0063ZE,2,2,,,A,135,,710,710,,,,,,
0064DE,1,2,,,V,149,,885,,,,,,,
0064DE,2,2,,,A,149,,1055,,,,,,,
0064WH,1,1,,N,A,,,2000,2000,,,,,,
0064WK,1,1,,N,A,,,900,900,,,,,,
0064WL,1,1,,N,A,,,2000,2000,,,,,,
0064WS,1,1,,N,A,,,2000,2000,,,,,,
0064WU,1,2,,N,V,,,10000,10000,,,,,,
0064WU,2,2,,N,A,,,10000,10000,,,,,,
0064ZZ,1,9,,N,A,,,6960,6960,,,,,,
0064ZZ,2,9,,N,A,,,6960,6960,,,,,,
0064ZZ,3,9,,N,A,,,6960,6960,,,,,,
0064ZZ,4,9,,N,A,,,6960,6960,,,,,,
0064ZZ,5,9,,N,A,,,6960,6960,,,,,,
0064ZZ,6,9,,N,A,,,6960,6960,,,,,,
0064ZZ,7,9,,N,A,,,6960,6960,,,,,,
0064ZZ,8,9,,N,A,,,6960,6960,,,,,,
0064ZZ,9,9,,N,A,,,6960,6960,,,,,,
0065BB,1,2,,,V,,,1300,1300,,,,,,
0065BB,2,2,,,A,,,2700,2700,,,,,,
0065PK,1,2,,,V,,,,,,,,,,
0065PK,2,2,,,A,,,,,,,,,,
0065TP,1,1,,N,A,145,,,,,,,,,
0065WD,1,1,,N,A,,,900,900,,,,,,
0065WE,1,1,,N,A,,,800,800,,,,,,
0065WS,1,1,,N,A,,,900,900,,,,,,
0065WV,1,1,,N,A,,,1200,1200,,,,,,
0066RT,1,2,,,V,,,,,,,,,,
0066RT,2,2,,,A,,,,,,,,,,
0066RU,1,2,,,V,,,,,,,,,,
0066RU,2,2,,,A,,,,,,,,,,
0066SB,1,2,,,V,,,1450,1450,,,,,,
0066SB,2,2,,,A,,,2310,2310,,,,,,
0066XE,1,2,,,V,,,,,,,,,,
0066XE,2,2,,,A,,,,,,,,,,
0066ZA,1,2,,,V,,,,,,,,,,
0066ZA,2,2,,,A,,,,,,,,,,
0066ZZ,1,4,,N,V,,,8000,8000,,,,,,
0066ZZ,2,4,,N,V,,,8000,8000,,,,,,
0066ZZ,3,4,,N,A,,,8000,8000,,,,,,
0066ZZ,4,4,,N,A,,,8000,8000,,,,,,
0067AL,1,2,,,V,,,,,,,,,,
0067AL,2,2,,,A,,,,,,,,,,
0067HD,1,2,,,V,,,,,,,,,,
0067HD,2,2,,,A,,,,,,,,,,
0067MK,1,2,,,V,,,,,,,,,,
0067MK,2,2,,,A,,,,,,,,,,
0067SP,1,2,,,V,,,,,,,,,,
0067SP,2,2,,,A,,,,,,,,,,
0067TZ,1,2,,,V,,,,,,,,,,
0067TZ,2,2,,,A,,,,,,,,,,
0067UA,1,2,,,V,,,,,,,,,,
0067UA,2,2,,,A,,,,,,,,,,
0067WD,1,1,,N,A,,,900,900,,,,,,
0067WF,1,1,,N,A,,,800,800,,,,,,
0067WJ,1,1,,N,A,,,800,800,,,,,,
0067WV,1,1,,N,A,,,2000,2000,,,,,,
0067ZE,1,2,,,V,,,,,,,,,,
0067ZE,2,2,,,A,,,,,,,,,,
0067ZZ,1,6,J,N,V,,A,12000,12000,,,,,,
0067ZZ,2,6,N,N,V,,,12000,12000,,,,,,
0067ZZ,3,6,N,N,A,,,12000,12000,,,,,,
0067ZZ,4,6,J,N,A,,A,12000,12000,,,,,,
0067ZZ,5,6,J,N,A,,A,12000,12000,,,,,,
0067ZZ,6,6,N,N,A,,,12000,12000,,,,,,
0068JA,1,2,,,V,,,,,,,,,,
0068JA,2,2,,,A,,,,,,,,,,
0068PE,1,2,,,V,,,,,,,,,,
0068PE,2,2,,,A,,,,,,,,,,
0068UK,1,2,,,V,,,,,,,,,,
0068UK,2,2,,,A,,,,,,,,,,
0068VK,1,2,,,V,,,,,,,,,,
0068VK,2,2,,,A,,,,,,,,,,
0068VX,1,2,,,V,,,,,,,,,,
0068VX,2,2,,,A,,,,,,,,,,
0068WH,1,1,,N,A,,,1300,1300,,,,,,
0068WN,1,1,,N,A,,,1000,1000,,,,,,
0068WU,1,2,,,V,,,1000,1000,,,,,,
0068WU,2,2,,,A,,,1000,1000,,,,,,
0069BU,1,2,,,V,,,,,,,,,,
0069BU,2,2,,,A,,,,,,,,,,
0069PL,1,2,,,V,,,,,,,,,,
0069PL,2,2,,,A,,,,,,,,,,
0069WH,1,1,,N,A,,,2000,2000,,,,,,
0069WL,1,1,,N,A,,,2000,2000,,,,,,
0069WR,1,1,,N,A,,,2000,2000,,,,,,
0069WS,1,1,,N,A,,,2000,2000,,,,,,
0069WU,1,1,,N,A,,,950,950,,,,,,
0070PH,1,2,,,V,,,,,,,,,,
0070PH,2,2,,,A,,,,,,,,,,
0070WF,1,1,,N,A,,,1500,1500,,,,,,
0070WG,1,1,,N,A,,,2000,2000,,,,,,
0070WN,1,1,,N,A,,,840,840,,,,,,
0070WP,1,1,,N,A,,,1300,1300,,,,,,
0070WR,1,1,,N,A,,,2000,2000,,,,,,
0070WT,1,2,,,V,,,1000,1000,,,,,,
0070WT,2,2,,,A,,,1000,1000,,,,,,
0070WX,1,1,,N,A,,,800,800,,,,,,
0071FP,1,2,,,V,,,,,,,,,,
0071FP,2,2,,,A,,,,,,,,,,
0071WF,1,1,,N,A,,,1500,1500,,,,,,
0071WJ,1,1,,N,A,,,800,800,,,,,,
0071WN,1,1,,N,A,,,1400,1400,,,,,,
0071WP,1,1,,N,A,,,1300,1300,,,,,,
0071WR,1,1,,N,A,,,2000,2000,,,,,,
0071WS,1,1,,N,A,,,1200,1200,,,,,,
0072DS,1,2,,,V,,,,,,,,,,
0072DS,2,2,,,A,,,,,,,,,,
0072EB,1,2,,N,V,,,5400,5400,,,,,,
0072EB,2,2,,N,A,,,8600,8600,,,,,,
0072SK,1,2,,,V,,,,,,,,,,
0072SK,2,2,,,A,,,,,,,,,,
0072WE,1,1,,N,A,,,800,800,,,,,,
0072WF,1,1,,N,A,,,1500,1500,,,,,,
0072WH,1,1,,N,A,,,1300,1300,,,,,,
0072WN,1,1,,N,A,,,1000,1000,,,,,,
0072WP,1,1,,N,A,,,1200,1200,,,,,,
0072WT,1,1,,N,A,,,2000,2000,,,,,,
0072WX,1,1,,N,A,,,850,850,,,,,,
0072ZJ,1,2,,,V,,,,,,,,,,
0072ZJ,2,2,,,A,,,,,,,,,,
0073UP,1,2,,,V,,,,,,,,,,
0073UP,2,2,,,A,,,,,,,,,,
0073WE,1,1,,N,A,,,800,800,,,,,,
0073WH,1,1,,N,A,,,1300,1300,,,,,,
0073WN,1,1,,N,A,,,1400,1400,,,,,,
0073WP,1,1,,N,A,,,1300,1300,,,,,,
0073WS,1,1,,N,A,,,850,850,,,,,,
0073WT,1,1,,N,A,,,900,900,,,,,,
0073XF,1,2,,,V,,,,,,,,,,
0073XF,2,2,,,A,,,,,,,,,,
0073ZZ,1,6,N,N,V,,,9000,9000,,,,,,
0073ZZ,2,6,N,N,V,,,9000,9000,,,,,,
0073ZZ,3,6,N,N,V,,,10000,10000,,,,,,
0073ZZ,4,6,J,N,A,,A,12000,13000,,,,,,
0073ZZ,5,6,J,N,A,,A,12000,13000,,,,,,
0073ZZ,6,6,N,N,A,,,12000,12000,,,,,,
0074DZ,1,2,,,V,,,,,,,,,,
0074DZ,2,2,,,A,,,,,,,,,,
0074NJ,1,2,,,V,,,,,,,,,,
0074NJ,2,2,,,A,,,,,,,,,,
0074WE,1,1,,N,A,,,800,800,,,,,,
0074WF,1,1,,N,A,,,1500,1500,,,,,,
0074WG,1,3,,,V,,,1000,1000,,,,,,
0074WG,2,3,,,A,,,1000,1000,,,,,,
0074WG,3,3,,,A,,,1000,1000,,,,,,
0074WJ,1,1,,N,A,,,800,800,,,,,,
0074WN,1,1,,N,A,,,840,840,,,,,,
0074WR,1,1,,N,A,,,1500,1500,,,,,,
0074WS,1,1,,N,A,,,1600,1600,,,,,,
0074WU,1,1,,N,A,,,2000,2000,,,,,,
0074WZ,1,1,,N,A,,,1200,1200,,,,,,
0074XM,1,2,,,V,,,,,,,,,,
0074XM,2,2,,,A,,,,,,,,,,
0074ZK,1,2,,,V,,,,,,,,,,
0074ZK,2,2,,,A,,,,,,,,,,
0074ZZ,1,4,N,,V,,,7500,7500,,,,,,
0074ZZ,2,4,N,,A,,,10000,10000,,,,,,
0074ZZ,3,4,J,,A,,G,11500,11500,,,,,,
0074ZZ,4,4,N,,A,,,5750,5750,,,,,,
0075DZ,1,2,,,V,,,,,,,,,,
0075DZ,2,2,,,A,,,,,,,,,,
0075EM,1,2,,,V,,,,,,,,,,
0075EM,2,2,,,A,,,,,,,,,,
0075GR,1,2,,,V,,,,,,,,,,
0075GR,2,2,,,A,,,,,,,,,,
0075HD,1,2,,,V,,,,,,,,,,
0075HD,2,2,,,A,,,,,,,,,,
0075JG,1,2,,,V,,,,,,,,,,
0075JG,2,2,,,A,,,,,,,,,,
0075NP,1,2,,,V,,,,,,,,,,
0075NP,2,2,,,A,,,,,,,,,,
0075PH,1,2,,,V,156,,,,,274,,,,
0075PH,2,2,,,A,152,,,,,,,,,
0075RM,1,2,,,V,,,,,,,,,,
0075RM,2,2,,,A,,,,,,,,,,
0075WZ,1,1,,N,A,,,1000,1000,,,,,,
0075ZZ,1,4,N,,V,,,7500,7500,,,,,,
0075ZZ,2,4,N,,A,,,10000,10000,,,,,,
0075ZZ,3,4,J,,A,,G,11500,11500,,,,,,
0075ZZ,4,4,N,,A,,,5750,5750,,,,,,
0076MK,1,2,,,V,,,,,,,,,,
0076MK,2,2,,,A,,,,,,,,,,
0076UP,1,2,,,V,,,,,,,,,,
0076UP,2,2,,,A,,,,,,,,,,
0076VA,1,2,,,V,,,,,,,,,,
0076VA,2,2,,,A,,,,,,,,,,
0076VG,1,2,,,V,,,,,,,,,,
0076VG,2,2,,,A,,,,,,,,,,
0076WE,1,1,,N,A,,,800,800,,,,,,
0076WG,1,1,,N,A,,,2000,2000,,,,,,
0076WN,1,1,,N,A,,,820,820,,,,,,
0076WP,1,1,,N,A,,,1300,1300,,,,,,
0076WS,1,1,,N,A,,,1600,1600,,,,,,
0076WT,1,1,,N,A,,,1300,1300,,,,,,
0076ZZ,1,4,N,,V,,,7500,7500,,,,,,
0076ZZ,2,4,N,,A,,,10000,10000,,,,,,
0076ZZ,3,4,J,,A,,G,11500,11500,,,,,,
0076ZZ,4,4,N,,A,,,5750,5750,,,,,,
0077JD,1,2,,,V,,,,,,,,,,
0077JD,2,2,,,A,,,,,,,,,,
0077UJ,1,2,,,V,,,,,,,,,,
0077UJ,2,2,,,A,,,,,,,,,,
0077WK,1,1,,N,A,,,900,900,,,,,,
0077WR,1,1,,N,A,,,2000,2000,,,,,,
0077WT,1,1,,N,A,,,1800,1800,,,,,,
0077WV,1,1,,N,A,,,1000,1000,,,,,,
0077WX,1,1,,N,A,,,950,950,,,,,,
0077ZZ,1,4,N,,V,,,7500,7500,,,,,,
0077ZZ,2,4,N,,A,,,10000,10000,,,,,,
0077ZZ,3,4,J,,A,,G,11500,11500,,,,,,
0077ZZ,4,4,N,,A,,,5750,5750,,,,,,
0078FE,1,2,,,V,,,,,,,,,,
0078FE,2,2,,,A,,,,,,,,,,
0078NT,1,2,,,V,,,,,,,,,,
0078NT,2,2,,,A,,,,,,,,,,
0078PE,1,2,,,V,,,,,,,,,,
0078PE,2,2,,,A,,,,,,,,,,
0078WE,1,1,,N,A,,,800,800,,,,,,
0078WJ,1,1,,N,A,,,800,800,,,,,,
0078WK,1,1,,N,A,,,900,900,,,,,,
0078WN,1,1,,N,A,,,1500,1500,,,,,,
0078WT,1,1,,N,A,,,1000,1000,,,,,,
0078WU,1,1,,N,A,,,1000,1000,,,,,,
0079JD,1,2,,,V,,,,,,,,,,
0079JD,2,2,,,A,,,,,,,,,,
0079PZ,1,2,,,V,,,,,,,,,,
0079PZ,2,2,,,A,,,,,,,,,,
0079RZ,1,2,,,V,,,,,,,,,,
0079RZ,2,2,,,A,,,,,,,,,,
0079TZ,1,2,,,V,,,,,,,,,,
0079TZ,2,2,,,A,,,,,,,,,,
0079UP,1,2,,,V,,,,,,,,,,
0079UP,2,2,,,A,,,,,,,,,,
0079WG,1,1,,N,A,,,2000,2000,,,,,,
0079WK,1,1,,N,A,,,900,900,,,,,,
0079WN,1,2,,,V,,,1250,1250,,,,,,
0079WN,2,2,,,A,,,1250,1250,,,,,,
0079WX,1,1,,N,A,,,800,800,,,,,,
0079WZ,1,2,,N,A,,,1000,1000,,,,,,
0079WZ,2,2,,N,A,,,1000,1000,,,,,,
0080EB,1,2,,,V,168,,1300,1300,,,,,,
0080EB,2,2,,,A,155,,2900,2900,,,,,,
0080NT,1,2,,,V,,,,,,,,,,
0080NT,2,2,,,A,,,,,,,,,,
0080VH,1,2,,,V,,,,,,,,,,
0080VH,2,2,,,A,,,,,,,,,,
0080VP,1,2,,,V,,,,,,,,,,
0080VP,2,2,,,A,,,,,,,,,,
0080WE,1,1,,N,A,,,800,800,,,,,,
0080WT,1,1,,N,A,,,1000,1000,,,,,,
0080ZZ,1,5,,N,V,,,9000,9000,,,,,,
0080ZZ,2,5,,N,V,,,9000,9000,,,,,,
0080ZZ,3,5,,N,A,,,9000,9000,,,,,,
0080ZZ,4,5,,N,A,,,9000,9000,,,,,,
0080ZZ,5,5,,N,A,,,9000,9000,,,,,,
0081WE,1,1,,N,A,,,800,800,,,,,,
0081WH,1,1,,N,A,,,990,990,,,,,,
0081WP,1,1,,N,A,,,2000,2000,,,,,,
0082JK,1,2,,,V,,,,,,,,,,
0082JK,2,2,,,A,,,,,,,,,,
0082WH,1,1,,N,A,,,1300,1300,,,,,,
0082WV,1,1,,N,A,,,1000,1000,,,,,,
0082ZZ,1,5,,N,V,,,10000,10000,,,,,,
0082ZZ,2,5,,N,V,,,10000,10000,,,,,,
0082ZZ,3,5,,N,A,,,10000,10000,,,,,,
0082ZZ,4,5,,N,A,,,10000,10000,,,,,,
0082ZZ,5,5,,N,A,,,10000,10000,,,,,,
0083AL,1,2,,,V,,,,,,,,,,
0083AL,2,2,,,A,,,,,,,,,,
0083GM,1,2,,,V,,,,,,,,,,
0083GM,2,2,,,A,,,,,,,,,,
0083SL,1,2,,,V,,,,,,,,,,
0083SL,2,2,,,A,,,,,,,,,,
0083TF,1,2,,,V,,,,,,,,,,
0083TF,2,2,,,A,,,,,,,,,,
0083WG,1,1,,N,A,,,2000,2000,,,,,,
0083WH,1,1,,N,A,,,990,990,,,,,,
0083WZ,1,1,,N,A,,,1920,1920,,,,,,
0083XA,1,2,,,V,,,,,,,,,,
0083XA,2,2,,,A,,,,,,,,,,
0083XF,1,2,,,V,,,,,,,,,,
0083XF,2,2,,,A,,,,,,,,,,
0083ZZ,1,8,J,N,V,,A,12000,12000,,,,,,
0083ZZ,2,8,J,N,V,,A,12000,12000,,,,,,
0083ZZ,3,8,N,N,V,,,12000,12000,,,,,,
0083ZZ,4,8,J,N,V,,A,12000,12000,,,,,,
0083ZZ,5,8,N,N,A,,,12000,12000,,,,,,
0083ZZ,6,8,J,N,A,,A,12000,12000,,,,,,
0083ZZ,7,8,N,N,A,,,12000,12000,,,,,,
0083ZZ,8,8,N,N,A,,,12000,12000,,,,,,
0084WE,1,1,,N,A,,,800,800,,,,,,
0084WN,1,1,,N,A,,,1000,1000,,,,,,
0084WP,1,1,,N,A,,,850,850,,,,,,
0084WT,1,1,,N,A,,,1250,1250,,,,,,
0084WX,1,1,,N,A,,,1000,1000,,,,,,
0084ZZ,1,9,,N,A,,,6000,6000,,,,,,
0084ZZ,2,9,,N,A,,,6000,6000,,,,,,
0084ZZ,3,9,,N,A,,,6000,6000,,,,,,
0084ZZ,4,9,,N,A,,,6000,6000,,,,,,
0084ZZ,5,9,,N,A,,,6000,6000,,,,,,
0084ZZ,6,9,,N,A,,,6000,6000,,,,,,
0084ZZ,7,9,,N,A,,,6000,6000,,,,,,
0084ZZ,8,9,,N,A,,,6000,6000,,,,,,
0084ZZ,9,9,,N,A,,,6000,6000,,,,,,
0085DJ,1,2,,,V,,,,,,,,,,
0085DJ,2,2,,,A,,,,,,,,,,
0085ET,1,2,,,V,,,,,,,,,,
0085ET,2,2,,,A,,,,,,,,,,
0085PD,1,2,,,V,,,,,,,,,,
0085PD,2,2,,,A,,,,,,,,,,
0085WD,1,1,,N,A,,,2000,2000,,,,,,
0085WE,1,1,,N,A,,,800,800,,,,,,
0085WK,1,1,,N,A,,,2000,2000,,,,,,
0085WT,1,1,,N,A,,,850,850,,,,,,
0085WX,1,1,,N,A,,,900,900,,,,,,
0085XU,1,2,,,V,,,,,,,,,,
0085XU,2,2,,,A,,,,,,,,,,
0085ZZ,1,2,,N,A,,,10000,10000,,,,,,
0085ZZ,2,2,,N,A,,,10000,10000,,,,,,
0086EK,1,2,,,V,,,,,,,,,,
0086EK,2,2,,,A,,,,,,,,,,
0086FV,1,2,,,V,,,,,,,,,,
0086FV,2,2,,,A,,,,,,,,,,
0086GM,1,2,,,V,,,,,,,,,,
0086GM,2,2,,,A,,,,,,,,,,
0086SU,1,2,,,V,,,,,,,,,,
0086SU,2,2,,,A,,,,,,,,,,
0086WJ,1,1,,N,A,,,800,800,,,,,,
0086WL,1,1,,N,A,,,850,850,,,,,,
0086WN,1,1,,N,A,,,1300,1300,,,,,,
0086WS,1,1,,N,A,,,850,850,,,,,,
0086WT,1,2,,N,V,,,1750,1750,,,,,,
0086WT,2,2,,N,A,,,1750,1750,,,,,,
0086WU,1,1,,N,A,,,820,820,,,,,,
0086WZ,1,1,,N,A,,,950,950,,,,,,
0086ZZ,1,6,,J,A,,,9000,10000,,,,,,
0086ZZ,2,6,,N,A,,,9000,10000,,,,,,
0086ZZ,3,6,,N,A,,,9000,10000,,,,,,
0086ZZ,4,6,,N,A,,,9000,10000,,,,,,
0086ZZ,5,6,,N,A,,,9000,10000,,,,,,
0086ZZ,6,6,,N,A,,,9000,10000,,,,,,
0087BU,1,2,,,V,179,,,,,,,,,
0087BU,2,2,,,A,178,,,,,,,,,
0087EM,1,2,,,V,,,,,,,,,,
0087EM,2,2,,,A,,,,,,,,,,
0087NP,1,2,,,V,,,,,,,,,,
0087NP,2,2,,,A,,,,,,,,,,
0087WG,1,1,,N,A,,,2000,2000,,,,,,
0087WJ,1,1,,N,A,,,800,800,,,,,,
0087WK,1,1,,N,A,,,1000,1000,,,,,,
0087ZZ,1,4,,N,A,,,6960,6960,,,,,,
0087ZZ,2,4,,N,A,,,6960,6960,,,,,,
0087ZZ,3,4,,N,A,,,6960,6960,,,,,,
0087ZZ,4,4,,N,A,,,6960,6960,,,,,,
0088WG,1,1,,N,A,,,1500,1500,,,,,,
0088WK,1,1,,N,A,,,900,900,,,,,,
0088WR,1,1,,N,A,,,900,900,,,,,,
0088WT,1,1,,N,A,,,950,950,,,,,,
0088WU,1,1,,N,A,,,1500,1500,,,,,,
0088XA,1,2,,,V,,,,,,,,,,
0088XA,2,2,,,A,,,,,,,,,,
0088ZZ,1,8,,N,A,,,6960,6960,,,,,,
0088ZZ,2,8,,N,A,,,6960,6960,,,,,,
0088ZZ,3,8,,N,A,,,6960,6960,,,,,,
0088ZZ,4,8,,N,A,,,6960,6960,,,,,,
0088ZZ,5,8,,N,A,,,6960,6960,,,,,,
0088ZZ,6,8,,N,A,,,6960,6960,,,,,,
0088ZZ,7,8,,N,A,,,6960,6960,,,,,,
0088ZZ,8,8,,N,A,,,6960,6960,,,,,,
0089BU,1,2,,,V,163,,,,,,,,,
0089BU,2,2,,,A,162,,,,,,,,,
0089FL,1,2,,,V,,,,,,,,,,
0089FL,2,2,,,A,,,,,,,,,,
0089WT,1,1,,N,A,,,1200,1200,,,,,,
0089WU,1,1,,N,A,,,800,800,,,,,,
0089ZZ,1,4,,N,A,,,10000,10000,,,,,,
0089ZZ,2,4,,N,A,,,10000,10000,,,,,,
0089ZZ,3,4,,N,A,,,10000,10000,,,,,,
0089ZZ,4,4,,N,A,,,10000,10000,,,,,,
0090JD,1,2,,,V,,,,,,,,,,
0090JD,2,2,,,A,,,,,,,,,,
0090VD,1,2,,,V,,,,,,,,,,
0090VD,2,2,,,A,,,,,,,,,,
0090WH,1,1,,N,A,,,820,820,,,,,,
0090WN,1,1,,N,A,,,2000,2000,,,,,,
0090WR,1,1,,N,A,,,2000,2000,,,,,,
0090WV,1,1,,N,A,,,1200,1200,,,,,,
0090XM,1,2,,,V,,,,,,,,,,
0090XM,2,2,,,A,,,,,,,,,,
0090ZZ,1,6,N,N,V,,,10000,10000,,,,,,
0090ZZ,2,6,N,N,V,,,10000,10000,,,,,,
0090ZZ,3,6,N,J,A,,,10000,10000,,,,,,
0090ZZ,4,6,J,N,A,,G,12000,13000,,,,,,
0090ZZ,5,6,J,N,A,,G,12000,13000,,,,,,
0090ZZ,6,6,N,J,A,,,10000,10000,,,,,,
0091AP,1,2,,,V,,,,,,,,,,
0091AP,2,2,,,A,,,,,,,,,,
0091JD,1,1,,N,A,,,,,,,,,,
0091UJ,1,2,,,V,,,,,,,,,,
0091UJ,2,2,,,A,,,,,,,,,,
0091UP,1,2,,,V,,,,,,,,,,
0091UP,2,2,,,A,,,,,,,,,,
0091VB,1,2,,,V,,,998,998,,,,,,
0091VB,2,2,,,A,,,1225,1225,,,,,,
0091VD,1,2,,,V,,,,,,,,,,
0091VD,2,2,,,A,,,,,,,,,,
0091VX,1,2,,,V,,,,,,,,,,
0091VX,2,2,,,A,,,,,,,,,,
0091WD,1,1,,N,A,,,1250,1250,,,,,,
0091WF,1,1,,N,A,,,980,980,,,,,,
0091WH,1,1,,N,A,,,850,850,,,,,,
0091WN,1,1,,N,A,,,1300,1300,,,,,,
0091WX,1,1,,N,A,,,1000,1000,,,,,,
0091ZZ,1,6,,N,A,,,6000,6000,,,,,,
0091ZZ,2,6,,N,A,,,6000,6000,,,,,,
0091ZZ,3,6,,N,A,,,6000,6000,,,,,,
0091ZZ,4,6,,N,A,,,6000,6000,,,,,,
0091ZZ,5,6,,N,A,,,6000,6000,,,,,,
0091ZZ,6,6,,N,A,,,6000,6000,,,,,,
0092HR,1,2,,,V,,,,,,,,,,
0092HR,2,2,,,A,,,,,,,,,,
0092UJ,1,2,,,V,,,,,,,,,,
0092UJ,2,2,,,A,,,,,,,,,,
0092WD,1,1,,N,A,,,2000,2000,,,,,,
0092WG,1,1,,N,A,,,2000,2000,,,,,,
0092WH,1,1,,N,A,,,850,850,,,,,,
0092WJ,1,1,,N,A,,,800,800,,,,,,
0092WN,1,1,,N,A,,,800,800,,,,,,
0092WR,1,1,,N,A,,,2000,2000,,,,,,
0092WS,1,1,,N,A,,,850,850,,,,,,
0092XM,1,2,,,V,,,,,,,,,,
0092XM,2,2,,,A,,,,,,,,,,
0092ZZ,1,6,,N,A,,,6000,6000,,,,,,
0092ZZ,2,6,,N,A,,,6000,6000,,,,,,
0092ZZ,3,6,,N,A,,,6000,6000,,,,,,
