OBJECTID,NAAM,AANMAAKDATUM,REF_FUNC_SPOORTAK_NAAM_LANG,BEIDE_EINDEN_GELIJK,BESTANDSNAAM,SIGMATRAJECT_GUID,DATUM_GOEDGEKEURD_OUDST,DATUM_GOEDGEKEURD_JONGST,LENGTE_TOTAAL_SIGMATRAJECT,REF_FUNCTIONELE_SPOORTAK_PUIC,Shape__Length
1190595,003_2323/2325_S_T_84.3,2021/10/29 19:57:53+00,003_2323/2325_S_T_84,0,Detaillijst_003_2323_2325_S_T_84.3.csv,334bcafa-123f-482b-84f7-0fae854316dc,2017/05/16 10:19:23+00,2017/05/16 10:19:23+00,20.12712,,20.1251765486288
1190600,003_2313V_84.1,2021/10/29 19:58:17+00,003_2313V_84.1,1,Detaillijst_003_2313V_84.1.csv,4d58242c-b143-4b4c-a9ea-90ce23bdf94b,2017/05/16 10:02:23+00,2017/05/16 10:19:23+00,196.36905,776366d4-f718-460d-9593-87b87cba2a66,196.367732832927
1190601,003_2325P_84.3,2021/10/29 19:58:20+00,003_2325P_84.3,1,Detaillijst_003_2325P_84.3.csv,4ee6b466-d6d0-4939-819f-af8112057de3,2017/05/16 10:19:23+00,2017/05/16 10:20:53+00,49.23558,7f2a6a8c-9951-4892-9418-129f6e0d29fc,49.2355706465356
1190602,003_2331/2333_P_Q_84.4,2021/10/29 19:58:25+00,003_2331/2333_P_Q_84,0,Detaillijst_003_2331_2333_P_Q_84.4.csv,51f0df69-943d-4354-984e-15cf01e3fd38,2017/05/16 10:20:05+00,2017/05/16 10:20:05+00,20.12712,,20.1251300044544
1190603,003_2215V_84.0,2021/10/29 19:58:27+00,003_2215V_84.0,1,Detaillijst_003_2215V_84.0.csv,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b,2017/05/16 09:57:28+00,2017/05/16 10:25:33+00,132.06941,0d409d73-9f82-47aa-b848-ac9ab32e6bdb,132.069508217529
1190604,003_2333T_84.4,2021/10/29 19:58:29+00,003_2333T_84.4,0,Detaillijst_003_2333T_84.4.csv,5ee29f07-95f6-469b-9584-9b39419d1137,2017/05/16 10:20:05+00,2017/05/16 10:20:05+00,452.59124111,bfe0b2d8-791e-4774-8bf4-c4835e91ad75,452.589120307821
1190605,003_2323/2325_P_Q_84.3,2021/10/29 19:58:35+00,003_2323/2325_P_Q_84,0,Detaillijst_003_2323_2325_P_Q_84.3.csv,635f0d11-db1c-467b-b21e-b36ac90d4f1c,2017/05/16 10:19:23+00,2017/05/16 10:19:23+00,20.12712,,20.1251754755977
1190606,003_2229P_84.2,2021/10/29 19:58:37+00,003_2229P_84.2,1,Detaillijst_003_2229P_84.2.csv,69361d3d-903e-4a5a-ad72-6cf189112cd3,2017/05/16 09:58:46+00,2020/08/20 02:00:00+00,49.48703305,b3da63f5-d9eb-4e24-875a-fb10fefc6b61,49.4870114499754
1190607,003_2221R_84.1,2021/10/29 19:58:39+00,003_2221R_84.1,1,Detaillijst_003_2221R_84.1.csv,6f7e40bb-7e2d-490c-8c37-f8994438162d,2017/05/16 09:57:28+00,2020/08/20 02:00:00+00,45.535,bbd53fef-c9ff-40e3-b477-aba77b0a43b2,45.5333279069292
1190608,003_2321L_84.3,2021/10/29 19:58:44+00,003_2321L_84.3,1,Detaillijst_003_2321L_84.3.csv,747cf4d3-c464-4772-b666-c153ec36fd95,2017/05/16 10:18:57+00,2017/05/16 10:20:05+00,137.51997,f36ebc2d-b786-46ba-8f38-dd0385f2ea7b,137.519950279296
1190610,003_2239V_84.3,2021/10/29 19:58:53+00,003_2239V_84.3,0,Detaillijst_003_2239V_84.3.csv,75c5a9b2-37b9-4c71-a230-fa2602a6d647,2017/05/16 09:57:03+00,2017/05/16 09:57:28+00,477.25027463,0f830c53-8c45-43b2-9c25-36a80bdde2f0,477.250270275041
1190611,003_2229T_84.2,2021/10/29 19:58:55+00,003_2229T_84.2,1,Detaillijst_003_2229T_84.2.csv,7860e849-6196-4fcf-aea7-5d2c82d32a05,2017/05/16 09:57:03+00,2020/08/20 18:23:49+00,70.26964981,69aa35df-ac10-4792-b020-245253d19287,70.267977309183
1190612,552_2207L_73.8,2021/10/29 19:58:57+00,552_2207L_73.8,1,Detaillijst_552_2207L_73.8.csv,790c5e92-e8a2-49c7-9823-d34d8b7549b8,2017/05/16 09:55:57+00,2017/05/16 10:25:33+00,513.844888,d9f205c7-c337-44e2-a31d-a881e06ab68c,513.837601253055
1190614,003_2221L_84.1,2021/10/29 19:59:01+00,003_2221L_84.1,1,Detaillijst_003_2221L_84.1.csv,86aee4f2-4d6b-4df5-8c1a-fae0db3ee965,2017/05/16 09:57:03+00,2017/05/16 09:57:28+00,171.323145,e4fbc501-3d4c-471e-9b44-c1df688de7ee,171.32081450557
1190615,552_2209R_73.8,2021/10/29 19:59:07+00,552_2209R_73.8,1,Detaillijst_552_2209R_73.8.csv,8a85b432-58fa-4fb8-a0e8-f01e47533ef3,2017/05/16 09:55:57+00,2017/05/16 09:57:03+00,517.702623,bcb3dd54-8de9-4f44-bcd3-53dbd03ac934,517.694854960829
1190616,003_2337L_84.5,2021/10/29 19:59:09+00,003_2337L_84.5,1,Detaillijst_003_2337L_84.5.csv,8caf3ed6-011a-46f8-a0ab-18870c3140af,2017/05/16 10:20:53+00,2017/05/16 10:20:53+00,59.76554,8181a6fa-0499-4b1c-80a5-065a826a6a25,59.7655387012449
1190617,003_2223L_84.1,2021/10/29 19:59:11+00,003_2223L_84.1,1,Detaillijst_003_2223L_84.1.csv,8d2696f8-4e42-473d-9fa9-98b542dedf07,2020/08/20 02:00:00+00,2020/08/20 02:00:00+00,55.53,10dcc393-d674-460e-9405-1a1e2393d657,55.5300953287494
1190619,003_2237L_84.2,2021/10/29 19:59:15+00,003_2237L_84.2,0,Detaillijst_003_2237L_84.2.csv,92f758c7-7675-4067-b3a4-dda7aff71964,2017/05/16 09:58:46+00,2017/05/16 09:58:46+00,484.63068715,0ad87c56-7f0c-4de5-8f03-36815ab0024f,484.630674194123
1190620,552_2209L_73.8,2021/10/29 19:59:17+00,552_2209L_73.8,1,Detaillijst_552_2209L_73.8.csv,a8ec9a29-dfd8-4075-9a2e-c44876b63bd8,2017/05/16 09:55:57+00,2017/05/16 10:25:33+00,407.851934,8cbce021-8bdc-4851-a00b-918edb370974,407.849292502674
1190621,003_2339R_84.6,2021/10/29 19:59:20+00,003_2339R_84.6,0,Detaillijst_003_2339R_84.6.csv,ae7537ef-918e-4278-8538-7e04128e17cd,2017/05/16 10:20:53+00,2017/05/16 10:21:04+00,324.599615,833f2ad9-5cc4-4b2e-abca-170e0807c93e,324.596473340631
1190622,003_2237R_84.2,2021/10/29 19:59:22+00,003_2237R_84.2,0,Detaillijst_003_2237R_84.2.csv,b8e15c65-725f-4ffa-b029-a61fb1fb78de,2017/05/16 09:58:46+00,2020/08/20 18:34:24+00,484.84960105,57496f80-f50c-48ea-8409-a2af1e3f5274,484.846279964643
1190623,003_2337R_84.5,2021/10/29 19:59:28+00,003_2337R_84.5,0,Detaillijst_003_2337R_84.5.csv,be21bd41-3833-431d-ad35-60e4dbf40749,2017/05/16 10:20:53+00,2017/05/16 10:21:11+00,384.42456227,d36d9740-5f31-4f4f-9a03-74c51ebb2443,384.421230342742
1190624,003_2339L_84.6,2021/10/29 19:59:30+00,003_2339L_84.6,0,Detaillijst_003_2339L_84.6.csv,be36f193-68b3-4c02-9f16-35ad3fa75952,2017/05/16 10:20:53+00,2017/05/16 10:20:53+00,324.4845627,7a0cb4a7-bc61-494f-8a18-99cb7573b58c,324.484626924759
1190626,003_2325T_84.3,2021/10/29 19:59:34+00,003_2325T_84.3,1,Detaillijst_003_2325T_84.3.csv,c7793e03-e936-40ce-b27f-1a70892fc074,2017/05/16 10:19:23+00,2017/05/16 10:20:05+00,30.06,712098a4-02b0-4f70-85bf-8498cf933a90,30.0600011264138
1190627,003_2321R_84.3,2021/10/29 19:59:36+00,003_2321R_84.3,1,Detaillijst_003_2321R_84.3.csv,cda58b2c-8b19-481d-82b2-2c2dd1ff9518,2017/05/16 10:18:57+00,2017/05/16 10:20:35+00,53.97333,3d5b098e-d11a-4a69-a1f0-4fd9cc38f861,53.97184104362
1190628,003_2213L_83.9,2021/10/29 19:59:38+00,003_2213L_83.9,1,Detaillijst_003_2213L_83.9.csv,da769f9f-f774-40e3-a17e-b5f9d2df6f64,2017/05/16 10:25:33+00,2017/05/16 10:25:33+00,66.29185,4282d451-8d55-4b06-90e6-08f46ab70c59,66.2885555679214
1190629,003_2235L_84.2,2021/10/29 19:59:40+00,003_2235L_84.2,0,Detaillijst_003_2235L_84.2.csv,de1b3863-d07c-4990-b6b2-25f843ef299d,2017/05/16 10:01:00+00,2017/05/16 10:01:00+00,505.17962474,b0fcf9ed-8119-419f-85aa-cea70fd6669e,505.178028366224
1190630,003_2223R_84.1,2021/10/29 19:59:42+00,003_2223R_84.1,1,Detaillijst_003_2223R_84.1.csv,e3ecb22b-6e54-4191-b784-8078071da641,2020/08/20 02:00:00+00,2020/08/20 02:00:00+00,33.1458858,ade38739-a6f0-4458-afa5-a4320483caff,33.1441292930562
1190631,003_2227Q_84.2,2021/10/29 19:59:48+00,003_2227Q_84.2,1,Detaillijst_003_2227Q_84.2.csv,ea1cfcbd-7bb9-4e55-8594-ac1fc5474a59,2020/08/20 02:00:00+00,2020/08/20 02:00:00+00,22.6384258,2f04f122-46f1-4df4-b23f-061b1d4f1626,22.6385740436539
1190632,003_2213R_83.9,2021/10/29 19:59:49+00,003_2213R_83.9,1,Detaillijst_003_2213R_83.9.csv,eae5f201-8fb6-45a7-bdf2-37d505591884,2017/05/16 09:57:03+00,2020/08/20 18:08:24+00,108.96634618,e6d5f3d8-02c7-468e-911d-9b6639473425,108.962707034191
1190633,003_2227/2229_S_T_84.2,2021/10/29 19:59:51+00,003_2227/2229_S_T_84,0,Detaillijst_003_2227_2229_S_T_84.2.csv,eca748a3-2f86-4965-ab70-ac75676f26ec,2020/08/20 02:00:00+00,2020/08/20 02:00:00+00,20.12712,,20.125158579049
1190634,003_2241R_84.3,2021/10/29 19:59:53+00,003_2241R_84.3,0,Detaillijst_003_2241R_84.3.csv,f777864e-120d-4a2e-b6c7-36476a729d1a,2017/05/16 10:01:14+00,2017/05/16 10:01:20+00,440.90155074,e3f9596e-3d31-45b5-9029-65fa95f3803f,440.897361789867
1190635,003_2235R_84.2,2021/10/29 19:59:59+00,003_2235R_84.2,1,Detaillijst_003_2235R_84.2.csv,f9571555-86bc-47f5-a87b-a30a47f2db84,2017/05/16 10:01:00+00,2017/05/16 10:01:20+00,48.44429,fb52ba36-4f2d-4473-aba6-2d7bb9389080,48.4428316932904
1190636,003_2327R_84.4,2021/10/29 20:00:02+00,003_2327R_84.4,0,Detaillijst_003_2327R_84.4.csv,f9650b44-d705-407e-a4bc-36ee643d31ea,2017/05/16 10:19:23+00,2017/05/16 10:20:05+00,505.96810172,b09ca28f-c730-4823-9a9b-3dd23db6bbe9,505.968086470926
1190637,003_2227/2229_P_Q_84.2,2021/10/29 20:00:07+00,003_2227/2229_P_Q_84,0,Detaillijst_003_2227_2229_P_Q_84.2.csv,fcbd0927-bdf9-4398-8ac4-f65fb3070227,2020/08/20 02:00:00+00,2020/08/20 02:00:00+00,20.12712,,20.1251586457657
1190682,009_33V_115.3,2021/10/29 20:05:41+00,009_33V_115.3,1,Detaillijst_009_33V_115.3.csv,019de3dc-662f-4617-adcd-92fa440b8e17,2019/08/29 02:00:00+00,2019/09/18 02:00:00+00,14.85607,bc9d3fd0-16e4-4342-b0a3-9e7e9171e251,14.8559623481618
1190683,009_129V_148.9,2021/10/29 20:05:45+00,009_129V_148.9,1,Detaillijst_009_129V_148.9.csv,0b68452e-4f63-4389-87a8-3b72410e817a,2019/07/17 02:00:00+00,2019/07/17 02:00:00+00,470.305237,a23f0968-4592-4561-855d-d32fee496c2b,470.304755551854
1190684,009_67BV_127.8,2021/10/29 20:05:56+00,009_67BV_127.8,1,Detaillijst_009_67BV_127.8.csv,0f45ad43-0654-4796-afec-13b0778202b0,2019/07/23 02:00:00+00,2019/10/29 15:06:46+00,9884.717565,199bf4c0-5290-4785-a32c-801c06e8582b,9884.71567837471
1190685,009_85BV_137.8,2021/10/29 20:06:05+00,009_85BV_137.8,1,Detaillijst_009_85BV_137.8.csv,10eed2b0-6fb3-4ce4-84b0-32acd2627911,2019/07/24 02:00:00+00,2019/07/24 02:00:00+00,815.461502,84425265-a93f-41a4-8536-34d01c271cc2,815.458541395612
1190686,009_25B/27_S_T_165.9,2021/10/29 20:06:10+00,009_25B/27_S_T_165.9,0,Detaillijst_009_25B_27_S_T_165.9.csv,131c5506-40bc-415b-874f-42ea5cad3514,2019/07/15 02:00:00+00,2019/07/15 02:00:00+00,20.12712,,20.1252005615768
1190687,009_105AL_138.7,2021/10/29 20:06:29+00,009_105AL_138.7,1,Detaillijst_009_105AL_138.7.csv,14b00bfb-05be-452d-834f-48b6e5db7321,2019/07/15 02:00:00+00,2019/10/29 14:43:53+00,9575.781535,e98e04fe-8ee6-49bb-9e28-eab9bdc74e82,9575.77210962202
1190688,009_115AR_148.1,2021/10/29 20:06:39+00,009_115AR_148.1,1,Detaillijst_009_115AR_148.1.csv,175d142a-cd57-48d1-aee4-081c0b803624,2019/07/17 02:00:00+00,2019/07/17 02:00:00+00,1297.698417,ef3700bc-f63c-4d7b-9664-706e78b9466e,1297.69470151048
1190689,009_45AR_126.7,2021/10/29 20:06:45+00,009_45AR_126.7,1,Detaillijst_009_45AR_126.7.csv,18f3c769-5e56-46f9-80b6-143fad7ad593,2019/07/23 02:00:00+00,2019/07/23 02:00:00+00,1045.681124,9715422c-8abb-4181-b955-1a59c65fcf36,1045.67844226488
1190690,009_25B/27_P_Q_165.9,2021/10/29 20:06:47+00,009_25B/27_P_Q_165.9,0,Detaillijst_009_25B_27_P_Q_165.9.csv,1d1531eb-600c-4790-8c39-2b2a9f23ea7b,2019/07/15 02:00:00+00,2019/07/15 02:00:00+00,20.12712,,20.1251177381636
1190691,009_67AR_127.7,2021/10/29 20:06:54+00,009_67AR_127.7,1,Detaillijst_009_67AR_127.7.csv,34e07886-44ae-49a1-bcd5-828a9ef55628,2019/07/23 02:00:00+00,2019/07/23 02:00:00+00,57.236456,1d62b8eb-8870-4da2-851c-e11b32af9855,57.2340825774334
1190692,009_9R_114.2,2021/10/29 20:07:01+00,009_9R_114.2,1,Detaillijst_009_9R_114.2.csv,37b04294-efe0-4254-92e2-5955b7121c76,2019/07/22 02:00:00+00,2019/07/22 02:00:00+00,516.98301,1d489d09-d843-4303-8510-6c43ae7710ef,516.977723915356
1190693,009_105AR_138.7,2021/10/29 20:07:03+00,009_105AR_138.7,1,Detaillijst_009_105AR_138.7.csv,3a7752e4-501f-4e14-b821-cb4723ea657e,2019/07/24 02:00:00+00,2019/07/24 02:00:00+00,58.081794,559db338-843d-4b02-bd2a-0d3b9972c864,58.0785194932145
1190694,009_17R_114.6,2021/10/29 20:07:10+00,009_17R_114.6,1,Detaillijst_009_17R_114.6.csv,3cfa0368-daa1-4014-aa71-9e823dc08f54,2019/07/22 02:00:00+00,2019/09/18 02:00:00+00,678.742,ff21139d-7ff7-4bf6-bc20-2127023c93bb,678.736366951657
1190695,009_85AR_137.7,2021/10/29 20:07:13+00,009_85AR_137.7,1,Detaillijst_009_85AR_137.7.csv,3d09710b-d0f6-43f8-9b4e-48c6b1c62deb,2019/07/24 02:00:00+00,2019/07/24 02:00:00+00,200.409751,5fca2173-80e7-4805-9df1-2095e20b79b7,200.40937541885
1190696,009_35AL_115.3,2021/10/29 20:07:30+00,009_35AL_115.3,1,Detaillijst_009_35AL_115.3.csv,3d119a62-4eaf-4bc6-9df3-488e9996ca34,2019/07/22 02:00:00+00,2019/10/29 15:30:52+00,11524.170649,d40d0c3d-c396-4cb1-9e3a-3981926116c1,11524.1631024753
1190697,009_117L_148.2,2021/10/29 20:07:34+00,009_117L_148.2,1,Detaillijst_009_117L_148.2.csv,418d80ff-ca1a-4e65-bc57-714c53e81e0b,2019/07/17 02:00:00+00,2019/07/17 02:00:00+00,696.01235,62149eb8-4bc2-4902-bf2b-39ec0e840d48,696.006075369918
1190698,009_21BV_114.7,2021/10/29 20:07:36+00,009_21BV_114.7,1,Detaillijst_009_21BV_114.7.csv,42e82afc-5b22-457a-98ac-f6c82a4b4adf,2019/07/09 02:00:00+00,2019/07/22 02:00:00+00,228.56959,f3150b73-5419-4830-a00e-ca3479232a39,228.565888506446
1190699,009_131AR_149.4,2021/10/29 20:07:38+00,009_131AR_149.4,1,Detaillijst_009_131AR_149.4.csv,4f2917cf-844e-4a3e-a389-5a23f542837f,2019/07/17 02:00:00+00,2019/07/17 02:00:00+00,57.236461,93ac5466-5a53-40b2-9901-8a0d792aca1d,57.234058012036
1190700,009_83AL_137.6,2021/10/29 20:07:41+00,009_83AL_137.6,1,Detaillijst_009_83AL_137.6.csv,5013ed1e-7bb6-49e8-a4b8-54ae1dd6fee6,2019/07/24 02:00:00+00,2019/07/24 02:00:00+00,202.514996,e7efdeaf-59f6-4fad-a272-fd29035a083a,202.514080164391
1190701,009_5AR_114.1,2021/10/29 20:07:48+00,009_5AR_114.1,1,Detaillijst_009_5AR_114.1.csv,55438a6f-4694-4676-a386-fc119a4c72b9,2019/07/22 02:00:00+00,2019/07/22 02:00:00+00,57.44792,7e313966-fe8b-43e7-af79-7b18c1a80dbc,57.4446581594737
1190702,009_115AL_148.1,2021/10/29 20:07:50+00,009_115AL_148.1,1,Detaillijst_009_115AL_148.1.csv,565dfc0e-60cd-43ab-91b5-9568ad2b35ff,2019/07/17 02:00:00+00,2019/07/17 02:00:00+00,59.699525,12dbd44e-23e4-47c3-ba8a-b0711811667f,59.6962004094684
1190703,009_5BV_114.1,2021/10/29 20:07:52+00,009_5BV_114.1,1,Detaillijst_009_5BV_114.1.csv,57e7f477-e7a4-4fd7-8c1f-6e563eae4c66,2019/07/22 02:00:00+00,2019/07/22 02:00:00+00,58.3733,b7bb6789-5a70-41b5-9853-0c409307dc62,58.3733010685536
1190704,009_21AV_114.7,2021/10/29 20:07:54+00,009_21AV_114.7,0,Detaillijst_009_21AV_114.7.csv,591fcb56-04f7-4421-af18-d6847310f1ba,2019/07/22 02:00:00+00,2019/07/22 02:00:00+00,307.07102,367f49d1-6344-427f-aca9-2142a6f37659,307.070717773392
1190705,009_87R_137.9,2021/10/29 20:07:57+00,009_87R_137.9,1,Detaillijst_009_87R_137.9.csv,6684336b-9551-446c-a832-384a0b0a9086,2019/07/24 02:00:00+00,2019/07/24 02:00:00+00,616.794924,3770ebd1-77fc-4aeb-b610-524bd7afddda,616.785918995107
1190706,009_35AR_115.3,2021/10/29 20:07:59+00,009_35AR_115.3,1,Detaillijst_009_35AR_115.3.csv,6aa44c6a-40f3-4370-bdba-49dd053fe145,2019/08/29 02:00:00+00,2019/08/29 02:00:00+00,58.97208,3b601b93-b34a-44d3-9079-034216e17fd0,58.9688709369225
1190707,009_103AL_138.5,2021/10/29 20:08:01+00,009_103AL_138.5,1,Detaillijst_009_103AL_138.5.csv,6b31fea8-5d83-4c35-80a3-b782e822d93b,2019/07/24 02:00:00+00,2019/07/24 02:00:00+00,59.681414,75d94a50-7b4c-4bf7-9943-0f8b65b757a6,59.6781154940776
1190708,009_21AR_114.7,2021/10/29 20:08:03+00,009_21AR_114.7,0,Detaillijst_009_21AR_114.7.csv,7566b8f2-3d69-417e-add4-002bd47c5549,2019/07/22 02:00:00+00,2020/02/11 16:47:54+00,197.20015336,736b8c2d-fb51-4a9b-9018-1d300a65b0d1,197.200094949192
1190709,009_103AR_138.5,2021/10/29 20:08:05+00,009_103AR_138.5,1,Detaillijst_009_103AR_138.5.csv,778c5fbf-764c-4bfc-80cc-7f683948f7dc,2019/07/24 02:00:00+00,2019/07/24 02:00:00+00,230.457359,eab03b4c-6b1a-48c5-87b9-63ce9c070811,230.457378897552
1190710,009_117R_148.2,2021/10/29 20:08:08+00,009_117R_148.2,1,Detaillijst_009_117R_148.2.csv,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,2019/07/17 02:00:00+00,2019/07/17 02:00:00+00,695.727133,99d398ef-a56e-4c68-9156-85efa0958f09,695.7266608183
1190711,009_83BV_137.6,2021/10/29 20:08:11+00,009_83BV_137.6,1,Detaillijst_009_83BV_137.6.csv,871684fb-b4ea-44e6-8460-dc76cfee00d4,2019/07/24 02:00:00+00,2019/07/24 02:00:00+00,75.009832,b68475fe-d2b3-4e6b-96fa-9fea00ed03bd,75.0097649787679
1190712,009_5AV_114.1,2021/10/29 20:08:33+00,009_5AV_114.1,1,Detaillijst_009_5AV_114.1.csv,8e7837d8-4360-49da-9e80-93462c85d3a3,2019/07/19 02:00:00+00,2019/07/24 12:00:41+00,12623.634053,86636fde-0724-4578-b747-5f4015fd0446,12623.5972531844
1190713,009_83AR_137.6,2021/10/29 20:08:41+00,009_83AR_137.6,1,Detaillijst_009_83AR_137.6.csv,926785a6-3c44-43c5-885b-58951cf9dc33,2019/07/24 02:00:00+00,2019/07/24 02:00:00+00,57.553399,be851ada-8b3a-4e43-8f75-426722a07537,57.5501585538672
1190714,009_101V_138.5,2021/10/29 20:08:46+00,009_101V_138.5,1,Detaillijst_009_101V_138.5.csv,9362bf9a-7200-4167-9f37-27cee4bd5bb2,2019/07/24 02:00:00+00,2019/07/24 02:00:00+00,8.739543,7b791248-4809-4032-9dfc-a6fc9a3c3532,8.73956266411541
1190715,009_25AV_165.8,2021/10/29 20:09:10+00,009_25AV_165.8,1,Detaillijst_009_25AV_165.8.csv,94866e03-5424-489f-8075-92b619823244,2019/07/15 02:00:00+00,2019/07/25 02:00:00+00,16471.636407,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,16471.61564494
1190716,009_105BV_138.8,2021/10/29 20:09:24+00,009_105BV_138.8,1,Detaillijst_009_105BV_138.8.csv,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,2019/07/15 02:00:00+00,2019/10/29 14:47:37+00,9457.062301,eff66ec3-a421-442a-bde8-7b2c108a04ea,9457.05302897839
1190718,009_25AL_165.8,2021/10/29 20:09:30+00,009_25AL_165.8,1,Detaillijst_009_25AL_165.8.csv,a8ea8347-7fcb-4a13-889d-4b2802233da6,2019/07/15 02:00:00+00,2019/07/15 10:57:03+00,46.72899948,19d442bf-163c-408a-bb39-911760ea839e,46.7275454150494
1190719,009_25BS_165.9,2021/10/29 20:09:56+00,009_25BS_165.9,1,Detaillijst_009_25BS_165.9.csv,a946c2c3-1436-42ab-91bc-4b62eab1b083,2019/07/15 02:00:00+00,2019/07/25 02:00:00+00,16580.72697,a9d64321-a30b-4284-a2ec-2304472836b0,16580.7044538644
1190720,009_35BV_115.3,2021/10/29 20:10:15+00,009_35BV_115.3,1,Detaillijst_009_35BV_115.3.csv,aa93bf22-774e-46d5-9c96-381baf0ef889,2019/07/22 02:00:00+00,2019/10/29 15:30:15+00,11407.070958,704f451a-a482-49ff-90a5-59b59de58e36,11407.062998363
1190721,009_17L_114.6,2021/10/29 20:10:18+00,009_17L_114.6,1,Detaillijst_009_17L_114.6.csv,ba5013df-ed85-4cf0-a81c-1e935f40dfdc,2019/07/22 02:00:00+00,2019/09/18 02:00:00+00,680.94519,b222fdfc-c80f-4f18-ab28-fd1b5791f790,680.933490903588
1190722,009_45AL_126.7,2021/10/29 20:10:24+00,009_45AL_126.7,1,Detaillijst_009_45AL_126.7.csv,bba935fb-1e0d-4da3-8249-4acc3312274b,2019/07/23 02:00:00+00,2019/07/23 02:00:00+00,57.244695,0ae6a32e-577f-4917-b273-9a8503f287f3,57.2422779380186
1190723,009_85AL_137.7,2021/10/29 20:10:26+00,009_85AL_137.7,1,Detaillijst_009_85AL_137.7.csv,bdfe9175-2c95-4156-9659-b632dc3dbbd6,2019/07/24 02:00:00+00,2019/07/24 02:00:00+00,70.49376,b4723f8c-2f62-4040-b019-2bbb2dda5ed0,70.4896643411547
1190724,009_25V_114.9,2021/10/29 20:10:29+00,009_25V_114.9,1,Detaillijst_009_25V_114.9.csv,bf6d8e49-2f73-400c-9ebe-1b6d1f9027b5,2019/07/09 02:00:00+00,2019/08/29 02:00:00+00,396.38878,ed70bca2-d371-4924-809f-bd8820a880ca,396.379759973603
