RECEPTORID;NAAM;NO2_2014;NO2_2015;NO2_2016;NO2_2017;PM10_2014;PM10_2015;PM10_2016;PM10_2017;PM25_2014;PM25_2015;PM25_2016;PM25_2017;EC_2014;EC_2015;EC_2016;EC_2017;COUNTER;LONG;LAT
109069;Westduinweg,S Gravenha;28.17;26.625;26.759;25.197;21.587;19.489;21.045;20.501;14.144;11.859;12.097;12.078;1.105;0.927;1.064;0.88;173;4.266583806728653;52.09276135204699
110593;Nieuwe Parklaan,S Grav;27.076;24.548;25.481;24.297;20.395;18.121;19.12;18.858;13.204;10.81;10.824;10.986;1.054;0.839;0.963;0.828;174;4.298305890397505;52.10118843493032
108969;Kamperfoeliestraat,S G;33.134;31.713;32.319;30.73;23.19;21.002;22.534;21.917;15.168;12.795;13.084;12.961;1.352;1.145;1.292;1.096;175;4.268741517167927;52.069344481904885
15860835;;;27.575;27.754;27.007;;19.154;19.685;19.461;;11.536;11.544;11.531;;0.986;1.098;0.962;176;4.397469583145581;52.06266051069126
15860894;;;30.587;30.064;29.248;;19.512;19.865;19.591;;11.773;11.655;11.604;;1.126;1.242;1.089;177;4.388787351381927;52.05578979749094
15860799;R Beeklaan;27.618;26.093;26.864;25.394;21.537;19.435;20.875;20.408;14.14;11.826;12.033;12.071;1.11;0.925;1.061;0.9;178;4.277636076392903;52.07846132397557
105934;Monsterseweg,S Gravenh;21.063;19.559;19.186;18.357;18.806;16.743;17.551;17.566;12.009;9.837;9.421;9.955;0.742;0.595;0.714;0.627;179;4.205945590624776;52.04535231134243
114509;Singel,S Gravenhage;30.308;27.293;26.953;26.512;21.603;19.118;19.619;19.438;14.157;11.549;11.572;11.611;1.076;0.895;1.014;0.913;180;4.358054034182116;52.03864966771313
112949;Benoordenhoutseweg,S G;29.164;26.372;27.334;26.113;21.427;19.144;19.941;19.615;13.938;11.507;11.619;11.602;1.099;0.914;1.037;0.901;181;4.339302836505425;52.09623856782306
116299;Donau,S Gravenhage;29.836;29.189;29.254;28.432;21.388;19.271;19.84;19.619;13.994;11.631;11.656;11.685;1.114;0.975;1.095;0.978;182;4.396283393159665;52.07174839965597
111304;Stille Veerkade,S Grav;30.918;30.921;32.061;31.218;22.536;20.362;21.35;20.865;14.994;12.61;12.881;12.711;1.248;1.049;1.192;1.034;183;4.313678150619986;52.073865694063734
107186;Lozerlaan,S Gravenhage;26.88;24.115;24.105;23.034;20.81;18.4;19.397;19.278;13.379;10.95;10.798;11.155;0.985;0.781;0.885;0.783;184;4.229859494298316;52.050522172276004
15708921;Laan van Wateringse Ve;28.636;27.766;28.776;27.874;21.22;18.928;19.622;19.397;13.761;11.344;11.365;11.419;1.026;0.875;0.999;0.886;185;4.297965992777389;52.0197367932766
111293;Waldorpstraat,S Graven;31.969;29.689;30.427;29.336;22.431;20.182;21.04;20.594;14.832;12.354;12.527;12.389;1.283;1.041;1.168;1.007;186;4.319514176941376;52.06707544634529
106803;Madepolderweg,S Graven;25.32;22.207;22.1;21.707;19.587;17.285;17.881;18.053;12.617;10.238;9.882;10.449;0.873;0.661;0.765;0.691;187;4.2256913008762655;52.03765932462165
109068;Westduinweg,S Gravenha;26.315;24.79;25.303;23.729;21.183;19.04;20.616;20.151;13.794;11.493;11.67;11.781;1.037;0.858;0.99;0.825;188;4.270050377277913;52.09610448303612
15843282;Rijswijkse Waterweg,S ;26.286;25.331;25.253;24.695;21.355;18.834;19.287;19.071;14.056;11.367;11.34;11.346;1.085;0.888;0.997;0.878;189;4.376316434807654;52.03582576681127
111243;Hildebrandstraat,S Gra;32.002;28.677;29.307;28.132;22.666;20.169;21.023;20.535;14.911;12.335;12.506;12.328;1.282;1.031;1.159;0.99;190;4.3132984593891415;52.055885127877296
109826;Groot Hertoginnelaan,S;29.864;28.357;29.341;27.991;22.206;20.097;21.436;20.812;14.656;12.311;12.567;12.401;1.263;1.031;1.177;0.977;191;4.2840678626278885;52.08521197020984
689187;004_445_TBT_1;32.157;32.542;31.916;31.825;21.254;19.405;19.895;19.759;13.913;11.664;11.632;11.689;1.143;1.074;1.175;1.056;192;4.391863058219886;52.07145124750309
106841;Ockenburghstraat,S Gra;27.053;24.849;25.286;24.038;21.332;19.023;20.414;20.112;13.79;11.405;11.455;11.689;1.032;0.849;0.968;0.839;193;4.227147106596848;52.05689352796868
110456;Middachtenweg,S Graven;32.409;29.708;30.257;28.826;22.273;19.869;20.724;20.35;14.487;11.958;12.054;12.001;1.248;1.039;1.153;1.002;194;4.301038338095996;52.04894330226755
108133;Sportlaan,S Gravenhage;28.484;26.324;27.103;25.64;21.927;19.617;21.128;20.667;14.288;11.868;12.041;12.126;1.151;0.948;1.079;0.916;195;4.251578512325316;52.07694846641462
107735;Escamplaan,S Gravenhag;26.455;24.321;24.979;24.02;21.116;18.762;19.889;19.642;13.811;11.354;11.403;11.609;1.017;0.809;0.931;0.817;196;4.252162258364546;52.05119405174173
114168;Singel,S Gravenhage;34.879;31.709;29.794;29.288;22.099;19.584;19.971;19.781;14.421;11.779;11.749;11.769;1.209;1.004;1.097;0.987;197;4.354270689275295;52.035448642680315
115399;Boslaan,S Gravenhage;29.1;27.667;27.782;27.084;21.733;19.359;19.956;19.737;14.206;11.673;11.734;11.751;1.14;0.958;1.072;0.96;198;4.3709321963296315;52.04678217083254
107187;Lozerlaan,S Gravenhage;26.992;24.216;24.202;23.122;20.832;18.42;19.419;19.298;13.389;10.959;10.807;11.163;0.989;0.785;0.889;0.786;199;4.230386866375273;52.049671795310196
113876;Bezuidenhoutseweg,S Gr;27.02;24.317;25.241;24.078;20.985;18.707;19.54;19.255;13.644;11.226;11.276;11.342;1.024;0.878;0.997;0.868;200;4.356324084653488;52.09724816207684
108403;Erasmusweg,S Gravenhag;29.369;26.741;27.303;26.242;21.763;19.238;20.135;19.817;14.2;11.629;11.656;11.705;1.156;0.898;1.022;0.885;201;4.266239022002213;52.03306144584919
15843112;L Oranjelaan;32.954;32.674;33.8;32.702;22.922;20.687;21.717;21.203;15.173;12.749;13.034;12.841;1.327;1.113;1.255;1.086;202;4.322075509055212;52.07212280425836
110146;Loosduinseweg,S Graven;30.488;28.234;29.076;27.854;22.41;20.242;21.524;20.957;14.879;12.486;12.741;12.598;1.244;1.031;1.173;0.991;203;4.29194222613778;52.07315006124526
112950;Benoordenhoutseweg,S G;28.182;24.974;25.334;24.524;20.741;18.291;18.818;18.791;13.387;10.891;10.673;10.945;1.065;0.868;0.972;0.852;204;4.34043673732213;52.096699060989636
110245;Nieuwe Parklaan,S Grav;24.445;23.573;24.48;23.205;21.081;19.066;20.645;20.176;13.824;11.602;11.81;11.915;0.98;0.831;0.97;0.818;205;4.288923613905757;52.10793115103079
110929;Plein 1813,S Gravenhag;29.518;28.114;29.339;28.261;21.899;19.777;20.914;20.409;14.518;12.158;12.401;12.27;1.193;0.97;1.113;0.94;206;4.305443765187074;52.08639570212481
15708670;Sportlaan,S Gravenhage;23.641;22.2;22.982;21.714;20.448;18.241;19.642;19.32;13.305;10.968;11.033;11.274;0.93;0.753;0.89;0.75;207;4.258145482511347;52.079567295247834
15708804;Statenlaan,S Gravenhag;26.907;25.925;26.39;24.789;21.147;19.094;20.675;20.2;13.801;11.543;11.723;11.825;1.04;0.88;1.016;0.846;208;4.270632157419108;52.09640138998866
730381;004_448_TBT_-1;34.137;34.28;34.887;33.658;21.723;19.809;20.478;20.193;14.168;11.869;11.924;11.889;1.271;1.172;1.312;1.149;209;4.387215107221611;52.07093468912972
15708836;Boslaan,S Gravenhage;36.191;37.368;39.019;37.838;22.319;20.048;20.965;20.531;14.662;12.219;12.431;12.325;1.424;1.167;1.314;1.14;210;4.326049269357833;52.08402743606497
15708938;Rijswijkseweg,S Graven;36.006;33.021;33.56;32.196;23.111;20.706;21.607;21.116;15.234;12.697;12.904;12.726;1.376;1.134;1.262;1.086;211;4.329257354056441;52.06711265899615
15843236;L Schaarsbergenstraat;30.196;27.48;28.229;27.121;22.421;20.165;21.337;20.88;14.895;12.43;12.652;12.578;1.229;1.001;1.131;0.98;212;4.28344292677356;52.06203857108657
110205;Laan van Meerdervoort,;34.709;33.15;33.823;32.16;23.22;21.033;22.434;21.732;15.115;12.73;12.998;12.764;1.462;1.205;1.351;1.12;213;4.291882412693527;52.08393413893409
110540;Anna Paulownastraat,S ;31.618;30.243;31.388;30.176;22.314;20.185;21.366;20.822;14.717;12.35;12.609;12.443;1.287;1.061;1.204;1.015;214;4.30084817712659;52.08331691326807
236913;Stadhouderslaan,S Grav;31.204;29.531;30.511;28.982;22.519;20.39;21.764;21.119;14.784;12.428;12.699;12.514;1.32;1.089;1.228;1.018;215;4.2823408939257455;52.086082448859734
117331;Veenweg,S Gravenhage;25.838;25.143;25.43;24.831;21.101;18.714;19.208;19.011;13.972;11.339;11.336;11.35;1.103;0.897;1.012;0.888;216;4.404478154938007;52.06520920359958
714717;004_450_TBT_-1;33.096;33.156;33.466;32.342;21.515;19.546;20.153;19.896;14.009;11.668;11.705;11.695;1.241;1.094;1.234;1.072;217;4.384805767811263;52.069876414171006
113389;Bezuidenhoutseweg,S Gr;27.309;24.588;25.669;24.602;21.058;18.794;19.56;19.258;13.771;11.355;11.458;11.463;1.026;0.847;0.973;0.848;218;4.344133009467551;52.09165667477697
15708589;Calandstraat,S Gravenh;35.399;32.502;33.229;31.892;22.949;20.564;21.488;21.009;15.124;12.551;12.747;12.579;1.417;1.127;1.26;1.083;219;4.315470616533328;52.062051323770206
15708960;Korte Voorhout,S Grave;32.224;32.766;34.079;33.108;22.034;19.796;20.679;20.246;14.458;12.047;12.223;12.098;1.32;1.076;1.215;1.038;220;4.315695347781434;52.08265096129644
106849;Ockenburghstraat,S Gra;26.513;24.533;25.111;23.887;21.124;18.833;20.21;19.924;13.699;11.324;11.374;11.622;1;0.815;0.945;0.821;221;4.227899616632326;52.05352280468877
110843;Torenstraat,S Gravenha;31.035;29.58;30.819;29.631;22.173;20.039;21.216;20.684;14.65;12.283;12.542;12.387;1.255;1.03;1.175;0.991;222;4.305027042635779;52.07830283721085
107452;Lippe-Biesterfeldweg,S;29.272;26.994;27.392;26.15;21.958;19.582;20.945;20.579;14.267;11.819;11.924;12.077;1.121;0.908;1.037;0.898;223;4.238217768558232;52.05140598426557
15708842;De La Reyweg,S Gravenh;32.793;30.287;30.868;29.525;22.773;20.532;21.733;21.245;15.06;12.607;12.836;12.735;1.301;1.076;1.207;1.043;224;4.286184758223457;52.067518303766384
15709009;Oosteinde,S Gravenhage;28.927;27.421;28.022;27.02;21.777;19.245;20.023;19.616;14.266;11.603;11.638;11.558;1.179;0.94;1.069;0.897;225;4.291630871605765;52.02804828561483
114952;Westvlietweg,S Gravenh;28.135;27.646;27.683;26.766;20.967;19.043;19.42;19.099;13.847;11.596;11.48;11.411;0.998;1.02;1.149;1.016;226;4.37176948162623;52.06918782843084
15708705;Oude Middenweg,S Grave;28.053;27.618;27.794;27.154;21.187;19.1;19.664;19.466;13.884;11.54;11.565;11.612;1.056;0.933;1.051;0.944;227;4.4041296810492625;52.07522193976529
15843200;R Wagenstraat;32.633;31.625;32.736;31.809;22.79;20.475;21.474;20.977;15.131;12.664;12.939;12.76;1.312;1.076;1.217;1.054;228;4.316920467155563;52.0737334876583
15843116;L Stationsweg;33.438;32.117;33.212;32.235;22.946;20.575;21.583;21.078;15.206;12.709;12.986;12.8;1.348;1.096;1.236;1.07;229;4.318409608048501;52.07362915362344
109373;Laan van Meerdervoort,;29.695;28.321;29.265;27.926;22.146;20.066;21.396;20.776;14.619;12.3;12.554;12.39;1.244;1.029;1.173;0.973;230;4.278770497511645;52.079445983061476
15910047;N464,Poeldijkseweg;;;26.714;;;;18.224;;;;10.185;;;;0.88;;231;4.248766383098361;52.02554464148467
108989;Laan van Meerdervoort,;27.17;25.83;26.701;25.541;22.017;19.921;21.355;20.83;14.619;12.308;12.571;12.528;1.108;0.942;1.084;0.925;232;4.264700393388905;52.0744987500959
112272;Rijswijkseweg,S Graven;35.811;32.899;33.445;32.124;23.19;20.772;21.675;21.182;15.25;12.709;12.914;12.735;1.381;1.136;1.266;1.09;233;4.329657112334884;52.06622279876796
15876778;;;38.078;38.933;38.168;;20.475;21.337;20.923;;12.407;12.576;12.475;;1.176;1.358;1.191;234;4.325221947292396;52.07883430909378
108097;Oude Haagweg,S Gravenh;29.121;27.08;27.621;26.382;22.021;19.711;21.109;20.72;14.372;11.958;12.107;12.226;1.149;0.943;1.076;0.935;235;4.256796852736491;52.06113628615412
714306;004_456_TBT_-1;32.09;31.577;31.851;30.309;21.579;19.633;20.085;19.653;14.188;11.9;11.819;11.673;1.174;1.169;1.313;1.141;236;4.378175555360219;52.066278976061305
108987;Goudenregenstraat,S Gr;32.3;30.786;31.428;29.873;22.886;20.717;22.223;21.629;15.039;12.678;12.963;12.86;1.3;1.105;1.247;1.06;237;4.266431815616085;52.07380864473385
111210;Alberdingk Thijmplein,;29.453;26.394;27.264;26.24;22.13;19.72;20.566;20.117;14.656;12.131;12.304;12.16;1.166;0.943;1.075;0.922;238;4.313016391174582;52.05428537126673
15708679;Goudenregenstraat,S Gr;26.123;24.667;25.331;23.856;20.843;18.616;20.052;19.7;13.491;11.138;11.213;11.427;1.013;0.825;0.963;0.811;239;4.262736014943658;52.07802321268412
15528864;Mauritskade,S Gravenha;37.225;37.438;38.471;37.221;23.015;20.698;21.653;21.146;14.946;12.471;12.666;12.473;1.546;1.264;1.401;1.193;240;4.311021851076108;52.08617696777573
15843258;Madepolderweg,S Graven;23.835;21.743;21.526;20.694;19.198;17.078;17.72;17.696;12.292;10.078;9.715;10.138;0.798;0.634;0.752;0.672;241;4.214437544686178;52.03438750902015
111740;Goeverneurlaan,S Grave;30.481;27.271;28.01;26.911;22.307;19.865;20.704;20.242;14.745;12.2;12.369;12.214;1.21;0.977;1.105;0.946;242;4.31547628801467;52.05667739325404
107174;Madepolderweg,S Graven;25.425;22.352;22.239;21.842;19.607;17.305;17.902;18.073;12.627;10.247;9.892;10.458;0.878;0.665;0.77;0.695;243;4.232557522090181;52.04149571739134
108043;Lozerlaan,S Gravenhage;32.404;30.065;30.474;29.051;22.399;19.954;21.002;20.669;14.444;11.941;11.999;12.078;1.237;1.014;1.126;0.988;244;4.251154511783627;52.03745408635791
110566;Carnegieplein,S Graven;28.348;27.115;28.426;27.43;21.693;19.596;20.727;20.238;14.41;12.075;12.319;12.201;1.143;0.937;1.079;0.913;245;4.297993712152763;52.08675386004465
718193;004_440_TBT_1;29.581;29.198;28.952;28.498;21.165;19.115;19.632;19.467;13.893;11.563;11.568;11.629;1.072;0.951;1.062;0.961;246;4.398867701368694;52.07365199502209
112903;Bezuidenhoutseweg,S Gr;35.158;36.389;37.605;36.908;22.396;20.145;21.035;20.629;14.684;12.254;12.442;12.345;1.425;1.172;1.304;1.138;247;4.331517098914402;52.085832805667756
15709113;Westduinweg,S Gravenha;27.798;26.176;26.651;24.956;21.512;19.337;20.943;20.452;13.946;11.624;11.811;11.9;1.1;0.915;1.045;0.87;248;4.271286293976318;52.0978774327154
111791;Slachthuislaan,S Grave;33.069;30.509;31.277;30.096;22.589;20.277;21.158;20.703;14.909;12.399;12.58;12.435;1.318;1.06;1.19;1.025;249;4.3182389656884075;52.06085522580017
110012;Oosteinde,S Gravenhage;28.502;27.022;27.645;26.671;21.683;19.163;19.933;19.533;14.222;11.566;11.599;11.526;1.159;0.925;1.053;0.884;250;4.291785987594981;52.02783105339027
15708885;De Genestetlaan,S Grav;33.004;29.928;30.589;29.268;22.786;20.351;21.244;20.736;14.983;12.422;12.607;12.413;1.318;1.07;1.202;1.026;251;4.322146431504832;52.05757308994377
717526;004_444_TBT_-1;32.178;31.782;32.198;31.267;21.385;19.447;20.054;19.804;13.982;11.686;11.712;11.71;1.184;1.085;1.213;1.066;252;4.391579822793136;52.07310894129022
115409;Westvlietweg,S Gravenh;28.747;27.584;28.004;27.118;21.334;19.114;19.769;19.482;13.977;11.561;11.622;11.618;1.105;0.939;1.063;0.917;253;4.378090712887286;52.07303875436293
110169;Laan van Meerdervoort,;30.314;28.893;29.786;28.392;22.227;20.138;21.469;20.843;14.658;12.333;12.586;12.418;1.262;1.043;1.186;0.984;1;4.289256261102923;52.08230237982825
107789;Laan van Meerdervoort,;27.709;25.636;26.237;25.075;21.782;19.499;20.872;20.503;14.258;11.858;12.002;12.138;1.092;0.903;1.029;0.896;2;4.250006539562002;52.06856668311347
115878;Ypenburgse Boslaan,S G;29.407;28.022;27.558;27.045;21.654;19.228;19.564;19.329;14.271;11.624;11.499;11.478;1.171;1.052;1.165;1.028;3;4.383057946739435;52.05246220948607
15708631;Valkenboslaan,S Graven;30.105;28.771;29.509;28.143;22.641;20.502;21.988;21.412;14.909;12.568;12.846;12.758;1.236;1.05;1.194;1.016;4;4.275352760226323;52.07026354681459
108088;Houtwijklaan,S Gravenh;28.586;26.237;26.817;25.693;21.573;19.169;20.333;20.052;14.026;11.532;11.594;11.77;1.117;0.888;1.007;0.879;5;4.252818248379139;52.05539365096978
111265;Parallelweg,S Gravenha;35.158;32.302;32.918;31.589;22.772;20.431;21.318;20.858;15.001;12.477;12.659;12.507;1.356;1.094;1.221;1.052;6;4.309337348751796;52.06175304836695
108548;Laan van Meerdervoort,;27.063;25.066;25.887;24.541;21.636;19.359;20.843;20.403;14.143;11.752;11.916;12.02;1.081;0.895;1.027;0.873;7;4.2586627241813035;52.0723185205033
109776;Regentesseplein,S Grav;30.056;27.903;28.74;27.529;22.277;20.13;21.398;20.84;14.824;12.444;12.694;12.559;1.222;1.017;1.156;0.977;8;4.283223796857433;52.07709250610131
108865;Dedemsvaartweg,S Grave;27.844;26.017;26.648;25.674;21.717;19.364;20.384;20.043;14.239;11.75;11.845;11.9;1.087;0.88;1.009;0.879;9;4.2699120646458555;52.04582224173508
111886;Wassenaarseweg,S Grave;30.24;29.446;30.672;29.452;21.525;19.291;20.143;19.729;14.112;11.721;11.871;11.773;1.209;0.989;1.121;0.956;10;4.316153849446284;52.090922392527546
112839;Mercuriusweg,S Gravenh;34.776;32.232;33.221;31.967;23.166;20.835;21.851;21.336;15.243;12.735;12.988;12.791;1.38;1.145;1.296;1.114;11;4.333861075804541;52.06898443215128
114497;Poortweg,S Gravenhage;30.193;26.608;26.048;25.736;21.572;18.865;19.205;19.112;14.172;11.323;11.245;11.347;1.079;0.898;1.013;0.911;12;4.3610489340092276;52.029957093470706
112233;Van Musschenbroekstraa;32.298;29.934;30.662;29.606;22.687;20.411;21.278;20.811;15.009;12.541;12.736;12.58;1.274;1.063;1.193;1.029;13;4.329227909429098;52.06470474406803
108590;Nieboerweg,S Gravenhag;23.945;22.39;23.194;21.882;20.493;18.275;19.686;19.361;13.325;10.982;11.052;11.291;0.935;0.76;0.895;0.754;14;4.2593294774033845;52.08096890959801
108995;Laan van Meerdervoort,;29.039;27.694;28.471;27.183;22.424;20.299;21.765;21.206;14.808;12.477;12.748;12.676;1.191;1.012;1.155;0.983;15;4.26927426998164;52.076061099323645
110893;Zeestraat,S Gravenhage;28.407;27.166;28.484;27.479;21.702;19.605;20.736;20.246;14.416;12.079;12.323;12.204;1.144;0.937;1.081;0.913;16;4.302753913661872;52.08541139519959
115389;Boslaan,S Gravenhage;28.603;27.177;27.388;26.756;21.587;19.231;19.822;19.618;14.14;11.617;11.677;11.705;1.114;0.935;1.051;0.944;17;4.375849808721927;52.050215176239554
107229;Machiel Vrijenhoeklaan;21.937;19.08;18.772;17.804;19.534;17.192;18.304;18.197;12.559;10.178;9.846;10.345;0.834;0.636;0.755;0.65;18;4.232247944500146;52.06899985320114
15708591;VIADUCT CALAND VAILL,S;38.599;35.545;36.127;34.604;23.592;21.144;22.125;21.597;15.402;12.805;13.018;12.807;1.542;1.237;1.372;1.175;19;4.313028771627271;52.06365123905729
112827;Rijswijkseweg,S Graven;35.668;32.694;33.314;31.999;23.13;20.699;21.612;21.124;15.224;12.678;12.888;12.713;1.371;1.124;1.257;1.082;20;4.333822357781807;52.06064059579229
15816273;013_38_TBT_1;35.399;32.894;31.951;31.354;21.744;19.259;19.552;19.343;14.194;11.591;11.428;11.396;1.222;1.062;1.176;1.048;21;4.366143475426295;52.05201095030868
15860781;R Beeklaan;36.85;34.303;34.986;33.111;23.863;21.6;23.026;22.352;15.516;13.056;13.355;13.122;1.526;1.287;1.42;1.194;22;4.282560397519526;52.07276217677865
109232;Hengelolaan,S Gravenha;30.173;28.329;29.002;27.815;22.286;19.931;21.131;20.727;14.626;12.139;12.301;12.335;1.206;0.978;1.106;0.972;23;4.276083835322038;52.0510780188196
15860785;R Beeklaan;31.422;29.16;29.99;28.614;22.718;20.542;21.854;21.266;14.999;12.599;12.862;12.702;1.293;1.08;1.217;1.028;24;4.282681401837196;52.07225235595573
114206;Westvlietweg,S Gravenh;33.302;30.548;31.439;30.23;22.076;19.751;20.481;20.179;14.438;11.949;12.055;12.015;1.227;1.091;1.216;1.068;25;4.360000723775367;52.062850870770134
110435;Erasmusweg,S Gravenhag;30.214;27.023;27.765;26.666;21.971;19.451;20.282;19.935;14.357;11.783;11.874;11.844;1.175;0.952;1.071;0.934;26;4.295880293213064;52.048963486801206
15708867;Regentesselaan,S Grave;29.01;27.824;28.787;27.473;22.001;19.956;21.275;20.666;14.546;12.246;12.496;12.342;1.209;1.003;1.147;0.952;27;4.282379288796416;52.078852277509654
113861;Ln van Nieuw Oost-Indi;30.128;28.3;29.303;28.686;21.865;19.752;20.647;20.264;14.458;12.073;12.285;12.209;1.149;0.955;1.09;0.95;28;4.344455711746859;52.07939286833896
15708520;Valkenboslaan,S Graven;29.998;28.639;29.375;28.016;22.608;20.468;21.949;21.376;14.894;12.553;12.829;12.744;1.23;1.043;1.187;1.01;29;4.275720654186046;52.0707224845762
109469;Gevers Deynootweg,S Gr;21.981;19.987;19.745;18.602;20.206;18.018;19.291;18.957;13.172;10.861;10.736;10.995;0.862;0.687;0.811;0.686;30;4.276954318864434;52.10877325535047
15843080;Escamplaan,S Gravenhag;25.863;23.559;24.141;23.084;20.742;18.416;19.523;19.314;13.512;11.09;11.097;11.348;0.947;0.753;0.868;0.768;31;4.248952097221744;52.04818740189879
15631345;0;35.182;33.353;33.886;32.032;21.881;19.806;20.277;19.816;14.341;11.987;11.913;11.747;1.248;1.211;1.357;1.175;32;4.371981350021585;52.06170523277478
108612;Goudenregenstraat,S Gr;23.938;22.439;23.228;21.924;20.442;18.232;19.637;19.316;13.305;10.966;11.035;11.276;0.932;0.756;0.893;0.752;33;4.260994461088933;52.079289715554296
15708725;Leyweg,S Gravenhage;29.41;27.505;28.109;26.999;22.148;19.795;20.971;20.581;14.564;12.077;12.23;12.275;1.18;0.953;1.077;0.948;34;4.269418097096656;52.05422128252623
113862;Ln van Nieuw Oost-Indi;30.563;28.676;29.663;29.011;21.966;19.839;20.742;20.352;14.506;12.11;12.325;12.243;1.172;0.972;1.106;0.963;35;4.345186945149666;52.079660011558865
15708906;Laan van Meerdervoort,;27.377;25.352;26.163;24.795;21.708;19.424;20.914;20.468;14.177;11.781;11.947;12.046;1.094;0.907;1.039;0.883;36;4.25529303884985;52.071021927942496
15708826;Regentesselaan,S Grave;35.259;32.817;33.411;31.77;22.932;20.733;22.055;21.442;15.18;12.758;13.029;12.845;1.387;1.163;1.298;1.094;37;4.283989030995567;52.072498727209506
