OBJECTID,BORNAME,ELEMENTNUMMER,BEHEERGROEP,AANLEGJAAR,OPPERVLAK,MATERIAAL,AMBITIENIVEAU,STRUCTUURGEBIED,AANWIJINGEN_UITVOERING,BEHEERDER,EIGENAAR,ONDERHOUDSPLOEG,FUNCTIE,STRUCTUURNIVEAU,BEGROTINGSPOST,BESTEMMING,OPMERKINGEN,EXTRA_INFORMATIE_1,EXTRA_INFORMATIE_2,EXTRA_INFORMATIE_3,GROENGEBIEDCODE,GROENGEBIEDNAAM,GEMEENTE,WOONPLAATS,BUURT,WIJK,STRAAT,STRAATCODE,LIGGING,BEHEEROBJECTSOORT,BEHEEROBJECTOMSCHRIJVING,LAATSTE_MUTATIE,Shape__Area,Shape__Length
18,parkverhardingen,3684,Halfverharding,,108.95,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3684,"18 august    2021, 11:01:24",287.133544921875,160.795686448791
19,parkverhardingen,3681,Halfverharding,,160.88,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3681,"18 august    2021, 11:01:24",423.9892578125,363.338958157138
20,parkverhardingen,7390,Halfverharding,,17.5,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg7390,"18 august    2021, 11:01:24",46.1103515625,54.3012103458943
21,parkverhardingen,7389,Halfverharding,,234.29,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg7389,"18 august    2021, 11:01:24",617.468994140625,354.629384244643
22,parkverhardingen,3680,Halfverharding,,54.15,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3680,"18 august    2021, 11:01:24",142.70068359375,95.2707922385322
23,parkverhardingen,3679,Halfverharding,,55.6,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3679,"18 august    2021, 11:01:24",146.541259765625,95.6622849779799
24,parkverhardingen,7388,Halfverharding,,80.46,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg7388,"18 august    2021, 11:01:24",212.06396484375,133.181884181143
25,parkverhardingen,3663,Halfverharding,,44.23,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3663,"18 august    2021, 11:01:24",116.579345703125,95.0219378813666
26,parkverhardingen,3658,Halfverharding,,334.88,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3658,"18 august    2021, 11:01:24",882.564208984375,481.527302814623
27,parkverhardingen,3657,Halfverharding,,327.36,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3657,"18 august    2021, 11:01:24",862.7626953125,474.677217388181
28,parkverhardingen,3678,Halfverharding,,51.89,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3678,"18 august    2021, 11:01:24",136.755615234375,95.0615361400803
29,parkverhardingen,3677,Halfverharding,,54.36,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3677,"18 august    2021, 11:01:24",143.255859375,95.5863186760218
30,parkverhardingen,3675,Halfverharding,,310.51,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3675,"18 august    2021, 11:01:24",818.34912109375,378.225722627603
31,parkverhardingen,3674,Halfverharding,,49.45,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3674,"18 august    2021, 11:01:24",130.3212890625,80.7360171258016
32,parkverhardingen,3673,Halfverharding,,295.26,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3673,"18 august    2021, 11:01:24",778.12353515625,398.617783576364
33,parkverhardingen,3671,Halfverharding,,44.79,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3671,"18 august    2021, 11:01:24",118.02880859375,94.8876069683824
34,parkverhardingen,3670,Halfverharding,,84.08,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3670,"18 august    2021, 11:01:24",221.598388671875,170.745917421181
35,parkverhardingen,3668,Halfverharding,,118.77,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3668,"18 august    2021, 11:01:24",313.030029296875,190.494973665168
36,parkverhardingen,3705,Halfverharding,,55.75,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3705,"18 august    2021, 11:01:24",146.925537109375,90.6042938541483
37,parkverhardingen,3704,Halfverharding,,66.57,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3704,"18 august    2021, 11:01:24",175.439453125,112.609764621157
38,parkverhardingen,3703,Halfverharding,,280.85,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3703,"18 august    2021, 11:01:24",740.214111328125,399.272385098241
39,parkverhardingen,3702,Halfverharding,,55.05,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3702,"18 august    2021, 11:01:24",145.081787109375,95.3189875593415
40,parkverhardingen,3701,Halfverharding,,53.94,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3701,"18 august    2021, 11:01:24",142.15234375,95.0526152420679
41,parkverhardingen,3717,Halfverharding,,23.67,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3717,"18 august    2021, 11:01:24",62.388671875,45.4250088323522
42,parkverhardingen,3716,Halfverharding,,53.37,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3716,"18 august    2021, 11:01:24",140.655029296875,94.8838546378332
43,parkverhardingen,3715,Halfverharding,,25.43,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3715,"18 august    2021, 11:01:24",67.022705078125,48.2930258877884
44,parkverhardingen,3714,Halfverharding,,54.07,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3714,"18 august    2021, 11:01:24",142.503173828125,94.8923771534272
45,parkverhardingen,3713,Halfverharding,,54.63,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3713,"18 august    2021, 11:01:24",143.9765625,94.9254768894129
46,parkverhardingen,3712,Halfverharding,,8.85,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3712,"18 august    2021, 11:01:24",23.32568359375,32.1623443317627
47,parkverhardingen,3711,Halfverharding,,10.67,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3711,"18 august    2021, 11:01:24",28.114990234375,37.0647924475084
48,parkverhardingen,3710,Halfverharding,,22.04,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3710,"18 august    2021, 11:01:24",58.082275390625,44.6741689430252
49,parkverhardingen,3709,Halfverharding,,29.58,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3709,"18 august    2021, 11:01:24",77.946533203125,57.3226359721632
50,parkverhardingen,3708,Halfverharding,,52.2,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3708,"18 august    2021, 11:01:24",137.563720703125,95.5292806858418
51,parkverhardingen,3707,Halfverharding,,297.5,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3707,"18 august    2021, 11:01:24",784.005615234375,398.869382233939
52,parkverhardingen,3706,Halfverharding,,353,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3706,"18 august    2021, 11:01:24",930.32666015625,479.278470098773
53,parkverhardingen,8632,Halfverharding,,2911.58,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.28.0001,TU-Noord,Delft,Delft,TU-Noord,28 Wippolder,Michiel de Ruyterweg,3417,Binnen de bebouwde kom,pvg,01.28.0001.pg8632,"21 february  2022, 17:41:26",7671.18823242188,3529.32343382154
54,parkverhardingen,8622,Halfverharding,,6361.35,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.28.0001,TU-Noord,Delft,Delft,TU-Noord,28 Wippolder,Michiel de Ruyterweg,3417,Binnen de bebouwde kom,pvg,01.28.0001.pg8622,"21 february  2022, 17:37:05",16761.0139160156,7119.2730954968
55,parkverhardingen,4319,Halfverharding,,12.76,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg4319,"18 august    2021, 11:01:24",33.63427734375,44.2672566764692
56,parkverhardingen,4318,Halfverharding,,10.26,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg4318,"18 august    2021, 11:01:24",27.044921875,35.0660804842591
57,parkverhardingen,4315,Halfverharding,,43.02,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg4315,"18 august    2021, 11:01:24",113.38330078125,81.7236537070113
58,parkverhardingen,3644,Halfverharding,,309.92,Overig,A (goed) - R+ (goed),,,Beheerder Begraafplaats,Gemeente Delft,,,Perceel 1,,,Uitzoeken,-,,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0004.pg3644,"18 august    2021, 11:01:24",816.76123046875,580.524449780547
59,parkverhardingen,8,Halfverharding,,13.64,Gralux,B (voldoende) - R (basis),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.13.0008,Park - Agnetapark,Delft,Delft,Agnetaparkbuurt,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,pvg,01.13.0008.pg8,"18 august    2021, 10:50:19",35.949951171875,33.4969087924436
60,parkverhardingen,1,Halfverharding,,5.2,Schelpen,B (voldoende) - R (basis),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.13.0001,Agnetaparkbuurt,Delft,Delft,Agnetaparkbuurt,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,pvg,01.13.0001.pg1,"12 november  2021, 09:51:44",13.70703125,14.8587887049781
61,parkverhardingen,16,Halfverharding,,317.89,Schelpen,B (voldoende) - R (basis),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.13.0008,Park - Agnetapark,Delft,Delft,Agnetaparkbuurt,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,pvg,01.13.0008.pg16,"18 august    2021, 11:02:16",837.98681640625,392.199867584942
62,parkverhardingen,15,Halfverharding,,228.41,Schelpen,B (voldoende) - R (basis),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.13.0008,Park - Agnetapark,Delft,Delft,Agnetaparkbuurt,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,pvg,01.13.0008.pg15,"11 january   2022, 15:57:06",602.111572265625,239.733986532056
63,parkverhardingen,14,Halfverharding,,162.6,Schelpen,B (voldoende) - R (basis),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.13.0008,Park - Agnetapark,Delft,Delft,Agnetaparkbuurt,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,pvg,01.13.0008.pg14,"18 august    2021, 11:02:16",428.63720703125,206.633545306154
64,parkverhardingen,13,Halfverharding,,157.68,Overig,B (voldoende) - R (basis),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.13.0008,Park - Agnetapark,Delft,Delft,Agnetaparkbuurt,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,pvg,01.13.0008.pg13,"18 august    2021, 11:01:24",415.677490234375,290.073975274527
65,parkverhardingen,12,Halfverharding,,209.72,Schelpen,B (voldoende) - R (basis),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.13.0008,Park - Agnetapark,Delft,Delft,Agnetaparkbuurt,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,pvg,01.13.0008.pg12,"18 august    2021, 11:02:16",552.831298828125,225.745468720384
66,parkverhardingen,3758,Halfverharding,,42.79,Duomix,B (voldoende) - R (basis),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.11.0001,Centrum-noord,Delft,Delft,Centrum-Noord,11 Binnenstad,Nieuwe Plantage,3689,Binnen de bebouwde kom,pvg,01.11.0001.pg3758,"18 august    2021, 10:49:46",112.812744140625,62.0413945650143
67,parkverhardingen,3756,Halfverharding,,394.94,Duomix,B (voldoende) - R (basis),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.11.0001,Centrum-noord,Delft,Delft,Centrum-Noord,11 Binnenstad,Nieuwe Plantage,3689,Binnen de bebouwde kom,pvg,01.11.0001.pg3756,"9 march     2022, 17:13:41",1041.24194335938,598.126829944015
68,parkverhardingen,3755,Halfverharding,,171.76,Duomix,B (voldoende) - R (basis),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.11.0001,Centrum-noord,Delft,Delft,Centrum-Noord,11 Binnenstad,Nieuwe Plantage,3689,Binnen de bebouwde kom,pvg,01.11.0001.pg3755,"18 august    2021, 10:49:46",452.84521484375,402.175404798533
