FID,nummer,bwid_code,donarcode,eu_naam,x_coörd,y_coörd,etrs_89_ea,etrs_89_no,rws_dienst,provincie,zwp_naam,zwp_datum,zwp_period,zwp_kwal,zwp_beoord,blauw_vlag,zout_zoet,eu_2012,eu_2013,eu_2014,eu_2015,eu_actueel,blauwalg,krw_code,krw_systee,se_anno_cad_data,gdb_geomattr_data,shape
zwemlocaties_rws_2016.199,199,NLBW94_HARVBLHNWBSD,HARVBLHNWBSD,HARINGVLIETBRUG WEST,87000,415270,596914.249,5731054.248,West Nederland zuid,ZUID HOLLAND,Haringvlietbrug West,2014,2010-2013,uitstekend,2013,nee,zoet,Aanvaardbaar,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_1,"Haringvliet oost, Hollandsch Diep",,,POINT (87000 415270)
zwemlocaties_rws_2016.200,200,NLBW94_HELLGPBSD,HELLGPBSD,RECREATIETERREIN HELLEGATSPLEIN,86664,413473,596637.325,5729247.653,West Nederland zuid,ZUID HOLLAND,Hellegatsplein badstrand,2013,2009-2012,goed,2012,nee,zoet,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,nee,NL94_1,"Haringvliet oost, Hollandsch Diep",,,POINT (86664 413473)
zwemlocaties_rws_2016.201,201,NLBW94_HELLVSHLCBSD,HELLVSHLCBSD,"HELLECAT BADSTRAND, HELLEVOETSLUIS",64653,428898,574138.811,5743939.262,West Nederland zuid,ZUID HOLLAND,"HELLECAT BADSTRAND, HELLEVOETSLUIS",2015,2011-2014,uitstekend,2014,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_11,Haringvliet west,,,POINT (64653 428898)
zwemlocaties_rws_2016.202,202,NLBW94_HELLVSSKDBSD,HELLVSSKDBSD,"SCHENKELDIJK, HELLEVOETSLUIS",65791,427578,575319.13,5742657.672,West Nederland zuid,ZUID HOLLAND,Hellevoetsluis Schenkeldijk,2008,2004-2007,uitstekend,2013,nee,zout,Goed,Goed,Goed,Goed,Goed,nee,NL94_11,Haringvliet west,,,POINT (65791 427578)
zwemlocaties_rws_2016.203,203,NLBW94_HELLVSVTRBSD,HELLVSVTRBSD,"VUURTOREN BADSTRAND, HELLEVOETSLUIS",67930,426610,577488.087,5741760.584,West Nederland zuid,ZUID HOLLAND,"HELLEVOETSLUIS, VUURTOREN BADSTRAND",2010,2006-2009,uitstekend,2013,nee,zout,Goed,Goed,Goed,Goed,Uitstekend,nee,NL94_11,Haringvliet west,,,POINT (67930 426610)
zwemlocaties_rws_2016.204,204,NLBW94_HITSSKDBSD,HITSSKDBSD,"HITSERTSEKADE, ZUID-BIJERLAND",84623,416914,594485.279,5732619.166,West Nederland zuid,ZUID HOLLAND,Hitsertse kade badstrand,2009,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_1,"Haringvliet oost, Hollandsch Diep",,,POINT (84623 416914)
zwemlocaties_rws_2016.205,205,NLBW94_MIDDHNBSD,MIDDHNBSD,"MIDDELHARNIS, BADSTRAND",72628,421043,582364.642,5736352.092,West Nederland zuid,ZUID HOLLAND,Middelharnis Badstrand,2008,2004-2007,uitstekend,2014,nee,zoet,Uitstekend,Goed,Goed,Uitstekend,Uitstekend,nee,NL94_1,"Haringvliet oost, Hollandsch Diep",,,POINT (72628 421043)
zwemlocaties_rws_2016.206,206,NLBW94_STELLDJHVBSD,STELLDJHVBSD,"RECREATIETERREIN RWS, STELLENDAM",62457,426977,572007.629,5741947.881,West Nederland zuid,ZUID HOLLAND,Stellendam Jachthaven Badstrand,2008,2004-2007,uitstekend,2015,nee,zout,Uitstekend,Uitstekend,Goed,Uitstekend,Goed,nee,NL94_11,Haringvliet west,,,POINT (62457 426977)
zwemlocaties_rws_2016.207,207,NLBW95_BROUWDBSD,BROUWDBSD,"BROUWERSDAM, KABBELAARSBANK",48450,420500,558225.108,5735017.407,Zee en Delta,ZUID HOLLAND,"BROUWERSDAM, KABBELAARSBANK",2015,2011-2014,uitstekend,2011,ja,zout,Uitstekend,Uitstekend,Uitstekend,Goed,Goed,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (48450 420500)
zwemlocaties_rws_2016.208,208,NLBW95_HOEKVHLBSD,HOEKVHLBSD,HOEK VAN HOLLAND,66432.437,444991.784,575388.748,5760077.926,Zee en Delta,ZUID HOLLAND,HOEK VAN HOLLAND,2016,2012-2015,Uitstekend,2015,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (66432.43699999899 444991.78400000185)
zwemlocaties_rws_2016.209,209,NLBW95_KATWNBSD,KATWNBSD,"KATWIJK AAN ZEE, BOULEVARD NOORD",87460,470000,595577.528,5785757.375,Zee en Delta,ZUID HOLLAND,"KATWIJK AAN ZEE, BOULEVARD NOORD",2016,2012-2015,wijziging,2015,nee,zout,Aanvaardbaar,Slecht,Slecht,Wijziging,Aanvaardbaar,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (87460 470000)
zwemlocaties_rws_2016.210,210,NLBW95_KATWZBSD,KATWZBSD,"KATWIJK AAN ZEE, BOULEVARD ZUID",86867,469062,595015.85,5784800.584,Zee en Delta,ZUID HOLLAND,"KATWIJK AAN ZEE, BOULEVARD ZUID",2016,2012-2015,uitstekend,2015,nee,zout,Goed,Goed,Goed,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (86867 469062)
zwemlocaties_rws_2016.211,211,NLBW95_KIJKDBSD,KIJKDBSD,"DEN HAAG, KIJKDUIN",74882.555,454263.993,583527.462,5769620.139,Zee en Delta,ZUID HOLLAND,KIJKDUIN,2016,2012-2015,uitstekend,2015,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (74882.5549999997 454263.9930000007)
zwemlocaties_rws_2016.212,212,NLBW95_NOORDWBSD,NOORDWBSD,"NOORDWIJK AAN ZEE, BOULEVARD",89275,473254,597284.051,5789068.61,Zee en Delta,ZUID HOLLAND,NOORDWIJK AAN ZEE BOULEVARD,2015,2011-2014,goed,2014,ja,zout,Uitstekend,Goed,Goed,Goed,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (89275 473254)
zwemlocaties_rws_2016.213,213,NLBW95_NOORDWKHBSD,NOORDWKHBSD,NOORDWIJKERHOUT,91342,477032,599225.111,5792911.777,Zee en Delta,ZUID HOLLAND,NOORDWIJKERHOUT,2015,2011-2014,uitstekend,2014,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (91342 477032)
zwemlocaties_rws_2016.214,214,NLBW95_OUDDBSD,OUDDBSD,OUDDORP STRAND,54250,428000,563774.114,5742700.909,Zee en Delta,ZUID HOLLAND,OUDDORP STRAND,2015,2011-2014,uitstekend,2014,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_2A,Noordelijke Deltakust (kustwater),,,POINT (54250 428000)
zwemlocaties_rws_2016.215,215,NLBW95_ROCKJBSD,ROCKJBSD,"ROCKANJE, 2E SLAG",62827,431875,572216.726,5746853.883,Zee en Delta,ZUID HOLLAND,ROCKANJE 2e slag,2015,2011-2014,uitstekend,2014,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_2A,Noordelijke Deltakust (kustwater),,,POINT (62827 431875)
zwemlocaties_rws_2016.216,216,NLBW95_SCHEVNGBSD,SCHEVNGBSD,SCHEVENINGEN,78700,458700,587196.061,5774178.083,Zee en Delta,ZUID HOLLAND,SCHEVENINGEN,2015,2011-2014,uitstekend,2014,nee,zout,Uitstekend,Goed,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (78700 458700)
zwemlocaties_rws_2016.217,217,NLBW95_SCHEVNGZTPBS,SCHEVNGZTPBS,"DEN HAAG, ZWARTE PAD",80100,459950,588553.857,5775473.122,Zee en Delta,ZUID HOLLAND,"DEN HAAG, ZWARTE PAD",2016,2012-2015,uitstekend,2015,nee,zout,Uitstekend,Goed,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (80100 459950)
zwemlocaties_rws_2016.218,218,NLBW95_TERHDBSD,TERHDBSD,"MONSTER, TER HEIJDE",70934.113,449859.416,579726.903,5765089.395,Zee en Delta,ZUID HOLLAND,TER HEIJDE,2016,2012-2015,uitstekend,2015,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (70934.11300000176 449859.41600000113)
zwemlocaties_rws_2016.219,219,NLBW95_WASSNSSBSD,WASSNSSBSD,"WASSENAAR, WASSENAARSE SLAG",83810,464430,592113.617,5780071.609,Zee en Delta,ZUID HOLLAND,"WASSENAAR, WASSENAARSE SLAG",2015,2011-2014,uitstekend,2014,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (83810 464430)
zwemlocaties_rws_2016.220,220,NLBW95_WESTNLBSD,WESTNLBSD,WEST NIEUWLAND,49950,423000,559641.823,5737564.34,Zee en Delta,ZUID HOLLAND,WEST NIEUWLAND,2015,2011-2014,uitstekend,2014,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_2A,Noordelijke Deltakust (kustwater),,,POINT (49950 423000)
zwemlocaties_rws_2016.221,221,NLBW94_STADAHHRVBSD,STADAHHRVBSD,"STAD AAN 'T HARINGVLIET, BADSTRAND",75885,417980,585719.301,5733398.258,West Nederland zuid,ZUID HOLLAND,STAD AAN 'T HARINGVLIET,2012,2010-2011,Uitstekend,2016,nee,zoet,NIEUW,Goed,Goed,Goed,Goed,nee,NL94_1,"Haringvliet oost, Hollandsch Diep",,,POINT (75885 417980)
zwemlocaties_rws_2016.222,222,NLBW95_SCHEVNGZD,SCHEVNGNZD,"SCHEVENINGEN, ZUIDERSTRAND",76856.625,456546.675,585424.935,5771965.875,Zee en Delta,ZUID HOLLAND,"SCHEVENINGEN, ZUIDERSTRAND",2016,2012-2015,Uitstekend,2015,nee,zout,NIEUW,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (76856.625 456546.67500000075)
zwemlocaties_rws_2016.223,223,NLBW91_VEENBSD,VEENBSD,VEEN BADSTRAND,135533,421788,645200.342,5739156.54,Zuid Nederland,NOORD BRABANT,"VEEN, BADSTRAND",2013,2011-2013,goed,n.a.n.,nee,zoet,geen,geen,geen,Goed,Uitstekend,nee,NL94_5,Beneden Maas,,,POINT (135533 421788)
zwemlocaties_rws_2016.224,224,NLBW93_VAKTPELVMRK,VAKTPELVMRK,VAKANTIEPARK EILAND VAN MAURIK,157861,442990,666820.967,5761078.654,Oost Nederland,GELDERLAND,VAKANTIEPARK EILAND VAN MAURIK,2015,2015-2016,Uitstekend,n.a.n.,nee,zoet,geen,geen,geen,geen,Nieuw,ja,NL93_7,Nederrijn/Lek,,,POINT (157861 442990)
zwemlocaties_rws_2016.225,225,NLBW92_WESTMDSD,WESTMDSD,DIJKSTRAND (URK),168895,519567,675324.17,5837981.208,Midden Nederland,FLEVOLAND,URK DIJKSTRAND,2011,2009-2011,slecht,n.a.n.,nee,zoet,geen,geen,geen,geen,Nieuw,ja,NL92_IJSSELMEER,IJsselmeer,,,POINT (168895 519567)
zwemlocaties_rws_2016.226,226,NLBW92_YBGBSD2015,YBGBSD2015,STRAND IJBURG (AMSTERDAM),129885,485140,637474.064,5802284.249,Midden Nederland,NOORD HOLLAND,STRAND IJBURG,2015,2013-2014,slecht,n.a.n.,nee,zoet,geen,geen,geen,geen,Nieuw,ja,NL92_MARKERMEER,Markermeer,,,POINT (129885 485140)
zwemlocaties_rws_2016.227,227,NLBW95_VEERBTSD,VEERBTSD,VEERE BASTIONSTRAND,35565,397200,546114.602,5711316.866,Zee en Delta,ZEELAND,VEERE BASTIONSTRAND,2016,2014-2015,goed,n.a.n.,nee,zoet,geen,geen,geen,geen,Nieuw,nee,nl89_veersmr,Veerse meer,,,POINT (35565 397200)
zwemlocaties_rws_2016.228,228,NLBW95_KORTGNWBWBSD,KORTGNWBWBSD,KORTGENE WESTBERMWEG BADSTRAND,44066,396925,554616.736,5711320.156,Zee en Delta,ZEELAND,KORTGENE WESTBERMWEG BADSTRAND,2016,2014-2015,uitstekend,n.a.n.,nee,zoet,geen,geen,geen,geen,Nieuw,nee,nl89_veersmr,Veerse meer,,,POINT (44066 396925)
zwemlocaties_rws_2016.229,229,NLBW95_TWEEDMVTBSD,TWEEDMVTBSD,TWEEDE MAASVLAKTE,58100,438510,567276.031,5753328.089,Zee en Delta,ZUID HOLLAND,MAASVLAKTE II,2016,2014-2016,Uitstekend,2016,nee,zout,geen,geen,geen,geen,Nieuw,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (58100 438510)
zwemlocaties_rws_2016.230,230,NLBW94_ BIESBMRNA,BIESBMRNA,BIESBOSCH MARINA,115977,413153,625939.426,5729887.071,West Nederland zuid,ZUID HOLLAND,BIESBOSCH MARINA,2016,2016,goed,2016,nee,zoet,geen,geen,geen,geen,Uitstekend,ja,NL94_10,"Brabantse Biesbosch, Amer",,,POINT (115977 413153)
zwemlocaties_rws_2016.231,231,NLBW92_ANDK,ANDK,VOOROEVER ANDIJK ZWEMSTRAND,140703,528057,646866.564,5845532.097,Midden Nederland,NOORD HOLLAND,ANDIJK STRAND,2013,2009-2012,aanvaardbaar,2015,nee,zoet,Aanvaardbaar,Aanvaardbaar,Aanvaardbaar,Slecht,Aanvaardbaar,ja,NL92_IJSSELMEER,IJsselmeer,,,POINT (140703 528057)
zwemlocaties_rws_2016.232,232,NLBW92_EEMHOFSTR,EEMHOFSTR,BEACHSTRAND EEMHOF,155197,474653,663117.193,5792637.744,Midden Nederland,FLEVOLAND,BEACH-STRAND EEMHOF,2017,2015-2016,goed,n.a.n.,nee,zoet,geen,geen,geen,geen,Nieuw,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,,,POINT (155197 474653)
zwemlocaties_rws_2016.233,233,NLBW92_RCNZWMSTR,RCNZWMSTR,RCN STRAND,165890,480218,673621.363,5798552.386,Midden Nederland,FLEVOLAND,RCN ZEEWOLDE,2016,2014-2016,goed,n.a.n.,nee,zoet,geen,geen,geen,geen,Nieuw,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,,,POINT (165890 480218)
