FID,ZAKRECHT,NAAM,NAAM_UPPER,GEOMETRIE
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d60,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186259 427685.161, 186251.471 427694.703, 186239.401 427685.203, 186233.048 427680.2, 186233.004 427680.261, 186231.426 427679.016, 186230.857 427678.567, 186227.506 427682.814, 186224.179 427687.03, 186244.75 427703.221, 186223.663 427729.948, 186217.902 427725.307, 186215.332 427723.284, 186216.149 427722.247, 186203.942 427712.68, 186221.717 427690.151, 186216.781 427686.249, 186212.541 427682.897, 186208.303 427679.547, 186204.064 427676.196, 186199.824 427672.846, 186217.265 427650.741, 186224.742 427656.64, 186238.597 427667.572, 186237.098 427669.479, 186249.858 427679.536, 186250.676 427678.5, 186253.242 427680.526, 186259 427685.161))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d61,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189596.355 427434.322, 189608.044 427456.745, 189602.716 427459.531, 189591.028 427437.096, 189596.355 427434.322))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d62,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183642.793 424017.031, 183653.28 424023.011, 183663.566 424028.876, 183660.503 424034.229, 183659.193 424033.478, 183656.909 424032.175, 183650.244 424028.356, 183639.753 424022.369, 183642.793 424017.031))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d63,Eigendom (recht van),Stichting Mooiland,STICHTING MOOILAND,"POLYGON ((185932.799 425461.687, 185929.136 425458.286, 185904.879 425435.759, 185906.063 425434.484, 185904.43 425432.967, 185904.807 425432.552, 185908.162 425428.858, 185886.733 425409.371, 185903.63 425390.832, 185925.238 425410.513, 185922.564 425413.477, 185952.382 425440.47, 185933.979 425460.408, 185932.799 425461.687))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d64,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187317.64 428256.747, 187317.022 428252.778, 187336.384 428244.301, 187336.159 428243.733, 187339.103 428240.161, 187339.84 428240.058, 187341.981 428255.449, 187334.906 428256.485, 187334.868 428256.282, 187328.496 428257.219, 187328.524 428257.425, 187322.224 428258.302, 187322.352 428259.212, 187318.093 428259.822, 187317.64 428256.747))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d65,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186194.095 427159.612, 186191.124 427164.477, 186170.65 427152.145, 186173.588 427147.261, 186194.095 427159.612))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d66,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183206.498 424910.896, 183174.871 424899.36, 183173.469 424898.847, 183175.595 424893.065, 183208.876 424905.306, 183206.735 424910.985, 183206.498 424910.896))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d67,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182276.761 427406.149, 182297.608 427395.195, 182299.82 427395.948, 182299.528 427396.805, 182301.104 427399.851, 182279.399 427411.183, 182276.761 427406.149))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d68,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((184248.781 427302.767, 184254.976 427293.566, 184255.099 427293.384, 184255.717 427292.466, 184256.828 427293.221, 184257.131 427293.427, 184249.509 427304.774, 184248.077 427303.824, 184248.781 427302.767))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d69,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186778.37 428826.87, 186779.05 428829.34, 186781.749 428828.56, 186785.42 428841.07, 186787.574 428849.494, 186787.333 428849.56, 186788.427 428853.604, 186785.918 428854.283, 186786.612 428856.851, 186786.564 428856.864, 186786.953 428858.302, 186789.511 428857.61, 186792.255 428867.754, 186790.054 428868.577, 186790.29 428870.19, 186789.23 428870.79, 186788.876 428870.999, 186786.198 428861.07, 186778.76 428863.294, 186777.468 428858.505, 186766.125 428861.564, 186766.29 428860.97, 186767.32 428859.25, 186765.93 428854.11, 186766.33 428853.99, 186765.57 428851.15, 186765.15 428851.24, 186762.48 428841.36, 186762.89 428841.26, 186762.11 428838.41, 186761.72 428838.52, 186759.92 428831.89, 186778.37 428826.87))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d6a,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189340.76 427241.619, 189314.453 427246.501, 189313.413 427240.836, 189339.761 427235.945, 189340.426 427239.979, 189340.76 427241.619))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d6b,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183276.001 424876.29, 183274.352 424875.674, 183273.548 424877.81, 183267.26 424875.454, 183275.699 424853.055, 183283.467 424855.973, 183276.001 424876.29))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d6c,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189510.636 427134.804, 189538.572 427130.801, 189538.977 427133.12, 189539.974 427139.095, 189511.809 427143.132, 189510.636 427134.804))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d6d,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((184448.458 426593.552, 184449.485 426593.899, 184469.95 426599.162, 184508.813 426610.508, 184525.762 426615.67, 184524.875 426617.13, 184532.605 426622.568, 184535.447 426618.714, 184562.165 426627.398, 184563.349 426628.196, 184563.839 426629.014, 184564.019 426629.695, 184564.128 426630.208, 184564.004 426630.856, 184563.805 426631.491, 184562.623 426633.205, 184522.582 426691.585, 184521.215 426692.283, 184520.332 426692.709, 184519.356 426692.806, 184518.399 426692.685, 184517.154 426692.118, 184489.378 426673.234, 184496.86 426662.272, 184430.335 426616.869, 184445.323 426594.604, 184448.458 426593.552))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d6e,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182613.114 427571.134, 182609.932 427572.783, 182603.589 427576.07, 182603.7 427576.28, 182600.001 427578.224, 182599.88 427577.993, 182595.403 427580.313, 182595.267 427580.055, 182591.606 427581.977, 182590.418 427582.601, 182590.35 427582.47, 182588.08 427578.14, 182590.29 427576.96, 182590.257 427576.898, 182591.228 427576.395, 182597.421 427573.185, 182609.938 427566.698, 182609.875 427566.578, 182609.889 427566.57, 182610.538 427566.227, 182611.733 427568.504, 182613.114 427571.134))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d6f,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182613.114 427571.134, 182611.733 427568.504, 182610.538 427566.227, 182609.889 427566.57, 182609.875 427566.578, 182605.899 427559.004, 182605.701 427558.626, 182611.958 427555.343, 182611.987 427555.399, 182624.738 427579.365, 182626.074 427581.875, 182623.47 427583.24, 182620.81 427584.65, 182619.34 427581.89, 182618.863 427582.086, 182617.552 427579.588, 182615.624 427575.915, 182613.114 427571.134))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d70,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189507.45 427112.188, 189534.714 427108.279, 189535.655 427113.801, 189508.231 427117.733, 189507.45 427112.188))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d71,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183424.981 424727.088, 183465.113 424741.912, 183464.052 424744.87, 183452.581 424775.792, 183451.577 424778.322, 183450.456 424779.172, 183449.135 424779.784, 183438.293 424776.997, 183431.333 424775.196, 183426.811 424774.027, 183407.235 424766.768, 183389.334 424760.028, 183394.259 424746.55, 183397.922 424736.477, 183395.301 424735.494, 183402.1 424717.335, 183404.779 424718.321, 183404.973 424717.802, 183415.185 424721.6, 183425.535 424725.59, 183424.981 424727.088))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d72,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((185943.585 426969.267, 185947.347 426959.571, 185950.369 426960.756, 185946.573 426970.439, 185943.585 426969.267))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d73,Eigendom (recht van),Stichting Studentenhuisvesting Nijmegen,STICHTING STUDENTENHUISVESTING NIJMEGEN,"POLYGON ((187840.6 427032.942, 187840.311 427032.631, 187840.081 427032.275, 187839.917 427031.884, 187839.824 427031.47, 187839.804 427031.046, 187839.859 427030.625, 187839.986 427030.221, 187840.182 427029.845, 187840.441 427029.508, 187840.754 427029.223, 187841.112 427028.996, 187841.505 427028.835, 187840.181 427027.448, 187828.584 427016.031, 187831.409 427014.921, 187841.929 427010.719, 187845.603 427019.922, 187849.301 427018.446, 187853.096 427027.952, 187840.6 427032.942))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d74,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186272.764 427249.531, 186284.189 427230.556, 186289.074 427233.491, 186277.649 427252.468, 186272.764 427249.531))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d75,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185599.607 424526.376, 185613.536 424538.332, 185609.511 424542.941, 185595.613 424531.015, 185599.607 424526.376))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d76,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186772.83 427371.412, 186790.17 427368.67, 186791.618 427378.156, 186803.348 427376.335, 186813.713 427374.731, 186815.308 427385.21, 186806.549 427386.566, 186797.27 427388.006, 186794.894 427388.375, 186793.801 427388.545, 186793.854 427388.884, 186794.133 427390.688, 186794.27 427391.577, 186795.377 427391.405, 186795.744 427393.708, 186796.596 427399.039, 186809.039 427397.109, 186816.943 427395.913, 186817.762 427401.25, 186809.874 427402.444, 186797.447 427404.372, 186798.031 427408.035, 186798.364 427410.128, 186787.089 427411.943, 186786.753 427409.835, 186785.466 427401.769, 186784.092 427393.158, 186783.95 427392.268, 186783.845 427391.61, 186783.502 427391.661, 186778.745 427392.371, 186780.38 427402.623, 186781.66 427410.647, 186781.998 427412.762, 186776.627 427413.627, 186775.001 427403.438, 186773.571 427393.142, 186771.709 427381.66, 186774.357 427381.196, 186772.83 427371.412))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d77,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186021.887 426933.403, 186025.289 426924.275, 186026.311 426921.673, 186031.501 426923.708, 186023.249 426944.698, 186018.222 426942.728, 186021.887 426933.403))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d78,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((183954.426 424227.566, 183961.837 424230.407, 183974.436 424235.327, 183974.397 424235.428, 183972.175 424241.182, 183972.163 424241.212, 183967.352 424239.311, 183950.14 424232.51, 183952.359 424226.765, 183954.426 424227.566))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d79,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183370.454 423942.984, 183369.222 423945.14, 183364.482 423942.433, 183359.167 423939.398, 183358.752 423939.169, 183353.846 423936.374, 183350.829 423934.655, 183348.128 423933.112, 183351.24 423927.661, 183353.938 423929.198, 183361.861 423933.713, 183372.34 423939.684, 183370.454 423942.984))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d7a,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((187465.83 429060.69, 187459.74 429044.48, 187466.32 429042, 187467.24 429041.52, 187472.9 429039.16, 187480.56 429035.64, 187482.7 429034.44, 187488.09 429033.46, 187488.792 429037.4, 187492.69 429036.73, 187492.4 429035.09, 187500.3 429033.73, 187500.81 429036.51, 187502.362 429044.771, 187504.31 429055.61, 187497.64 429056.78, 187497.63 429056.725, 187481.699 429059.483, 187481.68 429059.405, 187476.97 429060.225, 187476.986 429060.299, 187467.919 429061.87, 187465.83 429060.69))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d7b,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186795.879 425021.885, 186785.096 425024.72, 186777.174 425026.849, 186773.809 425027.656, 186772.254 425021.463, 186794.221 425015.688, 186795.879 425021.885))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d7c,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((188193.061 428139.09, 188195.771 428139.266, 188212.367 428140.584, 188212.36 428140.739, 188212.165 428144.746, 188211.379 428144.805, 188211.189 428147.83, 188211.272 428147.849, 188211.056 428150.834, 188210.941 428150.78, 188210.622 428152.519, 188209.457 428152.315, 188209.328 428153.022, 188209.565 428153.041, 188207.886 428163.3, 188200.228 428162.071, 188193.061 428139.09))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d7d,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((187107.64 424835.747, 187109.784 424851.874, 187111.098 424860.242, 187112.189 424867.309, 187111.307 424867.429, 187110.373 424861.006, 187109.357 424854.02, 187107.845 424852.705, 187083.305 424856.03, 187083.299 424855.985, 187083.145 424854.881, 187086.974 424854.328, 187094.982 424853.26, 187108.369 424851.426, 187108.83 424850.092, 187107.621 424842.291, 187106.627 424835.886, 187107.64 424835.747))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d7e,Eigendom (recht van),Stichting Studentenhuisvesting Nijmegen,STICHTING STUDENTENHUISVESTING NIJMEGEN,"POLYGON ((187361.34 428576.217, 187360.469 428578.066, 187355.901 428588.181, 187355.176 428588.611, 187354.346 428588.921, 187353.192 428589.095, 187352.304 428588.745, 187343.511 428584.977, 187343.323 428585.463, 187324.035 428576.455, 187335.483 428551.894, 187335.284 428551.759, 187335.082 428551.529, 187334.946 428551.255, 187334.884 428550.955, 187334.901 428550.649, 187334.994 428550.358, 187335.159 428550.1, 187335.384 428549.893, 187335.654 428549.749, 187335.952 428549.679, 187336.258 428549.687, 187336.481 428549.752, 187337.538 428547.484, 187337.622 428547.305, 187350.63 428553.575, 187354.314 428555.343, 187358.025 428557.204, 187367.883 428562.14, 187361.34 428576.217))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d7f,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((188255.777 425023.029, 188258.862 424994.903, 188260.787 424966.94, 188263.866 424932.52, 188294.51 424935.937, 188293.942 424941.368, 188290.104 424978.065, 188298.845 424979.042, 188295.215 425012.506, 188299.063 425012.597, 188299.121 425019.159, 188299.197 425027.761, 188255.777 425023.029))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d80,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((188255.777 425023.029, 188214.591 425018.541, 188220.602 424962.559, 188260.787 424966.94, 188258.862 424994.903, 188255.777 425023.029))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d81,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((184617.199 427136.844, 184594.661 427121.466, 184598.008 427116.52, 184620.565 427131.914, 184617.199 427136.844))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d82,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186086.657 428891.233, 186086.465 428890.132, 186086.545 428889.457, 186086.84 428888.775, 186087.219 428888.329, 186087.79 428887.988, 186088.293 428887.717, 186089.312 428887.166, 186090.157 428886.709, 186106.153 428878.06, 186124.439 428868.137, 186129.289 428865.091, 186150.846 428851.315, 186177.322 428835.208, 186209.551 428814.64, 186245.57 428791.548, 186246.966 428790.976, 186247.538 428790.826, 186248.215 428790.839, 186248.456 428790.939, 186248.973 428790.964, 186249.249 428791.089, 186251.243 428792.649, 186260.381 428807.752, 186272.237 428826.264, 186272.77 428827.577, 186272.785 428828.131, 186272.755 428828.557, 186272.636 428829.049, 186272.556 428829.353, 186271.906 428830.372, 186271.13 428831.015, 186266.542 428833.836, 186261.478 428837.036, 186251.617 428843.528, 186231.882 428856.121, 186233.017 428857.925, 186234.22 428859.845, 186234.322 428860.337, 186234.322 428860.572, 186234.38 428860.847, 186234.322 428861.433, 186234.249 428862.004, 186234.249 428862.226, 186233.668 428863.303, 186232.37 428864.381, 186197.786 428886.579, 186162.665 428908.738, 186161.515 428909.457, 186161.094 428909.774, 186160.43 428910.059, 186159.815 428910.218, 186159.241 428910.186, 186158.639 428910.133, 186157.931 428909.879, 186157.477 428909.639, 186156.948 428909.232, 186156.462 428908.59, 186156.029 428907.98, 186155.564 428906.944, 186125.767 428923.009, 186111.041 428930.948, 186110.123 428931.279, 186109.055 428931.294, 186107.771 428930.695, 186106.931 428929.659, 186087.102 428892.076, 186086.657 428891.233))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d83,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((187217.938 429055.843, 187216.442 429057.16, 187218.566 429063.202, 187219.988 429067.249, 187236.534 429118.034, 187269.933 429232.029, 187271.905 429238.617, 187268.308 429241.081, 187266.452 429244.691, 187275.637 429249.536, 187283.51 429253.688, 187221.299 429275.746, 187217.075 429277.55, 187213.709 429278.809, 187210.149 429279.496, 187206.845 429279.523, 187201.346 429279.243, 187198.565 429278.703, 187195.633 429277.543, 187191.584 429275.818, 187188.007 429272.755, 187185.127 429269.274, 187181.995 429259.215, 187181.981 429252.761, 187190.298 429242.901, 187187.805 429234.581, 187187.974 429234.53, 187186.522 429229.817, 187185.04 429224.958, 187188.3 429216.282, 187189.757 429221.201, 187195.752 429219.45, 187195.933 429219.397, 187196.508 429221.528, 187200.958 429227.35, 187202.062 429231.042, 187202.382 429231.067, 187204.835 429239.315, 187196.17 429245.552, 187192.878 429248.169, 187192.475 429248.468, 187192.07 429248.812, 187187.418 429252.511, 187187.411 429257.616, 187187.411 429257.949, 187187.41 429258.795, 187187.407 429260.903, 187192.001 429267.931, 187209.283 429270.368, 187235.004 429262.711, 187266.967 429253.196, 187265.052 429246.727, 187263.394 429241.19, 187259.909 429229.481, 187215.219 429079.324, 187207.518 429053.449, 187214.157 429051.356, 187212.233 429037.078, 187214.763 429045.396, 187215.811 429048.847, 187217.938 429055.843))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1d84,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182486.267 427663.506, 182488.827 427662.642, 182495.802 427660.289, 182505.21 427657.112, 182507.171 427656.45, 182508.916 427661.591, 182506.947 427662.256, 182496.785 427665.688, 182490.563 427667.787, 182488.007 427668.649, 182487.174 427666.163, 182486.267 427663.506))"
