BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;PROVINCIE VESTIGING;SAMENWERKINGSVERBAND PASSEND ONDERWIJS VO;ONDERWIJSTYPE VO EN LEER- OF VERBLIJFSJAAR;VMBO SECTOR;AFDELING;ELEMENTCODE;OPLEIDINGSNAAM;LEER- OF VERBLIJFSJAAR 1 - MAN;LEER- OF VERBLIJFSJAAR 1 - VROUW;LEER- OF VERBLIJFSJAAR 2 - MAN;LEER- OF VERBLIJFSJAAR 2 - VROUW;LEER- OF VERBLIJFSJAAR 3 - MAN;LEER- OF VERBLIJFSJAAR 3 - VROUW;LEER- OF VERBLIJFSJAAR 4 - MAN;LEER- OF VERBLIJFSJAAR 4 - VROUW;LEER- OF VERBLIJFSJAAR 5 - MAN;LEER- OF VERBLIJFSJAAR 5 - VROUW;LEER- OF VERBLIJFSJAAR 6 - MAN;LEER- OF VERBLIJFSJAAR 6 - VROUW;TOTAAL
20BV;00;Praedinius Gymnasium;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0274;VWO-GYM Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;19;19;22;19;79
20BV;00;Praedinius Gymnasium;GRONINGEN;Groningen;VO2001;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4026;VWO-GYM NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;2;1;3
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0015;HAVO/VWO voorbereidende leerjaren;30;54;36;49;0;0;0;0;0;0;0;0;169
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0017;VWO voorbereidende leerjaren;49;66;30;50;0;0;0;0;0;0;0;0;195
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;39;47;35;48;0;0;0;0;0;0;0;0;169
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;6;15;2;10;0;0;33
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;41;37;24;28;0;0;130
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0379;HAVO Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;2;6;0;0;8
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;15;23;9;11;0;0;58
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;13;2;2;0;0;0;17
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;6;5;0;0;11
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;0;4;3;0;0;7
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;4;1;0;0;5
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0017;VWO voorbereidende leerjaren;0;0;0;0;70;98;0;0;0;0;0;0;168
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;28;46;0;0;0;0;0;0;74
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;3;10;1;14;4;6;38
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;21;27;17;24;9;7;105
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;0;3;23;26
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;19;29;16;28;9;15;116
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;8;7;19;9;5;0;48
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;0;10;17;27
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;1;4;5
20EM;00;H.N. Werkman College;GRONINGEN;Groningen;VO2001;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;3;4;7
20EM;01;H N Werkman ISK;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0024;VMBO/HAVO/VWO voorbereidende leerjaren;79;44;0;0;0;0;0;0;0;0;0;0;123
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0032;VMBO-KB voorbereidende leerjaren;3;3;10;3;0;0;0;0;0;0;0;0;19
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;9;2;10;7;0;0;0;0;0;0;0;0;28
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;25;15;11;6;0;0;0;0;0;0;0;0;57
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;22;10;15;5;0;0;0;0;0;0;0;0;52
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;5;7;12;7;0;0;31
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;9;7;3;9;0;0;28
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;2;4;1;0;0;0;7
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;0;1;0;0;0;1
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;1;0;0;0;1
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;10;3;0;0;0;0;0;0;13
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;10;4;0;0;0;0;0;0;14
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;23;9;5;2;0;0;0;0;39
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;2;2;5;9;0;0;0;0;18
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;8;0;6;2;9;3;28
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;1;2;4;4;1;2;14
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;2;1;4;1;4;3;15
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;0;0;1;1
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0012;VMBO-GL voorbereidende leerjaren;2;3;0;2;0;0;0;0;0;0;0;0;7
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0031;VMBO-BB voorbereidende leerjaren;6;10;13;19;0;0;0;0;0;0;0;0;48
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0032;VMBO-KB voorbereidende leerjaren;16;19;16;24;0;0;0;0;0;0;0;0;75
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;5;7;6;5;0;0;0;0;0;0;0;0;23
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Intersect. programma;Dienstverlening en producten;6911;VMBO BB Dienstverlening en producten;0;0;0;0;14;11;9;9;0;0;0;0;43
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;VO2001;VMBO GL lj 3-4;Intersect. programma;Dienstverlening en producten;6931;VMBO GL Dienstverlening en producten;0;0;0;0;4;2;0;0;0;0;0;0;6
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Intersect. programma;Dienstverlening en producten;6921;VMBO KB Dienstverlening en producten;0;0;0;0;25;24;16;12;0;0;0;0;77
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;0;0;0;4;0;0;0;0;4
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;14;7;0;6;0;0;0;0;27
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0011;VMBO-GL/TL/HAVO voorbereidende leerjaren;0;0;18;12;0;0;0;0;0;0;0;0;30
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0015;HAVO/VWO voorbereidende leerjaren;38;48;26;38;0;0;0;0;0;0;0;0;150
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;12;17;26;34;0;0;0;0;0;0;0;0;89
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;19;37;28;41;0;0;0;0;0;0;0;0;125
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;4;26;10;21;0;0;61
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;17;15;24;16;0;0;72
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;15;21;8;21;0;0;65
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;0;2;6;2;0;0;10
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;2;1;0;0;0;3
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;1;3;0;0;4
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4037;HAVO NW naar VAVO teruggekeerd geslaagd (16/17 jaar);0;0;0;0;0;0;0;0;1;0;0;0;1
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;43;72;0;0;0;0;0;0;115
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;60;72;0;0;0;0;0;0;132
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;2;15;3;18;0;8;46
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;15;18;11;8;5;7;64
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;10;32;10;33;12;26;123
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;5;5;8;6;4;6;34
20ER;00;Zernike College;GRONINGEN;Groningen;VO2001;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;3;2;5
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0016;VMBO-GL/TL/HAVO/VWO voorbereidende leerjaren;155;85;108;81;0;0;0;0;0;0;0;0;429
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0017;VWO voorbereidende leerjaren;8;29;25;15;0;0;0;0;0;0;0;0;77
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;3;4;3;6;0;0;16
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;61;27;39;20;0;0;147
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;8;16;13;29;0;0;66
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;6;0;10;3;0;0;19
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;2;1;4;0;0;0;7
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;2;0;0;2
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4037;HAVO NW naar VAVO teruggekeerd geslaagd (16/17 jaar);0;0;0;0;0;0;0;0;0;1;0;0;1
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;82;56;0;0;0;0;0;0;138
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;46;36;0;0;0;0;0;0;82
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;0;0;4;2;0;0;0;0;6
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;2;0;0;0;0;0;2
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;6;7;0;0;0;0;13
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;0;9;4;8;4;3;28
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;47;26;29;30;22;26;180
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;20;20;32;28;31;28;159
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;23;7;20;4;22;11;87
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;4;0;0;0;2;1;7
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;0;2;2
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;3;2;5
20ER;04;Zernike College;HAREN GN;Groningen;VO2001;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4017;VWO-ATH NW naar VAVO teruggekeerd geslaagd (16/17 jaar);0;0;0;0;0;0;0;0;0;0;0;1;1
20ER;08;Zernike College;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Economie;Economie en ondernemen;6411;VMBO BB Economie en ondernemen;0;0;0;0;5;1;3;0;0;0;0;0;9
20ER;08;Zernike College;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Techniek;Media, vormgeving en ICT;6311;VMBO BB Media, vormgeving en ICT;0;0;0;0;4;0;2;2;0;0;0;0;8
20ER;08;Zernike College;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6611;VMBO BB Zorg en welzijn;0;0;0;0;2;15;0;5;0;0;0;0;22
20ER;08;Zernike College;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Economie;Economie en ondernemen;6421;VMBO KB Economie en ondernemen;0;0;0;0;9;2;7;2;0;0;0;0;20
20ER;08;Zernike College;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Techniek;Media, vormgeving en ICT;6321;VMBO KB Media, vormgeving en ICT;0;0;0;0;12;3;13;3;0;0;0;0;31
20ER;08;Zernike College;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6621;VMBO KB Zorg en welzijn;0;0;0;0;4;20;2;19;0;0;0;0;45
20ER;09;Zernike College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0013;VMBO-GL/TL voorbereidende leerjaren;8;17;6;19;0;0;0;0;0;0;0;0;50
20ER;09;Zernike College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0016;VMBO-GL/TL/HAVO/VWO voorbereidende leerjaren;15;16;6;5;0;0;0;0;0;0;0;0;42
20ER;09;Zernike College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0031;VMBO-BB voorbereidende leerjaren;10;6;10;8;0;0;0;0;0;0;0;0;34
20ER;09;Zernike College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0032;VMBO-KB voorbereidende leerjaren;37;29;13;28;0;0;0;0;0;0;0;0;107
20ER;09;Zernike College;GRONINGEN;Groningen;VO2001;VMBO GL lj 3-4;Techniek;Media, vormgeving en ICT;6331;VMBO GL Media, vormgeving en ICT;0;0;0;0;5;8;3;1;0;0;0;0;17
20ER;09;Zernike College;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;19;30;13;17;0;0;0;0;79
20ER;09;Zernike College;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Landbouw;N.v.t.;0473;MAVO/Theor Lw-Profiel Landbouw;0;0;0;0;0;0;0;1;0;0;0;0;1
20ER;09;Zernike College;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;6;3;0;0;0;0;9
20ER;09;Zernike College;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;3;19;0;0;0;0;22
