BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;PROVINCIE VESTIGING;SAMENWERKINGSVERBAND PASSEND ONDERWIJS VO;ONDERWIJSTYPE VO EN LEER- OF VERBLIJFSJAAR;VMBO SECTOR;AFDELING;ELEMENTCODE;OPLEIDINGSNAAM;LEER- OF VERBLIJFSJAAR 1 - MAN;LEER- OF VERBLIJFSJAAR 1 - VROUW;LEER- OF VERBLIJFSJAAR 2 - MAN;LEER- OF VERBLIJFSJAAR 2 - VROUW;LEER- OF VERBLIJFSJAAR 3 - MAN;LEER- OF VERBLIJFSJAAR 3 - VROUW;LEER- OF VERBLIJFSJAAR 4 - MAN;LEER- OF VERBLIJFSJAAR 4 - VROUW;LEER- OF VERBLIJFSJAAR 5 - MAN;LEER- OF VERBLIJFSJAAR 5 - VROUW;LEER- OF VERBLIJFSJAAR 6 - MAN;LEER- OF VERBLIJFSJAAR 6 - VROUW;TOTAAL
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0015;HAVO/VWO voorbereidende leerjaren;0;0;0;0;28;45;0;0;0;0;0;0;73
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;39;34;0;0;0;0;0;0;73
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;Int. Baccelaureaat;N.v.t.;N.v.t.;0800;International Baccalaureate diplom programme;0;0;0;0;0;0;0;0;18;17;11;12;58
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;Int. Baccelaureaat;N.v.t.;N.v.t.;0801;International Baccalaureate diplom programme Dutch Residents;0;0;0;0;0;0;0;0;4;4;4;6;18
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;0;0;16;6;0;0;0;0;22
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;2;0;0;0;0;0;2
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;5;11;0;0;0;0;16
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4045;VMBO-TL naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;2;0;0;0;0;2
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;0;0;0;1;1;1;3
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;2;6;8;0;11;5;32
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;1;2;2;6;2;8;21
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;3;6;7;7;5;6;34
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Gezondheid / Cultuur en Maatschappij;0177;VWO-ATH Prf Nat/Gezond & Cul/Maat;0;0;0;0;0;0;0;6;0;0;0;0;6
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Gezondheid / Economie en Maatschappij;0178;VWO-ATH Prf Nat/Gezond & Ec/Maat;0;0;0;0;0;0;8;6;0;0;0;0;14
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Gezondheid / Economie en Maatschappij;0278;VWO-GYM Prf Nat/Gezond & Ec/Maat;0;0;0;0;0;0;2;1;0;0;0;0;3
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;1;0;0;0;0;0;1
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;8;13;14;8;7;5;55
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0274;VWO-GYM Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;1;2;0;0;3;0;6
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;1;1;2
01UH;00;Maartenscollege;HAREN GN;Groningen;VO2001;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;1;1;2
02CR;00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;94;52;74;63;0;0;0;0;0;0;0;0;283
02CR;00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;0;0;57;43;0;0;0;0;0;0;100
02CR;00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;3;11;2;12;4;9;41
02CR;00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;24;10;17;16;18;19;104
02CR;00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;18;28;16;24;10;24;120
02CR;00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek;0270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;20;6;14;4;20;15;79
02CR;00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0274;VWO-GYM Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;0;0;1;1
02CR;00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VO2001;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;3;1;4
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;5;29;12;17;0;0;63
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;53;30;37;35;0;0;155
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;15;25;12;21;0;0;73
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;13;5;15;3;0;0;36
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;1;0;0;0;0;1
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;1;0;0;0;0;0;1
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;5;4;0;0;9
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;6;14;4;7;2;13;46
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;1;4;3;3;0;3;14
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;25;15;16;21;15;15;107
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;4;3;3;1;0;1;12
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;0;0;1;1
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0279;VWO-GYM Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;0;0;2;2
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;9;12;6;19;11;13;70
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;0;6;0;6;1;6;19
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;16;2;18;1;22;3;62
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek;0270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;6;2;4;2;2;1;17
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;1;0;0;1
02UV;00;Gomarus College;GRONINGEN;Groningen;VO2001;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;0;2;2
02UV;08;Gomarus College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0011;VMBO-GL/TL/HAVO voorbereidende leerjaren;38;24;0;0;0;0;0;0;0;0;0;0;62
02UV;08;Gomarus College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0013;VMBO-GL/TL voorbereidende leerjaren;0;0;16;24;0;0;0;0;0;0;0;0;40
02UV;08;Gomarus College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0015;HAVO/VWO voorbereidende leerjaren;13;19;0;0;0;0;0;0;0;0;0;0;32
02UV;08;Gomarus College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0017;VWO voorbereidende leerjaren;11;20;11;9;0;0;0;0;0;0;0;0;51
02UV;08;Gomarus College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0031;VMBO-BB voorbereidende leerjaren;0;0;15;8;0;0;0;0;0;0;0;0;23
02UV;08;Gomarus College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0032;VMBO-KB voorbereidende leerjaren;0;0;20;10;0;0;0;0;0;0;0;0;30
02UV;08;Gomarus College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0033;VMBO-BB/KB voorbereidende leerjaren;24;19;0;0;0;0;0;0;0;0;0;0;43
02UV;08;Gomarus College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;0;0;29;22;0;0;0;0;0;0;0;0;51
02UV;08;Gomarus College;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0017;VWO voorbereidende leerjaren;0;0;0;0;8;9;0;0;0;0;0;0;17
02UV;08;Gomarus College;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;21;20;0;0;0;0;0;0;41
02UV;10;Gomarus College;GRONINGEN;Groningen;VO2001;Praktijkonderwijs alle vj;N.v.t.;N.v.t.;0090;Praktijkonderwijs;5;10;8;5;13;6;7;9;5;1;5;0;74
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0013;VMBO-GL/TL voorbereidende leerjaren;26;13;27;28;0;0;0;0;0;0;0;0;94
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0015;HAVO/VWO voorbereidende leerjaren;7;12;7;5;0;0;0;0;0;0;0;0;31
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0031;VMBO-BB voorbereidende leerjaren;1;5;2;3;0;0;0;0;0;0;0;0;11
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0032;VMBO-KB voorbereidende leerjaren;9;12;7;14;0;0;0;0;0;0;0;0;42
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;15;10;0;0;0;0;0;0;25
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Economie;Economie en ondernemen;6411;VMBO BB Economie en ondernemen;0;0;0;0;2;0;3;0;0;0;0;0;5
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Techniek;Bouwen, wonen en interieur;6011;VMBO BB Bouwen, wonen en interieur;0;0;0;0;3;0;4;0;0;0;0;0;7
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Techniek;Produceren, installeren en energie;6111;VMBO BB Produceren, installeren en energie;0;0;0;0;4;0;1;0;0;0;0;0;5
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6611;VMBO BB Zorg en welzijn;0;0;0;0;6;6;5;14;0;0;0;0;31
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;VMBO GL lj 3-4;Economie;Economie en ondernemen;6431;VMBO GL Economie en ondernemen;0;0;0;0;15;1;12;11;0;0;0;0;39
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;VMBO GL lj 3-4;Techniek;Bouwen, wonen en interieur;6031;VMBO GL Bouwen, wonen en interieur;0;0;0;0;11;2;4;2;0;0;0;0;19
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;VMBO GL lj 3-4;Techniek;Produceren, installeren en energie;6131;VMBO GL Produceren, installeren en energie;0;0;0;0;10;1;15;0;0;0;0;0;26
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;VMBO GL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6631;VMBO GL Zorg en welzijn;0;0;0;0;7;35;10;23;0;0;0;0;75
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Economie;Economie en ondernemen;6421;VMBO KB Economie en ondernemen;0;0;0;0;7;3;5;3;0;0;0;0;18
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Techniek;Bouwen, wonen en interieur;6021;VMBO KB Bouwen, wonen en interieur;0;0;0;0;5;1;12;0;0;0;0;0;18
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Techniek;Produceren, installeren en energie;6121;VMBO KB Produceren, installeren en energie;0;0;0;0;17;0;19;0;0;0;0;0;36
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6621;VMBO KB Zorg en welzijn;0;0;0;0;13;39;16;33;0;0;0;0;101
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6665;LWOO KB Zorg en welzijn;0;0;0;0;0;1;0;0;0;0;0;0;1
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;0;0;2;1;0;0;0;0;3
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;1;0;0;0;0;0;1
02UV;17;Gomarus College;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;0;1;0;0;0;0;1
02UV;18;Gomarus College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0015;HAVO/VWO voorbereidende leerjaren;20;27;15;10;0;0;0;0;0;0;0;0;72
02UV;18;Gomarus College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0017;VWO voorbereidende leerjaren;27;23;29;32;0;0;0;0;0;0;0;0;111
02UV;18;Gomarus College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;14;18;9;19;0;0;0;0;0;0;0;0;60
02UV;18;Gomarus College;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;1;1;0;0;0;0;0;0;0;0;2
02UV;18;Gomarus College;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0017;VWO voorbereidende leerjaren;0;0;0;0;19;23;0;0;0;0;0;0;42
02UV;18;Gomarus College;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;16;17;0;0;0;0;0;0;33
02UV;18;Gomarus College;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;0;0;1;6;0;0;0;0;0;0;7
02UV;18;Gomarus College;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;30;25;0;0;0;0;0;0;55
05OP;00;Praktijkschool De Bolster;GRONINGEN;Groningen;VO2001;Praktijkonderwijs alle vj;N.v.t.;N.v.t.;0090;Praktijkonderwijs;36;26;46;18;40;25;39;12;21;9;1;4;277
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0011;VMBO-GL/TL/HAVO voorbereidende leerjaren;60;45;0;0;0;0;0;0;0;0;0;0;105
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0015;HAVO/VWO voorbereidende leerjaren;34;22;0;0;0;0;0;0;0;0;0;0;56
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0017;VWO voorbereidende leerjaren;18;7;0;0;0;0;0;0;0;0;0;0;25
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;27;23;0;0;0;0;0;0;0;0;50
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;0;0;65;71;0;0;0;0;0;0;0;0;136
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;0;0;49;33;0;0;0;0;0;0;0;0;82
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;1;12;3;5;0;0;21
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;31;23;35;22;0;0;111
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;30;24;11;22;0;0;87
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;3;3;1;1;0;0;8
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;4;1;3;2;0;0;10
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;3;2;0;0;0;0;5
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;2;0;0;2
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;28;25;0;0;0;0;0;0;53
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;57;66;0;0;0;0;0;0;123
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;0;0;29;6;0;0;0;0;35
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Landbouw;N.v.t.;0473;MAVO/Theor Lw-Profiel Landbouw;0;0;0;0;0;0;1;0;0;0;0;0;1
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;N.v.t.;N.v.t.;0474;MAVO/Theor Lw-Profielloos leerjaar 3;0;0;0;0;36;50;0;0;0;0;0;0;86
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;11;0;0;0;0;0;11
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;4;22;0;0;0;0;26
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;5;7;0;0;0;0;0;0;12
