NaamPlaatsingsadres,ClusterCode,ClusterOmschrijving,ContainerCode,Fractie,latitude,longitude
loc3507,3507,Siersteenlaan,P368,papier - loc3507,53.22557,6.52804
loc3571,3571,De Merodelaan/Vestdijk-/Bordewijklaan,P250,papier - loc3571,53.1907,6.5704
loc3571,3571,De Merodelaan/Vestdijk-/Bordewijklaan,P362,papier - loc3571,53.1907,6.57048
loc3519,3519,Pleiadenlaan,P118,papier - loc3519,53.22941,6.54493
loc3519,3519,Pleiadenlaan,P120,papier - loc3519,53.22941,6.54501
loc3677,3677,Praediuniussingel,P470,papier - loc3677,53.21364,6.56046
Loc3694,3694,Zuiderdiep nr 73-LC3694,P450,papier - Loc3694,53.21454,6.56597
Loc3721,3721,Planetenlaan,P705,papier - Loc3721,53.235,6.53816
Loc3724,3724,Venuslaan,P324,papier - Loc3724,53.23138,6.53978
loc3544,3544,Nieuwe Kijk in 't Jatstraat,P28,papier - loc3544,53.22379,6.55837
loc3544,3544,Nieuwe Kijk in 't Jatstraat,P619,papier - loc3544,53.22383,6.5583
Loc3720,3720,Boerhaavenlaan,P503,papier - Loc3720,53.19692,6.55208
Loc3720,3720,Boerhaavenlaan,P603,papier - Loc3720,53.19696,6.55201
loc3525,3525,Prunusstraat,P102,papier - loc3525,53.23534,6.5497
Loc3522,3522,Paterswoldseweg,P186,papier - Loc3522,53.1831,6.54478
Loc3522,3522,Paterswoldseweg,P188,papier - Loc3522,53.18314,6.54463
Loc3522,3522,Paterswoldseweg,P614,papier - Loc3522,53.18314,6.54471
Loc3555,3555,Korreweg/Eyssoniusplein,P30,papier - Loc3555,53.2283,6.56473
Loc3555,3555,Korreweg/Eyssoniusplein,P32,papier - Loc3555,53.22834,6.56466
Loc3555,3555,Korreweg/Eyssoniusplein,P459,papier - Loc3555,53.22834,6.56474
Loc3584,3584,Winkelcentrum Helperplein,P238,papier - Loc3584,53.19793,6.57874
Loc3584,3584,Winkelcentrum Helperplein,P356,papier - Loc3584,53.19793,6.57881
Loc3584,3584,Winkelcentrum Helperplein,P240,papier - Loc3584,53.19798,6.57866
Loc3584,3584,Winkelcentrum Helperplein,P242,papier - Loc3584,53.19798,6.57874
GVP0006,GVP0006,P J Noel bakerstraat 54-104,G162901,papier - GVP0006,53.18676,6.55447
GVP0006,GVP0006,P J Noel bakerstraat 54-104,G162902,papier - GVP0006,53.18676,6.55454
GVP0013,GVP0013,L.M. van Noppenstraat 55 t/m 71,G162379,papier - GVP0013,53.18995,6.5539
GVP0013,GVP0013,L.M. van Noppenstraat 55 t/m 71,G162403,papier - GVP0013,53.18995,6.55397
Loc3739,3739,Sint Walburgstraat,P632,papier - Loc3739,53.22059,6.56805
Loc3739,3739,Sint Walburgstraat,P633,papier - Loc3739,53.22063,6.56798
GVP0004,GVP0004,A Jacobstraat 135-167,G162897,papier - GVP0004,53.18385,6.54636
GVP0004,GVP0004,A Jacobstraat 135-167,G162898,papier - GVP0004,53.18385,6.54643
Loc3577,3577,Hora Siccamasingel/P C Hooftlaan,P248,papier - Loc3577,53.19595,6.57522
Loc3577,3577,Hora Siccamasingel/P C Hooftlaan,P378,papier - Loc3577,53.19599,6.57515
loc3671,3671,Damsterdiep (studentencontainer),P437,papier - loc3671,53.22125,6.58683
Loc3723,3723,Verl. Visserstraat,P424,papier - Loc3723,53.21839,6.55682
Loc3723,3723,Verl. Visserstraat,P629,papier - Loc3723,53.21839,6.55689
Loc3737,3737,James Wattstraat,P630,papier - Loc3737,53.20914,6.56018
loc3590,3590,Emmastraat,P232,papier - loc3590,53.19806,6.58216
loc3590,3590,Emmastraat,P460,papier - loc3590,53.1981,6.58209
loc3574,3574,Rademarkt,P12,papier - loc3574,53.21533,6.57189
loc3574,3574,Rademarkt,P364,papier - loc3574,53.21537,6.57182
loc3616,3616,Bakboordswal,P414,papier - loc3616,53.23636,6.63075
loc3616,3616,Bakboordswal,P416,papier - loc3616,53.2364,6.63068
Loc3578,3578,Zaagmuldersweg,P44,papier - Loc3578,53.22836,6.57676
Loc3578,3578,Zaagmuldersweg,P433,papier - Loc3578,53.22836,6.57684
Loc3578,3578,Zaagmuldersweg,P431,papier - Loc3578,53.22836,6.57691
Loc3578,3578,Zaagmuldersweg,P46,papier - Loc3578,53.22841,6.57676
loc3521,3521,Dierenriemstraat,P122,papier - loc3521,53.23032,6.54591
loc3521,3521,Dierenriemstraat,P124,papier - loc3521,53.23036,6.54576
loc3521,3521,Dierenriemstraat,P640,papier - loc3521,53.23036,6.54584
Loc3550,3550,Schaaksport,P360,papier - Loc3550,53.1917,6.55985
Loc3550,3550,Schaaksport,P196,papier - Loc3550,53.19174,6.55978
Loc3685,3685,Suikerlaan 5,P500,papier - Loc3685,53.21177,6.5407
loc3563,3563,Paterswoldseweg t.o. century,P270,papier - loc3563,53.20282,6.55924
loc3730,3730,Verlengde Visserstraat,p607,papier - loc3730,53.21847,6.55669
loc3730,3730,Verlengde Visserstraat,P608,papier - loc3730,53.21847,6.55676
Loc3558,3558,Curacaostraat/Oosterhamriklaan,P406,papier - Loc3558,53.23662,6.56707
Loc3558,3558,Curacaostraat/Oosterhamriklaan,P36,papier - Loc3558,53.23662,6.56715
Loc3558,3558,Curacaostraat/Oosterhamriklaan,P38,papier - Loc3558,53.23666,6.567
Loc3610,3610,Rijksweg,P60,papier - Loc3610,53.23073,6.61863
Loc3610,3610,Rijksweg,P99,papier - Loc3610,53.23077,6.61848
Loc3610,3610,Rijksweg,P62,papier - Loc3610,53.23077,6.61856
Loc2990,2990,Anjerplein 7 tm 29,40000008,papier - Loc2990,53.17203,6.62396
Loc2990,2990,Anjerplein 7 tm 29,40000029,papier - Loc2990,53.17207,6.62389
Loc2990,2990,Anjerplein 7 tm 29,40000034,papier - Loc2990,53.17207,6.62397
Loc3649,3649,Reitdiephaven Midden t.o. supermarkt,P276,papier - Loc3649,53.23554,6.5228
Loc3649,3649,Reitdiephaven Midden t.o. supermarkt,P278,papier - Loc3649,53.23554,6.52288
Loc3649,3649,Reitdiephaven Midden t.o. supermarkt,P645,papier - Loc3649,53.23554,6.52295
loc3504,3504,De Held,P144,papier - loc3504,53.22782,6.51457
loc3504,3504,De Held,P146,papier - loc3504,53.22786,6.51442
Loc3640,3640,Herman Colleniusstraat Zuid,P166,papier - Loc3640,53.2154,6.5516
Loc3640,3640,Herman Colleniusstraat Zuid,P168,papier - Loc3640,53.2154,6.55167
loc3734,3734,Dierenriemstraat,P610,papier - loc3734,53.2295,6.54643
loc3568,3568,Van Lenneplaan,P244,papier - loc3568,53.19556,6.56833
loc3568,3568,Van Lenneplaan,P358,papier - loc3568,53.19556,6.56841
loc3568,3568,Van Lenneplaan,P330,papier - loc3568,53.19556,6.56848
loc3568,3568,Van Lenneplaan,P246,papier - loc3568,53.19561,6.56833
Loc3651,3651,Vondellaan,P302,papier - Loc3651,53.19688,6.56993
loc3581,3581,Oosterkade,P10,papier - loc3581,53.21684,6.57762
loc3581,3581,Oosterkade,P621,papier - loc3581,53.21684,6.5777
loc3605,3605,Driebondsweg,P152,papier - loc3605,53.22129,6.601
Loc3596,3596,Stoepemaheerd/bussluis,P88,papier - Loc3596,53.2464,6.58945
Loc3596,3596,Stoepemaheerd/bussluis,P412,papier - Loc3596,53.24644,6.5893
Loc3596,3596,Stoepemaheerd/bussluis,P294,papier - Loc3596,53.24644,6.58938
Loc3596,3596,Stoepemaheerd/bussluis,P90,papier - Loc3596,53.24644,6.58945
Loc3536,3536,Kraneweg,P612,papier - Loc3536,53.2182,6.55514
Loc3536,3536,Kraneweg,P613,papier - Loc3536,53.2182,6.55522
loc3548,3548,Overwinningsplein,P200,papier - loc3548,53.1982,6.56081
loc3548,3548,Overwinningsplein,P202,papier - loc3548,53.19824,6.56066
loc3548,3548,Overwinningsplein,P636,papier - loc3548,53.19824,6.56074
Loc3641,3641,K. de Vriezestraat,P106,papier - Loc3641,53.22843,6.55387
Loc3641,3641,K. de Vriezestraat,P425,papier - Loc3641,53.22847,6.5538
Loc3641,3641,K. de Vriezestraat,P256,papier - Loc3641,53.22847,6.55388
Loc3518,3518,Spirealaan/Duindoornstraat,P104,papier - Loc3518,53.2361,6.54522
Loc3696,3696,Zuiderdiep 121,P478,papier - Loc3696,53.21461,6.56284
Loc3696,3696,Zuiderdiep 121,P479,papier - Loc3696,53.21461,6.56291
Loc3663,3663,Aquamarijnstraat Bergeendflat  291-433,P404,papier - Loc3663,53.2326,6.52539
Loc3689,3689,Paterswoldseweg,P625,papier - Loc3689,53.211,6.5565
Loc3689,3689,Paterswoldseweg,P626,papier - Loc3689,53.211,6.55657
Loc3689,3689,Paterswoldseweg,P627,papier - Loc3689,53.21104,6.5565
GVP0002,GVP0002,Woldjerspoorweg 10-26,G160380,papier - GVP0002,53.20729,6.6503
GVP0002,GVP0002,Woldjerspoorweg 10-26,G162117,papier - GVP0002,53.20729,6.65037
GVP0002,GVP0002,Woldjerspoorweg 10-26,G162111,papier - GVP0002,53.20733,6.6503
GVP0002,GVP0002,Woldjerspoorweg 10-26,G160219,papier - GVP0002,53.20733,6.65038
loc3662,3662,Aquamarijnstraat Scholeksterflat 147-289,P402,papier - loc3662,53.23295,6.52654
loc2995,2995,Anjerplein 71 t/m 89,40000415,papier - loc2995,53.17129,6.624
loc2995,2995,Anjerplein 71 t/m 89,40000418,papier - loc2995,53.17133,6.62393
loc2995,2995,Anjerplein 71 t/m 89,40000839,papier - loc2995,53.17133,6.62401
Loc3729,3729,Esdoornlaan,P606,papier - Loc3729,53.23698,6.5502
GVP0020,GVP0020,Wassenberghstraat 26 t/m 26e,40000027,papier - GVP0020,53.21815,6.55108
Loc3693,3693,Barkmolenstraat,P446,papier - Loc3693,53.21487,6.58104
Loc3693,3693,Barkmolenstraat,P448,papier - Loc3693,53.21491,6.58097
Loc3529,3529,Verzetstrijderslaan,P182,papier - Loc3529,53.2079,6.55185
Loc3529,3529,Verzetstrijderslaan,P184,papier - Loc3529,53.20794,6.5517
Loc3529,3529,Verzetstrijderslaan,P641,papier - Loc3529,53.20794,6.55178
loc3566,3566,Floresplein,P40,papier - loc3566,53.23227,6.56965
loc3566,3566,Floresplein,P42,papier - loc3566,53.23231,6.56958
loc3566,3566,Floresplein,P426,papier - loc3566,53.23231,6.56966
Loc3725,3725,Plutolaan 415 tm 497,P326,papier - Loc3725,53.23334,6.53824
Loc3738,3738,Damsport,P631,papier - Loc3738,53.19176,6.55768
loc3546,3546,Asingastraat,P94,papier - loc3546,53.23297,6.55959
loc3546,3546,Asingastraat,P96,papier - loc3546,53.23301,6.55944
loc3546,3546,Asingastraat,P305,papier - loc3546,53.23301,6.55952
loc3593,3593,Winschoterdiep OZ,P228,papier - loc3593,53.21072,6.58323
loc3593,3593,Winschoterdiep OZ,P509,papier - loc3593,53.21076,6.58316
Loc3517,3517,Grote Beerstraat,P114,papier - Loc3517,53.22546,6.54501
Loc3517,3517,Grote Beerstraat,P116,papier - Loc3517,53.2255,6.54494
Loc3714,3714,G. Meirstraat,P492,papier - Loc3714,53.18829,6.55774
Loc3726,3726,Semmelweisstraat,P496,papier - Loc3726,53.19496,6.55318
Loc3692,3692,Friesestraatweg/Woldring,P504,papier - Loc3692,53.22109,6.53996
Loc3692,3692,Friesestraatweg/Woldring,P505,papier - Loc3692,53.22113,6.53989
Loc3692,3692,Friesestraatweg/Woldring,P344,papier - Loc3692,53.22113,6.53997
Loc3613,3613,Kajuit,P68,papier - Loc3613,53.2385,6.62438
Loc3613,3613,Kajuit,P64,papier - Loc3613,53.23854,6.62423
Loc3613,3613,Kajuit,P622,papier - Loc3613,53.23854,6.62431
Loc3613,3613,Kajuit,P623,papier - Loc3613,53.23854,6.62438
Loc3565,3565,Barestraat,P216,papier - Loc3565,53.20844,6.56878
Loc3565,3565,Barestraat,P310,papier - Loc3565,53.20848,6.56863
Loc3565,3565,Barestraat,P348,papier - Loc3565,53.20848,6.56871
Loc3565,3565,Barestraat,P218,papier - Loc3565,53.20848,6.56878
Loc3735,3735,Anjerplein,P611,papier - Loc3735,53.17142,6.62421
Loc3743,3743,Beukenlaan 36-154,p519,papier - Loc3743,53.23547,6.55415
Loc3684,3684,Antaresstraat (Bernelfplein),P376,papier - Loc3684,53.23075,6.54084
Loc3594,3594,Klaprooslaan,P52,papier - Loc3594,53.2273,6.5848
Loc3594,3594,Klaprooslaan,P346,papier - Loc3594,53.2273,6.58487
Loc3532,3532,Aweg,P170,papier - Loc3532,53.21505,6.55326
Loc3532,3532,Aweg,P172,papier - Loc3532,53.21509,6.55311
Loc3532,3532,Aweg,P174,papier - Loc3532,53.21509,6.55319
Loc3532,3532,Aweg,P176,papier - Loc3532,53.21509,6.55326
loc3639,3639,Paterswoldseweg Zuid,P208,papier - loc3639,53.20906,6.55724
Loc3681,3681,Oostersingel t.h.v. 4,P370,papier - Loc3681,53.21876,6.57676
loc3608,3608,Lichtboei,P66,papier - loc3608,53.23448,6.61297
Loc3731,3731,Hoornsediep,P499,papier - Loc3731,53.20867,6.5605
Loc3549,3549,Westinghousestraat,P210,papier - Loc3549,53.207,6.55927
Loc3603,3603,Madeliefstraat,P54,papier - Loc3603,53.22691,6.59957
Loc3603,3603,Madeliefstraat,P56,papier - Loc3603,53.22695,6.59942
Loc3603,3603,Madeliefstraat,P624,papier - Loc3603,53.22695,6.5995
loc3564,3564,Gedempte Zuiderdiep/Herestraat,P380,papier - loc3564,53.215,6.56843
LOC6005,6005,Kroonkampweg Jumbo 10 t/m 12,P472,papier - LOC6005,53.17196,6.60298
LOC6005,6005,Kroonkampweg Jumbo 10 t/m 12,P473,papier - LOC6005,53.17196,6.60306
loc3668,3668,Bankastraat,P429,papier - loc3668,53.23107,6.56284
Loc3682,3682,Asterstraat,P372,papier - Loc3682,53.22828,6.58768
Loc3682,3682,Asterstraat,P374,papier - Loc3682,53.22828,6.58775
loc3520,3520,Rembrandt van Rijnstraat,P162,papier - loc3520,53.21594,6.5454
loc3520,3520,Rembrandt van Rijnstraat,P164,papier - loc3520,53.21598,6.54533
loc3520,3520,Rembrandt van Rijnstraat,P615,papier - loc3520,53.21598,6.54541
loc3556,3556,Boterdiep t.o. nr 20,P464,papier - loc3556,53.22313,6.56582
loc3556,3556,Boterdiep t.o. nr 20,P466,papier - loc3556,53.22317,6.56575
loc3556,3556,Boterdiep t.o. nr 20,P260,papier - loc3556,53.22317,6.56583
Loc3717,3717,Patersoldseweg / Stephensonsstraat,P486,papier - Loc3717,53.2091,6.55733
Loc3657,3657,Het Hout,P481,papier - Loc3657,53.21672,6.58157
Loc3657,3657,Het Hout,P493,papier - Loc3657,53.21676,6.5815
loc3588,3588,Helper Oostsingel,P328,papier - loc3588,53.2014,6.58219
loc3509,3509,Hunsingolaan,P154,papier - loc3509,53.1988,6.5288
loc3509,3509,Hunsingolaan,P156,papier - loc3509,53.1988,6.52887
Loc3540,3540,Paterswoldseweg,P204,papier - Loc3540,53.21088,6.55693
Loc3540,3540,Paterswoldseweg,P206,papier - Loc3540,53.21092,6.55678
Loc3540,3540,Paterswoldseweg,P635,papier - Loc3540,53.21092,6.55686
loc3505,3505,Saffierstraat,P142,papier - loc3505,53.2297,6.52167
loc3505,3505,Saffierstraat,P300,papier - loc3505,53.22974,6.5216
loc3514,3514,Meteoorstraat hoek Zonnelaan,P421,papier - loc3514,53.23434,6.53929
loc5503,5503,Gaykingastraat,P304,papier - loc5503,53.27442,6.69839
Loc3660,3660,"Damsterdiep, hoek Balkgat",P485,papier - Loc3660,53.21995,6.58238
Loc3744,3744,Rijksstraatweg,P646,papier - Loc3744,53.14323,6.62614
Loc3744,3744,Rijksstraatweg,P647,papier - Loc3744,53.14327,6.62607
GVP0007,GVP0007,P J Noel bakerstraat 106-156,G162903,papier - GVP0007,53.18636,6.55426
GVP0007,GVP0007,P J Noel bakerstraat 106-156,G162904,papier - GVP0007,53.18636,6.55433
Loc3538,3538,B S F von Suttnerstraat,P190,papier - Loc3538,53.1877,6.5545
Loc3538,3538,B S F von Suttnerstraat,P192,papier - Loc3538,53.1877,6.55457
Loc3538,3538,B S F von Suttnerstraat,P618,papier - Loc3538,53.18774,6.5545
GVP0010,GVP0010,Granpré Molièreweg 52 1 - 52 10,G161975,papier - GVP0010,53.24472,6.57783
GVP0010,GVP0010,Granpré Molièreweg 52 1 - 52 10,G161977,papier - GVP0010,53.24472,6.5779
GVP0010,GVP0010,Granpré Molièreweg 52 1 - 52 10,G161978,papier - GVP0010,53.24476,6.57783
Loc3742,3742,J.M. den Uylstraat,P515,papier - Loc3742,53.18952,6.56032
Loc3691,3691,Bordewijklaan 47-75,P475,papier - Loc3691,53.19057,6.57648
loc5506,5506,Boltweg Gemeentewerf,P262,papier - loc5506,53.2735,6.70065
loc3502,3502,C. Jetsesstraat,P103,papier - loc3502,53.20562,6.50273
loc3502,3502,C. Jetsesstraat,P105,papier - loc3502,53.20566,6.50266
Loc3686,3686,Donderslaan thv 155,P502,papier - Loc3686,53.19975,6.55329
GVP0014,GVP0014,Breedeborg 1 t/m 14,G172055,papier - GVP0014,53.19466,6.59546
GVP0014,GVP0014,Breedeborg 1 t/m 14,G172054,papier - GVP0014,53.19466,6.59553
GVP0014,GVP0014,Breedeborg 1 t/m 14,G175283,papier - GVP0014,53.1947,6.59546
GVP0014,GVP0014,Breedeborg 1 t/m 14,G175278,papier - GVP0014,53.1947,6.59554
loc3530,3530,Bedumerweg,P322,papier - loc3530,53.23415,6.56427
loc3626,3626,Hanzeplein,P458,papier - loc3626,53.22048,6.57776
loc3626,3626,Hanzeplein,P468,papier - loc3626,53.22052,6.57769
loc3560,3560,Rivierenhof,P214,papier - loc3560,53.20598,6.56641
loc3560,3560,Rivierenhof,P441,papier - loc3560,53.20598,6.56648
Loc3591,3591,Linnaeusplein,P58,papier - Loc3591,53.22266,6.58328
Loc3591,3591,Linnaeusplein,P643,papier - Loc3591,53.2227,6.58313
Loc3591,3591,Linnaeusplein,P644,papier - Loc3591,53.2227,6.58321
loc6002,6002,Raadhuisplein (Haderaplein),P516,papier - loc6002,53.17422,6.60495
loc6002,6002,Raadhuisplein (Haderaplein),P517,papier - loc6002,53.17426,6.6048
loc3561,3561,Achterweg,P212,papier - loc3561,53.20882,6.56761
loc3561,3561,Achterweg,P498,papier - loc3561,53.20886,6.56754
loc3523,3523,Wilhelminakade,P158,papier - loc3523,53.21942,6.54699
loc3523,3523,Wilhelminakade,P160,papier - loc3523,53.21946,6.54684
loc3523,3523,Wilhelminakade,P280,papier - loc3523,53.21946,6.54692
loc3597,3597,De Savorin Lohmanlaan,P234,papier - loc3597,53.19709,6.5906
loc3597,3597,De Savorin Lohmanlaan,P236,papier - loc3597,53.19713,6.59045
loc3597,3597,De Savorin Lohmanlaan,P284,papier - loc3597,53.19713,6.59053
loc3597,3597,De Savorin Lohmanlaan,P487,papier - loc3597,53.19713,6.5906
loc3587,3587,Zaagmuldersweg,P48,papier - loc3587,53.2241,6.582
loc3587,3587,Zaagmuldersweg,P513,papier - loc3587,53.2241,6.58207
loc3580,3580,Cuypersweg,P84,papier - loc3580,53.24582,6.57888
loc3580,3580,Cuypersweg,P408,papier - loc3580,53.24582,6.57896
loc3580,3580,Cuypersweg,P410,papier - loc3580,53.24586,6.57881
loc3580,3580,Cuypersweg,P86,papier - loc3580,53.24586,6.57889
Loc3554,3554,Gedempte Zuiderdiep 105,P476,papier - Loc3554,53.21465,6.56403
Loc3554,3554,Gedempte Zuiderdiep 105,P477,papier - Loc3554,53.21465,6.56411
loc3512,3512,Metaallaan,P132,papier - loc3512,53.22235,6.53546
Loc5502,5502,Koopmansplein,P258,papier - Loc5502,53.27696,6.69677
Loc5502,5502,Koopmansplein,P648,papier - Loc5502,53.277,6.69662
loc3572,3572,Turfsingel,P18,papier - loc3572,53.22122,6.57241
loc3572,3572,Turfsingel,P19,papier - loc3572,53.22126,6.57234
Loc3592,3592,Zaagmuldersweg,P50,papier - Loc3592,53.22114,6.5833
Loc3592,3592,Zaagmuldersweg,P352,papier - Loc3592,53.22114,6.58338
loc2994,2994,Anjerplein 52 t/m 70,40000266,papier - loc2994,53.17149,6.62523
loc2994,2994,Anjerplein 52 t/m 70,40000353,papier - loc2994,53.17153,6.62516
loc2994,2994,Anjerplein 52 t/m 70,40000389,papier - loc2994,53.17153,6.62524
