postcode;clustercode_lb9898;clustercode_lb9802;clustercode_lb9806;clustercode_lb9808;clustercode_lb9812;clustercode_lb0202;clustercode_lb0206;clustercode_lb0208;clustercode_lb0212;clustercode_lb0606;clustercode_lb0608;clustercode_lb0612;clustercode_lb0808;clustercode_lb0812;clustercode_lb1010;clustercode_lb1012;clustercode_lb1212
1011BJ;36398980471;36398020099;36398060292;36398080372;36398120790;36302020348;36302060096;36302080304;36302120550;36306060494;36306080024;36306120181;36308080350;36308120175;36310100612;36310120105;36312120591
1011BK;36398980471;36398020099;36398060292;36398080372;36398120275;36302020348;36302060096; ;36302120245;36306060494;36306080024;36306120181;36308080350;36308120175;36310100612;36310120105;36312120591
1011BL;36398980471;36398020099;36398060292;36398080234;36398120559;36302020348;36302060211;36302080304;36302120550;36306060494;36306080024;36306120181;36308080350;36308120175;36310100612;36310120105;36312120591
1011BM;36398980471;36398020099;36398060156;36398080372;36398120275;36302020348;36302060211;36302080139; ;36306060494;36306080024;36306120181;36308080350;36308120175;36310100508;36310120105;36312120591
1011BN;36398980471;36398020099;36398060156; ;36398120275;36302020348;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120480
1011BP;36398980471;36398020214;36398060292;36398080372;36398120559; ;36302060096; ;36302120245;36306060494;36306080024;36306120181;36308080350;36308120175;36310100612;36310120105;36312120591
1011BR;36398980471;36398020099;36398060156; ;36398120275;36302020348;36302060096; ;36302120245;36306060494;36306080024;36306120181;36308080350;36308120175;36310100612;36310120105;36312120591
1011BS;36398980472;36398020099;36398060174;36398080372;36398120559;36302020336;36302060096;36302080304;36302120550;36306060446;36306080239;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011BT;36398980472;36398020099;36398060174;36398080372;36398120559;36302020336;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011BV;36398980363;36398020099;36398060437;36398080234;36398120790;36302020210;36302060211;36302080304;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011BW;36398980363;36398020099;36398060292;36398080234;36398120790;36302020210;36302060211;36302080141;36302120550;36306060446;36306080239;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011BX;36398980363;36398020099;36398060292;36398080372;36398120790;36302020210;36302060096;36302080304;36302120745;36306060446;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1011BZ;36398980363;36398020099;36398060292;36398080372;36398120559;36302020348;36302060211; ;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011CA;36398980363;36398020214;36398060437;36398080234;36398120790;36302020348;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120591
1011CB;36398980471;36398020099;36398060292;36398080372;36398120790;36302020348;36302060096; ;36302120550;36306060446;36306080024;36306120181;36308080350;36308120175;36310100612;36310120105;36312120591
1011CC;36398980471;36398020214;36398060292;36398080372;36398120790;36302020348;36302060096; ;36302120550;36306060446;36306080024;36306120181;36308080350;36308120175;36310100612;36310120105;36312120591
1011CD;36398980471;36398020099;36398060292;36398080372;36398120790;36302020348;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080350;36308120175;36310100612;36310120105;36312120591
1011CE;36398980363;36398020214;36398060437;36398080234;36398120790;36302020348;36302060211;36302080139; ;36306060446;36306080203;36306120181;36308080350;36308120175;36310100612;36310120105;36312120591
1011CG; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011CH;36398980363;36398020099;36398060174;36398080372;36398120790;36302020210;36302060096; ;36302120550;36306060302;36306080239;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1011CJ;36398980183; ;36398060437;36398080234;36398120790;36302020210;36302060096;36302080304; ;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011CK;36398980363;36398020099;36398060292;36398080372;36398120790;36302020210;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011CL;36398980363;36398020099;36398060174;36398080372;36398120790;36302020210;36302060096; ;36302120550;36306060302;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1011CM;36398980363;36398020214;36398060292;36398080234;36398120790;36302020210;36302060096;36302080304;36302120550;36306060302;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1011CN;36398980363;36398020099;36398060174;36398080372;36398120559;36302020210;36302060096; ;36302120550;36306060302;36306080204; ;36308080310;36308120175;36310100508;36310120105;36312120509
1011CP; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011CR;36398980363;36398020099;36398060174; ;36398120790;36302020210;36302060096;36302080304;36302120745;36306060302;36306080024;36306120461; ; ;36310100508;36310120105;36312120509
1011CS;36398980363;36398020099;36398060292;36398080372;36398120790;36302020210;36302060096; ;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011CT;36398980363;36398020214;36398060437;36398080372;36398120790;36302020210;36302060096; ;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011CV;36398980363;36398020099;36398060174;36398080372;36398120559;36302020348;36302060096; ;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011CW;36398980363;36398020099;36398060292; ;36398120790;36302020210;36302060211;36302080304;36302120738;36306060446;36306080024;36306120181;36308080310; ;36310100508;36310120105;36312120509
1011CX;36398980363;36398020214;36398060437;36398080234;36398120790;36302020210;36302060211;36302080139;36302120550;36306060446;36306080024;36306120181;36308080350;36308120175;36310100508;36310120105;36312120509
1011CZ;36398980363;36398020214;36398060292;36398080234;36398120790;36302020348;36302060096; ;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100612;36310120105;36312120591
1011DB;36398980183;36398020214;36398060437;36398080234;36398120790;36302020210;36302060211;36302080141;36302120745;36306060302;36306080024;36306120461;36308080310;36308120175;36310100362;36310120342;36312120509
1011DC;36398980363;36398020099; ;36398080234; ;36302020210;36302060096;36302080154; ;36306060302; ; ;36308080310; ;36310100508; ; 
1011DD; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011DG; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011DH; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011DJ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011DK; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011DL; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011DZ; ; ; ; ; ; ;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011EA;36398980363;36398020214;36398060292;36398080234;36398120790;36302020210;36302060096; ;36302120550;36306060302;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1011EB;36398980363;36398020099;36398060174;36398080372;36398120790;36302020210;36302060096;36302080304;36302120550;36306060302;36306080024;36306120461;36308080310;36308120175;36310100362;36310120342;36312120509
1011EC;36398980363;36398020099;36398060292;36398080234;36398120790;36302020210;36302060096;36302080304;36302120550;36306060446;36306080204;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011ED;36398980363;36398020214;36398060437;36398080234;36398120790;36302020348;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080350;36308120175;36310100612;36310120105;36312120591
1011EE;36398980363;36398020099;36398060292;36398080372;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011EG;36398980363;36398020214;36398060437;36398080372;36398120790;36302020210;36302060096; ;36302120738;36306060446;36306080024;36306120181;36308080189;36308120573;36310100508;36310120342;36312120509
1011EH;36398980363;36398020099;36398060174;36398080234;36398120559;36302020210;36302060096;36302080154;36302120550;36306060446;36306080239;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011EJ;36398980363;36398020099;36398060174;36398080234;36398120559;36302020210;36302060096;36302080304;36302120550;36306060302;36306080239;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011EK;36398980363;36398020099;36398060292;36398080234;36398120559;36302020336;36302060096;36302080304;36302120249;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011EL;36398980363;36398020099;36398060292;36398080372;36398120790;36302020210;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011EM;36398980363;36398020099;36398060174;36398080372;36398120559;36302020210;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011EN;36398980363;36398020099;36398060292;36398080372;36398120790;36302020210;36302060211;36302080304;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011EP; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011ER;36398980363;36398020099;36398060174; ;36398120559;36302020210;36302060096; ;36302120550;36306060302;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1011ES;36398980363;36398020099;36398060292;36398080372;36398120790;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011ET;36398980363;36398020099;36398060174;36398080372;36398120559;36302020210;36302060096;36302080304;36302120550;36306060302;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011EV;36398980183;36398020214;36398060174;36398080234;36398120790;36302020210;36302060096;36302080304;36302120550;36306060302;36306080239; ;36308080310;36308120175;36310100508;36310120105;36312120509
1011EW;36398980363;36398020099;36398060174;36398080372;36398120559;36302020210;36302060096;36302080304;36302120550;36306060302;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1011EX;36398980363;36398020099;36398060292;36398080234;36398120790;36302020210;36302060096;36302080304;36302120550;36306060302;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1011EZ;36398980363;36398020099;36398060437;36398080234;36398120790;36302020210; ;36302080139;36302120738;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011GA;36398980363;36398020214;36398060292;36398080234;36398120790;36302020210;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011GB;36398980363;36398020214;36398060437;36398080234;36398120790;36302020348;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011GC;36398980363;36398020214;36398060292;36398080234;36398120790;36302020348;36302060096; ;36302120304;36306060446;36306080204;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1011GD;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060096;36302080304;36302120550;36306060302;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011GG;36398980363;36398020214;36398060292;36398080234;36398120790;36302020210;36302060096;36302080304;36302120304;36306060302;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011GH;36398980174;36398020099;36398060292;36398080372;36398120790; ;36302060211;36302080304;36302120738;36306060302;36306080024;36306120692; ; ;36310100508;36310120329;36312120509
1011GJ;36398980174;36398020214;36398060437;36398080234;36398120790;36302020210;36302060211;36302080139;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011GK;36398980363;36398020099; ;36398080234;36398120790;36302020210; ;36302080304;36302120550; ; ;36306120692;36308080310;36308120175; ;36310120329;36312120509
1011GL;36398980363;36398020099;36398060292;36398080234;36398120790;36302020210;36302060096;36302080304;36302120550;36306060302;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011GM;36398980363;36398020099;36398060436;36398080234;36398120790;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011GN;36398980183;36398020214;36398060174;36398080234;36398120790;36302020210;36302060096; ;36302120550;36306060302;36306080239;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1011GP;36398980363;36398020099; ; ;36398120790;36302020210; ; ;36302120738; ; ; ;36308080189;36308120573;36310100362;36310120342;36312120509
1011GR;36398980363;36398020099;36398060292;36398080234;36398120790;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011GS;36398980363;36398020099;36398060292;36398080234;36398120559;36302020210;36302060096;36302080304;36302120550;36306060302;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011GT;36398980363;36398020099;36398060292;36398080234;36398120559;36302020210;36302060211;36302080304; ;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011GV;36398980363;36398020099;36398060292;36398080234;36398120790;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011GW;36398980174;36398020214;36398060292;36398080234;36398120790;36302020210;36302060096;36302080304;36302120550;36306060302;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1011GX;36398980363;36398020099;36398060292;36398080234;36398120559;36302020210;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011GZ;36398980363;36398020099;36398060292;36398080234;36398120790;36302020210;36302060096;36302080304; ;36306060302;36306080024;36306120425;36308080310;36308120175;36310100508;36310120105;36312120509
1011HA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011HB;36398980363;36398020099;36398060292;36398080234;36398120559;36302020210;36302060096;36302080304;36302120550;36306060302;36306080024;36306120181;36308080310;36308120175;36310100370;36310120105;36312120509
1011HC;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060096;36302080304;36302120234;36306060302;36306080024;36306120181;36308080186;36308120175;36310100370;36310120105;36312120310
1011HD;36398980183;36398020099;36398060436;36398080234;36398120559;36302020210;36302060211;36302080304;36302120550;36306060302;36306080024;36306120181;36308080310;36308120175;36310100370;36310120105;36312120310
1011HE;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060096;36302080304;36302120550;36306060302;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011HG;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060211;36302080062;36302120234;36306060302;36306080024;36306120181;36308080186;36308120175;36310100370;36310120105;36312120310
1011HH;36398980183;36398020207;36398060292;36398080234;36398120790;36302020210;36302060096;36302080304;36302120550;36306060302;36306080024;36306120181;36308080186;36308120175;36310100370;36310120105;36312120310
1011HJ;36398980363;36398020207;36398060436;36398080234;36398120559;36302020210;36302060211;36302080062;36302120234;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011HK;36398980183;36398020207;36398060436;36398080234;36398120790;36302020210;36302060211;36302080062;36302120234;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011HL;36398980183;36398020099;36398060436;36398080234;36398120790;36302020484; ;36302080126;36302120732;36306060446;36306080024;36306120181;36308080310;36308120175;36310100370;36310120105;36312120509
1011HM;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100370;36310120105;36312120509
1011HN;36398980363;36398020099;36398060292;36398080372; ;36302020210;36302060211;36302080304;36302120234;36306060446;36306080024; ;36308080310; ;36310100370;36310120105;36312120310
1011HP;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060211;36302080062;36302120550;36306060446;36306080024;36306120181;36308080186;36308120175;36310100370;36310120105;36312120509
1011HR;36398980363;36398020207;36398060436;36398080234;36398120790;36302020210;36302060211;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011HS;36398980465;36398020099;36398060292;36398080372;36398120559;36302020348;36302060096;36302080304;36302120234;36306060446;36306080024;36306120181;36308080310;36308120175;36310100621;36310120105;36312120509
1011HT;36398980465;36398020099;36398060292;36398080372;36398120559;36302020348;36302060096;36302080062;36302120234;36306060490;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1011HV;36398980363;36398020099;36398060292;36398080372;36398120559;36302020348;36302060096;36302080062;36302120234;36306060446;36306080024;36306120181;36308080310;36308120175;36310100621;36310120105;36312120509
1011HW;36398980363;36398020207;36398060436;36398080234;36398120790;36302020348;36302060096;36302080062;36302120234;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011HX;36398980465;36398020099;36398060292;36398080234;36398120790;36302020348;36302060211;36302080304;36302120550;36306060490;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1011HZ;36398980363;36398020099;36398060436;36398080372;36398120559;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011JA;36398980363;36398020099;36398060436;36398080234;36398120790;36302020210;36302060211;36302080126;36302120726;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011JB;36398980363;36398020207;36398060436;36398080234;36398120790;36302020210;36302060211;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011JC;36398980363;36398020099;36398060292; ;36398120559;36302020210;36302060096;36302080062;36302120234;36306060302;36306080024;36306120181; ; ;36310100508;36310120105;36312120509
1011JD; ; ;36398060292;36398080372;36398120559;36302020348;36302060096;36302080062;36302120234; ;36306080024;36306120181; ;36308120175; ;36310120105; 
1011JE; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011JG; ; ;36398060436;36398080234;36398120790;36302020348;36302060211;36302080062;36302120234;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011JH;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011JJ;36398980363;36398020099;36398060292;36398080234;36398120790;36302020348;36302060211;36302080304;36302120726;36306060446;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1011JK; ; ; ; ; ; ; ; ; ; ; ; ; ; ;36310100621;36310120105;36312120602
1011JL;36398980465;36398020099;36398060292;36398080234;36398120790;36302020348;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1011JM;36398980363;36398020099;36398060292;36398080234;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446; ;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1011JN;36398980465;36398020099;36398060292;36398080372;36398120559;36302020348;36302060211;36302080304;36302120550;36306060490;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1011JP; ; ; ; ; ; ; ; ; ; ; ; ; ; ;36310100508; ;36312120327
1011JR;36398980363;36398020099;36398060174;36398080372; ;36302020210;36302060096;36302080154;36302120550;36306060302;36306080239;36306120181;36308080310;36308120175;36310100370;36310120105;36312120327
1011JS;36398980363; ;36398060174;36398080234;36398120559;36302020484;36302060266;36302080154;36302120745;36306060302; ; ;36308080310;36308120175;36310100508;36310120105;36312120509
1011JT;36398980183;36398020099;36398060436;36398080234;36398120790;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011JV;36398980183;36398020099;36398060436;36398080234;36398120790;36302020484;36302060266;36302080154;36302120745;36306060446;36306080024;36306120181;36308080186;36308120175;36310100370;36310120105;36312120509
1011JW;36398980363;36398020099;36398060292; ; ;36302020210;36302060211;36302080062;36302120234;36306060446;36306080024; ;36308080186;36308120175;36310100370;36310120105;36312120310
1011JX;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011JZ;36398980363;36398020099;36398060436;36398080372;36398120559;36302020348;36302060211;36302080304;36302120234;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011KA;36398980465;36398020099;36398060292;36398080372;36398120559;36302020348;36302060211;36302080304;36302120550; ;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105; 
1011KB;36398980465;36398020099;36398060292;36398080372; ;36302020348;36302060211;36302080304;36302120234;36306060446;36306080024;36306120181;36308080310;36308120175;36310100621;36310120105;36312120509
1011KC;36398980465;36398020099;36398060292;36398080372;36398120559;36302020348;36302060096;36302080062;36302120234;36306060490;36306080024;36306120181;36308080310;36308120175;36310100621;36310120105;36312120602
1011KD;36398980363;36398020099;36398060292;36398080372;36398120790;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120602
1011KE; ; ; ;36398080234;36398120790;36302020348; ;36302080304;36302120550; ;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1011KH;36398980363;36398020099; ;36398080372;36398120559;36302020210;36302060211;36302080304;36302120550;36306060302;36306080024;36306120181;36308080310;36308120175;36310100370;36310120105;36312120310
1011KJ;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011KK;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011KL; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011KM;36398980465;36398020099; ;36398080234;36398120790;36302020348;36302060211;36302080123;36302120726;36306060490;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1011KN;36398980465; ;36398060292;36398080234;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1011KP;36398980363;36398020214;36398060292;36398080234;36398120790;36302020348;36302060096; ;36302120550;36306060446;36306080024;36306120181;36308080350;36308120175;36310100612;36310120105;36312120591
1011KR;36398980363;36398020214;36398060292;36398080234;36398120790;36302020348;36302060096;36302080304;36302120304;36306060446;36306080203;36306120181;36308080350;36308120175;36310100508;36310120105;36312120509
1011KS; ;36398020099; ;36398080372;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080203;36306120427;36308080310;36308120175;36310100508;36310120105;36312120591
1011KT;36398980363;36398020214;36398060292;36398080234;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011KV;36398980173; ;36398060436;36398080234;36398120790;36302020210;36302060211;36302080139;36302120738;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120591
1011KW;36398980363;36398020214;36398060436;36398080234;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011KX; ; ; ;36398080372;36398120559;36302020348; ;36302080304;36302120550; ;36306080024;36306120181;36308080350;36308120175;36310100612;36310120105;36312120591
1011KZ;36398980363;36398020214;36398060437;36398080234;36398120790;36302020348;36302060096; ;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120591
1011LA;36398980363;36398020214;36398060437;36398080234;36398120790;36302020348;36302060096; ;36302120304; ;36306080024;36306120181;36308080310;36308120175;36310100508; ;36312120591
