postcode;clustercode_lb9898;clustercode_lb9802;clustercode_lb9806;clustercode_lb9808;clustercode_lb9812;clustercode_lb0202;clustercode_lb0206;clustercode_lb0208;clustercode_lb0212;clustercode_lb0606;clustercode_lb0608;clustercode_lb0612;clustercode_lb0808;clustercode_lb0812;clustercode_lb1010;clustercode_lb1012;clustercode_lb1212
1013RC;36398980209;36398020105;36398060323;36398080378;36398120790;36302020498;36302060096;36302080304;36302120550;36306060164;36306080024;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013RD;36398980109;36398020260;36398060460;36398080254;36398120790;36302020498;36302060240;36302080304;36302120315;36306060164;36306080024;36306120186;36308080101;36308120175;36310100232;36310120105; 
1013RE;36398980109; ;36398060460;36398080254;36398120790;36302020498;36302060240;36302080067;36302120550;36306060164;36306080024;36306120186;36308080101;36308120175;36310100232;36310120105;36312120359
1013RG;36398980109;36398020260;36398060323;36398080378;36398120790;36302020498;36302060096;36302080067;36302120315;36306060164;36306080024;36306120494;36308080101; ;36310100232;36310120105;36312120359
1013RH;36398980109;36398020260;36398060460;36398080254;36398120790;36302020498;36302060096;36302080304;36302120550;36306060164;36306080024;36306120186;36308080215;36308120175;36310100232;36310120105;36312120359
1013RJ;36398980209;36398020260;36398060323;36398080254;36398120790;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013RK;36398980209;36398020260;36398060323;36398080378;36398120790; ;36302060096;36302080067;36302120315; ;36306080024; ;36308080215;36308120175;36310100401;36310120105;36312120359
1013RL;36398980109;36398020104;36398060181;36398080378; ;36302020498;36302060096;36302080067;36302120315; ;36306080259; ;36308080101;36308120175;36310100232;36310120105; 
1013RM;36398980109;36398020260;36398060323;36398080254;36398120790;36302020498;36302060096;36302080304;36302120315;36306060164;36306080024; ;36308080101;36308120175;36310100232;36310120105; 
1013RN; ; ;36398060460;36398080254;36398120790;36302020498;36302060096;36302080067;36302120315;36306060164;36306080259;36306120494;36308080101;36308120175;36310100401;36310120105;36312120359
1013RP;36398980109;36398020260;36398060323;36398080378;36398120790;36302020498;36302060096;36302080067;36302120315;36306060164;36306080024;36306120494;36308080101;36308120175;36310100232;36310120105;36312120359
1013RR;36398980363;36398020105;36398060323;36398080378;36398120790;36302020232;36302060096;36302080304;36302120550;36306060325;36306080024; ;36308080310;36308120175;36310100463;36310120105;36312120509
1013RS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1013RT; ; ; ; ; ; ; ; ; ;36306060164;36306080259;36306120778; ; ; ; ;36312120359
1013RV;36398980209;36398020105;36398060323;36398080254;36398120790;36302020498;36302060096;36302080304;36302120812;36306060164;36306080024;36306120778;36308080215; ;36310100401;36310120105;36312120359
1013RW;36398980209;36398020105;36398060323;36398080254;36398120790;36302020498;36302060096;36302080304;36302120812;36306060164;36306080259;36306120778;36308080215;36308120175;36310100401;36310120105;36312120359
1013RX;36398980209;36398020105;36398060182;36398080378; ;36302020498;36302060096;36302080304;36302120812;36306060164;36306080024;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013RZ;36398980109;36398020105;36398060323; ;36398120790; ; ;36302080168;36302120812;36306060164;36306080263; ;36308080215;36308120175;36310100401;36310120048;36312120177
1013SB;36398980209;36398020105;36398060182;36398080152; ;36302020498;36302060096;36302080304; ;36306060164;36306080263; ;36308080101;36308120094;36310100232;36310120048;36312120177
1013SC;36398980109; ;36398060323;36398080378;36398120790;36302020498;36302060096;36302080067; ;36306060164;36306080024; ;36308080101;36308120175;36310100232;36310120105;36312120359
1013SE;36398980209;36398020105;36398060182;36398080152; ;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120494;36308080101;36308120175;36310100232;36310120105;36312120177
1013SG;36398980209;36398020105;36398060182;36398080152; ;36302020498;36302060096;36302080304; ;36306060164;36306080024; ;36308080101; ;36310100232; ; 
1013SH;36398980209;36398020105;36398060182;36398080378; ;36302020498;36302060096;36302080304; ;36306060164;36306080024; ;36308080101;36308120175;36310100401;36310120105;36312120177
1013SJ;36398980209;36398020260;36398060323;36398080254;36398120790;36302020498;36302060096;36302080304;36302120550;36306060164;36306080024;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013SK;36398980209;36398020260;36398060182;36398080254;36398120790;36302020232;36302060096;36302080304;36302120550;36306060164;36306080259;36306120778;36308080215;36308120175;36310100401;36310120105;36312120359
1013SL;36398980104;36398020260;36398060323;36398080254;36398120790;36302020498;36302060096;36302080304;36302120812;36306060164;36306080259;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013SM;36398980209;36398020105;36398060323;36398080254;36398120790;36302020498;36302060096;36302080304;36302120550;36306060325;36306080259;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013SN;36398980209;36398020260;36398060323;36398080254;36398120790;36302020232;36302060096;36302080304;36302120812;36306060325;36306080259;36306120778;36308080215;36308120175;36310100463;36310120105;36312120509
1013SP; ;36398020105;36398060182;36398080378;36398120790;36302020232;36302060096;36302080304;36302120812;36306060325;36306080259;36306120494;36308080310;36308120175;36310100463;36310120105;36312120509
1013SR;36398980209;36398020105;36398060182;36398080254;36398120790;36302020498;36302060096;36302080166;36302120812;36306060325;36306080259;36306120778;36308080215;36308120175;36310100401;36310120105;36312120509
1013ST;36398980209;36398020105;36398060323;36398080254;36398120790;36302020498; ;36302080166;36302120812;36306060325;36306080259;36306120494;36308080215;36308120175;36310100463;36310120105;36312120509
1013SV;36398980209;36398020248;36398060453;36398080254;36398120790;36302020498;36302060096;36302080304;36302120550;36306060325;36306080024;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013SW;36398980209;36398020105;36398060323;36398080254;36398120790;36302020498;36302060096;36302080304;36302120812;36306060325;36306080024;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013SX;36398980209;36398020105;36398060182; ;36398120790;36302020498;36302060096; ;36302120812;36306060164;36306080024;36306120778;36308080215;36308120472;36310100401;36310120424;36312120359
1013SZ;36398980209;36398020105;36398060182;36398080378;36398120790;36302020232;36302060096;36302080304;36302120550;36306060325;36306080259;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013TA;36398980209;36398020260;36398060459;36398080254;36398120790;36302020498;36302060096;36302080304;36302120550;36306060325;36306080259;36306120494;36308080215;36308120175;36310100463;36310120105;36312120359
1013TB;36398980209;36398020105;36398060182;36398080378;36398120790;36302020498;36302060096;36302080304;36302120812;36306060325;36306080024;36306120494;36308080215;36308120175;36310100401;36310120434;36312120359
1013TC;36398980209;36398020260;36398060459;36398080254;36398120790;36302020232;36302060096;36302080304;36302120550;36306060325;36306080024;36306120186;36308080215;36308120175;36310100401;36310120105;36312120359
1013TD;36398980209;36398020260;36398060182;36398080254;36398120790;36302020498;36302060096;36302080304;36302120550;36306060164;36306080257;36306120778;36308080215;36308120175;36310100401;36310120105;36312120359
1013TE;36398980109;36398020260;36398060323;36398080254;36398120790;36302020498;36302060096;36302080067;36302120315;36306060164;36306080024;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013TG;36398980109;36398020390;36398060462;36398080254;36398120790;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120186;36308080101;36308120175;36310100401;36310120105;36312120359
1013TH;36398980209;36398020105;36398060323;36398080254;36398120790;36302020498;36302060239;36302080166;36302120812;36306060325;36306080024;36306120494;36308080215;36308120175;36310100401;36310120105;36312120509
1013TJ;36398980209;36398020105;36398060323;36398080378;36398120790;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013TK;36398980109;36398020105;36398060323;36398080378;36398120790;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120494;36308080101;36308120175;36310100232;36310120105;36312120177
1013TL;36398980209;36398020105;36398060323;36398080254;36398120790;36302020498;36302060096;36302080304;36302120812;36306060325;36306080024;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013TM;36398980209;36398020260; ;36398080254;36398120790;36302020498; ;36302080304;36302120812; ;36306080058;36306120778;36308080215;36308120491;36310100401;36310120434;36312120359
1013TN;36398980209;36398020260;36398060323;36398080378;36398120790;36302020232;36302060096;36302080067;36302120315;36306060325;36306080024;36306120186;36308080215;36308120175;36310100401;36310120105;36312120359
1013TP;36398980209;36398020105; ; ;36398120790;36302020498; ; ;36302120550; ; ; ; ; ;36310100401;36310120105;36312120359
1013TR; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1013TS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1013TT; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1013TV; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1013TW; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1013TX;36398980209;36398020105; ; ;36398120790;36302020498; ; ;36302120812; ; ; ; ; ;36310100401;36310120105;36312120359
1013TZ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1013VA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1013VB;36398980209;36398020260;36398060323;36398080378;36398120790;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120186;36308080215;36308120175;36310100401;36310120105;36312120359
1013VC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1013VD; ;36398020105;36398060323; ;36398120790;36302020232; ; ;36302120550; ; ; ; ; ;36310100401;36310120434;36312120509
1013VE; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1013VG;36398980109;36398020260;36398060459;36398080254;36398120790;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120186;36308080101;36308120175;36310100401;36310120105;36312120359
1013VH;36398980209;36398020105;36398060182;36398080378; ;36302020232;36302060096;36302080304;36302120550;36306060164;36306080257;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013VJ;36398980209;36398020004;36398060182; ;36398120790; ;36302060241; ;36302120812;36306060164;36306080257;36306120778;36308080101;36308120491;36310100401;36310120434;36312120359
1013VK;36398980209;36398020105;36398060182;36398080378; ;36302020232;36302060096;36302080067; ;36306060325;36306080024; ;36308080215; ;36310100401; ; 
1013VL;36398980109;36398020105;36398060182;36398080378;36398120790;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120494;36308080101;36308120491;36310100401;36310120105;36312120359
1013VM;36398980209;36398020105;36398060323;36398080254;36398120790;36302020498;36302060096;36302080166;36302120812;36306060164;36306080259;36306120778;36308080215;36308120175;36310100463;36310120105;36312120509
1013VN;36398980209;36398020105;36398060182;36398080254;36398120790;36302020498;36302060096;36302080304;36302120812;36306060164;36306080259;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013VP;36398980209;36398020260;36398060323;36398080254;36398120790;36302020232;36302060096;36302080067;36302120550;36306060325;36306080259;36306120778;36308080215;36308120175;36310100401;36310120105;36312120509
1013VR;36398980209;36398020105;36398060182;36398080378;36398120790;36302020498;36302060096;36302080304;36302120812;36306060325;36306080024;36306120494;36308080215;36308120175;36310100463;36310120105;36312120359
1013VS;36398980209;36398020105;36398060182; ;36398120790;36302020498;36302060096;36302080067;36302120812;36306060164;36306080024;36306120494;36308080215;36308120491;36310100401;36310120105;36312120359
1013VT;36398980209; ;36398060182;36398080378;36398120790; ; ;36302080165;36302120812;36306060325;36306080259;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013VV;36398980209;36398020105;36398060182;36398080378;36398120581;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013VW; ;36398020105;36398060323;36398080378;36398120790;36302020232;36302060096;36302080304;36302120550; ;36306080024;36306120494;36308080310;36308120175;36310100463;36310120105;36312120509
1013VX; ;36398020105;36398060182;36398080378;36398120790;36302020498;36302060241;36302080165;36302120812;36306060325;36306080024;36306120494;36308080215;36308120175;36310100401;36310120105;36312120509
1013VZ;36398980209;36398020105;36398060323;36398080254;36398120790;36302020498;36302060096;36302080304;36302120812;36306060164;36306080024;36306120778;36308080215;36308120491; ; ;36312120509
1013WB;36398980209;36398020105; ; ;36398120790;36302020498; ; ;36302120812; ; ; ; ; ;36310100401;36310120105;36312120509
1013WC;36398980209;36398020105;36398060182;36398080378;36398120581;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120186;36308080215;36308120175;36310100232;36310120105;36312120359
1013WD;36398980209;36398020105;36398060182; ;36398120581;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120494;36308080101;36308120491;36310100232;36310120443;36312120359
1013WE;36398980209;36398020105;36398060182; ;36398120790;36302020498;36302060096;36302080304;36302120812;36306060164;36306080024;36306120778; ;36308120491;36310100401;36310120105;36312120359
1013WG;36398980109;36398020105;36398060323;36398080254;36398120790;36302020498;36302060096;36302080304;36302120550;36306060164;36306080263;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013WH;36398980109;36398020260;36398060323;36398080254; ;36302020498;36302060096;36302080304; ;36306060164;36306080024; ;36308080101; ;36310100401; ; 
1013WJ;36398980209;36398020105;36398060182;36398080378; ;36302020498;36302060096;36302080067; ;36306060164;36306080024; ;36308080101; ;36310100232; ; 
1013WK;36398980209;36398020105;36398060323;36398080378;36398120790;36302020498; ;36302080170;36302120812; ;36306080024;36306120494;36308080215;36308120491;36310100401;36310120105; 
1013WL;36398980209;36398020105;36398060462;36398080378;36398120790;36302020498; ;36302080304;36302120812; ;36306080024; ; ;36308120491; ;36310120434;36312120359
1013WN;36398980109;36398020260;36398060462;36398080254;36398120790;36302020498;36302060096;36302080170;36302120812;36306060164;36306080263;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013WP;36398980109;36398020105;36398060182;36398080378;36398120790;36302020498;36302060096;36302080304;36302120550;36306060164;36306080263;36306120494;36308080101;36308120175;36310100401;36310120105;36312120177
1013WR;36398980109;36398020105;36398060323;36398080254;36398120790;36302020082;36302060096;36302080304;36302120812;36306060164;36306080263;36306120778;36308080101;36308120175;36310100401;36310120105;36312120359
1013WS;36398980209;36398020105;36398060182; ;36398120584;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120494;36308080101;36308120491;36310100232;36310120443;36312120177
1013WT;36398980109;36398020105;36398060182;36398080378;36398120790;36302020498;36302060096;36302080304;36302120812;36306060164;36306080263;36306120778;36308080101;36308120175;36310100401;36310120105;36312120359
1013WV;36398980209;36398020105;36398060182;36398080378;36398120790;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120494;36308080101;36308120491;36310100401;36310120105;36312120359
1013WX; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1013WZ;36398980209;36398020260;36398060462;36398080378;36398120790;36302020498;36302060096;36302080067;36302120550;36306060326;36306080024;36306120186;36308080101;36308120175;36310100401;36310120105;36312120359
1013XA;36398980109;36398020260;36398060323;36398080378;36398120790;36302020498;36302060096;36302080067;36302120550; ;36306080024;36306120494;36308080101;36308120491;36310100232;36310120105;36312120177
1013XB;36398980109;36398020260;36398060182;36398080378;36398120790;36302020498;36302060096;36302080067;36302120550;36306060164;36306080263;36306120778;36308080101;36308120491;36310100232;36310120443;36312120359
1013XC;36398980041;36398020260;36398060462;36398080254;36398120790;36302020498;36302060096;36302080304;36302120812;36306060164;36306080024;36306120494;36308080101;36308120175;36310100232;36310120105;36312120359
1013XD;36398980209;36398020105;36398060182;36398080378;36398120790;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013XE;36398980109;36398020260;36398060323;36398080254;36398120790;36302020498;36302060096;36302080304;36302120812;36306060164;36306080263;36306120778;36308080101; ;36310100232;36310120443;36312120359
1013XG;36398980109;36398020105;36398060182;36398080378; ;36302020498;36302060096;36302080067; ;36306060164;36306080263; ;36308080101;36308120094;36310100401; ;36312120177
1013XH; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1013XJ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1013XK; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1013XL; ;36398020105;36398060182; ;36398120581; ;36302060096;36302080067; ; ;36306080024;36306120186;36308080215;36308120175;36310100401;36310120105;36312120359
1013XM;36398980109;36398020105;36398060182; ;36398120790;36302020498;36302060096;36302080170;36302120812; ; ;36306120778;36308080215;36308120175;36310100401;36310120105;36312120359
1013XN; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1013XP;36398980209;36398020105;36398060182;36398080254;36398120790;36302020498;36302060096;36302080165;36302120812;36306060164;36306080058;36306120778;36308080215;36308120175;36310100401;36310120105;36312120359
1013XR;36398980209;36398020105;36398060182;36398080378;36398120790;36302020498;36302060241;36302080304;36302120812;36306060164;36306080024;36306120494;36308080215;36308120491;36310100401;36310120105;36312120359
1013XS;36398980209;36398020260; ; ;36398120790;36302020498; ; ;36302120550; ; ; ; ; ;36310100401;36310120105;36312120359
1013XT;36398980209;36398020105;36398060182;36398080378;36398120790;36302020498;36302060096;36302080304;36302120550;36306060164;36306080024;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013XV;36398980209;36398020105;36398060182;36398080378;36398120584;36302020498;36302060096;36302080304;36302120550;36306060164;36306080263;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013XW;36398980209;36398020105;36398060182;36398080378;36398120790;36302020498;36302060096;36302080304;36302120812;36306060164;36306080263;36306120778;36308080215;36308120175;36310100401;36310120105;36312120359
1013XX;36398980209;36398020105;36398060182;36398080378;36398120790;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013XZ;36398980209;36398020105;36398060182;36398080378;36398120584;36302020498;36302060096;36302080304;36302120550;36306060164;36306080263;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013ZA;36398980209;36398020105;36398060182;36398080378;36398120584;36302020498;36302060096;36302080304;36302120550;36306060164;36306080024;36306120494;36308080101;36308120175;36310100232;36310120105;36312120359
1013ZB;36398980109;36398020105;36398060182;36398080378;36398120790;36302020082;36302060096;36302080304;36302120812; ;36306080263;36306120778;36308080101;36308120491;36310100232;36310120443;36312120359
1013ZC;36398980209;36398020105;36398060182;36398080378;36398120581;36302020498;36302060096;36302080067;36302120550;36306060164;36306080263;36306120494;36308080215;36308120175;36310100401;36310120105;36312120359
1013ZD;36398980109;36398020105;36398060323;36398080378;36398120790;36302020498;36302060096;36302080304;36302120812;36306060164;36306080024;36306120494;36308080101;36308120175;36310100232;36310120443;36312120359
1013ZE;36398980109;36398020260;36398060323;36398080254;36398120790;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120494;36308080101;36308120491;36310100232;36310120443;36312120359
1013ZG;36398980209;36398020105;36398060323;36398080378;36398120790;36302020082;36302060243;36302080304;36302120812;36306060164;36306080024;36306120494;36308080101;36308120491;36310100232; ;36312120359
1013ZH;36398980209;36398020105;36398060182;36398080378;36398120790;36302020498;36302060096;36302080067;36302120550;36306060164;36306080263;36306120778;36308080101;36308120175;36310100232;36310120105;36312120359
1013ZJ;36398980109; ;36398060323;36398080254;36398120790;36302020498;36302060096;36302080067; ;36306060164;36306080024; ;36308080101;36308120175;36310100232;36310120105;36312120177
1013ZK;36398980109;36398020260;36398060182;36398080254;36398120790;36302020498;36302060096;36302080067;36302120550;36306060164;36306080263;36306120494;36308080101;36308120175;36310100232;36310120105;36312120359
1013ZL;36398980109;36398020260;36398060323;36398080378;36398120790;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120778;36308080101;36308120491;36310100232;36310120443;36312120359
1013ZM;36398980109;36398020390;36398060462;36398080254;36398120790;36302020498;36302060096;36302080067;36302120550;36306060326; ;36306120186;36308080101;36308120491;36310100401;36310120105;36312120359
1013ZN;36398980109;36398020105;36398060323;36398080378;36398120790;36302020498;36302060096;36302080304;36302120812;36306060164;36306080024;36306120494;36308080101;36308120491;36310100232;36310120105;36312120359
1013ZP;36398980109;36398020260;36398060323;36398080378;36398120790;36302020498;36302060096;36302080067;36302120315;36306060164;36306080024;36306120494;36308080101;36308120491;36310100232;36310120105;36312120359
1013ZR;36398980109;36398020105;36398060323;36398080254;36398120790;36302020498;36302060096;36302080304;36302120812;36306060164;36306080024;36306120494;36308080101;36308120491;36310100232;36310120105;36312120359
1013ZS;36398980109;36398020260;36398060323;36398080254;36398120790;36302020498;36302060096;36302080304;36302120812;36306060164;36306080263;36306120778;36308080215;36308120491;36310100401;36310120105;36312120359
1013ZT;36398980209;36398020105;36398060182;36398080378;36398120790;36302020082;36302060096;36302080304;36302120812;36306060164;36306080263;36306120778;36308080101;36308120491;36310100401;36310120443;36312120359
1013ZV;36398980209;36398020105;36398060182;36398080378;36398120790;36302020498;36302060096;36302080304;36302120550;36306060164;36306080263;36306120778;36308080101;36308120175;36310100232;36310120443;36312120359
1013ZW;36398980108;36398020105;36398060182;36398080378;36398120790;36302020498;36302060096;36302080067;36302120550;36306060164;36306080024;36306120494;36308080101;36308120175;36310100232;36310120105;36312120177
1013ZX;36398980209;36398020105;36398060182; ;36398120584;36302020498;36302060096;36302080304;36302120550;36306060164; ;36306120494;36308080101;36308120175;36310100232;36310120105;36312120359
1013ZZ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014AA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014AB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014AC; ; ; ; ;36398120331; ; ; ;36302120307; ; ;36306120179; ;36308120174;36310100394;36310120101; 
1014AD; ; ; ; ;36398120331; ; ; ;36302120307; ; ;36306120179;36308080308;36308120174;36310100394;36310120101;36312120506
1014AE; ; ; ; ;36398120331; ; ; ;36302120307; ; ;36306120179;36308080308;36308120174;36310100530;36310120101;36312120506
1014AG; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014AH; ; ; ; ; ; ; ; ; ; ; ;36306120179; ;36308120174;36310100530;36310120101;36312120506
1014AJ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014AK; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014AM; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014AN;36398980492; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014AP; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014AR; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014AS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014AT; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014AV; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014AW; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014AX; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014AZ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BD; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BE; ;36398020100;36398060176; ; ; ;36302060096; ; ;36306060319; ; ; ; ; ; ; 
1014BG; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BH; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BJ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BK; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BL; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BM; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BN; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BP; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BR; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BT; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BV; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BW; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BX; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014BZ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014CB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014CC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014CE; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014DA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014DB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014DC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014DD; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1015AA;36398980483;36398020099;36398060311;36398080372;36398120559;36302020348;36302060218;36302080304;36302120550;36306060503;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1015AB;36398980483;36398020226;36398060446;36398080254;36398120790;36302020348;36302060218;36302080304;36302120550;36306060503;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1015AC;36398980483;36398020226;36398060446;36398080254;36398120790;36302020348;36302060096;36302080304;36302120550;36306060503;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1015AD;36398980483;36398020099;36398060311;36398080372;36398120790;36302020348;36302060218;36302080062;36302120550;36306060503;36306080024;36306120181;36308080357;36308120433;36310100621;36310120105;36312120602
1015AE;36398980483;36398020099;36398060174;36398080140;36398120790;36302020348;36302060096;36302080062;36302120745;36306060446;36306080024;36306120739;36308080310;36308120592;36310100621;36310120105;36312120602
1015AG;36398980483;36398020099;36398060174;36398080140;36398120559;36302020348;36302060096;36302080062;36302120745;36306060446;36306080024;36306120739;36308080310;36308120592;36310100621;36310120105;36312120602
1015AH;36398980483;36398020099;36398060174;36398080140;36398120790;36302020210;36302060096;36302080062;36302120745;36306060446;36306080024;36306120739;36308080310;36308120592;36310100621;36310120105;36312120602
1015AJ;36398980483;36398020099;36398060174;36398080140;36398120559;36302020348;36302060096;36302080062;36302120745;36306060446;36306080024;36306120461;36308080310;36308120592;36310100463;36310120105;36312120602
1015AK;36398980483;36398020099;36398060446;36398080254;36398120790;36302020348;36302060218;36302080304;36302120550;36306060503;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1015AL;36398980483;36398020099;36398060311;36398080372;36398120559;36302020348;36302060218;36302080304;36302120304;36306060503;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1015AM;36398980483;36398020099;36398060174;36398080372;36398120790;36302020398;36302060096;36302080062;36302120550;36306060503;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1015AN;36398980483;36398020226;36398060446;36398080254;36398120790;36302020348;36302060218;36302080304;36302120550;36306060503;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1015AP;36398980483;36398020226;36398060446;36398080254;36398120790;36302020348;36302060218;36302080304;36302120745;36306060503;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1015AR;36398980483;36398020099;36398060174;36398080372;36398120559;36302020348;36302060096;36302080304;36302120550;36306060446; ; ;36308080357;36308120175;36310100621;36310120105;36312120602
