FID,gis_code,id__oud_,code_paustabel,gebied_uiterwaard,naam_maatregel,tranche,waterlichaam,fase,gerealiseerd,deelprogramma,jaar_van_oplevering,type_doelbereik,hoeveelheid_doelbereik,hoevlh_doelbereik_op_basis,gdb_geomattr_data,shape
rws_on_lijnmaatregelen.197,,,,,,,,,,,,STEA,,,,"LINESTRING (162573.38060000166 443763.31390000135, 162574.8702000007 443763.31390000135)"
rws_on_lijnmaatregelen.198,NL914d,,x2342b,Elster Buitenwaard,NVO Nederrijn Lek,2,Nederrijn en Lek,Realisatie,Nee,RWS & Prov. Utrecht,2019,NVO,1.3,MIRT 3,,"MULTILINESTRING ((164615.54769999906 442543.2030999996, 163998.1785000004 442704.9508000016), (163531.53200000152 442888.70439999923, 162787.73939999938 443479.39759999886))"
rws_on_lijnmaatregelen.199,BW890c,BW51,Y3035,Loenense buitenpolder,Aanleg nevengeul (alleen 's zomers),2,"Boven-Rijn, Waal",Gereed,Ja,RWS & SBB & Prov. Gelderland,2019,STEA,1,Inschatting,,"LINESTRING (181127.16369999945 432641.29729999974, 181063.2329000011 432777.87680000067, 180941.18320000172 432879.5848999992, 180752.29670000076 432984.19889999926, 180647.682599999 433080.0951000005, 180522.72690000013 433083.0011, 180333.84039999917 433048.12970000133, 180258.28590000048 432949.32759999856)"
rws_on_lijnmaatregelen.200,NL904b,,Z0015_1,Plassenwaard,Strang Plassenwaard,3,Nederrijn en Lek,Planstudie,Nee,HWBP Grebbedijk,,STEA,1.2,MIRT 2,,"LINESTRING (172663.9941000007 440650.5003999993, 172568.27749999985 440581.9193999991, 172497.08179999888 440503.4589000009, 172401.18560000136 440445.33989999816, 172335.8018000014 440388.6739999987, 172293.6656000018 440326.19619999826, 172187.59860000014 440228.84699999914, 172103.32609999925 440121.3269999996, 172058.28400000185 440061.75510000065, 171989.99419999868 440015.25989999995, 171988.54129999876 440015.25989999995, 171989.99419999868 440015.25989999995, 171988.54129999876 440015.25989999995, 171981.27639999986 440010.90100000054, 171949.87680000067 439948.20870000124, 171924.47670000046 439910.1086000018, 171912.2602000013 439894.66319999844, 171894.39429999888 439823.49489999935, 171873.02679999918 439794.83619999886, 171868.26429999992 439748.004900001, 171879.7674999982 439690.8546999991)"
rws_on_lijnmaatregelen.201,YS914d,Y54,Y3032,Gelderse toren,Bovenstrooms aantakken geul Gelderse Toren; meestromend maken,2,IJssel,Planstudie,Nee,RWS,,NTWE,0.89,Inschatting,,"LINESTRING (206751.5634999983 453038.6719999984, 206749.3839999996 453055.74439999834, 206756.64889999852 453077.9023000002, 206767.54619999975 453088.7996000014, 206779.1700000018 453100.06010000035, 206814.04129999876 453132.2025000006, 206888.86939999834 453185.23600000143, 206964.42399999872 453262.9701000005, 207010.19269999862 453284.7646000013, 207141.68670000136 453393.01110000163, 207178.01099999994 453451.13010000065, 207191.81430000067 453497.62519999966, 207227.41209999844 453536.12900000066, 207251.3861999996 453555.0175999999, 207332.0262000002 453557.1970999986)"
rws_on_lijnmaatregelen.202,YS973c,,X2311-c,Buitenwaarden Wijhe,Ontstening oevers; van deze 28 km zal in de 2e tranche 10 km gerealiseerd worden,2,IJssel,Planstudie,Nee,RWS,,NVO,1.2,MIRT2,,"LINESTRING (203749.4902999997 496386.03709999844, 203729.2655000016 496149.37220000103, 203723.51850000024 496094.53979999945, 203665.76539999992 495828.9822999984, 203657.12920000032 495652.8964000009, 203680.21159999818 495577.87099999934, 203737.93320000172 495416.2314000018, 203815.87959999964 495295.0097000003)"
rws_on_lijnmaatregelen.203,YS970c,Y91,Y3017-b,"Herxer Uiterwaarden; Project Kleijssel
Onzekere status; zoekgebied",Graven strang(en),2,IJssel,Planstudie,Nee,RWS,,STEA,2.3,Inschatting,,"LINESTRING (204738.0722000003 494349.9802000001, 204795.7938000001 494345.6462999992, 205114.35020000115 494290.9648000002, 205313.3674999997 494215.8599999994, 205114.92170000076 494291.186999999, 204829.3139999993 494334.76399999857, 205199.8927000016 494103.186999999, 205367.2950000018 493987.74379999936, 205461.06870000064 493850.63109999895, 205692.20120000094 493236.20380000025)"
rws_on_lijnmaatregelen.204,YS901c,,Z0008_5,Kroonestein; Oude loop van de IJssel; Monding Oude IJssel Doesburg,Bovenstroomse aantakking bestaande oude rivierarm,3,IJssel,Planstudie,Nee,,,NTWE,0.2,MIRT 2,,"LINESTRING (205453.8583999984 446741.73429999873, 205538.53590000048 446732.6537999995, 205630.75389999896 446762.8957000002, 205739.6090000011 446833.9523999989, 205848.48000000045 446930.7265999988, 205921.0447999984 447047.1381999999, 205931.63340000063 447165.05790000036, 205919.20329999924 447297.0111999996, 205851.4963000007 447398.8018999994)"
rws_on_lijnmaatregelen.205,YS953a,,Z0008_9,Welsumvelder Buitenwaarden; Welsumerveld,Nevengeul,3,IJssel,Planstudie,Nee,KRW3,,NTWE,3,MIRT 2,,"LINESTRING (203233.00400000066 481185.8344999999, 203199.76150000095 480835.09160000086, 203366.0683999993 479879.5417000018, 203502.11730000004 479616.4924999997, 203647.27870000154 479528.7987000011)"
rws_on_lijnmaatregelen.206,YS968b,,Z0008_2,Marlerwaarden,"Nevengeul
",3,IJssel,Planstudie,Nee,KRW3,,NTWE,1.1,MIRT 2,,"LINESTRING (205586.4699999988 492616.3308000006, 205550.14809999987 492326.0716000013, 205586.4699999988 491751.52259999886, 205622.7287000008 491467.2958999984, 205652.95450000092 491243.52160000056)"
rws_on_lijnmaatregelen.207,YS915b,,Z0008_8,Spaansweerd,"Nevengeul
",3,IJssel,Planstudie,Nee,KRW3,,NTWE,0.4,SO juni 2021,,"LINESTRING (207014.47940000147 453049.69530000165, 207004.16059999913 453021.9140000008, 206943.83549999818 452955.2388000004, 206845.4103000015 452888.5637000017, 206755.7164000012 452879.03869999945, 206716.8225999996 452875.0698999986)"
rws_on_lijnmaatregelen.208,YS911a,,Z0008_6,Olburgse Waard,"Aantakken/verbinden bestaande plassen; 
",3,IJssel,Planstudie,Nee,KRW3,,NTWE,1.7,MIRT 2,,"LINESTRING (205115.07550000027 450345.9486999996, 204963.88170000166 450660.40129999816, 204939.688000001 450856.9659000002, 205018.30110000074 451014.19220000133, 205148.34950000048 451234.9503999986, 205353.96290000156 451510.09640000015, 205366.05970000103 451646.17720000073, 205335.8018000014 451691.5480000004, 205335.8018000014 451694.56430000067)"
rws_on_lijnmaatregelen.209,YS941c,,Nieuw10,Epse waarden; Epseweerdse polder,Graven strang; wellicht is een tweezijdig aangetakte geul mogelijk,3,IJssel,Planstudie,Nee,KRW3,,STEA,1.2,MIRT 2,,"LINESTRING (209125.50450000167 471142.3002999984, 208956.7003000006 471217.8484000005, 208904.84160000086 471257.3942000009, 208846.10399999842 471295.49430000037, 208732.9576999992 471338.78449999914, 208630.15100000054 471426.4781000018, 208684.57070000097 471423.46189999953, 208789.74760000035 471397.0945000015, 208905.2969999984 471366.02600000054, 209060.41690000147 471272.4754999988, 209250.9173000008 471136.743999999)"
rws_on_lijnmaatregelen.210,YS976c,,Nieuw4,Hoenwaard,"Aantakken bestaande strang
",3,IJssel,Planstudie,Nee,KRW3,,STEA,1,MIRT 2,,"LINESTRING (201826.6088999994 499294.33139999956, 201868.45560000092 499183.2063000016, 202231.2633999996 499057.0632000007, 202481.51740000024 498944.50939999893, 202625.53590000048 498875.80220000073, 202723.9611000009 498795.56969999894, 202802.47899999842 498704.06599999964, 202857.02560000122 498636.8192999996, 202919.95430000126 498525.97989999875)"
rws_on_lijnmaatregelen.211,YS972a,,Z0008_1,Marlerwaarden,Aantakken en meestromend maken bestaande plas,3,IJssel,Planstudie,Nee,KRW3,,NTWE,0.6,MIRT 2,,"LINESTRING (204018.5364000015 494986.4930999987, 203991.32669999823 494862.5091000013, 204079.02039999887 494696.20230000094, 204245.32710000128 494514.78229999915, 204279.04580000043 494452.1479000002, 204404.45859999955 494347.3726999983, 204498.121199999 494266.41000000015, 204574.32140000165 494198.1473999992, 204726.7217000015 494102.89719999954)"
rws_on_lijnmaatregelen.212,YS900c,,,Havikerwaard,"Aantakken plasje; wordt dan een oevergeultje
",3,IJssel,Planstudie,Nee,KRW3,,NVO,0.3,Actualisatie 3e tr.,,"LINESTRING (205100.9138999991 446648.193500001, 204996.59910000116 446575.6286999993, 204945.19579999894 446507.5883000009, 204901.3489000015 446450.1365999989, 204851.45369999856 446329.18470000103, 204851.45369999856 446327.67660000175)"
rws_on_lijnmaatregelen.213,NL876a,,Z0010,Huissen,Nevengeul Huissense uiterwaard,3,Nederrijn en Lek,Planstudie,Nee,,,NTWE,2.1,MIRT 2,,"LINESTRING (195507.71059999987 437210.2947999984, 195360.39029999822 437154.4147000015, 195035.26949999854 437438.8951999992, 194537.42880000174 438038.3363999985, 194466.30849999934 438348.21709999815, 194496.7884999998 438510.77739999816)"
rws_on_lijnmaatregelen.214,OM964b,,x2342a_c_8,Vogelzang,Natuurvriendelijke oever,3,Oude Maas,Planstudie,Nee,,,NVO,0.6,MIRT 2,,"LINESTRING (124696.86430000141 441945.2329000011, 124379.3636999987 441968.0929999985, 124216.80330000073 441957.93299999833, 124074.56300000101 441846.17269999906, 123950.10280000046 441767.432599999)"
rws_on_lijnmaatregelen.215,OM953a,,x2342a-c3,Klaphek Middelwaard,Natuurvriendelijke oever,3,Oude Maas,Planstudie,Nee,,,NVO,0.5,MIRT 2,,"LINESTRING (133071.18919999897 445079.04729999974, 133033.08909999952 445035.86730000004, 132916.2489 444812.3467999995, 132817.1887000017 444695.50659999996)"
rws_on_lijnmaatregelen.216,OM947d,,x2342a_c_6,Stuweiland Hagestein; Ossenwaard,Natuurvriendelijke oever,3,Oude Maas,Planstudie,Nee,,,NVO,0.4,MIRT 2,,"LINESTRING (137393.18980000168 445349.23310000077, 137512.5700000003 445326.37310000136, 137611.63019999862 445283.19299999997, 137687.83029999956 445234.93290000036, 137741.1704000011 445199.3729000017, 137738.63049999997 445196.8328000009)"
rws_on_lijnmaatregelen.217,YS904a,,x2305_c_2,Zwarte Schaar,"Kronkelwaard Zwarte Schaar
Zwarte Schaar-2",3,IJssel,Planstudie,Nee,,,STEA,0.9,SO juni 2021,,"LINESTRING (206934.46440000087 450129.9545000009, 207056.70210000128 450212.50470000133, 207174.1774000004 450226.7921999991, 207055.11459999904 450212.50470000133, 207083.6897 450252.1922999993, 207183.7023999989 450306.16739999875, 207296.4151000008 450345.85500000045, 207412.46159999818 450352.5225000009, 207525.01559999958 450322.04239999875, 207632.9657999985 450279.17980000004, 207717.10350000113 450228.37970000133, 207763.1411000006 450145.8295999989, 207837.7536999993 449990.2542000003, 207837.7536999993 449926.7540999986)"
rws_on_lijnmaatregelen.218,OM964a,,x2342a_c_4,Tienhoven; Koekoeksche Waard Noord,Natuurvriendelijke oever,3,Oude Maas,Planstudie,Nee,,,NVO,0.7,MIRT 2,,"LINESTRING (124447.30920000002 441691.5181999989, 124178.06870000064 441561.9780000001, 123986.69509999827 441380.12950000167, 123943.03880000114 441318.2168000005, 123898.5887000002 441235.6667000018)"
rws_on_lijnmaatregelen.219,OM965c,,x2342a_c_5,Koekoeksche Waard zuid,Natuurvriendelijke oever,3,Oude Maas,Planstudie,Nee,,,NVO,0.5,MIRT 2,,"LINESTRING (123728.86510000005 440947.2569999993, 123689.97129999846 440876.6130999997, 123598.68989999965 440524.9811999984)"
rws_on_lijnmaatregelen.220,OM958a,,x2342a-c-2,Graafsche Waard (nabij de Horde),Natuurvriendelijke oever,3,Oude Maas,Planstudie,Nee,,,NVO,0.3,MIRT 2,,"LINESTRING (129155.04919999838 443138.9796999991, 128852.78880000114 443301.5401000008)"
rws_on_lijnmaatregelen.221,OM957c,,x2341a_c7,"Lexmond
Polder de Eendragt",Natuurvriendelijke oever,3,Oude Maas,Planstudie,Nee,,,NVO,0.5,MIRT 2,,"LINESTRING (129741.94920000061 442347.5379999988, 129843.54930000007 442296.73790000007, 129951.49960000068 442261.1777999997)"
rws_on_lijnmaatregelen.222,NL946d,,Z0007,Ossenwaard,Stuwpasserende nevengeul Hagestein,3,Nederrijn en Lek,Planstudie,Nee,KRW,,NTWE,2.4,MIRT 2,,"LINESTRING (138181.49859999865 444187.4081999995, 138179.41899999976 444675.10500000045, 138050.39279999956 445026.46730000153, 137713.62959999964 445308.1854999997, 137282.813000001 445474.95270000026)"
rws_on_lijnmaatregelen.223,BW919c,BW21,Y3028,Oevergeul Langsdam Ophemert,Oevergeul Langsdam Ophemert,1,"Boven-Rijn, Waal",Gereed,Ja,RvdR,2015,NTWE,3,MIRT 3,,"LINESTRING (156887.5251000002 429692.53350000083, 156785.92489999905 429286.13269999996, 156712.89970000088 429057.5322000012, 156554.14939999953 428692.4065000005, 156201.72370000184 428178.055399999, 156087.42350000143 428076.4552000016, 155890.57310000062 427866.90480000153, 155392.09710000083 427416.0538999997)"
rws_on_lijnmaatregelen.224,BW928a,BW31,Y3029,Heesseltse Uiterwaarden Kleine Geul,Eenzijdig aangetakte geul,2,"Boven-Rijn, Waal",Gereed,Ja,NURG,2018,STEA,1.3,Mirt 3,,"LINESTRING (151296.9871999994 425123.1816999987, 151234.28090000153 425229.5443999991, 151186.65579999983 425390.67599999905, 151141.41189999878 425504.2197000012, 151068.38679999858 425623.28240000084, 150962.02409999818 425734.4076000005, 150854.07389999926 425831.24529999867, 150773.1112000011 425897.9204999991, 150628.64840000123 425942.3706, 150511.17320000008 425937.6079999991, 150482.59809999913 425901.0954999998)"
rws_on_lijnmaatregelen.225,BW948b,BW47,x9945,Brakelse Benedenwaarden Oostelijke geul,,1,"Boven-Rijn, Waal",Gereed,Ja,RvdR,2015,STEA,2.5,mirt,,"LINESTRING (133471.08850000054 426215.0491000004, 133372.66330000013 425992.7985999994, 133277.41310000047 425910.2485000007, 133078.97520000115 425730.8605999984, 132393.17379999906 425568.9353, 132664.63690000027 425622.91039999947, 133078.97520000115 425729.2730999999, 132829.7371999994 425421.2974999994, 132566.21169999987 425262.5472000018)"
rws_on_lijnmaatregelen.226,BW937a,BW39,,Gamerense Waard,Oostgeul Gameren,Oud,"Boven-Rijn, Waal",Gereed,Ja,Oud,1996,NTWE,0.5,inschatting,,"LINESTRING (143230.7151999995 424415.2644999996, 143195.79019999877 424366.0518999994, 143149.7525999993 424323.18930000067, 143084.6649999991 424293.0267999992, 143012.43360000104 424290.64550000057, 142970.36470000073 424297.78929999843, 142908.45210000128 424306.52059999853, 142859.23950000107 424316.8392999992, 142799.70809999853 424340.65190000087, 142777.48310000077 424368.4332000017)"
rws_on_lijnmaatregelen.227,YS969d,,Nieuw12,Paddenpol,"Geul/strang en overstromingsgrasland. in combinatie met dijkverlegging
Preverkenning in combi met HWBP en IRM en PAGW",3,IJssel,Planstudie,Nee,IRM,,STEA,1.2,MIRT 2,,"LINESTRING (205885.81450000033 492447.3126000017, 205903.27710000053 492614.0003999993, 205925.5020999983 492698.13809999824, 205902.48330000043 492614.42969999835, 205980.2708999999 492595.37970000133, 206037.42110000178 492523.94209999964, 206085.83989999816 492191.72459999844, 206035.83359999955 492523.94209999964, 205980.2708999999 492593.7921999991, 205902.48330000043 492614.42969999835, 205924.7082999982 492700.1548999995, 205927.88329999894 492801.75510000065, 205890.17020000145 492926.0097000003, 205858.42009999976 493024.434799999, 205798.0949999988 493106.9849999994, 205715.5447999984 493145.08509999886, 205576.25140000135 493131.52650000155)"
rws_on_lijnmaatregelen.228,YS884b,,,Klimaatpark IJsselpoort,Ontstening oevers; gedeeltelijk in combinatie met aanleg palenrijen,3,IJssel,Verkenning,Nee,Rivierklimaatpark IJsselpoort,,NVO,2.7,,,"LINESTRING (195531.36520000175 442975.1950000003, 195753.61569999903 443038.69509999827, 195899.66600000113 443064.09519999847, 196090.16640000045 443051.3951999992, 196280.6667000018 443083.1451999992, 196464.81709999964 443146.6453999989, 196699.7675999999 443229.1955000013, 196877.56789999828 443343.4957999997, 196972.81810000166 443451.4459999986, 197156.9684999995 443705.4464999996, 197220.4686000012 443857.8467999995, 197296.6688000001 444067.39719999954, 197347.4688999988 444257.89759999886, 197391.91899999976 444600.79830000177)"
rws_on_lijnmaatregelen.229,YS891d,,,Klimaatpark IJsselpoort,"Volledig ontstenen van oevers in combinatie met aanleg palenrijen
Twijfelachtig of dit traject haalbaar is.",3,IJssel,Verkenning,Nee,Rivierklimaatpark,,NVO,0.8,,,"LINESTRING (201905.5634999983 447502.71770000085, 201957.95109999925 447472.5551000014, 202027.8011999987 447440.8051000014, 202086.53880000114 447402.7049999982, 202157.9765000008 447364.60489999875, 202292.91429999843 447270.94220000133, 202399.27699999884 447155.0544999987, 202431.02699999884 447107.4294000007)"
rws_on_lijnmaatregelen.230,YS879a,,,Klimaatpark IJsselpoort,Volledige ontstening oever in combinatie met palenrijen,3,IJssel,Verkenning,Nee,Rivierklimaatpark IJsselpoort,,NVO,0.6,,,"LINESTRING (193689.0678000003 441053.9193000011, 193687.4803000018 441135.6757000014, 193685.89279999956 441238.069600001, 193696.21159999818 441359.51370000094, 193711.29289999977 441453.17639999837, 193728.75539999828 441529.3764999993)"
rws_on_lijnmaatregelen.231,YS886a,,,Klimaatpark IJsselpoort,Onstening oevers,3,IJssel,Verkenning,Nee,Rivierklimaatpark IJsselpoort,,NVO,0.4,,,"LINESTRING (197863.5711000003 445454.875, 198031.84650000185 445572.35020000115, 198117.5716000013 445614.41910000145, 198203.29679999873 445639.4222000018, 198290.2126000002 445654.90040000156)"
rws_on_lijnmaatregelen.232,YS889,,,Rivierklimaatpark IJsselpoort,Ontstening oevers,3,IJssel,Verkenning,Nee,Rivierklimaatpark IJsselpoort,,NVO,0.6,,,"LINESTRING (200203.31599999964 446471.24069999903, 200212.84099999815 446518.8658000007, 200227.12849999964 446690.31610000134, 200247.7661000006 446752.22879999876, 200327.14119999856 446901.4541000016, 200374.76630000025 446968.1292000003, 200404.9288999997 447003.054299999)"
rws_on_lijnmaatregelen.233,YS891c,,,Klimaatpark IJselpoort,Ontstening oevers; gedeeltelijk in combinatie met aanleg palenrijen,3,IJssel,Verkenning,Nee,Rivierklimaatpark,,NVO,2.6,,,"LINESTRING (201068.67870000005 447495.0465000011, 201129.003800001 447526.7965000011, 201221.0789999999 447558.54659999907, 201300.4541000016 447571.2465999983, 201373.47929999977 447580.77160000056, 201516.35460000113 447574.42159999907, 201573.50470000133 447558.54659999907, 201630.65480000153 447542.67159999907, 201710.0298999995 447510.9215000011, 201760.8299999982 447479.1713999994, 201821.15520000085 447428.3713000007, 201951.33040000126 447336.2961000018, 202043.40560000017 447295.02109999955, 202198.98090000078 447193.4208999984, 202265.6561000012 447139.44579999894, 202316.4561999999 447072.77059999853, 202370.43129999936 446996.5705000013, 202405.3563000001 446904.49529999867, 202433.93140000105 446809.245099999, 202427.58139999956 446666.3698000014, 202411.7063000016 446571.1196000017, 202367.2562999986 446444.11939999834, 202338.6812000014 446304.41910000145, 202335.50620000064 446196.4688999988, 202364.0813000016 446110.7437000014, 202414.8814000003 445999.6185000017)"
rws_on_lijnmaatregelen.234,YS881a,,,Klimaatpark IJsselpoort,"Ontstening oevers in combinatie met aanleg palenrijen.
Onderdeel van VKA IJsselpoort 2019",3,IJssel,Verkenning,Nee,Klimaatpark IJsselpoort,,NVO,0.5,,,"LINESTRING (194378.97459999844 442501.2888999991, 194556.77490000054 442602.88910000026, 194671.07519999892 442644.16420000046, 194756.80029999837 442688.6143000014, 194833.000500001 442714.0144000016)"
rws_on_lijnmaatregelen.235,NL940c,,Nieuw13,Steenwaard,Verlengen strang,3,Nederrijn en Lek,Planstudie,Nee,,,STEA,0.5,MIRT 2,,"LINESTRING (142753.06529999897 441787.9129000008, 142826.88419999927 441810.13800000027, 142938.00939999893 441855.3817999996, 143172.9598999992 441981.5883000009)"
rws_on_lijnmaatregelen.236,NL933,,Nieuw14,Moersbergse waard,aantakken strang,2,Nederrijn en Lek,Planstudie,Nee,,,STEA,0.5,MIRT 2,,"LINESTRING (148674.58720000088 441668.38269999996, 148611.0870999992 441692.19519999996, 148461.86180000007 441704.8953000009, 148149.12359999865 441776.3328999989, 148011.01089999825 441781.09540000185, 147941.16070000082 441793.7954999991, 147871.31060000136 441798.55799999833, 147845.91050000116 441723.94530000165)"
rws_on_lijnmaatregelen.237,NL869a,,X2342-c,Doornenburgse Buitenwaarden,Natuurvriendelijke oever,3,Nederrijn en Lek,Planstudie,Nee,,,NVO,0.5,MIRT 2,,"LINESTRING (198914.02549999952 433415.6055999994, 199037.85080000013 432977.4547000006)"
rws_on_lijnmaatregelen.238,NL896d,,X2342-c,De Rauwert,Natuurvriendelijke oever,3,Nederrijn en Lek,Planstudie,Nee,,,NVO,0.1,MIRT 2,,"LINESTRING (179282.1079000011 442414.1405999996, 179523.40839999914 442414.9343999997)"
rws_on_lijnmaatregelen.239,NL897b,,X2342-c,Randwijkse Uiterwaarden,Natuurvriendelijke oever,3,Nederrijn en Lek,Planstudie,Nee,,,NVO,0.1,MIRT 2,,"LINESTRING (178207.74170000106 441823.1944999993, 178361.72949999943 441932.73220000044)"
rws_on_lijnmaatregelen.240,NL902e,,X2342-c,Wageninger Benedenwaarden,Natuurvriendelijke oever,3,Nederrijn en Lek,Planstudie,Nee,,,NVO,0.3,MIRT 2,,"LINESTRING (174470.182599999 440765.21130000055, 174266.98220000044 440635.03599999845, 174051.08179999888 440562.01089999825)"
rws_on_lijnmaatregelen.241,NL910a,,X2342-c,Middelwaard,Natuurvriendelijke oever,3,Nederrijn en Lek,Planstudie,Nee,,,NVO,0.1,MIRT 2,,"LINESTRING (166956.39550000057 440583.2846999988, 167141.33960000053 440545.97839999944, 167173.88340000063 440540.4221000001)"
rws_on_lijnmaatregelen.242,NL912a,,X2342-c,Tollewaard,Natuurvriendelijke oever,3,Nederrijn en Lek,Planstudie,Nee,,,NVO,0.3,MIRT 2,,"LINESTRING (165406.9353 442078.0199000016, 165503.77299999818 442003.4072000012, 165595.84820000082 441912.91959999874, 165646.64829999954 441825.6068999991)"
rws_on_lijnmaatregelen.243,NL924a,,X2342-c,Gravenbol,Natuurvriendelijke oever; is mogelijk al afgevallen,3,Nederrijn en Lek,Planstudie,Nee,,,NVO,0.7,MIRT 2,,"LINESTRING (155062.16930000111 442479.85660000145, 154954.21909999847 442432.23149999976, 154839.9189000018 442400.48149999976, 154655.76850000024 442384.6064000018, 154417.64299999923 442356.0313999988, 154185.8674999997 442375.08139999956)"
rws_on_lijnmaatregelen.244,NL928a,,X2342-c,Rijswijkse buitenpolder,Natuurvriendelijke oever,3,Nederrijn en Lek,Planstudie,Nee,,,NVO,0.1,MIRT 2,,"LINESTRING (151986.7787999995 441626.01630000025, 151902.6411000006 441516.4785999991)"
rws_on_lijnmaatregelen.245,NL945b,,X2342-c,Honswijkerwaard,Natuurvriendelijke oever,3,Nederrijn en Lek,Planstudie,Nee,,,NVO,0.4,MIRT 2,,"LINESTRING (138648.74749999866 443066.1732000001, 138588.42240000144 443145.54830000177, 138531.27230000123 443272.5485999994, 138442.37209999934 443440.82389999926)"
rws_on_lijnmaatregelen.246,NL946b,,X2342-c,Goiberdingerwaard,Natuurvriendelijke oever,3,Nederrijn en Lek,Planstudie,Nee,,,NVO,0.2,MIRT 2,,"LINESTRING (137810.94269999862 444270.6911999993, 137931.59299999848 444072.2533)"
rws_on_lijnmaatregelen.247,NL873c,,X2342-c,Pannerdensche Buitenwaard,Natuurvriendelijke oever,3,Nederrijn en Lek,Planstudie,Nee,,,NVO,0.5,MIRT 2,,"LINESTRING (196840.28709999844 435861.99540000036, 196646.61169999838 435998.5207000002, 196478.33639999852 436160.4459999986)"
rws_on_lijnmaatregelen.248,NL889d,,X2342-c,Drielse uiterwaard,Natuurvriendelijke oever,3,Nederrijn en Lek,Planstudie,Nee,,,NVO,0.3,MIRT 2,,"LINESTRING (185228.7135999985 442723.6229000017, 185346.18879999965 442766.4855000004, 185468.42660000175 442796.6479999982, 185606.53929999843 442822.0480999984)"
rws_on_lijnmaatregelen.249,NL896c,,X2342-c,Renkum,Natuurvriendelijke oever,3,Nederrijn en Lek,Planstudie,Nee,,,NVO,0.6,MIRT 2,,"LINESTRING (179851.24500000104 442456.3269999996, 180002.05779999867 442392.8269000016, 180187.79569999874 442291.22670000046, 180356.0709999986 442148.3513999991)"
rws_on_lijnmaatregelen.250,NL900d,,X2342-c,Randwijkse Uiterwaarden West,Natuurvriendelijke oever,3,Nederrijn en Lek,Planstudie,Nee,,,NVO,0.5,MIRT 2,,"LINESTRING (175969.85209999979 441331.86300000176, 176488.96570000052 441455.6882000007)"
rws_on_lijnmaatregelen.251,NL903c,,X2342-c,Wolfswaard,Natuurvriendelijke oever,3,Nederrijn en Lek,Planstudie,Nee,,,NVO,0.3,MIRT 2,,"LINESTRING (172625.6398999989 440298.4541000016, 172819.31529999897 440428.6294, 173016.16569999978 440504.8295999989)"
rws_on_lijnmaatregelen.252,NL928b,,X2342-c,Lunenburgerwaard,Natuurvriendelijke oever,3,Nederrijn en Lek,Planstudie,Nee,,,NVO,0.1,MIRT 2,,"LINESTRING (151870.2237999998 441696.9946000017, 151838.47370000184 441631.9070000015, 151806.72360000014 441589.0443999991)"
rws_on_lijnmaatregelen.254,YS961a,,x2308-b,Fortmond,Mogelijke kans voor oeveroptimalisatie; voorstel vanuit SBB,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,2.5,MIRT 2,,"LINESTRING (203836.7837000005 487714.42880000174, 203538.33309999853 487619.17859999835, 203331.9576999992 487539.8035000004, 202560.4312000014 487358.8280999996, 202392.15579999983 487320.7280000001, 202255.63060000166 487238.1779000014, 202147.68030000106 487101.65260000154, 202084.18019999936 486898.45219999924, 202058.78020000085 486653.97670000046, 202115.93030000106 486466.65129999816, 202204.83049999923 486339.6510999985)"
rws_on_lijnmaatregelen.255,YS915c,,,Spaansweerd,meestromende nevengeul; mogelijk alternatief voor korte nevengeul YS915b; exacte locatie nog onduidelijk,3,IJssel,Planstudie,Nee,KRW3,,NTWE,2,inschatting,,"LINESTRING (206231.58399999887 452226.5617999993, 206380.8093000017 452255.1367999986, 206622.10979999974 452528.1873999983, 206818.96020000055 452731.3878000006, 207069.78570000082 452861.563000001, 207565.08669999987 453283.83889999986, 207752.41200000048 453744.2148000002)"
rws_on_lijnmaatregelen.256,YS932c,,,Rammelwaard,"eigenlijk te kort uitgegraven in de eerste tranche.
is mogelijk alsnog te doen door mee te liften",2,IJssel,Planstudie,Nee,KRW3,,STEA,0.1,inschatting,,"LINESTRING (209925.3663999997 465715.62359999865, 209871.39130000025 465751.3425000012)"
rws_on_lijnmaatregelen.257,YS933c,,,Rammelwaard,strang,3,IJssel,Planstudie,Nee,KRW3,,STEA,0.4,inschatting,,"LINESTRING (208972.31190000102 466125.24069999903, 208551.62359999865 466268.1160000004)"
rws_on_lijnmaatregelen.258,YS998a,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.4,MIRT 2,,"LINESTRING (188638.77320000157 510099.618999999, 188981.67390000075 509817.0434000008)"
rws_on_lijnmaatregelen.259,YS987b,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.5,MIRT 2,,"LINESTRING (196308.2285999991 504659.34319999814, 195889.12779999897 504164.0421999991)"
rws_on_lijnmaatregelen.260,YS978d,,2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.25,MIRT 2,,"LINESTRING (201259.7402999997 499905.03730000183, 201159.7276000008 500003.4624999985, 201083.52749999985 500122.52529999986)"
