FID,NUMMER,STRAAT,SOORT,NAAM,SCORE,OMSCHRIJVING,FOTO,GEOM
kapvergunningen.fid-46bacc95_15e80894c42_1d25,BN.053,Zwaardenburg,"Gewone walnoot, Okkernoot",Juglans regia,52,Waardevolle houtopstand,foto/DSC01827.JPG,POINT (52.04401853068202 5.080305619699886)
kapvergunningen.fid-46bacc95_15e80894c42_1d26,BN.052,Zwaardenburg,Zuil Berk,Betula pendula 'Fastigiata',52,Waardevolle houtopstand,foto/DSC01826.JPG,POINT (52.043914383478075 5.079714689242422)
kapvergunningen.fid-46bacc95_15e80894c42_1d27,BN.051,Blijdeburg,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01825.JPG,POINT (52.04428848290903 5.080936828146691)
kapvergunningen.fid-46bacc95_15e80894c42_1d28,BN.050,Blijdeburg,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01824.JPG,POINT (52.04411423724451 5.080984663945465)
kapvergunningen.fid-46bacc95_15e80894c42_1d29,BN.049,Blijdeburg,Gewone Plataan,Platanus X Hispanica,44,Waardevolle houtopstand,foto/DSC01823.JPG,POINT (52.04434864315584 5.079878163882418)
kapvergunningen.fid-46bacc95_15e80894c42_1d2a,BN.048,Blijdeburg,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01822.JPG,POINT (52.04427216602606 5.079699507862577)
kapvergunningen.fid-46bacc95_15e80894c42_1d2b,BN.047,Zwaardenburg,Gewone Plataan,Platanus X Hispanica,56,Waardevolle houtopstand,foto/DSC01821.JPG,POINT (52.04417142477109 5.079475612580404)
kapvergunningen.fid-46bacc95_15e80894c42_1d2c,BN.046,Degenburg,Noorse Bol Esdoorn,Acer platanoides 'Globosum',56,Waardevolle houtopstand,foto/DSC01820.JPG,POINT (52.0434477246471 5.0780433711211534)
kapvergunningen.fid-46bacc95_15e80894c42_1d2d,BN.045,Degenburg,Noorse Bol Esdoorn,Acer platanoides 'Globosum',45,Waardevolle houtopstand,foto/DSC01819.JPG,POINT (52.04307395414473 5.077752971522463)
kapvergunningen.fid-46bacc95_15e80894c42_1d2e,BN.044,Zwaardenburg,"Gewone,- zwarte Els",Alnus glutinosa,52,Waardevolle houtopstand,foto/DSC01818.JPG,POINT (52.04358564876521 5.077513301743367)
kapvergunningen.fid-46bacc95_15e80894c42_1d2f,BN.043,Zwaardenburg,"Gewone,- zwarte Els",Alnus glutinosa,52,Waardevolle houtopstand,foto/DSC01817.JPG,POINT (52.0436254430806 5.077265230331129)
kapvergunningen.fid-46bacc95_15e80894c42_1d30,BN.042,Zwaardenburg,Gewone Plataan,Platanus X Hispanica,49,Waardevolle houtopstand,foto/DSC01816.JPG,POINT (52.04426911149583 5.0790230712076445)
kapvergunningen.fid-46bacc95_15e80894c42_1d31,BN.041,Apolloburg,"Zoete Kers, kriek",Prunus avium,48,Waardevolle houtopstand,foto/DSC01815.JPG,POINT (52.044792528965026 5.078453896920815)
kapvergunningen.fid-46bacc95_15e80894c42_1d32,BN.040,Apolloburg,Honingboom,Sophora japonica,56,Waardevolle houtopstand,foto/DSC01814.JPG,POINT (52.04495690589656 5.078413406910643)
kapvergunningen.fid-46bacc95_15e80894c42_1d33,BN.039,Apolloburg,Zilverlinde,Tilia tomentosa,44,Waardevolle houtopstand,foto/DSC01813.JPG,POINT (52.04540368900718 5.077755827293672)
kapvergunningen.fid-46bacc95_15e80894c42_1d34,BN.038,Apolloburg,"Gewone,- valse Acacia",Robinia pseudoacacia,52,Waardevolle houtopstand,foto/DSC01812.JPG,POINT (52.045484910020974 5.077880627190887)
kapvergunningen.fid-46bacc95_15e80894c42_1d35,BN.037,Apolloburg,Hartbladige Els,Alnus cordata,52,Waardevolle houtopstand,foto/DSC01811.JPG,POINT (52.04492967104986 5.078996661737241)
kapvergunningen.fid-46bacc95_15e80894c42_1d36,BN.036,Apolloburg,Valse Christusdoorn,Gleditsia triacanthos,52,Waardevolle houtopstand,foto/DSC01810.JPG,POINT (52.04527295095951 5.078970976981818)
kapvergunningen.fid-46bacc95_15e80894c42_1d37,BN.035,Jupiterburg,"Winter,- kleinbladige Linde",Tilia cordata,56,Waardevolle houtopstand,foto/DSC01809.JPG,POINT (52.04535296372228 5.079321727651923)
kapvergunningen.fid-46bacc95_15e80894c42_1d38,BN.034,Apolloburg,Valse Christusdoorn,Gleditsia triacanthos,56,Waardevolle houtopstand,foto/DSC01808.JPG,POINT (52.045096846315325 5.080027544079259)
kapvergunningen.fid-46bacc95_15e80894c42_1d39,BN.033,Marsburg,Ruwe Berk,Betula pendula,48,Waardevolle houtopstand,foto/DSC01807.JPG,POINT (52.04605764446925 5.08070461875534)
kapvergunningen.fid-46bacc95_15e80894c42_1d3a,BN.032,Marsburg,Zweedse Lijsterbes,Sorbus intermedia,60,Waardevolle houtopstand,foto/DSC01806.JPG,POINT (52.04540772940878 5.080331525709015)
kapvergunningen.fid-46bacc95_15e80894c42_1d3b,BN.031,Apolloburg,Els 'Spaeth',Alnus spaethii 'Spaeth',52,Waardevolle houtopstand,foto/DSC01805.JPG,POINT (52.045057538877046 5.081156051572939)
kapvergunningen.fid-46bacc95_15e80894c42_1d3c,BN.030,Mercuriusburg,Ruwe Berk,Betula pendula,44,Waardevolle houtopstand,foto/DSC01804.JPG,POINT (52.04583254911831 5.081245506819143)
kapvergunningen.fid-46bacc95_15e80894c42_1d3d,BN.029,Mercuriusburg,Iep 'Hollandica',Ulmus x hollandica,48,Waardevolle houtopstand,foto/DSC01802.JPG,POINT (52.04584027024011 5.082143395551108)
kapvergunningen.fid-46bacc95_15e80894c42_1d3e,BN.028,Mercuriusburg,Iep 'Hollandica',Ulmus x hollandica,48,Waardevolle houtopstand,foto/DSC01803.JPG,POINT (52.046177862911904 5.082351006428656)
kapvergunningen.fid-46bacc95_15e80894c42_1d3f,BN.027,Mercuriusburg,Ruwe Berk,Betula pendula,52,Waardevolle houtopstand,foto/DSC01801.JPG,POINT (52.046594701615334 5.082269452572406)
kapvergunningen.fid-46bacc95_15e80894c42_1d40,BN.026,Halsterweide,"Zoete Kers, kriek",Prunus avium,52,Waardevolle houtopstand,foto/DSC01800.JPG,POINT (52.04692577817666 5.075519354064476)
kapvergunningen.fid-46bacc95_15e80894c42_1d41,BN.025,Karnweide,"Zoete Kers, kriek",Prunus avium,52,Waardevolle houtopstand,foto/DSC01799.JPG,POINT (52.04814959578842 5.071331403158163)
kapvergunningen.fid-46bacc95_15e80894c42_1d42,BZ.011,Donkeregaarde,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01735.JPG,POINT (52.031465706701056 5.066975314051454)
kapvergunningen.fid-46bacc95_15e80894c42_1d43,BZ.010,Donkeregaarde,Rode Paardenkastanje,Aesculus carnea,48,Waardevolle houtopstand,foto/DSC01734.JPG,POINT (52.0305178338332 5.067114692530279)
kapvergunningen.fid-46bacc95_15e80894c42_1d44,BZ.009,Donkeregaarde,Himalaja Berk,Betula utilis,48,Waardevolle houtopstand,foto/DSC01733.JPG,POINT (52.0305478035529 5.0666712582647015)
kapvergunningen.fid-46bacc95_15e80894c42_1d45,BZ.008,Luwegaarde,meerdere b,meerdere b,56,Waardevolle houtopstand,foto/DSC01732.JPG,POINT (52.03030768458259 5.066887522493647)
kapvergunningen.fid-46bacc95_15e80894c42_1d46,BZ.007,Luwegaarde,Noorse Esdoorn,Acer platanoides,52,Waardevolle houtopstand,foto/DSC01731.JPG,POINT (52.02968202814274 5.066678559540745)
kapvergunningen.fid-46bacc95_15e80894c42_1d47,BZ.006,Luwegaarde,"Gewone,- valse Acacia",Robinia pseudoacacia,56,Waardevolle houtopstand,foto/DSC01730.JPG,POINT (52.02963759232666 5.067004406021898)
kapvergunningen.fid-46bacc95_15e80894c42_1d48,BZ.005,Lichtegaarde,"Gewone,- valse Acacia",Robinia pseudoacacia,56,Waardevolle houtopstand,foto/DSC01729.JPG,POINT (52.02948249999434 5.067152687882532)
kapvergunningen.fid-46bacc95_15e80894c42_1d49,BZ.004,Lichtegaarde,Himalaja Berk,Betula utilis,56,Waardevolle houtopstand,foto/DSC01728.JPG,POINT (52.02929700657048 5.067359472111388)
kapvergunningen.fid-46bacc95_15e80894c42_1d4a,BZ.003,Lichtegaarde,"Gewone,- valse Acacia",Robinia pseudoacacia,64,Waardevolle houtopstand,foto/DSC01727.JPG,POINT (52.02898130234629 5.0672786677507675)
kapvergunningen.fid-46bacc95_15e80894c42_1d4b,BZ.002,Lichtegaarde,Himalaja Berk,Betula utilis,44,Waardevolle houtopstand,foto/DSC01513.JPG,POINT (52.02877778880595 5.066445071594855)
kapvergunningen.fid-46bacc95_15e80894c42_1d4c,BZ.001,Lichtegaarde,"Zoete Kers, kriek",Prunus avium,48,Waardevolle houtopstand,foto/DSC01512.JPG,POINT (52.0288114014098 5.066938908955703)
kapvergunningen.fid-46bacc95_15e80894c42_1d4d,ME.004,Bergwal,Gewone Haagbeuk,Carpinus betulus,41,Evt. Potentiële waardev,foto/DSC01621.JPG,POINT (52.02640395166905 5.094770020712017)
kapvergunningen.fid-46bacc95_15e80894c42_1d4e,ME.003,Bergwal,Noorse Esdoorn,Acer platanoides,64,Waardevolle houtopstand,foto/DSC01620.JPG,POINT (52.02720253886993 5.096035392613717)
kapvergunningen.fid-46bacc95_15e80894c42_1d4f,ME.002,Vlietwal,Gewone Esdoorn,Acer pseudoplatanus,41,Evt. Potentiële waardev,foto/DSC01619.JPG,POINT (52.02640926621717 5.087342243419465)
kapvergunningen.fid-46bacc95_15e80894c42_1d50,ME.001,Leemwal,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01619.JPG,POINT (52.026685869436875 5.087141859651352)
kapvergunningen.fid-46bacc95_15e80894c42_1d51,VR.016,Oranjestraat,Hemelboom,Ailanthus altissima,58,Waardevolle houtopstand,foto/DSC01476.JPG,POINT (52.0072735752529 5.096690024386815)
kapvergunningen.fid-46bacc95_15e80894c42_1d52,VR.015,Jaagpad,Witte Paardenkastanje,Aesculus hippocastanum,100,Monumentale houtopstand,foto/DSC01475.JPG,POINT (52.00779162206712 5.093841291008445)
kapvergunningen.fid-46bacc95_15e80894c42_1d53,VR.014,Prins Clausstra,Gewone Plataan,Platanus X Hispanica,48,Waardevolle houtopstand,foto/DSC01473.JPG,POINT (52.00969241155405 5.096291832416186)
kapvergunningen.fid-46bacc95_15e80894c42_1d54,VR.013,Prins Clausstra,Europese Linde,Tilia europaea,53,Waardevolle houtopstand,foto/DSC01472.JPG,POINT (52.00966500904591 5.096478444693634)
kapvergunningen.fid-46bacc95_15e80894c42_1d55,VR.012,Rijnlaan,Gewone Plataan,Platanus X Hispanica,60,Waardevolle houtopstand,foto/DSC01471.JPG,POINT (52.00719203025565 5.097074139158816)
kapvergunningen.fid-46bacc95_15e80894c42_1d56,VR.011,Frederiksoord,Europese Linde,Tilia europaea,92,Monumentale houtopstand,foto/DSC01470.JPG,POINT (52.00437836937519 5.096929229543273)
kapvergunningen.fid-46bacc95_15e80894c42_1d57,VR.010,Frederiksoord,Europese Linde,Tilia europaea,80,Monumentale houtopstand,foto/DSC01469.JPG,POINT (52.00419049400954 5.096920251091077)
kapvergunningen.fid-46bacc95_15e80894c42_1d58,VR.009,Gildenborglaan,Europese Linde,Tilia europaea,80,Monumentale houtopstand,foto/DSC01468.JPG,POINT (52.00429475717759 5.09728511888166)
kapvergunningen.fid-46bacc95_15e80894c42_1d59,VR.008,Wierselaan,Kleinbladige Beuk,Fagus sylvatica 'Rotundifolia',80,Monumentale houtopstand,foto/DSC01467.JPG,POINT (52.007928446031265 5.098652550284519)
kapvergunningen.fid-46bacc95_15e80894c42_1d5a,VR.007,Ir. F.W. Conrad,"Winter,- kleinbladige Linde",Tilia cordata,45,Waardevolle houtopstand,foto/DSC01466.JPG,POINT (52.0110097047934 5.103506382887963)
kapvergunningen.fid-46bacc95_15e80894c42_1d5b,VR.006,Ir. F.W. Conrad,"Winter,- kleinbladige Linde",Tilia cordata,53,Waardevolle houtopstand,foto/DSC01465.JPG,POINT (52.01127554239541 5.101930147140767)
kapvergunningen.fid-46bacc95_15e80894c42_1d5c,VR.005,Ir. F.W. Conrad,"Winter,- kleinbladige Linde",Tilia cordata,56,Waardevolle houtopstand,foto/DSC01464.JPG,POINT (52.01114710157966 5.10196737843959)
kapvergunningen.fid-46bacc95_15e80894c42_1d5d,VR.004,Ir. F.W. Conrad,"Winter,- kleinbladige Linde",Tilia cordata,56,Waardevolle houtopstand,foto/DSC01463.JPG,POINT (52.01078106589968 5.101877943750535)
kapvergunningen.fid-46bacc95_15e80894c42_1d5e,VR.003,Ir. F.W. Conrad,"Winter,- kleinbladige Linde",Tilia cordata,56,Waardevolle houtopstand,foto/DSC01462.JPG,POINT (52.01068649378007 5.101796978559765)
kapvergunningen.fid-46bacc95_15e80894c42_1d5f,VR.002,Ir. F.W. Conrad,"Winter,- kleinbladige Linde",Tilia cordata,56,Waardevolle houtopstand,foto/DSC01461.JPG,POINT (52.01049248856032 5.103342152252428)
kapvergunningen.fid-46bacc95_15e80894c42_1d60,VR.001,Dokter B.J.Buur,Gewone Plataan,Platanus X Hispanica,69,Monumentale houtopstand,foto/DSC01460.JPG,POINT (52.00982419922683 5.10160919688562)
kapvergunningen.fid-46bacc95_15e80894c42_1d61,HZ.047,Reigersbek,Hartbladige Els,Alnus cordata,61,Waardevolle houtopstand,foto/DSC01544.JPG,POINT (52.00837977115437 5.081598656124976)
kapvergunningen.fid-46bacc95_15e80894c42_1d62,HZ.046,Lavendelhof,Hartbladige Els,Alnus cordata,61,Waardevolle houtopstand,foto/DSC01543.JPG,POINT (52.0099191926931 5.081154119146936)
kapvergunningen.fid-46bacc95_15e80894c42_1d63,HZ.045,Lavendelhof,Gewone Haagbeuk,Carpinus betulus,45,Waardevolle houtopstand,foto/DSC01542.JPG,POINT (52.00950011600109 5.081058924074605)
kapvergunningen.fid-46bacc95_15e80894c42_1d64,HZ.044,Lavendelhof,"Zomer,- inlandse Eik",Quercus robur,49,Waardevolle houtopstand,foto/DSC01542.JPG,POINT (52.009301359788616 5.081180143643942)
kapvergunningen.fid-46bacc95_15e80894c42_1d65,HZ.043,Lavendelhof,"Zomer,- inlandse Eik",Quercus robur,49,Waardevolle houtopstand,foto/DSC01541.JPG,POINT (52.00933245353543 5.081573228905742)
kapvergunningen.fid-46bacc95_15e80894c42_1d66,HZ.042,Herderstasje,Himalaja Berk,Betula utilis,52,Waardevolle houtopstand,foto/DSC01540.JPG,POINT (52.00924433852166 5.082067696954139)
kapvergunningen.fid-46bacc95_15e80894c42_1d67,HZ.041,Petuniahof,Gewone Haagbeuk,Carpinus betulus,45,Waardevolle houtopstand,foto/DSC01539.JPG,POINT (52.01046328181221 5.082657931114407)
kapvergunningen.fid-46bacc95_15e80894c42_1d68,HZ.040,Petuniahof,Gewone Haagbeuk,Carpinus betulus,45,Waardevolle houtopstand,foto/DSC01538.JPG,POINT (52.01050119545049 5.0823736468409155)
kapvergunningen.fid-46bacc95_15e80894c42_1d69,HZ.039,Petuniahof,Iep 'Hollandica',Ulmus x hollandica,50,Waardevolle houtopstand,foto/DSC01537.JPG,POINT (52.010464303919875 5.082011217579497)
kapvergunningen.fid-46bacc95_15e80894c42_1d6a,HZ.038,Petuniahof,Gewone Haagbeuk,Carpinus betulus,42,Waardevolle houtopstand,foto/DSC01536.JPG,POINT (52.01047975725301 5.081731455395627)
kapvergunningen.fid-46bacc95_15e80894c42_1d6b,HZ.037,Petuniahof,Iep 'Hollandica',Ulmus x hollandica,49,Waardevolle houtopstand,foto/DSC01535.JPG,POINT (52.01049307187283 5.08132061833527)
kapvergunningen.fid-46bacc95_15e80894c42_1d6c,HZ.036,Petuniahof,Grijze Abeel,Populus canescens,61,Waardevolle houtopstand,foto/DSC01534.JPG,POINT (52.010550850616866 5.081072610821306)
kapvergunningen.fid-46bacc95_15e80894c42_1d6d,HZ.035,Petuniahof,Grijze Abeel,Populus canescens,49,Waardevolle houtopstand,foto/DSC01533.JPG,POINT (52.010595143002035 5.0808232382615754)
kapvergunningen.fid-46bacc95_15e80894c42_1d6e,HZ.034,Lavendelhof,Moeras Eik,Quercus palustris,60,Waardevolle houtopstand,foto/DSC01532.JPG,POINT (52.0094116470684 5.0805735217491454)
kapvergunningen.fid-46bacc95_15e80894c42_1d6f,HZ.033,Lavendelhof,Moeras Eik,Quercus palustris,60,Waardevolle houtopstand,foto/DSC01531.JPG,POINT (52.0093519239455 5.080764732986797)
kapvergunningen.fid-46bacc95_15e80894c42_1d70,HZ.032,Reigersbek,Hartbladige Els,Alnus cordata,66,Waardevolle houtopstand,foto/DSC01530.JPG,POINT (52.008984203369046 5.0803798172853405)
kapvergunningen.fid-46bacc95_15e80894c42_1d71,HZ.031,Reigersbek,Hartbladige Els,Alnus cordata,50,Waardevolle houtopstand,foto/DSC01529.JPG,POINT (52.00879974754073 5.080303885268474)
kapvergunningen.fid-46bacc95_15e80894c42_1d72,HZ.030,Waterbies,Es,Fraxinus angustifolia,84,Monumentale houtopstand,foto/DSC01528.JPG,POINT (52.00625206487264 5.080484438014522)
kapvergunningen.fid-46bacc95_15e80894c42_1d73,HZ.029,Anjerhof,"Gewone,- valse Acacia",Robinia pseudoacacia,68,Monumentale houtopstand,foto/DSC01527.JPG,POINT (52.007613394927475 5.076908271379676)
kapvergunningen.fid-46bacc95_15e80894c42_1d74,HZ.028,Zinniastraat,Gewone Plataan,Platanus X Hispanica,43,Waardevolle houtopstand,foto/DSC01526.JPG,POINT (52.00523373552881 5.081534168091107)
kapvergunningen.fid-46bacc95_15e80894c42_1d75,HZ.027,Dahliastraat,Gewone Plataan,Platanus X Hispanica,43,Waardevolle houtopstand,foto/DSC01525.JPG,POINT (52.0054348074998 5.082820240165273)
kapvergunningen.fid-46bacc95_15e80894c42_1d76,HZ.026,Dahliastraat,Gewone Plataan,Platanus X Hispanica,51,Waardevolle houtopstand,foto/DSC01524.JPG,POINT (52.005547192300476 5.0831806612666215)
kapvergunningen.fid-46bacc95_15e80894c42_1d77,HZ.025,Dahliastraat,Gewone Plataan,Platanus X Hispanica,43,Waardevolle houtopstand,foto/DSC01523.JPG,POINT (52.00562508280123 5.0827140887341296)
kapvergunningen.fid-46bacc95_15e80894c42_1d78,HZ.024,Dahliastraat,Gewone Plataan,Platanus X Hispanica,43,Waardevolle houtopstand,foto/DSC01522.JPG,POINT (52.005643676281466 5.082952810405133)
kapvergunningen.fid-46bacc95_15e80894c42_1d79,HZ.023,Irisstraat,Gewone Haagbeuk,Carpinus betulus,60,Waardevolle houtopstand,foto/DSC01521.JPG,POINT (52.00647171162111 5.0830389470211745)
kapvergunningen.fid-46bacc95_15e80894c42_1d7a,HZ.022,Ratelaar,Piramidale Haagbeuk,Carpinus betulus 'Fastigiata',45,Waardevolle houtopstand,foto/DSC01520.JPG,POINT (52.0069981628871 5.083348311835737)
kapvergunningen.fid-46bacc95_15e80894c42_1d7b,HZ.021,Ratelaar,"Gewone,- valse Acacia",Robinia pseudoacacia,60,Waardevolle houtopstand,foto/DSC01519.JPG,POINT (52.006706876731826 5.084307353931682)
kapvergunningen.fid-46bacc95_15e80894c42_1d7c,HZ.020,Ratelaar,Gewone Plataan,Platanus X Hispanica,54,Waardevolle houtopstand,foto/DSC01518.JPG,POINT (52.00564231823285 5.084168904945749)
kapvergunningen.fid-46bacc95_15e80894c42_1d7d,HZ.019,Ratelaar,Gewone Plataan,Platanus X Hispanica,50,Waardevolle houtopstand,foto/DSC01518.JPG,POINT (52.005249936581656 5.085024993053183)
kapvergunningen.fid-46bacc95_15e80894c42_1d7e,HZ.017,Ratelaar,Gewone Haagbeuk,Carpinus betulus,45,Waardevolle houtopstand,foto/DSC01515.JPG,POINT (52.005520570827386 5.0861125459367695)
kapvergunningen.fid-46bacc95_15e80894c42_1d7f,HZ.016,Ratelaar,Himalaya Ceder,Cedrus deodara,73,Monumentale houtopstand,foto/DSC01514.JPG,POINT (52.00622141821165 5.0860219125373645)
kapvergunningen.fid-46bacc95_15e80894c42_1d80,ZA.017,Eikstraat,"Zilver,- witte Esdoorn",Acer saccharinum,60,Waardevolle houtopstand,foto/DSC01510.JPG,POINT (52.008775457848515 5.089041543171537)
kapvergunningen.fid-46bacc95_15e80894c42_1d81,ZA.016,Eikstraat,Vleugelnoot,Pterocarya fraxinifolia,60,Waardevolle houtopstand,foto/DSC01509.JPG,POINT (52.00875336654771 5.089902475860132)
kapvergunningen.fid-46bacc95_15e80894c42_1d82,HZ.014,Dotterbloemstra,Gewone Plataan,Platanus X Hispanica,46,Waardevolle houtopstand,foto/DSC01508.JPG,POINT (52.00982564708061 5.08706388164644)
kapvergunningen.fid-46bacc95_15e80894c42_1d83,HZ.013,Ereprijs,"Gewone,- valse Acacia",Robinia pseudoacacia,53,Waardevolle houtopstand,foto/DSC01506.JPG,POINT (52.00985804888965 5.086025161426319)
kapvergunningen.fid-46bacc95_15e80894c42_1d84,HZ.012,Ereprijs,"Gewone,- valse Acacia",Robinia pseudoacacia,64,Waardevolle houtopstand,foto/DSC01507.JPG,POINT (52.01038839349428 5.086393017998233)
kapvergunningen.fid-46bacc95_15e80894c42_1d85,HZ.011,Klaproosstraat,Gewone Plataan,Platanus X Hispanica,66,Waardevolle houtopstand,foto/DSC01505.JPG,POINT (52.007969910889884 5.083684194630878)
kapvergunningen.fid-46bacc95_15e80894c42_1d86,HZ.010,Klaproosstraat,"Gewone,- valse Acacia",Robinia pseudoacacia,64,Waardevolle houtopstand,foto/DSC01504.JPG,POINT (52.007557703100815 5.084518618530387)
kapvergunningen.fid-46bacc95_15e80894c42_1d87,HZ.009,Ridderspoor,Ruwe Berk,Betula pendula,64,Waardevolle houtopstand,foto/DSC01503.JPG,POINT (52.00738547563723 5.086407335192539)
kapvergunningen.fid-46bacc95_15e80894c42_1d88,HZ.008,Ridderspoor,Gewone Plataan,Platanus X Hispanica,49,Waardevolle houtopstand,foto/DSC01502.JPG,POINT (52.007869960655576 5.086415737205621)
kapvergunningen.fid-46bacc95_15e80894c42_1d89,HZ.007,Korenbloemstraa,Gewone Plataan,Platanus X Hispanica,45,Waardevolle houtopstand,foto/DSC01501.JPG,POINT (52.007443172849484 5.085771936872347)
kapvergunningen.fid-46bacc95_15e80894c42_1d8a,HZ.006,Zilverschoon,Moeras Eik,Quercus palustris,56,Waardevolle houtopstand,foto/DSC01500.JPG,POINT (52.008018078438695 5.085288894985836)
kapvergunningen.fid-46bacc95_15e80894c42_1d8b,HZ.005,Korenbloemstraa,Iep 'Hollandica',Ulmus x hollandica,57,Waardevolle houtopstand,foto/DSC01499.JPG,POINT (52.00837418063501 5.085705963250998)
kapvergunningen.fid-46bacc95_15e80894c42_1d8c,HZ.004,Korenbloemstraa,Gewone Plataan,Platanus X Hispanica,54,Waardevolle houtopstand,foto/DSC01498.JPG,POINT (52.008154771358896 5.086019123206999)
kapvergunningen.fid-46bacc95_15e80894c42_1d8d,HZ.003,Korenbloemstraa,Iep 'Hollandica',Ulmus x hollandica,53,Waardevolle houtopstand,foto/DSC01497.JPG,POINT (52.00820306931553 5.086723555225844)
kapvergunningen.fid-46bacc95_15e80894c42_1d8e,HZ.002,Korenbloemstraa,Gewone Plataan,Platanus X Hispanica,43,Waardevolle houtopstand,foto/DSC01495.JPG,POINT (52.008380071017584 5.086658247550171)
kapvergunningen.fid-46bacc95_15e80894c42_1d8f,HZ.001,Korenbloemstraa,Gewone Plataan,Platanus X Hispanica,39,Evt. Potentiële waardev,foto/DSC01494.JPG,POINT (52.009025065645154 5.0868158091360876)
kapvergunningen.fid-46bacc95_15e80894c42_1d90,LE.001,Nijemonde,Suiker Esdoorn,Acer saccharum,46,Waardevolle houtopstand,foto/DSC01493.JPG,POINT (52.00404240799335 5.085564692125505)
kapvergunningen.fid-46bacc95_15e80894c42_1d91,ZA.015,Iepstraat,Iep 'Hollandica',Ulmus x hollandica,64,Waardevolle houtopstand,foto/DSC01492.JPG,POINT (52.00541970006 5.088503146273514)
kapvergunningen.fid-46bacc95_15e80894c42_1d92,ZA.014,Iepstraat,"Zomer,- inlandse Eik",Quercus robur,56,Waardevolle houtopstand,foto/DSC01490.JPG,POINT (52.006239593034664 5.090347324476589)
kapvergunningen.fid-46bacc95_15e80894c42_1d93,ZA.013,Iepstraat,Iep 'Hollandica',Ulmus x hollandica,64,Waardevolle houtopstand,foto/DSC01489.JPG,POINT (52.00694748009543 5.09090919058376)
kapvergunningen.fid-46bacc95_15e80894c42_1d94,ZA.012,Iepstraat,Iep 'Hollandica',Ulmus x hollandica,72,Monumentale houtopstand,foto/DSC01488.JPG,POINT (52.00669201686476 5.091187598814138)
kapvergunningen.fid-46bacc95_15e80894c42_1d95,ZA.011,Acaciastraat,Gewone Haagbeuk,Carpinus betulus,42,Waardevolle houtopstand,foto/DSC01487.JPG,POINT (52.01108445131832 5.091508178563609)
kapvergunningen.fid-46bacc95_15e80894c42_1d96,ZA.010,Kastanjestraat,Witte Paardenkastanje,Aesculus hippocastanum,45,Waardevolle houtopstand,foto/DSC01486.JPG,POINT (52.011247333565734 5.089801459411182)
kapvergunningen.fid-46bacc95_15e80894c42_1d97,ZA.009,Kastanjestraat,Gewone Plataan,Platanus X Hispanica,57,Waardevolle houtopstand,foto/DSC01485.JPG,POINT (52.01098451364084 5.0900129475857)
kapvergunningen.fid-46bacc95_15e80894c42_1d98,ZA.008,Kastanjestraat,Gewone Plataan,Platanus X Hispanica,32,Normale houtopstand,foto/DSC01484.JPG,POINT (52.01112000977652 5.089212394127991)
kapvergunningen.fid-46bacc95_15e80894c42_1d99,ZA.007,Acaciastraat,Gewone Plataan,Platanus X Hispanica,46,Waardevolle houtopstand,foto/DSC01483.JPG,POINT (52.01016792266514 5.091256415391409)
kapvergunningen.fid-46bacc95_15e80894c42_1d9a,ZA.006,Acaciastraat,Gewone Plataan,Platanus X Hispanica,46,Waardevolle houtopstand,foto/DSC01482.JPG,POINT (52.00953552528477 5.09104648118842)
kapvergunningen.fid-46bacc95_15e80894c42_1d9b,ZA.005,Acaciastraat,Gewone Plataan,Platanus X Hispanica,46,Waardevolle houtopstand,foto/DSC01481.JPG,POINT (52.009665026299096 5.09107475631714)
kapvergunningen.fid-46bacc95_15e80894c42_1d9c,ZA.004,Acaciastraat,Dubbelbloemmige Paardenkastanje,Aesculus hippocastanum 'Baumannii',60,Waardevolle houtopstand,foto/DSC01480.JPG,POINT (52.010756430442115 5.091169507666523)
kapvergunningen.fid-46bacc95_15e80894c42_1d9d,ZA.003,Acaciastraat,Gewone Plataan,Platanus X Hispanica,39,Evt. Potentiële waardev,foto/DSC01479.JPG,POINT (52.01055285955549 5.091352920189425)
kapvergunningen.fid-46bacc95_15e80894c42_1d9e,ZA.002,Acaciastraat,Gewone Plataan,Platanus X Hispanica,39,Evt. Potentiële waardev,foto/DSC01478.JPG,POINT (52.010690245201175 5.091415215100236)
kapvergunningen.fid-46bacc95_15e80894c42_1d9f,ZA.001,Westerstraat,Europese Linde,Tilia europaea,57,Waardevolle houtopstand,foto/DSC01477.JPG,POINT (52.01079507445293 5.09260104766461)
kapvergunningen.fid-46bacc95_15e80894c42_1da0,DO.037,Kerkuil,Zwarte Berk,Betula nigra,,,foto/DSC01583.JPG,POINT (52.0216407787292 5.073639191326739)
kapvergunningen.fid-46bacc95_15e80894c42_1da1,DO.072,Ringfazant,"Gewone,- valse Acacia",Robinia pseudoacacia,56,Waardevolle houtopstand,foto/DSC01616.JPG,POINT (52.02166192746504 5.073200607972658)
