FID,NUMMER,STRAAT,SOORT,NAAM,SCORE,OMSCHRIJVING,FOTO,GEOM
kapvergunningen.fid-46bacc95_15e80894c42_1c37,BN.013,Pauwoogweide,Hartbladige Els,Alnus cordata,64,Waardevolle houtopstand,foto/DSC01787.JPG,POINT (52.045330916037415 5.06899420891097)
kapvergunningen.fid-46bacc95_15e80894c42_1c38,BN.012,Vuurvliegweide,Gewone Plataan,Platanus X Hispanica,60,Waardevolle houtopstand,foto/DSC01786.JPG,POINT (52.04558727714242 5.067407878985806)
kapvergunningen.fid-46bacc95_15e80894c42_1c39,BN.011,Vuurvliegweide,Gewone Plataan,Platanus X Hispanica,60,Waardevolle houtopstand,foto/DSC01785.JPG,POINT (52.04570412079703 5.067407044802031)
kapvergunningen.fid-46bacc95_15e80894c42_1c3a,BN.008,Hagedisweide,"Gewone,- valse Acacia",Robinia pseudoacacia,60,Waardevolle houtopstand,foto/DSC01784.JPG,POINT (52.0448197358105 5.067425019899438)
kapvergunningen.fid-46bacc95_15e80894c42_1c3b,BN.007,Hagedisweide,Goud berk,Betula ermanii,52,Waardevolle houtopstand,foto/DSC01783.JPG,POINT (52.04406655990173 5.067105129649495)
kapvergunningen.fid-46bacc95_15e80894c42_1c3c,BN.006,Ringslangweide,Rode Esdoorn,Acer pseudoplatanus 'Atropurpureum',48,Waardevolle houtopstand,foto/DSC01782.JPG,POINT (52.04191973727503 5.06793254922991)
kapvergunningen.fid-46bacc95_15e80894c42_1c3d,BN.005,Kikvorsweide,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01781.JPG,POINT (52.041231458402876 5.067348604986642)
kapvergunningen.fid-46bacc95_15e80894c42_1c3e,BN.004,Kikvorsweide,Gewone Plataan,Platanus X Hispanica,49,Waardevolle houtopstand,foto/DSC01780.JPG,POINT (52.04112659578191 5.067458669517606)
kapvergunningen.fid-46bacc95_15e80894c42_1c3f,BN.003,Kameraarsweide,Iep 'Hollandica',Ulmus x hollandica,52,Waardevolle houtopstand,foto/DSC01779.JPG,POINT (52.04113399306158 5.070195885756341)
kapvergunningen.fid-46bacc95_15e80894c42_1c40,BN.002,Kameraarsweide,Hartbladige Els,Alnus cordata,56,Waardevolle houtopstand,foto/DSC01778.JPG,POINT (52.04099903605621 5.070145826812477)
kapvergunningen.fid-46bacc95_15e80894c42_1c41,BN.001,Kameraarsweide,Gewone Peer 'Beech Hill',Pyrus commelin 'Beech Hill',52,Waardevolle houtopstand,foto/DSC01777.JPG,POINT (52.04090383297688 5.0705065122602395)
kapvergunningen.fid-46bacc95_15e80894c42_1c42,FO.044,Zoutkamperschan,WEET WEL,WEET WEL,52,Waardevolle houtopstand,foto/DSC01664.JPG,POINT (52.013475100113894 5.092860201298674)
kapvergunningen.fid-46bacc95_15e80894c42_1c43,FO.103,Graaf Ottolaan,Gewone Plataan,Platanus X Hispanica,56,Waardevolle houtopstand,foto/DSC01723.JPG,POINT (52.01332765643452 5.09141035687833)
kapvergunningen.fid-46bacc95_15e80894c42_1c44,FO.102,Graaf Willemlaa,Rode Beuk,Fagus sylvatica 'Atropunicea',61,Waardevolle houtopstand,foto/DSC01722.JPG,POINT (52.011775300871705 5.090657344889901)
kapvergunningen.fid-46bacc95_15e80894c42_1c45,FO.101,Graaf Willemlaa,Piramidale Haagbeuk,Carpinus betulus 'Fastigiata',53,Waardevolle houtopstand,foto/DSC01721.JPG,POINT (52.01193356562595 5.089973155778888)
kapvergunningen.fid-46bacc95_15e80894c42_1c46,FO.100,Graaf Willemlaa,"Spaanse Aak, Veld Esdoorn",Acer campestre,56,Waardevolle houtopstand,foto/DSC01720.JPG,POINT (52.012185520802056 5.090041960168178)
kapvergunningen.fid-46bacc95_15e80894c42_1c47,FO.099,Graaf Willemlaa,Veder Esdoorn,Acer negundo,56,Waardevolle houtopstand,foto/DSC01719.JPG,POINT (52.01201930831936 5.090104921440508)
kapvergunningen.fid-46bacc95_15e80894c42_1c48,FO.098,Graaf Willemlaa,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/,POINT (52.01251499736998 5.090288299718799)
kapvergunningen.fid-46bacc95_15e80894c42_1c49,FO.097,Graaf Willemlaa,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01718.JPG,POINT (52.013140182468035 5.090132669969543)
kapvergunningen.fid-46bacc95_15e80894c42_1c4a,FO.096,Graaf Willemlaa,Gewone Plataan,Platanus X Hispanica,60,Waardevolle houtopstand,foto/DSC01717.JPG,POINT (52.01343043714039 5.090107440621333)
kapvergunningen.fid-46bacc95_15e80894c42_1c4b,FO.095,Graaf Boudewijn,Grootbloemige Trompetboom,Catalpa speciosa,64,Waardevolle houtopstand,foto/DSC01716.JPG,POINT (52.01471467085661 5.092181989124594)
kapvergunningen.fid-46bacc95_15e80894c42_1c4c,FO.094,Graaf Rupertlaa,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01715.JPG,POINT (52.01491439587986 5.089755285202086)
kapvergunningen.fid-46bacc95_15e80894c42_1c4d,FO.093,Graaf Rupertlaa,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01713.JPG,POINT (52.01479369131878 5.089651204534286)
kapvergunningen.fid-46bacc95_15e80894c42_1c4e,FO.092,Vledderschans,Dubbelbloemmige Paardenkastanje,Aesculus hippocastanum 'Baumannii',49,Waardevolle houtopstand,foto/DSC01712.JPG,POINT (52.01626681670649 5.091778457324865)
kapvergunningen.fid-46bacc95_15e80894c42_1c4f,FO.091,Vledderschans,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01711.JPG,POINT (52.01626931558987 5.092058133886886)
kapvergunningen.fid-46bacc95_15e80894c42_1c50,FO.090,Leidseschans,Rode Beuk,Fagus sylvatica 'Atropunicea',69,Monumentale houtopstand,foto/DSC01710.JPG,POINT (52.0158978968098 5.089476353196048)
kapvergunningen.fid-46bacc95_15e80894c42_1c51,FO.089,Graaf Anselmdek,Gewone Plataan,Platanus X Hispanica,56,Waardevolle houtopstand,foto/DSC01709.JPG,POINT (52.015062972449165 5.092724501317648)
kapvergunningen.fid-46bacc95_15e80894c42_1c52,FO.088,Orvelterdek,Gewone Plataan,Platanus X Hispanica,56,Waardevolle houtopstand,foto/DSC01708.JPG,POINT (52.01604060069833 5.092610282347874)
kapvergunningen.fid-46bacc95_15e80894c42_1c53,FO.087,Graaf Woldemarl,Valse Christusdoorn,Gleditsia triacanthos,56,Waardevolle houtopstand,foto/DSC01707.JPG,POINT (52.015293377902154 5.094036396705106)
kapvergunningen.fid-46bacc95_15e80894c42_1c54,FO.086,Graaf Ernstlaan,Sierpeer,Pyrus,60,Waardevolle houtopstand,foto/DSC01706.JPG,POINT (52.01469319017326 5.094729373199834)
kapvergunningen.fid-46bacc95_15e80894c42_1c55,FO.085,Graaf Ferdinand,Gewone Plataan,Platanus X Hispanica,60,Waardevolle houtopstand,foto/DSC01705.JPG,POINT (52.01331366580102 5.094805873220441)
kapvergunningen.fid-46bacc95_15e80894c42_1c56,FO.084,Graaf Leopoldla,Gewone Plataan,Platanus X Hispanica,56,Waardevolle houtopstand,foto/DSC01704.JPG,POINT (52.01260835660672 5.094188497808966)
kapvergunningen.fid-46bacc95_15e80894c42_1c57,FO.083,Graaf Leopoldla,Gewone Plataan,Platanus X Hispanica,53,Waardevolle houtopstand,foto/DSC01703.JPG,POINT (52.01230815201837 5.094550241159274)
kapvergunningen.fid-46bacc95_15e80894c42_1c58,FO.082,Gravin Sophiala,"Spaanse Aak, Veld Esdoorn",Acer campestre,60,Waardevolle houtopstand,foto/DSC01702.JPG,POINT (52.01301083199036 5.095475045845907)
kapvergunningen.fid-46bacc95_15e80894c42_1c59,FO.081,Gravin Adelheid,"Gewone,- valse Acacia",Robinia pseudoacacia,57,Waardevolle houtopstand,foto/DSC01701.JPG,POINT (52.01300812816752 5.096281973508666)
kapvergunningen.fid-46bacc95_15e80894c42_1c5a,FO.080,Gravin Amaliala,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01700.JPG,POINT (52.01466482853671 5.095627370603892)
kapvergunningen.fid-46bacc95_15e80894c42_1c5b,FO.079,Gravin Catharin,Gewone Plataan,Platanus X Hispanica,60,Waardevolle houtopstand,foto/DSC01699.JPG,POINT (52.01469896012396 5.095981122673162)
kapvergunningen.fid-46bacc95_15e80894c42_1c5c,FO.078,Alkemaderschans,Rode Beuk,Fagus sylvatica 'Atropunicea',77,Monumentale houtopstand,foto/DSC01698.JPG,POINT (52.020263415336665 5.0952048882471255)
kapvergunningen.fid-46bacc95_15e80894c42_1c5d,FO.077,Beringerschans,Hartbladige Els,Alnus cordata,56,Waardevolle houtopstand,foto/DSC01697.JPG,POINT (52.02008913067954 5.0952395312053795)
kapvergunningen.fid-46bacc95_15e80894c42_1c5e,FO.076,Beringerschans,Hartbladige Els,Alnus cordata,64,Waardevolle houtopstand,foto/DSC01696.JPG,POINT (52.01958328888547 5.095317124541848)
kapvergunningen.fid-46bacc95_15e80894c42_1c5f,FO.075,Beringerschans,Rode Beuk,Fagus sylvatica 'Atropunicea',77,Monumentale houtopstand,foto/DSC01695.JPG,POINT (52.01924621255418 5.095309121390859)
kapvergunningen.fid-46bacc95_15e80894c42_1c60,FO.074,Deventerschans,Gewone Plataan,Platanus X Hispanica,48,Waardevolle houtopstand,foto/DSC01694.JPG,POINT (52.01871366279853 5.095490320089897)
kapvergunningen.fid-46bacc95_15e80894c42_1c61,FO.073,Deventerschans,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01693.JPG,POINT (52.0190213708587 5.095616518337346)
kapvergunningen.fid-46bacc95_15e80894c42_1c62,FO.072,Alkemaderschans,Gewone Plataan,Platanus X Hispanica,48,Waardevolle houtopstand,foto/DSC01692.JPG,POINT (52.02122063628131 5.097015401560477)
kapvergunningen.fid-46bacc95_15e80894c42_1c63,FO.071,Alkemaderschans,Gewone Es,Fraxcinus excelsior,48,Waardevolle houtopstand,foto/DSC01691.JPG,POINT (52.020911620293596 5.0959946685030495)
kapvergunningen.fid-46bacc95_15e80894c42_1c64,FO.070,Nijkerkerschans,"Zoete Kers, kriek",Prunus avium,60,Waardevolle houtopstand,foto/DSC01690.JPG,POINT (52.0206352967873 5.0962018830584315)
kapvergunningen.fid-46bacc95_15e80894c42_1c65,FO.069,Deventerschans,Zachte Berk,Betula pubescens,48,Waardevolle houtopstand,foto/DSC01689.JPG,POINT (52.019485562423895 5.09614233163448)
kapvergunningen.fid-46bacc95_15e80894c42_1c66,FO.068,Deventerschans,Gewone Plataan,Platanus X Hispanica,60,Waardevolle houtopstand,foto/DSC01688.JPG,POINT (52.019575026184484 5.096336967583859)
kapvergunningen.fid-46bacc95_15e80894c42_1c67,FO.067,Kootwijkerschan,"Zomer,- inlandse Eik",Quercus robur,56,Waardevolle houtopstand,foto/DSC01687.JPG,POINT (52.018941779190975 5.095985226507061)
kapvergunningen.fid-46bacc95_15e80894c42_1c68,FO.066,Kootwijkerschan,"Zomer,- inlandse Eik",Quercus robur,64,Waardevolle houtopstand,foto/DSC01686.JPG,POINT (52.018411449711174 5.096131823481359)
kapvergunningen.fid-46bacc95_15e80894c42_1c69,FO.065,Kootwijkerschan,Europese Linde,Tilia europaea,48,Waardevolle houtopstand,foto/DSC01685.JPG,POINT (52.01793024797083 5.09599655277708)
kapvergunningen.fid-46bacc95_15e80894c42_1c6a,FO.064,Diemerschans,Veder Esdoorn,Acer negundo,48,Waardevolle houtopstand,foto/DSC01684.JPG,POINT (52.01769573217438 5.097119797145348)
kapvergunningen.fid-46bacc95_15e80894c42_1c6b,FO.063,Diemerschans,Gewone Haagbeuk,Carpinus betulus,76,Monumentale houtopstand,foto/DSC01683.JPG,POINT (52.01841781882214 5.097005179760246)
kapvergunningen.fid-46bacc95_15e80894c42_1c6c,FO.062,Deventerschans,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01682.JPG,POINT (52.019669084099725 5.097028868851514)
kapvergunningen.fid-46bacc95_15e80894c42_1c6d,FO.061,Deventerschans,Rode Esdoorn,Acer pseudoplatanus 'Atropurpureum',56,Waardevolle houtopstand,foto/DSC01681.JPG,POINT (52.01979443315108 5.096957618488926)
kapvergunningen.fid-46bacc95_15e80894c42_1c6e,FO.060,Deventerschans,Rode Esdoorn,Acer pseudoplatanus 'Atropurpureum',56,Waardevolle houtopstand,foto/DSC01680.JPG,POINT (52.01952913954011 5.096922218925625)
kapvergunningen.fid-46bacc95_15e80894c42_1c6f,FO.059,Lemsterschans,Veder Esdoorn,Acer negundo,60,Waardevolle houtopstand,foto/DSC01679.JPG,POINT (52.01643304509106 5.096557993370041)
kapvergunningen.fid-46bacc95_15e80894c42_1c70,FO.058,Hattemerschans,Sierpeer,Pyrus,56,Waardevolle houtopstand,foto/DSC01678.JPG,POINT (52.016540984986584 5.093042563519143)
kapvergunningen.fid-46bacc95_15e80894c42_1c71,FO.057,Hattemerschans,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01677.JPG,POINT (52.01690089926931 5.093742355116931)
kapvergunningen.fid-46bacc95_15e80894c42_1c72,FO.056,Hattemerschans,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01675.JPG,POINT (52.01689060329735 5.093217990843169)
kapvergunningen.fid-46bacc95_15e80894c42_1c73,FO.055,Abstederschans,Noorse Bol Esdoorn,Acer platanoides 'Globosum',48,Waardevolle houtopstand,foto/DSC01676.JPG,POINT (52.01644467745502 5.093893928809928)
kapvergunningen.fid-46bacc95_15e80894c42_1c74,FO.054,Abstederschans,Gewone Plataan,Platanus X Hispanica,56,Waardevolle houtopstand,foto/DSC01674.JPG,POINT (52.016732975536 5.093804637748992)
kapvergunningen.fid-46bacc95_15e80894c42_1c75,FO.053,Abstederschans,Gewone Plataan,Platanus X Hispanica,60,Waardevolle houtopstand,foto/DSC01673.JPG,POINT (52.01719402962962 5.093908996995698)
kapvergunningen.fid-46bacc95_15e80894c42_1c76,FO.052,Leusderschans,"Gewone,- valse Acacia",Robinia pseudoacacia,68,Monumentale houtopstand,foto/DSC01672.JPG,POINT (52.0170621265976 5.094239511766924)
kapvergunningen.fid-46bacc95_15e80894c42_1c77,FO.051,Drunenseschans,"Zoete Kers, kriek",Prunus avium,40,Evt. Potentiële waardev,foto/DSC01671.JPG,POINT (52.01768153928042 5.09392954027505)
kapvergunningen.fid-46bacc95_15e80894c42_1c78,FO.050,Drunenseschans,"Zoete Kers, kriek",Prunus avium,40,Evt. Potentiële waardev,foto/DSC01670.JPG,POINT (52.017406791591505 5.093208378957801)
kapvergunningen.fid-46bacc95_15e80894c42_1c79,FO.049,Drunenseschans,Valse Christusdoorn,Gleditsia triacanthos,56,Waardevolle houtopstand,foto/DSC01669.JPG,POINT (52.01794001891392 5.093416516558852)
kapvergunningen.fid-46bacc95_15e80894c42_1c7a,FO.048,Drunenseschans,Els 'Spaeth',Alnus spaethii 'Spaeth',64,Waardevolle houtopstand,foto/DSC01668.JPG,POINT (52.017834688609994 5.0929889119020535)
kapvergunningen.fid-46bacc95_15e80894c42_1c7b,FO.047,Hoornseschans,"Hollandse,- gewone Linde 'Euchlo",Tilia europaea 'Euchlora',64,Waardevolle houtopstand,foto/DSC01667.JPG,POINT (52.01713608487438 5.092540443274048)
kapvergunningen.fid-46bacc95_15e80894c42_1c7c,FO.046,Leeksterschans,Himalaja Berk,Betula utilis,52,Waardevolle houtopstand,foto/DSC01666.JPG,POINT (52.01738966126565 5.09190436407305)
kapvergunningen.fid-46bacc95_15e80894c42_1c7d,FO.045,Leeksterschans,Gewone Es,Fraxcinus excelsior,52,Waardevolle houtopstand,foto/DSC01665.JPG,POINT (52.01760514246221 5.09163295513988)
kapvergunningen.fid-46bacc95_15e80894c42_1c7e,FO.043,Meppelerschans,"Zomer,- inlandse Eik",Quercus robur,56,Waardevolle houtopstand,foto/DSC01663.JPG,POINT (52.01814251383525 5.090651648691912)
kapvergunningen.fid-46bacc95_15e80894c42_1c7f,FO.042,Ruinerschans,Amerikaanse Es,Fraxinus americana,40,Evt. Potentiële waardev,foto/DSC01662.JPG,POINT (52.017711909515235 5.09070212509538)
kapvergunningen.fid-46bacc95_15e80894c42_1c80,FO.041,Meppelerschans,Dubbelbloemmige Paardenkastanje,Aesculus hippocastanum 'Baumannii',48,Waardevolle houtopstand,foto/DSC01661.JPG,POINT (52.018586940454135 5.090457866762887)
kapvergunningen.fid-46bacc95_15e80894c42_1c81,FO.040,Gilzerschans,Gewone Plataan,Platanus X Hispanica,44,Waardevolle houtopstand,foto/DSC01660.JPG,POINT (52.01983136547677 5.089928076935452)
kapvergunningen.fid-46bacc95_15e80894c42_1c82,FO.039,Zoutkamperschan,meerdere,meerdere,64,Waardevolle houtopstand,foto/DSC01659.JPG,POINT (52.01925163983701 5.0903120226278595)
kapvergunningen.fid-46bacc95_15e80894c42_1c83,FO.038,Muiderschans,Gewone Plataan,Platanus X Hispanica,60,Waardevolle houtopstand,foto/DSC01658.JPG,POINT (52.018762019922946 5.090739330103857)
kapvergunningen.fid-46bacc95_15e80894c42_1c84,FO.037,Muiderschans,Gewone Plataan,Platanus X Hispanica,44,Waardevolle houtopstand,foto/DSC01657.JPG,POINT (52.01858295774613 5.091375683297789)
kapvergunningen.fid-46bacc95_15e80894c42_1c85,FO.036,Muiderschans,Valse Christusdoorn,Gleditsia triacanthos,40,Evt. Potentiële waardev,foto/DSC01656.JPG,POINT (52.01875541601804 5.091525222097805)
kapvergunningen.fid-46bacc95_15e80894c42_1c86,FO.035,Noordwijkerscha,Gewone Plataan,Platanus X Hispanica,64,Waardevolle houtopstand,foto/DSC01655.JPG,POINT (52.019222970109595 5.09247282385935)
kapvergunningen.fid-46bacc95_15e80894c42_1c87,FO.034,Muiderschans,Himalaja Berk,Betula utilis,52,Waardevolle houtopstand,foto/DSC01654.JPG,POINT (52.02039365827559 5.091322963546079)
kapvergunningen.fid-46bacc95_15e80894c42_1c88,FO.033,Muiderschans,Sierpeer,Pyrus,45,Waardevolle houtopstand,foto/DSC01653.JPG,POINT (52.02008792822016 5.0913879331417915)
kapvergunningen.fid-46bacc95_15e80894c42_1c89,FO.032,Muiderschans,Piramidale Eik 'Fastigiata Koste,Quercus robur 'Fastigiata Koster',53,Waardevolle houtopstand,foto/DSC01652.JPG,POINT (52.01983749366551 5.090933263222962)
kapvergunningen.fid-46bacc95_15e80894c42_1c8a,FO.031,Muiderschans,Els 'Spaeth',Alnus spaethii 'Spaeth',64,Waardevolle houtopstand,foto/DSC01651.JPG,POINT (52.020567473988585 5.0907934182981265)
kapvergunningen.fid-46bacc95_15e80894c42_1c8b,FO.030,Biltseveste,Gewone Plataan,Platanus X Hispanica,60,Waardevolle houtopstand,foto/DSC01650.JPG,POINT (52.02474208987174 5.095152400510469)
kapvergunningen.fid-46bacc95_15e80894c42_1c8c,FO.029,Eperveste,Gele treurwilg,Salix sepulcralis 'Chrysocoma',48,Waardevolle houtopstand,foto/DSC01649.JPG,POINT (52.025240612543165 5.094661048556365)
kapvergunningen.fid-46bacc95_15e80894c42_1c8d,FO.028,Bergerveste,Gewone Plataan,Platanus X Hispanica,64,Waardevolle houtopstand,foto/DSC01648.JPG,POINT (52.025078948362044 5.094321661843457)
kapvergunningen.fid-46bacc95_15e80894c42_1c8e,FO.027,Biltseveste,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01647.JPG,POINT (52.02465110696388 5.094708606213548)
kapvergunningen.fid-46bacc95_15e80894c42_1c8f,FO.026,Biltseveste,Gewone Plataan,Platanus X Hispanica,48,Waardevolle houtopstand,foto/DSC01646.JPG,POINT (52.02422557908842 5.094552570718015)
kapvergunningen.fid-46bacc95_15e80894c42_1c90,FO.025,Biltseveste,Goud berk,Betula ermanii,60,Waardevolle houtopstand,foto/DSC01645.JPG,POINT (52.02444471318534 5.094663989769973)
kapvergunningen.fid-46bacc95_15e80894c42_1c91,FO.024,Jisperveste,Gewone Plataan,Platanus X Hispanica,48,Waardevolle houtopstand,foto/DSC01644.JPG,POINT (52.024163543428514 5.093823023208748)
kapvergunningen.fid-46bacc95_15e80894c42_1c92,FO.023,Olsterveste,Els 'Spaeth',Alnus spaethii 'Spaeth',48,Waardevolle houtopstand,foto/DSC01643.JPG,POINT (52.022951749210534 5.092666849931129)
kapvergunningen.fid-46bacc95_15e80894c42_1c93,FO.022,Zwolseveste,Gewone Plataan,Platanus X Hispanica,49,Waardevolle houtopstand,foto/DSC01642.JPG,POINT (52.02275491020051 5.091785673280377)
kapvergunningen.fid-46bacc95_15e80894c42_1c94,FO.021,Zwolseveste,Gewone Plataan,Platanus X Hispanica,45,Waardevolle houtopstand,foto/DSC01641.JPG,POINT (52.02228525012622 5.091759191002972)
kapvergunningen.fid-46bacc95_15e80894c42_1c95,FO.020,Zwolseveste,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01640.JPG,POINT (52.02193422683249 5.092283081430617)
kapvergunningen.fid-46bacc95_15e80894c42_1c96,FO.019,Zwolseveste,Zwarte els,Alnus glutinosa 'laciniata',56,Waardevolle houtopstand,foto/DSC01639.JPG,POINT (52.0221417808388 5.092254034317895)
kapvergunningen.fid-46bacc95_15e80894c42_1c97,FO.018,Zwolseveste,Zuilvormige beuk,Fagus sylvatica 'Dawyck',61,Waardevolle houtopstand,foto/DSC01638.JPG,POINT (52.02196805504823 5.092511595276922)
kapvergunningen.fid-46bacc95_15e80894c42_1c98,FO.017,Zwolseveste,Zuilvormige beuk,Fagus sylvatica 'Dawyck',61,Waardevolle houtopstand,foto/DSC01637.JPG,POINT (52.022115221640306 5.09241592769989)
kapvergunningen.fid-46bacc95_15e80894c42_1c99,FO.016,Baarnseveste,Piramidale Eik 'Fastigiata Koste,Quercus robur 'Fastigiata Koster',50,Waardevolle houtopstand,foto/DSC01636.JPG,POINT (52.02175247797983 5.093286633145867)
kapvergunningen.fid-46bacc95_15e80894c42_1c9a,FO.015,Kamperveste,Hartbladige Els,Alnus cordata,64,Waardevolle houtopstand,foto/DSC01635.JPG,POINT (52.02291765279961 5.093686392626354)
kapvergunningen.fid-46bacc95_15e80894c42_1c9b,FO.014,Kamperveste,Piramidale Eik 'Fastigiata Koste,Quercus robur 'Fastigiata Koster',69,Monumentale houtopstand,foto/DSC01634.JPG,POINT (52.02247481793919 5.094244931724649)
kapvergunningen.fid-46bacc95_15e80894c42_1c9c,FO.013,IJlsterveste,Dubbelbloemmige Paardenkastanje,Aesculus hippocastanum 'Baumannii',52,Waardevolle houtopstand,foto/DSC01633.JPG,POINT (52.0220911461924 5.095018151776788)
kapvergunningen.fid-46bacc95_15e80894c42_1c9d,FO.012,Soesterveste,"Hollandse,- gewone Linde 'Euchlo",Tilia europaea 'Euchlora',56,Waardevolle houtopstand,foto/DSC01632.JPG,POINT (52.02332464864083 5.097332511553609)
kapvergunningen.fid-46bacc95_15e80894c42_1c9e,FO.011,Naarderveste,Noorse Esdoorn,Acer platanoides,49,Waardevolle houtopstand,foto/DSC01631.JPG,POINT (52.023920136410176 5.096429702148836)
kapvergunningen.fid-46bacc95_15e80894c42_1c9f,FO.010,Veerseveste,Katzuraboom,Cercidiphyllum japonicum,61,Waardevolle houtopstand,foto/DSC01630.JPG,POINT (52.024118318781106 5.096609083241437)
kapvergunningen.fid-46bacc95_15e80894c42_1ca0,FO.009,Snekerveste,Noorse Esdoorn,Acer platanoides,57,Waardevolle houtopstand,foto/DSC01629.JPG,POINT (52.024959863505465 5.096347192446544)
kapvergunningen.fid-46bacc95_15e80894c42_1ca1,FO.008,Veerseveste,"Spaanse Aak, Veld Esdoorn",Acer campestre,61,Waardevolle houtopstand,foto/DSC01628.JPG,POINT (52.02476953328875 5.096435848128988)
kapvergunningen.fid-46bacc95_15e80894c42_1ca2,FO.007,Snekerveste,Noorse Esdoorn,Acer platanoides,49,Waardevolle houtopstand,foto/DSC01627.JPG,POINT (52.02483050481097 5.0978356417275155)
kapvergunningen.fid-46bacc95_15e80894c42_1ca3,FO.006,Snekerveste,Noorse Esdoorn,Acer platanoides,57,Waardevolle houtopstand,foto/DSC01626.JPG,POINT (52.024825533761664 5.09727618104774)
kapvergunningen.fid-46bacc95_15e80894c42_1ca4,FO.005,Weesperveste,Valse Christusdoorn,Gleditsia triacanthos,53,Waardevolle houtopstand,foto/DSC01625.JPG,POINT (52.02554445685156 5.0954036108196235)
kapvergunningen.fid-46bacc95_15e80894c42_1ca5,FO.004,Weesperveste,Gewone Wilg,Salix alba,68,Monumentale houtopstand,foto/DSC01624.JPG,POINT (52.0253965622557 5.095206417399315)
kapvergunningen.fid-46bacc95_15e80894c42_1ca6,FO.003,Wormerveste,Gewone Plataan,Platanus X Hispanica,46,Waardevolle houtopstand,foto/DSC01623.JPG,POINT (52.02592582693711 5.095650394047495)
kapvergunningen.fid-46bacc95_15e80894c42_1ca7,FO.002,Balksterveste,Valse Christusdoorn,Gleditsia triacanthos,52,Waardevolle houtopstand,foto/,POINT (52.02586456861292 5.096912483837855)
