Jaar;Ketennationaliteit;Aantal unieke vreemdelingen
2020;Rwandese;3
2020;Saint Luciaanse;2
2020;Salvadoraanse;12
2020;Saoedi-Arabische;7
2020;Senegalese;40
2020;Servische;45
2020;Sierra Leoonse;78
2020;Soedanese;111
2020;Somalische;103
2020;Spaanse;2
2020;Sri Lankaanse;12
2020;Staatloos;128
2020;Surinaamse;4
2020;Syrische;1831
2020;Tadzjiekse;8
2020;Taiwanese;1
2020;Tanzaniaanse;5
2020;Tsjadische;5
2020;Tunesische;185
2020;Turkse;224
2020;Ugandese;65
2020;Uruguayaanse;2
2020;Venezolaanse;54
2020;Vietnamese;4
2020;Zambiaanse;2
2020;Zimbabwaanse;6
2020;Zuid-Afrikaanse;2
2020;Zuid-Soedanese;2
