OBJECTID,NAAM,DETAIL,CATEGORIE,MUTATIEDATUM,KIJKHOEK,BOOGSTRAAL,GEOSUBCODE_PVR,KM_GEOCODE_PVR,SPOORNAAM_PVR,GEOSUBCODE,KM_GEOCODE,SPOORNAAM,SPOORTAK_AFSTAND,RECHTSTAND,BINNENZIJDEBOOG,KWALITEIT,X,Y,Z,PROCESSTATUS,OBSTAKEL_ID,RECHTSTAND_VERTICAAL,SNELHEID,POSITIONELE_NAUWKEURIGHEID_MM,REF_FUNC_SPOORTAK_NAAM_LANG,VERKANTING,BOOGSTRAAL_VERTICAAL,MEETDATUM,REF_FUNCTIONELE_SPOORTAK_PUIC
926,550-2015-51-0210,,Kast,2016/07/18 13:48:05+00,0,0,550__,26.104,57,550__,26.105815,57,0.01096621,Y,N,Middel,181949.54688,578855.6875,0,Definitief,20910,,,250,550_109AR_26.0,,,2016/07/18 10:13:29+00,3bffb9f1-d0e2-4c01-a236-0cb65b81423b
927,550-2015-51-0211,,Perronobstakel,2016/07/18 13:50:33+00,0,0,550__,26.089,55a,550__,26.076598,55,0.19408255,Y,N,Middel,181929.54688,578861,0,Definitief,20911,,,250,550_95L_25.8,,,2016/07/18 13:48:23+00,b7b4ef7a-ff15-41f9-9f4c-59234fa322f1
928,550-2015-51-0212,,Perronobstakel,2016/07/18 13:53:50+00,0,0,550__,26.038,55a,550__,26.030781,55,0.01930003,Y,N,Middel,181880.78125,578851.1875,0,Definitief,20912,,,250,550_95L_25.8,,,2016/07/18 13:52:15+00,b7b4ef7a-ff15-41f9-9f4c-59234fa322f1
929,550-2015-51-0213,,Perronoverkapping,2016/07/18 14:35:33+00,0,0,550__,26.044,55a,550__,26.036652,55,0.03423555,Y,N,Middel,181887.03125,578852.4375,0,Definitief,20913,,,250,550_95L_25.8,,,2016/07/18 14:34:18+00,b7b4ef7a-ff15-41f9-9f4c-59234fa322f1
930,550-2015-51-0215,112,Lichtsein,2016/07/18 14:45:51+00,0,0,550__,25.9,55a,550__,25.900019,55,0.02594569,Y,N,Middel,181748.10938,578824.5625,0,Definitief,20915,,,250,550_95L_25.8,,,2016/07/18 14:44:03+00,b7b4ef7a-ff15-41f9-9f4c-59234fa322f1
931,550-2015-51-0196,,Perronobstakel,2016/07/18 14:48:45+00,0,0,550__,26.365,55b,550__,26.364396,,,Y,N,Middel,182201.23438,578924.125,0,Definitief,20916,,,250,,,,2016/07/18 14:47:13+00,
932,550-2015-51-0199,,Perronobstakel,2016/07/19 08:24:31+00,0,2800,550__,26.315,55b,550__,26.315231,,,N,Y,Middel,182153.125,578908.1875,0,Definitief,20917,,,250,,,,2016/07/19 08:13:05+00,
933,550-2015-51-0201,,Perronobstakel,2016/07/19 09:39:23+00,0,400,550__,26.286,55b,550__,26.285158,,,N,Y,Middel,182124.85938,578900.125,0,Definitief,20918,,,250,,,,2016/07/19 08:27:19+00,
934,550-2015-51-0203,,Perronobstakel,2016/07/19 09:45:25+00,0,400,550__,26.264,55b,550__,26.265286,,,N,N,Middel,182104.3125,578895.6875,0,Definitief,20920,,,250,,,,2016/07/19 09:42:01+00,
935,550-2015-51-0205,,Perronoverkapping,2016/07/19 10:03:46+00,0,400,550__,26.269,55b,550__,26.268907,,,N,Y,Middel,182108.03125,578896.625,0,Definitief,20921,,,250,,,,2016/07/19 10:00:53+00,
936,550-2015-51-0166,120,Lichtsein,2016/07/19 10:27:30+00,0,3700,550__,25.952,53,550__,25.952222,53,0.01140023,N,N,Middel,181796.82813,578851.25,0,Definitief,20922,,,250,550_101BV_25.9,,,2016/07/19 10:26:00+00,958d1c9d-adf0-460d-90ee-ba5eaf42146f
937,550-2015-51-0167,,Bord,2016/07/19 10:29:19+00,0,0,550__,26.06,57,550__,26.053696,57,0.01821119,Y,N,Middel,181906.92188,578847.125,0,Definitief,20923,,,250,550_109AR_26.0,,,2016/07/19 10:27:45+00,3bffb9f1-d0e2-4c01-a236-0cb65b81423b
938,550-2015-51-0168,,Bord,2016/07/19 10:35:59+00,0,0,550__,26.059,56a,550__,26.053547,56a,0.05168883,Y,N,Middel,181905.89063,578851.5625,0,Definitief,20924,,,250,550_109BV_26.0,,,2016/07/19 10:34:17+00,96968a3c-a325-4ae0-ba8b-9731649530b7
939,550-2015-51-0169,,Bord,2016/07/19 10:37:46+00,0,0,550__,26.059,56a,550__,26.053295,56a,0.04231787,Y,N,Middel,181905.625,578851.5,0,Definitief,20925,,,250,550_109BV_26.0,,,2016/07/19 10:36:21+00,96968a3c-a325-4ae0-ba8b-9731649530b7
940,550-2015-51-0170,,Bord,2016/07/19 10:43:12+00,0,0,550__,26.062,55a,550__,26.053171,55,0.12222686,Y,N,Middel,181904.60938,578856,0,Definitief,20926,,,250,550_95L_25.8,,,2016/07/19 10:41:49+00,b7b4ef7a-ff15-41f9-9f4c-59234fa322f1
941,550-2015-51-0171,,Kast,2016/07/19 10:58:00+00,0,0,550__,26.187,57,550__,26.191515,57,0.02362603,Y,N,Middel,182029.10938,578871.5,0,Definitief,20927,,,250,550_109AR_26.0,,,2016/07/19 10:56:24+00,3bffb9f1-d0e2-4c01-a236-0cb65b81423b
942,550-2015-51-0172,142,Lichtsein,2016/07/19 11:00:27+00,0,1600,550__,26.196,55a,550__,26.196077,55,0.00283424,N,N,Middel,182032.875,578881.4375,0,Definitief,20928,,,250,550_95L_25.8,,,2016/07/19 10:58:16+00,b7b4ef7a-ff15-41f9-9f4c-59234fa322f1
943,550-2015-51-0173,144,Lichtsein,2016/07/19 11:02:32+00,0,0,550__,26.19,56a,550__,26.192417,56a,0.05547356,Y,N,Middel,182029.67188,578876.125,0,Definitief,20929,,,250,550_109BV_26.0,,,2016/07/19 11:00:49+00,96968a3c-a325-4ae0-ba8b-9731649530b7
944,550-2015-51-0177,,Kast,2016/07/19 14:03:37+00,0,180,550__,26.218,145a,550__,26.217839,s56a-w143R,0.01445575,N,N,Middel,182055.96875,578881.4375,0,Definitief,20930,,,250,550_109BV_26.0,,,2016/07/19 11:02:46+00,96968a3c-a325-4ae0-ba8b-9731649530b7
945,550-2015-51-0178,,Kast,2016/07/19 14:06:18+00,0,180,550__,26.249,143b,550__,26.249019,143,0.06828665,N,N,Middel,182088.29688,578887.9375,0,Definitief,20931,,,250,550_109BV_26.0,,,2016/07/19 14:03:49+00,96968a3c-a325-4ae0-ba8b-9731649530b7
946,550-2015-51-0179,,Kast,2016/07/19 14:16:25+00,0,500,550__,26.267,56b,550__,26.266395,w143V-s56b,0.08742157,N,N,Middel,182106.3125,578891.5625,0,Definitief,20932,,,250,550_143V_26.3,,,2016/07/19 14:14:33+00,4a007a6f-8ada-4fcd-88d3-656bce15d6ba
947,550-2015-51-0180,146,Lichtsein,2016/07/19 14:18:28+00,0,400,550__,26.272,55b,550__,26.27197,,,N,N,Middel,182111.23438,578897.125,0,Definitief,20933,,,250,,,,2016/07/19 14:16:39+00,
948,550-2015-51-0181,,Kast,2016/07/19 14:21:38+00,0,3000,550__,26.317,55b,550__,26.316501,,,N,N,Middel,182154.35938,578908.625,0,Definitief,20934,,,250,,,,2016/07/19 14:19:15+00,
949,550-2015-51-0182,,Kast,2016/07/19 14:28:05+00,0,0,550__,26.339,55b,550__,26.33895,,,Y,N,Middel,182176.375,578915.75,0,Definitief,20935,,,250,,,,2016/07/19 14:26:22+00,
950,550-2015-51-0183,,Perronobstakel,2016/07/19 14:29:36+00,0,0,550__,26.4,58,550__,26.399659,,,Y,N,Middel,182232.625,578945.4375,0,Definitief,20936,,,250,,,,2016/07/19 14:28:22+00,
951,550-2015-51-0184,,Perronobstakel,2016/07/19 14:31:20+00,0,0,550__,26.456,58,550__,26.457081,,,Y,N,Middel,182287.20313,578960,0,Definitief,20937,,,250,,,,2016/07/19 14:30:00+00,
952,550-2015-51-0185,152,Lichtsein,2016/07/19 14:33:27+00,0,0,550__,26.466,58,550__,26.4661,,,Y,N,Middel,182296.35938,578962.0625,0,Definitief,20938,,,250,,,,2016/07/19 14:31:34+00,
953,550-2015-51-0188,160,Lichtsein,2016/07/19 14:46:36+00,0,0,550__,26.58,lk,550__,26.579427,s58-w157R,0.02186051,Y,N,Middel,182408.84375,578987.75,0,Definitief,20940,,,250,550_157R_26.7,,,2016/07/19 14:44:38+00,e0b5cac7-2556-4c5d-bd7d-a908ad700549
954,550-2015-51-0190,148R,Lichtsein,2016/07/19 14:50:43+00,0,180,550__,26.466,55b,550__,26.465369,,,N,N,Middel,182297.6875,578956.75,0,Definitief,20942,,,250,,,,2016/07/19 14:48:34+00,
955,550-2015-51-0191,,Perronobstakel,2016/07/19 14:56:17+00,0,1700,550__,26.432,55b,550__,26.431246,,,N,Y,Middel,182265.40625,578945.5625,0,Definitief,20943,,,250,,,,2016/07/19 14:50:56+00,
956,550-2015-51-0192,154,Lichtsein,2016/07/19 14:58:26+00,0,300,550__,26.433,56b,550__,26.432244,,,N,Y,Middel,182267.70313,578942.0625,0,Definitief,20944,,,250,,,,2016/07/19 14:56:34+00,
957,550-2015-51-0193,,Kast,2016/07/19 15:00:19+00,0,300,550__,26.422,56b,550__,26.420728,,,N,Y,Middel,182256.85938,578938.4375,0,Definitief,20945,,,250,,,,2016/07/19 14:58:38+00,
958,550-2015-51-0194,,Perronobstakel,2016/07/19 15:01:52+00,0,0,550__,26.405,55b,550__,26.40367,,,Y,N,Middel,182239.42188,578936.9375,0,Definitief,20946,,,250,,,,2016/07/19 15:00:32+00,
959,550-2015-51-0195,,Kast,2016/07/19 15:04:05+00,0,0,550__,26.381,56b,550__,26.379538,,,Y,N,Middel,182217.34375,578924.9375,0,Definitief,20947,,,250,,,,2016/07/19 15:02:04+00,
960,550-2016-03-0245,,Kast,2016/07/20 08:44:54+00,0,0,550__,25.946,42,550__,25.946767,42,0.0246569,Y,N,Middel,181799.54688,578813.6875,0,Definitief,20948,,,250,550_911L_25.9,,,2016/07/20 08:41:36+00,68b5ba05-ac86-4fc7-8727-ce17f561ecf5
961,550-2016-03-0246,112,Lichtsein,2016/07/20 08:48:53+00,0,0,550__,25.9,56a,550__,25.899953,56a,0.01633999,Y,N,Middel,181748.98438,578820.3125,0,Definitief,20949,,,250,550_95R_25.8,,,2016/07/20 08:47:14+00,52ec7a86-5c45-4ad6-a3de-5f687346fbe6
962,550-2016-03-0247,114,Lichtsein,2016/07/20 08:53:13+00,0,0,550__,25.9,55a,550__,25.899709,w95L-s55,0.02494959,Y,N,Middel,181747.79688,578824.5,0,Definitief,20950,,,250,550_95L_25.8,,,2016/07/20 08:49:07+00,b7b4ef7a-ff15-41f9-9f4c-59234fa322f1
963,550-2016-03-0248,,Hekwerk,2016/07/20 09:05:26+00,0,0,550__,25.725,35,550__,25.724656,35,0.02164927,Y,N,Middel,181579.84375,578770.0625,0,Definitief,20951,,,250,550_942R_25.5,,,2016/07/20 09:03:06+00,6f7fefba-ef0c-4a74-9878-1b0f8a3ef274
964,550-2016-03-0250,,Kast,2016/07/20 09:08:04+00,0,0,550__,25.816,31,550__,25.815858,31,0.07191246,Y,N,Middel,181666.10938,578805.5625,0,Definitief,20952,,,250,550_908L_25.7,,,2016/07/20 09:05:39+00,a65344f4-fb68-4550-a277-e842c899292f
965,550-2016-03-0251,,Kast,2016/07/20 09:11:46+00,0,0,550__,25.815,32,550__,25.814829,32,0.01776379,Y,N,Middel,181666.0625,578801.0625,0,Definitief,20953,,,250,550_908R_25.7,,,2016/07/20 09:10:09+00,4202116f-ed05-4fb9-b61b-be51db40687a
966,550-2016-03-0252,,Kast,2016/07/20 09:20:14+00,0,0,550__,25.792,93a,550__,25.79219,93A,0.05373786,Y,N,Middel,181640.6875,578810.4375,0,Definitief,20954,,,250,550_91T_25.8,,,2016/07/20 09:18:25+00,6198a512-6fd7-4135-991f-b753cfc31e9b
967,550-2016-03-0253,,Kast,2016/07/20 09:21:49+00,0,0,550__,25.779,32,550__,25.778475,32,0.01392487,Y,N,Middel,181629.79688,578795.6875,0,Definitief,20955,,,250,550_908R_25.7,,,2016/07/20 09:20:26+00,4202116f-ed05-4fb9-b61b-be51db40687a
968,550-2016-03-0254,,Kast,2016/07/20 09:23:48+00,0,1500,550__,25.815,31,550__,25.815129,31,0.05514793,N,N,Middel,181665.39063,578805.4375,0,Definitief,20956,,,250,550_908L_25.7,,,2016/07/20 09:22:01+00,a65344f4-fb68-4550-a277-e842c899292f
969,550-2016-03-0255,,Kast,2016/07/20 11:13:32+00,0,1500,550__,25.779,31,550__,25.77895,31,0.01841229,N,N,Middel,181629.28125,578800.1875,0,Definitief,20957,,,250,550_908L_25.7,,,2016/07/20 11:11:45+00,a65344f4-fb68-4550-a277-e842c899292f
970,550-2016-03-0256,,Kast,2016/07/20 11:45:04+00,0,300,550__,25.743,31,550__,25.742965,31,0.01376635,N,Y,Middel,181593.10938,578795.4375,0,Definitief,20958,,,250,550_908L_25.7,,,2016/07/20 11:13:49+00,a65344f4-fb68-4550-a277-e842c899292f
971,550-2016-03-0257,,Kast,2016/07/20 11:54:48+00,0,700,550__,25.741,32,550__,25.74259,32,0.03048477,N,N,Middel,181593.67188,578791.1875,0,Definitief,20959,,,250,550_908R_25.7,,,2016/07/20 11:52:55+00,4202116f-ed05-4fb9-b61b-be51db40687a
972,550-2016-03-0260,,Bord,2016/07/20 11:59:39+00,0,180,550__,25.648,25a,550__,25.648999,s25a-w89R,0.01539852,N,N,Middel,181498.53125,578782.1875,0,Definitief,20960,,,250,550_51V_25.5,,,2016/07/20 11:55:35+00,6daeb429-a24f-4fda-b6c8-1cbd46a1f418
973,550-2016-03-0261,88,Lichtsein,2016/07/20 12:28:55+00,0,0,550__,25.637,30,550__,25.637065,30,0.00134275,Y,N,Middel,181487.46875,578775.625,0,Definitief,20961,,,250,550_89L_25.7,,,2016/07/20 12:26:49+00,439fe8cc-4b63-4086-a99e-3537c6704bb2
974,550-2016-03-0264,,Bord,2016/07/20 12:35:21+00,0,0,550__,25.607,30,550__,25.607459,30,0.00829186,Y,N,Middel,181458.5,578769.8125,0,Definitief,20962,,,250,550_89L_25.7,,,2016/07/20 12:31:12+00,439fe8cc-4b63-4086-a99e-3537c6704bb2
975,550-2016-03-0265,,Bord,2016/07/20 12:37:09+00,0,0,550__,25.606,25a,550__,25.607051,25a,0.00057366,Y,N,Middel,181457.46875,578774.0625,0,Definitief,20963,,,250,550_51V_25.5,,,2016/07/20 12:35:43+00,6daeb429-a24f-4fda-b6c8-1cbd46a1f418
976,550-2015-51-0216,116,Lichtsein,2016/07/25 09:11:02+00,0,1600,550__,25.89,25b,550__,25.890702,25b,0.27448367,N,N,Middel,181737.40625,578829.6875,0,Definitief,20964,,,250,550_97AR_25.8,,,2016/07/25 09:08:37+00,47c83732-8a5b-4d13-a371-146bc15fd00a
977,550-2015-51-0218,913,Wisselbediening,2016/07/25 09:31:10+00,0,180,550__,25.944,913,550__,25.943207,913,0.10938363,N,N,Middel,181793.35938,578824.625,0,Definitief,20965,,,250,550_109AV_26.0,,,2016/07/25 09:27:55+00,2ce725e8-4363-4ac8-8649-bc3a3ddd9268
978,550-2015-51-0220,118,Lichtsein,2016/07/25 09:33:52+00,0,2200,550__,25.936,54,550__,25.934958,w97B/101AP-s54,0.02926601,N,N,Middel,181780.53125,578843.25,0,Definitief,20966,,,250,550_101AP_25.9,,,2016/07/25 09:31:25+00,bac9c50e-fda7-4899-8816-57fd3aadbef4
979,550-2015-51-0221,,Bord,2016/07/25 09:43:30+00,0,0,550__,26.024,56a,550__,26.023436,56a,0.06700516,Y,N,Middel,181873.82813,578845.1875,0,Definitief,20967,,,250,550_109BV_26.0,,,2016/07/25 09:41:41+00,96968a3c-a325-4ae0-ba8b-9731649530b7
980,550-2015-51-0222,190B,Wisselbediening,2016/07/25 09:45:14+00,0,0,550__,26.024,55a,550__,26.018399,55,0.00278841,Y,N,Middel,181867.60938,578848.5,0,Definitief,20968,,,250,550_95L_25.8,,,2016/07/25 09:43:46+00,b7b4ef7a-ff15-41f9-9f4c-59234fa322f1
981,550-2015-51-0223,,Bord,2016/07/25 09:48:30+00,0,0,550__,26.024,56a,550__,26.023464,56a,0.06089664,Y,N,Middel,181873.85938,578845.1875,0,Definitief,20969,,,250,550_109BV_26.0,,,2016/07/25 09:45:28+00,96968a3c-a325-4ae0-ba8b-9731649530b7
982,550-2015-51-0224,109B,Wisselbediening,2016/07/25 09:50:22+00,0,180,550__,26.02,109b,550__,26.018545,56a,0.03101271,N,N,Middel,181868.625,578844.125,0,Definitief,20970,,,250,550_95R_25.8,,,2016/07/25 09:48:42+00,52ec7a86-5c45-4ad6-a3de-5f687346fbe6
983,550-2015-51-0225,,Kast,2016/07/25 10:08:42+00,0,0,550__,25.947,43,550__,25.946868,43,0.01903278,Y,N,Middel,181800.57813,578809.5625,0,Definitief,20971,,,250,550_911R_25.9,,,2016/07/25 10:06:58+00,f6ad7753-507b-4d2f-88a5-29f03c846ed0
984,550-2015-51-0226,,Kast,2016/07/25 10:10:58+00,0,0,550__,25.947,41,550__,25.946798,41,0.07332567,Y,N,Middel,181798.625,578817.9375,0,Definitief,20972,,,250,550_912AS_25.9,,,2016/07/25 10:09:19+00,6d009fd0-7224-4185-92f6-c9b2f4692443
985,550-2015-51-0227,,Kast,2016/07/25 10:13:59+00,0,0,550__,25.91,41,550__,25.910776,41,0.05905284,Y,N,Middel,181762.48438,578810.75,0,Definitief,20973,,,250,550_912AS_25.9,,,2016/07/25 10:11:14+00,6d009fd0-7224-4185-92f6-c9b2f4692443
986,550-2015-51-0228,,Kast,2016/07/25 10:19:37+00,0,0,550__,25.91,42,550__,25.910698,42,0.00030087,Y,N,Middel,181763.34375,578806.5625,0,Definitief,20974,,,250,550_911L_25.9,,,2016/07/25 10:18:00+00,68b5ba05-ac86-4fc7-8727-ce17f561ecf5
987,550-2015-51-0229,912B,Wisselbediening,2016/07/25 11:07:32+00,0,180,550__,25.883,912a,550__,25.882096,912A/912B,0.06010699,N,N,Middel,181733.73438,578806.6875,0,Definitief,20975,,,250,550_912AQ_25.9,,,2016/07/25 11:06:04+00,3c971ffb-0f38-457c-954a-7f113932c5b0
988,550-2015-51-0230,912A,Wisselbediening,2016/07/25 11:09:34+00,0,180,550__,25.853,912a,550__,25.853519,912A/912B,0.14127069,N,N,Middel,181706.03125,578799.625,0,Definitief,20976,,,250,550_907R_25.7,,,2016/07/25 11:08:00+00,e9446196-286b-473b-a048-9c96952a39f5
989,550-2015-51-0231,911,Wisselbediening,2016/07/25 11:11:58+00,0,180,550__,25.853,911,550__,25.85319,911,0.12855283,N,N,Middel,181706.6875,578795.1875,0,Definitief,20977,,,250,550_911R_25.9,,,2016/07/25 11:09:50+00,f6ad7753-507b-4d2f-88a5-29f03c846ed0
990,550-2015-51-0232,,Kast,2016/07/25 11:14:03+00,0,2700,550__,25.855,32,550__,25.855061,32,0.09516074,N,Y,Middel,181705.89063,578807.3125,0,Definitief,20978,,,250,550_908R_25.7,,,2016/07/25 11:12:39+00,4202116f-ed05-4fb9-b61b-be51db40687a
991,550-2015-51-0233,910B,Wisselbediening,2016/07/25 12:33:10+00,0,180,550__,25.844,910a,550__,25.844464,910A/910B,0.04121603,N,Y,Middel,181698.10938,578793.5625,0,Definitief,20979,,,250,550_910AS_25.8,,,2016/07/25 12:30:57+00,84f912af-3b9b-4b4b-8ff7-42aa4de01607
992,550-2015-51-0234,910A,Wisselbediening,2016/07/25 12:34:58+00,0,180,550__,25.816,910a,550__,25.815743,910A/910B,0.20131929,N,Y,Middel,181670.32813,578786.1875,0,Definitief,20980,,,250,550_910BT_25.8,,,2016/07/25 12:33:21+00,9e84cd8e-56f1-451f-9714-7040101a40c9
993,550-2015-51-0235,926,Wisselbediening,2016/07/25 13:57:31+00,0,180,550__,25.71,926,550__,25.7105,926,0.05804421,N,N,Middel,181568.46875,578755.4375,0,Definitief,20981,,,250,550_926V_25.7,,,2016/07/25 13:54:54+00,21435160-b42b-4236-891c-b59fe31783c9
994,550-2015-51-0236,,Kast,2016/07/25 14:00:01+00,0,800,550__,25.8707,38,550__,25.706774,38,0.02437208,N,N,Middel,181564.78125,578754.6875,0,Definitief,20982,,,250,550_926V_25.7,,,2016/07/25 13:58:01+00,21435160-b42b-4236-891c-b59fe31783c9
995,550-2015-51-0237,908,Wisselbediening,2016/07/25 14:02:21+00,0,180,550__,25.691,908,550__,25.691959,908,0.1557169,N,Y,Middel,181540.21875,578781.9375,0,Definitief,20983,,,250,550_908L_25.7,,,2016/07/25 14:00:12+00,a65344f4-fb68-4550-a277-e842c899292f
996,550-2015-51-0238,90,Lichtsein,2016/07/25 14:21:05+00,0,180,550__,25.671,907,550__,25.670759,907,0.05020795,N,N,Middel,181520.71875,578778,0,Definitief,20984,,,250,550_907L_25.7,,,2016/07/25 14:18:09+00,0e20e133-36fa-44b0-9177-6a7f895d1ccf
997,550-2015-51-0239,907,Wisselbediening,2016/07/25 14:28:14+00,0,180,550__,25.663,907,550__,25.662992,907,0.02114173,N,N,Middel,181513.45313,578776.5,0,Definitief,20985,,,250,550_906L_25.6,,,2016/07/25 14:25:46+00,f4c7cc62-fe17-4396-b581-ed479b1e4884
998,550-2016-03-0241,,Kast,2016/07/25 14:46:43+00,0,0,550__,25.989,42,550__,25.988874,42,0.00625227,Y,N,Middel,181841.79688,578822.0625,0,Definitief,20987,,,250,550_911L_25.9,,,2016/07/25 14:45:13+00,68b5ba05-ac86-4fc7-8727-ce17f561ecf5
999,550-2016-03-0242,,Kast,2016/07/25 14:49:58+00,0,0,550__,25.989,43,550__,25.988928,43,0.02495345,Y,N,Middel,181842.76563,578818,0,Definitief,20988,,,250,550_911R_25.9,,,2016/07/25 14:46:58+00,f6ad7753-507b-4d2f-88a5-29f03c846ed0
1000,550-2016-03-0243,,Kast,2016/07/25 14:51:53+00,0,0,550__,25.989,42,550__,25.988978,42,0.01545073,Y,N,Middel,181841.90625,578822.0625,0,Definitief,20989,,,250,550_911L_25.9,,,2016/07/25 14:50:11+00,68b5ba05-ac86-4fc7-8727-ce17f561ecf5
1001,550-2016-03-0244,,Kast,2016/07/25 14:53:56+00,0,0,550__,25.946,42,550__,25.94696,42,0.00090046,Y,N,Middel,181799.73438,578813.75,0,Definitief,20990,,,250,550_911L_25.9,,,2016/07/25 14:52:07+00,68b5ba05-ac86-4fc7-8727-ce17f561ecf5
1002,550-2016-03-0303,,Hekwerk,2016/07/26 08:25:43+00,0,900,550__,25.948,52,550__,25.948449,w99B/103T-w105/107Q,0.06402847,N,Y,Middel,181791.625,578856.8125,0,Definitief,20992,,,250,550_103T_25.9,,,2016/07/26 08:24:04+00,09b75e0c-a366-42aa-b58e-7cde3b88495f
1003,550-2016-09-0500,90,Lichtsein,2016/07/26 08:31:40+00,0,300,550__,25.67,30,550__,25.670872,s30-w89L,0.07993745,N,N,Middel,181520.14063,578782.25,0,Definitief,20993,,,250,550_89L_25.7,,,2016/07/26 08:27:29+00,439fe8cc-4b63-4086-a99e-3537c6704bb2
1004,550-2016-09-0501,,Hekwerk,2016/07/26 08:33:35+00,0,3900,550__,25.672,34,550__,25.673312,34,0.0252396,N,Y,Middel,181523.71875,578774.4375,0,Definitief,20994,,,250,550_906R_25.6,,,2016/07/26 08:32:01+00,f0635369-93be-41b7-8ef6-201c8282844f
1005,550-2016-09-0503,906,Wisselbediening,2016/07/26 08:38:45+00,0,180,550__,25.625,906,550__,25.624588,906,0.04636729,N,Y,Middel,181475.85938,578769.0625,0,Definitief,20995,,,250,550_906V_25.6,,,2016/07/26 08:34:56+00,cc6dba25-9448-4c4c-8efd-9c0760397f41
1006,550-2016-09-0504,907,Wisselbediening,2016/07/26 08:41:33+00,0,300,550__,25.662,30,550__,25.662876,30,0.01869322,N,N,Middel,181512.73438,578780.625,0,Definitief,20996,,,250,550_89L_25.7,,,2016/07/26 08:39:00+00,439fe8cc-4b63-4086-a99e-3537c6704bb2
1007,550-2016-09-0507,941,Wisselbediening,2016/07/26 09:32:51+00,0,180,550__,25.39,941,550__,25.390685,941,0.0245569,N,Y,Middel,181246.5625,578730.875,0,Definitief,20999,,,250,550_941V_25.4,,,2016/07/26 09:31:26+00,7e6cb18b-6474-4475-8aac-b4e50c19d330
1008,550-2016-09-0508,,Kast,2016/07/26 09:35:21+00,0,0,550__,26.169,57,550__,26.173143,57,0.03159689,Y,N,Middel,182012,578868.0625,0,Definitief,21000,,,250,550_109AR_26.0,,,2016/07/26 09:33:43+00,3bffb9f1-d0e2-4c01-a236-0cb65b81423b
1009,550-2016-09-0509,144,Lichtsein,2016/07/26 09:37:25+00,0,0,550__,26.188,57,550__,26.193106,s57-w143L,0.07026245,Y,N,Middel,182030.59375,578871.75,0,Definitief,21001,,,250,550_109AR_26.0,,,2016/07/26 09:35:43+00,3bffb9f1-d0e2-4c01-a236-0cb65b81423b
1010,550-2016-09-0510,,Kast,2016/07/26 10:22:32+00,0,0,550__,26.249,57,550__,26.24903,,,Y,N,Middel,182089.1875,578883.4375,0,Definitief,21002,,,250,,,,2016/07/26 10:19:05+00,
1011,550-2016-09-0511,,Kast,2016/07/26 10:24:09+00,0,0,550__,26.227,57,550__,26.228194,,,Y,N,Middel,182067.57813,578879.125,0,Definitief,21003,,,250,,,,2016/07/26 10:22:45+00,
1012,550-2016-09-0512,,Kast,2016/07/26 10:26:05+00,0,0,550__,26.215,57,550__,26.217775,,,Y,N,Middel,182056.76563,578877,0,Definitief,21004,,,250,,,,2016/07/26 10:24:23+00,
1013,550-2016-09-0513,970,Wisselbediening,2016/07/26 10:29:05+00,0,180,550__,25.445,970,550__,25.445472,970,0.01102403,N,N,Middel,181293.01563,578783.3125,0,Definitief,21005,,,250,550_969R_25.4,,,2016/07/26 10:26:27+00,91aa4e6b-1b09-4ce0-ab6d-c4fae7bdb975
1014,550-2016-09-0514,969,Wisselbediening,2016/07/26 10:31:14+00,0,180,550__,25.413,969,550__,25.41441,969,0.00198608,N,N,Middel,181262.26563,578777.3125,0,Definitief,21006,,,250,550_969L_25.4,,,2016/07/26 10:29:42+00,09c15802-377c-49a2-83d3-d78bd8651e8f
1015,550-2016-09-0515,43,Bovenleiding,2016/07/26 10:32:58+00,0,0,550__,25.726,935,550__,25.726202,14b,0.00253012,Y,N,Middel,181566.26563,578837.875,0,Definitief,21007,,,250,550_935V_25.7,,,2016/07/26 10:31:28+00,0fd5a4e6-2a98-4fc2-ae22-21e0935e0484
1016,550-2016-03-0266,,Bord,2016/07/26 10:43:14+00,0,0,550__,25.606,25a,550__,25.607004,25a,0.00854036,Y,N,Middel,181457.42188,578774.0625,0,Definitief,21008,,,250,550_51V_25.5,,,2016/07/26 10:41:34+00,6daeb429-a24f-4fda-b6c8-1cbd46a1f418
1017,550-2016-03-0267,,Bord,2016/07/26 10:44:55+00,0,0,550__,25.606,24a,550__,25.606652,24a,0.01568602,Y,N,Middel,181456.375,578778.8125,0,Definitief,21009,,,250,550_53BV_25.5,,,2016/07/26 10:43:32+00,f9239f34-2521-4548-bd08-4334af6ce679
1018,550-2016-03-0270,,Bord,2016/07/26 10:46:54+00,0,0,550__,25.574,25a,550__,25.574399,25a,0.01831519,Y,N,Middel,181425.84375,578767.8125,0,Definitief,21010,,,250,550_51V_25.5,,,2016/07/26 10:45:22+00,6daeb429-a24f-4fda-b6c8-1cbd46a1f418
1019,550-2016-03-0271,,Bord,2016/07/26 10:48:38+00,0,2700,550__,25.575,30,550__,25.574712,30,0.02588002,N,Y,Middel,181426.85938,578763.1875,0,Definitief,21011,,,250,550_89L_25.7,,,2016/07/26 10:47:11+00,439fe8cc-4b63-4086-a99e-3537c6704bb2
