OBJECTID,NAAM,DETAIL,CATEGORIE,MUTATIEDATUM,KIJKHOEK,BOOGSTRAAL,GEOSUBCODE_PVR,KM_GEOCODE_PVR,SPOORNAAM_PVR,GEOSUBCODE,KM_GEOCODE,SPOORNAAM,SPOORTAK_AFSTAND,RECHTSTAND,BINNENZIJDEBOOG,KWALITEIT,X,Y,Z,PROCESSTATUS,OBSTAKEL_ID,RECHTSTAND_VERTICAAL,SNELHEID,POSITIONELE_NAUWKEURIGHEID_MM,REF_FUNC_SPOORTAK_NAAM_LANG,VERKANTING,BOOGSTRAAL_VERTICAAL,MEETDATUM,REF_FUNCTIONELE_SPOORTAK_PUIC
11,204-2015-15-0023,,Perronobstakel,2015/09/29 08:27:15+00,0,0,204__,12.158,da,204__,12.160356,s511-w301R,0.00948593,Y,N,Middel,214242.89063,501526.65625,0,Definitief,18484,,,250,204_301R_12.6,,,2015/09/29 08:23:23+00,cc3cee79-4591-4b04-b150-f888db335edf
12,204-2015-15-0025,,Hekwerk,2015/09/29 08:32:17+00,0,0,204__,12.166,da,204__,12.168276,s511-w301R,0.00024117,Y,N,Middel,214250.23438,501523.90625,0,Definitief,18485,,,250,204_301R_12.6,,,2015/09/29 08:30:05+00,cc3cee79-4591-4b04-b150-f888db335edf
13,204-2015-15-0031,,Perronobstakel,2015/09/29 08:40:50+00,0,0,204__,11.988,da,204__,11.990464,511,0.0114256,Y,N,Middel,214083.3125,501586.6875,0,Definitief,18486,,,250,204_301R_12.6,,,2015/09/29 08:32:37+00,cc3cee79-4591-4b04-b150-f888db335edf
14,204-2015-15-0040,,Bord,2015/09/29 09:25:25+00,0,1900,204__,22.417,do,204__,22.416214,sDO-w311V,0.01519314,N,Y,Middel,224257.1875,502793.1875,0,Definitief,18490,,,250,204_301V_12.6,,,2015/09/29 09:23:23+00,e23f6314-4b1b-4b7f-90db-330c4cb22468
15,204-2015-15-0045,,Bord,2015/09/29 09:55:32+00,0,500,204__,22.852,3_,204__,22.851513,,,N,Y,Middel,224680.25,502896.59375,0,Definitief,18491,,,250,,,,2015/09/29 09:53:14+00,
16,204-2015-15-0046,,Bord,2015/09/29 10:05:59+00,0,0,204__,22.852,521,204__,22.851714,521,0.00095277,Y,N,Middel,224681.28125,502892.21875,0,Definitief,18492,,,250,204_311L_22.6,,,2015/09/29 10:04:16+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
17,204-2015-15-0047,,Wisselbediening,2015/09/29 10:10:39+00,0,0,204__,22.909,521,204__,22.909725,521,0.00369809,Y,N,Middel,224737.8125,502905.03125,0,Definitief,18493,,,250,204_311L_22.6,,,2015/09/29 10:08:57+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
18,204-2015-15-0048,,Kast,2015/09/29 10:14:08+00,0,0,204__,22.912,521,204__,22.912517,521,0.03390103,Y,N,Middel,224740.4375,502905.65625,0,Definitief,18494,,,250,204_311L_22.6,,,2015/09/29 10:12:33+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
19,204-2015-15-0049,,Bord,2015/09/29 10:18:00+00,0,0,204__,22.918,522,204__,22.916585,522,0.00806544,Y,N,Middel,224745.875,502899.9375,0,Definitief,18495,,,250,204_311R_22.6,,,2015/09/29 10:15:38+00,83ae0bec-255a-4e85-900f-7afa743f8449
20,204-2015-15-0050,,Kast,2015/09/29 10:26:03+00,0,0,204__,22.918,522,204__,22.916656,522,0.00884803,Y,N,Middel,224745.9375,502899.96875,0,Definitief,18496,,,250,204_311R_22.6,,,2015/09/29 10:24:14+00,83ae0bec-255a-4e85-900f-7afa743f8449
21,204-2015-15-0051,,Perronobstakel,2015/09/29 10:28:25+00,0,0,204__,22.927,522,204__,22.926776,522,0.01640845,Y,N,Middel,224755.45313,502902.0625,0,Definitief,18497,,,250,204_311R_22.6,,,2015/09/29 10:26:40+00,83ae0bec-255a-4e85-900f-7afa743f8449
22,204-2015-15-0052,,Perronobstakel,2015/09/29 10:55:36+00,0,0,204__,23.02,522,204__,23.019895,522,0.00743092,Y,N,Middel,224845.6875,502922.34375,0,Definitief,18498,,,250,204_311R_22.6,,,2015/09/29 10:53:33+00,83ae0bec-255a-4e85-900f-7afa743f8449
23,204-2015-15-0053,,Perronobstakel,2015/09/29 10:57:23+00,0,0,204__,23.027,522,204__,23.027016,522,0.00935968,Y,N,Middel,224852.5625,502923.90625,0,Definitief,18499,,,250,204_311R_22.6,,,2015/09/29 10:55:47+00,83ae0bec-255a-4e85-900f-7afa743f8449
24,204-2015-15-0054,,Perronobstakel,2015/09/29 11:01:08+00,0,0,204__,23.077,522,204__,23.077587,522,0.01088073,Y,N,Middel,224901.39063,502934.96875,0,Definitief,18500,,,250,204_311R_22.6,,,2015/09/29 10:59:26+00,83ae0bec-255a-4e85-900f-7afa743f8449
25,204-2015-15-0087,,Hekwerk,2015/09/29 11:04:44+00,0,0,204__,23.264,om,204__,23.263483,w315V-sOM,0.00124619,Y,N,Middel,225082.01563,502980.71875,0,Definitief,18501,,,250,204_315V_23.2,,,2015/09/29 11:03:12+00,7b5a277d-922e-4cb6-a1f3-ca3217509baf
26,204-2015-15-0055,,Perronobstakel,2015/09/29 14:05:15+00,0,0,204__,23.084,522,204__,23.084632,522,0.00834244,Y,N,Middel,224908.1875,502936.53125,0,Definitief,18502,,,250,204_311R_22.6,,,2015/09/29 14:03:33+00,83ae0bec-255a-4e85-900f-7afa743f8449
27,204-2015-15-0056,,Perronobstakel,2015/09/29 14:07:19+00,0,0,204__,23.106,522,204__,23.106531,522,0.00048694,Y,N,Middel,224929.5625,502941.375,0,Definitief,18503,,,250,204_311R_22.6,,,2015/09/29 14:05:30+00,83ae0bec-255a-4e85-900f-7afa743f8449
28,204-2015-15-0057,,Hekwerk,2015/09/29 14:09:30+00,0,0,204__,23.107,522,204__,23.107807,522,0.00885014,Y,N,Middel,224930.84375,502941.65625,0,Definitief,18504,,,250,204_311R_22.6,,,2015/09/29 14:07:53+00,83ae0bec-255a-4e85-900f-7afa743f8449
29,204-2015-15-0059,,Hekwerk,2015/09/29 14:11:32+00,0,0,204__,23.12,522,204__,23.120511,s522-w315L,0.00657783,Y,N,Middel,224943.57813,502944.5625,0,Definitief,18505,,,250,204_311R_22.6,,,2015/09/29 14:09:55+00,83ae0bec-255a-4e85-900f-7afa743f8449
30,204-2015-15-0062,,Kast,2015/09/29 14:15:42+00,0,0,204__,23.121,522,204__,23.121084,s522-w315L,0.00397836,Y,N,Middel,224944.14063,502944.6875,0,Definitief,18506,,,250,204_311R_22.6,,,2015/09/29 14:11:45+00,83ae0bec-255a-4e85-900f-7afa743f8449
31,204-2015-15-0064,,Hekwerk,2015/09/29 14:25:09+00,0,0,204__,23.13,521,204__,23.130701,s521-w315R,0.01064816,Y,N,Middel,224952.01563,502953.59375,0,Definitief,18507,,,250,204_311L_22.6,,,2015/09/29 14:17:30+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
32,204-2015-15-0065,,Perronobstakel,2015/09/29 14:27:21+00,0,0,204__,23.12,521,204__,23.121907,s521-w315R,0.00058253,Y,N,Middel,224943.45313,502951.65625,0,Definitief,18508,,,250,204_311L_22.6,,,2015/09/29 14:25:27+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
33,204-2015-15-0066,,Hekwerk,2015/09/29 14:40:58+00,0,0,204__,23.12,521,204__,23.120727,s521-w315R,0.01465048,Y,N,Middel,224942.28125,502951.40625,0,Definitief,18509,,,250,204_311L_22.6,,,2015/09/29 14:38:55+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
34,204-2015-15-0067,,Kast,2015/09/29 14:50:15+00,0,0,204__,23.111,521,204__,23.111702,s521-w315R,0.00600513,Y,N,Middel,224933.23438,502949.34375,0,Definitief,18510,,,250,204_311L_22.6,,,2015/09/29 14:48:16+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
35,204-2015-15-0068,,Perronobstakel,2015/09/30 07:53:40+00,0,0,204__,23.112,521,204__,23.112838,s521-w315R,0.01319259,Y,N,Middel,224934.375,502949.59375,0,Definitief,18511,,,250,204_311L_22.6,,,2015/09/30 07:51:56+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
36,204-2015-15-0069,,Hekwerk,2015/09/30 07:56:20+00,0,0,204__,23.115,521,204__,23.115676,s521-w315R,0.00103922,Y,N,Middel,224937.21875,502950.25,0,Definitief,18512,,,250,204_311L_22.6,,,2015/09/30 07:54:11+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
37,204-2015-15-0070,,Perronobstakel,2015/09/30 07:58:40+00,0,0,204__,23.081,521,204__,23.081652,521,0.01343743,Y,N,Middel,224903.76563,502942.6875,0,Definitief,18513,,,250,204_311L_22.6,,,2015/09/30 07:56:31+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
38,204-2015-15-0071,,Hekwerk,2015/09/30 08:01:08+00,0,0,204__,23.081,521,204__,23.082188,521,0.00498007,Y,N,Middel,224904.28125,502942.8125,0,Definitief,18514,,,250,204_311L_22.6,,,2015/09/30 07:58:51+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
39,204-2015-15-0073,,Hekwerk,2015/09/30 08:04:39+00,0,0,204__,23.116,521,204__,23.116458,s521-w315R,0.01198374,Y,N,Middel,224938,502950.4375,0,Definitief,18515,,,250,204_311L_22.6,,,2015/09/30 08:01:45+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
40,204-2015-15-0075,318,Lichtsein,2015/09/30 08:07:48+00,0,0,204__,23.107,521,204__,23.107418,s521-w315R,0.00523163,Y,N,Middel,224928.9375,502948.375,0,Definitief,18516,,,250,204_311L_22.6,,,2015/09/30 08:05:13+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
41,204-2015-15-0076,,Hekwerk,2015/09/30 08:10:03+00,0,0,204__,23.102,521,204__,23.102604,521,0.00957892,Y,N,Middel,224924.10938,502947.28125,0,Definitief,18517,,,250,204_311L_22.6,,,2015/09/30 08:08:11+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
42,204-2015-15-0077,,Perronobstakel,2015/09/30 08:13:04+00,0,0,204__,23.102,521,204__,23.103415,521,0.00549143,Y,N,Middel,224924.92188,502947.46875,0,Definitief,18518,,,250,204_311L_22.6,,,2015/09/30 08:10:36+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
43,204-2015-15-0078,,Perronobstakel,2015/09/30 08:15:52+00,0,0,204__,23.084,521,204__,23.0847,521,0.01072008,Y,N,Middel,224906.70313,502943.375,0,Definitief,18519,,,250,204_311L_22.6,,,2015/09/30 08:13:36+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
44,204-2015-15-0079,,Perronobstakel,2015/09/30 11:19:36+00,0,0,204__,23.077,521,204__,23.077609,521,0.00729487,Y,N,Middel,224899.85938,502941.8125,0,Definitief,18520,,,250,204_311L_22.6,,,2015/09/30 11:17:50+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
45,204-2015-15-0080,,Perronobstakel,2015/09/30 11:22:31+00,0,0,204__,23.026,521,204__,23.026992,521,0.00997548,Y,N,Middel,224850.98438,502930.75,0,Definitief,18521,,,250,204_311L_22.6,,,2015/09/30 11:20:46+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
46,204-2015-15-0081,,Perronobstakel,2015/09/30 11:24:25+00,0,0,204__,23.019,521,204__,23.019886,521,0.00285598,Y,N,Middel,224844.125,502929.1875,0,Definitief,18522,,,250,204_311L_22.6,,,2015/09/30 11:22:44+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
47,204-2015-15-0082,,Perronobstakel,2015/09/30 12:45:17+00,0,0,204__,22.926,521,204__,22.926669,521,0.00850319,Y,N,Middel,224753.85938,502908.6875,0,Definitief,18523,,,250,204_311L_22.6,,,2015/09/30 12:42:52+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
48,204-2015-15-0083,,Bord,2015/09/30 12:46:52+00,0,0,204__,23.045,521,204__,23.046059,521,0.00815699,Y,N,Middel,224869.39063,502934.9375,0,Definitief,18524,,,250,204_311L_22.6,,,2015/09/30 12:45:27+00,68f438a5-33c1-4bd2-b7e1-214dfa0c04d8
49,203-2015-16-0002,,Hekwerk,2015/10/05 08:49:50+00,0,0,203__,35.143,mg,203__,35.142449,w343R-sMH,0.00548638,Y,N,Middel,236534.34375,503826.59375,0,Definitief,18528,,,250,751_343R_34.5,,,2015/10/05 08:46:27+00,a32dab95-c7e1-45f0-b84e-ba412a74d423
50,203-2015-16-0012,,Hekwerk,2015/10/05 10:07:54+00,0,0,203__,41.134,gm,203__,41.134954,HM,0.00643298,Y,N,Middel,238881.23438,508950.28125,0,Definitief,18531,,,250,203_345V_34.6,,,2015/10/05 10:05:50+00,5017b5e9-e857-4381-9de0-3a363b5bc12f
51,203-2015-16-0013,,Perronobstakel,2015/10/05 10:10:06+00,0,700,203__,42.352,mg,203__,42.351594,362,0.00297495,N,N,Middel,239113.89063,510132.0625,0,Definitief,18532,,,250,203_353V_41.9,,,2015/10/05 10:08:06+00,d68212c9-c614-4628-9c88-6b52fc0ae8f2
52,203-2015-16-0014,,Perronobstakel,2015/10/05 10:13:40+00,0,3600,203__,42.523,mg,203__,42.524083,362,0.00308757,N,N,Middel,239222.48438,510264.84375,0,Definitief,18533,,,250,203_353V_41.9,,,2015/10/05 10:11:54+00,d68212c9-c614-4628-9c88-6b52fc0ae8f2
53,203-2015-16-0015,,Perronobstakel,2015/10/05 10:15:47+00,0,1900,203__,42.524,gm,203__,42.524053,GH,0.00445274,N,Y,Middel,239215.25,510271.03125,0,Definitief,18534,,,250,203_351L_41.8,,,2015/10/05 10:13:56+00,ca655e2f-e7e9-4f6e-bd20-8f59e403ff61
54,203-2015-16-0017,,Perronobstakel,2015/10/05 10:19:17+00,0,900,203__,42.352,gm,203__,42.351647,GH,0.00301861,N,Y,Middel,239107.8125,510136.34375,0,Definitief,18535,,,250,203_351L_41.8,,,2015/10/05 10:16:42+00,ca655e2f-e7e9-4f6e-bd20-8f59e403ff61
55,203-2015-16-0020,922,Lichtsein,2015/10/05 10:22:39+00,0,0,203__,43.627,gm,203__,43.627209,GH,0.00366842,Y,N,Middel,240060.73438,510975.625,0,Definitief,18536,,,250,203_351L_41.8,,,2015/10/05 10:19:30+00,ca655e2f-e7e9-4f6e-bd20-8f59e403ff61
56,203-2015-16-0029,,Perronobstakel,2015/10/05 11:14:19+00,0,0,203__,47.715,541,203__,47.716567,541,0.09448769,Y,N,Middel,242259.78125,514229.34375,0,Definitief,18537,,,250,203_365AL_47.3,,,2015/10/05 11:04:34+00,be453d32-d152-4f87-84f1-b76e3b52f389
57,203-2015-16-0030,,Perronobstakel,2015/10/05 11:16:10+00,0,3500,203__,47.716,542,203__,47.716738,542,0.07458232,N,N,Middel,242268.85938,514226.1875,0,Definitief,18538,,,250,203_365BV_47.4,,,2015/10/05 11:14:35+00,a5a7b708-ddad-4b27-a8c6-757872fa525e
58,203-2015-16-0031,,Bord,2015/10/06 07:42:16+00,0,3500,203__,47.717,542,203__,47.716931,542,0.07122319,N,N,Middel,242268.92188,514226.375,0,Definitief,18539,,,250,203_365BV_47.4,,,2015/10/06 07:40:00+00,a5a7b708-ddad-4b27-a8c6-757872fa525e
59,203-2015-16-0032,,Perronobstakel,2015/10/06 07:44:37+00,0,3800,203__,47.887,542,203__,47.88764,s542-w367L,0.08806073,N,N,Middel,242330.59375,514385.25,0,Definitief,18540,,,250,203_365BV_47.4,,,2015/10/06 07:42:30+00,a5a7b708-ddad-4b27-a8c6-757872fa525e
60,203-2015-16-0035,,Perronobstakel,2015/10/06 08:03:28+00,0,1200,203__,47.888,541,203__,47.887931,s541-w367R,0.05518075,N,N,Middel,242323.71875,514388.53125,0,Definitief,18541,,,250,203_365AL_47.3,,,2015/10/06 07:44:48+00,be453d32-d152-4f87-84f1-b76e3b52f389
61,203-2015-16-0048,386,Lichtsein,2015/10/06 08:58:02+00,0,0,203__,54.786,381,203__,54.785842,381,0.09057569,Y,N,Middel,246283.625,519836.59375,0,Definitief,18542,,,250,203_381R_54.8,,,2015/10/06 08:37:30+00,fa6aae39-3060-466f-8058-7c11f3ae81b9
62,203-2015-16-0049,388,Lichtsein,2015/10/06 09:00:44+00,0,0,203__,54.909,550,203__,54.90844,550,0.08952702,Y,N,Middel,246275.46875,519959.15625,0,Definitief,18543,,,250,203_381V_54.8,,,2015/10/06 08:58:59+00,df54a039-940d-4147-bf6c-6f4900d4e2af
63,203-2015-16-0053,,Bord,2015/10/06 09:06:45+00,0,3500,203__,55.042,550,203__,55.042603,s550-w391V,0.01865592,N,Y,Middel,246264.9375,520093.53125,0,Definitief,18544,,,250,203_381V_54.8,,,2015/10/06 09:02:15+00,df54a039-940d-4147-bf6c-6f4900d4e2af
64,203-2015-16-0054,,Overig,2015/10/06 09:08:53+00,0,0,203__,55.097,395,203__,55.09666,391,0.10250052,Y,N,Middel,246257.32813,520151,0,Definitief,18545,,,250,203_391L_55.1,,,2015/10/06 09:06:56+00,ac1c9c03-f576-4058-b86a-1f5419e05fbd
65,203-2015-16-0055,400,Lichtsein,2015/10/06 09:23:05+00,0,400,203__,55.168,555,203__,55.168902,,,N,N,Middel,246238.85938,520218.25,0,Definitief,18546,,,250,,,,2015/10/06 09:21:13+00,
66,203-2015-16-0057,396,Lichtsein,2015/10/06 09:28:06+00,0,1200,203__,55.2,553,203__,55.196591,w391L-s553,0.73428559,N,Y,Middel,246240.78125,520250.53125,0,Definitief,18547,,,250,203_391L_55.1,,,2015/10/06 09:24:55+00,ac1c9c03-f576-4058-b86a-1f5419e05fbd
67,203-2015-16-0059,,Lichtsein,2015/10/06 09:34:58+00,0,1000,204__,55.2,554,203__,55.197047,,,N,Y,Middel,246236.35938,520249.90625,0,Definitief,18548,,,250,,,,2015/10/06 09:31:33+00,
68,203-2015-16-0062,,Bord,2015/10/06 09:38:09+00,0,0,203__,55.292,552,203__,55.291764,552,0.00023967,Y,N,Middel,246230.67188,520340.9375,0,Definitief,18549,,,250,203_393L_55.1,,,2015/10/06 09:35:13+00,12b84621-5314-453b-80fa-47d49d154236
69,203-2015-16-0063,,Bord,2015/10/06 09:41:05+00,0,3000,203__,55.291,553,203__,55.291814,,,N,N,Middel,246226.46875,520340.28125,0,Definitief,18550,,,250,,,,2015/10/06 09:38:27+00,
70,203-2015-16-0064,,Bord,2015/10/06 09:43:01+00,0,0,203__,55.318,553,203__,55.319268,,,Y,N,Middel,246221.65625,520367.6875,0,Definitief,18551,,,250,,,,2015/10/06 09:41:31+00,
71,203-2015-16-0065,,Bord,2015/10/06 09:44:51+00,0,0,203__,55.321,552,203__,55.319436,552,0.00625581,Y,N,Middel,246225.85938,520368.53125,0,Definitief,18552,,,250,203_393L_55.1,,,2015/10/06 09:43:12+00,12b84621-5314-453b-80fa-47d49d154236
72,203-2015-16-0066,,Bord,2015/10/06 10:27:47+00,0,0,203__,55.343,551,203__,55.339222,551,0.00109087,Y,N,Middel,246233.54688,520390.3125,0,Definitief,18553,,,250,203_393R_55.1,,,2015/10/06 10:18:05+00,a6c6c230-832a-493f-8a09-f4780aa66756
73,203-2015-16-0068,392,Lichtsein,2015/10/06 10:48:23+00,0,0,203__,55.313,551,203__,55.310083,w393R-s551,0.00064403,Y,N,Middel,246237.8125,520360.71875,0,Definitief,18554,,,250,203_393R_55.1,,,2015/10/06 10:28:06+00,a6c6c230-832a-493f-8a09-f4780aa66756
74,203-2015-16-0070,,Perronobstakel,2015/10/06 10:51:09+00,0,0,203__,55.318,551,203__,55.314515,551,0.00165457,Y,N,Middel,246237.15625,520365.21875,0,Definitief,18555,,,250,203_393R_55.1,,,2015/10/06 10:48:35+00,a6c6c230-832a-493f-8a09-f4780aa66756
75,203-2015-16-0072,,Bord,2015/10/06 10:54:03+00,0,500,203__,55.486,551,203__,55.485075,551,0.00691359,N,Y,Middel,246215.5,520531.0625,0,Definitief,18556,,,250,203_393R_55.1,,,2015/10/06 10:51:50+00,a6c6c230-832a-493f-8a09-f4780aa66756
76,203-2015-16-0073,,Perronobstakel,2015/10/06 10:56:09+00,0,600,203__,55.488,551,203__,55.48708,551,0.00137466,N,N,Middel,246215.42188,520533.03125,0,Definitief,18557,,,250,203_393R_55.1,,,2015/10/06 10:54:15+00,a6c6c230-832a-493f-8a09-f4780aa66756
77,203-2015-16-0075,,Bord,2015/10/06 10:58:40+00,0,400,203__,55.513,552,203__,55.514182,s552-w403R,0.00452606,N,N,Middel,246210.1875,520558.21875,0,Definitief,18558,,,250,203_393L_55.1,,,2015/10/06 10:56:19+00,12b84621-5314-453b-80fa-47d49d154236
78,203-2015-16-0076,410,Lichtsein,2015/10/06 13:15:30+00,0,400,203__,55.509,552,203__,55.509741,s552-w403R,0.00063641,N,Y,Middel,246209.76563,520553.6875,0,Definitief,18559,,,250,203_393L_55.1,,,2015/10/06 13:13:00+00,12b84621-5314-453b-80fa-47d49d154236
79,203-2015-16-0080,,Perronobstakel,2015/10/06 13:21:35+00,0,0,203__,55.315,552,203__,55.314306,552,0.00153152,Y,N,Middel,246226.75,520363.34375,0,Definitief,18561,,,250,203_393L_55.1,,,2015/10/06 13:19:47+00,12b84621-5314-453b-80fa-47d49d154236
80,203-2015-16-0081,,Perronobstakel,2015/10/06 13:39:41+00,0,0,203__,55.314,552,203__,55.313099,552,0.00677984,Y,N,Middel,246226.96875,520362.125,0,Definitief,18562,,,250,203_393L_55.1,,,2015/10/06 13:37:47+00,12b84621-5314-453b-80fa-47d49d154236
81,203-2015-16-0082,,Perronobstakel,2015/10/06 13:42:24+00,0,500,203__,55.488,552,203__,55.487061,552,0.00673912,N,Y,Middel,246208.3125,520533.125,0,Definitief,18563,,,250,203_393L_55.1,,,2015/10/06 13:40:19+00,12b84621-5314-453b-80fa-47d49d154236
82,203-2015-16-0083,408,Lichtsein,2015/10/06 13:44:38+00,0,400,203__,55.55,503,203__,55.551783,,,N,Y,Middel,246211.35938,520596.875,0,Definitief,18564,,,250,,,,2015/10/06 13:42:37+00,
83,203-2015-16-0085,406,Lichtsein,2015/10/06 14:01:42+00,0,600,203__,55.691,554,203__,55.691505,s553-w407R,0.00089806,N,Y,Middel,246238.75,520735.0625,0,Definitief,18565,,,250,203_391L_55.1,,,2015/10/06 13:58:33+00,ac1c9c03-f576-4058-b86a-1f5419e05fbd
84,203-2015-16-0086,406,Lichtsein,2015/10/06 14:14:16+00,0,1200,203__,55.69,405-407,203__,55.69158,w403V-w407L,0.04696913,N,N,Middel,246242.98438,520733.71875,0,Definitief,18566,,,250,203_403V_55.6,,,2015/10/06 14:12:10+00,bd959035-4974-40e8-823c-9d546e565ca4
85,203-2015-16-0091,940,Lichtsein,2015/10/06 14:25:59+00,0,0,203__,58.899,cn,203__,58.894703,CN,0.00687111,Y,N,Middel,247606.875,523607.8125,0,Definitief,18567,,,250,203_407V_55.8,,,2015/10/06 14:15:47+00,393ebb4c-c6f3-49f3-a1bf-31ff976409cd
86,203-2015-16-0093,,Hekwerk,2015/10/06 14:28:35+00,0,0,203__,58.871,cn,203__,58.86688,CN,0.00608294,Y,N,Middel,247599.17188,523581.5,0,Definitief,18568,,,250,203_407V_55.8,,,2015/10/06 14:26:16+00,393ebb4c-c6f3-49f3-a1bf-31ff976409cd
87,203-2015-16-0094,,Perronobstakel,2015/10/06 14:30:51+00,0,0,203__,59.065,cn,203__,59.060998,CN,0.0030632,Y,N,Middel,247655.71875,523767.34375,0,Definitief,18569,,,250,203_407V_55.8,,,2015/10/06 14:28:51+00,393ebb4c-c6f3-49f3-a1bf-31ff976409cd
88,203-2015-17-0153,,Perronobstakel,2015/10/07 11:00:04+00,0,0,203__,69.902,ne,203__,69.899912,581,0.02228812,Y,N,Middel,255324.84375,529984.4375,0,Definitief,18570,,,250,203_483L_69.7,,,2015/10/07 10:58:02+00,e9ab2a04-09bd-4329-8948-90ef39ca5077
