gemcode;jaar;lbrmtr;lbm9802;lbm9806;lbm9808;lbm9810;lbm0206;lbm0208;lbm0210;lbm0608;lbm0610;lbm0810;bev;lftsam;publ;veilig;vrz;won
439;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;6,90812;-3,73751;35,36965;-12,32907;2,35276;-16,15813
439;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;4,69471;-1,7315;33,98778;-9,59648;2,82309;-14,81559
441;1998;positief; ; ; ; ; ; ; ; ; ; ;7,17561;-14,22298;-3,71347;7,10096;-27,39397;-2,19107
441;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;17,54401;-,604;-1,86142;,87938;27,44137;-6,5582
441;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;9,65462;,94991;-2,71561;-23,99661;28,15111;-4,15222
441;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;18,37262;4,58646;8,86204;-11,10462;30,60226;-,60391
441;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;17,49611;7,56037;5,31735;-1,90192;31,68687;-1,66704
448;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-4,45703;8,60624;4,35628;24,0009;9,39118;27,46418
448;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;14,03112;14,47991;2,84627;26,31196;-29,20918;30,9474
448;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;12,01225;15,5973;5,4375;23,57558;-28,47127;28,99987
448;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;17,82693;18,6289;-5,04776;31,36665;16,57384;29,34425
448;2010;zeer positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;18,78613;19,1749;24,90246;29,96622;15,80861;29,69208
450;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;20,37504;-1,28758;16,03209;14,76952;-23,89965;2,37011
450;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;25,66817;6,93381;14,79922;19,72309;-3,62237;5,02053
450;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;21,86704;2,02343;18,00998;11,27697;-6,79318;1,38629
450;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;23,97415;3,05012;18,9656;2,99862;-8,71154;5,76891
450;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;24,20906;-3,49789;23,11735;1,00202;-9,54275;7,20954
451;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;20,23676;-6,60334;27,46364;23,81464;9,46011;-20,11368
451;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;23,27263;6,09375;26,5943;21,35266;-11,89898;-17,85797
451;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;17,26063;6,75194;28,86197;8,33242;-11,33631;-16,52931
451;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;20,72054;4,30188;37,23557;11,12866;-10,23151;-15,11404
451;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;17,00888;3,3461;40,66159;12,75825;-10,01406;-14,45791
453;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;15,16591;-,77001;18,37445;12,52273;19,51929;-21,32447
453;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;19,71176;12,74575;17,1323;11,42542;-4,07294;-19,2998
453;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;16,8336;4,47043;19,83008;1,5329;-8,21625;-17,29702
453;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;18,80089;2,30306;13,91734;8,50577;10,5014;-15,46513
453;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;19,60571;2,47552;16,16836;5,01594;-8,51983;-14,8027
457;1998;positief; ; ; ; ; ; ; ; ; ; ;2,10991;-15,54586;25,23777;3,10109;-2,67893;-34,06677
457;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;7,2933;1,62533;25,91892;-4,13916;-7,42413;-30,32822
457;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-1,67403;,44095;26,65635;-7,18965;-7,5945;-27,54397
457;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;5,20217;3,03642;22,31543;-,84593;-7,91916;-23,55218
457;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;1,643;6,96777;31,58266;,12556;-9,69652;-23,03568
458;1998;uiterst positief; ; ; ; ; ; ; ; ; ; ;20,63522;15,85493;25,70413;45,97794;15,2664;37,32786
458;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;22,33332;25,89154;26,58859;44,01178;-25,06426;38,53115
458;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;18,92985;22,03057;28,95841;41,12113;-23,8104;38,00655
458;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;21,42661;22,40572;3,70427;41,85106;-27,62859;39,45893
458;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;25,7841;18,87082;37,85487;38,67604;-30,60498;38,27066
459;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;10,93963;-1,63196;23,74049;25,76385;-28,72847;16,52979
459;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;18,82928;10,37579;22,54151;22,86922;-26,91485;21,89805
459;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;17,17149;2,36025;24,05019;12,52328;-24,3814;23,23834
459;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;22,13332;6,0491;25,31789;31,29736;-27,95289;25,29977
459;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;22,72997;2,30999;29,21838;27,87586;-27,55136;24,86613
462;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;6,4149;-,00386;-5,78861;37,86211;-18,65826;15,84936
462;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;19,54761;12,34087;-5,62765;32,17902;-22,45854;11,84047
462;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;24,17025;4,94244;-3,58869;17,24965;-24,96386;14,78822
462;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;20,0573;6,61464;-16,07654;23,90131;27,40725;18,33653
462;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;20,87826;6,73378;-1,90393;23,22938;-26,63383;18,90483
463;1998;positief; ; ; ; ; ; ; ; ; ; ;7,33156;-11,06333;-5,12447;35,26667;-15,70937;-15,11143
463;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;16,79339;11,83229;-6,7951;21,00313;-34,49369;-3,99856
463;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;11,68581;13,5969;-5,90642;6,8031;-34,99636;5,74304
463;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;18,06377;15,71344;-12,31217;15,20774;-29,94649;7,8216
463;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;20,20882;15,93318;-4,52878;17,34217;-37,22366;8,29374
473;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;13,89071;-6,94155;17,8871;10,09409;9,72036;-20,80051
473;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;19,23842;7,40167;17,13154;-9,1484;38,93433;-16,53219
473;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;13,87095;8,88091;23,19093;-11,89094;36,1236;-14,0078
473;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;19,70603;12,7274;14,34137;,26031;36,34955;-11,54759
473;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;21,02472;15,163;19,98877;3,34482;36,64655;-12,88857
476;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;11,06527;7,40373;-2,14371;40,9393;-4,43481;27,30627
476;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;19,02538;14,99181;-3,57011;35,11481;-18,02371;29,33874
476;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;16,17232;13,5682;-1,89498;31,45883;-25,39988;30,7188
476;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;20,9408;21,54173;-7,52724;38,10455;-25,6197;32,35937
476;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;21,74245;21,42539;2,63064;37,61291;-29,05588;32,37931
478;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;23,83202;3,49946;,16373;42,50241;-2,24962;28,85287
478;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;25,35653;21,31953;,19667;43,07443;-26,82664;32,59728
478;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;23,18615;23,13161;,8338;40,72073;-26,67512;31,55712
478;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;26,77506;22,12481;-19,44333;40,46868;-30,84886;31,0564
478;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;24,89867;22,25871;18,42773;37,78245;-30,79673;31,8132
479;1998;positief; ; ; ; ; ; ; ; ; ; ;-10,62958;-12,19695;35,16078;5,30527;5,11697;-27,22712
479;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-,94267;-,78678;34,77513;-3,70228;10,40249;-24,99836
479;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-6,84505;-4,75783;35,88524;-11,25428;5,11528;-23,77147
479;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;,21463;-1,79024;32,57933;-2,87814;3,73968;-20,56334
479;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-5,90869;-1,20703;37,83934;-8,32405;4,17576;-19,07712
482;1998;positief; ; ; ; ; ; ; ; ; ; ;8,4815;-13,53925;10,73439;9,34777;-18,29221;-26,66688
482;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;15,91274;8,54809;10,3736;16,95878;1,71228;-23,94222
482;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;10,51013;1,17057;15,13157;-1,41993;2,29694;-23,10751
482;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;19,73394;4,52637;22,73925;11,78678;1,99888;-20,23114
482;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;20,42247;4,05205;34,77252;15,06658;1,68608;-19,62303
484;1998;positief; ; ; ; ; ; ; ; ; ; ;13,31203;-5,64524;17,52313;-1,51747;-11,34371;-15,44826
484;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;15,09877;-5,1416;18,2106;-9,39306;21,62169;-14,23969
484;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;9,16892;-11,87562;20,09792;-2,32078;12,70748;-14,63831
484;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;17,97693;-8,06398;27,20839;-2,33827;11,76391;-10,53822
484;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;15,209;-7,53003;26,83715;3,66711;8,4749;-9,03412
489;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;24,18794;-,85316;-12,3952;25,90982;-12,62939;,42517
489;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;25,26576;2,62424;-18,61336;21,30248;-16,97614;3,9364
489;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;20,68396;5,39091;-18,6627;13,52459;-4,6585;3,65635
489;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;20,50945;-,90201;-,47099;15,2969;19,55375;8,38683
489;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;18,64185;-3,5929;,55078;12,20918;15,79544;9,94801
491;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;20,92258;-2,04563;28,6981;38,3402;20,49067;12,67008
491;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;23,96827;13,05492;27,87716;31,10811;-23,71666;14,64919
491;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;20,06712;8,21997;29,49852;23,05463;-34,2807;11,09402
491;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;24,32222;12,31458;17,65198;33,10716;-32,98981;10,58285
491;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;23,64173;12,62948;36,1053;30,30033;-32,23658;11,39696
497;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;18,01245;-4,60858;-2,58969;10,95152;18,42332;3,45653
497;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;20,04046;4,22865;-2,77259;-,93737;-22,83453;8,29401
497;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;16,5835;-1,89047;2,90459;-,82281;-22,39837;5,63378
497;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;19,14947;-,42512;2,76742;3,48596;27,76283;8,12745
497;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;19,43511;-2,67084;27,21869;1,69392;-22,57151;7,56252
498;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;12,86981;3,92059;-7,55322;30,01523;-28,58262;26,7372
498;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;21,94547;2,4085;-8,27326;24,57442;-26,73633;30,87037
498;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;17,87291;2,92566;-5,62282;21,1969;-22,65617;30,63076
498;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;24,27084;6,45451;-4,28369;34,06557;-24,01438;31,79662
498;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;24,57772;5,56968;-,78071;33,57213;-24,97648;31,84997
499;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;16,28177;-6,00171;32,82079;23,62109;31,31735;3,72563
499;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;16,11025;7,52272;33,86651;22,06295;-18,20058;1,35077
499;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;13,90239;3,20973;35,65976;10,14854;-16,8288;1,15107
499;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;18,87589;6,8865;40,67551;20,3406;-15,58251;3,20255
499;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;18,8017;8,11942;40,35768;19,43455;-16,16705;3,35427
501;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;20,23483;-4,44925;2,81761;19,05002;-1,87763;-2,17259
501;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;22,9909;1,33283;2,476;14,81737;-21,60296;13,32423
501;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;19,09174;2,66514;3,97347;2,14587;-23,01661;18,96313
501;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;24,92019;7,31534;8,82574;9,60296;-27,07958;20,84623
501;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;25,55526;9,07445;28,70711;-5,68899;-26,20403;20,96619
502;1998;positief; ; ; ; ; ; ; ; ; ; ;-1,87041;-5,86607;21,73132;1,38877;-5,20008;-31,25017
502;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;7,42671;1,23263;22,3419;-2,45165;-18,78367;-28,96556
502;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-7,75608;-,05197;24,22059;-9,23145;-4,2719;-28,81761
502;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;2,24438;,96022;33,90117;-11,47144;-4,93019;-24,3604
502;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-,79598;3,60274;36,20689;-14,31811;-4,98577;-24,4921
503;1998;positief; ; ; ; ; ; ; ; ; ; ;-8,26374;-7,71074;1,12884;-2,28215;30,88259;-38,15181
503;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-1,32024;-8,8174;,78335;-13,78388;24,36387;-37,03846
503;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-9,83622;-11,88343;4,42361;-21,44077;23,95642;-35,6105
503;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;2,4111;-8,31026;10,97576;-18,69146;23,95933;-32,76759
503;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;2,55472;-7,73092;21,03807;-18,02509;21,17809;-32,3047
504;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;15,52482;15,00978;-8,14289;36,05302;18,98056;14,93363
504;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;19,93643;19,88398;-7,33197;28,14888;-26,96296;16,10851
504;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;18,65171;10,61349;-7,0709;24,76339;-26,58803;17,23728
504;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;21,8924;13,0815;-6,31074;21,61627;-15,89866;17,16387
504;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;23,33696;17,08074;17,37516;18,00824;-25,08642;17,36109
505;1998;positief; ; ; ; ; ; ; ; ; ; ;-18,91331;-5,90027;-8,52714;-9,00334;-,78625;-21,42756
505;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-7,04915;2,86788;-9,07841;-24,04404;8,02702;-14,31015
505;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-12,81148;-1,39058;-8,08039;-28,92745;7,12634;-13,5782
505;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;5,64725;-1,01425;2,44315;-20,68997;6,13084;-9,8898
505;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;2,86307;-1,1481;25,6883;-22,11364;4,74014;-8,75744
511;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;20,93912;-6,17989;-6,48216;34,92739;-17,03229;18,26001
511;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;20,29114;3,88443;-6,94896;25,70042;-23,34217;20,70211
511;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;19,85437;-2,88609;-5,63758;20,74602;-24,91589;20,27816
511;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;21,90437;6,43209;-16,59395;14,60744;-28,95592;22,14332
511;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;23,22484;7,77618;6,39908;18,37331;-29,59001;22,70586
512;1998;positief; ; ; ; ; ; ; ; ; ; ;-7,93368;-12,27777;-6,24044;8,17898;6,92067;-28,82603
512;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;3,16133;1,9116;-7,8799;-1,12338;22,59894;-25,33296
512;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-3,11603;-7,03688;-1,98978;-6,48376;21,75076;-27,06503
512;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;6,49991;-5,92101;5,0217;1,35961;21,83246;-24,2024
512;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;5,10074;-3,48341;4,51275;-5,99934;21,5459;-23,56838
513;1998;positief; ; ; ; ; ; ; ; ; ; ;-3,16948;-5,04706;-,58528;-22,79976;,82245;-21,22645
513;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;5,14323;2,40372;-,15804;-36,13745;25,85003;-19,62885
513;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-3,32784;-4,19897;1,66568;-39,36563;20,50955;-19,53456
513;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;2,83081;-4,98997;13,93924;-30,68696;21,26512;-15,71613
513;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;2,29939;-4,51219;30,42679;-32,48511;22,11141;-15,97353
518;1998;matig positief; ; ; ; ; ; ; ; ; ; ;-35,97929;-7,72732;-12,95116;-14,99714;27,72871;-32,01507
518;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-25,00231;-,5984;-14,4329;-31,44045;31,00879;-27,81057
518;2006;matig positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-30,79023;-6,35747;-10,72002;-38,42031;25,44088;-28,26948
518;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-19,93018;-4,96288;-7,67599;-33,2343;22,7884;-22,05179
518;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-21,79398;-4,78472;1,46988;-33,84577;22,85376;-21,33829
523;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;19,6797;16,01996;-6,2979;31,88782;-12,23915;-,38842
523;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;22,6767;18,05483;-8,03943;30,8229;-7,03323;-,61473
523;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;21,88658;2,23589;-7,98289;20,80284;-6,39742;-,04856
523;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;25,53102;2,3593;-2,26158;32,59769;-6,19188;1,53946
523;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;26,67608;1,80811;17,12622;36,66811;-23,36106;2,06118
530;1998;positief; ; ; ; ; ; ; ; ; ; ;1,75701;-5,6841;8,61956;-16,52509;10,57692;-14,74532
530;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;12,14548;-4,51832;6,89092;-4,00581;26,77235;-11,50771
530;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;2,70347;-7,87722;9,37069;-12,9716;29,76839;-8,14787
530;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;16,76721;-5,52407;17,05455;-12,09612;25,19767;-5,69055
530;2010;positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;17,00999;-2,95545;37,82679;-7,18718;24,43771;-4,64234
531;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;20,13495;13,45429;-8,66041;21,89578;-8,10565;-7,07979
531;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;22,50386;5,80796;-10,52823;12,1528;-13,42;-7,46219
531;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;16,41018;1,39957;-9,44733;-2,014;-12,98394;-9,78306
531;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;25,37766;-4,14218;3,3955;15,89979;-11,36309;-2,99093
531;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;24,77016;-6,08753;10,18491;20,95666;-12,19551;-4,15177
532;1998;positief; ; ; ; ; ; ; ; ; ; ;6,77385;-2,2975;7,12376;15,63717;-15,67783;9,04328
532;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;16,28809;,89921;7,23887;8,82839;-27,13541;12,79857
532;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;11,23669;-4,11212;10,94472;7,68136;-9,92983;12,59782
532;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;17,79247;-3,21947;17,31968;7,44636;-6,20866;13,99045
532;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;19,17733;1,92193;12,8647;8,56854;-9,40223;14,33251
534;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;18,02839;-2,02128;11,08435;12,70408;27,30428;-3,74548
534;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;22,28788;6,06059;13,39139;5,01965;-10,00452;-5,45001
534;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;17,87846;-1,4763;15,8571;4,44668;-9,45285;-6,75176
534;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;19,65293;1,62065;25,86248;6,03115;25,92516;-4,09127
534;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;19,13513;2,73246;29,03221;4,89285;26,6121;-3,02248
537;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;21,41122;2,14174;21,36605;8,0159;17,28199;-20,53233
