gemcode;jaar;lbrmtr;lbm9802;lbm9806;lbm9808;lbm9810;lbm0206;lbm0208;lbm0210;lbm0608;lbm0610;lbm0810;bev;lftsam;publ;veilig;vrz;won
15;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;13,05079;15,28847;-4,95457;32,06126;-37,35723;36,78259
17;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;19,55999;-5,51195;-20,77509;39,13982;30,71699;28,90454
17;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;24,82055;28,80266;-21,4168;34,80712;14,43969;27,44777
17;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;20,51701;22,35858;-19,40099;31,64378;12,60064;28,18905
17;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;26,68804;22,03397;-28,80888;37,30012;10,76077;29,03316
17;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;27,45558;23,90405;-,78027;32,81266;11,32848;28,71239
18;1998;positief; ; ; ; ; ; ; ; ; ; ;-27,50297;2,09998;-7,8378;14,62964;-28,93224;-7,0908
18;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-10,59928;11,83047;-7,737;13,26847;-25,74106;-1,58631
18;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-27,07703;6,58943;-4,99587;-6,2709;-27,80606;1,15503
18;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-7,95776;8,23326;-8,85159;7,8874;-29,21085;5,14338
18;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-5,45936;6,74;8,00021;1,02824;-31,88616;5,10413
22;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;2,53612;3,89439;-7,61259;32,25595;12,25513;20,99987
22;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;14,49718;11,0783;-9,60084;22,50041;-25,60498;24,26699
22;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;6,53824;11,00312;-8,70605;14,75416;-38,28523;26,36423
22;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;12,62989;12,25458;-16,87149;30,72233;-26,7173;27,3555
22;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;15,13458;12,09785;7,73518;28,20948;-26,98541;27,29257
24;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-9,45008;12,28379;-7,46956;41,15855;11,11131;33,07448
24;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;7,21748;12,36072;-8,34329;25,69572;-27,80149;33,77212
24;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-1,00892;2,13153;-7,30173;22,75833;-33,66409;33,19044
24;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;5,45979;5,83788;-17,00475;28,5605;-36,45074;33,58917
24;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;5,32437;8,68354;-7,44241;32,50655;-36,45564;33,91994
25;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-2,2864;1,62796;-17,55745;34,87122;-14,14219;35,00468
25;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;11,67756;14,5804;-20,78559;23,81662;-34,841;35,88434
25;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;4,11592;12,99652;-19,16757;8,65339;-36,25094;35,82713
25;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;26,00181;10,92354;-32,09721;27,92146;-35,96254;37,05046
25;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;16,30437;7,79354;-4,08558;33,34848;-36,73022;37,23745
34;1998;positief; ; ; ; ; ; ; ; ; ; ;-13,35672;-,17844;10,75268;-14,57039;,22262;-12,2995
34;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-5,21447;-3,97631;4,7174;-17,98469;-3,84563;-4,7896
34;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-19,99505;-10,7503;4,79443;-28,28864;-6,13915;-4,62715
34;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-15,27682;-12,85509;9,61705;-22,70941;-7,52847;-,46164
34;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-21,17694;-14,36513;,42347;-23,06063;-7,82562;,62564
37;1998;positief; ; ; ; ; ; ; ; ; ; ;-13,71043;1,91113;-3,02669;30,64511;-10,05076;6,77127
37;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;1,69324;17,35971;-4,03272;16,50307;4,62152;9,31173
37;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-9,84179;11,28904;-4,60683;,20603;1,9994;11,38871
37;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;2,61334;13,13824;-7,77726;1,78829;1,38258;14,23713
37;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;5,01476;15,04015;2,70488;1,44453;2,8946;16,2944
40;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-,92043;22,76295;-7,95062;39,69222;-32,25377;35,89211
40;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;11,39676;25,15022;-8,98325;38,23061;-32,10636;37,12071
40;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;4,32839;19,13433;-7,21677;25,05846;-33,60487;36,69776
40;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;13,50832;18,00551;-19,06348;31,25949;-33,23135;37,37532
40;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;15,75199;17,77585;14,98604;25,85602;-34,22438;37,60416
47;1998;positief; ; ; ; ; ; ; ; ; ; ;-12,25271;7,48464;-3,02592;8,13423;-32,67249;12,85093
47;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;1,52772;7,86908;-1,9412;18,91144;8,53364;15,63997
47;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-9,55569;,40537;,94071;-8,21481;8,92667;16,26879
47;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;1,68906;2,12542;7,20414;10,71816;6,9253;19,72133
47;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-2,84325;3,15482;11,88452;4,13656;9,00658;19,75394
48;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-10,38514;14,0909;-1,70024;36,49426;-,88752;29,451
48;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;5,61679;23,12298;-2,1175;33,40336;-34,0283;29,4878
48;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-1,0694;13,22047;-,25685;22,95367;-35,5266;28,87246
48;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;11,55742;16,45811;-10,45311;29,56243;-35,83852;30,34275
48;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;9,66419;18,33356;1,43007;23,68087;-36,94209;30,91278
50;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;22,10314;13,77566;16,19787;26,70248;-9,08782;16,35253
50;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;25,48967;8,06849;12,95;17,07384;-30,82571;19,4599
50;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;19,01152;4,32447;14,89444;11,49865;-27,12143;17,27337
50;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;24,62383;-2,08956;15,5693;17,30207;-26,7529;18,96108
50;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;23,48209;-6,27592;7,22403;24,13263;-26,53835;19,06885
51;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;5,86239;14,42561;8,61719;33,45586;-30,51975;26,2885
51;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;14,5335;11,10017;8,34752;33,28619;-23,51549;28,61186
51;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;7,71654;9,56705;10,64385;34,79672;-24,62939;28,29606
51;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;18,36572;10,71798;4,02989;38,07871;6,71533;28,75082
51;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;19,07102;12,21594;15,52396;38,19765;5,74042;29,70725
53;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;,78067;15,97772;2,33102;27,8494;22,15781;28,11254
53;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;10,97326;11,10349;1,02224;23,64632;-25,9239;27,51392
53;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;5,55776;6,97684;3,5675;18,8854;-29,92474;27,7332
53;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;13,4515;5,65427;-3,88154;29,16442;-29,7617;28,85642
53;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;15,68763;7,17097;2,59241;28,63273;-31,36744;29,7966
55;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;2,03867;-1,72323;16,2117;36,37381;-2,33913;16,19363
55;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;15,62815;6,57125;15,89007;30,28477;-25,5106;19,96115
55;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;8,58155;-,06126;15,79744;34,08044;-30,0098;20,50835
55;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;17,66882;4,91636;11,86202;41,76507;-30,88853;24,58074
55;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;15,83649;7,64964;26,54856;40,33789;-31,09699;25,60918
56;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;7,15789;15,22856;-,77744;38,16941;7,23926;33,74337
56;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;17,72321;14,89145;-3,33538;35,77214;-34,77329;35,20185
56;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;14,66345;7,97789;-2,59328;36,22593;-35,03582;35,12546
56;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;19,66799;10,06672;-11,43996;33,82496;-37,74829;35,73506
56;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;21,05863;12,87128;3,45894;36,05502;-37,70373;36,65164
58;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-9,71981;4,15063;7,89744;33,66674;15,05199;19,14071
58;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;7,65916;9,34899;6,28381;30,09737;5,55745;22,5667
58;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-,07546;5,98623;7,59748;30,66937;3,52229;22,01157
58;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;9,30523;9,09016;3,7587;33,34531;3,90323;24,12512
58;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;8,68971;10,20669;20,35697;34,61998;3,51391;25,33867
59;1998;positief; ; ; ; ; ; ; ; ; ; ;-19,69205;-2,65501;6,28347;27,6691;-12,26778;17,64103
59;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;1,71714;4,94911;5,17286;30,33932;-24,92717;18,59566
59;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-6,31498;-,27847;5,79303;34,60762;-26,83913;18,08816
59;2008;zeer positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;10,21993;3,05328;-12,07947;39,53538;-28,5846;19,48235
59;2010;zeer positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;10,01499;3,87349;-2,79496;39,26949;-28,27593;19,3285
60;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-13,4601;-3,94397;3,15305;36,47602;22,3478;43,38724
60;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;2,57242;5,47666;3,04164;32,2277;-28,6898;39,50992
60;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;4,17954;5,15166;4,63833;29,24072;-24,46336;40,08576
60;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;12,15397;6,47546;-15,70487;33,73219;-28,69412;40,19287
60;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;13,94362;9,80957;23,57005;23,06346;-28,51936;40,65317
63;1998;positief; ; ; ; ; ; ; ; ; ; ;-15,23568;-1,67417;4,97001;36,82814;37,379;19,55633
63;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;5,29988;7,81281;2,77318;33,939;-30,02132;25,96815
63;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-6,04388;10,61463;1,84107;33,11261;-31,97866;27,62829
63;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;5,87652;9,51781;-5,63037;36,07741;-31,80772;28,48798
63;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;2,16622;8,68348;18,27472;32,13334;-33,09527;30,09632
64;1998;positief; ; ; ; ; ; ; ; ; ; ;-13,61878;-8,1623;3,30778;14,58979;-16,84425;-10,02141
64;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;3,80542;3,18323;1,35129;22,54873;-20,35079;-4,83604
64;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-,68242;5,12345;2,94813;28,69651;-20,94981;-1,1962
64;2008;zeer positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;11,75258;11,73354;5,45458;26,46088;-21,39489;5,22494
64;2010;zeer positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;7,55807;13,89294;20,33638;32,12486;-21,18547;7,1704
70;1998;positief; ; ; ; ; ; ; ; ; ; ;-7,36375;-1,49398;11,46402;28,76335;-25,31317;13,33848
70;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;4,8913;4,89433;12,01682;27,78584;12,33366;16,3776
70;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-2,66417;2,45931;13,3579;32,13494;6,86186;19,5669
70;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;8,59185;6,79319;7,80047;30,0176;6,05265;19,64779
70;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;7,02624;7,22133;22,77224;25,90429;6,44578;20,24157
72;1998;positief; ; ; ; ; ; ; ; ; ; ;-19,5807;-3,25037;17,29956;7,81485;-33,34194;-13,95429
72;2002;positief;beperkte positieve ontwikkeling; ; ; ; ; ; ; ; ; ;,68805;1,13517;16,22006;12,14583;20,68374;-4,53247
72;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-10,63433;-2,04896;19,22775;14,68547;21,15056;-4,24812
72;2008;positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;6,30278;2,39747;17,03111;21,92418;21,01178;,355
72;2010;positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;3,30303;5,03579;25,11572;21,30088;21,31634;,93431
74;1998;positief; ; ; ; ; ; ; ; ; ; ;-8,15987;-6,01144;-5,98271;24,26457;-25,78455;7,40977
74;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;7,98116;12,3374;-5,81547;19,49608;2,59187;11,32015
74;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-1,59396;7,6426;-5,2592;24,74231;3,29844;12,01182
74;2008;zeer positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;11,65289;7,90549;-8,70781;32,13209;2,4702;16,25969
74;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;9,42843;8,54366;-3,93889;29,1944;,16649;17,17948
79;1998;positief; ; ; ; ; ; ; ; ; ; ;-18,1826;1,99927;3,45698;32,74943;-26,02739;24,5543
79;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;5,65725;8,00354;2,96661;34,14466;-33,91713;30,90886
79;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-,94762;4,48438;4,77475;33,36208;-34,29245;30,60377
79;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;11,21734;5,77003;-2,863;28,99352;-36,14518;31,27056
79;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;11,46418;6,12475;3,53863;30,72952;-34,3015;31,42254
80;1998;positief; ; ; ; ; ; ; ; ; ; ;-26,7698;-9,33314;17,68946;-4,99072;-5,81473;-18,87207
80;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-6,60912;-1,44656;16,20225;-19,35873;17,99322;-13,83389
80;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-17,41099;-8,65599;16,82188;-8,13183;14,25095;-11,65187
80;2008;positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-,05304;-6,63419;15,16355;-3,80941;14,60277;-5,37932
80;2010;positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-1,35556;-4,67616;24,50196;-7,17507;13,74374;-5,18405
81;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;13,41891;7,65854;19,07383;34,06033;33,93839;25,58174
81;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;18,92542;7,82621;17,352;33,8837;-8,41028;31,29577
81;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;13,57829;6,46813;16,81188;36,61028;-10,55199;32,54426
81;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;17,54598;10,22687;12,49164;37,0979;-12,66188;33,16704
81;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;17,13663;9,41459;26,44427;36,32674;-12,79318;32,96941
82;1998;positief; ; ; ; ; ; ; ; ; ; ;-12,84178;2,42982;31,99142;29,39747;-26,77525;10,99445
82;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;9,22961;6,71281;34,11377;22,64295;-33,23322;17,70818
82;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;,78097;13,0164;34,28489;27,36393;-34,0188;21,23285
82;2008;zeer positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;13,61338;14,02107;33,86536;29,22646;-34,8678;23,99157
82;2010;zeer positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;11,02421;15,71571;41,06593;29,44125;-33,67207;24,84048
83;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;4,57486;4,35936;14,84662;37,66922;-21,74371;39,6652
83;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;14,16367;9,84023;14,1264;36,83948;-17,42697;38,63483
83;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;10,92667;7,86176;16,24039;36,77034;-27,46779;38,35554
83;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;18,48142;9,13841;9,77662;41,45838;-27,91035;38,50806
83;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;15,90029;11,23141;23,47423;35,75755;-29,77521;38,70541
85;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-8,88616;9,28697;-2,64156;32,58804;11,6349;22,31511
