FID,CLUS_ID,ACNR,HOID,K_PRE_HO,K_NA_HO,LEGENDA,GEOMETRIE
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7613,C0268005764,5764,,3,0,PreHO PV,"POLYGON ((186649.494249642 429283.731672114, 186707.310421446 429479.664254337, 186584.61165684 429578.594148312, 186551.849159485 429603.647822761, 186478.615341867 429520.1355746, 186506.238623951 429503.433124968, 186495.317791499 429483.518665791, 186535.789111762 429468.101019976, 186492.748183863 429412.2120539, 186649.494249642 429283.731672114))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7612,C0268005606,5606,,4,0,PreHO PV,"POLYGON ((186757.021991399 428962.877854585, 186798.018645496 429086.2066322, 186746.857531705 429101.792137063, 186694.679971945 428975.075206217, 186724.834535703 428966.943638462, 186757.021991399 428962.877854585))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7611,C0268005663,5663,,3,0,PreHO PV,"POLYGON ((186402.762751683 428766.278360277, 186369.18917039 428747.596286816, 186586.875939419 428656.622711699, 186597.164617557 428684.781199235, 186402.762751683 428766.278360277))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7610,C0268003106,3106,,2,0,PreHO PV,"POLYGON ((186748.416529771 428617.123243326, 186744.148731727 428598.686355776, 186807.653566622 428567.446074094, 186811.921364666 428585.029402035, 186748.416529771 428617.123243326))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-760f,C0268001346,1346,,1,0,PreHO PV,"POLYGON ((186865.09736204 428590.722902301, 186856.762668471 428575.720453877, 186896.435809859 428553.883556726, 186904.437115685 428568.88600515, 186865.09736204 428590.722902301))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-760e,C0268006205,6205,,1,0,PreHO PV,"POLYGON ((183850.407024601 426354.911132232, 183772.497673416 426340.653211754, 183805.596417383 426295.842604536, 183861.864282128 426338.107154526, 183850.407024601 426354.911132232))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-760c,C0268003944,3944,,8,0,PreHO PU,"POLYGON ((186598.861773323 428182.911991576, 186601.641959668 428182.911991576, 186602.273820201 428187.966875841, 186607.960564999 428187.208643201, 186607.328704466 428182.153758937, 186612.257216623 428181.521898404, 186611.878100304 428177.225246779, 186610.614379238 428171.791246195, 186615.542891395 428171.159385662, 186618.70219406 428195.42283013, 186625.652659924 428194.664597491, 186629.443823122 428194.790969597, 186634.37233528 428215.642367188, 186604.422146014 428221.202739878, 186598.861773323 428182.911991576))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-760a,C0268005514,5514,,6,0,PreHO PE,"POLYGON ((186749.304983375 428147.939912878, 186742.685608509 428116.857630897, 186763.407129829 428111.965049474, 186766.716817263 428146.644817796, 186749.304983375 428147.939912878))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7608,C0268004607,4607,,7,0,PreHO PU,"POLYGON ((186612.691319496 428069.65930249, 186569.189141449 428082.04827229, 186554.125280442 428053.609955249, 186596.219621012 428034.604149306, 186612.691319496 428069.65930249))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7607,C0268003706,3706,,5,0,PreHO PE,"POLYGON ((186710.395240417 427781.756538393, 186726.163020162 427756.55624755, 186742.35315115 427768.241298612, 186744.887258609 427771.479324809, 186745.4503936 427775.421269746, 186745.309609852 427778.377728448, 186744.324123618 427780.630268411, 186730.808883837 427797.101966895, 186710.395240417 427781.756538393))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7605,C0268003693,3693,,3,0,PreHO PV,"POLYGON ((186210.664808606 428199.41589059, 186218.297018389 428192.73770703, 186224.140429005 428199.773650424, 186244.174979687 428183.912964468, 186253.834495194 428194.168746364, 186226.167734729 428217.065375715, 186210.664808606 428199.41589059))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7604,C0268003694,3694,,8,0,PreHO PU,"POLYGON ((186641.710081004 427870.18973413, 186660.1446742 427884.691614111, 186626.369607764 427926.458618891, 186610.739964435 427909.516866281, 186641.710081004 427870.18973413))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7603,C0268003370,3370,,2,0,PreHO PV,"POLYGON ((188052.311495699 428664.389873874, 188043.066817042 428694.55672002, 188040.147444834 428693.705236459, 188038.322837204 428699.665621383, 188033.213935841 428697.962654262, 188044.648143654 428661.957063701, 188052.311495699 428664.389873874))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7602,C0268006085,6085,,7,0,PreHO PU,"POLYGON ((186053.122913561 427875.299429947, 186021.772169508 427860.637887952, 186034.40605144 427832.874542472, 186049.379541137 427842.700895086, 186062.16939692 427854.24296006, 186053.122913561 427875.299429947))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7601,C0268001628,1628,,8,0,PreHO PU,"POLYGON ((187034.594591138 427617.325421268, 187064.525703511 427629.129240232, 187037.123980916 427697.001199275, 187006.349738617 427684.775815348, 187034.594591138 427617.325421268))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7600,C0268002420,2420,,1,0,PreHO PV,"POLYGON ((187591.450289761 428894.596464301, 187590.233691617 428880.692485507, 187594.57868499 428879.997286567, 187594.057285785 428876.347492133, 187601.356874653 428876.868891338, 187599.966476773 428896.682061121, 187591.450289761 428894.596464301))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75ff,C0268001599,1599,579,5,7,HO PU,"POLYGON ((187406.228150466 426993.222760908, 187410.36030917 427046.940824065, 187411.836080136 427046.645669872, 187414.197313681 427065.240384041, 187464.668680714 427059.042145985, 187470.276610384 427097.70734529, 187323.289822185 427117.482676232, 187310.303037685 427046.055361485, 187402.095991761 427039.561969235, 187405.047533693 427039.561969235, 187402.391145955 426993.813069294, 187406.228150466 426993.222760908))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75fd,C0268001604,1604,579,5,7,HO PU,"POLYGON ((187406.228150466 426993.222760908, 187410.36030917 427046.940824065, 187411.836080136 427046.645669872, 187414.197313681 427065.240384041, 187464.668680714 427059.042145985, 187470.276610384 427097.70734529, 187323.289822185 427117.482676232, 187310.303037685 427046.055361485, 187402.095991761 427039.561969235, 187405.047533693 427039.561969235, 187402.391145955 426993.813069294, 187406.228150466 426993.222760908))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75fc,C0268002512,2512,373,6,7,HO PU,"POLYGON ((184044.249638756 429081.541272278, 184213.804274995 428873.617489767, 184295.637308678 428833.852821054, 184342.82742839 428927.759581018, 184280.959445355 428959.167051997, 184255.075901433 428977.001445066, 184238.819773237 428991.048002439, 184218.460156371 429011.407619305, 184033.945266123 429237.717792797, 184023.070965052 429242.465596762, 184011.787244674 429241.107545175, 183953.942963599 429192.750253252, 184044.249638756 429081.541272278))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75fa,C0268001604,1604,579,5,7,HO PU,"POLYGON ((187406.228150466 426993.222760908, 187410.36030917 427046.940824065, 187411.836080136 427046.645669872, 187414.197313681 427065.240384041, 187464.668680714 427059.042145985, 187470.276610384 427097.70734529, 187323.289822185 427117.482676232, 187310.303037685 427046.055361485, 187402.095991761 427039.561969235, 187405.047533693 427039.561969235, 187402.391145955 426993.813069294, 187406.228150466 426993.222760908))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75f8,C0268002512,2512,373,6,7,HO PU,"POLYGON ((184044.249638756 429081.541272278, 184213.804274995 428873.617489767, 184295.637308678 428833.852821054, 184342.82742839 428927.759581018, 184280.959445355 428959.167051997, 184255.075901433 428977.001445066, 184238.819773237 428991.048002439, 184218.460156371 429011.407619305, 184033.945266123 429237.717792797, 184023.070965052 429242.465596762, 184011.787244674 429241.107545175, 183953.942963599 429192.750253252, 184044.249638756 429081.541272278))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75f6,C0268004756,4756,579,7,7,HO PU,"POLYGON ((187406.228150466 426993.222760908, 187410.36030917 427046.940824065, 187411.836080136 427046.645669872, 187414.197313681 427065.240384041, 187464.668680714 427059.042145985, 187470.276610384 427097.70734529, 187323.289822185 427117.482676232, 187310.303037685 427046.055361485, 187402.095991761 427039.561969235, 187405.047533693 427039.561969235, 187402.391145955 426993.813069294, 187406.228150466 426993.222760908))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75f4,C0268002506,2506,373,6,7,HO PU,"POLYGON ((184044.249638756 429081.541272278, 184213.804274995 428873.617489767, 184295.637308678 428833.852821054, 184342.82742839 428927.759581018, 184280.959445355 428959.167051997, 184255.075901433 428977.001445066, 184238.819773237 428991.048002439, 184218.460156371 429011.407619305, 184033.945266123 429237.717792797, 184023.070965052 429242.465596762, 184011.787244674 429241.107545175, 183953.942963599 429192.750253252, 184044.249638756 429081.541272278))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75f3,C0268001252,1252,230,7,8,HO PU,"POLYGON ((188371.931258111 427449.905338458, 188413.922268125 427348.638883317, 188423.377870864 427327.694214884, 188557.078060132 427193.485659877, 188610.96482843 427154.036478557, 188730.939142754 427077.781617758, 188812.245888081 427030.541731493, 188993.967575937 427030.503604063, 189040.737223894 427131.871732352, 189020.809286939 427139.192198988, 189026.808002655 427157.595038728, 189024.469520257 427186.775232127, 188999.652898769 427195.597607968, 189000.258804445 427207.7157215, 188995.411559033 427208.018674338, 189001.999754608 427255.404606846, 189056.293215497 427348.130517578, 188995.18765371 427421.538530241, 188990.612362062 427422.758608014, 188911.917345717 427299.734099258, 188841.413372337 427335.179900386, 188530.744714869 427383.309426694, 188539.895298165 427455.599034731, 188543.453858336 427516.704596518, 188530.033002835 427520.466502985, 188456.218297581 427484.982574426, 188371.931258111 427449.905338458))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75f2,C0268001090,1090,849,4,7,HO PU,"POLYGON ((187398.35697192 427809.084856579, 187394.302909484 427784.488386045, 187406.363120558 427782.538153202, 187415.422709806 427781.274024469, 187420.268536613 427806.02987881, 187398.35697192 427809.084856579))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75f1,C0268005124,5124,1120,6,7,HO PU,"POLYGON ((187456.576052437 426467.261441345, 187391.412039478 425912.240770006, 187353.343001008 425916.685167059, 187324.112234113 425715.634597029, 187318.706772859 425685.411663553, 187655.637407898 425658.703747361, 188062.419516055 425658.703747361, 188080.90961188 425453.258238191, 188300.736306692 425465.584968741, 188274.0283905 425744.990861213, 188286.355121051 425979.198741667, 188596.577839898 426100.411592077, 188267.065686816 426424.172997336, 188161.957002032 426441.565081868, 188144.564917499 426396.950604154, 187957.78905317 426455.176278459, 187849.655658033 426458.200988812, 187852.493502486 426541.005269281, 187755.995245728 426542.781310816, 187752.10596437 426471.309796303, 187456.576052437 426467.261441345))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75f0,C0268005650,5650,322,4,7,HO PU,"POLYGON ((186602.586565941 428988.943943206, 186594.81103221 428969.568153747, 186589.643975686 428971.392169177, 186584.863524734 428958.720180146, 186589.795736034 428956.974936148, 186561.114751418 428885.600664853, 186630.969039954 428905.265583151, 186637.872390683 428875.702385741, 186656.341737795 428880.627544971, 186652.839124054 428894.90606963, 186654.494803084 428914.048268317, 186637.872390683 428915.455456668, 186642.863296219 428939.797294886, 186646.508310236 428949.197594192, 186646.316467393 428957.830522126, 186650.345167095 428971.643206821, 186602.586565941 428988.943943206))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75ef,C0268001399,5771,679,6,8,HO PU,"POLYGON ((187439.11174261 429203.19490437, 187438.975677691 429203.330969289, 187383.54650492 429184.94317484, 187384.524338304 429172.045086094, 187430.922706344 429162.836249689, 187497.517753512 429152.156440353, 187496.116281462 429142.435895873, 187617.020838974 429122.378138611, 187619.637182338 429134.209685842, 187626.804615813 429132.91132794, 187624.218596316 429121.101838903, 187636.372887951 429118.946822656, 187639.738280445 429137.009838812, 187636.717690551 429137.738564334, 187637.3210951 429140.92798838, 187629.563036609 429142.479600078, 187629.04583271 429140.065981881, 187625.178744297 429140.767992983, 187624.487447304 429137.809882518, 187617.850456464 429139.039623211, 187620.892387263 429151.345615986, 187624.887469157 429150.460573615, 187625.731822624 429147.474067698, 187640.872341825 429144.363002108, 187645.158698859 429164.965169788, 187641.701959315 429165.449113324, 187642.04763327 429167.45402226, 187629.603370913 429169.942874731, 187629.887742318 429171.861742745, 187597.732232321 429177.340297354, 187597.248288785 429175.058849255, 187565.434221272 429181.062245361, 187565.16974582 429179.137801917, 187439.11174261 429203.19490437))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75ee,C0268004844,4844,581,7,7,HO PU,"POLYGON ((186472.209649677 426811.864396842, 186492.571155701 426876.83939504, 186426.074151852 426895.429498113, 186398.393512802 426903.500777928, 186388.921369213 426872.634654853, 186416.930513052 426864.396542188, 186407.668760807 426832.962716384, 186472.209649677 426811.864396842))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75ed,C0268001615,1615,579,5,7,HO PU,"POLYGON ((187406.228150466 426993.222760908, 187410.36030917 427046.940824065, 187411.836080136 427046.645669872, 187414.197313681 427065.240384041, 187464.668680714 427059.042145985, 187470.276610384 427097.70734529, 187323.289822185 427117.482676232, 187310.303037685 427046.055361485, 187402.095991761 427039.561969235, 187405.047533693 427039.561969235, 187402.391145955 426993.813069294, 187406.228150466 426993.222760908))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75eb,C0268002508,2508,373,5,7,HO PU,"POLYGON ((184044.249638756 429081.541272278, 184213.804274995 428873.617489767, 184295.637308678 428833.852821054, 184342.82742839 428927.759581018, 184280.959445355 428959.167051997, 184255.075901433 428977.001445066, 184238.819773237 428991.048002439, 184218.460156371 429011.407619305, 184033.945266123 429237.717792797, 184023.070965052 429242.465596762, 184011.787244674 429241.107545175, 183953.942963599 429192.750253252, 184044.249638756 429081.541272278))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75ea,C0268001522,1522,230,7,8,HO PU,"POLYGON ((188371.931258111 427449.905338458, 188413.922268125 427348.638883317, 188423.377870864 427327.694214884, 188557.078060132 427193.485659877, 188610.96482843 427154.036478557, 188730.939142754 427077.781617758, 188812.245888081 427030.541731493, 188993.967575937 427030.503604063, 189040.737223894 427131.871732352, 189020.809286939 427139.192198988, 189026.808002655 427157.595038728, 189024.469520257 427186.775232127, 188999.652898769 427195.597607968, 189000.258804445 427207.7157215, 188995.411559033 427208.018674338, 189001.999754608 427255.404606846, 189056.293215497 427348.130517578, 188995.18765371 427421.538530241, 188990.612362062 427422.758608014, 188911.917345717 427299.734099258, 188841.413372337 427335.179900386, 188530.744714869 427383.309426694, 188539.895298165 427455.599034731, 188543.453858336 427516.704596518, 188530.033002835 427520.466502985, 188456.218297581 427484.982574426, 188371.931258111 427449.905338458))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75e8,C0268002128,2128,,6,0,PreHO PE,"MULTIPOLYGON (((186317.002187329 427432.788487562, 186316.984588663 427432.782902932, 186316.990016802 427432.775099982, 186317.002187329 427432.788487562)), ((186316.960734793 427432.81719287, 186316.847366362 427432.739357827, 186316.984588663 427432.782902932, 186316.960734793 427432.81719287)), ((186316.960734793 427432.81719287, 186317.140457086 427432.940584295, 186317.191583065 427432.976666246, 186317.386892599 427433.171975779, 186317.420584972 427433.138283406, 186323.935343247 427437.736047443, 186326.713473825 427433.965727373, 186331.277545489 427437.934485342, 186306.274370286 427476.431437639, 186291.7884037 427467.700170107, 186305.679056591 427445.872001279, 186307.464997677 427446.467314974, 186316.960734793 427432.81719287)), ((186331.277545489 427406.184421592, 186318.974395786 427425.829773537, 186320.760336872 427427.020400928, 186316.847366362 427432.739357827, 186303.893115505 427423.845394553, 186321.950964263 427397.254716162, 186330.285355997 427405.1922321, 186331.277545489 427406.184421592)), ((186317.420584972 427433.138283406, 186317.191583065 427432.976666246, 186317.1884547 427432.973537881, 186317.140457086 427432.940584295, 186317.002187329 427432.788487562, 186317.585330497 427432.973537881, 186317.420584972 427433.138283406)))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75e5,C0268003702,3702,,2,0,PreHO PV,"POLYGON ((186172.924102536 427395.667212975, 186181.853807966 427381.578122185, 186201.896035708 427353.796816404, 186207.253858966 427357.368698576, 186178.281925794 427398.643781451, 186172.924102536 427395.667212975))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75e3,C0268001696,1696,,8,0,PreHO PU,"POLYGON ((186510.861429488 427673.162362372, 186500.956349805 427666.942893734, 186525.719049013 427629.050205179, 186536.315180767 427635.615199853, 186510.861429488 427673.162362372))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75e2,C0268005874,5874,,4,0,PreHO PV,"POLYGON ((184354.899660526 428511.193600653, 184415.480689165 428631.70744042, 184365.409975069 428658.338004258, 184306.552213627 428536.418355557, 184354.899660526 428511.193600653))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-75e1,C0268001415,1415,,2,0,PreHO PV,"POLYGON ((185368.939802019 428998.909731638, 185325.544730401 428917.268156221, 185338.783904793 428910.648569025, 185342.461453235 428920.210194974, 185407.186305818 428882.699200864, 185447.639338682 428956.250169708, 185368.939802019 428998.909731638))"
