Kenteken,Soort erkenning keuringsinstantie,Meld datum door keuringsinstantie,Meld tijd door keuringsinstantie,Soort erkenning omschrijving,Soort melding ki omschrijving,Vervaldatum keuring,Meld datum door keuringsinstantie DT,Vervaldatum keuring DT,API Gebrek constateringen,API Gebrek beschrijving
00BDK5,TA,20221103,1449,Controleapparaten,periodieke controle,20241103,11/03/2022 02:49:00 PM,11/03/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK5,TA,20221208,1145,Controleapparaten,periodieke controle,20241208,12/08/2022 11:45:00 AM,12/08/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK6,AZ,20201016,1343,APK Zware voertuigen,periodieke controle,20211211,10/16/2020 01:43:00 PM,12/11/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK6,AZ,20211018,1325,APK Zware voertuigen,periodieke controle,20221211,10/18/2021 01:25:00 PM,12/11/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK6,AZ,20221220,922,APK Zware voertuigen,periodieke controle,20231220,12/20/2022 09:22:00 AM,12/20/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK7,AZ,20201116,1650,APK Zware voertuigen,periodieke controle,20220107,11/16/2020 04:50:00 PM,01/07/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK7,AZ,20211207,1607,APK Zware voertuigen,periodieke controle,20230107,12/07/2021 04:07:00 PM,01/07/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK7,AZ,20221212,1639,APK Zware voertuigen,periodieke controle,20240107,12/12/2022 04:39:00 PM,01/07/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK7,TA,20211207,1612,Controleapparaten,periodieke controle,20231207,12/07/2021 04:12:00 PM,12/07/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK8,AZ,20201019,856,APK Zware voertuigen,periodieke controle,20211210,10/19/2020 08:56:00 AM,12/10/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK8,AZ,20211213,1122,APK Zware voertuigen,periodieke controle,20221213,12/13/2021 11:22:00 AM,12/13/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK8,AZ,20221121,846,APK Zware voertuigen,periodieke controle,20231213,11/21/2022 08:46:00 AM,12/13/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK8,TA,20211213,1120,Controleapparaten,periodieke controle,20231213,12/13/2021 11:20:00 AM,12/13/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK9,AZ,20201116,1552,APK Zware voertuigen,periodieke controle,20211218,11/16/2020 03:52:00 PM,12/18/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK9,AZ,20211117,1422,APK Zware voertuigen,periodieke controle,20221218,11/17/2021 02:22:00 PM,12/18/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK9,AZ,20221129,1142,APK Zware voertuigen,periodieke controle,20231218,11/29/2022 11:42:00 AM,12/18/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK9,TA,20210812,1459,Controleapparaten,periodieke controle,20230812,08/12/2021 02:59:00 PM,08/12/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL2,AZ,20201027,926,APK Zware voertuigen,periodieke controle,20211217,10/27/2020 09:26:00 AM,12/17/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL2,AZ,20211115,1032,APK Zware voertuigen,periodieke controle,20221217,11/15/2021 10:32:00 AM,12/17/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL2,AZ,20221021,1518,APK Zware voertuigen,periodieke controle,20231217,10/21/2022 03:18:00 PM,12/17/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL2,TA,20211115,1029,Controleapparaten,periodieke controle,20231115,11/15/2021 10:29:00 AM,11/15/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL3,AZ,20200206,1548,APK Zware voertuigen,periodieke controle,20210213,02/06/2020 03:48:00 PM,02/13/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL3,AZ,20210118,1555,APK Zware voertuigen,periodieke controle,20220213,01/18/2021 03:55:00 PM,02/13/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL3,AZ,20220302,1559,APK Zware voertuigen,periodieke controle,20230302,03/02/2022 03:59:00 PM,03/02/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL3,AZ,20230125,1425,APK Zware voertuigen,periodieke controle,20240302,01/25/2023 02:25:00 PM,03/02/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL5,AZ,20210107,1450,APK Zware voertuigen,periodieke controle,20220220,01/07/2021 02:50:00 PM,02/20/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL5,AZ,20220113,1416,APK Zware voertuigen,periodieke controle,20230220,01/13/2022 02:16:00 PM,02/20/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL5,AZ,20230105,1251,APK Zware voertuigen,periodieke controle,20240220,01/05/2023 12:51:00 PM,02/20/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL5,TA,20210107,1445,Controleapparaten,periodieke controle,20230107,01/07/2021 02:45:00 PM,01/07/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL5,TA,20230105,929,Controleapparaten,periodieke controle,20250105,01/05/2023 09:29:00 AM,01/05/2025 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL6,AZ,20201117,1438,APK Zware voertuigen,periodieke controle,20211218,11/17/2020 02:38:00 PM,12/18/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL6,AZ,20211109,1052,APK Zware voertuigen,periodieke controle,20221218,11/09/2021 10:52:00 AM,12/18/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL6,AZ,20221017,1615,APK Zware voertuigen,periodieke controle,20231017,10/17/2022 04:15:00 PM,10/17/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL6,TA,20201117,1412,Controleapparaten,periodieke controle,20221117,11/17/2020 02:12:00 PM,11/17/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL6,TA,20221013,1316,Controleapparaten,periodieke controle,20241013,10/13/2022 01:16:00 PM,10/13/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL8,AZ,20201026,1210,APK Zware voertuigen,periodieke controle,20211220,10/26/2020 12:10:00 PM,12/20/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL8,AZ,20211025,947,APK Zware voertuigen,periodieke controle,20221220,10/25/2021 09:47:00 AM,12/20/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL8,AZ,20221107,1539,APK Zware voertuigen,periodieke controle,20231220,11/07/2022 03:39:00 PM,12/20/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL8,TA,20211025,1057,Controleapparaten,periodieke controle,20231025,10/25/2021 10:57:00 AM,10/25/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL9,AZ,20201110,1651,APK Zware voertuigen,periodieke controle,20211227,11/10/2020 04:51:00 PM,12/27/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL9,AZ,20211105,1515,APK Zware voertuigen,periodieke controle,20221227,11/05/2021 03:15:00 PM,12/27/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL9,AZ,20221027,1635,APK Zware voertuigen,periodieke controle,20231227,10/27/2022 04:35:00 PM,12/27/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDL9,TA,20211104,1303,Controleapparaten,periodieke controle,20231104,11/04/2021 01:03:00 PM,11/04/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDN1,AZ,20200513,1553,APK Zware voertuigen,periodieke controle,20210513,05/13/2020 03:53:00 PM,05/13/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDN1,AZ,20210215,1531,APK Zware voertuigen,periodieke controle,20220215,02/15/2021 03:31:00 PM,02/15/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDN1,AZ,20220118,1513,APK Zware voertuigen,periodieke controle,20230215,01/18/2022 03:13:00 PM,02/15/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDN1,TA,20200513,1548,Controleapparaten,periodieke controle,20220513,05/13/2020 03:48:00 PM,05/13/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDN1,TA,20220113,1021,Controleapparaten,periodieke controle,20240113,01/13/2022 10:21:00 AM,01/13/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDN2,AZ,20201208,1053,APK Zware voertuigen,periodieke controle,20211224,12/08/2020 10:53:00 AM,12/24/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDN2,AZ,20211129,1412,APK Zware voertuigen,periodieke controle,20221224,11/29/2021 02:12:00 PM,12/24/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDN2,AZ,20221117,1620,APK Zware voertuigen,periodieke controle,20231224,11/17/2022 04:20:00 PM,12/24/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDN2,TA,20211129,1411,Controleapparaten,periodieke controle,20231129,11/29/2021 02:11:00 PM,11/29/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDN2,TA,20221118,929,Controleapparaten,periodieke controle,20241118,11/18/2022 09:29:00 AM,11/18/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDP2,AZ,20200608,1447,APK Zware voertuigen,periodieke controle,20210608,06/08/2020 02:47:00 PM,06/08/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDP2,AZ,20210602,1432,APK Zware voertuigen,periodieke controle,20220608,06/02/2021 02:32:00 PM,06/08/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDP2,AZ,20220620,1609,APK Zware voertuigen,periodieke controle,20230620,06/20/2022 04:09:00 PM,06/20/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDP2,TA,20200608,1320,Controleapparaten,periodieke controle,20220608,06/08/2020 01:20:00 PM,06/08/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDP2,TA,20220620,1446,Controleapparaten,periodieke controle,20240620,06/20/2022 02:46:00 PM,06/20/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDP3,AZ,20200716,1308,APK Zware voertuigen,periodieke controle,20210909,07/16/2020 01:08:00 PM,09/09/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDP3,AZ,20210721,1656,APK Zware voertuigen,periodieke controle,20220909,07/21/2021 04:56:00 PM,09/09/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDP3,TA,20210721,1136,Controleapparaten,periodieke controle,20230721,07/21/2021 11:36:00 AM,07/21/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDP9,AZ,20201009,1031,APK Zware voertuigen,periodieke controle,20211121,10/09/2020 10:31:00 AM,11/21/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDP9,AZ,20211102,1455,APK Zware voertuigen,periodieke controle,20221121,11/02/2021 02:55:00 PM,11/21/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDP9,AZ,20221004,1303,APK Zware voertuigen,periodieke controle,20231121,10/04/2022 01:03:00 PM,11/21/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDR1,AZ,20210106,1409,APK Zware voertuigen,periodieke controle,20220226,01/06/2021 02:09:00 PM,02/26/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDR1,AZ,20211229,859,APK Zware voertuigen,periodieke controle,20230226,12/29/2021 08:59:00 AM,02/26/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDR1,AZ,20221229,1356,APK Zware voertuigen,periodieke controle,20240226,12/29/2022 01:56:00 PM,02/26/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDR1,TA,20201109,1601,Controleapparaten,periodieke controle,20221109,11/09/2020 04:01:00 PM,11/09/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDR1,TA,20221107,1630,Controleapparaten,periodieke controle,20241107,11/07/2022 04:30:00 PM,11/07/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDR5,AZ,20200228,1036,APK Zware voertuigen,periodieke controle,20210307,02/28/2020 10:36:00 AM,03/07/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDR5,AZ,20210215,1356,APK Zware voertuigen,periodieke controle,20220307,02/15/2021 01:56:00 PM,03/07/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDR5,AZ,20220202,1441,APK Zware voertuigen,periodieke controle,20230307,02/02/2022 02:41:00 PM,03/07/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDR6,AZ,20201014,1424,APK Zware voertuigen,periodieke controle,20211120,10/14/2020 02:24:00 PM,11/20/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDR6,AZ,20211006,943,APK Zware voertuigen,periodieke controle,20221120,10/06/2021 09:43:00 AM,11/20/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDR6,AZ,20221130,911,APK Zware voertuigen,periodieke controle,20231130,11/30/2022 09:11:00 AM,11/30/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDR7,AZ,20210125,1427,APK Zware voertuigen,periodieke controle,20220321,01/25/2021 02:27:00 PM,03/21/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDR7,AZ,20220125,1627,APK Zware voertuigen,periodieke controle,20230321,01/25/2022 04:27:00 PM,03/21/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDR7,AZ,20230124,1624,APK Zware voertuigen,periodieke controle,20240321,01/24/2023 04:24:00 PM,03/21/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDR7,TA,20210125,1425,Controleapparaten,periodieke controle,20230125,01/25/2021 02:25:00 PM,01/25/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDR7,TA,20230126,1433,Controleapparaten,periodieke controle,20250126,01/26/2023 02:33:00 PM,01/26/2025 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDS1,AZ,20200226,1540,APK Zware voertuigen,periodieke controle,20210312,02/26/2020 03:40:00 PM,03/12/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDS1,AZ,20210303,1520,APK Zware voertuigen,periodieke controle,20220312,03/03/2021 03:20:00 PM,03/12/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDS1,AZ,20220314,1007,APK Zware voertuigen,periodieke controle,20230314,03/14/2022 10:07:00 AM,03/14/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
