gemcode;gm_naam;wijk;wk_naam;jaar;lbrmtr;lbm9802;lbm9806;lbm9808;lbm9810;lbm9812;lbm0206;lbm0208;lbm0210;lbm0212;lbm0608;lbm0610;lbm0612;lbm0810;lbm0812;lbm1012;bev;lftsam;publ;veilig;vrz;won
14;Groningen;3;Korrewegwijk;2008;4; ; ;5; ; ; ;3; ; ;3; ; ; ; ; ;-14,48116;-31,03665;-10,32602;-37,6543;22,39456;-37,30764
14;Groningen;3;Korrewegwijk;2010;4; ; ; ;5; ; ; ;3; ; ;3; ;3; ; ;-13,64656;-29,58264;-4,98164;-39,81321;24,53885;-37,86815
14;Groningen;3;Korrewegwijk;2012;4; ; ; ; ;5; ; ; ;4; ; ;4; ;3;3;-7,78644;-27,00555;-3,13441;-36,55339;24,77891;-38,93468
14;Groningen;4;Oosterparkwijk;1998;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-47,43302;-30,21122;-14,16698;-37,58372;-22,11073;-44,82579
14;Groningen;4;Oosterparkwijk;2002;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-28,37407;-21,54462;-14,96485;-26,66056;36,80661;-43,71761
14;Groningen;4;Oosterparkwijk;2006;4; ;4; ; ; ;3; ; ; ; ; ; ; ; ; ;-35,21268;-12,82411;-13,77104;-17,95161;35,65854;-42,02516
14;Groningen;4;Oosterparkwijk;2008;4; ; ;5; ; ; ;3; ; ;3; ; ; ; ; ;-17,09674;-12,59645;-8,18484;-23,49876;33,1626;-39,92276
14;Groningen;4;Oosterparkwijk;2010;4; ; ; ;5; ; ; ;3; ; ;3; ;3; ; ;-17,01075;-12,08584;-3,98326;-27,91311;34,05909;-39,80395
14;Groningen;4;Oosterparkwijk;2012;4; ; ; ; ;5; ; ; ;4; ; ;3; ;3;3;-12,06458;-10,91576;2,33198;-20,87661;34,38866;-39,27723
14;Groningen;5;Oosterpoortwijk;1998;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-34,97684;-25,73583;-5,43828;-11,31956;-13,57222;-12,73176
14;Groningen;5;Oosterpoortwijk;2002;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1,09656;-17,45927;-3,98266;-14,01565;22,18581;-11,32828
14;Groningen;5;Oosterpoortwijk;2006;5; ;4; ; ; ;3; ; ; ; ; ; ; ; ; ;1,19695;-12,88374;-4,69408;-15,47027;20,58886;-13,91318
14;Groningen;5;Oosterpoortwijk;2008;5; ; ;5; ; ; ;3; ; ;3; ; ; ; ; ;15,46174;-15,0353;3,60516;-5,11165;22,12338;-8,78977
14;Groningen;5;Oosterpoortwijk;2010;5; ; ; ;5; ; ; ;3; ; ;3; ;3; ; ;15,35159;-5,64602;17,01978;-10,12831;23,19657;-9,53636
14;Groningen;5;Oosterpoortwijk;2012;5; ; ; ; ;5; ; ; ;4; ; ;4; ;3;3;21,14559;-9,24212;22,22282;,69214;17,62094;-10,40688
14;Groningen;6;Herewegwijk en Helpman;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9,17259;-17,51636;-17,53754;-6,44662;-11,88312;-32,94273
14;Groningen;6;Herewegwijk en Helpman;2002;5;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11,34383;-6,14115;-19,01804;-11,03893;7,91161;-32,14364
14;Groningen;6;Herewegwijk en Helpman;2006;5; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;3,03274;-11,74413;-17,31879;-14,04171;6,5739;-31,18483
14;Groningen;6;Herewegwijk en Helpman;2008;5; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;14,59365;-11,20866;-14,13533;-7,51385;6,70924;-29,28584
14;Groningen;6;Herewegwijk en Helpman;2010;5; ; ; ;4; ; ; ;3; ; ;3; ;3; ; ;15,07916;-7,29933;-3,58397;-7,53648;7,9521;-29,20448
14;Groningen;6;Herewegwijk en Helpman;2012;5; ; ; ; ;4; ; ; ;3; ; ;3; ;3;3;16,29172;-10,23909;5,53373;2,92379;7,10104;-29,3312
14;Groningen;7;Stadsparkwijk;1998;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-14,88507;-11,04147;-10,91977;-4,88732;15,78229;-39,44727
14;Groningen;7;Stadsparkwijk;2002;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9,13105;12,67418;-8,93726;-6,58667;-4,68607;-29,58635
14;Groningen;7;Stadsparkwijk;2006;5; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-2,16903;,50761;-7,01248;-,34799;-5,86449;-27,91964
14;Groningen;7;Stadsparkwijk;2008;5; ; ;4; ; ; ;3; ; ;3; ; ; ; ; ;17,36959;11,55447;-5,8228;5,41309;-7,8445;-20,63172
14;Groningen;7;Stadsparkwijk;2010;5; ; ; ;4; ; ; ;3; ; ;3; ;3; ; ;17,02451;8,77362;8,13993;5,08201;-6,0821;-20,07723
14;Groningen;7;Stadsparkwijk;2012;5; ; ; ; ;4; ; ; ;3; ; ;4; ;3;3;22,45072;5,25402;8,91834;7,31879;-12,01698;-20,61588
14;Groningen;8;Hoogkerk;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-8,97563;-7,98979;-6,71177;-12,36126;46,0174;-4,79493
14;Groningen;8;Hoogkerk;2002;5;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12,16366;4,21707;,47501;-2,60732;-18,6045;8,32635
14;Groningen;8;Hoogkerk;2006;5; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;3,83232;,63271;3,07765;-6,95347;-18,12306;13,3501
14;Groningen;8;Hoogkerk;2008;6; ; ;4; ; ; ;3; ; ;3; ; ; ; ; ;17,84938;2,89674;17,52134;10,89227;-20,57659;22,2863
14;Groningen;8;Hoogkerk;2010;6; ; ; ;4; ; ; ;3; ; ;3; ;3; ; ;15,70238;5,81012;16,93281;9,05591;-20,82461;22,34272
14;Groningen;8;Hoogkerk;2012;6; ; ; ; ;4; ; ; ;3; ; ;4; ;3;3;21,9689;2,24451;9,32636;17,23722;-20,96288;21,50054
14;Groningen;9;Noorddijk;1998;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-28,03533;,84475;-4,77697;-34,11279;-17,32356;-21,90206
14;Groningen;9;Noorddijk;2002;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-8,91663;-6,0694;-7,53015;-37,59879;-6,94432;-15,46892
14;Groningen;9;Noorddijk;2006;4; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-17,44083;-10,57958;-4,30716;-37,19022;-10,29417;-12,91252
14;Groningen;9;Noorddijk;2008;5; ; ;4; ; ; ;3; ; ;3; ; ; ; ; ;-3,31496;-8,41369;11,22604;-29,68857;-9,22892;-9,0378
14;Groningen;9;Noorddijk;2010;5; ; ; ;4; ; ; ;3; ; ;3; ;3; ; ;-6,41389;-7,98323;13,97633;-30,61964;-6,63005;-8,51362
14;Groningen;9;Noorddijk;2012;5; ; ; ; ;4; ; ; ;3; ; ;4; ;3;3;,24021;-8,21756;17,45975;-24,39465;-15,29528;-9,0066
15;Grootegast;0;Grootegast;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-7,38881;16,85411;-13,34404;35,45907;15,10392;23,33304
15;Grootegast;0;Grootegast;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,64006;12,81856;-15,55189;26,16203;-33,75729;26,82644
15;Grootegast;0;Grootegast;2006;5; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;,73418;10,05614;-16,63403;24,04211;-32,98073;24,9299
15;Grootegast;0;Grootegast;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;10,39071;18,30131;-25,94228;27,59334;-34,5996;26,45311
15;Grootegast;0;Grootegast;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;11,19015;14,46043;3,61264;33,93145;-34,95951;27,42742
15;Grootegast;0;Grootegast;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;11,31233;12,57396;-4,84678;34,41848;-35,01206;27,40532
15;Grootegast;1;Lutjegast;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-4,90461;29,56378;-2,64943;36,2465;-12,00873;45,17941
15;Grootegast;1;Lutjegast;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9,36113;23,03671;-4,69721;28,51301;-37,09339;45,2457
15;Grootegast;1;Lutjegast;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;2,82749;5,36655;-4,44004;24,52071;-36,71477;45,93414
15;Grootegast;1;Lutjegast;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;16,23944;12,02832;-25,58741;30,48161;-36,42178;43,7759
15;Grootegast;1;Lutjegast;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;14,09712;9,36141;-11,79698;32,83805;-36,34407;44,28831
15;Grootegast;1;Lutjegast;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;14,56943;6,14475;-16,1227;35,69181;-41,73471;44,42679
15;Grootegast;2;Opende;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-22,89487;8,62079;-26,92928;29,91686;-13,43705;30,91386
15;Grootegast;2;Opende;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8,67446;5,67706;-28,05908;27,89568;-36,33745;34,61137
15;Grootegast;2;Opende;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;,96658;9,61755;-26,97124;24,24678;-39,66704;39,30977
15;Grootegast;2;Opende;2008;6; ; ;4; ; ; ;3; ; ;3; ; ; ; ; ;15,94662;17,87847;-38,47916;29,08526;-39,46642;39,02058
15;Grootegast;2;Opende;2010;6; ; ; ;4; ; ; ;3; ; ;3; ;3; ; ;10,15785;16,70155;-13,86508;30,95553;-39,60618;40,07123
15;Grootegast;2;Opende;2012;6; ; ; ; ;4; ; ; ;3; ; ;3; ;3;3;16,86395;7,17647;-8,54423;31,44556;-39,04754;39,3783
15;Grootegast;3;Oldekerk;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6,5046;2,89684;-22,21031;37,97966;20,88841;38,59141
15;Grootegast;3;Oldekerk;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13,53105;11,31479;-23,58046;30,69217;-33,62274;42,5962
15;Grootegast;3;Oldekerk;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;9,97159;20,95712;-22,35602;27,8166;-39,25687;41,75466
15;Grootegast;3;Oldekerk;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;13,98412;18,36525;-38,61078;26,53301;-41,69325;41,64424
15;Grootegast;3;Oldekerk;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;18,73557;17,812;-8,67021;29,07181;-39,42803;42,28877
15;Grootegast;3;Oldekerk;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;16,66566;-4,30493;-9,74184;31,76169;-39,34314;41,57356
17;Haren;0;Centrum;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20,00688;-6,75041;-20,11233;38,90807;33,13763;25,4162
17;Haren;0;Centrum;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24,80259;29,42423;-20,58951;34,66622;18,5227;24,01381
17;Haren;0;Centrum;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;20,41176;22,45627;-19,09961;31,20322;17,04807;24,85999
17;Haren;0;Centrum;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;26,6067;22,01692;-27,46691;37,28926;14,95432;25,71446
17;Haren;0;Centrum;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;27,38042;23,92069;-,07958;33,16492;15,50818;25,38273
17;Haren;0;Centrum;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;28,92352;18,61556;5,01448;37,36865;17,08585;24,84825
17;Haren;1;Land;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15,28774;6,05779;-26,56572;41,12276;,5694;46,94518
17;Haren;1;Land;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24,98594;22,57036;-28,48592;36,06697;-24,69045;46,14815
17;Haren;1;Land;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;21,45474;21,47336;-22,04809;35,30891;-27,52636;46,02315
17;Haren;1;Land;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;27,43218;22,19131;-38,88013;37,40011;-27,413;46,62167
17;Haren;1;Land;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;28,1453;23,74956;-7,23401;29,32755;-27,11021;46,52316
17;Haren;1;Land;2012;7; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;28,7963;21,06561;-8,8235;35,84464;-27,33493;46,52016
