FID,dijkrnr1,dijkrnr2,dijkr1,dijkr2,norm,vb_wk_nu,vb_wk_na,kd_naam,naam_compl,kd_code1,kd_code2,id_beheer,vnk_code,kunstwerk,kd_type,kd_type_om,kd_opm,categorie,toetsobjec,x_pr_dr,y_pr_dr,beheerder,provnaam,rws,status,opmerking,se_anno_cad_data,gdb_geomattr_data,shape
kunstwerken.11,35,nvt,Donge,nvt,1:2000,nvt,nvt,Inlaat Oranjepolder,nvt,KD.35.du.015,nvt,KDU9601,nvt,878,du,duiker,nvt,a,waterkerend kunstwerk,117672.542291,409713.017045,Waterschap Brabantse Delta,Noord-Brabant,NEE, , ,,,POINT (117672.54199999943 409713.0170000009)
kunstwerken.12,35,nvt,Donge,nvt,1:2000,nvt,nvt,Oosterhout (Weststad) - RWZI Dongemond,nvt,KD.35.py.016,nvt,PTR00051,nvt,879,py,leidingen,nvt,a,NWO,117470.009,410010.13,Waterschap Brabantse Delta,Noord-Brabant,NEE, , ,,,POINT (117470.00899999961 410010.12999999896)
kunstwerken.13,35,nvt,Donge,nvt,1:2000,nvt,nvt,Damwand Rijkswaterstaat kanaal oostzijde,nvt,KD.35.dw.017,nvt,KM_4007,nvt,880,dw,damwand,p350220 - p3504218,a,BWC,117459.995561,410035.775142,Waterschap Brabantse Delta,Noord-Brabant,NEE, , ,,,POINT (117459.99599999934 410035.7749999985)
kunstwerken.14,35,nvt,Donge,nvt,1:2000,nvt,nvt,Damwand Ir. Hamersbrug,nvt,KD.35.dw.018,nvt,KM_4007,nvt,881,dw,damwand,p350386 - 350448,a,BWC,117385.597,410255.073,Waterschap Brabantse Delta,Noord-Brabant,NEE, , ,,,POINT (117385.59699999914 410255.0729999989)
kunstwerken.15,35,nvt,Donge,nvt,1:2000,nvt,nvt,Duiker Hilleput,nvt,KD.35.du.019,nvt,hwb_dr_00347,nvt,882,du,duiker,nvt,a,waterkerend kunstwerk,117401.89398,410410.162665,Waterschap Brabantse Delta,Noord-Brabant,NEE, , ,,,POINT (117401.89400000125 410410.1629999988)
kunstwerken.16,35,nvt,Donge,nvt,1:2000,nvt,nvt,Keerwand Gasthuiswaard,nvt,KD.35.dw.020,nvt,nvt,nvt,883,dw,damwand,p3702175 - p3702237,a,BWC,117804.993,411807.476,Waterschap Brabantse Delta,Noord-Brabant,NEE, , ,,,POINT (117804.99300000072 411807.4759999998)
kunstwerken.17,39,nvt,Alem,nvt,1:1250,nvt,nvt,Gemaal Alem,nvt,KD.39.gm.001,nvt,390801.001,nvt,980,gm,gemaal,nvt,a,waterkerend kunstwerk,153039.35244,421569.061982,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (153039.35200000182 421569.061999999)
kunstwerken.18,40,nvt,Heerewaarden,nvt,1:500,nvt,nvt,Uitwateringssluis in Heggeldijk (kw A),nvt,KD.40.sp.001,nvt,400801.009,nvt,981,sp,spuisluis,nvt,a,waterkerend kunstwerk,153868.024022,423857.245813,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (153868.0240000002 423857.24599999934)
kunstwerken.19,40,nvt,Heerewaarden,nvt,1:500,nvt,nvt,Coupure 2 Heerewaarden Straalbedrijf,nvt,KD.40.co.002,nvt,400801.008,nvt,982,co,coupure,nvt,a,waterkerend kunstwerk,154370.15541,423823.441473,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (154370.1550000012 423823.44099999964)
kunstwerken.20,40,nvt,Heerewaarden,nvt,1:500,nvt,nvt,Coupure 1 Heerewaarden Straalbedrijf,nvt,KD.40.co.003,nvt,400801.007,nvt,983,co,coupure,nvt,a,waterkerend kunstwerk,154413.235711,423849.13308,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (154413.23600000143 423849.1330000013)
kunstwerken.21,40,nvt,Heerewaarden,nvt,1:500,nvt,nvt,Uitwateringssluis bij kerkhof (kw C),nvt,KD.40.sp.004,nvt,400801.005,nvt,984,sp,spuisluis,nvt,a,waterkerend kunstwerk,155607.124162,425604.974237,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (155607.1240000017 425604.97399999946)
kunstwerken.22,40,nvt,Heerewaarden,nvt,1:500,nvt,nvt,Uitwateringssluis bij boerderij voorne (kw E),nvt,KD.40.sp.005,nvt,400801.003,nvt,985,sp,spuisluis,nvt,a,waterkerend kunstwerk,156368.252164,426177.994379,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (156368.25200000033 426177.993999999)
kunstwerken.23,40,nvt,Heerewaarden,nvt,1:500,nvt,nvt,Duiker onder V. Heemstraweg Heerewaarden (kw F),nvt,KD.40.du.006,nvt,400801.002,nvt,986,du,duiker,nvt,a,waterkerend kunstwerk,156507.013538,426675.261789,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (156507.01399999857 426675.26199999824)
kunstwerken.24,40,nvt,Heerewaarden,nvt,1:500,nvt,nvt,Duiker onder V. Heemstraweg Heerewaarden (kw G),nvt,KD.40.du.007,nvt,400801.001,nvt,987,du,duiker,nvt,a,waterkerend kunstwerk,156941.482453,426901.236744,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (156941.48200000077 426901.23699999973)
kunstwerken.25,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Coupure Spoorbrug Mook,nvt,KD.41.co.001,nvt,410801.001,nvt,988,co,coupure,nvt,a,waterkerend kunstwerk,188519.793734,418846.892504,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (188519.79399999976 418846.8929999992)
kunstwerken.26,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Sluis Heumen,Sluis Heumen,KD.41.ks.002,nvt,46A-001-01,nvt,989,ks,keersluis,2e ID BEHEER 46A-001-01,a,waterkerend kunstwerk,187094.794815,420068.478152,RWS Limburg,Gelderland,JA,0, ,,,POINT (187094.7950000018 420068.4780000001)
kunstwerken.27,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Gemaal Heumen,Sluis Heumen,KD.41.gm.003,nvt,46A-001-02,nvt,990,gm,gemaal,2e ID BEHEER 46A-001-02,a,waterkerend kunstwerk,187019.381022,420009.938069,RWS Limburg,Gelderland,JA,0, ,,,POINT (187019.38100000098 420009.938000001)
kunstwerken.28,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Uitwateringssluis Van Citters II,nvt,KD.41.ss.004,nvt,410803.007,nvt,991,ss,spuisluis,Beheerder van het kunstwerk is onbekend,a,waterkerend kunstwerk,176738.671104,422844.349626,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (176738.6710000001 422844.3500000015)
kunstwerken.29,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Gemaal Van Critters II,nvt,KD.41.gm.005,nvt,410803.001,nvt,992,gm,gemaal,nvt,a,waterkerend kunstwerk,176729.28431,422881.459562,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (176729.28400000185 422881.4600000009)
kunstwerken.30,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Duiker van Citters I,nvt,KD.41.du.006,nvt,410804.002,nvt,993,du,duiker,nvt,a,waterkerend kunstwerk,173750.564419,424612.260175,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (173750.5639999993 424612.26000000164)
kunstwerken.31,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Gemaal Van Citters I,nvt,KD.41.gm.007,nvt,410804.001,nvt,994,gm,gemaal,nvt,a,waterkerend kunstwerk,173835.198041,424723.181437,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (173835.19799999893 424723.1810000017)
kunstwerken.32,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Gemaal Bloemers,nvt,KD.41.gm.008,nvt,410805.003,nvt,995,gm,gemaal,nvt,a,waterkerend kunstwerk,169063.456457,426966.323774,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (169063.45600000024 426966.32400000095)
kunstwerken.33,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Uitlaat de Tuut,nvt,KD.41.sp.009,nvt,410805.002,nvt,996,sp,spuisluis,nvt,a,waterkerend kunstwerk,168929.614889,427008.796633,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (168929.61499999836 427008.7969999984)
kunstwerken.34,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Inlaat De Blauwe Sluis,nvt,KD.41.is.010,nvt,410805.001,nvt,997,is,inlaatsluis,nvt,a,waterkerend kunstwerk,166409.88976,428018.150085,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (166409.8900000006 428018.1499999985)
kunstwerken.35,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Rijksche Sluis - Nieuwe Schans (inlaat),nvt,KD.41.is.011,nvt,410807.001,nvt,998,is,inlaatsluis,nvt,a,waterkerend kunstwerk,162585.022545,427591.716586,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (162585.02299999818 427591.7170000002)
kunstwerken.36,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Amfibietunnel,nvt,KD.41.du.012,nvt,410808.007,nvt,999,du,duiker,nvt,a,waterkerend kunstwerk,158039.80378,425708.133245,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (158039.8040000014 425708.1330000013)
kunstwerken.37,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Gemaal Quarles van Ufford,nvt,KD.41.gm.013,nvt,410808.001,nvt,1000,gm,gemaal,nvt,a,waterkerend kunstwerk,157928.130934,425840.131924,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (157928.13100000098 425840.1319999993)
kunstwerken.38,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Coupure Scheepswerf Dreumel,nvt,KD.41.co.014,nvt,410409.001,nvt,1001,co,coupure,nvt,a,waterkerend kunstwerk,157184.1259,428288.405562,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (157184.1259999983 428288.4059999995)
kunstwerken.39,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Amfibie-tunnels 258,nvt,KD.41.du.015,nvt,410407.001,nvt,1002,du,duiker,nvt,a,waterkerend kunstwerk,165619.057418,433333.413578,Waterschap Rivierenland,Gelderland,NEE,0, ,,,POINT (165619.05700000003 433333.4140000008)
kunstwerken.40,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Uitwateringssluis,nvt,KD.13.sp.011,nvt,8k1,nvt,308,sp,spuisluis,nvt,c,waterkerend kunstwerk,125230.844849,530086.041381,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (125230.84499999881 530086.0410000011)
kunstwerken.41,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Coupure Koggenrandweg thv Aartswoud,nvt,KD.13.co.012,nvt,9k1,nvt,309,co,coupure,nvt,c,waterkerend kunstwerk,125883.45237,529662.339854,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (125883.45199999958 529662.3399999999)
kunstwerken.42,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Coupure,nvt,KD.13.co.013,nvt,9k8,nvt,310,co,coupure,nvt,c,waterkerend kunstwerk,129863.008289,529411.325888,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (129863.00800000131 529411.3260000013)
kunstwerken.43,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Duiker,nvt,KD.13.du.014,nvt,9k11,nvt,311,du,duiker,nvt,c,waterkerend kunstwerk,131199.182851,529177.867517,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (131199.18299999833 529177.8680000007)
kunstwerken.44,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Coupure,nvt,KD.13.co.015,nvt,9k10,nvt,312,co,coupure,nvt,c,waterkerend kunstwerk,131570.23029,529488.918248,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (131570.23000000045 529488.9180000015)
kunstwerken.45,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Coupure Koggenrandweg thv Noorderweg,nvt,KD.13.co.016,nvt,9k13,nvt,313,co,coupure,nvt,c,waterkerend kunstwerk,133052.470741,530405.6687,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (133052.47100000083 530405.6689999998)
kunstwerken.46,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Hevelleiding,nvt,KD.13.du.017,nvt,9k16,nvt,314,du,duiker,nvt,c,waterkerend kunstwerk,133228.244921,530614.107167,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (133228.24500000104 530614.1070000008)
kunstwerken.47,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Coupere Koggenrandweg thv Almersdorper,nvt,KD.13.co.018,nvt,9k17,nvt,315,co,coupure,nvt,c,waterkerend kunstwerk,133541.657603,531152.056076,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (133541.65799999982 531152.0560000017)
kunstwerken.48,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Coupure,nvt,KD.13.co.019,nvt,9k18,nvt,316,co,coupure,nvt,c,waterkerend kunstwerk,135068.920397,531330.609759,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (135068.9200000018 531330.6099999994)
kunstwerken.49,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Overleekersluis,nvt,KD.13.ss.020,nvt,9k20,nvt,317,ss,schutsluis,nvt,c,waterkerend kunstwerk,135236.455675,531377.593016,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (135236.45600000024 531377.5929999985)
kunstwerken.50,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Coupure Medemblikkersluisweg,nvt,KD.13.co.021,nvt,9k21,nvt,318,co,coupure,nvt,c,waterkerend kunstwerk,135614.522411,531791.354832,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (135614.52199999988 531791.3550000004)
kunstwerken.51,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Coupure,nvt,KD.13.co.022,nvt,10k4,nvt,319,co,coupure,nvt,a,waterkerend kunstwerk,136435.39871,531832.38196,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (136435.3990000002 531832.3819999993)
kunstwerken.52,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Coupure,nvt,KD.13.co.023,nvt,10k5,nvt,320,co,coupure,nvt,a,waterkerend kunstwerk,136386.032116,531786.157697,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (136386.03200000152 531786.1579999998)
kunstwerken.53,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Coupure,nvt,KD.13.co.024,nvt,10k6,nvt,321,co,coupure,nvt,a,waterkerend kunstwerk,136353.478023,531752.731542,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (136353.47800000012 531752.7320000008)
kunstwerken.54,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Coupure t.o. Schoutensteeg nr. 30,nvt,KD.13.co.025,nvt,10k7,nvt,322,co,coupure,nvt,a,waterkerend kunstwerk,136297.680705,531694.509306,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (136297.68100000173 531694.5089999996)
kunstwerken.55,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Inlaatduiker,nvt,KD.13.du.026,nvt,10k24,nvt,323,du,duiker,nvt,a,waterkerend kunstwerk,136058.401112,531522.593667,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (136058.40100000054 531522.5940000005)
kunstwerken.56,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Coupure,nvt,KD.13.co.027,nvt,10k14,nvt,324,co,coupure,nvt,a,waterkerend kunstwerk,135818.163307,531567.093005,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (135818.16299999878 531567.0929999985)
kunstwerken.57,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Westerhavensluis,nvt,KD.13.ss.028,nvt,10k3,nvt,325,ss,schutsluis,nvt,a,waterkerend kunstwerk,135825.98386,531354.516013,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (135825.9840000011 531354.5159999989)
kunstwerken.58,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Coupure,nvt,KD.13.co.029,nvt,10k16,nvt,326,co,coupure,nvt,a,waterkerend kunstwerk,136218.556,531396.898,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (136218.55600000173 531396.8979999982)
kunstwerken.59,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Coupure,nvt,KD.13.co.030,nvt,10k20,nvt,327,co,coupure,nvt,a,waterkerend kunstwerk,136221.111649,531389.550448,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (136221.11199999973 531389.5500000007)
kunstwerken.60,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Coupure,nvt,KD.13.co.031,nvt,10k17,nvt,328,co,coupure,nvt,a,waterkerend kunstwerk,136222.164389,531386.366099,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (136222.1640000008 531386.3660000004)
kunstwerken.61,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Coupure,nvt,KD.13.co.032,nvt,10k18,nvt,329,co,coupure,nvt,a,waterkerend kunstwerk,136229.043251,531363.317494,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (136229.04300000146 531363.3170000017)
kunstwerken.62,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Coupure t.p.v. Hoogtesteeg,nvt,KD.13.co.033,nvt,10k1,nvt,330,co,coupure,nvt,a,waterkerend kunstwerk,136237.165295,531349.73023,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (136237.1649999991 531349.7300000004)
kunstwerken.63,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Coupure,nvt,KD.13.co.034,nvt,10k19,nvt,331,co,coupure,nvt,a,waterkerend kunstwerk,136245.425479,531343.820681,HHRS Hollands Noorderkwartier,Noord-Holland,NEE, , ,,,POINT (136245.42500000075 531343.8209999986)
kunstwerken.64,14,15,Zuid-Holland,Lopiker- en Krimpenerwaard,1:10000,nvt,nvt,Coupure nr 8,nvt,KD.14.co.112,nvt,KW14-44,nvt,527,co,coupure,nvt,c,waterkerend kunstwerk,116271.611805,447856.277032,HHRS De Stichtse Rijnlanden,Zuid-Holland,NEE,0, ,,,POINT (116271.61199999973 447856.27699999884)
kunstwerken.65,14,15,Zuid-Holland,Lopiker- en Krimpenerwaard,1:10000,nvt,nvt,Coupure nr 7,nvt,KD.14.co.113,nvt,KW14-45,nvt,528,co,coupure,nvt,c,waterkerend kunstwerk,116202.85221,447861.254758,HHRS De Stichtse Rijnlanden,Zuid-Holland,NEE,0, ,,,POINT (116202.85200000182 447861.25499999896)
kunstwerken.66,14,15,Zuid-Holland,Lopiker- en Krimpenerwaard,1:10000,nvt,nvt,Coupure nr 6,nvt,KD.14.co.114,nvt,KW14-46,nvt,529,co,coupure,nvt,c,waterkerend kunstwerk,116172.44771,447861.465864,HHRS De Stichtse Rijnlanden,Zuid-Holland,NEE,0, ,,,POINT (116172.44799999893 447861.46599999815)
kunstwerken.67,14,15,Zuid-Holland,Lopiker- en Krimpenerwaard,1:10000,nvt,nvt,Coupure nr 5,nvt,KD.14.co.115,nvt,KW14-47,nvt,530,co,coupure,nvt,c,waterkerend kunstwerk,116067.077378,447850.817115,HHRS De Stichtse Rijnlanden,Zuid-Holland,NEE,0, ,,,POINT (116067.07699999958 447850.81700000167)
kunstwerken.68,14,15,Zuid-Holland,Lopiker- en Krimpenerwaard,1:10000,nvt,nvt,Coupure nr 4,nvt,KD.14.co.116,nvt,KW14-48,nvt,531,co,coupure,nvt,c,waterkerend kunstwerk,116031.435237,447839.191569,HHRS De Stichtse Rijnlanden,Zuid-Holland,NEE,0, ,,,POINT (116031.43499999866 447839.19200000167)
kunstwerken.69,14,15,Zuid-Holland,Lopiker- en Krimpenerwaard,1:10000,nvt,nvt,Coupure nr 3,nvt,KD.14.co.117,nvt,KW14-49,nvt,532,co,coupure,nvt,c,waterkerend kunstwerk,115979.977731,447815.580856,HHRS De Stichtse Rijnlanden,Zuid-Holland,NEE,0, ,,,POINT (115979.97800000012 447815.58100000024)
kunstwerken.70,14,15,Zuid-Holland,Lopiker- en Krimpenerwaard,1:10000,nvt,nvt,Coupure nr 2,nvt,KD.14.co.118,nvt,KW14-50,nvt,533,co,coupure,nvt,c,waterkerend kunstwerk,115906.191883,447780.957623,HHRS De Stichtse Rijnlanden,Zuid-Holland,NEE,0, ,,,POINT (115906.19200000167 447780.95800000057)
kunstwerken.71,14,15,Zuid-Holland,Lopiker- en Krimpenerwaard,1:10000,nvt,nvt,Coupure nr 1,nvt,KD.14.co.119,nvt,KW14-51,nvt,534,co,coupure,nvt,c,waterkerend kunstwerk,115827.591399,447736.841186,HHRS De Stichtse Rijnlanden,Zuid-Holland,NEE,0, ,,,POINT (115827.59099999815 447736.84099999815)
kunstwerken.72,14,15,Zuid-Holland,Lopiker- en Krimpenerwaard,1:10000,nvt,nvt,Sluis Hekendorp,nvt,KD.14.sp.120,nvt,KW14-52,nvt,535,sp,spuisluis,nvt,c,waterkerend kunstwerk,115426.702998,447510.548498,HHRS De Stichtse Rijnlanden,Zuid-Holland,NEE,0, ,,,POINT (115426.70300000161 447510.5480000004)
kunstwerken.73,14,15,Zuid-Holland,Lopiker- en Krimpenerwaard,1:10000,nvt,nvt,keersluis/ inlaat met afsluiter Hekendorp,nvt,KD.14.is.121,nvt,KW14-53,nvt,536,is,inlaatsluis,nvt,c,waterkerend kunstwerk,114924.316722,447467.528779,HHRS De Stichtse Rijnlanden,Zuid-Holland,NEE,0, ,,,POINT (114924.31700000167 447467.52899999917)
kunstwerken.74,14,15,Zuid-Holland,Lopiker- en Krimpenerwaard,1:10000,nvt,nvt,Gemaal Stein Oukoop,nvt,KD.14.gm.122,nvt,WW-4103,nvt,537,gm,gemaal,nvt,c,waterkerend kunstwerk,114599.439,447379.294,HHRS van Rijnland,Zuid-Holland,NEE,0, ,,,POINT (114599.43899999931 447379.29399999976)
kunstwerken.75,14,15,Zuid-Holland,Lopiker- en Krimpenerwaard,1:10000,nvt,nvt,duiker V36-KDU03,nvt,KD.14.du.124,nvt,V36-KDU03,nvt,539,du,duiker,nvt,c,waterkerend kunstwerk,114098.151514,446979.407266,HHRS van Rijnland,Zuid-Holland,NEE,0, ,,,POINT (114098.15199999884 446979.4070000015)
kunstwerken.76,14,15,Zuid-Holland,Lopiker- en Krimpenerwaard,1:10000,nvt,nvt,duiker V36-KDU02,nvt,KD.14.du.125,nvt,V36-KDU02,nvt,540,du,duiker,nvt,c,waterkerend kunstwerk,113747.107676,446495.565348,HHRS van Rijnland,Zuid-Holland,NEE,0, ,,,POINT (113747.10799999908 446495.56500000134)
kunstwerken.77,14,15,Zuid-Holland,Lopiker- en Krimpenerwaard,1:10000,nvt,nvt,duiker V36-KDU01,nvt,KD.14.du.126,nvt,V36-KDU01,nvt,541,du,duiker,nvt,c,waterkerend kunstwerk,112872.05178,446341.047875,HHRS van Rijnland,Zuid-Holland,NEE,0, ,,,POINT (112872.05200000107 446341.0480000004)
kunstwerken.78,14,15,Zuid-Holland,Lopiker- en Krimpenerwaard,1:10000,nvt,nvt,gemaal Stein (oud),nvt,KD.14.du.129,nvt,V35-KDU01,nvt,544,du,duiker,nvt,c,waterkerend kunstwerk,111746.21092,446237.622854,HHRS van Rijnland,Zuid-Holland,NEE,4, ,,,POINT (111746.2109999992 446237.6229999997)
