VERSIE,SUBTYPE,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,OFFSET_VLAKPUNT,OFFSET_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,STRAAT,HUISNUMMER,HUISLETTER,POSTCODE,WOONPLAATS,GEBWBAGID,NAAM,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,DOCUMENT,NUMAANDUIDINGVISUALISATIE,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,RELATIEVEHOOGTELIGGING,STATUS,OBJECTID
01,onderstation,751,,751,751__,Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,33.861689,"33,861689",-29.696772,"-29,696772",Noord-Oost,NO,ProRail,235579.839003,502969.815,52.50846638,6.57412911,,,,,,0160100001409270,,Hardenberg,G0160,bestaand,,,75.22,283,0,gerealiseerd,5100
01,onderstation,041,,41,041__,Arnhem - Elst,Ah-Vl,Arnhem - Venlo ,5.652904,"5,652904",15.264789,"15,264789",Noord-Oost,NO,ProRail,187024.8595,439710.903,51.94492482,5.85297805,,,,,,0202100000234417,Laarstraat,Arnhem,G0202,bestaand,,,48.539,283,0,gerealiseerd,5101
01,onderstation,062,,62,062__,Sittard - Roermond,Mt-Vl,Maastricht - Venlo ,38.899462,"38,899462",21.679114,"21,679114",Zuid,Z,ProRail,192813.490545,350434.9495,51.14212691,5.92753322,,,,,,1641100001094207,,Maasgouw,G1641,bestaand,,,45.173,283,0,,5102
01,onderstation,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,131.860015,"131,860015",-21.237181,"-21,237181",Noord-Oost,NO,ProRail,193917.6375,547707.7105,52.91505626,5.96577539,Kooiweg,5,,8477AE,Oldeholtwolde,0098100000025232,Tjonger,Weststellingwerf,G0098,bestaand,,,45.849,283,0,gerealiseerd,5103
01,onderstation,817,e,817,817_e,Vlissingen Sloehaven,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,201.351144,"201,351144",-25.457928,"-25,457928",Zuid,Z,ProRail,39723.7845,387230.335166,51.46234012,3.72831006,,,,,,0654100000093067,,Borsele,G0654,bestaand,,,64.717,283,0,gerealiseerd,5104
01,onderstation,073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,11.941787,"11,941787",50.69676,"50,696760",Randstad Noord,RN,ProRail,116195.886134,542614.6755,52.86929971,4.81092913,Kruiswijk,1,t,1761AR,Anna Paulowna,0366100000006688,Anna Paulowna,Hollands Kroon,G1911,bestaand,,,83.104,283,0,gerealiseerd,5105
01,onderstation,015,,15,015__,Zwolle - Kampen,Zl-Kpn,Zwolle - Kampen ,100.535931,"100,535931",-7.393963,"-7,393963",Noord-Oost,NO,ProRail,191619.553467,508014.3815,52.55851389,5.92720201,,,,,,0166100000032555,,Kampen,G0166,bestaand,,,48.997,283,0,,5106
01,onderstation,525,b,525,525_b,Amsterdam Singelgracht Aansl.,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,78.781867,"78,781867",-102.136412,"-102,136412",Randstad Noord,RN,ProRail,120122.543743,489013.6675,52.38786854,4.87487824,,,,,,0363100012208417,,Amsterdam,G0363,bestaand,,,144.98,283,0,gerealiseerd,5158
01,onderstation,543,c,543,543_c,Hengelo,Zp-Esg,Zutphen - Enschede Grens ,45.591107,"45,591107",75.208614,"75,208614",Noord-Oost,NO,ProRail,251520.692908,475765.895,52.26144929,6.80105098,,,,,,0164100000013542,Hengelo,Hengelo (O),G0164,bestaand,,,156.263,283,0,gerealiseerd,5159
01,onderstation,121,a,121,121_a,Breda - Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,9.21505,"9,215050",27.875701,"27,875701",Zuid,Z,ProRail,107153.8175,406253.693448,51.64308119,4.69595605,Bredeweg,22,,4844PZ,Terheijden,1719100000002777,Langeweg,Drimmelen,G1719,bestaand,,,48.759,283,0,gerealiseerd,5160
01,onderstation,619,,619,619__,Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,35.080018,"35,080018",29.269318,"29,269318",Randstad Noord,RN,ProRail,116955.2806,520551.2345,52.67108329,4.82475614,,,,,,0398100000004235,Heerhugowaard,Dijk en Waard,G1980,bestaand,,,101.49,283,0,gerealiseerd,5161
01,onderstation,057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,7.180434,"7,180434",21.771261,"21,771261",Zuid,Z,ProRail,166808.9105,380282.554636,51.41155338,5.55693852,Emopad,41,T,5663PA,Geldrop,1771100000001048,Geldrop,Geldrop-Mierlo,G1771,bestaand,,,48.878,283,0,gerealiseerd,5162
01,onderstation,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,3.982486,"3,982486",-70.938067,"-70,938067",Randstad Noord,RN,ProRail,132294.244,456805.0695,52.09902706,5.05582963,Belcampostraat,2,,3544NG,Utrecht,0344100000053762,,Utrecht,G0344,bestaand,,,136.433,283,0,gerealiseerd,5163
01,onderstation,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,8.106118,"8,106118",-39.840253,"-39,840253",Randstad Noord,RN,ProRail,128206.0985,457332.3525,52.10358343,4.99612596,,,,,,0344100000094756,Vleuten,Utrecht,G0344,bestaand,,,135.72,283,0,gerealiseerd,5164
01,onderstation,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,55.216637,"55,216637",13.916657,"13,916657",Noord-Oost,NO,ProRail,176885.085925,484162.785,52.34494228,5.70836912,,,,,,0302100000105715,Hulshorst,Nunspeet,G0302,bestaand,,,265.728,283,0,gerealiseerd,5165
01,onderstation,120,a,120,120_a,Lage Zwaluwe - Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,9.793694,"9,793694",-35.837836,"-35,837836",Zuid,Z,ProRail,100023.695438,404179.7185,51.62378699,4.59328085,De Hoop,5,,,Hoeven,1655100000493431,Hoeven,Halderberge,G1655,bestaand,,,100.835,283,0,gerealiseerd,5166
01,onderstation,547,c,547,547_c,Lunetten Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,37.759837,"37,759837",-67.986743,"-67,986743",Randstad Noord,RN,ProRail,137774.85,453844.580876,52.07261595,5.1359636,Houtensepad,1000,,3524SB,Utrecht,0344100000082782,,Utrecht,G0344,bestaand,,,142.952,283,0,gerealiseerd,5167
01,onderstation,012,,12,012__,Meppel - Assen,Mp-Gn,Meppel - Groningen ,14.4816,"14,481600",20.378897,"20,378897",Noord-Oost,NO,ProRail,223401.513,525949.615,52.71662093,6.39951179,Fluitenbergseweg,99,,7932PA,Echten,1690100000011082,Echten,De Wolden,G1690,bestaand,,,44.808,283,0,gerealiseerd,5168
01,onderstation,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,47.249645,"47,249645",-22.541276,"-22,541276",Noord-Oost,NO,ProRail,242162.4845,513773.189502,52.60452885,6.67389729,,,,,,0160100001382097,Gramsbergen,Hardenberg,G0160,bestaand,,,100.635,283,0,gerealiseerd,5169
01,onderstation,108,,108,108__,De Haar Aansl. - Ede=Wageningen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,68.582264,"68,582264",20.708661,"20,708661",Noord-Oost,NO,ProRail,168030.761329,450807.116,52.0454291,5.57714938,,,,,,0228100000070278,Veenendaal-De Klomp,Ede,G0228,bestaand,,,77.761,283,0,gerealiseerd,5170
01,onderstation,118,,118,118__,Geldermalsen - Dordrecht,Gdm-Ddr,Geldermalsen - Dordrecht ,69.345706,"69,345706",-27.200976,"-27,200976",Randstad Zuid,RZ,ProRail,126709.325877,428187.646,51.84155655,4.97668285,Handelskade,9,,4205AC,Gorinchem,0512100000048448,Gorinchem,Gorinchem,G0512,bestaand,,,76.864,283,0,gerealiseerd,5171
01,onderstation,078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,67.8446,"67,844600",24.142,"24,142000",Randstad Noord,RN,ProRail,115425.658,497943.622071,52.46780424,4.80483288,,,,,,0479100000037027,Koog-Zaandijk,Zaanstad,G0479,bestaand,,,47.019,283,0,,5172
01,onderstation,613,,613,613__,Ede=Wageningen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,75.115431,"75,115431",12.881195,"12,881195",Noord-Oost,NO,ProRail,174300.665354,448955.7515,52.02860599,5.6684388,,,,,,0228100000071139,Ede-Wageningen,Ede,G0228,bestaand,,,240.664,283,0,gerealiseerd,5173
01,onderstation,102,,102,102__,Woerden - Alphen a/d Rijn,Wd-Ledn,Woerden - Leiden Centraal ,12.5,"12,500000",17.870384,"17,870384",Randstad Zuid,RZ,ProRail,109116.030138,457523.121,52.10404453,4.71748064,Spoorlaan,49,,2471PD,Zwammerdam,0484100000000181,Zwammerdam,Alphen aan den Rijn,G0484,bestaand,,,59.718,283,0,gerealiseerd,5226
01,onderstation,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,60.220615,"60,220615",37.867443,"37,867443",Noord-Oost,NO,ProRail,248416.9555,524588.54234,52.70066769,6.7692522,,,,,,0109100000005629,Dalen,Coevorden,G0109,bestaand,,,70.538,283,0,gerealiseerd,5227
01,onderstation,036,,36,036__,Ede=Wageningen - Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,82.829592,"82,829592",-15.339877,"-15,339877",Noord-Oost,NO,ProRail,181700.651268,446750.297,52.00847635,5.776092,,,,,,0274100000003837,Wolfheze,Renkum,G0274,bestaand,,,96.211,283,0,gerealiseerd,5228
01,onderstation,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,27.291553,"27,291553",17.404358,"17,404358",Randstad Noord,RN,ProRail,184227.606974,504159.765,52.52431824,5.81786429,Oudebosweg,19,,,Dronten,0303100000643923,Drontermeer West OS,Dronten,G0303,bestaand,,,141.588,283,0,,5229
01,onderstation,606,b,606,606_b,Almelo,Dv-Aml,Deventer - Almelo ,37.459258,"37,459258",20.465781,"20,465781",Noord-Oost,NO,ProRail,240708.4,486853.778,52.36287299,6.64552985,,,,,,0141100000047485,Almelo,Almelo,G0141,bestaand,,,149.568,283,0,gerealiseerd,5230
01,onderstation,073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,21.553613,"21,553613",29.321326,"29,321326",Randstad Noord,RN,ProRail,115779.629,533041.896248,52.78324662,4.80589148,,,,,,0441100000002443,Schagen,Harenkarspel,G0441,bestaand,,,168.967,283,0,gerealiseerd,5231
01,onderstation,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,34.518728,"34,518728",-35.577001,"-35,577001",Zuid,Z,ProRail,64128.198192,385113.04,51.44777523,4.07995117,Nieuwlandse Binnendijk,10,B,4415AB,Oostdijk,0703100000011590,Oostdijk,Reimerswaal,G0703,bestaand,,,159.173,283,0,gerealiseerd,5232
01,onderstation,542,b,542,542_b,Dordrecht,Gdm-Ddr,Geldermalsen - Dordrecht ,93.564913,"93,564913",-17.50262,"-17,502620",Randstad Zuid,RZ,ProRail,105947.267356,424425.536,51.80630367,4.67596063,,,,,,0505100000073029,,Dordrecht,G0505,bestaand,,,86.754,283,0,,5233
01,onderstation,024,,24,024__,Deventer - Wierden,Dv-Aml,Deventer - Almelo ,26.767954,"26,767954",12.954339,"12,954339",Noord-Oost,NO,ProRail,232663.968,481471.060962,52.31569978,6.52620711,Molendijk Noord,49,B,7461JG,Rijssen,1742100000013198,Rijssen,Rijssen-Holten,G1742,bestaand,,,199.798,283,0,,5234
01,onderstation,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,73.112436,"73,112436",-23.958441,"-23,958441",Noord-Oost,NO,ProRail,257031.49,532581.770976,52.77093264,6.89913192,Westerbracht,21,,7821CD,Emmen,0114100000264863,Emmen,Emmen,G0114,bestaand,,,86.597,283,0,gerealiseerd,5235
01,onderstation,532,,532,532__,Harmelen Aansl.,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,11.190623,"11,190623",-84.549586,"-84,549586",Randstad Noord,RN,ProRail,125213.6185,457347.611735,52.10356762,4.95244825,Breudijk,23,,3481LM,Harmelen,0632100000025726,Harmelen Aansluiting,Woerden,G0632,bestaand,,,110.844,283,0,gerealiseerd,5236
01,onderstation,152,a,152,152_a,Kijfhoek - Meteren Aansl.,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,5.926417,"5,926417",-29.192831,"-29,192831",Randstad Zuid,RZ,ProRail,107423.803906,428629.2825,51.84421403,4.69678966,,,,,,1927100000023072,,Molenlanden,G1978,bestaand,,,147.938,283,0,,5237
01,onderstation,028,,28,028__,Hengelo - Enschede Grens,Zp-Esg,Zutphen - Enschede Grens ,52.765465,"52,765465",42.690985,"42,690985",Noord-Oost,NO,ProRail,256964.124422,471463.6105,52.22181098,6.87946496,Tubantiasingel,6,,,Enschede,0153100000270865,Enschede,Enschede,G0153,bestaand,,,101.93,283,0,gerealiseerd,5238
01,onderstation,085,,85,085__,Haarlem - Warmond,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,23.106216,"23,106216",-25.531085,"-25,531085",Randstad Noord,RN,ProRail,101232.043106,484165.2295,52.34277073,4.59818584,,,,,,0397100000010656,Iepenrode,,G0397,bestaand,,,48.911,283,0,gerealiseerd,5239
01,onderstation,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,67.431785,"67,431785",24.119526,"24,119526",Noord-Oost,NO,ProRail,238351.475,573673.132516,53.14331086,6.632908,,,,,,0017100000006649,Glimmen,Groningen,G0014,bestaand,,,64.477,283,0,gerealiseerd,5240
01,onderstation,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,16.762967,"16,762967",81.573063,"81,573063",Noord-Oost,NO,ProRail,187063.217938,428676.300905,51.84574319,5.85250815,Eerste Oude Heselaan,5,,6541PA,Nijmegen,0268100000049209,Nijmegen,Nijmegen,G0268,bestaand,,,228.952,283,0,gerealiseerd,5241
01,onderstation,117,,117,117__,Lunetten - Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,7.964862,"7,964862",-20.919566,"-20,919566",Randstad Noord,RN,ProRail,140168.8275,448997.542531,52.02911988,5.17109127,Stationserf,151,,3991KX,Houten,0321100000004520,Houten,Houten,G0321,bestaand,,,73.148,283,0,gerealiseerd,5290
01,onderstation,139,,139,139__,Zaandam - Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,171.672588,"171,672588",31.607422,"31,607422",Randstad Noord,RN,ProRail,116141.8895,494213.719203,52.4343347,4.81580536,Albert Heijnweg,10,,1507EH,Zaandam,0479100000011308,Zaandam,Zaanstad,G0479,bestaand,,,80.846,283,0,gerealiseerd,5291
01,onderstation,021,,21,021__,Barneveld Noord - Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,81.663754,"81,663754",-24.436173,"-24,436173",Noord-Oost,NO,ProRail,189111.488138,467253.8975,52.19235091,5.88607891,Willemsbos,9,,,Ugchelen,0200100003910044,Assel,Apeldoorn,G0200,bestaand,,,47.572,283,0,gerealiseerd,5292
01,onderstation,125,,125,125__,Tilburg - Boxtel,Bd-Ehv,Breda - Eindhoven ,28.565195,"28,565195",27.829722,"27,829722",Zuid,Z,ProRail,140025.578711,398717.1375,51.57717973,5.17117847,,,,,,0824100000020345,Oisterwijk,Oisterwijk,G0824,bestaand,,,78.109,283,0,gerealiseerd,5293
01,onderstation,063,,63,063__,Maastricht - Sittard,Mt-Vl,Maastricht - Venlo ,11.93051,"11,930510",9.053115,"9,053115",Zuid,Z,ProRail,181178.432818,328219.01,50.94309065,5.75966088,Terhagen,5,a,,Elsloo,0971100000002466,,Stein,G0971,bestaand,,,46.168,283,0,gerealiseerd,5294
01,onderstation,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,13.765624,"13,765624",106.47018,"106,470180",Randstad Zuid,RZ,ProRail,92729.884211,451510.5095,52.04840718,4.47943048,Kinderen van Versteegplein,87,,2713HE,Zoetermeer,0637100000297357,Driemanspolder,Zoetermeer,G0637,bestaand,,,132.72,283,0,gerealiseerd,5295
01,onderstation,097,,97,097__,Nieuwersluis=Loenen - Breukelen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,22.102442,"22,102442",-25.612591,"-25,612591",Randstad Noord,RN,ProRail,127943.7395,465351.630355,52.17564615,4.99165896,,,,,,1904100000040782,Breukelen,Stichtse Vecht,G1904,bestaand,,,72.446,283,0,gerealiseerd,5296
01,onderstation,073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,7.158836,"7,158836",31.41943,"31,419430",Randstad Noord,RN,ProRail,114620.831,546365.087075,52.90288586,4.78707648,,,,,,0400100000040038,Koegras,,G0400,bestaand,,,45.107,283,0,,5297
01,onderstation,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,32.769402,"32,769402",19.603004,"19,603004",Noord-Oost,NO,ProRail,162518.689,470766.985247,52.22492956,5.49724329,,,,,,0267100000011352,Nijkerk,Nijkerk,G0267,bestaand,,,101.549,283,0,,5298
01,onderstation,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,37.726201,"37,726201",-12.668819,"-12,668819",Noord-Oost,NO,ProRail,166513.1135,473655.739805,52.25082398,5.55580175,,,,,,0273100000009455,,Putten,G0273,bestaand,,,76.213,283,0,,5299
01,onderstation,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,17.492959,"17,492959",23.801951,"23,801951",Randstad Noord,RN,ProRail,145792.880846,487829.7435,52.37825868,5.25198806,Vincent van Goghstraat,15,,,Almere,0034100000049140,Hoge Vaart,Almere,G0034,bestaand,,,57.897,283,0,,5300
01,onderstation,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,22.797849,"22,797849",22.862277,"22,862277",Randstad Noord,RN,ProRail,149848.923069,491116.493,52.40785138,5.31150493,,,,,,0034100000001767,Almere Oost,Almere,G0034,bestaand,,,105.846,283,0,,5301
01,onderstation,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,49.081966,"49,081966",-15.556645,"-15,556645",Randstad Noord,RN,ProRail,147433.166345,523414.044,52.69808774,5.27527021,Flevolaan,3,,1601MA,Enkhuizen,0388100000232064,Enkhuizen,Enkhuizen,G0388,bestaand,,,54.332,283,0,,5302
01,onderstation,123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,5.59794,"5,597940",32.411982,"32,411982",Zuid,Z,ProRail,117833.586346,400834.6215,51.59518276,4.85081842,Parallelweg,8,,,Dorst,0826100000011758,Dorst,Oosterhout,G0826,bestaand,,,58.085,283,0,,5303
01,onderstation,206,,206,206__,Zwolle - Wierden,Zl-Wdn,Zwolle - Wierden ,32.966684,"32,966684",26.660156,"26,660156",Noord-Oost,NO,ProRail,230103.672026,486904.1745,52.3648789,6.4898777,Baron van Sternbachlaan,1,,,Nijverdal,0163100000585411,,Hellendoorn,G0163,bestaand,,,98.555,283,0,Nijverdal,5304
01,onderstation,620,,620,620__,Alkmaar,Hdr-Zd,Den Helder - Zaandam ,42.18317,"42,183170",-38.020245,"-38,020245",Randstad Noord,RN,ProRail,111000.94843,516822.1725,52.63712326,4.73722837,,,,,,0361100000023223,Alkmaar,Alkmaar,G0361,bestaand,,,289.34,283,0,,5305
01,onderstation,123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,19.610478,"19,610478",-19.521194,"-19,521194",Zuid,Z,ProRail,131462.83491,397437.34,51.56538297,5.04773891,Hogeschoollaan,1,a,5037BE,Tilburg,0855100000574821,,Tilburg,G0855,bestaand,,,198.465,283,0,,5350
