FID,ID,WIJKNR,WIJKNAAM,WIJKDEEL,STDSDLNR,STDSDLNM,STDSDLKORT,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
GEO_IND_WIJKDELEN.325,325,70,Lent,70_05,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((188064.711341345 430051.667792448, 188142.065083841 429933.230499184, 188192.486212756 429808.552798594, 188309.829930959 429852.55669292, 188497.039128189 429943.929229615, 188590.094791151 430236.731639213, 188634.138978789 430318.995249472, 188664.73490337 430435.056500729, 188673.786565714 430469.837126273, 188687.453556049 430503.602631807, 188727.018951737 430566.520590345, 188766.151451825 430608.527090326, 188694.986451734 430706.010590439, 188608.094951674 430669.483590398, 188563.839951607 430650.633590412, 188587.065951628 430595.481590366, 188527.754951544 430569.553590373, 188520.20045157 430583.738590353, 188439.179951499 430549.380590328, 188436.142951494 430556.264840337, 188396.677376544 430533.28732224, 188403.517444386 430514.852178902, 188319.915951368 430477.2625903, 188313.207951364 430487.069590307, 188263.456951373 430464.777590239, 188269.468951357 430456.194590252, 188186.715951312 430392.130590176, 188197.249951272 430379.426090211, 188168.280951254 430354.199590185, 188141.463951183 430389.261590264, 188114.484951244 430388.267590177, 188061.83995116 430375.220590207, 188053.485451153 430341.176590181, 188065.649951179 430322.433590147, 188070.318951136 430325.817590197, 188127.168451218 430248.671590097, 188135.419951225 430251.049090099, 188141.492951269 430236.469590048, 188150.821951233 430233.86459009, 188163.965951252 430214.885590067, 188149.149951255 430204.013590039, 188167.831951256 430185.059590038, 188126.225366379 430131.996854277, 188102.167951232 430152.406589982, 188085.501951252 430124.113589924, 188111.167989624 430099.275629821, 188064.711341345 430051.667792448))"
GEO_IND_WIJKDELEN.326,326,70,Lent,70_15,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((187499.778930364 429857.936896261, 187645.364540269 429809.221522511, 187669.023219837 429801.218816206, 187906.031951048 429756.151089666, 188013.975451118 429756.595089685, 188192.486212756 429808.552798594, 188142.065083841 429933.230499184, 188064.711341345 430051.667792448, 188025.023928264 430112.366188925, 187912.398451082 430301.728590103, 187782.337950923 430509.649590331, 187774.92502038 430522.612184883, 187694.029450877 430645.049590421, 187653.359252475 430733.024217886, 187602.823353272 430696.028725967, 187536.866354871 430701.121176915, 187556.977098957 430474.492650874, 187556.997549272 430213.850959814, 187529.505896808 429977.224907619, 187499.778930364 429857.936896261))"
GEO_IND_WIJKDELEN.327,327,70,Lent,70_11,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((187694.029450877 430645.049590421, 187774.92502038 430522.612184883, 187782.337950923 430509.649590331, 187912.398451082 430301.728590103, 188025.023928264 430112.366188925, 188064.711341345 430051.667792448, 188111.167989624 430099.275629821, 188085.501951252 430124.113589924, 188102.167951232 430152.406589982, 188126.225366379 430131.996854277, 188167.831951256 430185.059590038, 188149.149951255 430204.013590039, 188163.965951252 430214.885590067, 188150.821951233 430233.86459009, 188141.492951269 430236.469590048, 188135.419951225 430251.049090099, 188127.168451218 430248.671590097, 188070.318951136 430325.817590197, 188065.649951179 430322.433590147, 188053.485451153 430341.176590181, 188061.83995116 430375.220590207, 188114.484951244 430388.267590177, 188141.463951183 430389.261590264, 188168.280951254 430354.199590185, 188197.249951272 430379.426090211, 188186.715951312 430392.130590176, 188269.468951357 430456.194590252, 188263.456951373 430464.777590239, 188313.207951364 430487.069590307, 188319.915951368 430477.2625903, 188403.517444386 430514.852178902, 188396.677376544 430533.28732224, 188436.142951494 430556.264840337, 188439.179951499 430549.380590328, 188520.20045157 430583.738590353, 188527.754951544 430569.553590373, 188587.065951628 430595.481590366, 188563.839951607 430650.633590412, 188542.257951596 430641.405590395, 188532.625951588 430665.631590417, 188513.205951552 430658.924590431, 188482.385668069 430740.75437685, 188420.727951465 430715.285090488, 188368.768951395 430839.369090621, 188447.193963151 430865.511827365, 188434.085704956 430912.14554714, 188140.817451201 430818.510590611, 187985.075451125 430702.00359046, 187922.539312569 430640.789842947, 187854.467153696 430602.847983903, 187814.445740557 430610.393986104, 187730.379587772 430658.135981218, 187694.029450877 430645.049590421))"
GEO_IND_WIJKDELEN.328,328,70,Lent,70_10,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((187653.359252475 430733.024217886, 187694.029450877 430645.049590421, 187730.379587772 430658.135981218, 187814.445740557 430610.393986104, 187854.467153696 430602.847983903, 187922.539312569 430640.789842947, 187985.075451125 430702.00359046, 188140.817451201 430818.510590611, 188434.085704956 430912.14554714, 188434.127962921 430911.995210911, 188446.86837987 430916.078677883, 188439.002118384 430933.286124883, 188426.587951468 430949.125590692, 188410.490951477 430949.130590673, 188410.337951442 430953.122590709, 188409.840951476 430966.136590683, 188382.62195144 430965.921590699, 188389.861951488 430942.915590638, 188350.834437563 430936.563733836, 188335.101914591 431117.815508908, 188353.552521711 431194.007437434, 188035.528456334 431277.107303998, 187976.53149519 431260.063737445, 188053.476625086 431054.567354506, 188173.843554129 431098.149855193, 188209.897252606 430963.767888141, 188217.107992301 430947.379843378, 188227.924101845 430942.791190845, 188236.445885121 430945.085517112, 188244.022951272 430919.257590707, 188221.041123044 430911.326144901, 188225.157951353 430891.457590594, 188162.189951295 430872.748590582, 188161.019951251 430875.923590629, 188126.897951206 430865.391590636, 188012.585193667 430773.666568897, 188005.025951129 430781.87759054, 187985.053278466 430765.144785621, 187918.845577626 430817.58652886, 187888.172951029 430778.198590542, 187867.714877967 430797.265353355, 187753.793950904 430711.730590497, 187707.605950814 430719.492590558, 187688.757429162 430748.428979963, 187653.359252475 430733.024217886))"
GEO_IND_WIJKDELEN.329,329,70,Lent,70_20,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((188434.127962921 430911.995210911, 188447.193963151 430865.511827365, 188368.768951395 430839.369090621, 188420.727951465 430715.285090488, 188482.385668069 430740.75437685, 188513.205951552 430658.924590431, 188532.625951588 430665.631590417, 188542.257951596 430641.405590395, 188563.839951607 430650.633590412, 188608.094951674 430669.483590398, 188573.812951677 430770.371554735, 188532.520367798 430861.918254618, 188501.604449377 430928.369711454, 188517.417212715 431036.716423214, 188518.258339508 431076.607356568, 188511.481531416 431149.923458795, 188464.486532155 431312.487792973, 188419.666729399 431453.166235225, 187947.828196733 431327.641754958, 187976.53149519 431260.063737445, 188035.528456334 431277.107303998, 188353.552521711 431194.007437434, 188335.101914591 431117.815508908, 188350.834437563 430936.563733836, 188389.861951488 430942.915590638, 188382.62195144 430965.921590699, 188409.840951476 430966.136590683, 188410.337951442 430953.122590709, 188410.490951477 430949.130590673, 188426.587951468 430949.125590692, 188439.002118384 430933.286124883, 188446.86837987 430916.078677883, 188434.127962921 430911.995210911))"
GEO_IND_WIJKDELEN.330,330,70,Lent,70_25,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((188419.666729399 431453.166235225, 188464.486532155 431312.487792973, 188511.481531416 431149.923458795, 188518.258339508 431076.607356568, 188517.417212715 431036.716423214, 188501.604449377 430928.369711454, 188532.520367798 430861.918254618, 188573.812951677 430770.371554735, 188608.094951674 430669.483590398, 188694.986451734 430706.010590439, 188766.151451825 430608.527090326, 188826.401951815 430626.736590401, 188866.271951859 430663.998090421, 188882.419012686 430679.088727658, 188909.498951893 430716.914590465, 188926.960911495 430746.168270684, 188956.42943175 430730.896680551, 188959.530952005 430729.267590409, 188985.897952005 430715.625090418, 189005.114951991 430729.048090458, 189020.153451959 430746.999090515, 189029.751951969 430786.966590545, 189004.239952014 430825.979590515, 189019.135951977 430835.099090571, 189029.697952007 430841.831590558, 189030.535952001 430842.795590565, 189043.667452016 430858.738590576, 189118.623007929 430945.267544813, 189129.681451382 430960.940589193, 189116.144951371 430975.412589201, 189138.737951381 430991.668589228, 189141.073951385 430994.724089225, 189143.409951388 430997.779589224, 189144.543951417 431000.0005892, 189144.544951421 431000.002589198, 189145.800951391 431002.462589231, 189146.436451348 431006.317089271, 189146.754201327 431008.244339295, 189147.071951306 431010.171589313, 189147.782951383 431018.944589253, 189145.118951392 431024.452589245, 189132.107951384 431029.263589247, 189119.725951334 431033.066589286, 189111.011951371 431037.172589254, 189097.644951387 431047.574589232, 189087.400951214 431058.701589398, 189076.971951317 431071.633589304, 189074.110951397 431076.197589232, 189072.956451352 431077.019089272, 189071.801951307 431077.840589314, 189065.385951321 431081.901589299, 189063.261451327 431083.883589293, 189061.136951332 431085.865589288, 189059.790951337 431091.019589286, 189060.273951326 431095.844589299, 189062.295951261 431104.200589373, 189066.422951281 431116.812589366, 189071.675951277 431130.812589387, 189053.373951367 431154.950589314, 189048.462951271 431159.4755894, 189046.863451309 431160.330589363, 189046.063701328 431160.758089347, 189045.263951347 431161.185589327, 189041.058951332 431162.267589339, 189037.488951345 431162.406589326, 189003.61131818 431205.274030783, 188934.326951283 431302.269589425, 188925.024951217 431323.191589499, 188916.091951154 431354.485589573, 188912.673951167 431373.99958958, 188910.068951183 431402.951589588, 188907.382951164 431434.638589627, 188907.115951265 431450.461589546, 188898.831951121 431489.927589709, 188896.635951247 431500.000589597, 188895.079951181 431507.136589665, 188882.202951252 431559.989589631, 188873.464951109 431596.203589792, 188862.681951099 431636.673589824, 188846.074951167 431700.552589802, 188842.268145187 431714.685462744, 188834.372951171 431743.996589827, 188823.639951178 431780.319589847, 188814.391951171 431803.912589862, 188804.370474323 431827.094794731, 188796.198951158 431845.997589895, 188782.350951088 431878.249589974, 188773.510951036 431901.989590037, 188769.907951067 431915.069590018, 188769.907950742 431915.069591196, 188671.121951725 431886.329091436, 188634.245951674 431849.561591426, 188323.257307448 431741.583182613, 188326.289079323 431733.127386011, 188419.666729399 431453.166235225))"
GEO_IND_WIJKDELEN.331,331,70,Lent,70_21,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((187947.828196733 431327.641754958, 188419.666729399 431453.166235225, 188326.289079323 431733.127386011, 188323.257307448 431741.583182613, 188231.132436622 431998.525064122, 188110.562421886 431957.656585409, 188025.39835197 431928.088186914, 187990.571349743 431910.360834345, 187976.297772833 431907.797430134, 187853.948920367 431866.421393654, 187744.739834903 431841.235095028, 187768.273950927 431795.53859141, 187883.767451069 431478.804091095, 187947.828196733 431327.641754958))"
GEO_IND_WIJKDELEN.332,332,70,Lent,70_26,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((188231.132436622 431998.525064122, 188323.257307448 431741.583182613, 188634.245951674 431849.561591426, 188671.121951725 431886.329091436, 188769.907950742 431915.069591196, 188766.304951098 431928.149589999, 188757.05495114 431966.895589986, 188749.503951065 432000.000590085, 188724.862951064 432106.98859015, 188704.404696159 432112.289718266, 188689.602218193 432116.537267826, 188678.554664586 432119.099407894, 188648.474757985 432120.120127146, 188634.535467764 432120.375419392, 188634.060212523 432120.402128919, 188617.363950968 432121.573590173, 188602.742950953 432123.042590171, 188583.8629509 432125.468590212, 188565.292950894 432129.194590209, 188548.430950963 432133.262590136, 188527.198950926 432140.66559016, 188517.246450848 432145.382090227, 188493.075950906 432155.158590166, 188473.844950905 432161.322590154, 188457.614950829 432167.131590225, 188445.444950835 432173.284590209, 188440.608950885 432177.007590164, 188436.717950919 432181.004590133, 188432.864950813 432186.88759023, 188419.28395072 432213.359590329, 188410.719950843 432228.650590224, 188410.692950801 432228.697590261, 188404.474472149 432239.448237946, 188402.299547732 432243.27750922, 188396.275704613 432254.08591727, 188394.139784283 432257.940604238, 188389.838964637 432265.703264253, 188389.837165793 432265.706511034, 188389.836843917 432265.707091995, 188389.836587805 432265.707554259, 188389.833920417 432265.712368695, 188389.826957439 432265.724936353, 188389.809805602 432265.755894146, 188389.796754474 432265.779450463, 188389.791491134 432265.788950401, 188389.367582831 432266.554073401, 188387.181241472 432270.500257164, 188384.759773508 432274.870826985, 188384.724009827 432274.935377774, 188382.055353781 432279.752103722, 188379.908455016 432283.627096532, 188375.850950779 432290.950590311, 188357.497950737 432325.885590362, 188310.886950649 432314.585590397, 188308.253950732 432314.01159032, 188287.724047834 432310.539774971, 188261.987758586 432306.187506741, 188244.3429507 432303.203590296, 188243.489950724 432303.059590274, 188202.274950569 432297.434590379, 188199.54695064 432297.062590305, 188161.932065661 432294.534382209, 188240.625737312 432150.342978631, 188274.783779747 432026.84851752, 188226.612181441 432008.893649061, 188231.132436622 431998.525064122))"
GEO_IND_WIJKDELEN.333,333,70,Lent,70_70,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((187744.739834903 431841.235095028, 187853.948920367 431866.421393654, 187976.297772833 431907.797430134, 187990.571349743 431910.360834345, 188025.39835197 431928.088186914, 188110.562421886 431957.656585409, 188231.132436622 431998.525064122, 188226.612181441 432008.893649061, 188274.783779747 432026.84851752, 188240.625737312 432150.342978631, 188161.932065661 432294.534382209, 188154.272950564 432294.019590343, 188144.74195054 432292.785590358, 188129.704829087 432344.746666261, 188109.298950519 432415.259590452, 188103.386950505 432417.270590461, 188096.410394356 432413.903503959, 188084.583503747 432408.19550664, 188081.781029974 432406.842952252, 188059.819950473 432395.819590442, 188053.596950566 432394.255590351, 188052.040950548 432395.596090365, 188050.48495053 432396.936590381, 188046.796792401 432405.791867451, 188044.985396134 432409.891321828, 188042.689950466 432419.240590455, 188041.172872406 432416.583165156, 188039.92355154 432417.480014505, 188034.290625725 432421.477042185, 188026.293175538 432426.766051958, 188020.634524705 432430.475798911, 188008.493753345 432438.435186312, 188008.493410122 432438.435411333, 187999.055410815 432444.623106677, 187986.801900859 432452.186524394, 187985.417470641 432453.038588234, 187970.906950411 432461.96859049, 187900.585012629 432492.119934337, 187888.129950389 432497.791590476, 187875.86695033 432503.405590526, 187864.564950377 432509.2415905, 187858.754257478 432512.242050924, 187853.717568687 432514.84283979, 187821.243950195 432535.80259064, 187807.435950268 432528.811590554, 187767.721726689 432506.215703802, 187716.158950225 432478.023590485, 187706.459905673 432472.776260666, 187672.991950167 432454.669590484, 187621.227950072 432422.888590505, 187543.2758687 432374.628782991, 187532.307950037 432367.838590426, 187525.905461032 432363.571543104, 187488.767290258 432339.374357558, 187483.464472701 432335.956624055, 187452.099474587 432315.80758953, 187486.959185637 431754.460025283, 187656.87355057 431824.089881015, 187744.739834903 431841.235095028))"
GEO_IND_WIJKDELEN.334,334,50,Oosterhout,50_61,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((185770.177268714 432005.951794443, 185667.821864499 431743.596456055, 185668.71101401 431743.116598415, 185990.136249192 431442.658407158, 186498.127649507 431390.107572643, 186559.021530867 431639.553944079, 186614.248449937 431834.743591485, 186484.19074495 431857.831182469, 186419.301397734 431857.809999829, 186340.475145961 431870.071861216, 186339.010949717 431913.934591549, 186158.495949543 431938.873591597, 185770.177268714 432005.951794443))"
GEO_IND_WIJKDELEN.335,335,60,Ressen,60_01,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((186894.96399362 431804.379167465, 186894.963993616 431804.379165444, 186894.963994375 431804.379166243, 186894.963994311 431804.379166917, 186894.96399362 431804.379167465))"
GEO_IND_WIJKDELEN.336,336,70,Lent,70_35,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((187536.866354871 430701.121176915, 187602.823353272 430696.028725967, 187653.359252475 430733.024217886, 187688.757429162 430748.428979963, 187707.605950814 430719.492590558, 187753.793950904 430711.730590497, 187867.714877967 430797.265353355, 187888.172951029 430778.198590542, 187918.845577626 430817.58652886, 187985.053278466 430765.144785621, 188005.025951129 430781.87759054, 188012.585193667 430773.666568897, 188126.897951206 430865.391590636, 188161.019951251 430875.923590629, 188162.189951295 430872.748590582, 188225.157951353 430891.457590594, 188221.041123044 430911.326144901, 188244.022951272 430919.257590707, 188236.445885121 430945.085517112, 188227.924101845 430942.791190845, 188217.107992301 430947.379843378, 188209.897252606 430963.767888141, 188173.843554129 431098.149855193, 188053.476625086 431054.567354506, 187976.53149519 431260.063737445, 187947.828196733 431327.641754958, 187509.664546644 431298.237528616, 187536.866354871 430701.121176915))"
GEO_IND_WIJKDELEN.345,345,60,Ressen,60_50,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((187402.507715144 433249.135297684, 187397.505950679 433417.307592743, 187397.613524001 433417.541616172, 187393.452949926 433416.261591307, 187394.629950017 433423.977591237, 187376.242950018 433582.958591358, 187373.669950028 433628.490591389, 187369.9809499 433687.090591548, 187363.818950039 433788.385591501, 187362.269949903 433819.094591652, 187358.183503896 433895.423470002, 187357.640949855 433905.557591766, 187356.272949957 433922.983591685, 187355.383949845 433940.693591801, 187353.613949918 433963.875591756, 187351.738949948 434000.000591756, 187348.896949961 434054.744591792, 187346.086949894 434116.192591899, 187314.46262464 434110.870768857, 187296.649193008 434107.950373083, 187282.880075794 434106.127508837, 187233.017437168 434099.526299796, 187173.952689706 434091.706843066, 187066.357560124 434077.593340125, 187046.804036871 434075.12587851, 187020.406136327 434073.12839621, 186998.047949585 434071.436591885, 186945.270949552 434072.035591873, 186860.341484943 434066.306842164, 186839.832949484 434064.922591853, 186839.874949474 434063.745591861, 186837.225949488 434065.447591848, 186815.754982138 434063.777817933, 186783.760313735 434061.289627164, 186758.585053678 434059.376675695, 186698.545185904 434057.753976581, 186675.109949385 434057.120591814, 186644.859949263 434056.100591905, 186596.599949258 434053.230591871, 186520.869949188 434048.160591873, 186428.31994917 434040.300591815, 186351.438287265 434034.063999336, 186295.285162447 434029.366797878, 186249.99094893 434025.372591886, 186200.361740815 434019.569419034, 186171.65508638 434016.081930248, 186143.399700841 434012.707642869, 186109.33649272 434009.979468344, 186051.634948888 434004.874591757, 186050.972948839 434016.087591811, 186034.728948818 434014.559591816, 185999.999948911 434012.844591708, 185976.584033663 434011.687967814, 185951.081453751 434010.427625847, 185952.479235128 433991.278007509, 185954.055360246 433961.702483224, 185956.002338334 433943.53068774, 185956.697687651 433940.007584533, 185957.393036968 433936.484481324, 185960.35986072 433918.498112329, 185961.935985839 433908.206942435, 185964.114747032 433898.332982135, 185966.293508225 433888.459021832, 185969.538471705 433877.518859243, 185973.43242788 433862.777453724, 185976.770104602 433849.334033595, 185980.38592105 433835.983326707, 185983.816311014 433823.745178728, 185987.246700978 433812.897729382, 185991.743293228 433799.083456285, 185996.239885478 433785.269183188, 186000.690121107 433772.567468995, 186004.043288989 433763.995638426, 186013.85540151 433738.912562054, 186021.550600618 433721.018906294, 186028.133240819 433706.462927256, 186036.384719381 433689.218264195, 186042.689219855 433675.86755731, 186050.940698417 433659.828166399, 186057.894191587 433646.013893299, 186070.595905778 433620.795891404, 186077.456685706 433607.352471273, 186087.747855598 433586.909201349, 186098.03902549 433566.465931432, 186104.899805418 433552.558945092, 186113.941306567 433534.818423897, 186117.137953397 433528.546215341, 186126.780130593 433510.837986069, 186133.084631067 433499.89782348, 186136.561377653 433494.149602463, 186140.038124238 433488.401381442, 186145.183709183 433479.36184032, 186150.329294129 433470.322299196, 186164.328993712 433446.68042242, 186174.503357707 433430.465029804, 186179.163112475 433423.03854564, 186184.169627558 433415.204276669, 186189.17614264 433407.370007699, 186192.142966393 433404.310470703, 186195.851496083 433400.694654255, 186203.45398195 433394.204727296, 186210.685614847 433385.396969279, 186235.903616744 433353.410900697, 186241.929977491 433347.013686981, 186245.54579394 433342.099885143, 186247.956338239 433338.947634905, 186250.088742811 433335.795384669, 186253.240993048 433331.345149036, 186254.909831409 433328.285612042, 186257.876655161 433320.868552658, 186260.194486218 433313.636919768, 186261.214331883 433310.206529795, 186262.836813623 433304.968231611, 186264.459295363 433299.729933424, 186269.929376657 433281.928990906, 186278.273568461 433261.346651124, 186286.617760265 433241.227877553, 186290.697142925 433230.658567932, 186295.42551828 433218.883986162, 186493.696949942 433286.619592624, 186722.590950036 433323.882592744, 186733.626604567 433199.689655907, 186788.314950208 433206.727592533, 186799.845950171 433178.576592553, 186897.994950213 433192.122592599, 186886.425950183 433274.544592693, 187101.84295044 433302.964592638, 187400.55535742 433249.694673054, 187402.507715144 433249.135297684))"
