FID,pointid,nap_05_10,nap_10_15,nap_15_20,nap_20_30,nap_30_40,se_anno_cad_data,gdb_geomattr_data,shape
dominant_bodemtype_op_15m_20m_nap.16,59370,leem,zand,zand,zand,zand,,,"POLYGON ((140500 531250, 140250 531250, 140250 531500, 140500 531500, 140500 531250))"
dominant_bodemtype_op_15m_20m_nap.17,59377,klei,klei,zand,zand,zand,,,"POLYGON ((142250 531250, 142000 531250, 142000 531500, 142250 531500, 142250 531250))"
dominant_bodemtype_op_15m_20m_nap.18,59378,klei,zand,zand,zand,zand,,,"POLYGON ((142500 531250, 142250 531250, 142250 531500, 142500 531500, 142500 531250))"
dominant_bodemtype_op_15m_20m_nap.19,59381,klei,zand,zand,zand,zand,,,"POLYGON ((143250 531250, 143000 531250, 143000 531500, 143250 531500, 143250 531250))"
dominant_bodemtype_op_15m_20m_nap.20,59382,klei,zand,zand,zand,zand,,,"POLYGON ((143500 531250, 143250 531250, 143250 531500, 143500 531500, 143500 531250))"
dominant_bodemtype_op_15m_20m_nap.21,59397,klei,klei,zand,zand,zand,,,"POLYGON ((147250 531250, 147000 531250, 147000 531500, 147250 531500, 147250 531250))"
dominant_bodemtype_op_15m_20m_nap.22,59407,klei,zand,zand,klei,zand,,,"POLYGON ((149750 531250, 149500 531250, 149500 531500, 149750 531500, 149750 531250))"
dominant_bodemtype_op_15m_20m_nap.23,59414,klei,zand,leem,zand,zand,,,"POLYGON ((151500 531250, 151250 531250, 151250 531500, 151500 531500, 151500 531250))"
dominant_bodemtype_op_15m_20m_nap.24,59415,klei,zand,leem,zand,zand,,,"POLYGON ((151750 531250, 151500 531250, 151500 531500, 151750 531500, 151750 531250))"
dominant_bodemtype_op_15m_20m_nap.25,59428,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((155000 531250, 154750 531250, 154750 531500, 155000 531500, 155000 531250))"
dominant_bodemtype_op_15m_20m_nap.26,59431,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((155750 531250, 155500 531250, 155500 531500, 155750 531500, 155750 531250))"
dominant_bodemtype_op_15m_20m_nap.27,59432,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((156000 531250, 155750 531250, 155750 531500, 156000 531500, 156000 531250))"
dominant_bodemtype_op_15m_20m_nap.28,59433,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((156250 531250, 156000 531250, 156000 531500, 156250 531500, 156250 531250))"
dominant_bodemtype_op_15m_20m_nap.29,59442,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((158500 531250, 158250 531250, 158250 531500, 158500 531500, 158500 531250))"
dominant_bodemtype_op_15m_20m_nap.30,59463,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((163750 531250, 163500 531250, 163500 531500, 163750 531500, 163750 531250))"
dominant_bodemtype_op_15m_20m_nap.31,59467,zand,zand,fijn zand,leem,grof zand,,,"POLYGON ((164750 531250, 164500 531250, 164500 531500, 164750 531500, 164750 531250))"
dominant_bodemtype_op_15m_20m_nap.32,59475,zand,zand,fijn zand,klei,middelgrof zand,,,"POLYGON ((166750 531250, 166500 531250, 166500 531500, 166750 531500, 166750 531250))"
dominant_bodemtype_op_15m_20m_nap.33,59477,zand,zand,fijn zand,klei,middelgrof zand,,,"POLYGON ((167250 531250, 167000 531250, 167000 531500, 167250 531500, 167250 531250))"
dominant_bodemtype_op_15m_20m_nap.34,59485,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((169250 531250, 169000 531250, 169000 531500, 169250 531500, 169250 531250))"
dominant_bodemtype_op_15m_20m_nap.35,59714,klei,zand,zand,zand,klei,,,"POLYGON ((137250 531000, 137000 531000, 137000 531250, 137250 531250, 137250 531000))"
dominant_bodemtype_op_15m_20m_nap.36,59746,klei,zand,zand,zand,zand,,,"POLYGON ((145250 531000, 145000 531000, 145000 531250, 145250 531250, 145250 531000))"
dominant_bodemtype_op_15m_20m_nap.37,59751,klei,klei,zand,zand,zand,,,"POLYGON ((146500 531000, 146250 531000, 146250 531250, 146500 531250, 146500 531000))"
dominant_bodemtype_op_15m_20m_nap.38,59791,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((156500 531000, 156250 531000, 156250 531250, 156500 531250, 156500 531000))"
dominant_bodemtype_op_15m_20m_nap.39,75857,zand,zand,zand,zand,zand,,,"POLYGON ((156750 519750, 156500 519750, 156500 520000, 156750 520000, 156750 519750))"
dominant_bodemtype_op_15m_20m_nap.40,75861,klei,zand,zand,zand,zand,,,"POLYGON ((157750 519750, 157500 519750, 157500 520000, 157750 520000, 157750 519750))"
dominant_bodemtype_op_15m_20m_nap.41,75869,zand,zand,middelgrof zand,fijn zand,fijn zand,,,"POLYGON ((159750 519750, 159500 519750, 159500 520000, 159750 520000, 159750 519750))"
dominant_bodemtype_op_15m_20m_nap.42,75870,zand,zand,middelgrof zand,fijn zand,fijn zand,,,"POLYGON ((160000 519750, 159750 519750, 159750 520000, 160000 520000, 160000 519750))"
dominant_bodemtype_op_15m_20m_nap.43,75871,klei,zand,middelgrof zand,fijn zand,fijn zand,,,"POLYGON ((160250 519750, 160000 519750, 160000 520000, 160250 520000, 160250 519750))"
dominant_bodemtype_op_15m_20m_nap.44,75878,klei,zand,middelgrof zand,fijn zand,fijn zand,,,"POLYGON ((162000 519750, 161750 519750, 161750 520000, 162000 520000, 162000 519750))"
dominant_bodemtype_op_15m_20m_nap.45,75886,veen,zand,fijn zand,middelgrof zand,grof zand,,,"POLYGON ((164000 519750, 163750 519750, 163750 520000, 164000 520000, 164000 519750))"
dominant_bodemtype_op_15m_20m_nap.46,75887,veen,zand,fijn zand,middelgrof zand,grof zand,,,"POLYGON ((164250 519750, 164000 519750, 164000 520000, 164250 520000, 164250 519750))"
dominant_bodemtype_op_15m_20m_nap.47,75904,zand,zand,fijn zand,fijn zand,fijn zand,,,"POLYGON ((168500 519750, 168250 519750, 168250 520000, 168500 520000, 168500 519750))"
dominant_bodemtype_op_15m_20m_nap.48,76171,klei,klei,middelgrof zand,middelgrof zand,fijn zand,,,"POLYGON ((146000 519500, 145750 519500, 145750 519750, 146000 519750, 146000 519500))"
dominant_bodemtype_op_15m_20m_nap.49,76172,klei,klei,middelgrof zand,middelgrof zand,fijn zand,,,"POLYGON ((146250 519500, 146000 519500, 146000 519750, 146250 519750, 146250 519500))"
dominant_bodemtype_op_15m_20m_nap.50,76177,klei,zand,middelgrof zand,middelgrof zand,fijn zand,,,"POLYGON ((147500 519500, 147250 519500, 147250 519750, 147500 519750, 147500 519500))"
dominant_bodemtype_op_15m_20m_nap.51,76179,veen,klei,middelgrof zand,middelgrof zand,fijn zand,,,"POLYGON ((148000 519500, 147750 519500, 147750 519750, 148000 519750, 148000 519500))"
dominant_bodemtype_op_15m_20m_nap.52,76189,klei,klei,zand,zand,zand,,,"POLYGON ((150500 519500, 150250 519500, 150250 519750, 150500 519750, 150500 519500))"
dominant_bodemtype_op_15m_20m_nap.53,76241,veen,zand,middelgrof zand,grof zand,fijn zand,,,"POLYGON ((163500 519500, 163250 519500, 163250 519750, 163500 519750, 163500 519500))"
dominant_bodemtype_op_15m_20m_nap.54,76245,veen,zand,fijn zand,middelgrof zand,grof zand,,,"POLYGON ((164500 519500, 164250 519500, 164250 519750, 164500 519750, 164500 519500))"
dominant_bodemtype_op_15m_20m_nap.55,76253,klei,leem,fijn zand,fijn zand,fijn zand,,,"POLYGON ((166500 519500, 166250 519500, 166250 519750, 166500 519750, 166500 519500))"
dominant_bodemtype_op_15m_20m_nap.56,76254,klei,klei,fijn zand,fijn zand,fijn zand,,,"POLYGON ((166750 519500, 166500 519500, 166500 519750, 166750 519750, 166750 519500))"
dominant_bodemtype_op_15m_20m_nap.57,76256,keileem,zand,fijn zand,fijn zand,fijn zand,,,"POLYGON ((167250 519500, 167000 519500, 167000 519750, 167250 519750, 167250 519500))"
dominant_bodemtype_op_15m_20m_nap.58,76262,keileem,zand,fijn zand,fijn zand,fijn zand,,,"POLYGON ((168750 519500, 168500 519500, 168500 519750, 168750 519750, 168750 519500))"
dominant_bodemtype_op_15m_20m_nap.59,76527,klei,klei,middelgrof zand,middelgrof zand,fijn zand,,,"POLYGON ((145750 519250, 145500 519250, 145500 519500, 145750 519500, 145750 519250))"
dominant_bodemtype_op_15m_20m_nap.60,76536,klei,klei,middelgrof zand,klei,fijn zand,,,"POLYGON ((148000 519250, 147750 519250, 147750 519500, 148000 519500, 148000 519250))"
dominant_bodemtype_op_15m_20m_nap.61,76563,zand,klei,zand,zand,zand,,,"POLYGON ((154750 519250, 154500 519250, 154500 519500, 154750 519500, 154750 519250))"
dominant_bodemtype_op_15m_20m_nap.62,76572,zand,zand,zand,zand,zand,,,"POLYGON ((157000 519250, 156750 519250, 156750 519500, 157000 519500, 157000 519250))"
dominant_bodemtype_op_15m_20m_nap.63,76577,zand,zand,zand,zand,zand,,,"POLYGON ((158250 519250, 158000 519250, 158000 519500, 158250 519500, 158250 519250))"
dominant_bodemtype_op_15m_20m_nap.64,76591,zand,veen,middelgrof zand,fijn zand,fijn zand,,,"POLYGON ((161750 519250, 161500 519250, 161500 519500, 161750 519500, 161750 519250))"
dominant_bodemtype_op_15m_20m_nap.65,76598,veen,zand,fijn zand,middelgrof zand,grof zand,,,"POLYGON ((163500 519250, 163250 519250, 163250 519500, 163500 519500, 163500 519250))"
dominant_bodemtype_op_15m_20m_nap.66,76600,veen,zand,fijn zand,middelgrof zand,grof zand,,,"POLYGON ((164000 519250, 163750 519250, 163750 519500, 164000 519500, 164000 519250))"
dominant_bodemtype_op_15m_20m_nap.67,76612,klei,klei,fijn zand,fijn zand,fijn zand,,,"POLYGON ((167000 519250, 166750 519250, 166750 519500, 167000 519500, 167000 519250))"
dominant_bodemtype_op_15m_20m_nap.68,77244,klei,klei,middelgrof zand,middelgrof zand,fijn zand,,,"POLYGON ((146500 518750, 146250 518750, 146250 519000, 146500 519000, 146500 518750))"
dominant_bodemtype_op_15m_20m_nap.69,76895,klei,klei,middelgrof zand,klei,fijn zand,,,"POLYGON ((148500 519000, 148250 519000, 148250 519250, 148500 519250, 148500 519000))"
dominant_bodemtype_op_15m_20m_nap.70,76915,klei,klei,zand,zand,zand,,,"POLYGON ((153500 519000, 153250 519000, 153250 519250, 153500 519250, 153500 519000))"
dominant_bodemtype_op_15m_20m_nap.71,76918,zand,klei,zand,zand,zand,,,"POLYGON ((154250 519000, 154000 519000, 154000 519250, 154250 519250, 154250 519000))"
dominant_bodemtype_op_15m_20m_nap.72,76921,zand,klei,zand,zand,zand,,,"POLYGON ((155000 519000, 154750 519000, 154750 519250, 155000 519250, 155000 519000))"
dominant_bodemtype_op_15m_20m_nap.73,76934,veen,zand,zand,zand,zand,,,"POLYGON ((158250 519000, 158000 519000, 158000 519250, 158250 519250, 158250 519000))"
dominant_bodemtype_op_15m_20m_nap.74,76938,zand,gyttja,zand,zand,zand,,,"POLYGON ((159250 519000, 159000 519000, 159000 519250, 159250 519250, 159250 519000))"
dominant_bodemtype_op_15m_20m_nap.75,76942,leem,zand,middelgrof zand,fijn zand,fijn zand,,,"POLYGON ((160250 519000, 160000 519000, 160000 519250, 160250 519250, 160250 519000))"
dominant_bodemtype_op_15m_20m_nap.76,76948,klei,veen,middelgrof zand,fijn zand,fijn zand,,,"POLYGON ((161750 519000, 161500 519000, 161500 519250, 161750 519250, 161750 519000))"
dominant_bodemtype_op_15m_20m_nap.77,27651,zavel,zavel,zavel,zand,zand,,,"POLYGON ((154000 553500, 153750 553500, 153750 553750, 154000 553750, 154000 553500))"
dominant_bodemtype_op_15m_20m_nap.78,27657,zavel,zavel,zavel,zand,zand,,,"POLYGON ((155500 553500, 155250 553500, 155250 553750, 155500 553750, 155500 553500))"
dominant_bodemtype_op_15m_20m_nap.79,27667,zavel,zavel,zavel,zand,zand,,,"POLYGON ((158000 553500, 157750 553500, 157750 553750, 158000 553750, 158000 553500))"
dominant_bodemtype_op_15m_20m_nap.80,28016,zavel,zavel,zavel,zand,zand,,,"POLYGON ((156000 553250, 155750 553250, 155750 553500, 156000 553500, 156000 553250))"
dominant_bodemtype_op_15m_20m_nap.81,28018,zavel,zavel,zavel,zand,zand,,,"POLYGON ((156500 553250, 156250 553250, 156250 553500, 156500 553500, 156500 553250))"
dominant_bodemtype_op_15m_20m_nap.82,30144,zand,klei,zand,zand,zand,,,"POLYGON ((152500 551750, 152250 551750, 152250 552000, 152500 552000, 152500 551750))"
dominant_bodemtype_op_15m_20m_nap.83,30489,klei,zand,zand,zand,zand,,,"POLYGON ((149500 551500, 149250 551500, 149250 551750, 149500 551750, 149500 551500))"
dominant_bodemtype_op_15m_20m_nap.84,28298,zand,leem,zand,zand,zand,,,"POLYGON ((137250 553000, 137000 553000, 137000 553250, 137250 553250, 137250 553000))"
dominant_bodemtype_op_15m_20m_nap.85,28301,zand,leem,zand,zand,zand,,,"POLYGON ((138000 553000, 137750 553000, 137750 553250, 138000 553250, 138000 553000))"
dominant_bodemtype_op_15m_20m_nap.86,28303,zand,leem,leem,zand,zand,,,"POLYGON ((138500 553000, 138250 553000, 138250 553250, 138500 553250, 138500 553000))"
dominant_bodemtype_op_15m_20m_nap.87,28307,zand,zand,zand,zand,zand,,,"POLYGON ((139500 553000, 139250 553000, 139250 553250, 139500 553250, 139500 553000))"
dominant_bodemtype_op_15m_20m_nap.88,28309,zand,zand,zand,zand,zand,,,"POLYGON ((140000 553000, 139750 553000, 139750 553250, 140000 553250, 140000 553000))"
dominant_bodemtype_op_15m_20m_nap.89,28313,zand,zand,zand,zand,zand,,,"POLYGON ((141000 553000, 140750 553000, 140750 553250, 141000 553250, 141000 553000))"
dominant_bodemtype_op_15m_20m_nap.90,28316,zand,zand,leem,zand,klei,,,"POLYGON ((141750 553000, 141500 553000, 141500 553250, 141750 553250, 141750 553000))"
dominant_bodemtype_op_15m_20m_nap.91,28322,zand,leem,zand,klei,klei,,,"POLYGON ((143250 553000, 143000 553000, 143000 553250, 143250 553250, 143250 553000))"
dominant_bodemtype_op_15m_20m_nap.92,28324,zand,leem,zand,klei,klei,,,"POLYGON ((143750 553000, 143500 553000, 143500 553250, 143750 553250, 143750 553000))"
dominant_bodemtype_op_15m_20m_nap.93,28344,zand,zand,zand,zand,zand,,,"POLYGON ((148750 553000, 148500 553000, 148500 553250, 148750 553250, 148750 553000))"
dominant_bodemtype_op_15m_20m_nap.94,28349,zand,zand,zand,zand,zand,,,"POLYGON ((150000 553000, 149750 553000, 149750 553250, 150000 553250, 150000 553000))"
dominant_bodemtype_op_15m_20m_nap.95,28360,zand,klei,zand,zand,zand,,,"POLYGON ((152750 553000, 152500 553000, 152500 553250, 152750 553250, 152750 553000))"
dominant_bodemtype_op_15m_20m_nap.96,28649,zand,leem,zand,leem,zand,,,"POLYGON ((135750 552750, 135500 552750, 135500 553000, 135750 553000, 135750 552750))"
dominant_bodemtype_op_15m_20m_nap.97,28658,zand,leem,zand,zand,zand,,,"POLYGON ((138000 552750, 137750 552750, 137750 553000, 138000 553000, 138000 552750))"
dominant_bodemtype_op_15m_20m_nap.98,28664,zand,zand,zand,zand,zand,,,"POLYGON ((139500 552750, 139250 552750, 139250 553000, 139500 553000, 139500 552750))"
dominant_bodemtype_op_15m_20m_nap.99,28676,zand,zand,leem,klei,klei,,,"POLYGON ((142500 552750, 142250 552750, 142250 553000, 142500 553000, 142500 552750))"
dominant_bodemtype_op_15m_20m_nap.100,28695,klei,zand,zand,zand,zand,,,"POLYGON ((147250 552750, 147000 552750, 147000 553000, 147250 553000, 147250 552750))"
dominant_bodemtype_op_15m_20m_nap.101,28699,klei,zand,zand,zand,zand,,,"POLYGON ((148250 552750, 148000 552750, 148000 553000, 148250 553000, 148250 552750))"
dominant_bodemtype_op_15m_20m_nap.102,28708,zand,zand,zand,zand,zand,,,"POLYGON ((150500 552750, 150250 552750, 150250 553000, 150500 553000, 150500 552750))"
dominant_bodemtype_op_15m_20m_nap.103,28712,zand,klei,zand,zand,zand,,,"POLYGON ((151500 552750, 151250 552750, 151250 553000, 151500 553000, 151500 552750))"
dominant_bodemtype_op_15m_20m_nap.104,29004,zand,leem,zand,leem,zand,,,"POLYGON ((135250 552500, 135000 552500, 135000 552750, 135250 552750, 135250 552500))"
dominant_bodemtype_op_15m_20m_nap.105,29005,zand,leem,zand,leem,zand,,,"POLYGON ((135500 552500, 135250 552500, 135250 552750, 135500 552750, 135500 552500))"
dominant_bodemtype_op_15m_20m_nap.106,29010,zand,leem,zand,zand,zand,,,"POLYGON ((136750 552500, 136500 552500, 136500 552750, 136750 552750, 136750 552500))"
dominant_bodemtype_op_15m_20m_nap.107,29019,zand,zand,zand,zand,zand,,,"POLYGON ((139000 552500, 138750 552500, 138750 552750, 139000 552750, 139000 552500))"
dominant_bodemtype_op_15m_20m_nap.108,29026,zand,zand,zand,zand,zand,,,"POLYGON ((140750 552500, 140500 552500, 140500 552750, 140750 552750, 140750 552500))"
dominant_bodemtype_op_15m_20m_nap.109,29034,zand,zand,keileem,klei,klei,,,"POLYGON ((142750 552500, 142500 552500, 142500 552750, 142750 552750, 142750 552500))"
dominant_bodemtype_op_15m_20m_nap.110,29066,leem,leem,zand,zand,zand,,,"POLYGON ((150750 552500, 150500 552500, 150500 552750, 150750 552750, 150750 552500))"
dominant_bodemtype_op_15m_20m_nap.111,29371,zand,zand,zand,zand,zand,,,"POLYGON ((137750 552250, 137500 552250, 137500 552500, 137750 552500, 137750 552250))"
dominant_bodemtype_op_15m_20m_nap.112,29376,zand,zand,zand,zand,zand,,,"POLYGON ((139000 552250, 138750 552250, 138750 552500, 139000 552500, 139000 552250))"
dominant_bodemtype_op_15m_20m_nap.113,29396,zand,leem,zand,klei,klei,,,"POLYGON ((144000 552250, 143750 552250, 143750 552500, 144000 552500, 144000 552250))"
dominant_bodemtype_op_15m_20m_nap.114,29397,zand,leem,zand,klei,klei,,,"POLYGON ((144250 552250, 144000 552250, 144000 552500, 144250 552500, 144250 552250))"
dominant_bodemtype_op_15m_20m_nap.115,29402,zand,leem,leem,klei,klei,,,"POLYGON ((145500 552250, 145250 552250, 145250 552500, 145500 552500, 145500 552250))"
dominant_bodemtype_op_15m_20m_nap.116,29404,zand,leem,leem,zand,zand,,,"POLYGON ((146000 552250, 145750 552250, 145750 552500, 146000 552500, 146000 552250))"
dominant_bodemtype_op_15m_20m_nap.117,47282,zand,zand,zand,zand,zand,,,"POLYGON ((153000 539750, 152750 539750, 152750 540000, 153000 540000, 153000 539750))"
dominant_bodemtype_op_15m_20m_nap.118,47284,zand,zand,zand,zand,zand,,,"POLYGON ((153500 539750, 153250 539750, 153250 540000, 153500 540000, 153500 539750))"
dominant_bodemtype_op_15m_20m_nap.119,47288,klei,zand,zand,zand,zand,,,"POLYGON ((154500 539750, 154250 539750, 154250 540000, 154500 540000, 154500 539750))"
dominant_bodemtype_op_15m_20m_nap.120,47292,zand,zand,zand,zand,zand,,,"POLYGON ((155500 539750, 155250 539750, 155250 540000, 155500 540000, 155500 539750))"
dominant_bodemtype_op_15m_20m_nap.121,47315,zand,zand,zand,leem,zand,,,"POLYGON ((161250 539750, 161000 539750, 161000 540000, 161250 540000, 161250 539750))"
dominant_bodemtype_op_15m_20m_nap.122,47346,zand,zand,zand,zand,zand,,,"POLYGON ((169000 539750, 168750 539750, 168750 540000, 169000 540000, 169000 539750))"
dominant_bodemtype_op_15m_20m_nap.123,47358,zand,zand,middelgrof zand,zand,zand,,,"POLYGON ((172000 539750, 171750 539750, 171750 540000, 172000 540000, 172000 539750))"
dominant_bodemtype_op_15m_20m_nap.124,47363,zand,zand,zand,klei,zand,,,"POLYGON ((173250 539750, 173000 539750, 173000 540000, 173250 540000, 173250 539750))"
dominant_bodemtype_op_15m_20m_nap.125,47577,zand,zand,zand,zand,zavel,,,"POLYGON ((137500 539500, 137250 539500, 137250 539750, 137500 539750, 137500 539500))"
dominant_bodemtype_op_15m_20m_nap.126,47584,zand,zand,zand,zand,zavel,,,"POLYGON ((139250 539500, 139000 539500, 139000 539750, 139250 539750, 139250 539500))"
dominant_bodemtype_op_15m_20m_nap.127,47597,zand,zand,zand,zand,zand,,,"POLYGON ((142500 539500, 142250 539500, 142250 539750, 142500 539750, 142500 539500))"
dominant_bodemtype_op_15m_20m_nap.128,47600,zand,zand,zand,zand,zand,,,"POLYGON ((143250 539500, 143000 539500, 143000 539750, 143250 539750, 143250 539500))"
dominant_bodemtype_op_15m_20m_nap.129,47632,klei,klei,zand,zand,zand,,,"POLYGON ((151250 539500, 151000 539500, 151000 539750, 151250 539750, 151250 539500))"
dominant_bodemtype_op_15m_20m_nap.130,47636,zand,zand,zand,zand,zand,,,"POLYGON ((152250 539500, 152000 539500, 152000 539750, 152250 539750, 152250 539500))"
dominant_bodemtype_op_15m_20m_nap.131,47659,zand,zand,zand,leem,zand,,,"POLYGON ((158000 539500, 157750 539500, 157750 539750, 158000 539750, 158000 539500))"
dominant_bodemtype_op_15m_20m_nap.132,47663,zand,zand,zand,leem,zand,,,"POLYGON ((159000 539500, 158750 539500, 158750 539750, 159000 539750, 159000 539500))"
dominant_bodemtype_op_15m_20m_nap.133,47719,zand,zand,middelgrof zand,zand,zand,,,"POLYGON ((173000 539500, 172750 539500, 172750 539750, 173000 539750, 173000 539500))"
dominant_bodemtype_op_15m_20m_nap.134,47723,zand,zand,middelgrof zand,klei,zand,,,"POLYGON ((174000 539500, 173750 539500, 173750 539750, 174000 539750, 174000 539500))"
dominant_bodemtype_op_15m_20m_nap.135,47933,zand,zand,zand,zand,zavel,,,"POLYGON ((137250 539250, 137000 539250, 137000 539500, 137250 539500, 137250 539250))"
dominant_bodemtype_op_15m_20m_nap.136,47937,zand,zand,zand,zand,zavel,,,"POLYGON ((138250 539250, 138000 539250, 138000 539500, 138250 539500, 138250 539250))"
dominant_bodemtype_op_15m_20m_nap.137,47945,zand,zand,zand,zand,zand,,,"POLYGON ((140250 539250, 140000 539250, 140000 539500, 140250 539500, 140250 539250))"
dominant_bodemtype_op_15m_20m_nap.138,47952,zand,zand,zand,zand,zand,,,"POLYGON ((142000 539250, 141750 539250, 141750 539500, 142000 539500, 142000 539250))"
dominant_bodemtype_op_15m_20m_nap.139,47953,zand,zand,zand,zand,zand,,,"POLYGON ((142250 539250, 142000 539250, 142000 539500, 142250 539500, 142250 539250))"
dominant_bodemtype_op_15m_20m_nap.140,47958,zand,klei,zand,zand,zand,,,"POLYGON ((143500 539250, 143250 539250, 143250 539500, 143500 539500, 143500 539250))"
dominant_bodemtype_op_15m_20m_nap.141,47963,zand,klei,zand,zand,zand,,,"POLYGON ((144750 539250, 144500 539250, 144500 539500, 144750 539500, 144750 539250))"
dominant_bodemtype_op_15m_20m_nap.142,47970,zand,zand,zand,zand,zand,,,"POLYGON ((146500 539250, 146250 539250, 146250 539500, 146500 539500, 146500 539250))"
dominant_bodemtype_op_15m_20m_nap.143,47975,zand,zand,zand,zand,zand,,,"POLYGON ((147750 539250, 147500 539250, 147500 539500, 147750 539500, 147750 539250))"
dominant_bodemtype_op_15m_20m_nap.144,48004,klei,zand,zand,zand,zand,,,"POLYGON ((155000 539250, 154750 539250, 154750 539500, 155000 539500, 155000 539250))"
dominant_bodemtype_op_15m_20m_nap.145,48005,klei,zand,zand,zand,zand,,,"POLYGON ((155250 539250, 155000 539250, 155000 539500, 155250 539500, 155250 539250))"
dominant_bodemtype_op_15m_20m_nap.146,48016,zand,zand,zand,zand,zand,,,"POLYGON ((158000 539250, 157750 539250, 157750 539500, 158000 539500, 158000 539250))"
dominant_bodemtype_op_15m_20m_nap.147,48292,zand,zand,zand,zand,zavel,,,"POLYGON ((137750 539000, 137500 539000, 137500 539250, 137750 539250, 137750 539000))"
dominant_bodemtype_op_15m_20m_nap.148,48302,zand,zand,zand,zand,zand,,,"POLYGON ((140250 539000, 140000 539000, 140000 539250, 140250 539250, 140250 539000))"
dominant_bodemtype_op_15m_20m_nap.149,48308,zand,zand,zand,zand,zand,,,"POLYGON ((141750 539000, 141500 539000, 141500 539250, 141750 539250, 141750 539000))"
dominant_bodemtype_op_15m_20m_nap.150,48309,zand,zand,zand,zand,zand,,,"POLYGON ((142000 539000, 141750 539000, 141750 539250, 142000 539250, 142000 539000))"
dominant_bodemtype_op_15m_20m_nap.151,48335,zand,leem,leem,zand,zand,,,"POLYGON ((148500 539000, 148250 539000, 148250 539250, 148500 539250, 148500 539000))"
dominant_bodemtype_op_15m_20m_nap.152,48338,zand,leem,leem,zand,zand,,,"POLYGON ((149250 539000, 149000 539000, 149000 539250, 149250 539250, 149250 539000))"
dominant_bodemtype_op_15m_20m_nap.153,48342,klei,klei,leem,zand,zand,,,"POLYGON ((150250 539000, 150000 539000, 150000 539250, 150250 539250, 150250 539000))"
