SellingPointNumber,PaymentMethod,StartDatePaymentMethod,EndDatePaymentMethod
10003,Maestro,20191101000000,29991231235959
9979,Maestro,20191101000000,29991231235959
10009,VPay,20191101000000,29991231235959
9986,Maestro,20191101000000,29991231235959
9976,Coins,20200301000000,29991231235959
9995,Maestro,20191101000000,29991231235959
10020,Maestro,20191101000000,29991231235959
12237,VPay,20210122000000,29991231235959
9999,Maestro,20191101000000,29991231235959
9989,VPay,20191101000000,29991231235959
9976,VPay,20200301000000,29991231235959
9992,Maestro,20200301000000,29991231235959
9987,VPay,20191101000000,29991231235959
9982,VPay,20191101000000,29991231235959
9993,Maestro,20200301000000,29991231235959
9977,VPay,20200301000000,29991231235959
9997,VPay,20191101000000,29991231235959
10000,Coins,20191101000000,29991231235959
10024,Maestro,20191101000000,29991231235959
12238,VPay,20210122000000,29991231235959
9987,Maestro,20191101000000,29991231235959
9983,Coins,20191101000000,29991231235959
10015,Coins,20191101000000,29991231235959
9994,Coins,20191101000000,29991231235959
10010,Coins,20191101000000,29991231235959
10011,Coins,20191101000000,29991231235959
9977,Maestro,20200301000000,29991231235959
9990,VPay,20191101000000,29991231235959
10003,Coins,20191101000000,29991231235959
9985,Maestro,20191101000000,29991231235959
10004,Coins,20191101000000,29991231235959
10017,VPay,20191101000000,29991231235959
9983,Maestro,20191101000000,29991231235959
12236,Coins,20210122000000,29991231235959
9984,VPay,20191101000000,29991231235959
10011,VPay,20191101000000,29991231235959
9985,Coins,20191101000000,29991231235959
10022,Maestro,20191101000000,29991231235959
10023,MasterCard,20191101000000,29991231235959
10023,Maestro,20191101000000,29991231235959
9979,VPay,20191101000000,29991231235959
9988,Coins,20191101000000,29991231235959
9975,VPay,20200301000000,29991231235959
10008,Maestro,20191101000000,29991231235959
9979,Coins,20191101000000,29991231235959
10005,Maestro,20191101000000,29991231235959
10007,Maestro,20191101000000,29991231235959
10014,Maestro,20191101000000,29991231235959
10019,VPay,20191101000000,29991231235959
10014,VPay,20191101000000,29991231235959
10022,Coins,20191101000000,29991231235959
9974,VPay,20200301000000,29991231235959
9997,Coins,20191101000000,29991231235959
10013,VPay,20191101000000,29991231235959
9988,Mobiel,20191101000000,29991231235959
10012,VPay,20191101000000,29991231235959
9978,Coins,20200301000000,29991231235959
9991,Maestro,20200301000000,29991231235959
9997,Maestro,20191101000000,29991231235959
10015,Maestro,20191101000000,29991231235959
10024,Coins,20191101000000,29991231235959
9981,Mobiel,20191101000000,29991231235959
10010,VPay,20191101000000,29991231235959
9984,Maestro,20191101000000,29991231235959
10014,Coins,20191101000000,29991231235959
9974,Maestro,20200301000000,29991231235959
10013,Coins,20191101000000,29991231235959
12237,Maestro,20210122000000,29991231235959
9996,VPay,20191101000000,29991231235959
10021,Coins,20191101000000,29991231235959
9974,Coins,20200301000000,29991231235959
9993,Coins,20200301000000,29991231235959
10018,VPay,20191101000000,29991231235959
9987,Coins,20191101000000,29991231235959
10009,Coins,20191101000000,29991231235959
10001,Maestro,20191101000000,29991231235959
10009,Maestro,20191101000000,29991231235959
10001,Coins,20191101000000,29991231235959
10008,Coins,20191101000000,29991231235959
9986,Coins,20191101000000,29991231235959
9990,Maestro,20191101000000,29991231235959
12240,VPay,20210122000000,29991231235959
10006,Coins,20191101000000,29991231235959
10011,Maestro,20191101000000,29991231235959
10010,Maestro,20191101000000,29991231235959
10012,Coins,20191101000000,29991231235959
10018,Maestro,20191101000000,29991231235959
9993,VPay,20200301000000,29991231235959
10000,VPay,20191101000000,29991231235959
9998,Coins,20191101000000,29991231235959
9992,VPay,20200301000000,29991231235959
9989,Coins,20191101000000,29991231235959
16529,MasterCard,20210517000000,29991231235959
16530,MasterCard,20210517000000,29991231235959
16530,Visa,20210517000000,29991231235959
16529,Maestro,20210517000000,29991231235959
16529,Visa,20210517000000,29991231235959
16530,Maestro,20210517000000,29991231235959
