verkiezing;cbs_gemeentecode;gemeente;cbs_wijkcode;wijknaam;cbs_buurtcode;buurtnaam;bag_referentienummer_stembureau;stembureau_naam;VVD;Partij van de Arbeid (P.v.d.A.);Water Natuurlijk;Partij voor de Dieren;CDA;De Groenen;50PLUS;Socialistische Waterschapsvereniging;Forum Duurzaam Effectief Waterschap;De Republikeinse Politieke Partij;QUEER;ChristenUnie;stembureau_x;stembureau_y;latitude;longitude;wijk_x;wijk_y;wijk_latitude;wijk_longitude;buurt_x;buurt_y;buurt_latitude;buurt_longitude;woonplaats;nr_stembureau
WS-AGV2019;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041205;Reigerskamp;0333100000020946;RK Verrijzenisgemeenschap;1;0;1;0;0;1;1;0;1;0;1;0;129723;460566;52.13272;5.01803;130202;460563;52.13272;5.01803;129546;460664;52.13271;5.25024;Maarssen;14
WS-AGV2019;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041215;Spechtenkamp;0333100000013945;De Werkspecht;1;2;1;2;1;0;2;0;1;0;0;1;129629;461157;52.13803;5.01661;130202;460563;52.13803;5.01661;129654;461287;52.13271;5.25024;Maarssen;15
WS-AGV2019;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041207;Valkenkamp;0333100000017975;De Valkenier;0;0;2;0;1;0;0;0;0;0;0;0;129515;461078;52.13731;5.01495;130202;460563;52.13731;5.01495;129285;461181;52.13271;5.25024;Maarssen;16
WS-AGV2019;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041206;Zwanenkamp;0333100000013240;KBS Fransiscus gymzaal nst schuur;0;1;1;0;2;0;0;0;0;0;0;1;129173;461548;52.14152;5.00992;130202;460563;52.14152;5.00992;129277;461718;52.13271;5.25024;Maarssen;17
WS-AGV2019;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041210;Zebraspoor;0333100000018802;Willem van Hoornhof;3;1;2;0;0;0;1;0;1;0;0;0;129600;461535;52.14142;5.01616;130202;460563;52.14142;5.01616;129812;461502;52.13271;5.25024;Maarssen;18
WS-AGV2019;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041212;Kamelenspoor;0333100000017406;De Kameleon;0;0;0;0;0;0;0;0;1;0;0;0;130013;461259;52.13896;5.02221;130202;460563;52.13896;5.02221;130194;461139;52.13271;5.25024;Maarssen;19
WS-AGV2019;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041214;Bisonspoor;1904100000038179;Zwembad Safari;7;5;5;1;3;1;0;0;1;0;0;2;130352;460878;52.13555;5.02719;130202;460563;52.13555;5.02719;130506;460848;52.13271;5.25024;Maarssen;20
WS-AGV2019;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;189;88;156;60;126;27;59;4;12;1;1;45;132147;460922;52.13603;5.05341;132100;461987;52.13603;5.05341;132071;461001;52.14560;5.52647;Maarssen;21
WS-AGV2019;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040209;Landgoed Nijenrode;0311100000005088;Gemeentelijke sporthal;298;140;218;79;150;34;60;6;29;5;5;66;128472;464053;52.16400;4.99949;128474;464502;52.16400;4.99949;128783;463795;52.16803;4.99478;Breukelen;22
WS-AGV2019;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040213;Breukelen Zuid;0311100000006432;Gemeentehuis Boom en Bosch;294;80;166;85;164;27;67;9;37;4;0;68;128905;464814;52.17086;5.00576;128474;464502;52.17086;5.00576;128701;464677;52.16803;4.99478;Breukelen;23
WS-AGV2019;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040215;Breukelen Midden;0311100000006303;Woonzorgcentrum de Aa/Driestroom;117;130;117;76;137;23;83;9;15;0;4;54;128238;465461;52.17665;4.99595;128474;464502;52.17665;4.99595;128455;465128;52.16803;4.99478;Breukelen;24
WS-AGV2019;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040215;Breukelen Midden;0311100000006233;OBS De Regenboog;150;77;136;50;93;21;34;4;11;0;0;56;128553;465327;52.17546;5.00057;128474;464502;52.17546;5.00057;128455;465128;52.16803;4.99478;Breukelen;25
WS-AGV2019;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040207;Breukelen Noord;0311100000000392;Wijkcentrum Over-Noord;252;163;277;120;192;51;86;7;42;3;5;95;128395;465938;52.18094;4.99821;128474;464502;52.18094;4.99821;128585;465966;52.16803;4.99478;Breukelen;26
WS-AGV2019;G1904;Stichtse Vecht;WK190404;Nieuwer Ter Aa;BU19040402;Nieuwer Ter Aa;0311100000009107;Dorpshuis Ons Genoegen;42;18;31;19;206;3;17;2;5;0;0;144;127187;466958;52.19005;4.98047;126827;468176;52.19005;4.98047;127200;467025;52.20098;4.75099;Nieuwer Ter Aa;27
WS-AGV2019;G1904;Stichtse Vecht;WK190405;Kockengen;BU19040505;Kockengen Dorp;0311100000001259;Brandweerkazerne;13;28;8;6;50;2;2;0;8;0;1;29;125506;462305;52.14814;4.95629;125075;462783;52.14814;4.95629;125124;462389;52.15242;4.49960;Kockengen;28
WS-AGV2019;G1904;Stichtse Vecht;WK190405;Kockengen;BU19040505;Kockengen dorp;0311100000009480;Verzorgingshuis Overdorp;1;2;1;1;6;0;0;0;1;0;0;3;125107;462324;52.14829;4.95046;125075;462783;52.14829;4.95046;125124;462389;52.15242;4.49960;Kockengen;29
WS-AGV2019;G1904;Stichtse Vecht;WK190403;Loenen aan de Vecht;BU19040308;Driehoven;0329100000000524;Verzorgingstehuis 't Kampje;349;111;181;84;283;29;52;4;25;1;0;60;129885;469043;52.20892;5.01977;129821;470621;52.20892;5.01977;129845;469198;52.22310;5.18718;Loenen aan de Vecht;31
WS-AGV2019;G1904;Stichtse Vecht;WK190408;Nigtevecht;BU19040804;Nigtevecht Dorp;0329100000004162;Dorpshuis Nigtevecht;139;65;129;71;234;18;43;8;15;2;2;25;130381;476256;52.27377;5.02650;130778;476086;52.27377;5.02650;130493;476340;52.27225;5.32329;Nigtevecht;32
WS-AGV2019;G1904;Stichtse Vecht;WK190406;Vreeland;BU19040603;Vreeland Dorp;0329100000006066;Dorpshuis Vreeland;219;73;134;80;322;42;43;5;22;0;4;43;130699;471413;52.23025;5.03151;131009;472276;52.23025;5.03151;130746;471543;52.23802;5.35990;Vreeland;33
WS-AGV2019;G1904;Stichtse Vecht;WK190410;Loenersloot;BU19041003;Loenersloot Dorp;0329100000003287;Montessorischool Loenersloot;39;24;47;45;76;10;28;0;14;0;0;16;128634;471361;52.22969;5.00129;128305;470615;52.22969;5.00129;128569;471370;52.22297;4.96537;Loenersloot;34
WS-AGV2019;G1904;Stichtse Vecht;WK190403;Loenen aan de Vecht;BU19040310;Loenen Dorpskern;0329100000000655;Cultureel Centrum 't Web;195;100;166;108;268;40;108;17;34;6;4;76;130159;469202;52.21036;5.02376;129821;470621;52.21036;5.02376;128746;470350;52.22310;5.18718;Loenen aan de Vecht;35
