FID,OVW_STARTDATUM,LATITUDE,AANPAK,BINNEN1METER,GEBIEDSTEAM,INSPECTIEDATUM,PRIORITEIT,LONGITUDE,BUURT,DOORGROEI,SOORT,UITGRAVEN,WIJK,GEOMETRIE,OVW_MAX_SIZE

Groen_exoten.60419,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,23-10-2015,Hoog,,Snouckaertlaan e.o.,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Nederberg,"POLYGON ((52.15219658475348 5.378959146650912, 52.15220777232629 5.378936756877845, 52.15219486056562 5.378918569182055, 52.15218453369691 5.378940958797047, 52.15219658475348 5.378959146650912))",3.794

Groen_exoten.60420,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,,Puntenburg,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Soesterkwartier,"POLYGON ((52.15757973152312 5.3794530265523814, 52.157573347977305 5.379450087025864, 52.15757281634238 5.379454930476687, 52.15757951904481 5.37945769697247, 52.15757973152312 5.3794530265523814))",0.929

Groen_exoten.60421,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,,,Piet Mondriaanlaan e.o.,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Soesterkwartier,"POLYGON ((52.15723974936827 5.380114434796433, 52.157246785533125 5.379978235087553, 52.15720356788169 5.379973289253538, 52.15719824480392 5.38010298818381, 52.15723974936827 5.380114434796433))",11.067

Groen_exoten.60422,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,,Piet Mondriaanlaan e.o.,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Soesterkwartier,"POLYGON ((52.156636901377105 5.380379006937839, 52.15664071199781 5.380356540135329, 52.15663118178652 5.380348019889377, 52.15662880027608 5.380364288894181, 52.156636901377105 5.380379006937839))",2.501

Groen_exoten.60423,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,09-10-2015,Hoog,,De Wieken,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Buitengebied-Oost,"POLYGON ((52.16589503855923 5.422162193623933, 52.16619943463884 5.422275691222129, 52.166201596292645 5.422250005557715, 52.165894326819156 5.422141176267826, 52.16589503855923 5.422162193623933))",35.403

Groen_exoten.60424,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,09-10-2015,Hoog,,De Wieken,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Buitengebied-Oost,"POLYGON ((52.16604870024674 5.422126118881022, 52.16608316018305 5.4221389896346635, 52.166096826027626 5.422058435637014, 52.1660602120978 5.422045563251499, 52.16604870024674 5.422126118881022))",8.336

Groen_exoten.60425,2023-02-03,52.140778417244,,,,05-08-2015,,5.37430511630529,Klein Zwitserland-Laag,,Reuzenbalsemien,,De Berg-Zuid,POINT (52.14078196167778 5.374304782483772),0

Groen_exoten.60337,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,,Birkhoven / Bokkeduinen,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Bosgebied,"POLYGON ((52.150288590973 5.3513302593039915, 52.15031880509014 5.351304410660463, 52.15031414783008 5.3512789048533405, 52.150281415796115 5.351306645121167, 52.150288590973 5.3513302593039915))",5.445

Groen_exoten.60338,2023-02-03,,,,,30-09-2015,,,Birkhoven / Bokkeduinen,,Japanse duizendknoop,,Bosgebied,"POLYGON ((52.150253295636865 5.350708607861166, 52.15024914976347 5.350634275985243, 52.15019668313703 5.3506580816586204, 52.150194831409 5.350730590414245, 52.150253295636865 5.350708607861166))",9.259

Groen_exoten.60339,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,,Birkhoven / Bokkeduinen,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Bosgebied,"POLYGON ((52.15113170427495 5.351702923116037, 52.15087933749597 5.351603003952004, 52.15087421482716 5.351634990462216, 52.151133425857935 5.351739076029105, 52.15113170427495 5.351702923116037))",30.307

Groen_exoten.60340,2023-02-03,,,Verder dan 1 meter van water,,23-10-2015,Hoog,,Vlasakkers,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Bosgebied,"POLYGON ((52.14249254032382 5.354661382280062, 52.14244422727656 5.354652692768303, 52.142441947281256 5.354727476278112, 52.14248259196571 5.354736171418911, 52.14249254032382 5.354661382280062))",8.024

Groen_exoten.60341,2023-02-03,52.2013692363837,,,,26-10-2015,Hoog,5.43609247390047,Over de Laak,,Reuzenbereklauw,,Vathorst-De Laak,POINT (52.20137274465033 5.436093329878834),0

Groen_exoten.60342,2023-02-03,52.2013169526256,,,,26-10-2015,Hoog,5.43682961744478,Over de Laak,,Reuzenbereklauw,,Vathorst-De Laak,POINT (52.20132045601413 5.436830477566113),0

Groen_exoten.60343,2023-02-03,52.2015989715007,,,,18-06-2020,Hoog,5.43720457304389,Over de Laak,,Reuzenbereklauw,,Vathorst-De Laak,POINT (52.2016024744714 5.437205440305265),0

Groen_exoten.60344,2023-02-03,52.1947524189564,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,5.43740239833002,Waddeneilandenbuurt,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Vathorst-De Laak,POINT (52.19475587610058 5.437403155188311),0

Groen_exoten.60345,2023-02-03,52.1359341370398,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,5.36420055242315,Zon en Schild,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Bosgebied,POINT (52.135937713782766 5.364200125997471),0

Groen_exoten.60346,2023-02-03,52.1929340943007,"z.s.m. afgraven, nu het nog kan",,,27-10-2015,Hoog,5.36771731537883,Zeldert,,Reuzenbereklauw,,Hoogland-West,POINT (52.19293791745869 5.367717603363178),0

Groen_exoten.60347,2023-02-03,52.1688350743958,"z.s.m. afgraven, nu het nog kan",,,27-10-2015,Hoog,5.42739681704829,De Wieken,,Reuzenbereklauw,,Buitengebied-Oost,POINT (52.16883844728884 5.4273971019030025),0

Groen_exoten.60348,2023-02-03,52.1716631376605,"z.s.m. afgraven, nu het nog kan",,,18-06-2020,Hoog,5.43508434560259,Vinkenhoef,,Reuzenbereklauw,,Buitengebied-Oost,POINT (52.17166647815488 5.435084714088319),0

Groen_exoten.60349,2023-02-03,52.1594426483867,"z.s.m. afgraven, nu het nog kan",,,27-10-2015,Hoog,5.42102392491132,Bloeidaal,,Reuzenbereklauw,,Buitengebied-Oost,POINT (52.15944601563896 5.421024034013969),0

Groen_exoten.60350,2023-02-03,52.1602606175014,"z.s.m. afgraven, nu het nog kan",,,27-10-2015,Hoog,5.42047899298057,Bloeidaal,,Reuzenbereklauw,,Buitengebied-Oost,POINT (52.160263991472654 5.420479112225763),0

Groen_exoten.60351,2023-02-03,52.1586190294996,,,,,,5.41651138594498,Schuilenburg-Noord,,,,Schuilenburg,POINT (52.1586224192119 5.416511462747788),0

Groen_exoten.60352,2023-02-03,52.1586190294996,,,,27-10-2015,Hoog,5.41651138594498,Schuilenburg-Noord,,Reuzenbereklauw,,Schuilenburg,POINT (52.1586224192119 5.416511462747788),0

Groen_exoten.60353,2023-02-03,52.1561933330326,,,,27-10-2015,Hoog,5.41733942413346,Schuilenburg-Noord,,Reuzenbereklauw,,Schuilenburg,POINT (52.15619670779688 5.417339467789211),0

Groen_exoten.60354,2023-02-03,52.1547185652981,,,,27-10-2015,Hoog,5.41694070314413,Schuilenburg-Noord,,Reuzenbereklauw,,Schuilenburg,POINT (52.154721936301655 5.416940722809332),0

Groen_exoten.60355,2023-02-03,52.1526707564045,,,,27-10-2015,Hoog,5.41599618848706,Schuilenburg-Zuid,,Reuzenbereklauw,,Schuilenburg,POINT (52.15267412461486 5.4159961733829025),0

Groen_exoten.60356,2023-02-03,52.1499730549892,,,,18-06-2020,Hoog,5.4142786882128,Schuilenburg-Zuid,,Reuzenbereklauw,,Schuilenburg,POINT (52.14997642253622 5.41427862581529),0

Groen_exoten.60357,2023-02-03,52.1437112698013,,,,27-10-2015,Hoog,5.40844663338043,Componistenbuurt-Zuid,,Reuzenbereklauw,,Randenbroek,POINT (52.143714647411834 5.408446456772291),0

Groen_exoten.60358,2023-02-03,52.1450812049105,,,,18-06-2020,Hoog,5.40893581952021,Componistenbuurt-Zuid,,Reuzenbereklauw,,Randenbroek,POINT (52.14508458456602 5.408935664719892),0

Groen_exoten.60359,2023-02-03,52.1348074470399,,,,27-10-2015,Hoog,5.39850336768822,Nimmerdor,,Reuzenbereklauw,,Leusderkwartier,POINT (52.13481085033991 5.398503030882718),0

Groen_exoten.60360,2023-02-03,52.1338290711496,,,,27-10-2015,Hoog,5.39585654053491,Nimmerdor,,Reuzenbereklauw,,Leusderkwartier,POINT (52.13383248563289 5.395856182151092),0

Groen_exoten.60361,2023-02-03,52.1648207845217,,,,27-10-2015,Hoog,5.40824048656792,Watervogelbuurt,,Reuzenbereklauw,,Liendert,POINT (52.16482424837688 5.40824061813717),0

Groen_exoten.60362,2023-02-03,52.1531199879747,"z.s.m. afgraven, nu het nog kan",,,18-06-2020,Hoog,5.40684637398031,Componistenbuurt-Noord,,Reuzenbereklauw,,Randenbroek,POINT (52.15312340924098 5.406846328648842),0

Groen_exoten.60363,2023-02-03,52.1321710353908,Maaien en in toom houden,Verder dan 1 meter van water,,04-10-2015,Hoog,5.34948226889428,Zon en Schild,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Bosgebied,POINT (52.13217466650515 5.349481754673605),0

Groen_exoten.60364,2023-02-03,52.1419735487232,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,17-05-2016,Laag,5.35942005517413,Oranjebuurt,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,De Berg-Noord,POINT (52.14197716629763 5.359419685638819),0

Groen_exoten.60365,2023-02-03,52.2065790098875,Maaien en in toom houden,Verder dan 1 meter van water,,22-05-2016,Hoog,5.36682272727326,Stadstuin,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Nieuwland,POINT (52.20658292737405 5.366823177683467),0

Groen_exoten.60366,2023-02-03,52.1790336423239,Maaien en in toom houden,Verder dan 1 meter van water,,08-10-2015,Hoog,5.37052737202919,De Bik,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Hoogland,POINT (52.17903737126517 5.370527503733797),0

Groen_exoten.60367,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,05-10-2015,,,De Biezen,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Hoogland,"POLYGON ((52.19341562982686 5.373636239099274, 52.19342027700842 5.373536428644175, 52.193403194474584 5.37352632657606, 52.19339078390036 5.373633719759662, 52.19341562982686 5.373636239099274))",8.201

Groen_exoten.60368,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,08-10-2015,Hoog,,Bieshaar-Noord,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Hoogland,"POLYGON ((52.19190301044563 5.380535574162751, 52.191887382674345 5.380533807498624, 52.19188208453243 5.380564322552292, 52.191899886806524 5.380570069036291, 52.19190301044563 5.380535574162751))",3.401

Groen_exoten.60369,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,23-10-2015,Hoog,,Snouckaertlaan e.o.,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Nederberg,"POLYGON ((52.15184823312346 5.37952120242394, 52.1519698436388 5.379340655789583, 52.15194472362898 5.3793041250888285, 52.15182708007161 5.379499714847394, 52.15184823312346 5.37952120242394))",21.749

Groen_exoten.60370,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,06-06-2016,Hoog,,De Wieken,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Buitengebied-Oost,"POLYGON ((52.16970835628907 5.424085195765883, 52.16949158731525 5.42397272449581, 52.1694749923678 5.424049068777518, 52.169701430523645 5.424152565081064, 52.16970835628907 5.424085195765883))",28.728

Groen_exoten.60371,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,06-06-2016,Hoog,,De Wieken,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Buitengebied-Oost,"POLYGON ((52.16817544218719 5.4232542164079485, 52.167770998440005 5.423053121099588, 52.16775259487552 5.423108637511982, 52.16817541593261 5.423339649918681, 52.16817544218719 5.4232542164079485))",50.963

Groen_exoten.60372,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,06-06-2016,Hoog,,De Wieken,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Buitengebied-Oost,"POLYGON ((52.16706980279341 5.422651027391017, 52.16698575619518 5.422629602486467, 52.16696210209313 5.422676570780215, 52.16706452753723 5.42272363987371, 52.16706980279341 5.422651027391017))",13.598

Groen_exoten.60373,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,06-06-2016,Hoog,,Vinkenhoef,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Buitengebied-Oost,"POLYGON ((52.17089255636175 5.424430438298717, 52.17084583359176 5.424428345352816, 52.17084202957645 5.424477632901237, 52.17087738327828 5.424492039049978, 52.17089255636175 5.424430438298717))",7.11

Groen_exoten.60374,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,06-06-2016,Hoog,,Vinkenhoef,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Buitengebied-Oost,"POLYGON ((52.17126712069111 5.424584798206713, 52.17125084286466 5.424577061720589, 52.171250158199946 5.424596919733786, 52.17126304394803 5.424605756625668, 52.17126712069111 5.424584798206713))",2.722

Groen_exoten.60375,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,06-06-2016,Hoog,,Vinkenhoef,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Buitengebied-Oost,"POLYGON ((52.171747812831555 5.42488882314011, 52.171708974035596 5.42487421125515, 52.171704474943155 5.424927663505388, 52.17173286055715 5.424927687616454, 52.171747812831555 5.42488882314011))",6.051

Groen_exoten.60376,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,06-06-2016,Hoog,,Vinkenhoef,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Buitengebied-Oost,"POLYGON ((52.172132498519495 5.425182744101679, 52.17207493637468 5.425139739411989, 52.17206330025858 5.425186980473052, 52.17212931363463 5.425230851558802, 52.172132498519495 5.425182744101679))",9.904

Groen_exoten.60377,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,06-06-2016,Hoog,,Vinkenhoef,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Buitengebied-Oost,"POLYGON ((52.172009972752846 5.425116488003919, 52.172014738929235 5.425078691313471, 52.17199942302991 5.425070946281213, 52.17199043414142 5.425099289170895, 52.172009972752846 5.425116488003919))",4.124

Groen_exoten.60378,2023-02-03,,,,,09-06-2016,,,Staatsliedenbuurt-Oost,,Japanse duizendknoop,,De Berg-Noord,"POLYGON ((52.15154964100209 5.366360417578587, 52.15149492290151 5.3664367072610455, 52.15151382438188 5.366471653035887, 52.15155681313278 5.36638848380526, 52.15154964100209 5.366360417578587))",10.265

Groen_exoten.60379,2023-02-03,,,,,09-06-2016,,,Staatsliedenbuurt-Oost,,Japanse duizendknoop,,De Berg-Noord,"POLYGON ((52.15159152976019 5.3662815511378, 52.15166998692671 5.366084544699822, 52.15165628881561 5.3660759872228105, 52.15157835755039 5.366267855034731, 52.15159152976019 5.3662815511378))",17.375

Groen_exoten.60380,2023-02-03,,,,,09-06-2016,,,Staatsliedenbuurt-Oost,,Japanse duizendknoop,,De Berg-Noord,"POLYGON ((52.151764273079046 5.366030547680635, 52.15174373718366 5.366081084504399, 52.15177692993891 5.366108473498268, 52.15179061557054 5.366046806755614, 52.151764273079046 5.366030547680635))",7.46

Groen_exoten.60381,2023-02-03,,,,,09-06-2016,,,Staatsliedenbuurt-Oost,,Japanse duizendknoop,,De Berg-Noord,"POLYGON ((52.151780067214055 5.365976587474908, 52.15177954546518 5.366004848696263, 52.151796401889236 5.365999702391073, 52.15179639745675 5.365974866981406, 52.151780067214055 5.365976587474908))",2.78

Groen_exoten.60382,2023-02-03,,opgekomen op waarschijnlijk eerder gemaaide berm langs noordzijde van voetpad,,,07-06-2016,Hoog,,Staatsliedenbuurt-West,,Japanse duizendknoop,,De Berg-Noord,"POLYGON ((52.150832332271584 5.355253212301422, 52.15087562702489 5.355358175658382, 52.15089192514239 5.355338796222541, 52.150848000022116 5.355221600970031, 52.150832332271584 5.355253212301422))",11.46

Groen_exoten.60383,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,,Birkhoven / Bokkeduinen,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Bosgebied,"POLYGON ((52.15076708476422 5.353158406737439, 52.15075509287821 5.35311639117856, 52.150729249376255 5.3531430605905435, 52.150739980514665 5.353186102079919, 52.15076708476422 5.353158406737439))",6.362

Groen_exoten.60384,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,,Birkhoven / Bokkeduinen,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Bosgebied,"POLYGON ((52.15081303500125 5.3528898236693685, 52.150674839750224 5.352504533197149, 52.15065026011717 5.352540426842482, 52.15078719036468 5.352912393278101, 52.15081303500125 5.3528898236693685))",33.273

Groen_exoten.60385,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,,Birkhoven / Bokkeduinen,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Bosgebied,"POLYGON ((52.150546810393486 5.3523867587563565, 52.150534832392395 5.3523929179759495, 52.15054051335866 5.352414438289556, 52.15055375329606 5.35241135305722, 52.150546810393486 5.3523867587563565))",2.831

Groen_exoten.60386,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,,Birkhoven / Bokkeduinen,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Bosgebied,"POLYGON ((52.15065086241382 5.352444077377043, 52.15040791026053 5.351757526551433, 52.15039278246946 5.351772913261047, 52.15063195504191 5.352471766733019, 52.15065086241382 5.352444077377043))",56.692

Groen_exoten.60387,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,,Birkhoven / Bokkeduinen,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Bosgebied,"POLYGON ((52.15037206090871 5.351669497576926, 52.15036445258797 5.351672280461457, 52.15037051445269 5.351690956324209, 52.15037657003679 5.35168867955523, 52.15037206090871 5.351669497576926))",1.993

Groen_exoten.60284,2023-02-03,52.13026293936,,,,26-09-2015,,5.37845589450028,,,Reuzenbalsemien,,,POINT (52.130266432397974 5.378455438597579),0

Groen_exoten.60285,2023-02-03,52.1301820717645,,,,26-09-2015,,5.37885022914443,,,Reuzenbalsemien,,,POINT (52.13018556265387 5.378849773280413),0

Groen_exoten.60286,2023-02-03,52.1302359969971,,,,26-09-2015,,5.3788064012471,,,Reuzenbalsemien,,,POINT (52.13023948824547 5.378805945960806),0

Groen_exoten.60287,2023-02-03,52.1300472586184,,,,26-09-2015,,5.37895248811405,,,Reuzenbalsemien,,,POINT (52.13005074864655 5.378952030784493),0

Groen_exoten.60288,2023-02-03,52.1298944705069,,,,26-09-2015,,5.37901092525344,,,Reuzenbalsemien,,,POINT (52.12989795984213 5.379010466104044),0

Groen_exoten.60289,2023-02-03,52.1299034761221,,,,26-09-2015,,5.37920078188281,,,Reuzenbalsemien,,,POINT (52.12990696454895 5.379200323369085),0

Groen_exoten.60290,2023-02-03,52.1297327033175,,,,26-09-2015,,5.37918621199798,,,Reuzenbalsemien,,,POINT (52.12973619136348 5.379185751229625),0

Groen_exoten.60291,2023-02-03,52.1295978901361,,,,26-09-2015,,5.37928847159018,,,Reuzenbalsemien,,,POINT (52.12960137732359 5.37928800935116),0

Groen_exoten.60292,2023-02-03,52.1296787870796,,,,26-09-2015,,5.37940528180625,,,Reuzenbalsemien,,,POINT (52.12968227390642 5.379404820934669),0

Groen_exoten.60293,2023-02-03,52.1295799302859,,,,26-09-2015,,5.37953674184036,,,Reuzenbalsemien,,,POINT (52.129583416205385 5.379536280042395),0

Groen_exoten.60294,2023-02-03,52.1296069149722,,,,26-09-2015,,5.37979961120415,,,Reuzenbalsemien,,,POINT (52.12961039966879 5.379799150470785),0

Groen_exoten.60295,2023-02-03,52.1632092365155,,Verder dan 1 meter van water,,23-10-2015,Hoog,5.36590927607473,Rivierenbuurt-Oost,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Soesterkwartier,POINT (52.16321290814871 5.365909188507248),0

Groen_exoten.60296,2023-02-03,52.1530913075965,"z.s.m. afgraven, nu het nog kan",Binnen 1 meter van water,,07-06-2016,Hoog,5.40177411115196,Componistenbuurt-Noord,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Randenbroek,POINT (52.153094756402965 5.401774044895401),0

Groen_exoten.60297,2023-02-03,52.1643956019337,"z.s.m. afgraven, nu het nog kan",,,18-06-2020,Hoog,5.42999580335714,Bloeidaal,,Reuzenbereklauw,,Buitengebied-Oost,POINT (52.164398938300195 5.429996030547629),0

Groen_exoten.60298,2023-02-03,52.1711403792376,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,06-06-2016,Hoog,5.42488279182595,Vinkenhoef,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Buitengebied-Oost,POINT (52.171143778358285 5.424883100218497),0

Groen_exoten.60299,2023-02-03,52.1573666217936,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,5.37947947887743,Puntenburg,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Soesterkwartier,POINT (52.1573702030828 5.379479378028359),0

Groen_exoten.60300,2023-02-03,52.1395645667365,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Laag,5.39638835580472,Nimmerdor,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Leusderkwartier,POINT (52.13956799583815 5.396388078993431),0

Groen_exoten.60301,2023-02-03,52.1432902978636,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,5.39294476375299,Leusderkwartier-Oost,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Leusderkwartier,POINT (52.143293757341894 5.392944526907687),0

Groen_exoten.60302,2023-02-03,52.1728749089523,,,,30-06-2016,,5.38867995582137,Camera Obscurastraat e.o.,,Reuzenbereklauw,,Schothorst-Noord,POINT (52.17287851612879 5.388680104296825),0

Groen_exoten.60303,2023-02-03,52.1637432379689,,,,01-07-2016,,5.38892820862504,Sterrenbeeldenbuurt,,Reuzenbereklauw,,De Koppel,POINT (52.16374679979682 5.388928234658618),0

Groen_exoten.60304,2023-02-03,,Maaien en in toom houden,Verder dan 1 meter van water,,04-10-2015,Hoog,,Stadstuin,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Nieuwland,"POLYGON ((52.20699684195596 5.372612525622614, 52.2070191333635 5.372461528327019, 52.20698507896518 5.372442426814324, 52.20696513716724 5.372602979564847, 52.20699684195596 5.372612525622614))",13.089

Groen_exoten.60305,2023-02-03,,Maaien en in toom houden,Verder dan 1 meter van water,,04-10-2015,Laag,,Stadstuin,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Nieuwland,"POLYGON ((52.20685597922086 5.3691500227912625, 52.20666919119521 5.368338206214325, 52.20661962573685 5.36836722311104, 52.206796345983626 5.369187867875352, 52.20685597922086 5.3691500227912625))",63.752

Groen_exoten.60306,2023-02-03,52.1654329438821,,,,13-09-2016,,5.38998059889721,Sterrenbeeldenbuurt,,Japanse duizendknoop,,De Koppel,POINT (52.165436508107305 5.389980652813615),0

Groen_exoten.60307,2023-02-03,52.1637319725094,"z.s.m. afgraven, nu het nog kan",Binnen 1 meter van water,,04-10-2015,Hoog,5.35585595124849,Bomenbuurt,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Soesterkwartier,POINT (52.163735691977806 5.355855823300434),0

Groen_exoten.60308,2023-02-03,52.1919844639845,,,,08-10-2015,Hoog,5.36843851149881,Bieshaar-Noord,,Reuzenbalsemien,,Hoogland,POINT (52.19198827788691 5.368438792253392),0

Groen_exoten.60309,2023-02-03,52.1484329555215,"z.s.m. afgraven, nu het nog kan",Binnen 1 meter van water,,22-05-2016,Hoog,5.41198684543729,Componistenbuurt-Zuid,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Randenbroek,POINT (52.14843633022947 5.411986751324172),0

Groen_exoten.60310,2023-02-03,52.1837062214666,,,,,,5.39933593577442,Architectenbuurt-Oost,,,,Zielhorst,POINT (52.1837098312864 5.399336292526626),0

Groen_exoten.60311,2023-02-03,52.1710603193756,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,23-10-2015,Hoog,5.398970486636,Hoefkwartier,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,De Hoef,POINT (52.1710638636196 5.398970662651533),0

Groen_exoten.60312,2023-02-03,52.1505170638291,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,5.35094070880558,Birkhoven / Bokkeduinen,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Bosgebied,POINT (52.15052074928384 5.3509404074930105),0

Groen_exoten.60313,2023-02-03,52.163025076361,,Verder dan 1 meter van water,,23-10-2015,Hoog,5.36628777346865,Rivierenbuurt-Oost,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Soesterkwartier,POINT (52.16302874540555 5.3662876853927095),0

Groen_exoten.60314,2023-02-03,52.1538902042407,,,,23-10-2015,Hoog,5.40087121891427,Willem III,,Reuzenbalsemien,,Randenbroek,POINT (52.153893661097904 5.40087116036313),0

Groen_exoten.60315,2023-02-03,52.1515234302783,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,5.35697328680374,Staatsliedenbuurt-West,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,De Berg-Noord,POINT (52.15152709323243 5.3569730208495185),0

