VERGUNNINGNR;SRTBES_OMS;BESCH_OMS;GRONDBESCH_OMS;DDBESCHIKKING;DDINGANG;DDEINDE;STATUSBESCH_OMS;BUURT;WIJK;STADSDEEL;COUNTER;X;Y;LONG;LAT
202100991/7934950;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2021-05-18;;;Beschikking met bezwaar;Vissershaven;Scheveningen;Scheveningen;97034;77663.505;457114.308;4.25856005106372;52.096869065534186
201908993/7318556;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2019-08-20;2019-08-20;2019-08-31;Beschikking met bezwaar;Vissershaven;Scheveningen;Scheveningen;97033;77663.505;457114.308;4.25856005106372;52.096869065534186
201900253/7061883;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2019-01-29;2019-01-30;2021-01-30;Beschikking met bezwaar;Vissershaven;Scheveningen;Scheveningen;97032;77663.505;457114.308;4.25856005106372;52.096869065534186
201820603/6961320;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-11-13;2018-11-13;2022-03-31;Beschikking met bezwaar;Vissershaven;Scheveningen;Scheveningen;97031;77663.505;457114.308;4.25856005106372;52.096869065534186
201807058/6801080;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2018-07-11;2018-07-12;2020-07-10;Beschikking met bezwaar;Vissershaven;Scheveningen;Scheveningen;97030;77663.505;457114.308;4.25856005106372;52.096869065534186
201717664/6488479;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2017-09-29;2017-09-29;2018-07-08;Beschikking met bezwaar;Vissershaven;Scheveningen;Scheveningen;97029;77663.505;457114.308;4.25856005106372;52.096869065534186
201811459/6865275;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2018-08-29;2018-08-29;2020-08-28;Beschikking met bezwaar;Vissershaven;Scheveningen;Scheveningen;97028;77663.505;457114.308;4.25856005106372;52.096869065534186
201704697/6321644;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2017-05-01;2017-05-02;2022-05-02;Beschikking met bezwaar;Vissershaven;Scheveningen;Scheveningen;97027;77663.505;457114.308;4.25856005106372;52.096869065534186
201311287/5291564;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 2.10 en 2.12 t/m 2.20a ;2013-11-06;;;Beschikking met beroep;Vissershaven;Scheveningen;Scheveningen;97026;77663.505;457114.308;4.25856005106372;52.096869065534186
201814422/6970420;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-11-14;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;97025;80819.319;454461.738;4.305184641358878;52.07346310297657
201311815/5291759;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-11-06;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;97024;80819.319;454461.738;4.305184641358878;52.07346310297657
201814422/6970420;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-11-14;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;97023;80813.751;454463.369;4.305103084393968;52.07347701457472
201311815/5291759;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-11-06;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;97022;80813.751;454463.369;4.305103084393968;52.07347701457472
201814422/6970420;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-11-14;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;97021;80813.254;454467.725;4.3050948893884105;52.07351609427175
201311815/5291759;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-11-06;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;97020;80813.254;454467.725;4.3050948893884105;52.07351609427175
201800936/6689773;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-04-05;;;Beschikking met bezwaar;Landen;Mariahoeve en Marlot;Haagse Hout;97019;84939.565;456849.252;4.364783811166448;52.09545591054507
201313591/5291031;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-11-05;;;Beschikking met bezwaar;Landen;Mariahoeve en Marlot;Haagse Hout;97018;84939.565;456849.252;4.364783811166448;52.09545591054507
201814422/6970420;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-11-14;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;97017;80814.489;454463.766;4.3051137609252015;52.07348068116523
201311815/5291759;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-11-06;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;97016;80814.489;454463.766;4.3051137609252015;52.07348068116523
201619888/6225715;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2017-01-23;;;Beschikking met bezwaar;Schildersbuurt-West;Schildersbuurt;Centrum;97015;80172.628;454329.324;4.2957824995200085;52.07218614181907
201723377/6631890;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-02-12;;;Beschikking met bezwaar;Leyenburg;Leyenburg;Escamp;97014;77841.44;453198.994;4.2620417787191185;52.06170841514047
201903397/7102515;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2019-03-28;2019-03-28;2029-03-28;Beschikking met bezwaar;Schildersbuurt-West;Schildersbuurt;Centrum;97013;80561.614;453446.031;4.301647815673239;52.06430062743226
201308987/5262343;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Gedeeltelijk (mv);Artikel 2.21;2013-09-12;;;Beschikking met bezwaar;Koningsplein e.o.;Regentessekwartier;Segbroek;97012;79296.759;455037.295;4.282852409763623;52.078429436461946
201216694/21;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-02-21;;;Beschikking met bezwaar;Huygenspark;Stationsbuurt;Centrum;97011;81918.3;454212.961;4.32126525765182;52.07137350057918
201307924/5233426;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-07-19;;;Beschikking met bezwaar;Willemspark;Willemspark;Centrum;97010;81227.113;455917.959;4.3108169429559124;52.086604267458455
201507832/5734603;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2015-08-13;;;Beschikking met bezwaar;Rivierenbuurt-Noord;Stationsbuurt;Centrum;97009;81991.508;454592.29;4.322251717483024;52.074792104524455
201723266/6670448;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (ev);Artikel 2.10 en 2.12 t/m 2.20a ;2018-03-21;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;97008;80513.908;454918.426;4.300630920377997;52.077526246372614
201310470/5289044;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-11-05;;;Beschikking met bezwaar;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;97007;81311.515;453208.755;4.312633182387472;52.062268534219655
201310470/5289044;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-11-05;;;Beschikking met bezwaar;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;97006;81311.118;453208.622;4.312627422767048;52.062267286174915
201310470/5289044;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-11-05;;;Beschikking met bezwaar;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;97005;81311.648;453208.622;4.312635150247181;52.06226735666743
201112280/11;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-08-16;;;Beschikking met bezwaar;Schildersbuurt-Noord;Schildersbuurt;Centrum;97004;81307.745;454130.076;4.312379354085289;52.070547736830676
201813288/6894083;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-09-18;;;Beschikking met bezwaar;Belgisch Park;Belgisch Park;Scheveningen;97003;79648.059;459216.763;4.28705233593214;52.11603684816955
201924313/7551205;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-03-16;;;Beschikking met bezwaar;Geuzenkwartier;Geuzen- en Statenkwartier;Scheveningen;97002;78810.359;457536.312;4.275199786853912;52.100820523877324
201704207/6384810;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-06-29;;;Beschikking met bezwaar;Geuzenkwartier;Geuzen- en Statenkwartier;Scheveningen;97001;78810.359;457536.312;4.275199786853912;52.100820523877324
201703760/6280052;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-03-16;;;Beschikking met bezwaar;Transvaalkwartier-Noord;Transvaalkwartier;Centrum;97000;79824.544;454035.926;4.290770903498169;52.06950232219237
202015757/7854948;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2021-02-17;;;Beschikking met bezwaar;Laakhaven-Oost;Laakkwartier en Spoorwijk;Laak;96999;82023.912;453597.011;4.322937085691639;52.065852008352266
201317767/5314785;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2013-12-18;;;Beschikking met bezwaar;Morgenweide;Ypenburg;Leidschenveen-Ypenburg;96998;86084.337;451759.441;4.382515158458013;52.04985787357812
201814392/6885323;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-09-10;;;Beschikking met bezwaar;Landen;Mariahoeve en Marlot;Haagse Hout;96997;85133.661;456796.986;4.367626612298511;52.09501073732844
202017720/7798939;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-12-09;;;Beschikking met bezwaar;Moerwijk-Oost;Moerwijk;Escamp;96996;80840.309;451652.485;4.3061007854605995;52.04821981371794
201919550/7422202;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2019-11-15;;;Beschikking met bezwaar;Landen;Mariahoeve en Marlot;Haagse Hout;96995;85257.441;456729.124;4.3694465741372985;52.09441648087079
201204141/10;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-05-02;;;Beschikking met bezwaar;Vogelwijk;Vogelwijk;Segbroek;96994;76401.831;454592.296;4.240731941758701;52.07402709855971
201606189/6025487;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2016-07-07;;;Beschikking met bezwaar;Marlot;Mariahoeve en Marlot;Haagse Hout;96993;84137.28;456970.569;4.353052346082101;52.096444033203
201204496/19;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-07-27;;;Beschikking met bezwaar;Transvaalkwartier-Noord;Transvaalkwartier;Centrum;96992;79523.387;453907.709;4.286407657859902;52.06830911946924
201204496/19;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-07-27;;;Beschikking met bezwaar;Transvaalkwartier-Noord;Transvaalkwartier;Centrum;96991;79551.881;453837.534;4.286838666915687;52.06768235882693
201417062/5496489;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2014-12-02;;;Beschikking met bezwaar;Transvaalkwartier-Noord;Transvaalkwartier;Centrum;96990;79551.881;453837.534;4.286838666915687;52.06768235882693
201213928/10;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-10-04;;;Beschikking met bezwaar;Hoge Veld;Wateringse Veld;Escamp;96989;79815.703;450315.33;4.291460733416244;52.03606508624515
201300423/10;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-03-15;;;Beschikking met bezwaar;Hoge Veld;Wateringse Veld;Escamp;96988;79815.703;450315.33;4.291460733416244;52.03606508624515
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96987;76745.657;453786.322;4.2459309750839465;52.066832816361455
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96986;76724.623;453796.377;4.245621965171669;52.066920204949334
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96985;76715.759;453791.746;4.245493777539408;52.066877335380404
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96984;76745.79;453786.455;4.245932883921345;52.06683403036878
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96983;76715.627;453791.746;4.245491852796579;52.06687731672627
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96982;76689.169;453745.841;4.245116588024417;52.06646104681868
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96981;76748.171;453781.824;4.245968663615107;52.06679274972361
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96980;76724.491;453796.377;4.2456200404269255;52.06692018629728
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96979;76726.872;453767.14;4.245661461800213;52.066657781237794
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96978;76715.892;453791.614;4.245495747131163;52.06687616794347
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96977;76745.393;453786.719;4.24592703460423;52.0668363467516
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96976;76748.436;453781.692;4.245972557930191;52.06679160092497
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96975;76724.755;453795.98;4.245623980938225;52.06691665591755
201214817/11;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-11-05;;;Beschikking met bezwaar;Waldeck-Noord;Waldeck;Loosduinen;96974;75827.507;453105.767;4.232700928658061;52.06058649087407
201214817/5314472;Wet Algemene Bepalingen Omgevingsrecht;Intrekken vergunning;Artikel 2.33, lid 2;2013-12-17;;;Beschikking met bezwaar;Waldeck-Noord;Waldeck;Loosduinen;96973;75827.507;453105.767;4.232700928658061;52.06058649087407
201603361/5971920;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-05-09;;;Beschikking met bezwaar;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;96972;78856.57;456691.05;4.27606293538805;52.09323081717329
201503876/5623383;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2015-04-23;;;Beschikking met bezwaar;Westbroekpark;Westbroekpark en Duttendel;Scheveningen;96971;80391.127;457810.785;4.2982073029496535;52.103502499277326
202014103/7771678;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-11-09;;;Beschikking met bezwaar;Schildersbuurt-Noord;Schildersbuurt;Centrum;96970;81156.687;454119.672;4.310178749988707;52.07043412071272
201420764/5529249;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2015-01-20;;;Beschikking met bezwaar;Zeeheldenkwartier;Zeeheldenkwartier;Centrum;96969;80057.537;455401.495;4.29386861573545;52.08180587622822
201315635/5286034;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Bezuidenhout-Midden;Bezuidenhout;Haagse Hout;96968;82898.452;455877.997;4.335207154131406;52.086465321954215
201320113/5354785;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-03-10;;;Beschikking met bezwaar;Waldeck-Noord;Waldeck;Loosduinen;96967;75824.966;453093.693;4.232666681860591;52.060477623739665
201512239;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2015-08-20;;;Beschikking met bezwaar;Westbroekpark;Westbroekpark en Duttendel;Scheveningen;96966;80233.246;457979.694;4.295866199208341;52.10499912127624
201912993/7310932;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2019-08-20;;;Beschikking met bezwaar;Bezuidenhout-Oost;Bezuidenhout;Haagse Hout;96965;83385.66;455364.64;4.342422396654783;52.081915110618084
201806211/6797154;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2018-07-06;;;Beschikking met bezwaar;Bezuidenhout-Oost;Bezuidenhout;Haagse Hout;96964;83385.66;455364.64;4.342422396654783;52.081915110618084
201412994/5477272;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-10-30;;;Beschikking met bezwaar;Moerwijk-West;Moerwijk;Escamp;96963;79623.311;451760.453;4.2883386291575585;52.04902592333012
201205717/6;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-04-05;;;Beschikking met bezwaar;Moerwijk-West;Moerwijk;Escamp;96962;79623.311;451760.453;4.2883386291575585;52.04902592333012
201419360/5493402;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-11-27;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;96961;81628.369;454664.427;4.316940097215045;52.07539239358225
202015619/7797117;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (mv);Artikel 2.10 en 2.12 t/m 2.20a ;2020-12-07;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;96960;81523.095;454613.039;4.315415799169127;52.07491662448651
201520569/5906767;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (ev);Artikel 2.10 en 2.12 t/m 2.20a ;2016-03-01;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;96959;81523.095;454613.039;4.315415799169127;52.07491662448651
201604267/5951084;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-04-14;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;96958;81523.095;454613.039;4.315415799169127;52.07491662448651
201513425/5801375;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2015-10-27;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;96957;81523.095;454613.039;4.315415799169127;52.07491662448651
201824605/7078616;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2019-02-11;;;Beschikking met bezwaar;Valkenboskwartier;Valkenboskwartier;Segbroek;96956;78929.906;454999.288;4.2775102282839566;52.07803760773983
201114228;Wet Algemene Bepalingen Omgevingsrecht;Verlenging term regulier (ev);Artikel 3.9 lid 2;2011-11-03;;;Beschikking met bezwaar;Bloemenbuurt-Oost;Bomen- en Bloemenbuurt;Segbroek;96955;77612.517;455149.664;4.258261891526624;52.07920644891445
201114228/16;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-12-01;;;Beschikking met bezwaar;Bloemenbuurt-Oost;Bomen- en Bloemenbuurt;Segbroek;96954;77612.517;455149.664;4.258261891526624;52.07920644891445
201206370/11;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-06-05;;;Beschikking met bezwaar;Huygenspark;Stationsbuurt;Centrum;96953;82032.642;454387.194;4.322895476933603;52.0729543710907
201101765/16;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-04-27;;;Beschikking met bezwaar;Huygenspark;Stationsbuurt;Centrum;96952;82032.642;454387.194;4.322895476933603;52.0729543710907
201202519;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-03-28;2012-04-03;;Arobabel;Archipelbuurt;Archipelbuurt;Centrum;96951;80372.578;456593.534;4.298203111153507;52.092560935384085
