FID,typegebied,naamgebied,brongegeve,status,se_anno_cad_data,gdb_geomattr_data,shape
clearways_scheepvaart.11,Clearway,Vrije Scheepvaartzone nabij Rijnveld,Staatscourant van 22 februari 2014,Basis clearways,,,"POLYGON ((518130.6582000004 5788752.4581, 514139.65830000024 5784873.0579, 507361.06620000023 5788691.2424, 502768.7252000002 5791277.975099999, 496372.4818000002 5794880.793500001, 499135.08910000045 5799452.1271, 505919.17810000014 5795630.8408, 510412.7644999996 5793099.7303, 518130.6582000004 5788752.4581))"
clearways_scheepvaart.12,Clearway,Vrije Scheepvaartzone van nabij Texel VSS naar Noord Hinder Noord VSS,Staatscourant van 22 februari 2014,Basis clearways,,,"POLYGON ((498879.9045000002 5785904.9328000005, 502768.7252000002 5791277.975099999, 507361.06620000023 5788691.2424, 502986.92009999976 5782372.343699999, 498879.9045000002 5785904.9328000005))"
clearways_scheepvaart.13,Clearway,Vrije Scheepvaartzone van Noord Hinder Noord VSS naar Rijnveld,Staatscourant van 22 februari 2014,Basis clearways,,,"POLYGON ((507521.9101999998 5778440.3607, 514139.65830000024 5784873.0579, 518036.62870000023 5782678.0079, 511052.9883000003 5775352.161699999, 507521.9101999998 5778440.3607))"
clearways_scheepvaart.14,Clearway,Vrije Scheepvaartzone van Voorzorgsgebied Maas naar Rijnveld,Staatscourant van 22 februari 2014,Basis clearways,,,"POLYGON ((522310.7604 5769494.3893, 523858.8542999998 5779398.5165, 530569.1140000001 5775618.8222, 529925.2408999996 5769716.349300001, 522310.7604 5769494.3893))"
clearways_scheepvaart.15,Clearway,Vrije Scheepvaartzone van Maas Noord West VSS naar Rijnveld,Staatscourant van 22 februari 2014,Basis clearways,,,"POLYGON ((534459.2472000001 5773427.6225000005, 530569.1140000001 5775618.8222, 533713.2947000004 5779975.1975, 537215.2909000004 5778002.6225000005, 534459.2472000001 5773427.6225000005))"
clearways_scheepvaart.16,Clearway,Vrije Scheepvaartzone van Voorzorgsgebied Friesland naar Vlieland Noord VSS,Staatscourant van 22 februari 2014,Basis clearways,,,"POLYGON ((607177.4080999997 5939283.4145, 624572.9369999999 5986306.8780000005, 628794.085 5986997.346999999, 610391.369 5939654.5056, 607177.4080999997 5939283.4145))"
clearways_scheepvaart.17,Clearway,Vrije Scheepvaartzone van Voorzorgsgebied Friesland naar Vlieland Noord VSS,Staatscourant van 22 februari 2014,Basis clearways,,,"POLYGON ((619151.2899000002 5940647.308700001, 635276.3030000003 5988054.013, 639407.341 5988751.641000001, 623342.6357000005 5941144.918099999, 619151.2899000002 5940647.308700001))"
clearways_scheepvaart.18,Clearway,Vrije Scheepvaartzone  Schouwenbank Noordoost,IMO ships routeing,Basis clearways,,,"POLYGON ((527853.2958000004 5750182.1184, 520973.09609999973 5738061.762700001, 517674.2368999999 5739935.081, 518852.2104000002 5747334.7774, 527853.2958000004 5750182.1184))"
clearways_scheepvaart.19,Diepwaterroute,Oost Friesland VSS,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((641302.9040000001 5994654.421, 642268.8591 5997652.926999999, 642275.2758999998 5997670.4168, 651670.7136000004 5999226.3168, 695867.6336000003 6007812.3608, 697232.7060000002 6004285.0052000005, 652131.3696999997 5996494.6426, 641302.9040000001 5994654.421))"
clearways_scheepvaart.20,Diepwaterroute,Oost Friesland VSS,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((639407.341 5988751.641000001, 640356.074 5991693.649, 652592.4387999997 5993763.0141, 697919.4031999996 6002510.5759, 699262.3580999998 5999040.372400001, 639407.341 5988751.641000001))"
clearways_scheepvaart.21,Diepwaterroute,Nabij Botney Gronden VSS,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((493873.5525000002 5909633.669299999, 493864.3432 5909610.325200001, 491267.34360000025 5910638.9758, 497843.7363999998 5927559.938100001, 499983.6048999997 5931476.280300001, 503349.82639999967 5937637.0677000005, 509713.5963000003 5949272.436899999, 529978.1963999998 5974448.5075, 548229.6478000004 5978478.1226, 548275.0395999998 5978274.370999999, 549023.0088 5974867.892899999, 530604.3206000002 5970799.362600001, 511940.63910000026 5947542.1316, 505965.90660000034 5936638.398, 500670.9000000004 5926795.0923999995, 500663.1765999999 5926780.735099999, 493873.5525000002 5909633.669299999))"
clearways_scheepvaart.22,Diepwaterroute,Nabij Botney Gronden VSS,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((498639.27469999995 5939453.169299999, 488019.5197999999 5911925.412900001, 485476.8540000003 5912932.542099999, 496048.35199999996 5940437.3486, 497541.3211000003 5944329.374299999, 497541.3211000003 5944329.3748, 501446.6347000003 5954510.1504999995, 518840.8043999998 5980898.8727, 546888.6118000001 5984528.724300001, 547690.6131999996 5980901.9986000005, 519796.3674999997 5977286.757099999, 503932.2281999998 5953232.1458, 503914.6233999999 5953186.3145, 503764.7929999996 5952796.267000001, 498639.98060000036 5939455.007300001, 498639.27469999995 5939453.169299999))"
clearways_scheepvaart.23,Diepwaterroute,West Friesland VSS,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((608833.9040000001 5983805.267200001, 607618.4069999997 5979519.581, 611939.3189000003 5984291.691400001, 615710.9335000003 5984882.4669, 591447.0482999999 5958186.218800001, 552278.7725 5928098.2985, 552183.1613999996 5927880.356000001, 551146.1232000003 5925516.456, 544017.3481999999 5909266.607999999, 540797.1656 5910684.192, 549327.3227000004 5930143.458799999, 587770.8394999998 5959655.2925, 602716.6260000002 5976051.118000001, 604819.6880000001 5983176.490800001, 608833.9040000001 5983805.267200001))"
clearways_scheepvaart.24,Diepwaterroute,DW route van Nabij Bruine Bank VSS naar West Friesland VSS,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((544136.5663000001 5909538.3632, 544017.3481999999 5909266.607999999, 543152.6732000001 5907306.0232, 529501.6527000004 5876353.362, 525985.9630000005 5877519.660499999, 524318.3278000001 5878067.144099999, 520805.17760000005 5879237.2261, 531393.0223000003 5914821.801000001, 534807.6996999998 5913325.158500001, 540797.1656 5910684.192, 544016.8820000002 5909266.812999999, 544136.5663000001 5909538.3632))"
clearways_scheepvaart.25,Diepwaterroute,West Friesland VSS,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((546800.5437000003 5952557.5121, 546237.0114000002 5952124.1017, 534807.6996999998 5913325.158500001, 531393.0223000003 5914821.801000001, 542589.5104999999 5952831.266899999, 576490.9836999997 5978876.239399999, 582110.3448999999 5979714.1217, 548306.2216999996 5953715.522600001, 546800.5437000003 5952557.5121))"
clearways_scheepvaart.26,Diepwaterroute,DW route van Noord Hinder naar Nabij Bruine Bank VSS,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((529501.6527000004 5876353.362, 524570.8811999997 5861436.998400001, 521056.7784000002 5862606.954299999, 525985.9630000005 5877519.660499999, 529501.6527000004 5876353.362))"
clearways_scheepvaart.27,Diepwaterroute,DW route van Noord Hinder naar Nabij Bruine Bank VSS,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((519391.87320000026 5863178.2149, 519384.5712000001 5863156.146500001, 519323.8551000003 5863176.4405000005, 515872.9978 5864329.8697999995, 520805.17760000005 5879237.2261, 524318.3278000001 5878067.144099999, 519391.87320000026 5863178.2149))"
clearways_scheepvaart.28,Diepwaterroute,DW route van Noord Hinder naar Nabij Bruine Bank VSS,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((513069.22080000024 5839657.1909, 480901.33249999955 5778743.3401, 481740.4194 5799150.6086, 512077.0915000001 5857081.240599999, 512077.09109999985 5857081.2411, 515872.9978 5864329.8697999995, 519323.8551000003 5863176.4405000005, 519384.5712000001 5863156.146500001, 521056.7784000002 5862606.954299999, 524570.8811999997 5861436.998400001, 513069.22080000024 5839657.1909))"
clearways_scheepvaart.29,Diepwaterroute,DW route naar IJmuiden,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((595315.3000999996 5816390.530099999, 595336.0998999998 5816323.710000001, 595350.9800000004 5816255.32, 595359.8201000001 5816185.9002, 595362.5698999995 5816115.9703, 595359.1902000001 5816046.069800001, 595349.7200999996 5815976.7303, 595334.2202000003 5815908.479900001, 595312.8097999999 5815841.850299999, 595285.6699000001 5815777.34, 595253.1370999999 5815715.7292, 595253.0900999997 5815715.6401, 595253.0878999997 5815715.6361, 595252.9918 5815715.453500001, 595252.9900000002 5815715.449999999, 595305.0623000003 5815706.7086, 600236.2390000001 5814879.868799999, 601222.9126000004 5814717.1557, 602209.5857999995 5814554.4431, 604183.0831000004 5814228.992699999, 604109.8766999999 5813784.990700001, 602136.3213999998 5814110.4454, 601149.6473000003 5814273.1554000005, 600163.2498000003 5814435.8202, 599176.7531000003 5814601.323000001, 592470.9380999999 5815726.316500001, 590492.1594000002 5816056.014900001, 590565.3786000004 5816500.0099, 591360.5099999998 5816368.891899999, 591360.8063000003 5816368.9442, 591583.5998999998 5816408.109999999, 592404.2602000004 5816552.370100001, 593448.0099999998 5816735.860099999, 594423.3601000002 5816907.3203, 594492.7602000004 5816916.5002999995, 594562.6799999997 5816919.5503, 594632.6002000002 5816916.4801, 594701.9801000003 5816907.3203, 594770.2998000002 5816892.120200001, 594837.0198999997 5816871.0101, 594901.6500000004 5816844.1599, 594963.6799999997 5816811.75, 595022.6398 5816774.050000001, 595078.0799000002 5816731.3399, 595129.5800999999 5816683.940199999, 595176.7300000004 5816632.2302, 595219.1898999996 5816576.5899, 595256.6200000001 5816517.460200001, 595288.7401 5816455.280099999, 595315.3000999996 5816390.530099999))"
clearways_scheepvaart.30,Diepwaterroute,DW route van Noord Hinder naar Nabij Bruine Bank VSS,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((480901.33249999955 5778743.3401, 480459.84839999955 5772230.5879999995, 480459.8602999998 5772230.6073, 479846.72809999995 5763254.593, 471423.45330000017 5753590.861199999, 469642.7720999997 5751547.9471, 471407.5696999999 5779419.0932, 472632.27880000044 5794762.411599999, 473112.0181999998 5881157.7425, 485448.8439999996 5912859.6666, 485476.8540000003 5912932.542099999, 488019.5197999999 5911925.412900001, 491267.34360000025 5910638.9758, 493864.3432 5909610.325200001, 482038.32600000035 5879632.916200001, 481740.4194 5799150.6086, 480901.33249999955 5778743.3401))"
clearways_scheepvaart.31,VSS,Maas West Buiten VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((509569.91860000044 5763380.9318, 509732.2103000004 5769147.942600001, 522311.95529999956 5769502.0451, 521509.79530000035 5764362.4496, 509569.91860000044 5763380.9318))"
clearways_scheepvaart.32,VSS,Maas West Binnen VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((529417.0416000001 5765057.6196, 529925.2405000003 5769716.349300001, 539623.6047 5769989.3445999995, 539941.8833999997 5765944.4091, 529417.0416000001 5765057.6196))"
clearways_scheepvaart.33,VSS,Maas West Binnen VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((527853.2953000003 5750182.1184, 528385.8787000002 5755367.2699, 540570.1880999999 5757959.412599999, 540859.9967999998 5754276.2916, 527853.2953000003 5750182.1184))"
clearways_scheepvaart.34,VSS,Maas West Buiten VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((518852.2104000002 5747334.777000001, 510660.25739999954 5744766.8851, 508591.92760000005 5751354.177100001, 519835.7128999997 5753636.271500001, 518852.2104000002 5747334.777000001))"
clearways_scheepvaart.35,VSS,Maas Noord West VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((539580.0960999997 5770543.197000001, 534459.2472000001 5773427.6225000005, 535693.8574999999 5775477.0611000005, 541404.3838 5772260.487400001, 539580.0960999997 5770543.197000001))"
clearways_scheepvaart.36,VSS,Maas Noord West VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((535980.6780000003 5775953.1798, 537215.2912999997 5778002.6219999995, 543652.6328999996 5774376.648700001, 541828.2116999999 5772659.4333999995, 535980.6780000003 5775953.1798))"
clearways_scheepvaart.37,VSS,Noord Hinder Noord VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((507219.4096999997 5771330.7323, 503516.6162999999 5774547.0659, 507521.91060000006 5778440.3607, 511066.8925999999 5775366.7468, 507219.4096999997 5771330.7323))"
clearways_scheepvaart.38,VSS,Noord Hinder Noord VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((499802.9801000003 5777772.818299999, 495622.4051000001 5781404.1643, 498892.50100000016 5785922.336999999, 502986.92009999976 5782372.343699999, 499802.9801000003 5777772.818299999))"
clearways_scheepvaart.39,VSS,Maas Noord VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((551041.5603999998 5781510.471100001, 551172.3767999997 5787299.577, 554150.5262000002 5803384.275599999, 556172.9276999999 5802982.5789, 554219.0188999996 5792986.2453000005, 553752.3658999996 5774563.190099999, 550966.4913999997 5774511.746099999, 551041.5603999998 5781510.471100001))"
clearways_scheepvaart.40,VSS,Maas Noord VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((561715.7330999998 5774710.2422, 557230.5497000003 5797108.0001, 558296.3668999998 5802560.8133000005, 560463.9946999997 5802130.2708, 559456.0328000002 5796665.9659, 563849.6222000001 5774749.616, 561715.7330999998 5774710.2422))"
clearways_scheepvaart.41,VSS,IJmuiden West Buiten VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((563541.7314999998 5818742.5044, 563748.7631000001 5819856.758199999, 575419.0878999997 5820022.588099999, 575914.3645000001 5818918.3136, 563541.7314999998 5818742.5044))"
clearways_scheepvaart.42,VSS,IJmuiden Noord VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((572198.4079 5827203.446699999, 573550.2633999996 5827809.767200001, 576016.0880000005 5822311.941, 577032.6003999999 5820045.5156, 575419.0873999996 5820022.588099999, 572198.4079 5827203.446699999))"
clearways_scheepvaart.43,VSS,IJmuiden Noord VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((579824.8287000004 5820085.191400001, 576016.0880000005 5822311.941, 573550.2633999996 5827809.767200001, 574902.1195 5828416.0878, 577175.8179000001 5823346.627599999, 582829.9534 5819855.0888, 579824.8287000004 5820085.191400001))"
clearways_scheepvaart.44,VSS,IJmuiden West Binnen VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((590656.6736000003 5817053.6204, 579363.0765000004 5818967.3182, 577527.8775000004 5818941.241, 577032.6003999999 5820045.5156, 579824.8287000004 5820085.191400001, 582829.9534 5819855.088400001, 590889.2416000003 5818463.9037, 590656.6736000003 5817053.6204))"
clearways_scheepvaart.45,VSS,IJmuiden West Binnen VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((580200.9944000002 5814674.894300001, 578380.6942999996 5817039.7917, 590329.4484999999 5815069.341700001, 589997.9731999999 5813059.2896, 580200.9944000002 5814674.894300001))"
clearways_scheepvaart.46,VSS,Nabij Texel VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((531669.8915999997 5820355.3738, 532366.0334999999 5824813.461200001, 529801.9639999997 5821101.112500001, 526179.0007999996 5823606.8333, 528857.3398000002 5827323.6635, 559847.4112999998 5866474.2826000005, 585125.7074999996 5888182.019300001, 591259.7115000002 5893451.042300001, 597228.5259999996 5907238.4125, 599694.9331 5915172.4991999995, 607177.4080999997 5939283.4145, 610391.369 5939654.5056, 607101.6253000004 5929004.9991999995, 615978.8898 5932795.0331999995, 613036.8240999999 5925488.857799999, 608487.7308999998 5923545.858100001, 602436.3235999998 5905307.3956, 595850.8914000001 5890072.626800001, 568228.1046000002 5866326.086999999, 565345.6619999995 5863848.1313000005, 563527.0235000001 5862144.5428, 560387.2390999999 5858383.0591, 535012.3836000003 5827983.8072999995, 533768.7496999996 5820027.463400001, 531669.8915999997 5820355.3738))"
clearways_scheepvaart.47,VSS,Nabij Texel VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((565345.6619999995 5863848.1313000005, 568228.1046000002 5866326.086999999, 565763.2511 5853412.8628, 563756.9601999996 5855267.7061, 565345.6619999995 5863848.1313000005))"
clearways_scheepvaart.48,VSS,Terschelling - Duitse Bocht VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((615203.534 5916043.1865, 615800.8967000004 5922457.7436999995, 634961.7218000004 5931537.2949, 643159.0198999997 5934376.615700001, 718518.0593999997 5962474.490900001, 719647.0247999998 5960868.5999, 720958.9371999996 5957443.740800001, 645063.3103999998 5929239.1185, 637090.6996999998 5926384.835100001, 615203.534 5916043.1865))"
clearways_scheepvaart.49,VSS,Vlieland Noord VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((615978.8898 5932795.0331999995, 619151.2895 5940647.308700001, 623342.6357000005 5941144.918099999, 620811.3289999999 5934864.2782000005, 615978.8898 5932795.0331999995))"
clearways_scheepvaart.50,VSS,Terschelling - Duitse Bocht VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((617867.0447000004 5927554.6818, 620811.3289999999 5934864.2782000005, 639914.8739 5943111.5858, 713427.9123999998 5970221.093800001, 714800.0365000004 5967763.1731, 716319.3901000004 5965601.9768, 641836.5356000001 5937917.8839, 617867.0447000004 5927554.6818))"
clearways_scheepvaart.51,Diepwaterroute,DW roue naar IJmuiden,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((557183.2017000001 5819763.464500001, 556004.4590999996 5813397.190300001, 545882.8543999996 5811888.730900001, 553337.6513 5819708.8212, 557183.2017000001 5819763.464500001))"
clearways_scheepvaart.52,Diepwaterroute,DW route naar IJmuiden,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((563210.7461000001 5816961.1261, 563322.8131999997 5817564.276699999, 576368.4495000001 5817905.881100001, 576634.5247999998 5817312.637700001, 563210.7461000001 5816961.1261))"
clearways_scheepvaart.53,Diepwaterroute,DW route naar IJmuiden,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((578239.4715 5817354.663899999, 577973.3965999996 5817947.9077, 581268.3042000001 5818034.1855999995, 590565.3786000004 5816500.0099, 590492.1594000002 5816056.0144, 582017.3085000003 5817453.5897, 578239.4715 5817354.663899999))"
clearways_scheepvaart.54,VSS,IJmuiden West Buiten VSS,Staatscourant van 22 februari 2014,Basis IMO VSS,,,"POLYGON ((561684.3174999999 5808745.815300001, 562400.5098000001 5812600.3947, 577302.2730999999 5815823.8192, 578076.9638 5814096.560900001, 565138.6348000001 5810688.0472, 561684.3174999999 5808745.815300001))"
clearways_scheepvaart.55,Diepwaterroute,DW route naar IJmuiden,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((577973.3965999996 5817947.9077, 578239.4715 5817354.663899999, 576634.5247999998 5817312.637700001, 576368.4495000001 5817905.881100001, 577973.3965999996 5817947.9077))"
clearways_scheepvaart.56,Diepwaterroute,DW route naar IJmuiden,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((556006.5121999998 5813408.2785, 557183.2012999998 5819763.464500001, 562091.8065999998 5819833.2136, 562121.2037000004 5817532.8124, 563322.8131999997 5817564.2771000005, 563210.7461000001 5816961.126499999, 562128.8635 5816932.796499999, 562162.0899 5814332.2201000005, 556006.5121999998 5813408.2785))"
clearways_scheepvaart.57,Diepwaterroute,DW route naar Europoort,Staatscourant van 22 februari 2014,Basis IMO DW route,,,"POLYGON ((564816.7050999999 5765773.135, 564926.6150000002 5765727.1853, 565032.0346999997 5765671.735099999, 565132.1650999999 5765607.195, 565226.2152000004 5765534.0952, 565313.4447999997 5765452.975299999, 565393.1952 5765364.4849, 565464.8349000001 5765269.3149999995, 565527.7736 5765168.179300001, 565581.6149000004 5765061.914999999, 565625.8452000003 5764951.3149999995, 565660.1448999997 5764837.235099999, 565684.2651000004 5764720.585100001, 565698.0050999997 5764602.255000001, 565701.2649999997 5764483.1853, 565694.0148 5764364.285, 565676.3049999997 5764246.485200001, 565648.2850000001 5764130.7052, 565610.1648000004 5764017.844799999, 565562.3103 5763908.9168, 565504.8948999997 5763804.3751, 565438.5751 5763705.4353, 565363.7752 5763612.715299999, 565311.8838 5763558.782199999, 565313.0722000003 5763558.336200001, 570273.4450000003 5761634.545, 570857.3749000002 5761364.0549, 571795.0451999996 5760657.5952, 571607.9550999999 5760175.6951, 570688.4647000004 5760570.5306, 569939.5850999998 5760892.1052, 569766.6069 5760959.1592999995, 568834.1924999999 5761320.5502, 567901.7780999998 5761681.941199999, 566969.3640999999 5762043.3321, 566036.9496999998 5762404.722999999, 565104.5352999996 5762766.1139, 564172.1209000004 5763127.504899999, 563239.7065000003 5763488.896199999, 563239.7112999996 5763488.9081, 563234.6402000003 5763490.8738, 562979.1593000004 5763589.628900001, 562939.3086999999 5763603.1842, 562939.2692 5763603.086300001, 562939.2326999996 5763603.0002, 562546.3383999998 5763734.831499999, 562538.4500000002 5763737.105900001, 562088.3684999999 5763843.965399999, 562087.7529999996 5763844.0813, 561626.0148999998 5763910.325099999, 561159.8579000002 5763934.5151, 561159.8547999999 5763934.5151, 561159.4298999999 5763934.5032, 560803.0450999998 5763924.234999999, 560538.0466999998 5763900.6939, 560512.9562999997 5763897.7523, 560480.7825999996 5763893.7742, 560448.6348000001 5763889.5934, 560410.7539999997 5763884.852399999, 560279.4007000001 5763866.3542, 550193.2474999996 5762445.9362, 539895.8642999995 5760995.8049, 539895.8617000002 5760995.8049, 539895.6545000002 5760995.7751, 539895.6513999999 5760995.7751, 539895.6325000003 5760995.8083999995, 539895.3980999999 5760995.7754999995, 539945.8148999996 5760887.344900001, 539986.4451000001 5760774.8651, 540016.9652000004 5760659.2453000005, 540037.1349999998 5760541.3652, 540046.7951999996 5760422.165100001, 540045.8650000002 5760302.5853, 540034.3548999997 5760183.555, 540012.3550000004 5760066.005100001, 539980.0448000003 5759950.8651, 539937.6648000004 5759839.035, 539885.5548999999 5759731.405099999, 539824.1349999998 5759628.7949, 539753.8649000004 5759532.0253, 539675.3051000005 5759441.865, 539589.0850999998 5759358.9953000005, 539495.8651 5759284.0953, 539396.3751999997 5759217.725099999, 539291.4051000001 5759160.4351, 539181.7847999996 5759112.645199999, 539068.3551000003 5759074.755100001, 538952.0250000004 5759047.0449, 538833.6950000003 5759029.735099999, 538714.3052000003 5759022.975199999, 538594.7750000004 5759026.8049, 538476.0551000005 5759041.1951, 538359.0749000004 5759066.0352, 534074.9836999997 5760176.1252999995, 527417.8722000001 5759238.635, 516030.3672000002 5757634.9912, 515988.51180000044 5757932.0571, 515904.801 5758526.1898, 515862.9456000002 5758823.2557, 527250.5437000003 5760426.914000001, 539628.3150000004 5762170.005000001, 550025.6542999996 5763634.180500001, 550025.6490000002 5763634.2161, 560595.9901999999 5765122.7743, 563889.6796000004 5765774.3945, 563864.3118000003 5765766.2457, 563996.5448000003 5765808.335100001, 564112.7449000003 5765834.5549, 564230.8049999997 5765850.4253, 564349.8048999999 5765855.825200001, 564468.8150000004 5765850.715, 564586.915 5765835.135199999, 564703.1748000002 5765809.2051, 564816.7050999999 5765773.135))"
