OBJECTID,REF_WISSEL_KRUISING_PUIC,REF_GANG_NAAM,REF_WISSEL_KRUISINGBEEN_PUIC,M_GANG_VAN_T,M_GANG_TOT_T,X_BEGIN,Y_BEGIN,Z_BEGIN,X_EIND,Y_EIND,Z_EIND,LATITUDE_BEGIN,LATITUDE_EIND,LONGITUDE_BEGIN,LONGITUDE_EIND,M_GANG_TOT,M_GANG_VAN
11,24e6d075-1697-4e3e-9f08-6ad0d4d9c710,Links-Links,1b2e9c5f-c6dd-46c7-93ff-83f3e175d934,"-13,035","0,000",119241.77,490730.78899999,1.21,119252.238,490723.022,1.21,52.40324417,52.40317504,4.86175718,4.86191183,0,-13.035
12,24e6d075-1697-4e3e-9f08-6ad0d4d9c710,Rechts-Links,b876c6a1-3cf0-45d5-b4d3-56ffd7b29193,"19,950","30,265",119268.87,490712.06099999,1.21,119277.78599999,490706.873,1.21,52.40307762,52.40303157,4.86215738,4.86228894,30.265,19.95
13,24e6d075-1697-4e3e-9f08-6ad0d4d9c710,Rechts-Links,25135fcc-3ff2-42fb-9a6e-0659bc9f8bec,"9,975","19,950",119260.249,490717.079,1.21,119268.87,490712.06099999,1.21,52.40312216,52.40307762,4.86203017,4.86215738,19.95,9.975
14,24e6d075-1697-4e3e-9f08-6ad0d4d9c710,Rechts-Links,36f036b9-6699-4098-b882-0c02fe1267ff,"0,000","9,975",119251.628,490722.096,1.21,119260.249,490717.079,1.21,52.40316668,52.40312216,4.86190296,4.86203017,9.975,0
15,24e6d075-1697-4e3e-9f08-6ad0d4d9c710,Rechts-Links,7818bb41-4418-49d3-8e90-daff6d24ccf4,"-10,123","0,000",119242.88,490727.189,1.21,119251.628,490722.096,1.21,52.40321188,52.40316668,4.86177388,4.86190296,0,-10.123
16,24e6d075-1697-4e3e-9f08-6ad0d4d9c710,Rechts-Rechts,5cbae10e-c6bf-4853-bf3f-8008d8f7a66c,"19,924","32,959",119268.25999999,490711.135,1.21,119278.728,490703.368,1.21,52.40306926,52.40300013,4.86214852,4.86230316,32.959,19.924
17,24e6d075-1697-4e3e-9f08-6ad0d4d9c710,Rechts-Rechts,6f96bfa1-8deb-40b5-b8ae-3806ce0794e1,"0,000","19,924",119251.628,490722.096,1.21,119268.25999999,490711.135,1.21,52.40316668,52.40306926,4.86190296,4.86214852,19.924,0
18,24e6d075-1697-4e3e-9f08-6ad0d4d9c710,Rechts-Rechts,7818bb41-4418-49d3-8e90-daff6d24ccf4,"-10,123","0,000",119242.88,490727.189,1.21,119251.628,490722.096,1.21,52.40321188,52.40316668,4.86177388,4.86190296,0,-10.123
19,2fd545e6-53b0-4493-ad42-9dd078c85116,Links-Links,1fdf9d53-e506-4706-9cd7-de9d85986698,"19,924","35,938",61274.167,440167.853,5.23899999,61270.449,440183.42999999,5.23899999,51.9420541,51.94219345,4.02407436,4.02401605,35.938,19.924
20,2fd545e6-53b0-4493-ad42-9dd078c85116,Links-Links,5ae73cc9-fe95-45e3-9c49-33cb9b5d408f,"0,000","19,924",61277.707,440148.25099999,5.23899999,61274.167,440167.853,5.23899999,51.94187855,51.9420541,4.02413118,4.02407436,19.924,0
21,2fd545e6-53b0-4493-ad42-9dd078c85116,Links-Links,4c949ef7-2406-499b-9a4a-5b0ce7baa073,"-14,819","0,000",61279.50299999,440133.541,5.23899999,61277.707,440148.25099999,5.23899999,51.94174667,51.94187855,4.02416131,4.02413118,0,-14.819
22,2fd545e6-53b0-4493-ad42-9dd078c85116,Rechts-Rechts,88cbb0ef-43ed-4701-9e3a-3623db437d63,"19,924","35,939",61275.25899999,440168.04999999,5.23899999,61273.294,440183.944,5.23899999,51.94205605,51.94219855,4.02409018,4.02405728,35.939,19.924
23,2fd545e6-53b0-4493-ad42-9dd078c85116,Rechts-Rechts,2bf2f5e8-1c3c-4750-af46-8dbca8a9eeae,"0,000","19,924",61278.79899999,440148.44799999,5.23899999,61275.25899999,440168.04999999,5.23899999,51.94188051,51.94205605,4.024147,4.02409018,19.924,0
24,2fd545e6-53b0-4493-ad42-9dd078c85116,Rechts-Rechts,3af365a3-f924-4709-acf3-216722dea5bb,"-16,015","0,000",61282.517,440132.87099999,5.23899999,61278.79899999,440148.44799999,5.23899999,51.94174116,51.94188051,4.02420531,4.024147,0,-16.015
25,2fd545e6-53b0-4493-ad42-9dd078c85116,Links-Rechts,88cbb0ef-43ed-4701-9e3a-3623db437d63,"19,950","35,965",61275.25899999,440168.04999999,5.23899999,61273.294,440183.944,5.23899999,51.94205605,51.94219855,4.02409018,4.02405728,35.965,19.95
26,2fd545e6-53b0-4493-ad42-9dd078c85116,Links-Rechts,8bad65bb-86b3-48d5-97ba-bc627fee5603,"9,975","19,950",61276.483,440158.151,5.23899999,61275.25899999,440168.04999999,5.23899999,51.94196731,51.94205605,4.02411068,4.02409018,19.95,9.975
27,2fd545e6-53b0-4493-ad42-9dd078c85116,Links-Rechts,1646cc1c-be95-4cb4-a15b-436be20b76da,"0,000","9,975",61277.707,440148.25099999,5.23899999,61276.483,440158.151,5.23899999,51.94187855,51.94196731,4.02413118,4.02411068,9.975,0
28,2fd545e6-53b0-4493-ad42-9dd078c85116,Links-Rechts,4c949ef7-2406-499b-9a4a-5b0ce7baa073,"-14,819","0,000",61279.50299999,440133.541,5.23899999,61277.707,440148.25099999,5.23899999,51.94174667,51.94187855,4.02416131,4.02413118,0,-14.819
29,2fd545e6-53b0-4493-ad42-9dd078c85116,Rechts-Links,1fdf9d53-e506-4706-9cd7-de9d85986698,"19,950","35,965",61274.167,440167.853,5.23899999,61270.449,440183.42999999,5.23899999,51.9420541,51.94219345,4.02407436,4.02401605,35.965,19.95
30,2fd545e6-53b0-4493-ad42-9dd078c85116,Rechts-Links,e7580fe8-3440-4bc9-95e1-311d2eb6b759,"9,976","19,950",61276.483,440158.151,5.23899999,61274.167,440167.853,5.23899999,51.94196731,51.9420541,4.02411068,4.02407436,19.95,9.976
31,2fd545e6-53b0-4493-ad42-9dd078c85116,Rechts-Links,479beaca-18dd-4d64-a9e3-c75d4e54777a,"0,000","9,976",61278.79899999,440148.44799999,5.23899999,61276.483,440158.151,5.23899999,51.94188051,51.94196731,4.024147,4.02411068,9.976,0
32,2fd545e6-53b0-4493-ad42-9dd078c85116,Rechts-Links,3af365a3-f924-4709-acf3-216722dea5bb,"-16,015","0,000",61282.517,440132.87099999,5.23899999,61278.79899999,440148.44799999,5.23899999,51.94174116,51.94188051,4.02420531,4.024147,0,-16.015
33,b85593df-da08-4b19-b236-623c0b1fd95a,Links,464f5468-8b44-43ab-92e7-5c67ce768dbd,"-4,500","0,000",131061.013,480945.424,0.643,131057.267,480947.918,0.641,52.31594176,52.31596401,5.03612635,5.03607124,0,-4.5
34,b85593df-da08-4b19-b236-623c0b1fd95a,Links,9d7ed384-6a3c-45dc-9dc9-6eadce405010,"0,000","58,138",131057.267,480947.918,0.641,131007.474,480977.89899999,0.613,52.31596401,52.31623129,5.03607124,5.03533888,58.138,0
35,b85593df-da08-4b19-b236-623c0b1fd95a,Rechts,464f5468-8b44-43ab-92e7-5c67ce768dbd,"-4,500","0,000",131061.013,480945.424,0.643,131057.267,480947.918,0.641,52.31594176,52.31596401,5.03612635,5.03607124,0,-4.5
36,b85593df-da08-4b19-b236-623c0b1fd95a,Rechts,75157774-826f-4e5c-90e4-59c1144f5ebe,"0,000","58,132",131057.267,480947.918,0.641,131008.873,480980.12599999,0.613,52.31596401,52.31625137,5.03607124,5.03535924,58.132,0
37,afd3cc3d-b471-44b9-964d-3ec0b396689a,Rechts,449e6165-5e72-4604-bd61-975119013d82,"-5,700","0,000",98247.8,460068.526,-0.13,98242.45799999,460070.515,-0.13,52.12591307,52.1259304,4.5584379,4.55835956,0,-5.7
38,afd3cc3d-b471-44b9-964d-3ec0b396689a,Rechts,8231c623-81bf-475e-bb06-2f9681622051,"0,000","121,485",98242.45799999,460070.515,-0.13,98129.51399999,460115.248,-0.13,52.1259304,52.12632082,4.55835956,4.55670291,121.485,0
39,afd3cc3d-b471-44b9-964d-3ec0b396689a,Links,449e6165-5e72-4604-bd61-975119013d82,"-5,700","0,000",98247.8,460068.526,-0.13,98242.45799999,460070.515,-0.13,52.12591307,52.1259304,4.5584379,4.55835956,0,-5.7
40,afd3cc3d-b471-44b9-964d-3ec0b396689a,Links,75191c74-ab23-4351-b3f5-a3e87cbc4cc0,"0,000","121,480",98242.45799999,460070.515,-0.13,98128.61199999,460112.9,-0.13,52.1259304,52.12629963,4.55835956,4.55669013,121.48,0
41,514169ce-81df-4100-b5b2-59a0639828a5,Links,f89fb853-2b08-4bea-b91c-76e2cad5998b,"-4,500","0,000",115756.892,532948.5,0.881,115757.12,532944.006,0.881,52.78240598,52.78236561,4.80556477,4.80556868,0,-4.5
42,514169ce-81df-4100-b5b2-59a0639828a5,Links,9914bd7a-7af6-4320-9e50-9780a8e8d701,"0,000","54,458",115757.12,532944.006,0.881,115759.88099999,532889.618,0.895,52.78236561,52.78187706,4.80556868,4.80561609,54.458,0
43,514169ce-81df-4100-b5b2-59a0639828a5,Rechts,f89fb853-2b08-4bea-b91c-76e2cad5998b,"-4,500","0,000",115756.892,532948.5,0.881,115757.12,532944.006,0.881,52.78240598,52.78236561,4.80556477,4.80556868,0,-4.5
44,514169ce-81df-4100-b5b2-59a0639828a5,Rechts,ce9e003f-0f77-4467-83e7-4471d90478a6,"0,000","52,491",115757.12,532944.006,0.881,115757.604,532891.525,0.895,52.78236561,52.78189403,4.80556868,4.80558211,52.491,0
45,9aef7265-3d6c-4474-b75e-ac02979740b1,Links,89a3257d-795d-4f5f-a7a9-6aa9cc85514b,"-3,899","0,000",134540.12899999,478718.93699999,0.401,134543.22099999,478716.56099999,0.401,52.29607146,52.29605022,5.08728388,5.08732935,0,-3.899
46,9aef7265-3d6c-4474-b75e-ac02979740b1,Links,db0783fa-fb54-47f6-9e59-8afae9b05c1e,"0,000","61,145",134543.22099999,478716.56099999,0.401,134591.7,478679.298,0.401,52.29605022,52.29571711,5.08732935,5.08804225,61.145,0
47,9aef7265-3d6c-4474-b75e-ac02979740b1,Rechts,89a3257d-795d-4f5f-a7a9-6aa9cc85514b,"-3,899","0,000",134540.12899999,478718.93699999,0.401,134543.22099999,478716.56099999,0.401,52.29607146,52.29605022,5.08728388,5.08732935,0,-3.899
48,9aef7265-3d6c-4474-b75e-ac02979740b1,Rechts,f6298bce-3390-4dbb-a972-4a4172766cb2,"0,000","50,005",134543.22099999,478716.56099999,0.401,134581.59099999,478684.50599999,0.401,52.29605022,52.29576355,5.08732935,5.08789375,50.005,0
49,dee0920a-679a-44f4-a7ed-d2c7ae92f530,Links,4b00a0ee-45e3-458f-9286-b6a72aa63a77,"-3,899","0,000",148502.761,411239.75599999,6.67499999,148503.726,411243.53399999,6.67499999,51.68990129,51.68993526,5.29323785,5.29325173,0,-3.899
50,dee0920a-679a-44f4-a7ed-d2c7ae92f530,Links,24f2770e-2315-4331-8d78-bbc88482efe9,"0,000","27,283",148503.726,411243.53399999,6.67499999,148508.722,411270.33799999,6.67499999,51.68993526,51.69017625,5.29325173,5.29332348,27.283,0
51,dee0920a-679a-44f4-a7ed-d2c7ae92f530,Rechts,4b00a0ee-45e3-458f-9286-b6a72aa63a77,"-3,899","0,000",148502.761,411239.75599999,6.67499999,148503.726,411243.53399999,6.67499999,51.68990129,51.68993526,5.29323785,5.29325173,0,-3.899
52,dee0920a-679a-44f4-a7ed-d2c7ae92f530,Rechts,74321dd8-8cbf-4595-817e-8a7eba69b2dd,"0,000","36,470",148503.726,411243.53399999,6.67499999,148512.755,411278.869,6.67499999,51.68993526,51.69025297,5.29325173,5.29338165,36.47,0
53,4e2af8a4-e416-4fe2-9026-45e4f029fe7b,Rechts,d1c9cc8d-5174-4433-9cc4-f7e7fd0cbeb4,"-3,899","0,000",112963.976,551944.386,1.476,112963.45299999,551948.25,1.465,52.95289564,52.95293033,4.76173391,4.76172563,0,-3.899
54,4e2af8a4-e416-4fe2-9026-45e4f029fe7b,Rechts,e9a86a80-9119-4c63-acba-93ede771c0be,"0,000","36,471",112963.45299999,551948.25,1.465,112958.561,551984.39099999,1.355,52.95293033,52.9532547,4.76172563,4.76164818,36.471,0
55,4e2af8a4-e416-4fe2-9026-45e4f029fe7b,Links,d1c9cc8d-5174-4433-9cc4-f7e7fd0cbeb4,"-3,899","0,000",112963.976,551944.386,1.476,112963.45299999,551948.25,1.465,52.95289564,52.95293033,4.76173391,4.76172563,0,-3.899
56,4e2af8a4-e416-4fe2-9026-45e4f029fe7b,Links,240c9361-0b52-4d4f-85b8-39882a11e994,"0,000","30,947",112963.45299999,551948.25,1.465,112957.107,551978.51699999,1.373,52.95293033,52.95320181,4.76172563,4.76162731,30.947,0
57,211a2ac5-6e2e-497f-a7f8-11e639fe87fb,Rechts,6cf36b78-6f58-4259-9eb0-e1c45442697b,"-3,377","0,000",187833.475,334302.82799999,51.17099999,187835.533,334305.50599999,51.158,50.99743193,50.99745588,5.85489641,5.85492597,0,-3.377
58,211a2ac5-6e2e-497f-a7f8-11e639fe87fb,Rechts,9f89d32d-05b9-493f-8073-0af6d678cacd,"0,000","33,855",187835.533,334305.50599999,51.158,187856.16399999,334332.348,51.051,50.99745588,50.99769597,5.85492597,5.85522229,33.855,0
59,211a2ac5-6e2e-497f-a7f8-11e639fe87fb,Links,6cf36b78-6f58-4259-9eb0-e1c45442697b,"-3,377","0,000",187833.475,334302.82799999,51.17099999,187835.533,334305.50599999,51.158,50.99743193,50.99745588,5.85489641,5.85492597,0,-3.377
60,211a2ac5-6e2e-497f-a7f8-11e639fe87fb,Links,37fa4601-ac9a-4036-8281-e6792c34dd6b,"0,000","30,891",187835.533,334305.50599999,51.158,187852.552,334331.26,51.078,50.99745588,50.99768639,5.85492597,5.85517074,30.891,0
61,c5a8b349-d504-4632-9f17-016c46cae5e9,Rechts,16c24e09-6d0b-4cad-957a-0594e397709a,"-4,501","0,000",108863.152,503692.14199999,0.6,108859.77899999,503695.12199999,0.6,52.51895181,52.51897831,4.70747098,4.70742088,0,-4.501
62,c5a8b349-d504-4632-9f17-016c46cae5e9,Rechts,7a9eefd0-98ba-4320-aaf7-b45b35ef1883,"0,000","47,020",108859.77899999,503695.12199999,0.6,108824.543,503726.25599999,0.6,52.51897831,52.51925513,4.70742088,4.70689747,47.02,0
63,c5a8b349-d504-4632-9f17-016c46cae5e9,Links,16c24e09-6d0b-4cad-957a-0594e397709a,"-4,501","0,000",108863.152,503692.14199999,0.6,108859.77899999,503695.12199999,0.6,52.51895181,52.51897831,4.70747098,4.70742088,0,-4.501
64,c5a8b349-d504-4632-9f17-016c46cae5e9,Links,f9e03b43-a1e1-49ba-bfc3-9f9262a109bd,"0,000","47,005",108859.77899999,503695.12199999,0.6,108822.944,503724.297,0.6,52.51897831,52.51923739,4.70742088,4.70687418,47.005,0
65,9bff31d2-58fd-48cc-92bb-d1a460236e43,Rechts,d879ac7d-4dba-4b3f-9335-46d20cfd3f3b,"-4,499","0,000",91188.12099999,433837.02799999,3.334,91186.56299999,433832.80699999,3.33999999,51.88939662,51.88935851,4.46024416,4.46022232,0,-4.499
66,9bff31d2-58fd-48cc-92bb-d1a460236e43,Rechts,ab3bf81d-28fe-4497-8068-eb9bc3375944,"0,000","34,088",91186.56299999,433832.80699999,3.33999999,91172.365,433801.842,3.39,51.88935851,51.88907859,4.46022232,4.46002183,34.088,0
67,9bff31d2-58fd-48cc-92bb-d1a460236e43,Links,d879ac7d-4dba-4b3f-9335-46d20cfd3f3b,"-4,499","0,000",91188.12099999,433837.02799999,3.334,91186.56299999,433832.80699999,3.33999999,51.88939662,51.88935851,4.46024416,4.46022232,0,-4.499
68,9bff31d2-58fd-48cc-92bb-d1a460236e43,Links,bd52665e-acdc-40cd-a0db-9503e6ae85af,"0,000","34,065",91186.56299999,433832.80699999,3.33999999,91174.762,433800.851,3.39,51.88935851,51.88906996,4.46022232,4.46005683,34.065,0
69,255fc577-6c13-47a3-9f5c-a27b1269a169,Rechts-Rechts,7f59b5ab-1f3a-4150-b6a6-9de025ba3b67,"19,924","32,959",81630.739,453739.701,3.64199999,81640.58599999,453748.242,3.64199999,52.06708279,52.06716085,4.31717342,4.31731517,32.959,19.924
70,255fc577-6c13-47a3-9f5c-a27b1269a169,Rechts-Rechts,05b90cf6-5d1f-4f27-8b44-f319d0c4743b,"0,000","19,924",81616.44199999,453725.83199999,3.64199999,81630.739,453739.701,3.64199999,52.06695626,52.06708279,4.31696793,4.31717342,19.924,0
71,255fc577-6c13-47a3-9f5c-a27b1269a169,Rechts-Rechts,b693bc0b-c70e-4251-a1fa-91836fca857d,"-13,036","0,000",81607.60499999,453716.249,3.64199999,81616.44199999,453725.83199999,3.64199999,52.06686897,52.06695626,4.31684113,4.31696793,0,-13.036
72,255fc577-6c13-47a3-9f5c-a27b1269a169,Links-Links,b7b285a0-1f95-4734-a9a8-5a7568ee75c9,"19,924","32,959",81629.967,453740.49699999,3.64199999,81638.804,453750.079,3.64199999,52.06708984,52.06717712,4.31716199,4.31728879,32.959,19.924
73,255fc577-6c13-47a3-9f5c-a27b1269a169,Links-Links,74d69ab9-4897-4255-a06d-5ff436316e81,"0,000","19,924",81615.66899999,453726.628,3.64199999,81629.967,453740.49699999,3.64199999,52.06696331,52.06708984,4.31695648,4.31716199,19.924,0
74,255fc577-6c13-47a3-9f5c-a27b1269a169,Links-Links,ba8d54c8-5dc0-4eea-9f85-ef90f4b589e5,"-13,035","0,000",81605.823,453718.086,3.64199999,81615.66899999,453726.628,3.64199999,52.06688524,52.06696331,4.31681475,4.31695648,0,-13.035
75,255fc577-6c13-47a3-9f5c-a27b1269a169,Rechts-Links,b7b285a0-1f95-4734-a9a8-5a7568ee75c9,"19,950","32,984",81629.967,453740.49699999,3.64199999,81638.804,453750.079,3.64199999,52.06708984,52.06717712,4.31716199,4.31728879,32.984,19.95
76,255fc577-6c13-47a3-9f5c-a27b1269a169,Rechts-Links,36babc2a-386f-4940-835e-b5e5435d5da4,"9,974","19,950",81623.20399999,453733.16399999,3.64199999,81629.967,453740.49699999,3.64199999,52.06702305,52.06708984,4.31706495,4.31716199,19.95,9.974
77,255fc577-6c13-47a3-9f5c-a27b1269a169,Rechts-Links,4a4a23cb-b582-48e6-95d8-3457d50b9607,"0,000","9,974",81616.44199999,453725.83199999,3.64199999,81623.20399999,453733.16399999,3.64199999,52.06695626,52.06702305,4.31696793,4.31706495,9.974,0
78,255fc577-6c13-47a3-9f5c-a27b1269a169,Rechts-Links,b693bc0b-c70e-4251-a1fa-91836fca857d,"-13,036","0,000",81607.60499999,453716.249,3.64199999,81616.44199999,453725.83199999,3.64199999,52.06686897,52.06695626,4.31684113,4.31696793,0,-13.036
79,255fc577-6c13-47a3-9f5c-a27b1269a169,Links-Rechts,7f59b5ab-1f3a-4150-b6a6-9de025ba3b67,"19,950","32,985",81630.739,453739.701,3.64199999,81640.58599999,453748.242,3.64199999,52.06708279,52.06716085,4.31717342,4.31731517,32.985,19.95
80,255fc577-6c13-47a3-9f5c-a27b1269a169,Links-Rechts,f4a80cf1-6bf7-41f3-bb65-ba97c8bea30c,"9,975","19,950",81623.20399999,453733.16399999,3.64199999,81630.739,453739.701,3.64199999,52.06702305,52.06708279,4.31706495,4.31717342,19.95,9.975
81,255fc577-6c13-47a3-9f5c-a27b1269a169,Links-Rechts,44555ee9-013a-4436-aafa-73b1709b52af,"0,000","9,975",81615.66899999,453726.628,3.64199999,81623.20399999,453733.16399999,3.64199999,52.06696331,52.06702305,4.31695648,4.31706495,9.975,0
82,255fc577-6c13-47a3-9f5c-a27b1269a169,Links-Rechts,ba8d54c8-5dc0-4eea-9f85-ef90f4b589e5,"-13,035","0,000",81605.823,453718.086,3.64199999,81615.66899999,453726.628,3.64199999,52.06688524,52.06696331,4.31681475,4.31695648,0,-13.035
83,be3c2c64-c3a3-4b06-944a-4ad2b3c57d90,Rechts,2c4d65ee-511e-4ada-a2f3-810fd7349ee0,"-3,600","0,000",135784.442,456110.775,4.482,135782.628,456113.885,4.482,52.09291886,52.09294675,5.10680463,5.10677799,0,-3.6
84,be3c2c64-c3a3-4b06-944a-4ad2b3c57d90,Rechts,74172aea-52c0-48bc-a061-4c6a56ab3042,"0,000","36,080",135782.628,456113.885,4.482,135764.404,456145.02399999,4.482,52.09294675,52.09322599,5.10677799,5.1065103,36.08,0
85,be3c2c64-c3a3-4b06-944a-4ad2b3c57d90,Links,2c4d65ee-511e-4ada-a2f3-810fd7349ee0,"-3,600","0,000",135784.442,456110.775,4.482,135782.628,456113.885,4.482,52.09291886,52.09294675,5.10680463,5.10677799,0,-3.6
86,be3c2c64-c3a3-4b06-944a-4ad2b3c57d90,Links,dbddb59e-d8b8-45be-91b2-2fd7748621d5,"0,000","34,412",135782.628,456113.885,4.482,135763.35,456142.35499999,4.482,52.09294675,52.09320197,5.10677799,5.10649508,34.412,0
87,dbe6c594-d4f9-4abe-8315-f65f7e4c69be,Links,05e45be4-df7c-4cc0-b87b-d95144d10ac1,"-4,500","0,000",87068.53299999,453684.679,-2.206,87071.45699999,453681.25799999,-2.201,52.06728175,52.06725137,4.39647809,4.39652141,0,-4.5
88,dbe6c594-d4f9-4abe-8315-f65f7e4c69be,Links,29b1c760-a5a9-4c1f-b57d-73e373f87525,"0,000","34,065",87071.45699999,453681.25799999,-2.201,87093.58999999,453655.363,-2.16699999,52.06725137,52.06702136,4.39652141,4.3968493,34.065,0
89,dbe6c594-d4f9-4abe-8315-f65f7e4c69be,Rechts,05e45be4-df7c-4cc0-b87b-d95144d10ac1,"-4,500","0,000",87068.53299999,453684.679,-2.206,87071.45699999,453681.25799999,-2.201,52.06728175,52.06725137,4.39647809,4.39652141,0,-4.5
90,dbe6c594-d4f9-4abe-8315-f65f7e4c69be,Rechts,df620c15-bdf4-4580-a2d1-781354c7238a,"0,000","34,088",87071.45699999,453681.25799999,-2.201,87091.55599999,453653.754,-2.16699999,52.06725137,52.06700665,4.39652141,4.39681996,34.088,0
91,b8a346fe-15e5-4478-a261-664a7d3a2703,Links,20b20800-63a3-4c02-bf56-8eb288506aa5,"-4,500","0,000",240981.76,486629.829,11.388,240984.883,486626.58899999,11.388,52.36081819,52.36078859,6.64948554,6.64953055,0,-4.5
92,b8a346fe-15e5-4478-a261-664a7d3a2703,Links,c7ab13a8-1e35-401b-abe9-a1aa69c2d024,"0,000","34,088",240984.883,486626.58899999,11.388,241010.369,486603.98599999,11.388,52.36078859,52.36058149,6.64953055,6.64989884,34.088,0
93,b8a346fe-15e5-4478-a261-664a7d3a2703,Rechts,20b20800-63a3-4c02-bf56-8eb288506aa5,"-4,500","0,000",240981.76,486629.829,11.388,240984.883,486626.58899999,11.388,52.36081819,52.36078859,6.64948554,6.64953055,0,-4.5
94,b8a346fe-15e5-4478-a261-664a7d3a2703,Rechts,0a659652-1b16-4ab6-b0f8-69195a421eae,"0,000","34,065",240984.883,486626.58899999,11.388,241008.518,486602.05699999,11.388,52.36078859,52.36056445,6.64953055,6.64987117,34.065,0
95,a2964802-a753-40b7-ab80-7ede9dea1c7a,Rechts,4f7b23e7-d1a3-4346-a36f-ff6c5b84a9ec,"-4,500","0,000",80021.13199999,431716.276,4.216,80025.462,431717.5,4.216,51.86894574,51.86895732,4.29851506,4.29857765,0,-4.5
96,a2964802-a753-40b7-ab80-7ede9dea1c7a,Rechts,23de0cd3-dca3-49c3-9c24-80dcc2d71062,"0,000","34,089",80025.462,431717.5,4.216,80058.853,431724.24599999,4.216,51.86895732,51.86902244,4.29857765,4.29906093,34.089,0
97,a2964802-a753-40b7-ab80-7ede9dea1c7a,Links,4f7b23e7-d1a3-4346-a36f-ff6c5b84a9ec,"-4,500","0,000",80021.13199999,431716.276,4.216,80025.462,431717.5,4.216,51.86894574,51.86895732,4.29851506,4.29857765,0,-4.5
98,a2964802-a753-40b7-ab80-7ede9dea1c7a,Links,90972953-1934-4aa8-a177-58a8faf880bd,"0,000","34,065",80025.462,431717.5,4.216,80058.24199999,431726.76699999,4.216,51.86895732,51.86904502,4.29857765,4.29905151,34.065,0
99,a3a8cd1b-1d2d-4d9e-80d4-0cbd90593533,Rechts,275329ed-45b7-4316-88d8-8023d4a3aa2d,"-4,500","0,000",158028.26999999,386772.95899999,18.91799999,158031.13699999,386769.48999999,18.91799999,51.47000875,51.46997755,5.43078283,5.43082406,0,-4.5
100,a3a8cd1b-1d2d-4d9e-80d4-0cbd90593533,Rechts,64887848-f11b-48ce-8fab-c78bd129fd35,"0,000","58,132",158031.13699999,386769.48999999,18.91799999,158068.171,386724.68099999,18.91799999,51.46997755,51.46957458,5.43082406,5.43135667,58.132,0
