FID,ID,GERECHTIGDE,ADRES,POSTCODE,ZAKRECHT,AANDEEL,ACT_GEG,KAARTPERCEEL,PERCEELNUMMER,GEOMETRIE
BRK_GEM_ZAKRECHT_SQL.18223,18223,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 K 458 G 0,HTT02 K 458 G 0,"POLYGON ((189750.29 427408.961, 189757.058 427419.811, 189750.774 427423.034, 189742.544 427407.19, 189739.724 427401.761, 189735.321 427389.785, 189737.711 427388.581, 189738.844 427390.274, 189740.35 427393.219, 189742.836 427397.831, 189745.123 427401.854, 189747.843 427405.88, 189750.29 427408.961))"
BRK_GEM_ZAKRECHT_SQL.18226,18226,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 K 466 G 0,HTT02 K 466 G 0,"POLYGON ((189603.958 427224.01, 189596.67 427224.568, 189603.044 427262.918, 189591.998 427275.042, 189590.289 427275.411, 189590.708 427275.214, 189591.083 427274.92, 189591.278 427274.689, 189591.443 427274.451, 189591.615 427274.133, 189591.727 427273.892, 189591.861 427273.51, 189591.974 427272.99, 189591.992 427272.618, 189591.896 427271.776, 189588.74 427252.328, 189588.454 427250.568, 189588.443 427250.498, 189590.203 427250.104, 189589.282 427244.547, 189588.352 427238.932, 189587.42 427233.308, 189586.462 427227.526, 189585.095 427219.277, 189584.175 427213.722, 189583.243 427208.097, 189582.311 427202.473, 189581.355 427196.701, 189579.99 427188.461, 189579.073 427182.926, 189578.138 427177.282, 189577.208 427171.668, 189576.181 427165.467, 189574.879 427157.607, 189573.967 427152.101, 189573.032 427146.457, 189572.104 427140.853, 189571.217 427135.501, 189571.014 427135.015, 189570.388 427134.66, 189569.924 427134.536, 189561.844 427132.093, 189560.381 427132.189, 189560.303 427130.897, 189559.947 427124.973, 189559.603 427119.243, 189559.261 427113.543, 189558.926 427107.954, 189558.392 427099.066, 189558.288 427097.338, 189566.191 427096.859, 189564.875 427068.608, 189564.842 427068.15, 189564.739 427067.703, 189564.57 427067.277, 189564.337 427066.882, 189564.047 427066.526, 189563.706 427066.219, 189563.323 427065.968, 189562.905 427065.778, 189562.463 427065.653, 189562.008 427065.598, 189575.636 427065.751, 189575.599 427066.189, 189576.801 427089.233, 189577.789 427108.191, 189578.326 427111.668, 189578.378 427112.072, 189578.498 427112.461, 189578.682 427112.824, 189578.924 427113.151, 189579.218 427113.432, 189579.556 427113.66, 189579.927 427113.827, 189580.321 427113.929, 189581.646 427113.964, 189596.675 427114.116, 189596.574 427123.597, 189596.439 427134.89, 189596.294 427150.049, 189598.87 427182.875, 189602.201 427192.629, 189602.096 427193.786, 189603.958 427224.01))"
BRK_GEM_ZAKRECHT_SQL.18496,18496,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 K 830 G 0,HTT02 K 830 G 0,"POLYGON ((190058.502 427247.449, 190055.727 427243.053, 190055.016 427241.85, 190054.673 427241.371, 190054.254 427241.036, 190053.618 427240.761, 190052.663 427240.707, 190051.96 427240.971, 190063.01 427234.585, 190061.322 427238.4, 190059.805 427242.139, 190058.502 427247.449))"
BRK_GEM_ZAKRECHT_SQL.18229,18229,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 K 471 G 0,HTT02 K 471 G 0,"POLYGON ((189695.975 427192.036, 189699.556 427233.568, 189700.23 427239.596, 189700.935 427243.027, 189701.438 427245.473, 189702.155 427245.41, 189703.177 427257.025, 189677.686 427251.299, 189677.32 427242.623, 189678.924 427242.406, 189677.799 427193.785, 189677.326 427192.01, 189676.797 427191.19, 189675.962 427190.545, 189674.718 427189.923, 189697.802 427189.007, 189697.238 427189.411, 189696.7 427189.942, 189696.157 427190.933, 189695.975 427192.036))"
BRK_GEM_ZAKRECHT_SQL.18238,18238,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 K 482 G 0,HTT02 K 482 G 0,"POLYGON ((189684.031 427181.272, 189684.526 427181.184, 189685.001 427181.022, 189685.445 427180.788, 189685.849 427180.489, 189686.201 427180.131, 189686.494 427179.723, 189686.722 427179.275, 189686.877 427178.798, 189686.958 427178.302, 189686.961 427177.8, 189686.921 427166.111, 189686.368 427154.623, 189685.807 427142.964, 189685.862 427135.543, 189685.833 427135.227, 189685.743 427134.922, 189685.597 427134.64, 189685.399 427134.391, 189685.157 427134.185, 189684.88 427134.029, 189684.578 427133.93, 189684.263 427133.89, 189692.942 427131.928, 189693.707 427131.806, 189692.842 427134.963, 189693.759 427158.235, 189694.378 427177.143, 189694.485 427178.093, 189694.652 427179.034, 189694.879 427179.962, 189695.164 427180.874, 189684.031 427181.272))"
BRK_GEM_ZAKRECHT_SQL.18242,18242,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 K 486 G 0,HTT02 K 486 G 0,"POLYGON ((189709.691 427071.659, 189709.576 427071.979, 189709.496 427072.309, 189709.452 427072.646, 189709.17 427097.444, 189708.875 427123.353, 189686.021 427115.019, 189686.09 427103.497, 189686.265 427092.29, 189686.346 427087.134, 189687.37 427068.359, 189712.453 427069.758, 189712.013 427069.805, 189711.585 427069.914, 189711.176 427070.082, 189710.795 427070.306, 189710.449 427070.582, 189710.146 427070.904, 189709.892 427071.265, 189709.691 427071.659))"
BRK_GEM_ZAKRECHT_SQL.22893,22893,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 4574 G 0,HTT02 L 4574 G 0,"POLYGON ((186601.046 425514.159, 186598.266 425505.631, 186612.318 425501.053, 186610.269 425494.732, 186610.558 425494.428, 186595.095 425446.585, 186581.252 425451.124, 186574.938 425453.141, 186589.376 425497.067, 186565.212 425507.229, 186566.809 425512.428, 186568.055 425512, 186571.148 425521.889, 186571.725 425523.74, 186548.896 425531.199, 186544.283 425516.911, 186549.313 425515.125, 186551.25 425521.04, 186564.186 425516.803, 186562.048 425510.276, 186562.429 425510.152, 186547.032 425462.235, 186533.008 425466.804, 186530.494 425467.752, 186529.593 425468.276, 186528.545 425469.041, 186528.612 425468.693, 186528.558 425468.532, 186528.598 425468.384, 186528.786 425468.008, 186528.8 425467.779, 186528.907 425467.43, 186528.961 425467.322, 186529.378 425466.959, 186529.835 425466.717, 186529.498 425465.44, 186537.124 425462.969, 186549.971 425458.832, 186540.161 425428.762, 186566.494 425420.109, 186566.979 425421.829, 186568.046 425421.536, 186577.205 425449.643, 186585.526 425447.057, 186595.228 425443.896, 186597.941 425442.941, 186588.378 425412.896, 186614.578 425404.243, 186615.103 425406.084, 186616.056 425405.641, 186625.314 425433.811, 186633.248 425431.34, 186646.002 425427.286, 186636.357 425397.244, 186662.419 425388.592, 186663.025 425390.407, 186663.85 425389.966, 186673.037 425418.296, 186681.827 425415.46, 186691.686 425412.233, 186694.396 425411.259, 186695.174 425413.671, 186683.952 425417.395, 186670.946 425421.682, 186685.225 425465.211, 186661.348 425475.789, 186662.992 425480.894, 186663.995 425480.543, 186667.96 425492.243, 186649.182 425498.419, 186646.383 425489.853, 186660.173 425485.299, 186658.169 425479.099, 186658.588 425478.993, 186643.034 425430.534, 186629.249 425435.283, 186622.933 425437.421, 186637.221 425481.178, 186613.311 425491.789, 186614.94 425496.754, 186615.915 425496.345, 186619.763 425508.011, 186601.046 425514.159))"
BRK_GEM_ZAKRECHT_SQL.22894,22894,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 4575 G 0,HTT02 L 4575 G 0,"POLYGON ((186619.763 425508.011, 186649.182 425498.419, 186667.96 425492.243, 186697.173 425482.616, 186694.335 425474.032, 186708.317 425469.493, 186706.351 425463.439, 186711.051 425461.954, 186720.089 425489.286, 186719.533 425488.483, 186718.356 425487.501, 186716.564 425486.617, 186715.658 425486.485, 186714.748 425486.587, 186703.353 425490.313, 186703.974 425492.211, 186670.311 425503.3, 186669.702 425501.478, 186654.929 425506.423, 186655.478 425508.091, 186621.565 425519.333, 186620.973 425517.559, 186606.536 425522.376, 186607.169 425524.272, 186572.67 425535.239, 186572.066 425533.424, 186556.207 425538.529, 186555.345 425539.1, 186554.637 425539.803, 186554.283 425540.843, 186554.38 425542.26, 186548.896 425531.199, 186571.725 425523.74, 186601.046 425514.159, 186619.763 425508.011))"
BRK_GEM_ZAKRECHT_SQL.22903,22903,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 4584 G 0,HTT02 L 4584 G 0,"POLYGON ((186553.903 425354.68, 186553.392 425341.127, 186525.671 425337.953, 186523.993 425295.364, 186516.725 425295.541, 186509.983 425295.782, 186504.264 425295.827, 186504.258 425294.813, 186504.189 425293.326, 186521.515 425292.702, 186523.875 425292.57, 186522.445 425258.572, 186550.562 425257.497, 186551.704 425290.098, 186563.723 425289.449, 186572.891 425289.123, 186573.013 425292.041, 186565.74 425292.271, 186558.867 425292.518, 186551.396 425292.935, 186552.612 425329.669, 186560.187 425329.351, 186566.636 425329.12, 186566.99 425333.624, 186567.955 425333.6, 186568.392 425343.196, 186567.437 425343.29, 186567.719 425351.571, 186553.903 425354.68))"
BRK_GEM_ZAKRECHT_SQL.22905,22905,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 4586 G 0,HTT02 L 4586 G 0,"POLYGON ((186621.76 425285.476, 186599.935 425286.149, 186601.214 425318.742, 186608.709 425318.354, 186615.694 425318.092, 186615.748 425322.329, 186616.634 425322.389, 186617.082 425332.102, 186616.02 425332.222, 186616.314 425340.345, 186602.112 425343.662, 186601.479 425330.062, 186574.419 425327.262, 186573.013 425292.041, 186572.891 425289.123, 186571.503 425256.626, 186596.86 425255.628, 186597.94 425283.609, 186619.244 425282.881, 186621.69 425282.654, 186621.76 425285.476))"
BRK_GEM_ZAKRECHT_SQL.22906,22906,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 4587 G 0,HTT02 L 4587 G 0,"POLYGON ((186651.387 425332.462, 186650.852 425319.086, 186623.019 425316.317, 186621.76 425285.476, 186621.69 425282.654, 186620.408 425254.788, 186626.113 425254.467, 186647.869 425253.6, 186648.113 425260.217, 186645.928 425260.248, 186646.166 425266.151, 186648.321 425266.063, 186649.858 425307.466, 186657.249 425307.098, 186668.07 425306.609, 186668.253 425312.726, 186669.66 425325.653, 186669.521 425326.557, 186668.896 425327.438, 186668.266 425328.114, 186666.583 425329.029, 186664.736 425329.534, 186651.387 425332.462))"
BRK_GEM_ZAKRECHT_SQL.21572,21572,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 3853 G 0,HTT02 L 3853 G 0,"POLYGON ((186824.753 425788.841, 186824.98 425789.239, 186825.265 425789.597, 186825.602 425789.907, 186825.983 425790.162, 186826.398 425790.355, 186826.839 425790.481, 186827.293 425790.539, 186827.751 425790.525, 186828.201 425790.442, 186859.764 425782.342, 186866.874 425780.471, 186877.953 425777.555, 186881.131 425776.718, 186903.096 425770.877, 186903.632 425770.643, 186904.136 425770.347, 186904.601 425769.992, 186905.02 425769.584, 186905.387 425769.129, 186905.697 425768.634, 186905.945 425768.104, 186906.128 425767.549, 186906.243 425766.976, 186906.289 425766.393, 186906.265 425765.809, 186906.171 425765.232, 186912.308 425789.403, 186912.043 425788.91, 186911.715 425788.457, 186911.33 425788.051, 186910.895 425787.7, 186910.416 425787.409, 186909.904 425787.184, 186909.366 425787.03, 186908.813 425786.947, 186908.254 425786.939, 186907.698 425787.005, 186886.339 425792.492, 186874.501 425795.533, 186865.715 425797.784, 186859.692 425799.326, 186853.968 425800.793, 186848.005 425802.32, 186842.663 425803.572, 186820.773 425809.118, 186815.779 425810.421, 186809.846 425811.969, 186804.193 425813.444, 186795.31 425815.762, 186786.139 425818.155, 186780.614 425819.875, 186774.828 425821.676, 186765.742 425824.504, 186757.055 425827.49, 186751.329 425829.558, 186745.812 425831.55, 186737.017 425834.726, 186728.207 425838.012, 186722.643 425840.312, 186717.154 425842.581, 186711.226 425845.032, 186701.43 425849.797, 186679.486 425860.512, 186679.141 425860.877, 186678.854 425861.29, 186678.634 425861.742, 186678.485 425862.222, 186678.409 425862.719, 186678.41 425863.221, 186678.487 425863.718, 186678.638 425864.197, 186678.86 425864.648, 186679.148 425865.06, 186649.335 425840.782, 186649.736 425840.967, 186650.16 425841.089, 186650.597 425841.146, 186651.039 425841.135, 186651.473 425841.056, 186651.89 425840.913, 186652.281 425840.708, 186653.205 425840.273, 186657.058 425838.418, 186658.6 425837.676, 186676.275 425828.652, 186693.729 425819.93, 186704.994 425814.477, 186741.792 425797.49, 186754.794 425791.784, 186773.319 425783.567, 186792.263 425775.25, 186816.18 425765.022, 186824.753 425788.841))"
BRK_GEM_ZAKRECHT_SQL.21976,21976,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 4129 G 0,HTT02 L 4129 G 0,"POLYGON ((187272.3 426517.436, 187250.641 426529.544, 187245.352 426520.116, 187267.623 426507.233, 187272.3 426517.436))"
BRK_GEM_ZAKRECHT_SQL.22934,22934,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 4621 G 0,HTT02 L 4621 G 0,"POLYGON ((186707.225 424521.082, 186702.847 424503.76, 186700.434 424485.96, 186702.2 424486.367, 186704.217 424486.817, 186711.027 424488.336, 186719.788 424521.082, 186707.225 424521.082))"
BRK_GEM_ZAKRECHT_SQL.22935,22935,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 4622 G 0,HTT02 L 4622 G 0,"POLYGON ((186700.434 424485.96, 186702.847 424503.76, 186698.465 424485.485, 186699.348 424485.688, 186700.434 424485.96))"
BRK_GEM_ZAKRECHT_SQL.22071,22071,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 4140 G 0,HTT02 L 4140 G 0,"POLYGON ((186317.433 425588.085, 186308.553 425596.766, 186299.745 425606.688, 186290.255 425617.498, 186286.289 425622.164, 186281.592 425628.389, 186274.094 425639.176, 186268.537 425648.752, 186263.359 425660.202, 186260.015 425669.23, 186258.985 425672.17, 186242.08 425655.125, 186242.537 425655.375, 186243.111 425655.523, 186243.653 425655.523, 186244.238 425655.422, 186244.727 425655.213, 186245.346 425654.661, 186253.421 425640.643, 186260.901 425628.275, 186264.362 425623.039, 186270.363 425615.087, 186279.906 425603.429, 186283.617 425599.304, 186292.806 425588.856, 186298.654 425582.983, 186307.806 425574.9, 186307.204 425574.197, 186316.175 425565.652, 186348.448 425536.953, 186359.766 425549.601, 186357.237 425551.958, 186334.276 425572.248, 186328.68 425577.343, 186319.868 425585.704, 186317.433 425588.085))"
BRK_GEM_ZAKRECHT_SQL.22075,22075,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 4148 G 0,HTT02 L 4148 G 0,"POLYGON ((186584.502 424523.167, 186591.892 424547.77, 186591.975 424548.048, 186591.715 424547.658, 186591.403 424547.308, 186591.045 424547.004, 186590.649 424546.754, 186590.221 424546.561, 186589.771 424546.43, 186589.307 424546.362, 186520.542 424546.936, 186518.255 424546.923, 186495.155 424547.14, 186486.962 424547.169, 186470.866 424547.156, 186423.763 424547.553, 186398.176 424547.599, 186370.274 424547.695, 186352.323 424547.939, 186284.466 424548.203, 186282.279 424548.217, 186254.476 424548.456, 186251.325 424548.385, 186241.829 424548.438, 186224.477 424548.611, 186224.107 424548.598, 186200 424548.662, 186162.15 424548.552, 186151.929 424548.774, 186149.644 424548.783, 186131.704 424548.851, 186114.434 424548.495, 186113.873 424548.657, 186113.34 424548.893, 186112.843 424549.198, 186112.391 424549.568, 186111.994 424549.995, 186111.658 424550.472, 186111.389 424550.989, 186111.192 424551.539, 186111.07 424552.109, 186111.027 424552.691, 186094.144 424500.786, 186096.312 424500.429, 186097.175 424500.86, 186100.041 424508.389, 186100.27 424508.992, 186100.268 424510.034, 186102.602 424513.866, 186104.482 424515.071, 186120.293 424524.487, 186149.849 424524.504, 186233.178 424524.552, 186242.892 424524.558, 186243.721 424524.555, 186266.871 424524.46, 186283.631 424524.392, 186298.169 424524.333, 186303.909 424524.31, 186304.169 424524.309, 186584.502 424523.167))"
BRK_GEM_ZAKRECHT_SQL.22081,22081,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 4159 G 0,HTT02 L 4159 G 0,"POLYGON ((186693.571 426259.058, 186698.325 426254.314, 186704.117 426248.386, 186711.884 426240.557, 186714.116 426242.555, 186709.055 426247.688, 186704.516 426252.29, 186699.847 426257.024, 186695.418 426261.515, 186690.684 426266.315, 186689.822 426267.19, 186669.326 426287.832, 186667.228 426285.84, 186674.032 426278.756, 186678.778 426274.182, 186683.337 426269.354, 186687.941 426264.638, 186693.571 426259.058))"
BRK_GEM_ZAKRECHT_SQL.22604,22604,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 4440 G 0,HTT02 L 4440 G 0,"POLYGON ((186859.242 425334.159, 186875.226 425329.938, 186874.793 425330.134, 186874.395 425330.394, 186874.042 425330.712, 186873.741 425331.08, 186873.501 425331.49, 186873.326 425331.932, 186873.221 425332.395, 186873.188 425332.87, 186873.228 425333.343, 186873.34 425333.805, 186878.115 425353.491, 186878.171 425353.724, 186880.206 425362.122, 186881.589 425367.827, 186882.957 425373.473, 186884.336 425379.16, 186885.709 425384.825, 186887.092 425390.531, 186888.461 425396.177, 186889.844 425401.883, 186891.455 425408.532, 186891.652 425409.344, 186891.706 425409.566, 186893.271 425416.052, 186894.636 425421.71, 186896.006 425427.387, 186897.602 425434.002, 186897.843 425435.003, 186897.893 425435.212, 186899.506 425441.902, 186900.875 425447.58, 186902.23 425453.201, 186903.586 425458.822, 186904.959 425464.514, 186905.292 425465.895, 186905.604 425467.187, 186909.674 425484.068, 186909.837 425484.504, 186910.066 425484.908, 186910.355 425485.273, 186910.697 425485.588, 186911.084 425485.846, 186911.506 425486.04, 186911.954 425486.166, 186912.415 425486.221, 186912.88 425486.204, 186913.336 425486.114, 186913.773 425485.955, 186899.431 425493.389, 186899.833 425492.994, 186900.09 425492.593, 186900.354 425492.134, 186900.518 425491.603, 186900.598 425490.953, 186900.514 425490.284, 186899.724 425487.104, 186898.134 425480.703, 186896.52 425474.205, 186894.991 425468.049, 186893.455 425461.863, 186893.439 425461.799, 186891.86 425455.363, 186892.267 425455.177, 186890.719 425448.937, 186890.327 425449.117, 186888.738 425442.641, 186888.648 425442.273, 186887.213 425436.324, 186885.687 425429.997, 186884.159 425423.658, 186882.696 425417.593, 186882.662 425417.456, 186881.078 425410.963, 186879.57 425404.784, 186878.013 425398.404, 186876.443 425391.971, 186874.924 425385.745, 186874.916 425385.712, 186872.298 425374.928, 186870.012 425365.511, 186867.731 425356.114, 186862.915 425336.366, 186862.761 425335.917, 186862.539 425335.498, 186862.256 425335.118, 186861.916 425334.786, 186861.53 425334.511, 186861.106 425334.299, 186860.654 425334.155, 186860.185 425334.083, 186859.71 425334.084, 186859.242 425334.159))"
BRK_GEM_ZAKRECHT_SQL.21402,21402,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 3608 G 0,HTT02 L 3608 G 0,"POLYGON ((187236.078 425437.733, 187235.717 425437.033, 187235.296 425436.368, 187234.818 425435.743, 187234.286 425435.163, 187233.705 425434.632, 187233.079 425434.154, 187232.414 425433.734, 187231.714 425433.374, 187230.985 425433.078, 187230.232 425432.847, 187229.462 425432.684, 187228.681 425432.589, 187227.894 425432.564, 187227.108 425432.609, 187203.969 425434.863, 187191.599 425436.18, 187191.225 425433.293, 187187.203 425433.774, 187181.347 425434.474, 187180.852 425434.555, 187171.746 425436.044, 187164.673 425437.401, 187164.064 425437.634, 187163.482 425437.926, 187162.932 425438.275, 187162.419 425438.678, 187161.949 425439.13, 187161.527 425439.626, 187161.157 425440.162, 187160.842 425440.733, 187160.629 425441.284, 187160.474 425441.853, 187160.38 425442.436, 187160.347 425443.026, 187160.375 425443.615, 187160.465 425444.199, 187149.808 425419.363, 187150.212 425420.085, 187150.681 425420.767, 187151.213 425421.401, 187151.802 425421.983, 187152.442 425422.506, 187153.129 425422.968, 187153.871 425423.317, 187154.64 425423.601, 187155.431 425423.817, 187156.238 425423.964, 187157.055 425424.041, 187157.875 425424.047, 187158.692 425423.983, 187166.687 425423.161, 187177.947 425422.04, 187183.85 425421.486, 187194.123 425420.493, 187206.252 425419.045, 187224.424 425416.53, 187225.267 425416.321, 187226.089 425416.041, 187226.885 425415.695, 187227.649 425415.283, 187228.377 425414.809, 187229.062 425414.276, 187229.701 425413.687, 187230.288 425413.047, 187230.819 425412.361, 187231.292 425411.632, 187231.702 425410.867, 187232.047 425410.07, 187232.324 425409.247, 187232.532 425408.404, 187232.669 425407.547, 187232.733 425406.681, 187232.725 425405.813, 187232.645 425404.948, 187234.736 425418.446, 187236.078 425437.733))"
BRK_GEM_ZAKRECHT_SQL.21403,21403,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 3613 G 0,HTT02 L 3613 G 0,"POLYGON ((186830.178 426506.015, 186830.583 426510.04, 186816.589 426510.719, 186817.052 426510.612, 186817.495 426510.438, 186817.906 426510.2, 186818.278 426509.903, 186818.601 426509.555, 186818.869 426509.162, 186819.076 426508.734, 186819.217 426508.28, 186819.289 426507.81, 186819.29 426507.335, 186818.521 426500, 186813.339 426451.145, 186813.31 426450.874, 186810.536 426425.131, 186807.573 426394.603, 186807.157 426392.479, 186806.058 426390.615, 186801.346 426386.498, 186801.022 426386.179, 186800.651 426385.915, 186800.244 426385.713, 186799.81 426385.578, 186799.36 426385.513, 186798.905 426385.52, 186798.457 426385.598, 186798.027 426385.747, 186797.626 426385.961, 186797.264 426386.236, 186806.244 426375.391, 186813.817 426382.766, 186814.521 426383.503, 186815.174 426384.284, 186815.774 426385.107, 186816.319 426385.968, 186816.805 426386.863, 186817.232 426387.788, 186817.596 426388.74, 186817.897 426389.713, 186818.132 426390.704, 186818.302 426391.709, 186818.405 426392.722, 186818.791 426396.421, 186820.853 426416.196, 186822.247 426429.564, 186823.628 426442.639, 186825.065 426456.238, 186826.591 426470.675, 186827.126 426475.723, 186828.471 426489.053, 186829.246 426496.727, 186829.336 426497.628, 186829.572 426500, 186830.178 426506.015))"
BRK_GEM_ZAKRECHT_SQL.21404,21404,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 3620 G 0,HTT02 L 3620 G 0,"POLYGON ((187040.838 426660.274, 187036.814 426659.257, 187029.269 426657.237, 186982.228 426644.676, 186981.823 426644.441, 186981.456 426644.15, 186981.137 426643.807, 186980.872 426643.421, 186980.666 426643, 186980.525 426642.553, 186980.451 426642.091, 186980.446 426641.622, 186980.51 426641.158, 186980.642 426640.709, 186990.197 426610.149, 186991.992 426604.458, 187000 426579.083, 187003.702 426569.944, 187048.205 426613.513, 187051.059 426616.388, 187047.681 426619.972, 187047.421 426620.373, 187047.229 426620.811, 187047.11 426621.274, 187047.066 426621.75, 187047.099 426622.227, 187047.208 426622.692, 187047.389 426623.134, 187047.64 426623.541, 187047.952 426623.903, 187046.796 426628.17, 187043.137 426642.212, 187040.428 426652.121, 187039.132 426657.117, 187039.096 426657.597, 187039.138 426658.077, 187039.257 426658.543, 187039.451 426658.984, 187039.714 426659.388, 187040.038 426659.743, 187040.416 426660.041, 187040.838 426660.274))"
BRK_GEM_ZAKRECHT_SQL.21405,21405,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 3621 G 0,HTT02 L 3621 G 0,"POLYGON ((187072.188 426496.673, 187074.058 426498.537, 187064.226 426508.583, 187033.312 426539.925, 187031.335 426537.946, 187043.183 426526.053, 187047.716 426521.475, 187050.903 426518.29, 187051.93 426517.184, 187051.938 426517.175, 187065.751 426503.264, 187072.188 426496.673))"
BRK_GEM_ZAKRECHT_SQL.21408,21408,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 3625 G 0,HTT02 L 3625 G 0,"POLYGON ((186426.675 425941.349, 186431.42 425946.038, 186436.35 425950.91, 186441.094 425955.598, 186448.232 425962.652, 186455.06 425969.4, 186459.957 425974.24, 186464.825 425978.994, 186469.691 425983.746, 186474.496 425988.439, 186482.874 425996.621, 186483.275 425996.896, 186483.714 425997.106, 186484.18 425997.246, 186484.662 425997.312, 186485.149 425997.303, 186485.628 425997.218, 186486.088 425997.061, 186486.519 425996.834, 186486.909 425996.544, 186475.948 426007.762, 186458.416 425990.417, 186440.219 425972.426, 186420.09 425952.526, 186420.034 425952.471, 186406.631 425939.521, 186389.321 425922.235, 186373.852 425906.788, 186334.926 425868.424, 186311.427 425845.412, 186323.994 425839.937, 186342.373 425858.173, 186343.888 425859.536, 186350.79 425866.356, 186355.567 425871.077, 186360.344 425875.798, 186367.51 425882.88, 186374.552 425889.84, 186379.33 425894.562, 186384.108 425899.284, 186391.091 425906.184, 186398.043 425913.054, 186402.973 425917.926, 186407.81 425922.706, 186412.646 425927.485, 186419.63 425934.387, 186426.675 425941.349))"
BRK_GEM_ZAKRECHT_SQL.21409,21409,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 3626 G 0,HTT02 L 3626 G 0,"POLYGON ((186323.994 425839.937, 186311.427 425845.412, 186275.313 425861.44, 186273.011 425862.518, 186271.818 425863.314, 186271.378 425863.711, 186271.046 425864.104, 186270.723 425864.643, 186270.546 425865.042, 186270.331 425865.702, 186270.199 425866.248, 186270.061 425866.928, 186269.948 425867.964, 186268.007 425850.032, 186271.592 425848.554, 186368.472 425805.413, 186372.579 425803.92, 186382.931 425814.126, 186323.994 425839.937))"
BRK_GEM_ZAKRECHT_SQL.21412,21412,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 L 3629 G 0,HTT02 L 3629 G 0,"POLYGON ((186586.534 426025.649, 186565.868 426005.195, 186571.426 425999.506, 186592.174 426019.87, 186586.534 426025.649))"
