FID,ID,GERECHTIGDE,ADRES,POSTCODE,ZAKRECHT,AANDEEL,ACT_GEG,KAARTPERCEEL,PERCEELNUMMER,GEOMETRIE
BRK_GEM_ZAKRECHT_SQL.50731,50731,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4590 G 0,NBH00 H 4590 G 0,"POLYGON ((184692.966 426709.274, 184688.863 426706.47, 184676.669 426724.46, 184680.712 426727.207, 184686.15 426730.902, 184691.559 426734.578, 184696.937 426738.232, 184702.227 426741.826, 184707.54 426745.436, 184712.835 426749.034, 184718.076 426752.595, 184726.722 426758.469, 184735.152 426764.233, 184740.563 426767.933, 184745.709 426771.452, 184751.148 426775.172, 184756.351 426778.73, 184765.031 426784.666, 184773.502 426790.443, 184778.799 426794.054, 184784.219 426797.749, 184789.479 426801.335, 184794.793 426804.959, 184798.907 426807.764, 184799.72 426808.318, 184800.717 426808.646, 184801.852 426808.429, 184802.239 426808.296, 184803.337 426807.619, 184794.344 426817.913, 184774.6 426804.5, 184768.554 426800.426, 184763.132 426796.703, 184757.827 426793.108, 184752.55 426789.532, 184747.277 426785.959, 184738.331 426779.89, 184729.875 426773.993, 184724.71 426770.479, 184719.182 426766.718, 184713.866 426763.101, 184708.569 426759.513, 184703.208 426755.881, 184697.204 426751.853, 184681.423 426741.177, 184679.336 426739.771, 184678.241 426739.354, 184677.349 426739.395, 184676.751 426739.561, 184675.567 426740.584, 184672.408 426745.351, 184668.831 426750.514, 184665.283 426755.745, 184661.463 426761.376, 184658.033 426766.433, 184654.399 426771.791, 184649.227 426779.415, 184640.02 426773.06, 184652.142 426755.132, 184656.265 426749.052, 184659.818 426743.823, 184663.528 426738.363, 184667.087 426733.126, 184670.741 426727.741, 184674.203 426722.486, 184677.913 426717.043, 184656.107 426702.365, 184659.871 426697.043, 184663.616 426691.572, 184665.018 426689.16, 184671.376 426693.495, 184676.533 426697.011, 184682.055 426700.775, 184687.4 426704.42, 184689.354 426705.752, 184693.46 426708.551, 184692.966 426709.274))"
BRK_GEM_ZAKRECHT_SQL.50738,50738,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4600 G 0,NBH00 H 4600 G 0,"POLYGON ((185428.159 427762.108, 185428.294 427760.629, 185428.349 427759.145, 185428.325 427757.661, 185428.221 427756.18, 185428.038 427754.706, 185427.789 427753.308, 185427.471 427751.924, 185427.083 427750.558, 185426.628 427749.212, 185426.106 427747.892, 185425.518 427746.599, 185424.863 427745.338, 185424.139 427744.115, 185423.349 427742.933, 185422.496 427741.797, 185421.581 427740.71, 185420.608 427739.674, 185419.685 427738.784, 185418.725 427737.935, 185417.727 427737.13, 185416.695 427736.369, 185415.631 427735.655, 185414.533 427734.992, 185413.402 427734.386, 185412.241 427733.841, 185411.053 427733.357, 185409.842 427732.935, 185408.567 427732.559, 185407.277 427732.239, 185405.973 427731.977, 185404.66 427731.772, 185403.337 427731.635, 185402.007 427731.575, 185400.677 427731.592, 185399.35 427731.686, 185398.093 427731.85, 185396.845 427732.069, 185395.608 427732.344, 185394.384 427732.674, 185393.176 427733.058, 185365.652 427722.154, 185330.705 427708.348, 185365.377 427648.342, 185419.574 427677.636, 185518.962 427731.355, 185519.947 427736.574, 185504.94 427752.99, 185485.053 427774.742, 185461.098 427800.945, 185444.934 427786.298, 185436.711 427778.931, 185426.218 427769.254, 185426.687 427768.108, 185427.098 427766.939, 185427.452 427765.753, 185427.747 427764.55, 185427.983 427763.334, 185428.159 427762.108))"
BRK_GEM_ZAKRECHT_SQL.51342,51342,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4763 G 0,NBH00 H 4763 G 0,"POLYGON ((185213.65 427387.293, 185211.166 427390.851, 185211.33 427391.25, 185209.664 427393.852, 185207.338 427392.215, 185209.166 427389.562, 185209.355 427389.652, 185211.973 427386.113, 185222.33 427375.112, 185241.383 427354.875, 185242.997 427355.942, 185223.9 427376.344, 185213.65 427387.293))"
BRK_GEM_ZAKRECHT_SQL.51820,51820,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4939 G 0,NBH00 H 4939 G 0,"POLYGON ((185673.1 428393.198, 185710.636 428345.718, 185753.685 428378.285, 185766.936 428388.309, 185766.959 428388.326, 185767.669 428388.863, 185810.73 428387.04, 185811.146 428389.726, 185811.397 428392.232, 185811.356 428396.856, 185810.875 428398.862, 185810.325 428400.85, 185809.706 428402.817, 185796.905 428419.335, 185794.687 428422.198, 185745.082 428486.211, 185720.104 428480.001, 185705.338 428475.954, 185688.853 428470.479, 185666.431 428462.537, 185686.7 428436.624, 185703.501 428415.141, 185673.1 428393.198))"
BRK_GEM_ZAKRECHT_SQL.50754,50754,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4619 G 0,NBH00 H 4619 G 0,"POLYGON ((183999.294 426930.715, 183999.532 426930.845, 184019.283 426941.545, 184017.044 426983.029, 184016.116 427049.386, 184016.342 427063.762, 184016.928 427091.581, 184018.159 427128.227, 184019.937 427158.148, 184023.38 427207.89, 184027.116 427238.626, 184027.45 427241.37, 184031.79 427269.78, 184034.89 427282.63, 184041.34 427301.68, 184044.51 427308.9, 184047.78 427307.05, 184049.71 427304.21, 184050.049 427302.693, 184050.678 427307.554, 184053.059 427323.374, 184070.553 427338.636, 184052.898 427358.174, 184050.902 427347.194, 184046.56 427331.4, 184030.74 427313.24, 184026.26 427306.39, 184023.25 427299.71, 184021.06 427293.39, 184019.68 427287.55, 184016.2 427266.98, 184013.508 427245.924, 184012.36 427236.94, 184007.54 427196.17, 184002.42 427146.316, 184001.09 427121.96, 184000.628 427115.291, 183998.6 427085.98, 183997.02 427064.44, 183996.57 427047.51, 183996.5 427029.34, 183996.94 426999.66, 183997.18 426984.32, 183997.597 426963.712, 183997.63 426962.07, 183999.248 426930.691, 183999.294 426930.715))"
BRK_GEM_ZAKRECHT_SQL.51343,51343,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4765 G 0,NBH00 H 4765 G 0,"POLYGON ((185298.572 427397.603, 185295.521 427395.313, 185243.465 427356.252, 185242.997 427355.942, 185241.383 427354.875, 185186.264 427318.404, 185184.671 427317.35, 185183.116 427315.913, 185183.853 427314.797, 185182.354 427313.811, 185180.6 427312.657, 185168.11 427304.415, 185166.932 427305.992, 185164.188 427309.654, 185162.778 427308.685, 185162.523 427309.01, 185160.855 427307.764, 185157.347 427305.102, 185168.868 427288.869, 185175.436 427293.42, 185171.617 427298.864, 185186.569 427308.764, 185246.197 427348.248, 185247.929 427349.442, 185311.438 427396.871, 185318.467 427401.953, 185321.291 427398.048, 185324.257 427400.193, 185328.633 427403.41, 185319.446 427416.655, 185315.169 427413.543, 185313.425 427412.288, 185313.704 427411.888, 185312.371 427410.932, 185314.814 427407.431, 185308.337 427402.875, 185301.508 427397.447, 185299.927 427396.271, 185298.8 427397.774, 185298.572 427397.603))"
BRK_GEM_ZAKRECHT_SQL.51345,51345,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4767 G 0,NBH00 H 4767 G 0,"POLYGON ((185246.197 427348.248, 185252.667 427329.279, 185266.987 427305.174, 185268.576 427306.204, 185254.313 427330.108, 185247.929 427349.442, 185246.197 427348.248))"
BRK_GEM_ZAKRECHT_SQL.51346,51346,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4769 G 0,NBH00 H 4769 G 0,"POLYGON ((185334.682 427345.877, 185344.108 427353.13, 185350.38 427358.013, 185353.019 427354.635, 185354.392 427355.708, 185354.738 427355.265, 185360.485 427359.748, 185350.835 427372.801, 185346.341 427369.651, 185344.634 427368.416, 185344.937 427367.997, 185343.79 427367.168, 185346.372 427363.596, 185339.198 427358.408, 185339.638 427357.868, 185330.407 427350.729, 185328.917 427352.656, 185326.513 427350.796, 185270.455 427307.421, 185268.576 427306.204, 185266.987 427305.174, 185266.017 427304.547, 185219.499 427272.203, 185218.251 427271.335, 185219.978 427268.851, 185216.655 427266.54, 185201.919 427256.294, 185200.171 427258.807, 185197.707 427262.319, 185196.221 427261.277, 185195.957 427261.654, 185194.258 427260.592, 185190.478 427257.969, 185201.402 427242.27, 185205.319 427244.841, 185206.916 427245.86, 185206.722 427246.163, 185208.149 427247.077, 185205.658 427250.979, 185205.176 427251.721, 185220.393 427261.884, 185223.985 427264.283, 185230.734 427269.446, 185248.604 427281.771, 185272.423 427298.027, 185274.146 427299.297, 185334.682 427345.877))"
BRK_GEM_ZAKRECHT_SQL.50757,50757,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4623 G 0,NBH00 H 4623 G 0,"POLYGON ((185017.398 427503.294, 185005.67 427517.207, 184994.989 427531.196, 184986.65 427541.26, 184986.53 427541.16, 184980.583 427548.337, 184988.22 427554.558, 184993.218 427558.786, 184991.871 427560.396, 185013.981 427578.683, 185016.328 427580.624, 185015.894 427581.172, 185016.383 427581.617, 185012.669 427585.64, 185010.242 427583.724, 185010.499 427583.396, 185012.687 427580.607, 185009.747 427578.301, 185007.309 427581.409, 185005.262 427579.793, 185000.348 427575.915, 184993.049 427570.152, 184985.912 427564.519, 184980.975 427560.621, 184979.563 427559.285, 184976.066 427556.752, 184966.295 427548.807, 184963.874 427546.901, 184958.79 427542.831, 184953.388 427538.731, 184956.253 427535.108, 184962.611 427527.067, 184965.293 427523.676, 184968.663 427519.434, 184986.203 427495.775, 184994.07 427486.327, 185017.398 427503.294))"
BRK_GEM_ZAKRECHT_SQL.51526,51526,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4793 G 0,NBH00 H 4793 G 0,"POLYGON ((185834.587 428381.296, 185834.537 428382.308, 185834.554 428386.25, 185822.312 428386.55, 185827.033 428381.612, 185834.587 428381.296))"
BRK_GEM_ZAKRECHT_SQL.51529,51529,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4796 G 0,NBH00 H 4796 G 0,"POLYGON ((185766.936 428388.309, 185768.412 428386.228, 185770.159 428383.985, 185807.18 428382.443, 185827.033 428381.612, 185822.312 428386.55, 185810.73 428387.04, 185767.669 428388.863, 185766.959 428388.326, 185766.936 428388.309))"
BRK_GEM_ZAKRECHT_SQL.51531,51531,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4798 G 0,NBH00 H 4798 G 0,"POLYGON ((185607.432 427297.315, 185567.579 427352.717, 185557.397 427366.836, 185552.181 427374.134, 185548.666 427379.052, 185543.79 427385.874, 185538.941 427392.659, 185535.508 427397.462, 185530.696 427404.195, 185530.279 427404.837, 185530.026 427406.028, 185530.143 427406.923, 185530.601 427407.833, 185531.626 427408.702, 185532.156 427409.122, 185509.074 427393.881, 185510.506 427391.479, 185537.258 427354.171, 185547.403 427340.506, 185529.447 427327.943, 185520.683 427322.611, 185521.196 427322.784, 185521.725 427322.894, 185522.264 427322.94, 185522.805 427322.922, 185523.34 427322.84, 185523.861 427322.694, 185524.361 427322.488, 185524.833 427322.223, 185528.193 427318.078, 185532.157 427313.19, 185536.018 427308.427, 185539.662 427303.933, 185543.464 427299.244, 185549.238 427292.122, 185546.169 427289.543, 185548.08 427287.266, 185560.188 427272.845, 185568.877 427262.963, 185572.933 427257.941, 185588.908 427267.786, 185595.154 427271.799, 185596.163 427272.3, 185596.934 427272.621, 185597.649 427272.525, 185598.17 427272.333, 185598.743 427271.861, 185599.353 427271.137, 185602.237 427267.158, 185606.567 427261.183, 185610.211 427256.155, 185613.957 427250.986, 185617.15 427246.581, 185619.677 427243.095, 185640.24 427214.722, 185640.461 427214.311, 185640.613 427213.87, 185640.692 427213.41, 185640.696 427212.944, 185640.624 427212.483, 185640.479 427212.039, 185640.265 427211.625, 185639.986 427211.251, 185656.562 427222.598, 185654.924 427222.161, 185654.117 427222.349, 185653.754 427222.561, 185653.278 427222.958, 185652.743 427223.554, 185639.016 427242.616, 185624.167 427263.235, 185618.147 427271.59, 185612.275 427279.749, 185611.901 427280.168, 185611.64 427280.76, 185611.62 427281.973, 185612.031 427282.875, 185612.675 427283.551, 185615.935 427285.63, 185607.432 427297.315))"
BRK_GEM_ZAKRECHT_SQL.51554,51554,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4830 G 0,NBH00 H 4830 G 0,"POLYGON ((186059.683 428040.743, 186066.642 428048.048, 186066.838 428050.911, 186067.072 428054.107, 186058.113 428043.543, 186059.683 428040.743))"
BRK_GEM_ZAKRECHT_SQL.51555,51555,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4831 G 0,NBH00 H 4831 G 0,"POLYGON ((186066.918 428056.18, 186066.15 428055.262, 186067.095 428054.469, 186067.107 428054.714, 186066.918 428056.18))"
BRK_GEM_ZAKRECHT_SQL.51556,51556,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4832 G 0,NBH00 H 4832 G 0,"POLYGON ((186066.476 428059.794, 186065.087 428058.153, 186066.86 428056.666, 186066.691 428058.09, 186066.562 428059.118, 186066.476 428059.794))"
BRK_GEM_ZAKRECHT_SQL.51557,51557,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4833 G 0,NBH00 H 4833 G 0,"POLYGON ((186063.371 428079.831, 186063.166 428081.119, 186062.586 428081.044, 186062.627 428080.776, 186063.149 428077.36, 186065.65 428061.117, 186066.39 428060.478, 186066.151 428062.39, 186065.432 428066.9, 186063.371 428079.831))"
BRK_GEM_ZAKRECHT_SQL.50156,50156,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4180 G 0,NBH00 H 4180 G 0,"POLYGON ((184054.906 427095.679, 184054.45 427079.431, 184060.963 427080.301, 184104.683 427109.934, 184105.866 427110.198, 184106.603 427110.363, 184125.244 427083.054, 184124.144 427078.759, 184153.49 427098.705, 184134.105 427127.435, 184196.469 427170.136, 184195.161 427172.04, 184173.581 427157.094, 184170.141 427154.845, 184169.479 427155.772, 184168.95 427155.394, 184168.119 427156.558, 184168.648 427156.936, 184167.503 427158.521, 184166.984 427158.136, 184123.76 427221.95, 184124.827 427227.964, 184146.961 427242.977, 184140.955 427252.02, 184105.247 427227.973, 184110.455 427220.185, 184112.172 427217.75, 184112.809 427218.119, 184127.863 427195.867, 184126.978 427191.735, 184071.625 427154.037, 184057.708 427154.727, 184056.836 427137.727, 184062.591 427137.286, 184104.555 427165.65, 184105.319 427166.128, 184106.396 427166.618, 184107.927 427167.027, 184126.807 427139.168, 184125.706 427135.405, 184067.209 427095.64, 184054.906 427095.679), (184121.77 427174.842, 184132.674 427182.265, 184157.268 427145.913, 184146.399 427138.56, 184121.77 427174.842))"
BRK_GEM_ZAKRECHT_SQL.49836,49836,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 3811 G 0,NBH00 H 3811 G 0,"POLYGON ((184947.849 427590.282, 184952.086 427585.651, 184956.527 427580.797, 184959.122 427577.962, 184961.575 427575.28, 184966.475 427579.17, 184971.401 427583.082, 184978.408 427588.646, 184985.715 427594.38, 184990.594 427598.321, 184994.38 427601.328, 184995.84 427601.959, 184996.821 427602.033, 184998.411 427601.41, 185012.669 427585.64, 185016.383 427581.617, 185026.111 427571.081, 185029.541 427567.305, 185038.93 427575.356, 185030.316 427582.491, 185028.457 427585.347, 185024.243 427590.011, 185019.93 427594.786, 185013.629 427601.76, 185007.469 427608.64, 184999.888 427617.104, 184997.868 427619.359, 184996.647 427617.796, 184965.402 427592.865, 184963.57 427592.086, 184961.807 427592.391, 184960.819 427593.128, 184948.457 427606.695, 184946.807 427608.491, 184939.008 427616.554, 184927.833 427629.319, 184927.177 427630.829, 184927.229 427632.483, 184927.853 427633.695, 184951.998 427660.227, 184953.54 427661.916, 184954.55 427662.957, 184945.289 427674.413, 184930.342 427691.466, 184929.362 427692.676, 184922.434 427700.485, 184897.753 427728.588, 184895.617 427730.992, 184895.547 427731.186, 184895.06 427732.544, 184895.321 427733.849, 184881.507 427722.852, 184878.032 427720.198, 184891.184 427704.624, 184901.466 427692.45, 184907.361 427697.149, 184916.524 427686.722, 184923.753 427678.497, 184928.169 427673.471, 184932.318 427668.751, 184935.895 427664.68, 184936.683 427663.493, 184936.867 427661.902, 184936.09 427660.126, 184922.276 427644.981, 184916.503 427638.77, 184912.316 427634.061, 184910.059 427631.587, 184913.261 427628.088, 184918.651 427622.197, 184922.9 427617.552, 184927.122 427612.937, 184931.385 427608.278, 184937.145 427601.982, 184943.591 427594.936, 184947.849 427590.282))"
BRK_GEM_ZAKRECHT_SQL.50169,50169,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4201 G 0,NBH00 H 4201 G 0,"POLYGON ((184095.214 427479.976, 184119.021 427499.478, 184145.555 427521.198, 184132.733 427538.051, 184129.783 427537.979, 184104.147 427556.662, 184089.022 427510.376, 184095.214 427479.976))"
BRK_GEM_ZAKRECHT_SQL.50179,50179,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4220 G 0,NBH00 H 4220 G 0,"POLYGON ((184320.732 427714.017, 184379.474 427691.988, 184375.397 427700.986, 184340.81 427718.327, 184294.717 427736.704, 184240.24 427756.392, 184213.586 427762.343, 184197.546 427759.695, 184187.855 427753.998, 184200.868 427758.968, 184320.732 427714.017))"
BRK_GEM_ZAKRECHT_SQL.50634,50634,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4486 G 0,NBH00 H 4486 G 0,"POLYGON ((184344.993 427229.094, 184329.824 427251.414, 184320.386 427265.3, 184319.539 427264.216, 184319.328 427263.9, 184319.214 427263.742, 184318.992 427263.399, 184318.852 427263.186, 184318.715 427262.934, 184318.618 427262.657, 184318.471 427262.075, 184318.383 427261.654, 184318.354 427261.217, 184318.362 427260.923, 184318.42 427260.54, 184318.506 427260.195, 184318.637 427259.858, 184318.715 427259.687, 184339.904 427228.716, 184340.325 427228.447, 184340.779 427228.236, 184341.255 427228.086, 184341.748 427228, 184342.289 427227.986, 184342.828 427228.036, 184343.358 427228.148, 184343.871 427228.321, 184344.993 427229.094))"
BRK_GEM_ZAKRECHT_SQL.49413,49413,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 3537 G 0,NBH00 H 3537 G 0,"POLYGON ((185116.616 427658.809, 185135.217 427636.551, 185122.29 427625.744, 185137.574 427607.295, 185178.826 427635.686, 185138.991 427677.927, 185116.616 427658.809))"
BRK_GEM_ZAKRECHT_SQL.49416,49416,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 3541 G 0,NBH00 H 3541 G 0,"POLYGON ((185102.561 427436.037, 185080.562 427420.169, 185093.619 427402.163, 185116.15 427416.562, 185102.561 427436.037))"
BRK_GEM_ZAKRECHT_SQL.49418,49418,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 3543 G 0,NBH00 H 3543 G 0,"POLYGON ((185117.914 427414.02, 185095.375 427399.492, 185108.364 427381.511, 185129.935 427396.461, 185117.914 427414.02))"
BRK_GEM_ZAKRECHT_SQL.50648,50648,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4500 G 0,NBH00 H 4500 G 0,"POLYGON ((185201.402 427242.27, 185190.478 427257.969, 185168.868 427288.869, 185157.347 427305.102, 185135.953 427335.924, 185120.29 427321.375, 185123.101 427317.613, 185130.269 427308.022, 185134.477 427311.243, 185138.888 427304.995, 185142.225 427300.268, 185145.753 427295.271, 185150.195 427288.862, 185152.189 427285.986, 185155.458 427281.376, 185158.396 427277.24, 185161.133 427273.381, 185166.325 427266.005, 185170.022 427260.75, 185173.578 427255.695, 185177.102 427250.687, 185178.862 427248.193, 185184.599 427240.009, 185189.087 427233.247, 185218.26 427191.64, 185224.272 427183.658, 185225.563 427184.585, 185234.226 427190.694, 185222.949 427211.498, 185201.402 427242.27))"
BRK_GEM_ZAKRECHT_SQL.49478,49478,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 3626 G 0,NBH00 H 3626 G 0,"POLYGON ((184137.279 427412.682, 184144.115 427418.494, 184095.214 427479.976, 184089.022 427510.376, 184081.581 427481.919, 184078.442 427469.912, 184084.869 427471.32, 184123.47 427429.863, 184137.279 427412.682))"
BRK_GEM_ZAKRECHT_SQL.49479,49479,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 3631 G 0,NBH00 H 3631 G 0,"POLYGON ((184658.014 427807.011, 184665.718 427813.692, 184667.006 427814.781, 184668.059 427815.313, 184669.286 427815.544, 184671.36 427815.192, 184672.941 427814.115, 184665.529 427824.077, 184662.624 427823.954, 184662.609 427823.974, 184557.035 427737.215, 184555.731 427738.88, 184489.049 427683.732, 184488.563 427683.246, 184482.651 427677.383, 184443.177 427640.752, 184442.714 427640.162, 184442.313 427639.528, 184441.978 427638.858, 184441.711 427638.157, 184441.516 427637.432, 184441.395 427636.692, 184441.349 427635.944, 184441.378 427635.195, 184441.482 427634.452, 184441.66 427633.724, 184441.911 427633.017, 184442.231 427632.339, 184442.618 427631.696, 184443.067 427631.095, 184443.574 427630.543, 184482.542 427598.79, 184496.769 427584.204, 184511.007 427568.775, 184524.31 427553.205, 184561.81 427502.976, 184562.145 427503.217, 184552.128 427518.388, 184538.907 427539.213, 184528.699 427557.315, 184514.951 427579, 184491.594 427606.401, 184478.755 427619.856, 184469.057 427630.02, 184466.868 427634.151, 184474.796 427633.767, 184484.739 427637.586, 184489.083 427641.56, 184493.138 427645.269, 184500.436 427666.682, 184498.44 427669.494, 184499.89 427672.787, 184502.421 427677.724, 184506.533 427683.987, 184508.408 427686.507, 184510.767 427689.176, 184513.588 427692.194, 184517.373 427695.984, 184522.24 427699.932, 184527.401 427703.883, 184527.947 427703.289, 184561.578 427728.7, 184562.498 427729.395, 184567.225 427733.227, 184606.702 427764.857, 184621.019 427776.649, 184647.391 427797.798, 184656.318 427805.54, 184658.014 427807.011))"
BRK_GEM_ZAKRECHT_SQL.49483,49483,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 3640 G 0,NBH00 H 3640 G 0,"POLYGON ((184324.992 427567.709, 184330.81 427572.536, 184328.889 427574.946, 184324.992 427567.709))"
BRK_GEM_ZAKRECHT_SQL.50697,50697,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4552 G 0,NBH00 H 4552 G 0,"POLYGON ((184485.403 427720.61, 184478.693 427718.645, 184480.42 427716.476, 184462.497 427705.293, 184456.941 427701.327, 184453.349 427699.26, 184450.497 427699.139, 184402.059 427713.851, 184396.588 427714.299, 184388.45 427711.714, 184382.504 427698.574, 184379.474 427691.988, 184425.449 427674.746, 184436.633 427661.128, 184534.201 427740.413, 184532.864 427742.162, 184501.759 427725.4, 184485.403 427720.61))"
BRK_GEM_ZAKRECHT_SQL.50698,50698,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4553 G 0,NBH00 H 4553 G 0,"POLYGON ((184436.633 427661.128, 184441.286 427655.463, 184537.905 427735.564, 184534.201 427740.413, 184436.633 427661.128))"
BRK_GEM_ZAKRECHT_SQL.50726,50726,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4584 G 0,NBH00 H 4584 G 0,"POLYGON ((185622.233 427583.085, 185623.619 427583.404, 185624.939 427583.124, 185626.127 427582.328, 185632.246 427573.192, 185627.852 427570.258, 185633.957 427561.765, 185644.943 427545.669, 185644.995 427545.595, 185651.883 427535.715, 185656.32 427539.364, 185657.396 427539.916, 185658.415 427540.052, 185659.234 427539.82, 185660.31 427539.25, 185690.846 427496.335, 185704.193 427477.43, 185713.6 427464.158, 185761.445 427397.443, 185770.749 427384.124, 185775.496 427377.467, 185780.776 427370.062, 185781.422 427369.156, 185785.963 427362.787, 185789.447 427357.9, 185794.747 427350.467, 185808.213 427331.583, 185808.323 427331.085, 185808.374 427330.578, 185808.365 427330.068, 185808.295 427329.563, 185808.165 427329.07, 185807.979 427328.595, 185807.737 427328.146, 185824.245 427340.263, 185806.871 427356.169, 185789.093 427380.567, 185779.36 427391.385, 185753.957 427427.125, 185726.89 427465.096, 185721.254 427473.039, 185713.516 427483.944, 185690.681 427516.366, 185673.387 427540.845, 185673.195 427541.294, 185673.067 427541.766, 185673.005 427542.251, 185673.011 427542.739, 185673.084 427543.222, 185673.223 427543.691, 185673.425 427544.135, 185673.687 427544.548, 185672.623 427546.063, 185672.2 427545.929, 185671.762 427545.857, 185671.319 427545.85, 185670.879 427545.908, 185670.452 427546.029, 185670.048 427546.211, 185669.674 427546.45, 185669.339 427546.741, 185669.05 427547.078, 185660.811 427558.742, 185648.224 427576.56, 185637.044 427592.972, 185622.233 427583.085), (185641.083 427560.749, 185638.57 427564.533, 185641.094 427566.196, 185643.572 427562.438, 185641.083 427560.749))"
BRK_GEM_ZAKRECHT_SQL.49988,49988,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 3995 G 0,NBH00 H 3995 G 0,"POLYGON ((185315.582 427892.352, 185316.772 427890.638, 185337.694 427906.74, 185335.048 427906.841, 185315.582 427892.352))"
BRK_GEM_ZAKRECHT_SQL.50020,50020,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,NBH00 H 4035 G 0,NBH00 H 4035 G 0,"POLYGON ((184272.395 427473.138, 184257.574 427491.291, 184257.37 427491.54, 184249.68 427485, 184249.853 427484.789, 184269.687 427460.589, 184272.842 427456.74, 184281.11 427462.512, 184278.234 427466.018, 184272.395 427473.138))"
