Gemeente,CBS Gemeentecode,BAG Pand nummer,Status Pand,Besluit,Besluitdatum,Bouwjaar,Gekoppeld adres,GEOMETRIE
Stichtse Vecht,1904,1904100000040437,Bouwvergunning verleend,1164865/RDR/PS 1,20160104230000,2016,Scheendijk 16 39 Breukelen,"POLYGON ((130085.301 465878.16,130085.271 465874.664,130087.589 465874.644,130087.425 465878.16,130085.301 465878.16))"
Stichtse Vecht,1904,1904100000041246,Sloopvergunning verleend,2021-003052,20220512220000,2005,Mijndensedijk 45 Nieuwersluis,"POLYGON ((129613.814 467615.518,129617.392 467614.871,129618.472 467620.389,129617.237 467620.651,129615.278 467621.068,129614.866 467621.155,129613.814 467615.518))"
Stichtse Vecht,1904,1904100000043066,Bouwvergunning verleend,2021-003052,20220512220000,2022,Mijndensedijk 45 schuur Nieuwersluis,"POLYGON ((129609.618 467615.55,129621.714 467613.702,129622.722 467619.75,129610.122 467621.43,129609.786 467618.406,129609.618 467615.55))"
Stichtse Vecht,1904,1904100000042054,Bouw gestart,112795,20220803220000,2020,Vecht en Veld 25 Vreeland,"POLYGON ((131163.922 471693.391,131165.229 471692.345,131166.929 471694.829,131165.491 471696.136,131163.922 471693.391))"
Stichtse Vecht,1904,1904100000042050,Bouw gestart,112795,20220803220000,2020,Schuur Vecht en Veld 21 Vreeland,"POLYGON ((131209.922 471662.226,131212.29 471660.405,131213.748 471664.048,131211.744 471665.505,131209.922 471662.226))"
Stichtse Vecht,1904,1904100000042056,Bouw gestart,112795,20220803220000,2020,Vecht en Veld 27 Vreeland,"POLYGON ((131136.993 471708.555,131139.085 471707.64,131140.523 471711.039,131138.608 471712.042,131136.993 471708.555))"
Stichtse Vecht,1904,1904100000042068,Bouw gestart,112795,20220803220000,2020,Vecht en Veld 39 Vreeland,"POLYGON ((131030.062 471769.08,131031.5 471768.687,131032.676 471771.694,131031.108 471772.74,131030.062 471769.08))"
Stichtse Vecht,1904,1904100000043143,Bouwvergunning verleend,2022-000481,20220811220000,2022,Nigtevechtseweg 188 Vreeland  Landbouwschuur,"POLYGON ((131316.429 473869.784,131319.793 473861.711,131324.726 473850.498,131375.183 473869.111,131368.68 473888.621,131316.429 473869.784))"
Stichtse Vecht,1904,1904100000043144,Bouwvergunning verleend,2022-001172,20220815220000,2022,Straatweg 72 Breukelen Bijgeboujw,"POLYGON ((128917.866 464571.382,128923.746 464568.19,128936.514 464575.75,128932.986 464581.126,128917.866 464571.382))"
Stichtse Vecht,1904,1904100000042814,Bouwvergunning verleend,2021-002962,20220308230000,2022,Dorpsstraat 13 schuur Loenen aan de Vecht,"POLYGON ((129959.575 468942.912,129963.754 468940.14,129965.247 468941.675,129960.854 468944.703,129959.575 468942.912))"
Stichtse Vecht,1904,1904100000042113,Bouwvergunning verleend,1217113.out,20200406220000,2020,Herenweg 10a Maarssen,"POLYGON ((132928.811 461882.869,132933.347 461878.333,132941.334 461887.232,132936.743 461891.54,132928.811 461882.869))"
Stichtse Vecht,1904,1904100000042163,Bouwvergunning verleend,BAG/AV-2886,20200607220000,2020,Nedereindsevaart 9 Oud Zuilen,"POLYGON ((133026.396 460811.375,133029.204 460814.724,133025.226 460818.096,133021.955 460814.449,133026.396 460811.375))"
Stichtse Vecht,1904,1904100000039014,Bouwvergunning verleend,1129448.out,20120828220000,2012,Dannegracht 16 Breukelen,"POLYGON ((128824.864 464917.305,128829.059 464904.102,128834.43 464905.613,128830.29 464918.591,128824.864 464917.305))"
Stichtse Vecht,1904,1904100000041791,Bouwvergunning verleend,BAG/AV-2920,20200802220000,2019,Oukoop 12 Nieuwer Ter Aa,"POLYGON ((127718.601 468654.819,127715.687 468649.322,127719.594 468647.07,127722.64 468652.699,127718.601 468654.819))"
Stichtse Vecht,1904,0329100000006088,Bouwvergunning verleend,10UIT00613,20100310230000,2010,Zandpad 20 Nieuwersluis,"POLYGON ((129419.333 466921.204,129424.014 466942.906,129381.035 466951.842,129376.354 466929.714,129419.333 466921.204))"
Stichtse Vecht,1904,0311100000006751,Sloopvergunning verleend,BAG/AV-3333,20220206230000,1958,Herenstraat 33 Breukelen,"POLYGON ((128661.596 465196.016,128661.807 465192.843,128678.052 465194.146,128677.866 465196.96,128677.842 465197.319,128661.596 465196.016))"
Stichtse Vecht,1904,1904100000042112,Bouwvergunning verleend,1217113.out,20200406220000,2020,Herenweg 10a Maarssen,"POLYGON ((132925.658 461885.707,132927.871 461888.195,132923.583 461892.295,132921.146 461889.779,132925.658 461885.707))"
Stichtse Vecht,1904,1904100000040132,Bouwvergunning verleend,BAG/AC-1552,20150816220000,2015,Zuilenselaan 4 Oud Zuilen,"POLYGON ((133214.275 459961.175,133216.434 459957.301,133218.389 459958.458,133216.197 459962.323,133214.275 459961.175))"
Stichtse Vecht,1904,1904100000042145,Bouwvergunning verleend,1218151.out,20200517220000,2020,Maarsseveensevaart 42 Maarssen,"POLYGON ((131942.632 461543.02,131936.995 461541.479,131937.75 461537.705,131943.714 461538.952,131942.632 461543.02))"
Stichtse Vecht,1904,1904100000040662,Bouwvergunning verleend,1172674/JG 1,20160804220000,2016,Gageldijk 29 Maarssen,"POLYGON ((133974.071 461293.747,133968.37 461286.073,133978.456 461278.619,133984.266 461285.964,133974.071 461293.747))"
Stichtse Vecht,1904,1904100000041920,Bouwvergunning verleend,BAG/AV-2709,20190922220000,2019,Zebraspoor 110 Maarssen,"POLYGON ((129751.301 461662.476,129753.548 461661.164,129754.683 461663.007,129752.503 461664.296,129751.301 461662.476))"
Stichtse Vecht,1904,1904100000042162,Bouwvergunning verleend,BAG/AV-2886,20200607220000,2020,Nedereindsevaart 9 Oud Zuilen,"POLYGON ((133037.049 460860.231,133033.527 460856.081,133039.816 460851.427,133043.337 460855.578,133037.049 460860.231))"
Stichtse Vecht,1904,1904100000038759,Bouwvergunning verleend,1123792.OUT/G1,20120202230000,2012,Portengen 103 Kockengen,"POLYGON ((124636.122 465143.644,124633.766 465148.554,124635.274 465149.143,124632.794 465154.673,124622.448 465149.796,124625.057 465144.252,124631.253 465147.078,124633.328 465142.275,124636.122 465143.644))"
Stichtse Vecht,1904,1904100000042226,Bouwvergunning verleend,1219829.out,20200726220000,2020,Klokjeslaan 19a Maarssen,"POLYGON ((131040.753 462020.176,131045.93 462025.479,131031.005 462039.673,131026.162 462034.138,131040.753 462020.176))"
Stichtse Vecht,1904,1904100000038209,Bouwvergunning verleend,1098933,20090713220000,2010,Oostwaard 4a Oud Zuilen,"POLYGON ((132773.556 460706.358,132779.246 460719.763,132772.396 460723.186,132766.593 460709.259,132773.556 460706.358))"
Stichtse Vecht,1904,1904100000042206,Bouwvergunning verleend,BAG/AV-2896,20200628220000,2020,Westbroekse Binnenweg 86 b in Tienhoven,"POLYGON ((135538.469 461295.605,135480.443 461221.625,135494.613 461210.361,135550.221 461286.576,135538.469 461295.605))"
Stichtse Vecht,1904,1904100000038205,Bouwvergunning verleend,1196297.out,20180726220000,2018,Diependaalsedijk 35 Maarssen,"POLYGON ((130959.797 462305.145,130954.035 462296.668,130967.566 462287.693,130972.818 462296.665,130959.797 462305.145))"
Stichtse Vecht,1904,1904100000038226,Bouwvergunning verleend,1112469/k1,20110328220000,2011,Spengen 9 Kockengen,"POLYGON ((123287.793 462815.583,123277.681 462832.44,123236.171 462812.67,123245.142 462795.156,123287.793 462815.583))"
Stichtse Vecht,1904,1904100000038736,Bouwvergunning verleend,1121698.out,20111219230000,2012,Heicop 14 Kockengen,"POLYGON ((124965.996 462280.546,124968.702 462281.695,124968.124 462283.103,124965.435 462282.013,124965.996 462280.546))"
Stichtse Vecht,1904,1904100000041924,Bouwvergunning verleend,BAG/AV-2717,20191006220000,2019,Westbroekse Binnenweg 2a Tienhoven,"POLYGON ((134173.396 462094.207,134171.973 462091.717,134173.663 462090.205,134175.531 462092.962,134173.396 462094.207))"
Stichtse Vecht,1904,1904100000041805,Bouwvergunning verleend,BAG/AV-2920,20200802220000,2020,De Plassen Zuid 414 Breukelen,"POLYGON ((130781.325 464348.188,130781.589 464346.003,130785.563 464346.731,130785.232 464348.784,130781.325 464348.188))"
Stichtse Vecht,1904,1904100000042161,Bouwvergunning verleend,BAG/AV-2886,20200607220000,2020,Gageldijk 31 Maarssen,"POLYGON ((134064.725 461310.297,134052.273 461294.322,134077.052 461274.825,134089.757 461291.555,134064.725 461310.297))"
Stichtse Vecht,1904,1904100000038217,Bouwvergunning verleend,1090665,20080806220000,2011,Zogweteringlaan 2 Maarssen,"POLYGON ((131627.661 462443.461,131635.398 462421.024,131690.33 462437.271,131683.367 462462.029,131627.661 462443.461))"
Stichtse Vecht,1904,1904100000038187,Bouwvergunning verleend,08569,20090525220000,2011,Gageldijk 43 Maarssen,"POLYGON ((134135.504 461142.568,134149.245 461162.376,134140.313 461169.093,134124.366 461149.994,134135.504 461142.568))"
