FID,datummutatie,naammuteerder,bron,status,genormeerd,rwsdienst,waterlichaam,opmerkingen,gdb_geomattr_data,shape
zomer_kade_legger.111,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (188754.14699999988 352077.98800000176, 188768.97899999842 352053.86499999836, 188786.81599999964 352024.38500000164, 188808.15900000185 351989.06700000167, 188830.93200000003 351951.4629999995, 188836.375 351942.9930000007, 188836.3936999999 351942.9875999987, 188839.58669999987 351942.0581, 188843.77100000158 351940.83999999985, 188848.80799999833 351938.14400000125, 188849.93200000003 351936.38800000027, 188857 351925.22300000116, 188866.90900000185 351909.18400000036, 188876.18400000036 351893.64499999955, 188887.75499999896 351874.26000000164, 188900.87299999967 351851.7340000011, 188912.71200000122 351832.66800000146, 188925.07400000095 351811.9840000011, 188936.6700000018 351793.6970000006, 188948.08100000024 351775.0489999987, 188958.29199999943 351759.8049999997, 188968.18100000173 351747.58100000024, 188974.64400000125 351738.44900000095, 188980.75 351731.15199999884, 188990.25 351722.76199999824, 188998.54100000113 351716.29300000146, 189009.9290000014 351709.73900000006, 189028.6550000012 351699.9549999982, 189048.12000000104 351689.9930000007, 189066.59800000116 351680.8350000009, 189087.8139999993 351669.8819999993, 189108.6099999994 351659.2259999998, 189129.47300000116 351648.631000001, 189142.06700000167 351642.0700000003, 189162.05900000036 351631.81599999964, 189177.6499999985 351624.41099999845, 189183.16600000113 351622.7039999999, 189190.73600000143 351621.03599999845, 189199.12700000033 351621.12099999934, 189208.57499999925 351622.68400000036, 189221.55999999866 351628.04399999976, 189238.62999999896 351638.125, 189263.00600000098 351652.67500000075, 189267.48600000143 351656.3990000002, 189278.69200000167 351663.4120000005, 189299.6719999984 351675.8289999999, 189327.02699999884 351692.24599999934, 189346.20699999854 351703.7879999988, 189375.64299999923 351721.95600000024, 189402.19999999925 351738.7580000013, 189428.2419999987 351753.9930000007, 189451.88899999857 351768.41099999845, 189477.5089999996 351784.0639999993, 189501.71200000122 351799.03599999845, 189521.70699999854 351811.04300000146, 189536.32499999925 351819.7470000014, 189549.67300000042 351827.19200000167, 189561.53599999845 351834.30999999866, 189570.50200000033 351840.7710000016, 189585.4290000014 351853.01900000125, 189601.55000000075 351868.756000001, 189606.06899999827 351875.3999999985, 189624.24300000072 351897.6550000012, 189631.26199999824 351907.3729999997, 189660.23600000143 351956.14499999955, 189688.99300000072 352003.6070000008, 189727.1259999983 352067.2809999995, 189739.80799999833 352067.5020000003, 189744.811999999 352067.243999999, 189747.63199999928 352066, 189752.71700000018 352000.8429999985, 189760.55099999905 351904.1620000005, 189764.18499999866 351830.86100000143, 189768.7109999992 351760.9200000018, 189767.29100000113 351738.7950000018, 189766.01999999955 351711.3020000011, 189763.46400000155 351686.40199999884, 189761.30900000036 351665.3229999989, 189754.5780000016 351604.9840000011)"
zomer_kade_legger.117,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (187032.6992000006 349782.7703000009, 187047.86039999872 349915.4312000014)"
zomer_kade_legger.118,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (188599.61820000038 352331.192400001, 188598.9589000009 352332.2446999997)"
zomer_kade_legger.119,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (188729.9048999995 352123.2347000018, 188672.31760000065 352215.1528999992)"
zomer_kade_legger.120,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (188647.91690000147 351414.1774000004, 188767.05559999868 351371.36190000176, 188919.70210000128 351267.11560000107, 189087.2408999987 351133.0844999999, 189182.1794999987 351090.26900000125, 189264.08740000054 351079.09980000183, 189353.44139999896 351077.2382000014, 189459.54940000176 351105.1614000015)"
zomer_kade_legger.121,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (189888.97610000148 352041.3528999984, 189889.69590000063 352075.9028000012, 189907.67280000076 352167.7848000005)"
zomer_kade_legger.122,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (189984.40450000018 352385.810800001, 190023.10339999944 352459.91490000114, 190061.81969999894 352513.93769999966, 190136.5513000004 352569.7613000013, 190195.07600000128 352599.4739000015)"
zomer_kade_legger.123,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (187584.48939999938 348410.7322999984, 187570.93950000033 348361.95259999856, 187592.61939999834 348204.7736000009, 187595.32930000126 348032.6897, 187715.9235999994 347948.68019999936, 187956.73099999875 347846.59010000154)"
zomer_kade_legger.124,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (192298.19189999998 354176.7184999995, 192542.26370000094 354084.99720000103, 192421.48779999837 353776.9633000009)"
zomer_kade_legger.125,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (192643.2485000007 353687.8717, 192524.28979999945 353442.40129999816, 192450.64869999886 353417.8542999998, 192450.50869999826 353413.7659999989, 192441.20749999955 353142.1722000018)"
zomer_kade_legger.126,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (192122.317400001 353395.32829999924, 192450.50869999826 353413.7659999989, 192450.54549999908 353413.7679999992)"
zomer_kade_legger.127,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (192963.17130000144 353789.9395000003, 192992.67489999905 353863.69860000163, 193693.38650000095 353269.93780000135)"
zomer_kade_legger.128,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (192435.79340000078 354128.39990000054, 192569.90509999916 354492.77870000154, 192623.04360000044 354644.6031999998, 192580.0267000012 354796.42770000175, 192741.9728000015 355138.03290000185, 192924.16230000183 355441.68189999834, 193103.82129999995 355666.8883000016, 193331.55810000002 355919.92920000106, 193612.43340000138 356183.0916999988, 194333.5998999998 356830.87629999965)"
zomer_kade_legger.129,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (193645.32869999856 356208.3957999982, 193728.8321999982 356099.5881999992, 193819.92689999938 356074.2840999998)"
zomer_kade_legger.130,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (194118.3914999999 356071.2298000008, 194273.70100000128 356035.82239999995, 194271.28680000082 356013.2905000001, 194317.15549999848 356000.4151000008, 194303.47529999912 355943.2804999985, 194389.5795999989 355905.45899999887)"
zomer_kade_legger.131,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (194889.22410000116 357318.5405000001, 195373.8856999986 357751.75759999827, 195379.23669999838 357756.5406000018)"
zomer_kade_legger.132,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (196435.61100000143 358108.2421000004, 196526.74760000035 358127.31720000133, 196530.2734999992 358126.17980000004, 196559.59910000116 358116.71990000084, 196570.19640000165 358102.9433999993, 196750.3500000015 358120.9587999992, 196781.08210000023 358120.9587999992, 196786.38080000132 358075.3905000016, 197005.74430000037 357983.19420000166)"
zomer_kade_legger.133,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (196420.0124000013 358817.81799999997, 196530.2734999992 358126.17980000004, 196530.3914999999 358125.44000000134)"
zomer_kade_legger.134,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (194818.80150000006 410233.7061999999, 194787.85909999907 410440.6334999986)"
zomer_kade_legger.135,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (194487.14440000057 408901.9871000014, 194560.39330000058 409031.8374999985)"
zomer_kade_legger.136,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (194989.89840000123 408832.06760000065, 195003.2164000012 408985.2245000005)"
zomer_kade_legger.137,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (166047.8563000001 425708.10830000043, 166145.6228 425957.5813000016, 166250.13170000166 426230.65309999883, 166374.86820000038 426409.3297000006, 166658.05380000174 426604.8625999987, 166856.95789999887 426682.40150000155, 167389.6165000014 426689.14400000125)"
zomer_kade_legger.138,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (196747.29340000078 359750.02519999817, 196753.36400000006 359755.4585000016, 196763.75019999966 359764.7542999983, 196772.2824999988 359772.39090000093, 196778.375 359777.84380000085, 196784.65139999986 359783.7989999987, 196792.2210999988 359790.9814000018, 196799.79080000147 359798.16380000114, 196810.75869999826 359808.5705000013, 196814.54179999977 359812.16000000015, 196815.08549999818 359812.6759000011, 196819.90630000085 359817.25, 196844.2340000011 359838.42550000176, 196850.35909999907 359843.7569000013, 196851.2137000002 359844.50079999864, 196852.40069999918 359845.53400000185, 196864.8825000003 359856.3984999992, 196878.25950000063 359868.0421000011, 196879.3526000008 359868.9935999997, 196883.09380000085 359872.25, 196883.62640000135 359872.7243000008, 196892.65670000017 359880.7648999989, 196895.55550000072 359883.3460999988, 196897.000500001 359884.63269999996)"
zomer_kade_legger.139,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (196718.79439999908 359722.6387999989, 196735.2692000009 359738.6816000007)"
zomer_kade_legger.140,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (196610.49489999935 359614.40029999986, 196642.73440000042 359646.46880000085, 196664.625500001 359668.9109000005)"
zomer_kade_legger.141,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (196539.7076999992 359529.68360000104, 196562.5588000007 359558.9899000004, 196565.73440000042 359563.0625, 196594.72819999978 359596.3317999989, 196605.63289999962 359608.8443999998)"
zomer_kade_legger.142,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (196512.88809999824 359489.4081000015, 196528.35209999979 359513.4294999987)"
zomer_kade_legger.143,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (196486.21429999918 359444.13699999824, 196487.1339999996 359445.75930000097, 196496.71590000018 359462.66099999845)"
zomer_kade_legger.144,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (196426.94090000167 358809.75979999825, 196424.78449999914 358819.59270000085, 196424.58260000125 358820.5133000016, 196405.65630000085 358906.8125, 196405.14840000123 358909.9662999995, 196397.92960000038 358954.7932999991, 196397.3125 358958.625, 196394.07809999958 358999.84380000085, 196391.23440000042 359047.625, 196391.31269999966 359073.25780000165, 196391.375 359093.625, 196393.00719999894 359117.5692999996, 196394.40630000085 359138.09380000085, 196405.23440000042 359218.53130000085, 196417.13390000165 359269.39079999924, 196418.6875 359276.03130000085, 196432.03130000085 359320.03130000085, 196432.86510000005 359322.1460000016, 196448.86850000173 359362.73160000145, 196457.15630000085 359383.75, 196466.7936999984 359405.26619999856, 196475.7148000002 359425.1831)"
zomer_kade_legger.145,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (192135.01000000164 353411.37999999896, 192115.66750000045 353388.62530000135, 192102.3062000014 353385.64389999956, 192096.4475999996 353384.3365999982, 192093.51720000058 353383.6827000007, 192088.03460000083 353382.4593000002, 192082.55189999938 353381.23589999974, 192070.98580000177 353378.6550000012, 192058.91070000082 353375.9605999999, 192053.83989999816 353374.8291000016, 192048.6228 353373.66490000114, 192045.4833999984 353372.84870000184, 192042.2250000015 353372.0014999993, 192035.7082999982 353370.3071999997, 192028.43939999864 353368.4173000008, 192027.52309999987 353368.1790000014, 192026.73580000177 353367.9743000008, 192025.03229999915 353367.5313999988, 192020.3775999993 353366.32119999826, 192015.72289999947 353365.11100000143, 192004.3136 353362.14460000023, 192001.34409999847 353361.37249999866, 191998.37460000068 353360.6004000008, 191997.32649999857 353360.3278999999)"
zomer_kade_legger.146,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (191989.21570000052 353357.96189999953, 191986.75829999894 353357.16490000114, 191973.74639999866 353352.9448999986, 191969.68360000104 353351.6272, 191965.62090000138 353350.3095000014, 191962.91230000183 353349.4310999997, 191953.0012000017 353346.2166999988, 191943.15040000156 353343.0218000002, 191941.6948999986 353342.5498000011, 191940.22340000048 353342.07250000164, 191931.71009999886 353339.3115000017, 191930.1088999994 353338.6799999997, 191925.23849999905 353336.75930000097, 191853.02950000018 353308.2824999988, 191837.65850000083 353301.7338999994, 191830.85429999977 353298.83509999886, 191827.45219999924 353297.3856000006, 191824.05000000075 353295.93620000035, 191816.25230000168 353292.61410000175)"
zomer_kade_legger.147,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (191780.9048999995 353275.48860000074, 191779.18050000072 353274.6130999997, 191773.9668999985 353271.9662999995, 191771.4466000013 353270.68670000136, 191770.19319999963 353270.05040000007, 191718.17590000108 353240.5993999988, 191710.49799999967 353236.2523000017, 191706.7511 353234.1308999993, 191703.00420000032 353232.0095000006, 191699.7947999984 353230.19249999896, 191696.58549999818 353228.3753999993, 191695.7767000012 353227.91750000045, 191694.83720000088 353227.3854999989, 191692.42770000175 353225.99170000106, 191686.43609999865 353222.52540000156, 191680.44440000132 353219.0590999983, 191677.02820000052 353217.0828000009, 191673.61199999973 353215.10649999976, 191666.53269999847 353211.01110000163, 191659.45340000093 353206.9156000018, 191652.5865000002 353202.94299999997, 191645.7195999995 353198.97040000185, 191628.61620000005 353189.0758999996, 191627.79239999875 353188.5993000008, 191532.48919999972 353133.1904999986)"
zomer_kade_legger.148,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (189392.44750000164 350826.688099999, 189392.79690000042 350832.5, 189395.40630000085 350847.09380000085, 189398.20309999958 350861.90630000085, 189405.29690000042 350881.09380000085, 189412.90630000085 350896.59380000085, 189419.79690000042 350909.59380000085, 189425.90630000085 350920.09380000085, 189434.59380000085 350933.59380000085, 189446.90630000085 350946.6875, 189462.5 350961, 189479.29690000042 350973.90630000085, 189501.90630000085 350990.09380000085, 189522.29690000042 351004.8125, 189542.90630000085 351019.5, 189556.09380000085 351028.8125, 189570.59380000085 351040.5, 189581.20309999958 351049.3125, 189597 351063.90630000085, 189602.90630000085 351069.6875, 189622.09380000085 351089.90630000085, 189634.29690000042 351103.40630000085, 189645 351115.6875, 189660 351133, 189671.09380000085 351145.8125, 189684.29690000042 351161.59380000085, 189696 351177.3125, 189707.29690000042 351192.59380000085, 189718.20309999958 351207.8125, 189729.59380000085 351225, 189741.70309999958 351243.40630000085, 189753.40630000085 351261.5, 189767.59380000085 351284.90630000085, 189779.5 351305.40630000085, 189791.5 351328.3125, 189801.5 351349.09380000085, 189809.90630000085 351366.8125, 189819.70309999958 351389.1875, 189827.70309999958 351408.90630000085, 189834.79690000042 351427.90630000085, 189841.09380000085 351445.59380000085, 189842.79690000042 351451.59380000085, 189846.79690000042 351464.6875, 189851 351480.3125, 189854.40630000085 351492.1875, 189859.90630000085 351511.40630000085, 189865.79690000042 351533.90630000085, 189871.29690000042 351554.8125, 189874.40630000085 351568.5, 189877.40630000085 351583.90630000085, 189880 351594.90630000085, 189880.43569999933 351596.3975000009)"
zomer_kade_legger.149,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (189341.11089999974 350471.40740000084, 189353.20309999958 350499.3125, 189366.79690000042 350530.3125, 189383.59380000085 350559.09380000085, 189397.5 350582.6875, 189414.70309999958 350611.59380000085, 189432.09380000085 350640.90630000085, 189448.79690000042 350669.09380000085, 189448.5 350669.1875, 189448.40630000085 350669.3125, 189438.59380000085 350674.5, 189437.59380000085 350677.40630000085, 189436.70309999958 350679.90630000085, 189428.90630000085 350687.8125, 189422.30330000073 350707.59589999914, 189416.79690000042 350724.09380000085, 189412.24560000002 350735.5639999993)"
zomer_kade_legger.150,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (192775.14770000055 355490.43840000033, 192776.22370000184 355492.0524000004, 192796.72800000012 355522.8088000007, 192862.03700000048 355620.78180000186, 192931.43079999834 355714.72300000116, 193009.32180000097 355808.6644000001, 193077.29960000142 355885.6112000011, 193094.87579999864 355905.2153999992, 193138.66820000112 355954.0610000007, 193177.37779999897 355996.5469999984, 193260.46159999818 356076.79839999974, 193333.63179999962 356145.72019999847, 193360.20259999856 356169.71240000054, 193445.51179999858 356246.74240000173, 193561.16820000112 356347.2928000018, 193626.90019999817 356405.3183999993, 193629.61780000106 356407.7173999995, 193854.7938000001 356602.2087999992, 193880.83949999884 356624.79830000177, 193954.3999999985 356688.5971999988, 194134.72940000147 356852.4043999985, 194136.98360000178 356854.3920000009, 194266.43620000035 356968.53280000016, 194286.9536000006 356988.6944000013, 194319.80860000104 357020.9796000011, 194348.10379999876 357048.7842000015, 194369.58960000053 357068.93239999935, 194372.18039999902 357071.36190000176)"
zomer_kade_legger.151,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (192761.82609999925 355470.45600000024, 192769.49689999968 355481.9622000009)"
zomer_kade_legger.152,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (192268.99859999865 354558.08249999955, 192273.96770000085 354569.30689999834, 192315.8051000014 354668.5020999983, 192388.00840000063 354827.7542000003, 192466.02279999852 354961.21119999886, 192510.50580000132 355051.1882000007, 192518.93560000136 355068.2393999994, 192591.08960000053 355199.3189999983, 192663.24340000004 355320.77800000086, 192736.59980000183 355432.61659999937, 192754.61740000173 355459.64290000126)"
zomer_kade_legger.153,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (192233.99329999834 354479.01099999994, 192265.36789999902 354549.88120000064)"
zomer_kade_legger.154,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (192233.99329999834 354479.01099999994, 192156.8284999989 354271.6303999983)"
zomer_kade_legger.155,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (192146.10960000008 354242.82349999994, 192141.95160000026 354231.6490000002)"
zomer_kade_legger.156,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,0,ON,IJssel,Ingetekend op basis van AHN,,"LINESTRING (206844.53170000017 448195.3834999986, 206841.83080000058 448214.83040000126, 206850.11210000142 448343.3872999996)"
zomer_kade_legger.157,2022-07-04T00:00:00,RHDHV,Projectplan,Vastgesteld,0,ZN,Maas,,,"LINESTRING (176753.41899999976 319901.8332999982, 176780.1772999987 319856.5318999998, 176790.27050000057 319835.1721000001, 176811.8649000004 319802.07620000094, 176824.0705000013 319775.78730000183, 176836.2760999985 319744.3343999982, 176842.1442000009 319718.5150000006, 176846.36919999868 319681.89829999954, 176849.42049999908 319660.5384000018, 176856.9316000007 319613.35920000076)"
zomer_kade_legger.158,2022-07-04T00:00:00,RHDHV,Projectplan,Vastgesteld,0,ON,Boven-Rijn - Waal,,,"LINESTRING (131669.44299999997 423407.8726999983, 131437.44040000066 423547.6788999997, 131413.25769999996 423559.0144999996, 131341.4653000012 423585.46440000087, 131267.40590000153 423614.18129999936, 131240.20039999858 423628.53979999945, 131163.8737999983 423685.2179999985, 131042.20459999889 423771.36879999936, 130932.62680000067 423832.5811999999, 130813.98050000146 423885.4807999991, 130713.4712000005 423933.8462000005, 130599.35909999907 423966.3416999988, 130532.85669999942 423983.72300000116, 130441.41600000113 424002.61569999903, 130368.86789999902 424013.9514000006, 130292.54129999876 424041.1568999998, 130194.29910000041 424089.52219999954, 130119.48389999941 424141.6662000008, 130080.18710000068 424171.89449999854, 130049.20300000161 424212.7027999982, 130000.08190000057 424282.98380000144, 129954.73939999938 424356.2875000015, 129941.13659999892 424383.4930999987, 129938.86950000003 424459.819600001, 129920.73250000179 424542.9475999996, 129891.25979999825 424612.47289999947, 129848.18439999968 424719.7835999988, 129836.09310000017 424763.61470000073, 129845.91730000079 424807.44579999894, 129892.77120000124 424922.3136, 129948.69370000064 425057.5854999982, 129969.0978000015 425087.0581, 129979.67779999971 425126.35500000045, 129989.50200000033 425173.2089000009, 130025.77600000054 425214.0172000006, 130070.36290000007 425235.17709999904)"
zomer_kade_legger.159,2022-07-04T00:00:00,RHDHV,Projectplan,Vastgesteld,0,ON,Boven-Rijn - Waal,,,"LINESTRING (139355.09789999947 424603.35720000044, 139327.9395999983 424669.4816999994, 139414.13760000095 424704.9056000002, 139525.1323999986 424766.30689999834, 139636.1272 424869.03610000014, 139712.87889999896 424937.52219999954, 139725.8676000014 424955.23409999907, 139721.14440000057 425030.8049999997)"
zomer_kade_legger.160,2022-07-04T00:00:00,RHDHV,Projectplan,Vastgesteld,0,ON,Boven-Rijn - Waal,,,"LINESTRING (138329.80860000104 424748.59120000154, 138331.74320000038 424789.7017999999, 138347.70380000025 424818.72100000083, 138377.69029999897 424830.81230000034, 138456.52589999884 424857.41330000013, 138544.06720000133 424887.8834999986, 138637.4123999998 424905.2950000018, 138769.4499000013 424920.28819999844, 138836.19409999996 424933.34690000117, 139049.9690000005 424962.36609999835, 139156.3729000017 424976.87579999864, 139315.49500000104 424998.64020000026, 139478.18400000036 425015.26570000127, 139721.14440000057 425030.8049999997, 140028.34010000154 425041.71559999883, 140147.74210000038 425040.9598999992, 140276.96840000153 425022.82290000096, 140447.00290000066 424994.1059000008, 140578.496199999 424974.45749999955, 140719.05810000002 424949.5190999992, 140737.19509999827 424932.89350000024, 140744.75230000168 424920.80209999904)"
zomer_kade_legger.161,2022-07-04T00:00:00,RHDHV,Projectplan,Vastgesteld,0,ON,Boven-Rijn - Waal,,,"LINESTRING (150205.4257999994 426605.98589999974, 150216.0529000014 426564.6581000015, 150277.45430000126 426542.22300000116, 150329.40929999948 426523.33029999956, 150358.92920000106 426496.1719999984, 150433.31920000166 426434.77059999853, 150480.55099999905 426376.9116999991, 150517.15569999814 426360.38049999997, 150552.5795999989 426321.41420000046, 150664.75510000065 426229.31219999865, 150711.98690000176 426133.6678000018, 150753.31480000168 426036.84259999916, 150788.73860000074 425987.24920000136, 150926.89169999957 425873.89290000126, 151009.54740000144 425800.68349999934, 151098.10700000077 425705.0390999988, 151148.88120000064 425649.5417999998, 151190.20899999887 425579.87480000034, 151205.55939999968 425524.37750000134, 151251.61039999872 425452.3489000015, 151333.08529999852 425326.00389999896, 151445.26080000028 425194.93560000136, 151525.55490000173 425124.08779999986, 151631.8264000006 424985.934799999, 151648.35759999976 424944.6068999991, 151700.3126000017 424877.30160000175, 151780.60660000145 424813.53869999945, 151806.58410000056 424818.2619000003, 151839.6464000009 424857.2281000018, 151867.98550000042 424858.40890000015, 151888.05900000036 424835.9737999998, 151902.2285999991 424806.4538999982, 151918.7597000003 424780.4763999991, 151950.64119999856 424755.67969999835, 151987.24579999968 424752.1372999996, 152022.66970000044 424763.94530000165, 152069.90150000155 424779.29560000077, 152120.67570000142 424801.7307000011, 152130.58949999884 424809.506000001, 152139.5683999993 424856.04729999974)"
zomer_kade_legger.162,2022-07-04T00:00:00,RHDHV,Projectplan,Vastgesteld,0,ON,Boven-Rijn - Waal,,,"LINESTRING (188808.59919999912 429359.08100000024, 188877.3687000014 429425.5832999982, 188967.29809999838 429535.16120000184, 189008.1064000018 429582.01509999856, 189038.33469999954 429633.4032999985, 189052.69319999963 429677.2344999984, 189073.0973000005 429731.64550000057, 189085.94440000132 429762.62959999964, 189110.88280000165 429795.8808000013, 189129.0197999999 429853.3147, 189166.04949999973 429906.9699999988, 189183.43079999834 429940.2212000005, 189194.01080000028 430001.43360000104, 189202.32360000163 430030.1504999995, 189228.0177000016 430067.9360000007, 189258.24610000104 430135.9497999996, 189302.83289999887 430219.0777999982, 189367.8238000013 430354.34970000014, 189401.83069999889 430411.0278999992, 189453.2190000005 430478.28599999845, 189463.04320000112 430528.91849999875, 189561.2853000015 430638.4963000007)"
zomer_kade_legger.163,2022-07-04T00:00:00,RHDHV,Projectplan,Vastgesteld,0,ON,Boven-Rijn - Waal,,,"LINESTRING (197666.3103 430963.3988999985, 197648.9796999991 430993.499499999, 197529.4899000004 431019.03920000046, 197454.69469999894 431029.07279999927, 197401.53810000047 431031.7305999994, 197389.59679999948 431049.2292999998, 197430.77010000125 431177.9967, 197458.34329999983 431263.491799999, 197430.06700000167 431427.6763000004, 197378.0901999995 431459.3568000011, 197261.78500000015 431440.20059999824, 197220.7362000011 431512.72030000016, 197204.31659999862 431593.4497999996, 197209.78979999945 431683.7573999986, 197155.05799999833 431697.44029999897, 197130.42859999835 431753.5405000001, 197085.27479999885 431769.9600000009, 196997.70389999822 431739.85759999976, 196922.4475999996 431641.3401999995, 196806.27380000055 431678.5012000017, 196750.76359999925 431718.07030000165)"
