FID;Beheer;Aanlegjaar;X;Y;Naam_NL;Objectcode;Boomsoort
222;knotbomen;1950;110956,268300000000000;426950,591499999980000;Italiaanse populier;WW3 - 0907 / 0568;Populus nigra 'Italica'
223;bomen in gras;1979;110994,888400000000000;427020,173599999980000;Treurwilg;WW3 - 0906 / 0157;Salix sepulcralis 'Tristis'
224;knotbomen;1950;110959,905900000000000;426957,681800000020000;Italiaanse populier;WW3 - 0907 / 0314;Populus nigra 'Italica'
225;knotbomen;1993;110689,142800000000000;426799,956499999970000; ;WW3 - 0909 / 0009;Salix alba 'Belders'
226;knotbomen;1950;110958,981100000000000;426955,708900000030000;Italiaanse populier;WW3 - 0907 / 0315;Populus nigra 'Italica'
227;knotbomen;1950;110958,241200000000000;426954,290800000020000;Italiaanse populier;WW3 - 0907 / 0316;Populus nigra 'Italica'
228;knotbomen;1993;110691,577600000000000;426798,162499999980000; ;WW3 - 0909 / 0010;Salix alba 'Belders'
229;bomen in gras;2003;111011,746700000000000;427035,930200000000000;Gewone els, Zwarte els;WW3 - 0906 / 0154;Alnus glutinosa
230;fruitbomen;1950;110961,208499999990000;426952,299500000020000;Peer;WW3 - 0907 / 0404;Pyrus
231;knotbomen;1997;110693,115300000000000;426796,624799999990000; ;WW3 - 0909 / 0011;Salix alba 'Belders'
232;bomen in gras;2004;111018,771100000000000;427033,451000000000000;Gewone els, Zwarte els;WW3 - 0906 / 0151;Alnus glutinosa
233;fruitbomen;1950;110970,952699999990000;426950,280399999990000;Peer;WW3 - 0907 / 0420;Pyrus
234;knotbomen;1995;110694,653000000010000;426795,215199999980000; ;WW3 - 0909 / 0012;Salix alba 'Belders'
235;bomen in gras;2005;111002,552900000000000;427032,521200000020000;Chinese moerascipres;WW3 - 0906 / 0368;Metasequoia glyptostroboides
236;fruitbomen;2007;110963,751300000000000;426951,368800000000000;Najaarsappel 'Sterappel';WW3 - 0907 / 0411;Malus domestica 'Sterappel'
237;knotbomen;1997;110696,447000000000000;426793,805600000020000; ;WW3 - 0909 / 0013;Salix alba 'Belders'
238;bomen in beplanting;1979;110963,729700000000000;427014,531000000020000;Veldesdoorn;WW3 - 0906 / 0210;Acer campestre 'Elsrijk'
239;bomen in gras;2010;111016,756800000000000;427016,974400000010000; ;WW3 - 0906 / 0369;Salix alba 'Chermesina'
240;bomen in gras;2005;110733,480700000000000;426773,686999999980000;Gewone els, Zwarte els;WW3 - 0909 / 0016;Alnus glutinosa
241;bomen in beplanting;1979;110956,935000000000000;427016,337100000000000;Veldesdoorn;WW3 - 0906 / 0208;Acer campestre 'Elsrijk'
242;bomen in beplanting;1979;110954,096800000000000;427023,991800000020000;Veldesdoorn;WW3 - 0906 / 0206;Acer campestre 'Elsrijk'
243;bomen in gras;2010;111027,551700000000000;427015,373299999980000; ;WW3 - 0906 / 0370;Salix alba 'Chermesina'
244;knotbomen;1997;110742,450800000010000;426770,995899999980000; ;WW3 - 0909 / 0017;Salix alba 'Belders'
245;bomen in beplanting;1979;110951,000499999990000;427019,261400000020000;Veldesdoorn;WW3 - 0906 / 0207;Acer campestre 'Elsrijk'
246;bomen in gras;2010;111104,192200000000000;427000,340000000030000; ;WW3 - 0906 / 0371;Salix alba 'Chermesina'
247;knotbomen;1997;110744,757400000000000;426770,355199999990000; ;WW3 - 0909 / 0018;Salix alba 'Belders'
248;bomen in gras;1979;110967,213000000000000;427032,635599999980000;Gewone els, Zwarte els;WW3 - 0906 / 0076;Alnus glutinosa
249;bomen in gras;2010;111031,373900000010000;427018,988799999990000; ;WW3 - 0906 / 0372;Salix alba 'Chermesina'
250;knotbomen;1997;110746,679600000000000;426770,098899999980000; ;WW3 - 0909 / 0019;Salix alba 'Belders'
251;bomen in gras;2007;111024,617600000000000;427031,307800000010000;Gewone els, Zwarte els;WW3 - 0906 / 0379;Alnus glutinosa
252;knotbomen;1997;110721,435200000010000;426775,224700000020000; ;WW3 - 0909 / 0020;Salix alba 'Belders'
253;knotbomen;1997;110722,972899999990000;426774,071400000020000; ;WW3 - 0909 / 0021;Salix alba 'Belders'
254;bomen in gras;2006;110987,652900000000000;427052,569299999970000;Gewone lijsterbes;WW3 - 0906 / 0290;Sorbus aucuparia
255;bomen in beplanting;1979;110849,400500000000000;426891,280499999990000;Boomhazelaar, Turkse hazelaar;WW3 - 0907 / 0140;Corylus colurna
256;knotbomen;1979;111068,466700000000000;426998,428300000030000;Cricketbat wilg;WW3 - 0906 / 0171;Salix x rubens 'Calva'
257;knotbomen;1997;110724,510599999990000;426772,918100000010000; ;WW3 - 0909 / 0022;Salix alba 'Belders'
258;bomen in beplanting;1979;111085,872200000000000;426986,839199999990000; ;WW3 - 0906 / 0235;Ulmus 'Dodoens'
259;bomen in gras;2006;110957,096399999990000;427060,393300000000000; ;WW3 - 0906 / 0292;Fraxinus excelsior 'Geessink'
260;bomen in verharding;1979;110846,904200000000000;426900,157300000020000;Wintereik;WW3 - 0907 / 0135;Quercus 'Columna'
261;knotbomen;1997;110726,176500000000000;426772,661800000000000; ;WW3 - 0909 / 0023;Salix alba 'Belders'
262;bomen in beplanting;1979;111082,951900000000000;426974,975299999990000; ;WW3 - 0906 / 0236;Ulmus 'Dodoens'
263;bomen in gras;2007;110971,995100000000000;427056,477100000020000;Gewone els, Zwarte els;WW3 - 0906 / 0291;Alnus glutinosa
264;bomen in beplanting;1979;111147,356000000000000;426974,927700000000000;Veldesdoorn;WW3 - 0906 / 0240;Acer campestre 'Elsrijk'
265;knotbomen;1997;110727,458000000000000;426772,021100000010000; ;WW3 - 0909 / 0024;Salix alba 'Belders'
266;bomen in gras;2006;111050,887400000010000;427035,104500000020000; ;WW3 - 0906 / 0285;Fraxinus excelsior 'Geessink'
267;bomen in gras;2004;110972,947300000000000;427289,338800000030000;Gewone els, Zwarte els;NYV - 0101 / 0519;Alnus glutinosa
268;bomen in verharding;1986;110813,444800000000000;426889,796700000010000;Gewone-, Schijn-, Witte- of Valse acacia;WW3 - 0908 / 0129;Robinia pseudoacacia
269;knotbomen;1997;110708,492600000000000;426784,066700000020000; ;WW3 - 0909 / 0025;Salix alba 'Belders'
270;bomen in gras;2004;111039,817400000000000;427323,566799999970000;Gewone els, Zwarte els;NYV - 0101 / 0524;Alnus glutinosa
271;bomen in gras;2006;111061,323000000000000;427030,340700000000000;Amerikaanse es;WW3 - 0906 / 0284;Fraxinus americana 'Autumn Applause'
272;bomen in beplanting;2006;111073,774000000000000;427025,168699999980000; ;WW3 - 0906 / 0283;Fraxinus excelsior 'Geessink'
273;bomen in beplanting;2000;110812,009700000000000;426936,903899999980000;Amberboom;WW3 - 0908 / 0084;Liquidambar styraciflua
274;knotbomen;1997;110707,083000000000000;426785,476199999980000; ;WW3 - 0909 / 0026;Salix alba 'Belders'
275;bomen in gras;2004;110959,666400000000000;427283,494200000020000;Gewone els, Zwarte els;NYV - 0101 / 0518;Alnus glutinosa
276;bomen in beplanting;2006;111083,543200000000000;427022,582700000030000;Gewone els, Zwarte els;WW3 - 0906 / 0282;Alnus glutinosa
277;knotbomen;1995;110705,673400000000000;426786,757700000020000; ;WW3 - 0909 / 0027;Salix alba 'Belders'
278;bomen in beplanting;2006;111091,492700000000000;427020,284099999990000;Zomereik, Inlandse eik;WW3 - 0906 / 0281;Quercus robur
279;bomen in gras;2004;110985,925600000000000;427297,297700000000000;Gewone els, Zwarte els;NYV - 0101 / 0520;Alnus glutinosa
280;bomen in beplanting;1993;110815,115600000000000;427007,985400000010000;Chinese moerascipres;WW3 - 0908 / 0034;Metasequoia glyptostroboides
281;bomen in beplanting;2006;111101,740800000000000;427018,560100000000000;Zomereik, Inlandse eik;WW3 - 0906 / 0280;Quercus robur
282;bomen in gras;2000;110650,240500000000000;426947,854999999980000;Japanse els, Kaukasische els;WW3 - 0908 / 0162;Alnus spaethii
283;bomen in gras;2004;111025,962499999990000;427317,687800000010000;Gewone els, Zwarte els;NYV - 0101 / 0523;Alnus glutinosa
284;bomen in beplanting;2006;111116,298899999990000;427015,112100000030000;Zomereik, Inlandse eik;WW3 - 0906 / 0279;Quercus robur
285;bomen in beplanting;1993;110798,279599999990000;427025,326500000020000;Chinese moerascipres;WW3 - 0908 / 0036;Metasequoia glyptostroboides
286;bomen in beplanting;1993;110735,240900000000000;426907,738799999990000; ;WW3 - 0908 / 0117;Pyrus calleryana 'Chanticleer'
287;bomen in gras;2004;111012,581400000000000;427311,315899999990000;Gewone els, Zwarte els;NYV - 0101 / 0522;Alnus glutinosa
288;bomen in beplanting;2006;111142,290400000000000;427010,095800000010000; ;WW3 - 0906 / 0277;Fraxinus excelsior 'Geessink'
289;bomen in verharding;1993;110697,858600000010000;426915,634399999980000;Chinese moerascipres;WW3 - 0908 / 0119;Metasequoia glyptostroboides
290;bomen in beplanting;1993;110797,101100000000000;427013,878000000030000;Chinese moerascipres;WW3 - 0908 / 0038;Metasequoia glyptostroboides
291;bomen in gras;2004;110999,562999999990000;427303,962999999990000;Gewone els, Zwarte els;NYV - 0101 / 0521;Alnus glutinosa
292;bomen in gras;2006;111054,099500000000000;427014,022100000000000;Gewone els, Zwarte els;WW3 - 0906 / 0146;Alnus glutinosa
293;bomen in verharding;1993;110713,455000000000000;426943,622399999990000;Chinese moerascipres;WW3 - 0908 / 0118;Metasequoia glyptostroboides
294;knotbomen;1979;111072,084800000000000;426997,471299999980000;Cricketbat wilg;WW3 - 0906 / 0172;Salix x rubens 'Calva'
295;bomen in beplanting;1993;110783,969000000000000;427015,898400000010000;Chinese moerascipres;WW3 - 0908 / 0040;Metasequoia glyptostroboides
296;knotbomen;1979;111053,216799999990000;427001,333099999990000;Cricketbat wilg;WW3 - 0906 / 0169;Salix x rubens 'Calva'
297;knotbomen;2000;111021,287400000000000;427284,268300000000000; ;NYV - 0101 / 0796;Salix alba 'Belders'
298;bomen in beplanting;2000;110659,275800000000000;426940,711200000020000;Hollandse linde, Gewone linde;WW3 - 0908 / 0194;Tilia x europaea
299;bomen in beplanting;1993;110769,995000000000000;427004,786599999990000;Chinese moerascipres;WW3 - 0908 / 0043;Metasequoia glyptostroboides
300;bomen in beplanting;1979;111052,050900000000000;426983,568199999980000; ;WW3 - 0906 / 0089;Ulmus 'Dodoens'
301;knotbomen;2000;111023,112700000000000;427285,145100000020000; ;NYV - 0101 / 0797;Salix alba 'Belders'
302;bomen in beplanting;1993;110655,122399999990000;426890,223000000000000;Amberboom;WW3 - 0908 / 0125;Liquidambar styraciflua
303;knotbomen;1993;110773,193900000000000;426986,266899999990000; ;WW3 - 0908 / 0049;Salix alba 'Belders'
304;bomen in beplanting;1979;111071,846000000010000;426976,236700000010000; ;WW3 - 0906 / 0233;Ulmus 'Dodoens'
305;knotbomen;2000;111029,135899999990000;427288,038500000020000; ;NYV - 0101 / 0798;Salix alba 'Belders'
306;bomen in beplanting;1993;110673,236800000000000;426883,868399999980000;Chinese moerascipres;WW3 - 0908 / 0121;Metasequoia glyptostroboides
307;bomen in beplanting;1979;111086,927900000000000;426981,054500000030000; ;WW3 - 0906 / 0232;Ulmus 'Dodoens'
308;knotbomen;1993;110771,846999999990000;426984,078199999990000; ;WW3 - 0908 / 0050;Salix alba 'Belders'
309;bomen in beplanting;1979;111064,514500000000000;426980,007199999990000; ;WW3 - 0906 / 0090;Ulmus 'Dodoens'
310;bomen in beplanting;2000;110661,638000000010000;426946,534099999990000;Hollandse linde, Gewone linde;WW3 - 0908 / 0193;Tilia x europaea
311;knotbomen;2000;111030,967000000000000;427288,918100000010000; ;NYV - 0101 / 0799;Salix alba 'Belders'
312;knotbomen;1993;110769,658300000000000;426979,532499999970000; ;WW3 - 0908 / 0051;Salix alba 'Belders'
313;bomen in beplanting;1979;111091,955200000000000;426970,999900000000000; ;WW3 - 0906 / 0093;Ulmus 'Dodoens'
314;bomen in beplanting;2000;110654,654599999990000;426938,125500000020000;Hollandse linde, Gewone linde;WW3 - 0908 / 0256;Tilia x europaea
315;bomen in beplanting;1979;111099,915100000000000;426982,206599999980000; ;WW3 - 0906 / 0238;Ulmus 'Dodoens'
316;knotbomen;2000;111032,679600000000000;427290,029700000010000; ;NYV - 0101 / 0800;Salix alba 'Belders'
317;knotbomen;1993;110768,648200000000000;426977,007099999990000; ;WW3 - 0908 / 0052;Salix alba 'Belders'
318;bomen in gras;2000;110679,687200000000000;426987,237599999990000;Japanse els, Kaukasische els;WW3 - 0908 / 0158;Alnus spaethii
319;knotbomen;1993;111146,599800000000000;426738,908300000010000;Cricketbat wilg;WW3 - 0909 / 0062;Salix x rubens 'Calva'
320;knotbomen;1993;110767,301300000010000;426974,313299999980000; ;WW3 - 0908 / 0053;Salix alba 'Belders'
321;bomen in gras;1979;111111,436000000000000;426981,473500000020000;Eenbladige es;WW3 - 0906 / 0133;Fraxinus excelsior 'Diversifolia'
322;knotbomen;1993;111145,671200000000000;426740,858499999970000;Cricketbat wilg;WW3 - 0909 / 0061;Salix x rubens 'Calva'
323;bomen in gras;2000;110656,202099999990000;426955,261799999980000;Japanse els, Kaukasische els;WW3 - 0908 / 0161;Alnus spaethii
324;knotbomen;1993;110765,449299999990000;426970,609400000020000; ;WW3 - 0908 / 0054;Salix alba 'Belders'
325;knotbomen;1987;111148,085700000000000;426736,957999999980000;Cricketbat wilg;WW3 - 0909 / 0063;Salix x rubens 'Calva'
326;bomen in gras;1979;111119,710100000000000;426986,029500000000000;Eenbladige es;WW3 - 0906 / 0132;Fraxinus excelsior 'Diversifolia'
327;bomen in beplanting;2000;110691,610400000010000;426977,662900000000000;Hollandse linde, Gewone linde;WW3 - 0908 / 0188;Tilia x europaea
328;knotbomen;1993;110763,765700000000000;426967,915600000010000; ;WW3 - 0908 / 0055;Salix alba 'Belders'
329;bomen in beplanting;1979;111139,321900000000000;426960,722699999980000;Veldesdoorn;WW3 - 0906 / 0245;Acer campestre 'Elsrijk'
330;bomen in beplanting;2011;111059,929200000000000;426817,802900000010000;Paardenkastanje;WW3 - 0907 / 0245;Aesculus x carnea 'Plantierensis'
331;bomen in beplanting;2000;110685,106799999990000;426975,133800000010000;Hollandse linde, Gewone linde;WW3 - 0908 / 0189;Tilia x europaea
332;bomen in beplanting;1979;111139,928600000000000;426969,850800000010000;Veldesdoorn;WW3 - 0906 / 0101;Acer campestre 'Elsrijk'
333;bomen in beplanting;1979;111145,521599999990000;426967,961300000020000;Veldesdoorn;WW3 - 0906 / 0244;Acer campestre 'Elsrijk'
334;bomen in gras;1993;110758,883300000000000;426974,818399999990000;Honingboom;WW3 - 0908 / 0056;Sophora japonica 'Regent'
335;bomen in gras;2004;110715,637400000010000;427035,110999999980000;Japanse els, Kaukasische els;WW3 - 0908 / 0214;Alnus spaethii
336;bomen in beplanting;1997;111050,900899999990000;426818,094400000000000;Paardenkastanje;WW3 - 0907 / 0246;Aesculus x carnea 'Plantierensis'
337;bomen in beplanting;1979;111115,062800000000000;426963,199800000000000;Veldesdoorn;WW3 - 0906 / 0103;Acer campestre 'Elsrijk'
338;bomen in beplanting;1994;110751,475400000000000;426980,711000000010000;Chinese moerascipres;WW3 - 0908 / 0059;Metasequoia glyptostroboides
339;bomen in beplanting;1997;111080,905700000000000;426815,961799999990000;Paardenkastanje;WW3 - 0907 / 0244;Aesculus x carnea 'Plantierensis'
340;bomen in beplanting;1994;110747,098000000000000;426972,293000000010000;Chinese moerascipres;WW3 - 0908 / 0061;Metasequoia glyptostroboides
341;bomen in beplanting;1979;111122,318499999990000;426960,932399999990000;Veldesdoorn;WW3 - 0906 / 0246;Acer campestre 'Elsrijk'
342;bomen in beplanting;1979;111132,824100000000000;426958,287100000020000;Veldesdoorn;WW3 - 0906 / 0247;Acer campestre 'Elsrijk'
343;knotbomen;1997;111051,896500000000000;426802,424600000030000; ;WW3 - 0907 / 0236;Salix alba 'Belders'
344;bomen in beplanting;1993;110756,694600000000000;426963,538300000010000;Amberboom;WW3 - 0908 / 0064;Liquidambar styraciflua
345;bomen in beplanting;1993;110735,986200000000000;426975,155099999970000;Chinese moerascipres;WW3 - 0908 / 0067;Metasequoia glyptostroboides
346;bomen in beplanting;1979;111146,050600000000000;426960,327800000030000;Veldesdoorn;WW3 - 0906 / 0251;Acer campestre 'Elsrijk'
347;knotbomen;1997;111054,653700000000000;426802,011100000000000; ;WW3 - 0907 / 0237;Salix alba 'Belders'
348;bomen in beplanting;1993;110780,938500000000000;426959,666000000030000;Amberboom;WW3 - 0908 / 0076;Liquidambar styraciflua
349;bomen in beplanting;1993;110730,935400000000000;426982,731399999990000;Amberboom;WW3 - 0908 / 0069;Liquidambar styraciflua
350;bomen in beplanting;1979;111146,504100000010000;426954,886000000000000;Veldesdoorn;WW3 - 0906 / 0248;Acer campestre 'Elsrijk'
351;knotbomen;1997;111056,859400000000000;426802,148899999970000; ;WW3 - 0907 / 0238;Salix alba 'Belders'
352;bomen in beplanting;1979;111139,059500000000000;426975,594900000030000;Veldesdoorn;WW3 - 0906 / 0239;Acer campestre 'Elsrijk'
353;bomen in beplanting;2001;110803,330400000010000;426955,288600000030000;Boomhazelaar, Turkse hazelaar;WW3 - 0908 / 0044;Corylus colurna
354;bomen in beplanting;1979;111141,553600000000000;426979,789600000020000;Veldesdoorn;WW3 - 0906 / 0126;Acer campestre 'Elsrijk'
355;bomen in beplanting;2000;110732,701700000010000;427018,928599999980000;Gewone wilg, Schietwilg, Witte wilg;WW3 - 0908 / 0183;Salix alba
356;knotbomen;1997;111076,366200000000000;426799,322900000030000; ;WW3 - 0907 / 0524;Salix alba 'Belders'
357;bomen in gras;1995;110766,939900000000000;426992,253499999990000;Chinese moerascipres;WW3 - 0908 / 0047;Metasequoia glyptostroboides
358;bomen in beplanting;1979;111144,501200000000000;426975,935000000000000;Veldesdoorn;WW3 - 0906 / 0249;Acer campestre 'Elsrijk'
359;bomen in gras;2004;110701,424300000000000;427017,378000000030000;Japanse els, Kaukasische els;WW3 - 0908 / 0211;Alnus spaethii
360;knotbomen;2010;111079,123300000010000;426799,185000000000000; ;WW3 - 0907 / 0525;Salix alba 'Belders'
361;bomen in beplanting;1979;111066,162500000010000;427008,302199999980000; ;WW3 - 0906 / 0213;Fraxinus excelsior 'Altena'
362;bomen in beplanting;1993;110823,662500000010000;426957,284300000000000;Amberboom;WW3 - 0908 / 0090;Liquidambar styraciflua
363;bomen in gras;2004;110707,827200000000000;427025,850500000000000;Japanse els, Kaukasische els;WW3 - 0908 / 0212;Alnus spaethii
364;bomen in beplanting;1979;111071,434200000000000;427010,172800000000000;Zomereik, Inlandse eik;WW3 - 0906 / 0215;Quercus robur
365;bomen in gras;2005;111086,429699999990000;426800,081100000010000;Gewone els, Zwarte els;WW3 - 0907 / 0526;Alnus glutinosa
366;bomen in beplanting;2000;110792,647100000000000;426956,602599999980000;Gewone lijsterbes;WW3 - 0908 / 0250;Sorbus aucuparia
367;bomen in gras;2004;110721,295900000000000;427042,746999999970000;Japanse els, Kaukasische els;WW3 - 0908 / 0215;Alnus spaethii
368;bomen in beplanting;1979;111067,863100000000000;427015,784600000010000;Zomereik, Inlandse eik;WW3 - 0906 / 0214;Quercus robur
369;bomen in gras;2005;111060,236900000000000;426803,113900000000000;Gewone els, Zwarte els;WW3 - 0907 / 0527;Alnus glutinosa
370;bomen in beplanting;1979;111082,487800000000000;427011,703299999990000;Zomereik, Inlandse eik;WW3 - 0906 / 0216;Quercus robur
