PROJECT,PEILBUIS_N,DATUM,PEILSTAND,OPMERKING,NAP,TOV_NAP,PBN_ID,ObjectId
AssenZuid,10,2010/04/13 22:00:00+00,-1.87,,12.04,10.17,22031381,313
AssenZuid,10,2011/02/16 23:00:00+00,-1.56,0 meting,12.04,10.48,22031381,314
AssenZuid,10,2011/03/16 23:00:00+00,-1.56,,12.04,10.48,22031381,315
AssenZuid,10,2011/05/09 22:00:00+00,-2.08,,12.04,9.96,22031381,316
AssenZuid,10,2011/06/08 22:00:00+00,-2.11,,12.04,9.93,22031381,317
AssenZuid,10,2011/07/06 22:00:00+00,-2.15,,12.04,9.89,22031381,318
AssenZuid,10,2011/08/03 22:00:00+00,-1.6,,12.04,10.44,22031381,319
AssenZuid,10,2011/08/30 22:00:00+00,-1.72,,12.04,10.32,22031381,320
AssenZuid,10,2011/09/27 22:00:00+00,-1.79,,12.04,10.25,22031381,321
AssenZuid,10,2011/10/26 22:00:00+00,-1.7,,12.04,10.34,22031381,322
AssenZuid,10,2011/11/23 23:00:00+00,-1.85,,12.04,10.19,22031381,323
AssenZuid,10,2011/12/20 23:00:00+00,-1.36,,12.04,10.68,22031381,324
AssenZuid,10,2012/01/18 23:00:00+00,-1.58,,12.04,10.46,22031381,325
AssenZuid,10,2012/02/22 23:00:00+00,-1.53,,12.04,10.51,22031381,326
AssenZuid,10,2012/04/10 22:00:00+00,-1.78,,12.04,10.26,22031381,327
AssenZuid,10,2012/05/08 22:00:00+00,-1.8,,12.04,10.24,22031381,328
AssenZuid,10,2012/06/06 22:00:00+00,-1.92,,12.04,10.12,22031381,329
AssenZuid,10,2012/06/26 22:00:00+00,-1.75,,12.04,10.29,22031381,330
AssenZuid,10,2012/07/25 22:00:00+00,-1.83,,12.04,10.21,22031381,331
AssenZuid,10,2012/08/29 22:00:00+00,-1.85,,12.04,10.19,22031381,332
AssenZuid,10,2012/09/26 22:00:00+00,-1.91,,12.04,10.13,22031381,333
AssenZuid,10,2012/10/30 23:00:00+00,-1.68,,12.04,10.36,22031381,334
AssenZuid,10,2012/11/20 23:00:00+00,-1.7,,12.04,10.34,22031381,335
AssenZuid,10,2012/12/18 23:00:00+00,-1.47,,12.04,10.57,22031381,336
AssenZuid,10,2013/01/15 23:00:00+00,-1.6,,12.04,10.44,22031381,337
AssenZuid,11,2014/03/12 23:00:00+00,-1.38,,11.93,10.55,22031421,338
AssenZuid,23,2011/11/23 23:00:00+00,-2.07,,12.86,10.79,22031422,339
AssenZuid,16,2012/08/29 22:00:00+00,-1.24,,12.15,10.91,22900002,340
AssenZuid,11,2014/03/26 23:00:00+00,-1.3,,11.93,10.63,22031421,341
AssenZuid,23,2011/12/20 23:00:00+00,-1.37,,12.86,11.49,22031422,342
AssenZuid,13,2013/08/14 22:00:00+00,-1.55,,11.81,10.26,22031434,343
AssenZuid,16,2012/09/26 22:00:00+00,-1.31,,12.15,10.84,22900002,344
AssenZuid,11,2014/04/09 22:00:00+00,-1.32,,11.93,10.61,22031421,345
AssenZuid,23,2012/01/18 23:00:00+00,-1.37,,12.86,11.49,22031422,346
AssenZuid,120,2012/01/18 23:00:00+00,-1.32,,11.9,10.58,22031383,347
AssenZuid,16,2012/10/30 23:00:00+00,-0.84,,12.15,11.31,22900002,348
AssenZuid,11,2014/04/24 22:00:00+00,-1.44,,11.93,10.49,22031421,349
AssenZuid,13,2013/08/27 22:00:00+00,-1.6,,11.81,10.21,22031434,350
AssenZuid,23,2012/02/22 23:00:00+00,-1.4,,12.86,11.46,22031422,351
AssenZuid,120,2012/02/22 23:00:00+00,-1.04,,11.9,10.86,22031383,352
AssenZuid,16,2012/11/20 23:00:00+00,-0.95,,12.15,11.2,22900002,353
AssenZuid,11,2014/05/08 22:00:00+00,-1.28,,11.93,10.65,22031421,354
AssenZuid,13,2013/09/25 22:00:00+00,-1.42,,11.81,10.39,22031434,355
AssenZuid,23,2012/04/10 22:00:00+00,-1.7,,12.86,11.16,22031422,356
AssenZuid,120,2012/04/10 22:00:00+00,-1.34,,11.9,10.56,22031383,357
AssenZuid,16,2012/12/18 23:00:00+00,-0.66,,12.15,11.49,22900002,358
AssenZuid,11,2014/06/03 22:00:00+00,-1.37,,11.93,13.3,22031421,359
AssenZuid,13,2013/10/24 22:00:00+00,-1.27,,11.81,10.54,22031434,360
AssenZuid,23,2012/05/08 22:00:00+00,-1.73,,12.86,11.13,22031422,361
AssenZuid,120,2012/05/08 22:00:00+00,-1.37,,11.9,10.53,22031383,362
AssenZuid,16,2013/01/15 23:00:00+00,-0.94,,12.15,11.21,22900002,363
AssenZuid,11,2014/06/18 22:00:00+00,-1.64,,11.93,13.57,22031421,364
AssenZuid,13,2013/11/20 23:00:00+00,-0.62,,11.81,11.19,22031434,365
AssenZuid,23,2012/06/06 22:00:00+00,-2.3,,12.86,10.56,22031422,366
AssenZuid,120,2012/06/06 22:00:00+00,-1.47,,11.9,10.43,22031383,367
AssenZuid,16,2013/02/13 23:00:00+00,-0.82,,12.15,11.33,22900002,368
AssenZuid,13,2013/12/18 23:00:00+00,-0.58,"mv 11,31",11.81,11.23,22031434,369
AssenZuid,120,2012/06/26 22:00:00+00,-1.12,,11.9,10.78,22031383,370
AssenZuid,16,2013/03/13 23:00:00+00,-0.98,,12.15,11.17,22900002,371
AssenZuid,13,2014/01/16 23:00:00+00,-0.59,,11.81,11.22,22031434,372
AssenZuid,120,2012/07/25 22:00:00+00,-1.48,,11.9,10.42,22031383,373
AssenZuid,16,2013/04/10 22:00:00+00,-1.12,,12.15,11.03,22900002,374
AssenZuid,13,2014/01/30 23:00:00+00,-0.64,,11.81,11.17,22031434,375
AssenZuid,120,2012/08/29 22:00:00+00,-1.4,,11.9,10.5,22031383,376
AssenZuid,16,2013/05/06 22:00:00+00,-1.46,,12.15,10.69,22900002,377
AssenZuid,13,2014/02/13 23:00:00+00,-0.6,,11.81,11.21,22031434,378
AssenZuid,2,2012/06/06 22:00:00+00,-1.39,,11.7,10.31,22031433,379
AssenZuid,13,2014/02/26 23:00:00+00,-0.64,,11.81,11.17,22031434,380
AssenZuid,2,2012/06/26 22:00:00+00,-1.28,,11.7,10.42,22031433,381
AssenZuid,13,2014/03/12 23:00:00+00,-1.17,,11.81,10.64,22031434,382
AssenZuid,13,2014/03/26 23:00:00+00,-0.68,,11.81,11.13,22031434,383
AssenZuid,13,2014/04/09 22:00:00+00,-0.95,,11.81,10.86,22031434,384
AssenZuid,13,2014/04/24 22:00:00+00,-1.25,,11.81,10.56,22031434,385
AssenZuid,13,2014/06/18 22:00:00+00,0,weg,11.76,11.76,22031434,386
AssenZuid,13,2014/07/14 22:00:00+00,0,weg,11.76,11.76,22031434,387
AssenZuid,13,2014/08/13 22:00:00+00,0,weg,11.76,11.76,22031434,388
AssenZuid,13,2014/08/27 22:00:00+00,0,weg,11.76,11.76,22031434,389
AssenZuid,13,2014/10/22 22:00:00+00,0,weg,11.76,11.76,22031434,390
AssenZuid,14,2012/12/18 23:00:00+00,-2.06,,12.97,10.91,22900001,391
AssenZuid,14,2013/01/15 23:00:00+00,-1.34,,12.97,11.63,22900001,392
AssenZuid,14,2013/02/13 23:00:00+00,-1.14,,12.97,11.83,22900001,393
AssenZuid,14,2013/03/13 23:00:00+00,-1.47,,12.97,11.5,22900001,394
AssenZuid,14,2013/04/10 22:00:00+00,-1.7,,12.97,11.27,22900001,395
AssenZuid,14,2013/05/06 22:00:00+00,-1.89,,12.97,11.08,22900001,396
AssenZuid,14,2013/12/18 23:00:00+00,-1.65,"mv 12,40",12.97,11.32,22900001,397
AssenZuid,14,2014/01/16 23:00:00+00,-1.15,,12.97,11.82,22900001,398
AssenZuid,14,2014/01/30 23:00:00+00,-1.29,,12.97,11.68,22900001,399
AssenZuid,14,2014/02/13 23:00:00+00,-1.22,,12.97,11.75,22900001,400
AssenZuid,28,2013/06/04 22:00:00+00,-1.4,,12.3,10.9,22900010,401
AssenZuid,260,2014/04/24 22:00:00+00,-1.58,,13.05,11.47,22031426,402
AssenZuid,25,2014/06/03 22:00:00+00,-1.7,,12.77,14.47,22900007,403
AssenZuid,29,2012/06/06 22:00:00+00,-1.54,,12.47,10.93,22900011,404
AssenZuid,25,2014/06/18 22:00:00+00,0,droog,12.77,12.77,22900007,405
AssenZuid,260,2014/05/08 22:00:00+00,-1.39,,13.05,11.66,22031426,406
AssenZuid,29,2013/04/10 22:00:00+00,-0.71,,12.47,11.76,22900011,407
AssenZuid,25,2014/07/02 22:00:00+00,0,droog,12.77,12.77,22900007,408
AssenZuid,24,2012/06/06 22:00:00+00,-1.84,,12.36,10.52,22031423,409
AssenZuid,260,2014/06/03 22:00:00+00,-1.26,,13.05,14.31,22031426,410
AssenZuid,29,2013/05/06 22:00:00+00,-0.72,,12.47,11.75,22900011,411
AssenZuid,25,2014/07/14 22:00:00+00,0,droog,12.77,12.77,22900007,412
AssenZuid,24,2012/06/26 22:00:00+00,-1.7,,12.36,10.66,22031423,413
AssenZuid,23,2012/06/26 22:00:00+00,-2.38,,12.86,10.48,22031422,414
AssenZuid,29,2013/06/04 22:00:00+00,-0.73,,12.47,11.74,22900011,415
AssenZuid,260,2014/06/18 22:00:00+00,-1.7,,13.05,14.75,22031426,416
AssenZuid,25,2014/08/13 22:00:00+00,0,droog,12.77,12.77,22900007,417
AssenZuid,24,2012/07/25 22:00:00+00,-1.8,,12.36,10.56,22031423,418
AssenZuid,23,2012/07/25 22:00:00+00,-2.51,,12.86,10.35,22031422,419
AssenZuid,29,2013/07/02 22:00:00+00,-0.6,,12.47,11.87,22900011,420
AssenZuid,260,2014/07/02 22:00:00+00,-1.9,,13.05,14.95,22031426,421
AssenZuid,25,2014/08/27 22:00:00+00,0,droog,12.77,12.77,22900007,422
AssenZuid,24,2012/08/29 22:00:00+00,-1.82,,12.36,10.54,22031423,423
AssenZuid,23,2012/08/29 22:00:00+00,-2.5,,12.86,10.36,22031422,424
AssenZuid,29,2013/08/14 22:00:00+00,-0.6,,12.47,11.87,22900011,425
AssenZuid,260,2014/07/14 22:00:00+00,0,diver,13.05,13.05,22031426,426
AssenZuid,25,2014/09/10 22:00:00+00,0,droog,12.77,12.77,22900007,427
AssenZuid,24,2012/09/26 22:00:00+00,-1.91,,12.36,10.45,22031423,428
AssenZuid,23,2012/10/30 23:00:00+00,-2.52,,12.86,10.34,22031422,429
AssenZuid,29,2013/08/27 22:00:00+00,-0.6,,12.47,11.87,22900011,430
AssenZuid,260,2014/08/13 22:00:00+00,0,diver,13.05,13.05,22031426,431
AssenZuid,25,2014/09/24 22:00:00+00,0,droog,12.77,12.77,22900007,432
AssenZuid,24,2012/10/30 23:00:00+00,-1.68,,12.36,10.68,22031423,433
AssenZuid,23,2012/11/20 23:00:00+00,-2.28,,12.86,10.58,22031422,434
AssenZuid,29,2013/09/25 22:00:00+00,-0.6,,12.47,11.87,22900011,435
AssenZuid,260,2014/08/27 22:00:00+00,0,diver,13.05,13.05,22031426,436
AssenZuid,25,2014/10/08 22:00:00+00,0,droog,12.77,12.77,22900007,437
AssenZuid,240,2012/11/20 23:00:00+00,-1.33,,12.25,10.92,22031424,438
AssenZuid,24,2012/11/20 23:00:00+00,-1.7,,12.36,10.66,22031423,439
AssenZuid,23,2012/12/18 23:00:00+00,-1.39,,12.86,11.47,22031422,440
AssenZuid,29,2013/10/24 22:00:00+00,-0.6,,12.47,11.87,22900011,441
AssenZuid,260,2014/09/10 22:00:00+00,-2.08,,13.05,10.97,22031426,442
AssenZuid,25,2014/10/22 22:00:00+00,0,droog,12.77,12.77,22900007,443
AssenZuid,240,2012/12/18 23:00:00+00,-0.84,,12.25,11.41,22031424,444
AssenZuid,23,2013/01/15 23:00:00+00,-1.41,,12.86,11.45,22031422,445
AssenZuid,24,2012/12/18 23:00:00+00,-1.46,,12.36,10.9,22031423,446
AssenZuid,29,2013/11/20 23:00:00+00,-0.6,,12.47,11.87,22900011,447
AssenZuid,260,2014/09/24 22:00:00+00,-2.27,,13.05,10.78,22031426,448
AssenZuid,26,2010/04/13 22:00:00+00,-2.64,,13.18,10.54,22031425,449
AssenZuid,26,2014/02/26 23:00:00+00,-2.35,,13.18,10.83,22031425,450
AssenZuid,240,2013/01/15 23:00:00+00,-0.92,,12.25,11.33,22031424,451
AssenZuid,3,2014/03/12 23:00:00+00,-1.53,,12.44,10.91,22900000,452
AssenZuid,23,2013/02/13 23:00:00+00,-1.39,,12.86,11.47,22031422,453
AssenZuid,24,2013/01/15 23:00:00+00,-1.5,,12.36,10.86,22031423,454
AssenZuid,29,2013/12/18 23:00:00+00,-0.55,"mv 12,02",12.47,11.92,22900011,455
AssenZuid,27,2012/10/30 23:00:00+00,-2.41,,13.67,11.26,22900017,456
AssenZuid,26,2011/02/16 23:00:00+00,-2.24,0 meting,13.18,10.94,22031425,457
AssenZuid,26,2014/03/12 23:00:00+00,-2.49,,13.18,10.69,22031425,458
AssenZuid,240,2013/02/13 23:00:00+00,-0.85,,12.25,11.4,22031424,459
AssenZuid,3,2014/03/26 23:00:00+00,-1.35,,12.44,11.09,22900000,460
AssenZuid,23,2013/03/13 23:00:00+00,-1.48,,12.86,11.38,22031422,461
AssenZuid,24,2013/02/13 23:00:00+00,-1.45,,12.36,10.91,22031423,462
AssenZuid,29,2014/01/16 23:00:00+00,-0.59,,12.47,11.88,22900011,463
AssenZuid,27,2012/11/20 23:00:00+00,-2.38,,13.67,11.29,22900017,464
AssenZuid,26,2011/03/16 23:00:00+00,-2.24,,13.18,10.94,22031425,465
AssenZuid,26,2014/03/26 23:00:00+00,-2.38,,13.18,10.8,22031425,466
AssenZuid,240,2013/03/13 23:00:00+00,-1.06,,12.25,11.19,22031424,467
AssenZuid,3,2014/04/09 22:00:00+00,-1.49,,12.44,10.95,22900000,468
AssenZuid,23,2013/04/10 22:00:00+00,-1.63,,12.86,11.23,22031422,469
AssenZuid,24,2013/03/13 23:00:00+00,-1.58,,12.36,10.78,22031423,470
AssenZuid,29,2014/01/30 23:00:00+00,-0.62,,12.47,11.85,22900011,471
AssenZuid,27,2012/12/18 23:00:00+00,-2.14,,13.67,11.53,22900017,472
AssenZuid,26,2011/05/09 22:00:00+00,-2.85,,13.18,10.33,22031425,473
AssenZuid,26,2014/04/09 22:00:00+00,-2.48,,13.18,10.7,22031425,474
AssenZuid,240,2013/04/10 22:00:00+00,-1.19,,12.25,11.06,22031424,475
AssenZuid,3,2014/04/24 22:00:00+00,-1.51,,12.44,10.93,22900000,476
AssenZuid,23,2013/05/06 22:00:00+00,-1.94,,12.86,10.92,22031422,477
AssenZuid,24,2013/04/10 22:00:00+00,-1.69,,12.36,10.67,22031423,478
AssenZuid,29,2014/02/13 23:00:00+00,-0.61,,12.47,11.86,22900011,479
AssenZuid,27,2013/01/15 23:00:00+00,-2.12,,13.67,11.55,22900017,480
AssenZuid,26,2011/06/08 22:00:00+00,-2.91,,13.18,10.27,22031425,481
AssenZuid,26,2014/04/24 22:00:00+00,-2.5,,13.18,10.68,22031425,482
AssenZuid,240,2013/05/06 22:00:00+00,-1.48,,12.25,10.77,22031424,483
AssenZuid,240,2013/06/04 22:00:00+00,-1.63,,12.25,10.62,22031424,484
AssenZuid,240,2013/11/20 23:00:00+00,-0.97,,12.25,11.28,22031424,485
AssenZuid,240,2013/12/18 23:00:00+00,-0.92,"mv 11,72",12.25,11.33,22031424,486
AssenZuid,240,2014/01/16 23:00:00+00,-0.91,,12.25,11.34,22031424,487
AssenZuid,240,2014/01/30 23:00:00+00,-0.97,,12.25,11.28,22031424,488
AssenZuid,240,2014/02/13 23:00:00+00,-0.94,,12.25,11.31,22031424,489
AssenZuid,240,2014/02/26 23:00:00+00,-0.98,,12.25,11.27,22031424,490
AssenZuid,240,2014/03/12 23:00:00+00,-1.05,,12.25,11.2,22031424,491
AssenZuid,240,2014/03/26 23:00:00+00,-1.04,,12.25,11.21,22031424,492
AssenZuid,240,2014/04/09 22:00:00+00,-1.08,,12.25,11.17,22031424,493
AssenZuid,240,2014/04/24 22:00:00+00,-1.21,,12.25,11.04,22031424,494
AssenZuid,240,2014/05/08 22:00:00+00,-1.08,,12.25,11.17,22031424,495
AssenZuid,240,2014/06/03 22:00:00+00,-1.22,,12.25,13.47,22031424,496
AssenZuid,240,2014/06/18 22:00:00+00,-1.58,,12.25,13.83,22031424,497
AssenZuid,240,2014/07/02 22:00:00+00,0,droog,12.25,12.25,22031424,498
AssenZuid,240,2014/07/14 22:00:00+00,0,diver,12.25,12.25,22031424,499
AssenZuid,240,2014/08/13 22:00:00+00,0,diver,12.25,12.25,22031424,500
AssenZuid,240,2014/08/27 22:00:00+00,0,diver,12.25,12.25,22031424,501
AssenZuid,240,2014/09/24 22:00:00+00,0,droog,12.25,12.25,22031424,502
AssenZuid,25,2012/06/06 22:00:00+00,-1.98,,12.77,10.79,22900007,503
AssenZuid,25,2012/06/26 22:00:00+00,-1.76,,12.77,11.01,22900007,504
AssenZuid,25,2012/07/25 22:00:00+00,-1.95,,12.77,10.82,22900007,505
AssenZuid,25,2012/08/29 22:00:00+00,-2.06,,12.77,10.71,22900007,506
AssenZuid,25,2012/10/30 23:00:00+00,-1.69,,12.77,11.08,22900007,507
AssenZuid,25,2012/11/20 23:00:00+00,-1.6,,12.77,11.17,22900007,508
AssenZuid,25,2012/12/18 23:00:00+00,-1.41,,12.77,11.36,22900007,509
AssenZuid,25,2013/01/15 23:00:00+00,-1.53,,12.77,11.24,22900007,510
AssenZuid,25,2013/02/13 23:00:00+00,-1.5,,12.77,11.27,22900007,511
AssenZuid,25,2013/03/13 23:00:00+00,-1.55,,12.77,11.22,22900007,512
AssenZuid,25,2013/04/10 22:00:00+00,-1.63,,12.77,11.14,22900007,513
AssenZuid,25,2013/05/06 22:00:00+00,-1.72,,12.77,11.05,22900007,514
AssenZuid,25,2013/06/04 22:00:00+00,-1.89,droog,12.77,10.88,22900007,515
AssenZuid,25,2013/11/20 23:00:00+00,-1.57,,12.77,11.2,22900007,516
AssenZuid,25,2013/12/18 23:00:00+00,-1.49,"mv 12,25",12.77,11.28,22900007,517
AssenZuid,25,2014/01/16 23:00:00+00,-1.41,,12.77,11.36,22900007,518
AssenZuid,25,2014/01/30 23:00:00+00,-1.51,,12.77,11.26,22900007,519
AssenZuid,25,2014/02/13 23:00:00+00,-1.49,,12.77,11.28,22900007,520
AssenZuid,25,2014/02/26 23:00:00+00,-1.54,,12.77,11.23,22900007,521
AssenZuid,25,2014/03/12 23:00:00+00,-1.61,,12.77,11.16,22900007,522
AssenZuid,25,2014/03/26 23:00:00+00,-1.54,,12.77,11.23,22900007,523
AssenZuid,25,2014/04/09 22:00:00+00,-1.55,,12.77,11.22,22900007,524
AssenZuid,25,2014/04/24 22:00:00+00,-1.6,,12.77,11.17,22900007,525
AssenZuid,25,2014/05/08 22:00:00+00,-1.55,,12.77,11.22,22900007,526
AssenZuid,27,2013/02/13 23:00:00+00,-2.05,,13.67,11.62,22900017,527
AssenZuid,26,2011/07/06 22:00:00+00,-2.96,,13.18,10.22,22031425,528
AssenZuid,29,2014/02/26 23:00:00+00,-0.61,,12.47,11.86,22900011,529
AssenZuid,27,2013/03/13 23:00:00+00,-2.33,,13.67,11.34,22900017,530
AssenZuid,26,2014/05/08 22:00:00+00,-2.43,,13.18,10.75,22031425,531
AssenZuid,24,2013/05/06 22:00:00+00,-1.84,,12.36,10.52,22031423,532
AssenZuid,23,2013/06/04 22:00:00+00,-2.19,,12.86,10.67,22031422,533
AssenZuid,26,2011/08/03 22:00:00+00,-2.55,,13.18,10.63,22031425,534
AssenZuid,29,2014/03/12 23:00:00+00,-0.61,,12.47,11.86,22900011,535
AssenZuid,27,2013/04/10 22:00:00+00,-2.43,,13.67,11.24,22900017,536
AssenZuid,26,2014/06/03 22:00:00+00,-2.38,,13.18,15.56,22031425,537
AssenZuid,23,2013/07/02 22:00:00+00,-2.5,,12.86,10.36,22031422,538
AssenZuid,24,2013/06/04 22:00:00+00,-1.9,,12.36,10.46,22031423,539
AssenZuid,26,2011/08/30 22:00:00+00,-2.55,,13.18,10.63,22031425,540
AssenZuid,3,2014/06/03 22:00:00+00,-1.45,,12.44,13.89,22900000,541
AssenZuid,29,2014/03/26 23:00:00+00,-0.6,,12.47,11.87,22900011,542
AssenZuid,27,2013/11/20 23:00:00+00,-2.15,,13.67,11.52,22900017,543
AssenZuid,26,2014/06/18 22:00:00+00,-2.6,,13.18,15.78,22031425,544
AssenZuid,23,2013/11/20 23:00:00+00,-1.45,,12.86,11.41,22031422,545
AssenZuid,24,2013/07/02 22:00:00+00,-1.96,,12.36,10.4,22031423,546
AssenZuid,26,2011/09/27 22:00:00+00,-2.57,,13.18,10.61,22031425,547
AssenZuid,3,2014/06/18 22:00:00+00,-1.88,,12.44,14.32,22900000,548
AssenZuid,29,2014/04/09 22:00:00+00,-0.62,,12.47,11.85,22900011,549
AssenZuid,27,2013/12/18 23:00:00+00,-2.14,"mv 13,14",13.67,11.53,22900017,550
AssenZuid,26,2014/07/02 22:00:00+00,-2.65,,13.18,15.83,22031425,551
AssenZuid,23,2013/12/18 23:00:00+00,-1.35,"mv 12,12",12.86,11.51,22031422,552
AssenZuid,24,2013/08/14 22:00:00+00,-2.1,,12.36,10.26,22031423,553
AssenZuid,26,2011/10/26 22:00:00+00,-2.46,,13.18,10.72,22031425,554
AssenZuid,3,2014/07/02 22:00:00+00,-1.98,,12.44,14.42,22900000,555
AssenZuid,29,2014/04/24 22:00:00+00,-0.62,,12.47,11.85,22900011,556
AssenZuid,27,2014/01/16 23:00:00+00,-1.99,,13.67,11.68,22900017,557
AssenZuid,26,2014/07/14 22:00:00+00,0,diver,13.18,13.18,22031425,558
AssenZuid,23,2014/01/16 23:00:00+00,-1.3,,12.86,11.56,22031422,559
AssenZuid,24,2013/08/27 22:00:00+00,-2.16,,12.36,10.2,22031423,560
AssenZuid,26,2011/11/23 23:00:00+00,-2.66,,13.18,10.52,22031425,561
AssenZuid,3,2014/07/14 22:00:00+00,-2.02,,12.44,14.46,22900000,562
AssenZuid,29,2014/05/08 22:00:00+00,-0.62,,12.47,11.85,22900011,563
AssenZuid,27,2014/01/30 23:00:00+00,-2.1,,13.67,11.57,22900017,564
AssenZuid,26,2014/08/13 22:00:00+00,0,diver,13.18,13.18,22031425,565
AssenZuid,23,2014/01/30 23:00:00+00,-1.35,,12.86,11.51,22031422,566
AssenZuid,24,2013/09/25 22:00:00+00,-2,,12.36,10.36,22031423,567
AssenZuid,24,2013/10/24 22:00:00+00,-1.95,,12.36,10.41,22031423,568
AssenZuid,24,2013/11/20 23:00:00+00,-1.6,,12.36,10.76,22031423,569
AssenZuid,24,2013/12/18 23:00:00+00,-1.51,"mv 11,73",12.36,10.85,22031423,570
AssenZuid,24,2014/01/16 23:00:00+00,-1.4,,12.36,10.96,22031423,571
AssenZuid,24,2014/01/30 23:00:00+00,-1.51,,12.36,10.85,22031423,572
AssenZuid,24,2014/02/13 23:00:00+00,-1.48,,12.36,10.88,22031423,573
AssenZuid,24,2014/02/26 23:00:00+00,-1.55,,12.36,10.81,22031423,574
AssenZuid,24,2014/03/12 23:00:00+00,-1.7,,12.36,10.66,22031423,575
AssenZuid,24,2014/03/26 23:00:00+00,-1.6,,12.36,10.76,22031423,576
AssenZuid,24,2014/04/09 22:00:00+00,-1.68,,12.36,10.68,22031423,577
AssenZuid,24,2014/04/24 22:00:00+00,-1.72,,12.36,10.64,22031423,578
AssenZuid,24,2014/05/08 22:00:00+00,-1.62,,12.36,10.74,22031423,579
AssenZuid,24,2014/06/03 22:00:00+00,-1.7,,12.36,14.06,22031423,580
AssenZuid,24,2014/06/18 22:00:00+00,-1.82,,12.36,14.18,22031423,581
AssenZuid,24,2014/07/02 22:00:00+00,-1.98,,12.36,14.34,22031423,582
AssenZuid,24,2014/07/14 22:00:00+00,0,diver,12.36,12.36,22031423,583
AssenZuid,24,2014/08/13 22:00:00+00,0,diver,12.36,12.36,22031423,584
AssenZuid,24,2014/08/27 22:00:00+00,0,diver,12.36,12.36,22031423,585
AssenZuid,24,2014/09/24 22:00:00+00,-2.18,,12.36,10.18,22031423,586
AssenZuid,240,2011/08/03 22:00:00+00,-1.7,,12.25,10.55,22031424,587
AssenZuid,240,2011/08/30 22:00:00+00,-1.71,,12.25,10.54,22031424,588
AssenZuid,240,2011/09/27 22:00:00+00,-1.5,,12.25,10.75,22031424,589
AssenZuid,240,2011/10/26 22:00:00+00,-1.21,,12.25,11.04,22031424,590
AssenZuid,240,2011/11/23 23:00:00+00,-1.54,,12.25,10.71,22031424,591
AssenZuid,240,2011/12/20 23:00:00+00,-0.76,,12.25,11.49,22031424,592
AssenZuid,240,2012/01/18 23:00:00+00,-0.81,,12.25,11.44,22031424,593
AssenZuid,240,2012/02/22 23:00:00+00,-0.87,,12.25,11.38,22031424,594
AssenZuid,240,2012/04/10 22:00:00+00,-1.15,,12.25,11.1,22031424,595
AssenZuid,240,2012/05/08 22:00:00+00,-1.19,,12.25,11.06,22031424,596
AssenZuid,240,2012/06/26 22:00:00+00,-1.73,,12.25,10.52,22031424,597
AssenZuid,240,2012/07/25 22:00:00+00,-1.65,,12.25,10.6,22031424,598
AssenZuid,240,2012/10/30 23:00:00+00,-1.7,,12.25,10.55,22031424,599
AssenZuid,29,2014/06/03 22:00:00+00,-0.6,,12.47,13.07,22900011,600
AssenZuid,27,2014/02/13 23:00:00+00,-2.07,,13.67,11.6,22900017,601
AssenZuid,3,2014/08/13 22:00:00+00,0,droog,12.44,12.44,22900000,602
AssenZuid,26,2011/12/20 23:00:00+00,-2.18,,13.18,11,22031425,603
AssenZuid,26,2014/08/27 22:00:00+00,0,diver,13.18,13.18,22031425,604
AssenZuid,29,2014/06/18 22:00:00+00,-0.58,,12.47,13.05,22900011,605
AssenZuid,27,2014/02/26 23:00:00+00,-2.18,,13.67,11.49,22900017,606
AssenZuid,23,2014/02/13 23:00:00+00,-1.45,,12.86,11.41,22031422,607
AssenZuid,3,2014/08/27 22:00:00+00,0,droog,12.44,12.44,22900000,608
AssenZuid,26,2012/01/18 23:00:00+00,-2.19,,13.18,10.99,22031425,609
AssenZuid,26,2014/09/10 22:00:00+00,-2.82,,13.18,10.36,22031425,610
AssenZuid,29,2014/07/02 22:00:00+00,-0.6,,12.47,13.07,22900011,611
AssenZuid,27,2014/03/12 23:00:00+00,-2.31,,13.67,11.36,22900017,612
AssenZuid,23,2014/02/26 23:00:00+00,-1.5,,12.86,11.36,22031422,613
AssenZuid,3,2014/09/10 22:00:00+00,0,droog,12.44,12.44,22900000,614
AssenZuid,26,2012/02/22 23:00:00+00,-2.24,,13.18,10.94,22031425,615
AssenZuid,26,2014/09/24 22:00:00+00,-2.94,,13.18,10.24,22031425,616
AssenZuid,29,2014/07/14 22:00:00+00,-0.6,,12.47,13.07,22900011,617
AssenZuid,27,2014/03/26 23:00:00+00,-2.3,,13.67,11.37,22900017,618
AssenZuid,23,2014/03/12 23:00:00+00,-1.66,,12.86,11.2,22031422,619
AssenZuid,3,2014/09/24 22:00:00+00,0,droog,12.44,12.44,22900000,620
AssenZuid,26,2012/04/10 22:00:00+00,-2.49,,13.18,10.69,22031425,621
AssenZuid,260,2011/08/03 22:00:00+00,-1.31,,13.05,11.74,22031426,622
AssenZuid,29,2014/08/13 22:00:00+00,-0.61,,12.47,13.08,22900011,623
AssenZuid,27,2014/04/09 22:00:00+00,-2.4,,13.67,11.27,22900017,624
AssenZuid,23,2014/03/26 23:00:00+00,-1.5,,12.86,11.36,22031422,625
AssenZuid,3,2014/10/08 22:00:00+00,0,droog,12.44,12.44,22900000,626
AssenZuid,26,2012/05/08 22:00:00+00,-2.56,,13.18,10.62,22031425,627
AssenZuid,260,2011/08/30 22:00:00+00,-1.7,,13.05,11.35,22031426,628
