PROJECT,PEILBUIS_N,DATUM,PEILSTAND,OPMERKING,NAP,TOV_NAP,PBN_ID,ObjectId
AssenZuid,7,2014/09/10 22:00:00+00,-1.98,,11.23,9.25,22031548,1245
AssenZuid,7,2014/09/24 22:00:00+00,-2.08,,11.23,9.15,22031548,1246
AssenZuid,8,2010/04/13 22:00:00+00,-1.51,,11.9,10.39,22031549,1247
AssenZuid,8,2011/02/16 23:00:00+00,-1.01,0 meting,11.9,10.89,22031549,1248
AssenZuid,8,2011/03/16 23:00:00+00,-1.01,,11.9,10.89,22031549,1249
AssenZuid,8,2011/05/09 22:00:00+00,-1.97,,11.9,9.93,22031549,1250
AssenZuid,8,2011/06/08 22:00:00+00,-2.12,,11.9,9.78,22031549,1251
AssenZuid,8,2011/08/03 22:00:00+00,-0.95,,11.9,10.95,22031549,1252
AssenZuid,8,2011/08/30 22:00:00+00,-1.29,,11.9,10.61,22031549,1253
AssenZuid,8,2011/09/27 22:00:00+00,-1.47,,11.9,10.43,22031549,1254
AssenZuid,8,2011/10/26 22:00:00+00,-1.31,,11.9,10.59,22031549,1255
AssenZuid,8,2011/11/23 23:00:00+00,-1.56,,11.9,10.34,22031549,1256
AssenZuid,8,2011/12/20 23:00:00+00,-0.88,,11.9,11.02,22031549,1257
AssenZuid,8,2012/01/18 23:00:00+00,-0.84,,11.9,11.06,22031549,1258
AssenZuid,8,2012/02/22 23:00:00+00,-0.82,,11.9,11.08,22031549,1259
AssenZuid,8,2012/04/10 22:00:00+00,-1.13,,11.9,10.77,22031549,1260
AssenZuid,8,2012/05/08 22:00:00+00,-1.07,,11.9,10.83,22031549,1261
AssenZuid,8,2012/06/06 22:00:00+00,-1.51,,11.9,10.39,22031549,1262
AssenZuid,8,2012/06/26 22:00:00+00,-1.24,,11.9,10.66,22031549,1263
AssenZuid,8,2012/07/25 22:00:00+00,-1.52,,11.9,10.38,22031549,1264
AssenZuid,8,2012/08/29 22:00:00+00,-1.47,,11.9,10.43,22031549,1265
AssenZuid,8,2012/09/26 22:00:00+00,-1.92,,11.9,9.98,22031549,1266
AssenZuid,8,2012/10/30 23:00:00+00,-1.27,,11.9,10.63,22031549,1267
AssenZuid,8,2012/11/20 23:00:00+00,-1.3,,11.9,10.6,22031549,1268
AssenZuid,8,2012/12/18 23:00:00+00,-1.07,,11.9,10.83,22031549,1269
AssenZuid,8,2013/02/13 23:00:00+00,-1.03,,11.9,10.87,22031549,1270
AssenZuid,8,2013/03/13 23:00:00+00,-1.1,,11.9,10.8,22031549,1271
AssenZuid,8,2013/04/10 22:00:00+00,-1.22,,11.9,10.68,22031549,1272
AssenZuid,8,2013/05/06 22:00:00+00,-1.43,,11.9,10.47,22031549,1273
AssenZuid,8,2013/06/04 22:00:00+00,-1.47,,11.9,10.43,22031549,1274
AssenZuid,8,2013/07/02 22:00:00+00,-1.5,,11.9,10.4,22031549,1275
AssenZuid,8,2013/08/14 22:00:00+00,-1.8,,11.9,10.1,22031549,1276
AssenZuid,8,2013/08/27 22:00:00+00,-1.87,,11.9,10.03,22031549,1277
AssenZuid,8,2013/09/25 22:00:00+00,-1.55,,11.9,10.35,22031549,1278
AssenZuid,8,2013/10/24 22:00:00+00,-1.44,,11.9,10.46,22031549,1279
AssenZuid,8,2013/11/20 23:00:00+00,-1.08,,11.9,10.82,22031549,1280
AssenZuid,8,2013/12/18 23:00:00+00,-0.78,"mv 11,40",11.9,11.12,22031549,1281
AssenZuid,5.1,2013/09/25 22:00:00+00,-1.66,,12.19,10.53,22900004,1282
AssenZuid,60,2012/06/06 22:00:00+00,-0.95,,9.85,8.9,22031378,1283
AssenZuid,52,2014/08/13 22:00:00+00,0,weg,10.4,10.4,22031427,1284
AssenZuid,5.2,2014/08/27 22:00:00+00,-1.36,,12.01,13.37,22900003,1285
AssenZuid,6,2011/06/08 22:00:00+00,-1.05,,10.07,9.02,22031547,1286
AssenZuid,8,2014/05/08 22:00:00+00,-0.76,,11.9,11.14,22031549,1287
AssenZuid,5.1,2013/11/20 23:00:00+00,-1.25,,12.19,10.94,22900004,1288
AssenZuid,45.2,2014/10/08 22:00:00+00,-2.05,,12.4,10.35,22900019,1289
AssenZuid,5.2,2014/09/10 22:00:00+00,-1.45,,12.01,10.56,22900003,1290
AssenZuid,52,2014/08/27 22:00:00+00,0,weg,10.4,10.4,22031427,1291
AssenZuid,6,2011/07/06 22:00:00+00,-1.07,,9.81,8.74,22031547,1292
AssenZuid,60,2012/06/26 22:00:00+00,-0.71,,9.85,9.14,22031378,1293
AssenZuid,8,2014/06/03 22:00:00+00,-1.26,,11.9,13.16,22031549,1294
AssenZuid,5.1,2013/12/18 23:00:00+00,-1,"mv 11,76",12.19,11.19,22900004,1295
AssenZuid,45.2,2014/10/22 22:00:00+00,-1.92,,12.4,10.48,22900019,1296
AssenZuid,5.2,2014/10/22 22:00:00+00,0,weg,12.01,12.01,22900003,1297
AssenZuid,52,2014/10/22 22:00:00+00,0,weg,10.4,10.4,22031427,1298
AssenZuid,6,2011/08/03 22:00:00+00,-0.57,,9.81,9.24,22031547,1299
AssenZuid,60,2012/07/25 22:00:00+00,-0.97,,9.85,8.88,22031378,1300
AssenZuid,8,2014/06/18 22:00:00+00,-1.57,,11.9,13.47,22031549,1301
AssenZuid,5.1,2014/01/16 23:00:00+00,-1.08,,12.19,11.11,22900004,1302
AssenZuid,46,2012/06/06 22:00:00+00,-1.32,,11.7,10.38,22900020,1303
AssenZuid,52,2010/04/13 22:00:00+00,-1.59,,10.4,8.81,22031427,1304
AssenZuid,53,2010/04/13 22:00:00+00,-2.05,,12.04,9.99,22031428,1305
AssenZuid,6,2011/08/30 22:00:00+00,-0.7,,9.81,9.11,22031547,1306
AssenZuid,60,2012/08/29 22:00:00+00,-0.91,,9.85,8.94,22031378,1307
AssenZuid,8,2014/07/02 22:00:00+00,-1.67,,11.9,13.57,22031549,1308
AssenZuid,5.1,2014/01/30 23:00:00+00,-1.21,,12.19,10.98,22900004,1309
AssenZuid,46,2012/06/26 22:00:00+00,-1.25,,11.7,10.45,22900020,1310
AssenZuid,52,2011/02/16 23:00:00+00,-1.1,0 meting,10.4,9.3,22031427,1311
AssenZuid,53,2011/02/16 23:00:00+00,-1.34,0 meting,12.04,10.7,22031428,1312
AssenZuid,6,2011/09/27 22:00:00+00,-0.8,,9.81,9.01,22031547,1313
AssenZuid,60,2012/09/26 22:00:00+00,-0.91,,9.85,8.94,22031378,1314
AssenZuid,8,2014/07/14 22:00:00+00,-1.78,,11.9,13.68,22031549,1315
AssenZuid,5.1,2014/02/13 23:00:00+00,-0.96,,12.19,11.23,22900004,1316
AssenZuid,52,2011/03/16 23:00:00+00,-1.1,,10.4,9.3,22031427,1317
AssenZuid,46,2012/07/25 22:00:00+00,-1.38,,11.7,10.32,22900020,1318
AssenZuid,53,2011/03/16 23:00:00+00,-1.34,,12.04,10.7,22031428,1319
AssenZuid,6,2011/10/26 22:00:00+00,-0.7,,9.81,9.11,22031547,1320
AssenZuid,60,2012/10/30 23:00:00+00,-0.7,,9.85,9.15,22031378,1321
AssenZuid,8,2014/08/13 22:00:00+00,-2.02,,11.9,13.92,22031549,1322
AssenZuid,5.1,2014/02/26 23:00:00+00,-1.25,,12.19,10.94,22900004,1323
AssenZuid,52,2011/05/09 22:00:00+00,-1.73,,10.4,8.67,22031427,1324
AssenZuid,46,2012/08/29 22:00:00+00,-1.33,,11.7,10.37,22900020,1325
AssenZuid,53,2011/05/09 22:00:00+00,-2.35,,12.04,9.69,22031428,1326
AssenZuid,6,2011/11/23 23:00:00+00,-0.85,,9.81,8.96,22031547,1327
AssenZuid,60,2012/11/20 23:00:00+00,-0.79,,9.85,9.06,22031378,1328
AssenZuid,8,2014/08/27 22:00:00+00,-1.53,,11.9,13.43,22031549,1329
AssenZuid,52,2011/06/08 22:00:00+00,-1.74,,10.4,8.66,22031427,1330
AssenZuid,46,2012/09/26 22:00:00+00,-1.36,,11.7,10.34,22900020,1331
AssenZuid,5.1,2014/03/12 23:00:00+00,-1.38,,12.19,10.81,22900004,1332
AssenZuid,53,2011/06/08 22:00:00+00,-2.46,,12.04,9.58,22031428,1333
AssenZuid,6,2011/12/20 23:00:00+00,-0.46,,9.81,9.35,22031547,1334
AssenZuid,60,2012/12/18 23:00:00+00,-0.58,,9.85,9.27,22031378,1335
AssenZuid,60,2013/01/15 23:00:00+00,-0.75,,9.85,9.1,22031378,1336
AssenZuid,60,2013/02/13 23:00:00+00,-0.7,,9.85,9.15,22031378,1337
AssenZuid,60,2013/03/13 23:00:00+00,-0.79,,9.85,9.06,22031378,1338
AssenZuid,7,2010/04/13 22:00:00+00,-2.05,,11.23,9.18,22031548,1339
AssenZuid,7,2011/02/16 23:00:00+00,-1.85,0 meting,11.23,9.38,22031548,1340
AssenZuid,7,2011/03/16 23:00:00+00,-1.85,,11.23,9.38,22031548,1341
AssenZuid,7,2011/05/09 22:00:00+00,-2.12,,11.23,9.11,22031548,1342
AssenZuid,7,2011/06/08 22:00:00+00,-2.19,,11.23,9.04,22031548,1343
AssenZuid,7,2011/07/06 22:00:00+00,-2.26,,11.23,8.97,22031548,1344
AssenZuid,7,2011/08/03 22:00:00+00,-1.7,,11.23,9.53,22031548,1345
AssenZuid,7,2011/08/30 22:00:00+00,-1.9,,11.23,9.33,22031548,1346
AssenZuid,7,2011/09/27 22:00:00+00,-1.96,,11.23,9.27,22031548,1347
AssenZuid,7,2011/10/26 22:00:00+00,-1.86,,11.23,9.37,22031548,1348
AssenZuid,7,2011/11/23 23:00:00+00,-1.97,,11.23,9.26,22031548,1349
AssenZuid,7,2011/12/20 23:00:00+00,-1.75,,11.23,9.48,22031548,1350
AssenZuid,7,2012/01/18 23:00:00+00,-1.87,,11.23,9.36,22031548,1351
AssenZuid,7,2012/02/22 23:00:00+00,-1.84,,11.23,9.39,22031548,1352
AssenZuid,7,2012/04/10 22:00:00+00,-2,,11.23,9.23,22031548,1353
AssenZuid,7,2012/05/08 22:00:00+00,-1.99,,11.23,9.24,22031548,1354
AssenZuid,7,2012/06/06 22:00:00+00,-2.06,,11.23,9.17,22031548,1355
AssenZuid,7,2012/06/26 22:00:00+00,-1.97,,11.23,9.26,22031548,1356
AssenZuid,7,2012/07/25 22:00:00+00,-2.04,,11.23,9.19,22031548,1357
AssenZuid,7,2012/08/29 22:00:00+00,-2.01,,11.23,9.22,22031548,1358
AssenZuid,7,2012/09/26 22:00:00+00,-1.99,,11.23,9.24,22031548,1359
AssenZuid,7,2012/10/30 23:00:00+00,-1.79,,11.23,9.44,22031548,1360
AssenZuid,7,2012/11/20 23:00:00+00,-1.93,,11.23,9.3,22031548,1361
AssenZuid,7,2012/12/18 23:00:00+00,-1.83,,11.23,9.4,22031548,1362
AssenZuid,7,2013/01/15 23:00:00+00,-1.94,,11.23,9.29,22031548,1363
AssenZuid,7,2013/02/13 23:00:00+00,-1.91,,11.23,9.32,22031548,1364
AssenZuid,7,2013/03/13 23:00:00+00,-1.97,,11.23,9.26,22031548,1365
AssenZuid,7,2013/04/10 22:00:00+00,-2,,11.23,9.23,22031548,1366
AssenZuid,7,2013/05/06 22:00:00+00,-2.04,,11.23,9.19,22031548,1367
AssenZuid,7,2013/06/04 22:00:00+00,-2.07,,11.23,9.16,22031548,1368
AssenZuid,7,2013/07/02 22:00:00+00,-1.9,,11.23,9.33,22031548,1369
AssenZuid,7,2013/08/14 22:00:00+00,-1.97,,11.23,9.26,22031548,1370
AssenZuid,7,2013/08/27 22:00:00+00,-1.92,,11.23,9.31,22031548,1371
AssenZuid,7,2013/09/25 22:00:00+00,-1.96,,11.23,9.27,22031548,1372
AssenZuid,7,2013/10/24 22:00:00+00,-1.88,,11.23,9.35,22031548,1373
AssenZuid,7,2013/11/20 23:00:00+00,-1.76,,11.23,9.47,22031548,1374
AssenZuid,7,2013/12/18 23:00:00+00,-1.73,"mv 10,68",11.23,9.5,22031548,1375
AssenZuid,7,2014/01/16 23:00:00+00,-1.68,,11.23,9.55,22031548,1376
AssenZuid,7,2014/01/30 23:00:00+00,-0.76,,11.23,10.47,22031548,1377
AssenZuid,52,2011/07/06 22:00:00+00,-1.73,,10.4,8.67,22031427,1378
AssenZuid,8,2014/09/10 22:00:00+00,-1.6,,11.9,10.3,22031549,1379
AssenZuid,5.1,2014/03/26 23:00:00+00,-1.27,,12.19,10.92,22900004,1380
AssenZuid,46,2012/10/30 23:00:00+00,-1.23,,11.7,10.47,22900020,1381
AssenZuid,52,2011/08/03 22:00:00+00,-0.78,,10.4,9.62,22031427,1382
AssenZuid,6,2012/01/18 23:00:00+00,-0.54,,9.81,9.27,22031547,1383
AssenZuid,53,2011/07/06 22:00:00+00,-2.52,,12.04,9.52,22031428,1384
AssenZuid,8,2014/09/24 22:00:00+00,-1.96,,11.9,9.94,22031549,1385
AssenZuid,5.1,2014/04/09 22:00:00+00,-1.3,,12.19,10.89,22900004,1386
AssenZuid,46,2012/11/20 23:00:00+00,-1.29,,11.7,10.41,22900020,1387
AssenZuid,52,2011/08/30 22:00:00+00,-1.31,,10.4,9.09,22031427,1388
AssenZuid,6,2012/02/22 23:00:00+00,-0.54,,9.81,9.27,22031547,1389
AssenZuid,53,2011/08/03 22:00:00+00,-1.22,,12.04,10.82,22031428,1390
AssenZuid,8,2014/10/08 22:00:00+00,-1.98,,11.9,9.92,22031549,1391
AssenZuid,5.1,2014/04/24 22:00:00+00,-1.28,,12.19,10.91,22900004,1392
AssenZuid,46,2012/12/18 23:00:00+00,-1.18,,11.7,10.52,22900020,1393
AssenZuid,52,2011/09/27 22:00:00+00,-1.49,,10.4,8.91,22031427,1394
AssenZuid,6,2012/04/10 22:00:00+00,-0.8,,9.81,9.01,22031547,1395
AssenZuid,53,2011/08/30 22:00:00+00,-1.61,,12.04,10.43,22031428,1396
AssenZuid,8,2014/10/22 22:00:00+00,-1.83,,11.9,10.07,22031549,1397
AssenZuid,5.1,2014/06/03 22:00:00+00,-1.28,,12.19,13.47,22900004,1398
AssenZuid,46,2013/01/15 23:00:00+00,-1.29,,11.7,10.41,22900020,1399
AssenZuid,52,2011/11/23 23:00:00+00,-1.84,,10.65,8.81,22031427,1400
AssenZuid,6,2012/05/08 22:00:00+00,-0.78,,9.81,9.03,22031547,1401
AssenZuid,53,2011/09/27 22:00:00+00,-1.85,,12.04,10.19,22031428,1402
AssenZuid,9,2010/04/13 22:00:00+00,-1.35,,11.36,10.01,22031379,1403
AssenZuid,5.1,2014/06/18 22:00:00+00,-1.49,,12.19,13.68,22900004,1404
AssenZuid,46,2013/02/13 23:00:00+00,-1.23,,11.7,10.47,22900020,1405
AssenZuid,52,2011/12/20 23:00:00+00,-0.99,,10.65,9.66,22031427,1406
AssenZuid,6,2012/06/06 22:00:00+00,-0.93,,9.81,8.88,22031547,1407
AssenZuid,53,2011/10/26 22:00:00+00,-1.65,,12.04,10.39,22031428,1408
AssenZuid,9,2011/02/16 23:00:00+00,-1.06,0 meting,11.36,10.3,22031379,1409
AssenZuid,5.1,2014/07/02 22:00:00+00,-1.47,,12.19,13.66,22900004,1410
AssenZuid,46,2013/03/13 23:00:00+00,-1.28,,11.7,10.42,22900020,1411
AssenZuid,52,2012/01/18 23:00:00+00,-1.4,,10.65,9.25,22031427,1412
AssenZuid,6,2012/06/26 22:00:00+00,-0.76,,9.81,9.05,22031547,1413
AssenZuid,53,2011/11/23 23:00:00+00,-2.09,,12.04,9.95,22031428,1414
AssenZuid,9,2011/03/16 23:00:00+00,-1.06,,11.36,10.3,22031379,1415
AssenZuid,5.1,2014/07/14 22:00:00+00,-1.55,,12.19,13.74,22900004,1416
AssenZuid,46,2013/04/10 22:00:00+00,-1.28,,11.7,10.42,22900020,1417
AssenZuid,52,2012/02/22 23:00:00+00,-1.27,,10.65,9.38,22031427,1418
AssenZuid,6,2012/07/25 22:00:00+00,-0.89,,9.81,8.92,22031547,1419
AssenZuid,53,2011/12/20 23:00:00+00,-1.21,,12.04,10.83,22031428,1420
AssenZuid,9,2011/05/09 22:00:00+00,-1.5,,11.36,9.86,22031379,1421
AssenZuid,5.1,2014/08/13 22:00:00+00,-1.59,,12.19,13.78,22900004,1422
AssenZuid,5.1,2014/08/27 22:00:00+00,-1.54,,12.19,13.73,22900004,1423
AssenZuid,5.1,2014/09/10 22:00:00+00,-1.64,,12.19,10.55,22900004,1424
AssenZuid,5.1,2014/10/22 22:00:00+00,0,weg,12.19,12.19,22900004,1425
AssenZuid,5.2,2012/06/06 22:00:00+00,-1.25,,12.01,10.76,22900003,1426
AssenZuid,5.2,2012/06/26 22:00:00+00,-1.14,,12.01,10.87,22900003,1427
AssenZuid,5.2,2012/07/25 22:00:00+00,-1.28,,12.01,10.73,22900003,1428
AssenZuid,5.2,2012/09/26 22:00:00+00,-1.3,,12.01,10.71,22900003,1429
AssenZuid,5.2,2012/10/30 23:00:00+00,-1.14,,12.01,10.87,22900003,1430
AssenZuid,5.2,2012/11/20 23:00:00+00,-1.14,,12.01,10.87,22900003,1431
AssenZuid,5.2,2012/12/18 23:00:00+00,-0.96,,12.01,11.05,22900003,1432
AssenZuid,5.2,2013/02/13 23:00:00+00,-0.96,,12.01,11.05,22900003,1433
AssenZuid,5.2,2013/03/13 23:00:00+00,-1.26,,12.01,10.75,22900003,1434
AssenZuid,5.2,2013/04/10 22:00:00+00,-1.15,,12.01,10.86,22900003,1435
AssenZuid,5.2,2013/05/06 22:00:00+00,-1.29,,12.01,10.72,22900003,1436
AssenZuid,5.2,2013/06/04 22:00:00+00,-1.35,,12.01,10.66,22900003,1437
AssenZuid,5.2,2013/07/02 22:00:00+00,-1.38,,12.01,10.63,22900003,1438
AssenZuid,5.2,2013/08/14 22:00:00+00,-1.5,,12.01,10.51,22900003,1439
AssenZuid,5.2,2013/08/27 22:00:00+00,-1.57,,12.01,10.44,22900003,1440
AssenZuid,5.2,2013/09/25 22:00:00+00,-1.42,,12.01,10.59,22900003,1441
AssenZuid,5.2,2013/11/20 23:00:00+00,-1.08,,12.01,10.93,22900003,1442
AssenZuid,5.2,2013/12/18 23:00:00+00,-1.15,"mv 11,37",12.01,10.86,22900003,1443
AssenZuid,5.2,2014/01/16 23:00:00+00,-0.9,,12.01,11.11,22900003,1444
AssenZuid,5.2,2014/01/30 23:00:00+00,-1.02,,12.01,10.99,22900003,1445
AssenZuid,5.2,2014/02/13 23:00:00+00,-1.18,,12.01,10.83,22900003,1446
AssenZuid,5.2,2014/02/26 23:00:00+00,-1.05,,12.01,10.96,22900003,1447
AssenZuid,5.2,2014/03/12 23:00:00+00,-1.16,,12.01,10.85,22900003,1448
AssenZuid,5.2,2014/03/26 23:00:00+00,-1.07,,12.01,10.94,22900003,1449
AssenZuid,5.2,2014/04/09 22:00:00+00,-1.12,,12.01,10.89,22900003,1450
AssenZuid,5.2,2014/04/24 22:00:00+00,-1.13,,12.01,10.88,22900003,1451
AssenZuid,5.2,2014/06/03 22:00:00+00,-1.07,,12.01,13.08,22900003,1452
AssenZuid,5.2,2014/06/18 22:00:00+00,-1.25,,12.01,13.26,22900003,1453
AssenZuid,5.2,2014/07/02 22:00:00+00,-1.29,,12.01,13.3,22900003,1454
AssenZuid,5.2,2014/07/14 22:00:00+00,-1.36,,12.01,13.37,22900003,1455
AssenZuid,5.2,2014/08/13 22:00:00+00,-1.4,,12.01,13.41,22900003,1456
AssenZuid,9,2011/06/08 22:00:00+00,-1.63,,11.36,9.73,22031379,1457
AssenZuid,46,2013/05/06 22:00:00+00,-1.45,,11.7,10.25,22900020,1458
AssenZuid,53,2012/01/18 23:00:00+00,-1.27,,12.04,10.77,22031428,1459
AssenZuid,52,2012/04/10 22:00:00+00,-1.77,,10.65,8.88,22031427,1460
AssenZuid,9,2011/07/06 22:00:00+00,-1.56,,11.36,9.8,22031379,1461
AssenZuid,46,2013/06/04 22:00:00+00,-1.45,,11.7,10.25,22900020,1462
AssenZuid,53,2012/02/22 23:00:00+00,-1.31,,12.04,10.73,22031428,1463
AssenZuid,52,2012/05/08 22:00:00+00,-1.74,,10.65,8.91,22031427,1464
AssenZuid,9,2011/08/03 22:00:00+00,-1.1,,11.36,10.26,22031379,1465
AssenZuid,6,2012/08/29 22:00:00+00,-0.9,,9.81,8.91,22031547,1466
AssenZuid,46,2013/07/02 22:00:00+00,-1.45,,11.7,10.25,22900020,1467
AssenZuid,53,2012/04/10 22:00:00+00,-1.83,,12.04,10.21,22031428,1468
AssenZuid,52,2012/06/06 22:00:00+00,-1.84,,10.65,8.81,22031427,1469
AssenZuid,9,2011/08/30 22:00:00+00,-1.21,,11.36,10.15,22031379,1470
AssenZuid,6,2012/09/26 22:00:00+00,-0.92,,9.81,8.89,22031547,1471
AssenZuid,46,2013/08/14 22:00:00+00,-1.5,,11.7,10.2,22900020,1472
AssenZuid,53,2012/05/08 22:00:00+00,-1.93,,12.04,10.11,22031428,1473
AssenZuid,52,2012/06/26 22:00:00+00,-1.45,,10.65,9.2,22031427,1474
AssenZuid,9,2011/09/27 22:00:00+00,-1.28,,11.36,10.08,22031379,1475
AssenZuid,6,2012/10/30 23:00:00+00,-0.72,,9.81,9.09,22031547,1476
AssenZuid,46,2013/08/27 22:00:00+00,-1.55,,11.7,10.15,22900020,1477
AssenZuid,53,2012/06/06 22:00:00+00,-2.15,,12.04,9.89,22031428,1478
AssenZuid,52,2012/07/25 22:00:00+00,-1.75,,10.65,8.9,22031427,1479
AssenZuid,9,2011/10/26 22:00:00+00,-1.2,,11.36,10.16,22031379,1480
AssenZuid,6,2012/11/20 23:00:00+00,-0.71,,9.81,9.1,22031547,1481
AssenZuid,46,2013/09/25 22:00:00+00,-1.43,,11.7,10.27,22900020,1482
AssenZuid,53,2012/06/26 22:00:00+00,-1.54,,12.04,10.5,22031428,1483
AssenZuid,52,2012/08/29 22:00:00+00,-1.8,,10.65,8.85,22031427,1484
AssenZuid,9,2011/11/23 23:00:00+00,-1.31,,11.36,10.05,22031379,1485
AssenZuid,6,2012/12/18 23:00:00+00,-0.54,,9.81,9.27,22031547,1486
AssenZuid,46,2013/10/24 22:00:00+00,-1.35,,11.7,10.35,22900020,1487
AssenZuid,53,2012/07/25 22:00:00+00,-1.87,,12.04,10.17,22031428,1488
AssenZuid,52,2012/09/26 22:00:00+00,-1.84,,10.65,8.81,22031427,1489
AssenZuid,9,2011/12/20 23:00:00+00,-0.95,,11.36,10.41,22031379,1490
AssenZuid,6,2013/01/15 23:00:00+00,-0.69,,9.81,9.12,22031547,1491
AssenZuid,5.1,2012/06/06 22:00:00+00,-1.49,,12.19,10.7,22900004,1492
AssenZuid,53,2012/08/29 22:00:00+00,-1.87,,12.04,10.17,22031428,1493
AssenZuid,52,2012/10/30 23:00:00+00,-1.52,,10.65,9.13,22031427,1494
AssenZuid,9,2012/01/18 23:00:00+00,-1.08,,11.36,10.28,22031379,1495
AssenZuid,6,2013/02/13 23:00:00+00,-0.58,,9.81,9.23,22031547,1496
AssenZuid,5.1,2012/06/26 22:00:00+00,-1.38,,12.19,10.81,22900004,1497
AssenZuid,53,2012/09/26 22:00:00+00,-2.15,,12.04,9.89,22031428,1498
AssenZuid,52,2012/11/20 23:00:00+00,-1.64,,10.65,9.01,22031427,1499
AssenZuid,9,2012/02/22 23:00:00+00,-1.03,,11.36,10.33,22031379,1500
AssenZuid,6,2013/03/13 23:00:00+00,-0.7,,9.81,9.11,22031547,1501
AssenZuid,5.1,2012/07/25 22:00:00+00,-1.66,,12.19,10.53,22900004,1502
AssenZuid,53,2012/10/30 23:00:00+00,-1.65,,12.04,10.39,22031428,1503
AssenZuid,52,2012/12/18 23:00:00+00,-1.15,,10.65,9.5,22031427,1504
AssenZuid,9,2012/04/10 22:00:00+00,-1.23,,11.36,10.13,22031379,1505
AssenZuid,6,2013/05/06 22:00:00+00,-0.82,,9.81,8.99,22031547,1506
AssenZuid,5.1,2012/09/26 22:00:00+00,-1.56,,12.19,10.63,22900004,1507
AssenZuid,53,2012/11/20 23:00:00+00,-1.78,,12.04,10.26,22031428,1508
AssenZuid,53,2012/12/18 23:00:00+00,-1.34,,12.04,10.7,22031428,1509
AssenZuid,53,2013/01/15 23:00:00+00,-1.56,,12.04,10.48,22031428,1510
AssenZuid,53,2013/05/06 22:00:00+00,-1.47,,11.37,9.9,22031428,1511
AssenZuid,53,2013/06/04 22:00:00+00,-1.5,,12.04,10.54,22031428,1512
AssenZuid,53,2013/07/02 22:00:00+00,-1.55,,12.04,10.49,22031428,1513
AssenZuid,53,2013/08/14 22:00:00+00,-1.66,,12.04,10.38,22031428,1514
AssenZuid,53,2013/08/27 22:00:00+00,-1.76,,12.04,10.28,22031428,1515
AssenZuid,53,2013/09/25 22:00:00+00,-1.57,,12.04,10.47,22031428,1516
AssenZuid,53,2013/10/24 22:00:00+00,-1.48,,12.04,10.56,22031428,1517
AssenZuid,53,2013/11/20 23:00:00+00,-1.17,,12.04,10.87,22031428,1518
AssenZuid,53,2013/12/18 23:00:00+00,-1.04,"mv 11,52",12.04,11,22031428,1519
AssenZuid,53,2014/01/16 23:00:00+00,-0.95,,12.04,11.09,22031428,1520
AssenZuid,53,2014/01/30 23:00:00+00,-1.08,,12.04,10.96,22031428,1521
AssenZuid,53,2014/02/13 23:00:00+00,-1.04,,12.04,11,22031428,1522
AssenZuid,53,2014/02/26 23:00:00+00,-1.1,,12.04,10.94,22031428,1523
AssenZuid,53,2014/03/12 23:00:00+00,-1.26,,12.04,10.78,22031428,1524
AssenZuid,53,2014/03/26 23:00:00+00,-1.16,,12.04,10.88,22031428,1525
AssenZuid,53,2014/04/09 22:00:00+00,-1.25,,12.04,10.79,22031428,1526
AssenZuid,53,2014/04/24 22:00:00+00,-1.24,,12.04,10.8,22031428,1527
AssenZuid,53,2014/05/08 22:00:00+00,-1.13,,12.04,10.91,22031428,1528
AssenZuid,53,2014/06/03 22:00:00+00,-1.14,,12.04,13.18,22031428,1529
AssenZuid,53,2014/06/18 22:00:00+00,-1.43,,12.04,13.47,22031428,1530
AssenZuid,53,2014/07/02 22:00:00+00,-1.56,,12.04,13.6,22031428,1531
AssenZuid,53,2014/07/14 22:00:00+00,-1.63,,12.04,13.67,22031428,1532
AssenZuid,9,2012/05/08 22:00:00+00,-1.25,,11.36,10.11,22031379,1533
AssenZuid,5.1,2012/10/30 23:00:00+00,-1.35,,12.19,10.84,22900004,1534
AssenZuid,9,2012/06/06 22:00:00+00,-1.34,,11.36,10.02,22031379,1535
AssenZuid,5.1,2012/11/20 23:00:00+00,-1.33,,12.19,10.86,22900004,1536
AssenZuid,9,2012/06/26 22:00:00+00,-1.23,,11.36,10.13,22031379,1537
AssenZuid,5.1,2012/12/18 23:00:00+00,-1.11,,12.19,11.08,22900004,1538
AssenZuid,6,2013/06/04 22:00:00+00,-0.7,,9.81,9.11,22031547,1539
AssenZuid,9,2012/07/25 22:00:00+00,-1.35,,11.36,10.01,22031379,1540
AssenZuid,5.1,2013/01/15 23:00:00+00,-1.2,,12.19,10.99,22900004,1541
AssenZuid,6,2013/07/02 22:00:00+00,-0.62,,9.81,9.19,22031547,1542
AssenZuid,9,2012/08/29 22:00:00+00,-1.32,,11.36,10.04,22031379,1543
AssenZuid,52,2013/01/15 23:00:00+00,-1.46,,10.65,9.19,22031427,1544
AssenZuid,5.1,2013/02/13 23:00:00+00,-1.16,,12.19,11.03,22900004,1545
AssenZuid,6,2013/08/14 22:00:00+00,-0.58,,9.81,9.23,22031547,1546
AssenZuid,9,2012/09/26 22:00:00+00,-1.36,,11.36,10,22031379,1547
AssenZuid,52,2013/02/13 23:00:00+00,-1.4,,10.65,9.25,22031427,1548
AssenZuid,5.1,2013/03/13 23:00:00+00,-1.24,,12.19,10.95,22900004,1549
AssenZuid,6,2013/08/27 22:00:00+00,-0.55,,9.81,9.26,22031547,1550
