FID,id,grid_code,se_anno_cad_data,area,len,gdb_geomattr_data,shape
dieptepolygonen_noordzee__bonn_gebied_.21,721,-5,,,,,"POLYGON ((719836.7319999998 6990063.942899998, 719736.7326999996 6990063.942899998, 719736.7326999996 6990163.943100002, 719836.7319999998 6990163.943100002, 719836.7319999998 6990063.942899998))"
dieptepolygonen_noordzee__bonn_gebied_.22,722,-5,,,,,"POLYGON ((746536.7324999999 6990063.942899998, 746436.7323000003 6990063.942899998, 746436.7323000003 6990163.943100002, 746536.7324999999 6990163.943100002, 746536.7324999999 6990063.942899998))"
dieptepolygonen_noordzee__bonn_gebied_.23,723,0,,,,,"POLYGON ((746636.7326999996 6990063.942899998, 746536.7324999999 6990063.942899998, 746536.7324999999 6990163.943100002, 746636.7326999996 6990163.943100002, 746636.7326999996 6990063.942899998))"
dieptepolygonen_noordzee__bonn_gebied_.24,724,5,,,,,"POLYGON ((746736.7319999998 6990063.942899998, 746636.7326999996 6990063.942899998, 746636.7326999996 6990163.943100002, 746736.7319999998 6990163.943100002, 746736.7319999998 6990063.942899998))"
dieptepolygonen_noordzee__bonn_gebied_.25,725,10,,,,,"POLYGON ((746736.7319999998 6990063.942899998, 746736.7319999998 6990163.943100002, 746836.7322000004 6990163.943100002, 746836.7322000004 6990063.942899998, 746736.7319999998 6990063.942899998))"
dieptepolygonen_noordzee__bonn_gebied_.26,726,-40,,,,,"POLYGON ((774736.7325999998 6990063.942899998, 774636.7324000001 6990063.942899998, 774636.7324000001 6990263.943399999, 774736.7325999998 6990263.943399999, 774736.7325999998 6990063.942899998))"
dieptepolygonen_noordzee__bonn_gebied_.27,727,-20,,,,,"POLYGON ((774836.7319 6990063.942899998, 774736.7325999998 6990063.942899998, 774736.7325999998 6990263.943399999, 774836.7319 6990263.943399999, 774836.7319 6990163.943100002, 774836.7319 6990063.942899998))"
dieptepolygonen_noordzee__bonn_gebied_.28,728,5,,,,,"POLYGON ((707436.7324000001 6990463.942899998, 707536.7325999998 6990463.942899998, 707536.7325999998 6990563.943100002, 707736.7322000004 6990563.943100002, 707736.7322000004 6990763.942600001, 707836.7324000001 6990763.942600001, 707836.7324000001 6990863.9428, 707936.7325999998 6990863.9428, 708336.7324999999 6990863.9428, 708336.7324999999 6990463.942899998, 708336.7324999999 6989963.942699999, 707436.7324000001 6989963.942699999, 707436.7324000001 6990463.942899998))"
dieptepolygonen_noordzee__bonn_gebied_.29,729,5,,,,,"POLYGON ((709936.7324000001 6989963.942699999, 708936.7319999998 6989963.942699999, 708936.7319999998 6990463.942899998, 709014.4665999999 6990554.158599999, 709836.7320999997 6990863.9428, 710336.7323000003 6990863.9428, 710336.7323000003 6990363.942699999, 710018.3727000002 6990282.253899999, 709936.7324000001 6989963.942699999))"
dieptepolygonen_noordzee__bonn_gebied_.30,730,10,,,,,"POLYGON ((709936.7324000001 6989963.942699999, 710018.3727000002 6990282.253899999, 710336.7323000003 6990363.942699999, 710173.3530000001 6990127.315699998, 709936.7324000001 6989963.942699999))"
dieptepolygonen_noordzee__bonn_gebied_.31,731,10,,,,,"POLYGON ((719736.7326999996 6989963.942699999, 719636.7324000001 6989963.942699999, 719636.7324000001 6990063.942899998, 719736.7326999996 6990063.942899998, 719736.7326999996 6989963.942699999))"
dieptepolygonen_noordzee__bonn_gebied_.32,732,0,,,,,"POLYGON ((719836.7319999998 6989963.942699999, 719736.7326999996 6989963.942699999, 719736.7326999996 6990063.942899998, 719836.7319999998 6990063.942899998, 719836.7319999998 6989963.942699999))"
dieptepolygonen_noordzee__bonn_gebied_.33,1113,0,,,,,"POLYGON ((732536.7322000004 6985763.942699999, 732436.7319999998 6985763.942699999, 732236.7324000001 6985763.942699999, 732236.7324000001 6985863.942899998, 732336.7326999996 6985863.942899998, 732536.7322000004 6985863.942899998, 732536.7322000004 6985763.942699999))"
dieptepolygonen_noordzee__bonn_gebied_.34,1114,5,,,,,"POLYGON ((732636.7324000001 6985763.942699999, 732536.7322000004 6985763.942699999, 732536.7322000004 6985863.942899998, 732636.7324000001 6985863.942899998, 732636.7324000001 6985763.942699999))"
dieptepolygonen_noordzee__bonn_gebied_.35,1115,10,,,,,"POLYGON ((732636.7324000001 6985763.942699999, 732636.7324000001 6985863.942899998, 732736.7325999998 6985863.942899998, 732736.7325999998 6985763.942699999, 732636.7324000001 6985763.942699999))"
dieptepolygonen_noordzee__bonn_gebied_.36,1116,-20,,,,,"POLYGON ((740736.7326999996 6985763.942699999, 740436.7319999998 6985763.942699999, 740436.7319999998 6985863.942899998, 740736.7326999996 6985863.942899998, 740736.7326999996 6985763.942699999))"
dieptepolygonen_noordzee__bonn_gebied_.37,1117,-30,,,,,"POLYGON ((740936.7322000004 6985763.942699999, 740736.7326999996 6985763.942699999, 740736.7326999996 6985863.942899998, 740936.7322000004 6985863.942899998, 740936.7322000004 6985763.942699999))"
dieptepolygonen_noordzee__bonn_gebied_.38,1118,-10,,,,,"POLYGON ((741036.7324000001 6985763.942699999, 740936.7322000004 6985763.942699999, 740936.7322000004 6985863.942899998, 741036.7324000001 6985863.942899998, 741036.7324000001 6985763.942699999))"
dieptepolygonen_noordzee__bonn_gebied_.39,1119,10,,,,,"POLYGON ((741036.7324000001 6985763.942699999, 741036.7324000001 6985863.942899998, 741136.7325999998 6985863.942899998, 741136.7325999998 6985763.942699999, 741036.7324000001 6985763.942699999))"
dieptepolygonen_noordzee__bonn_gebied_.40,1120,-20,,,,,"POLYGON ((731436.7324999999 6985663.942499999, 731077.5526999999 6985704.787300002, 730836.7320999997 6985763.942699999, 730836.7320999997 6986063.943399999, 730736.7319 6986063.943399999, 730736.7319 6986263.942899998, 730636.7325999998 6986263.942899998, 730636.7325999998 6986363.943100002, 730536.7324000001 6986363.943100002, 730436.7322000004 6986363.943100002, 730436.7322000004 6986863.943300001, 730936.7324000001 6986863.943300001, 731055.2871000003 6985915.8105, 731236.7320999997 6985863.942899998, 731236.7320999997 6985763.942699999, 731436.7324999999 6985763.942699999, 731436.7324999999 6985663.942499999))"
dieptepolygonen_noordzee__bonn_gebied_.41,1121,-10,,,,,"POLYGON ((731636.7319999998 6985663.942499999, 731536.7318000002 6985663.942499999, 731436.7324999999 6985663.942499999, 731436.7324999999 6985763.942699999, 731536.7318000002 6985763.942699999, 731636.7319999998 6985763.942699999, 731636.7319999998 6985663.942499999))"
dieptepolygonen_noordzee__bonn_gebied_.42,1122,-5,,,,,"POLYGON ((731736.7323000003 6985663.942499999, 731636.7319999998 6985663.942499999, 731636.7319999998 6985763.942699999, 731736.7323000003 6985763.942699999, 731736.7323000003 6985663.942499999))"
dieptepolygonen_noordzee__bonn_gebied_.43,1123,5,,,,,"POLYGON ((731836.7324999999 6985663.942499999, 731736.7323000003 6985663.942499999, 731736.7323000003 6985763.942699999, 731836.7324999999 6985763.942699999, 731836.7324999999 6985663.942499999))"
dieptepolygonen_noordzee__bonn_gebied_.44,1124,10,,,,,"POLYGON ((732136.7322000004 6985663.942499999, 731836.7324999999 6985663.942499999, 731836.7324999999 6985763.942699999, 732136.7322000004 6985763.942699999, 732136.7322000004 6985663.942499999))"
dieptepolygonen_noordzee__bonn_gebied_.45,1125,5,,,,,"POLYGON ((732436.7319999998 6985663.942499999, 732336.7326999996 6985663.942499999, 732136.7322000004 6985663.942499999, 732136.7322000004 6985763.942699999, 732236.7324000001 6985763.942699999, 732436.7319999998 6985763.942699999, 732436.7319999998 6985663.942499999))"
dieptepolygonen_noordzee__bonn_gebied_.46,1126,10,,,,,"POLYGON ((732436.7319999998 6985663.942499999, 732436.7319999998 6985763.942699999, 732536.7322000004 6985763.942699999, 732636.7324000001 6985763.942699999, 732636.7324000001 6985663.942499999, 732436.7319999998 6985663.942499999))"
dieptepolygonen_noordzee__bonn_gebied_.47,1127,0,,,,,"POLYGON ((741036.7324000001 6985663.942499999, 740936.7322000004 6985663.942499999, 740936.7322000004 6985763.942699999, 741036.7324000001 6985763.942699999, 741036.7324000001 6985663.942499999))"
dieptepolygonen_noordzee__bonn_gebied_.48,1128,-5,,,,,"POLYGON ((731536.7318000002 6985563.9432, 731436.7324999999 6985563.9432, 731436.7324999999 6985663.942499999, 731536.7318000002 6985663.942499999, 731536.7318000002 6985563.9432))"
dieptepolygonen_noordzee__bonn_gebied_.49,1129,5,,,,,"POLYGON ((731636.7319999998 6985563.9432, 731536.7318000002 6985563.9432, 731536.7318000002 6985663.942499999, 731636.7319999998 6985663.942499999, 731636.7319999998 6985563.9432))"
dieptepolygonen_noordzee__bonn_gebied_.50,1130,10,,,,,"POLYGON ((731636.7319999998 6985563.9432, 731636.7319999998 6985663.942499999, 731736.7323000003 6985663.942499999, 731736.7323000003 6985563.9432, 731636.7319999998 6985563.9432))"
dieptepolygonen_noordzee__bonn_gebied_.51,1131,10,,,,,"POLYGON ((732336.7326999996 6985663.942499999, 732436.7319999998 6985663.942499999, 732386.7323000003 6985535.866500001, 732336.7326999996 6985663.942499999))"
dieptepolygonen_noordzee__bonn_gebied_.52,1132,-5,,,,,"POLYGON ((740936.7322000004 6985563.9432, 740836.7319999998 6985563.9432, 740736.7326999996 6985563.9432, 740536.7322000004 6985563.9432, 740536.7322000004 6985663.942499999, 740936.7322000004 6985663.942499999, 740936.7322000004 6985563.9432))"
dieptepolygonen_noordzee__bonn_gebied_.53,1133,10,,,,,"POLYGON ((740936.7322000004 6985563.9432, 740936.7322000004 6985663.942499999, 741036.7324000001 6985663.942499999, 741036.7324000001 6985563.9432, 740936.7322000004 6985563.9432))"
dieptepolygonen_noordzee__bonn_gebied_.54,1134,-100,,,,,"POLYGON ((641536.7324999999 6985463.943, 641147.6694 6985530.037999999, 640893.1777999997 6985951.943599999, 641371.7905000001 6986407.503899999, 641493.1772999996 6986020.382599998, 641536.7324999999 6985463.943))"
dieptepolygonen_noordzee__bonn_gebied_.55,1135,-50,,,,,"POLYGON ((725936.7324000001 6985463.943, 725436.7323000003 6985463.943, 725436.7323000003 6985963.943100002, 725536.7324999999 6985963.943100002, 725536.7324999999 6986063.943399999, 725669.1538000004 6986166.1587000005, 725818.8612000002 6987047.457199998, 726352.5526999999 6987478.780699998, 726714.5645000003 6986958.254900001, 726836.7325999998 6986863.943300001, 726836.7325999998 6986763.943100002, 727036.7320999997 6986763.943100002, 727036.7320999997 6986663.9428, 727136.7323000003 6986663.9428, 727136.7323000003 6986563.942600001, 727236.7324999999 6986563.942600001, 727295.9117 6986323.098299999, 727336.7318000002 6985963.943100002, 727236.7324999999 6985963.943100002, 726952.8455999997 6986495.955899999, 726398.0599999996 6986723.0068, 726216.3225999996 6986696.151000001, 725993.1774000004 6985607.503899999, 725936.7324000001 6985463.943))"
dieptepolygonen_noordzee__bonn_gebied_.56,1136,-10,,,,,"POLYGON ((730836.7320999997 6985463.943, 730836.7320999997 6985763.942699999, 731077.5526999999 6985704.787300002, 731436.7324999999 6985663.942499999, 731436.7324999999 6985563.9432, 731236.7320999997 6985563.9432, 730970.3258999996 6985530.349599998, 730836.7320999997 6985463.943))"
dieptepolygonen_noordzee__bonn_gebied_.57,1137,0,,,,,"POLYGON ((731436.7324999999 6985463.943, 731236.7320999997 6985463.943, 731236.7320999997 6985563.9432, 731436.7324999999 6985563.9432, 731436.7324999999 6985463.943))"
dieptepolygonen_noordzee__bonn_gebied_.58,1138,10,,,,,"POLYGON ((731436.7324999999 6985463.943, 731436.7324999999 6985563.9432, 731536.7318000002 6985563.9432, 731536.7318000002 6985463.943, 731436.7324999999 6985463.943))"
dieptepolygonen_noordzee__bonn_gebied_.59,1139,5,,,,,"POLYGON ((740836.7319999998 6985463.943, 740736.7326999996 6985463.943, 740736.7326999996 6985563.9432, 740836.7319999998 6985563.9432, 740836.7319999998 6985463.943))"
dieptepolygonen_noordzee__bonn_gebied_.60,1140,10,,,,,"POLYGON ((740836.7319999998 6985463.943, 740836.7319999998 6985563.9432, 740936.7322000004 6985563.9432, 740936.7322000004 6985463.943, 740836.7319999998 6985463.943))"
dieptepolygonen_noordzee__bonn_gebied_.61,1141,-50,,,,,"POLYGON ((770936.7324999999 6985463.943, 770436.7324000001 6985463.943, 770436.7324000001 6985963.943100002, 770436.7324000001 6986563.942600001, 770355.0920000002 6986882.253800001, 770236.7319 6986963.942600001, 770236.7319 6987163.943, 770136.7325999998 6987163.943, 770136.7325999998 6987363.942499999, 770036.7324000001 6987363.942499999, 770036.7324000001 6987563.943, 769936.7322000004 6987563.943, 769936.7322000004 6987663.9432, 769836.7319999998 6987663.9432, 769836.7319999998 6987763.942499999, 769736.7326999996 6987763.942499999, 769736.7326999996 6987963.942899998, 769636.7324999999 6987963.942899998, 769636.7324999999 6988063.943100002, 769636.7324999999 6988163.943399999, 769536.7322000004 6988163.943399999, 769536.7322000004 6988263.942699999, 769436.7319999998 6988263.942699999, 769436.7319999998 6988363.942899998, 769744.9353 6988310.305199999, 770092.2982000001 6987719.4725, 770225.6974 6987402.8829, 770528.0411 6986888.4789, 770681.1662999997 6986008.413199998, 770892.2991000004 6985919.473099999, 770936.7324999999 6985463.943))"
dieptepolygonen_noordzee__bonn_gebied_.62,1545,20,,,,,"POLYGON ((779936.7319999998 6982663.943300001, 780436.7322000004 6982663.943300001, 780436.7322000004 6982763.942600001, 780536.7324000001 6982763.942600001, 780636.7325999998 6982763.942600001, 780736.7319 6982763.942600001, 780736.7319 6982863.9428, 780836.7320999997 6982863.9428, 781136.7319 6982863.9428, 781136.7319 6982963.943, 781436.7324999999 6982963.943, 781536.7318000002 6982963.943, 781536.7318000002 6983063.9432, 781636.7320999997 6983063.9432, 781736.7323000003 6983063.9432, 781736.7323000003 6983163.942499999, 781836.7324999999 6983163.942499999, 781836.7324999999 6983263.9428, 781836.7324999999 6983363.943, 782436.7319999998 6983363.943, 782436.7319999998 6983263.9428, 782436.7319999998 6983163.942499999, 782436.7319999998 6983063.9432, 782436.7319999998 6982963.943, 782436.7319999998 6982863.9428, 782536.7322000004 6982863.9428, 782636.7324000001 6982863.9428, 782636.7324000001 6982763.942600001, 782736.7325999998 6982763.942600001, 782836.7319 6982763.942600001, 782936.7320999997 6982763.942600001, 783036.7324000001 6982763.942600001, 783036.7324000001 6982663.943300001, 783136.7325999998 6982663.943300001, 783236.7319 6982663.943300001, 783236.7319 6982563.943100002, 783336.7320999997 6982563.943100002, 783336.7320999997 6982463.9428, 783536.7324999999 6982463.9428, 783636.7318000002 6982463.9428, 783736.7320999997 6982463.9428, 783836.7323000003 6982463.9428, 783836.7323000003 6981963.942699999, 779936.7319999998 6981963.942699999, 779936.7319999998 6982663.943300001))"
dieptepolygonen_noordzee__bonn_gebied_.63,1546,-10,,,,,"POLYGON ((784436.7326999996 6981963.942699999, 783936.7324999999 6981963.942699999, 783936.7324999999 6982463.9428, 784036.7326999996 6982463.9428, 784136.7319999998 6982463.9428, 784136.7319999998 6982663.943300001, 784268.5685 6982777.547800001, 784136.7319999998 6984363.943300001, 784836.7325999998 6984363.943300001, 784836.7325999998 6983863.943100002, 784336.7324999999 6983863.943100002, 784336.7324999999 6983263.9428, 784336.7324999999 6982763.942600001, 784393.1774000004 6982420.382100001, 784436.7326999996 6981963.942699999))"
dieptepolygonen_noordzee__bonn_gebied_.64,1547,-10,,,,,"POLYGON ((785536.7323000003 6981963.942699999, 785436.7320999997 6981963.942699999, 785436.7320999997 6982063.942899998, 785436.7320999997 6982263.943300001, 785536.7323000003 6982263.943300001, 785536.7323000003 6982163.943100002, 785536.7323000003 6981963.942699999))"
dieptepolygonen_noordzee__bonn_gebied_.65,1548,0,,,,,"POLYGON ((785636.7324999999 6981963.942699999, 785536.7323000003 6981963.942699999, 785536.7323000003 6982163.943100002, 785636.7324999999 6982163.943100002, 785636.7324999999 6982063.942899998, 785636.7324999999 6981963.942699999))"
dieptepolygonen_noordzee__bonn_gebied_.66,1549,5,,,,,"POLYGON ((698336.7326999996 6981863.943399999, 698236.7324999999 6981863.943399999, 698236.7324999999 6982063.942899998, 698336.7326999996 6982063.942899998, 698336.7326999996 6981863.943399999))"
dieptepolygonen_noordzee__bonn_gebied_.67,1550,5,,,,,"POLYGON ((770636.7319 6981863.943399999, 770490.6387 6981989.839899998, 770736.7320999997 6982063.942899998, 770636.7319 6981863.943399999))"
dieptepolygonen_noordzee__bonn_gebied_.68,1551,-10,,,,,"POLYGON ((698136.7323000003 6981763.943100002, 698017.006 6981849.7707, 697799.5257000001 6982565.603500001, 698209.9744999995 6982859.810400002, 698040.3454 6983564.003699999, 698249.2319999998 6984105.513999999, 698836.7319999998 6983963.943399999, 698836.7319999998 6982463.9428, 698336.7326999996 6982463.9428, 698336.7326999996 6982363.942600001, 698236.7324999999 6982363.942600001, 698236.7324999999 6982263.943300001, 698236.7324999999 6982163.943100002, 698136.7323000003 6982163.943100002, 698136.7323000003 6981763.943100002))"
dieptepolygonen_noordzee__bonn_gebied_.69,1552,-5,,,,,"POLYGON ((698236.7324999999 6981763.943100002, 698136.7323000003 6981763.943100002, 698136.7323000003 6982163.943100002, 698236.7324999999 6982163.943100002, 698236.7324999999 6982063.942899998, 698236.7324999999 6981863.943399999, 698236.7324999999 6981763.943100002))"
dieptepolygonen_noordzee__bonn_gebied_.70,1553,-100,,,,,"POLYGON ((762336.7320999997 6981763.943100002, 761823.7435999997 6981809.572799999, 761604.2126000002 6982703.4146, 761836.7319 6982863.9428, 761836.7319 6982163.943100002, 762336.7320999997 6982163.943100002, 762336.7320999997 6981763.943100002))"
dieptepolygonen_noordzee__bonn_gebied_.71,1554,-5,,,,,"POLYGON ((770436.7324000001 6981763.943100002, 769936.7322000004 6981763.943100002, 769936.7322000004 6982363.942600001, 770436.7324000001 6982363.942600001, 771024.4280000003 6982406.869199999, 770936.7324999999 6982763.942600001, 771036.7319 6982763.942600001, 771036.7319 6982663.943300001, 771136.7320999997 6982663.943300001, 771214.5643999996 6982328.127500001, 770490.6387 6982205.153499998, 770436.7324000001 6981763.943100002))"
dieptepolygonen_noordzee__bonn_gebied_.72,1555,0,,,,,"POLYGON ((698336.7326999996 6981663.942899998, 698236.7324999999 6981663.942899998, 698236.7324999999 6981763.943100002, 698236.7324999999 6981863.943399999, 698336.7326999996 6981863.943399999, 698336.7326999996 6981663.942899998))"
dieptepolygonen_noordzee__bonn_gebied_.73,1556,-5,,,,,"POLYGON ((770536.7325999998 6981663.942899998, 770436.7324000001 6981663.942899998, 770436.7324000001 6981763.943100002, 770536.7325999998 6981763.943100002, 770536.7325999998 6981663.942899998))"
dieptepolygonen_noordzee__bonn_gebied_.74,1557,0,,,,,"POLYGON ((770636.7319 6981663.942899998, 770536.7325999998 6981663.942899998, 770536.7325999998 6981763.943100002, 770436.7324000001 6981763.943100002, 770490.6387 6982205.153499998, 771214.5643999996 6982328.127500001, 771136.7320999997 6982663.943300001, 771436.7326999996 6982463.9428, 771536.7319999998 6982463.9428, 771836.7326999996 6982463.9428, 771836.7326999996 6981963.942699999, 771336.7324999999 6981963.942699999, 771336.7324999999 6982163.943100002, 770736.7320999997 6982163.943100002, 770736.7320999997 6982063.942899998, 770490.6387 6981989.839899998, 770636.7319 6981863.943399999, 770636.7319 6981663.942899998))"
dieptepolygonen_noordzee__bonn_gebied_.75,1558,5,,,,,"POLYGON ((770736.7320999997 6981663.942899998, 770636.7319 6981663.942899998, 770636.7319 6981863.943399999, 770736.7320999997 6981863.943399999, 770736.7320999997 6981663.942899998))"
dieptepolygonen_noordzee__bonn_gebied_.76,1559,10,,,,,"POLYGON ((770836.7323000003 6981663.942899998, 770736.7320999997 6981663.942899998, 770736.7320999997 6981863.943399999, 770636.7319 6981863.943399999, 770736.7320999997 6982063.942899998, 771236.7323000003 6982063.942899998, 771236.7323000003 6981963.942699999, 770836.7323000003 6981963.942699999, 770836.7323000003 6981663.942899998))"
dieptepolygonen_noordzee__bonn_gebied_.111,733,-20,,,,,"POLYGON ((719936.7322000004 6989963.942699999, 719836.7319999998 6989963.942699999, 719836.7319999998 6990063.942899998, 719836.7319999998 6990163.943100002, 719769.1538000004 6990561.727000002, 719439.8573000003 6990815.926199999, 718936.7318000002 6990863.9428, 718936.7318000002 6991363.943, 719392.2984999996 6991319.473000001, 719706.4590999996 6990802.187600002, 720336.7320999997 6990463.942899998, 720336.7320999997 6990363.942699999, 720018.3724999996 6990282.253899999, 719936.7322000004 6989963.942699999))"
dieptepolygonen_noordzee__bonn_gebied_.112,734,-10,,,,,"POLYGON ((719936.7322000004 6989963.942699999, 720018.3724999996 6990282.253899999, 720336.7320999997 6990363.942699999, 720255.0917999996 6990045.632399999, 719936.7322000004 6989963.942699999))"
dieptepolygonen_noordzee__bonn_gebied_.77,1560,-20,,,,,"POLYGON ((698136.7323000003 6981563.942699999, 697795.7167999996 6981817.6292, 697579.4080999997 6982306.600299999, 697426.1851000004 6982871.809999999, 696894.0563000003 6983692.391399998, 697010.0724 6984275.3752, 697336.7324000001 6984363.943300001, 697936.7319 6984363.943300001, 697936.7319 6984863.942600001, 698936.7322000004 6984863.942600001, 698936.7322000004 6984963.9428, 698936.7322000004 6985863.942899998, 698936.7322000004 6986363.943100002, 699436.7324000001 6986363.943100002, 699436.7324000001 6986863.943300001, 699913.5877999999 6986912.582199998, 700891.1270000003 6987522.731699999, 701336.7319 6988363.942899998, 701936.7323000003 6988363.942899998, 701890.4429000001 6987910.2258, 701728.5292999996 6987620.058899999, 701436.7322000004 6986963.942600001, 701336.7319 6986963.942600001, 701336.7319 6986663.9428, 700820.0332000004 6986614.632199999, 700436.7326999996 6986463.943300001, 700336.7324999999 6986463.943300001, 700336.7324999999 6986363.943100002, 700290.443 6985910.226, 700009.4857999999 6985406.582400002, 699683.0214 6984517.6598000005, 699636.7319 6983963.943399999, 698836.7319999998 6983963.943399999, 698249.2319999998 6984105.513999999, 698040.3454 6983564.003699999, 698209.9744999995 6982859.810400002, 697799.5257000001 6982565.603500001, 698017.006 6981849.7707, 698136.7323000003 6981763.943100002, 698136.7323000003 6981563.942699999))"
