FID,cte,dtm,fixtxt,gradenhoek,interp,kilom,layer,omschr,tctype,txtc17,txtc30,txts20,vartxt,wegind,wegnr,se_anno_cad_data
dtb_wegen_1993_2000_punt.27,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.28,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.29,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.30,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.31,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.32,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.33,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.34,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.35,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.36,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.37,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.38,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.39,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.40,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.41,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.42,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.43,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.44,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.45,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.46,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.47,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.48,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.49,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.50,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.51,N0503051,N, bmn,0, , ,1,boomgroep, , , , , , , ,
dtb_wegen_1993_2000_punt.52,F03,N, begraafplaats,0, , ,1,begraafplaats,begraafplaats, , , , , , ,
dtb_wegen_1993_2000_punt.53,F1901,N, bh,0, , ,1,bushalte,bushalte, , , , , , ,
dtb_wegen_1993_2000_punt.54,F1901,N, bh,0, , ,1,bushalte,bushalte, , , , , , ,
dtb_wegen_1993_2000_punt.55,F1901,N, bh,0, , ,1,bushalte,bushalte, , , , , , ,
dtb_wegen_1993_2000_punt.56,N030101,N, bld,0, , ,1,bouwland/akkerland, , , , , , , ,
dtb_wegen_1993_2000_punt.57,N030101,N, bld,0, , ,1,bouwland/akkerland, , , , , , , ,
dtb_wegen_1993_2000_punt.58,N0303,N,bmn,0, , ,1,boomgaard, , , , , , , ,
dtb_wegen_1993_2000_punt.59,N0303,N,bmn,0, , ,1,boomgaard, , , , , , , ,
dtb_wegen_1993_2000_punt.60,N0303,N,bmgd,0, , ,1,boomgaard, , , , , , , ,
dtb_wegen_1993_2000_punt.61,N0303,N,bmn,0, , ,1,boomgaard, , , , , , , ,
dtb_wegen_1993_2000_punt.62,N0303,N,bmn,0, , ,1,boomgaard, , , , , , , ,
dtb_wegen_1993_2000_punt.63,N0303,N,bmn,0, , ,1,boomgaard, , , , , , , ,
dtb_wegen_1993_2000_punt.64,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.65,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.66,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.67,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.68,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.69,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.70,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.71,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.72,N0503,N, bmn en strkn,0, , ,1,bomen en struiken,bomen en struiken, , , , , , ,
dtb_wegen_1993_2000_punt.73,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.74,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.75,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.76,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.77,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.78,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.79,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.80,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.81,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.82,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.83,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.84,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.85,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.86,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.87,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.88,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.89,N0503,N, bmn en strkn,0, , ,1,bomen en struiken,bomen en struiken, , , , , , ,
dtb_wegen_1993_2000_punt.90,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.91,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.92,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.93,N0503,N, bmn en strkn,0, , ,1,bomen en struiken, , , , , , , ,
dtb_wegen_1993_2000_punt.94,N0503,N, bmn en strkn,0, , ,1,bomen en struiken,bomen en struiken, , , , , , ,
dtb_wegen_1993_2000_punt.95,N0503,N, bmn en strkn,0, , ,1,bomen en struiken,bomen en struiken, , , , , , ,
dtb_wegen_1993_2000_punt.96,N0503,N, bmn en strkn,0, , ,1,bomen en struiken,bomen en struiken, , , , , , ,
dtb_wegen_1993_2000_punt.97,N0503,N, bmn en strkn,0, , ,1,bomen en struiken,bomen en struiken, , , , , , ,
dtb_wegen_1993_2000_punt.98,N0503,N,bmn en strkn,0,1, ,1,bomen en struiken,bomen en struiken, , , , , , ,
dtb_wegen_1993_2000_punt.99,N0503,N, bmn en strkn,0, , ,1,bomen en struiken,bomen en struiken, , , , , , ,
dtb_wegen_1993_2000_punt.100,N0503,N, bmn en strkn,0, , ,1,bomen en struiken,bomen en struiken, , , , , , ,
