Ministerie;Leverancier;7000 - Huisvesting overig;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;Eindtotaal
BZK;Aannemingsbedrijf Gebr. van Stiphout B.V.;;2;;;;2
BZK;Aannemingsbedrijf Hoefakker B.V.;;1;;;;1
BZK;Aannemingsbedrijf L. Ligtvoet B.V.;;2;;;;2
BZK;Aannemingsbedrijf P. Klein en Zoon B.V.;;5;;;;5
BZK;Aannemingsbedrijf W.A.J. van Benten;;2;;;;2
BZK;Aannemingsmaatschappij Hegeman B.V.;;6;;;;6
BZK;Aannemingsmaatschappij Van Gelder B.V.;;3;;;;3
BZK;Aannemingsmaatschappij ZVS Eemnes B.V.;;4;;;;4
BZK;ABC Security Systems B.V.;;6;;;;6
BZK;ABC Zoetermeer B.V.;;;;;1;1
BZK;Abiom Communication Systems (A.C.S.) B.V.;;3;;;;3
BZK;ABO-Milieuconsult B.V.;;2;;;;2
BZK;About Flowers;;1;;;;1
BZK;ABT B.V.;;5;;;;5
BZK;Acacia Water B.V.;;2;;;;2
BZK;Accres Real Estate B.V.;;;2;;3;4
BZK;Accretio Vastgoed B.V.;;;;;2;2
BZK;Achmea Services;;;3;;5;5
BZK;Achterberg Schilders B.V.;;2;;;;2
BZK;Ad Hoc Data B.V.;;;;;1;1
BZK;Ad Hoc Security B.V.;;;;;2;2
BZK;AddVoltage B.V.;;4;;;;4
BZK;Admiraal Schilders B.V.;;2;;;;2
BZK;Advast Real Estate Office Support;;2;;;;2
BZK;Adviesbureau Brekelmans;;1;;;;1
BZK;Adviesbureau I.O.W. B.V.;;1;;;;1
BZK;Adviesbureau Newton B.V.;;;;;1;1
BZK;Adviesbureau Van den Bosch;;2;;;;2
BZK;Adviesbureau voor Oppervlaktetechnologie;;1;;;;1
BZK;Adviesburo de Vaal B.V.;;2;;;;2
BZK;AED Solutions B.V.;;1;;;;1
BZK;Aelmans Service- en Stafdiensten B.V.;;;;;1;1
BZK;Aemoces B.V.;;1;;;;1
BZK;AEREA B.V.;;2;1;;;2
BZK;Aermast Holland;;1;;;;1
BZK;Aerolux B.V.;;2;;;;2
BZK;AEVES B.V.;;2;;;;2
BZK;Afpro Filtertechniek B.V.;;4;;;;4
BZK;Afvalwater Services B.V.;;2;;;;2
BZK;Afvalwatertechniek NB Milieu B.V.;;2;;;;2
BZK;AG Nova Architekten Amersfoort B.V.;;2;;;;2
BZK;AgriTeam Noord-Holland B.V.;;;;;1;1
BZK;AHA-Adviseurs;;4;;;;4
BZK;Ahrend v. Ipenburg;;1;;;;1
BZK;Ahrens GmbH;;1;;;;1
BZK;Air Cooling Services;;3;;;;3
BZK;Air Group B.V.;;2;;;;2
BZK;AIR QUALITY IMPROVEMENT B.V.;;3;;;;3
BZK;Airport Maintenance Services B.V.;;2;;;;2
BZK;Airsain;;2;;;;2
BZK;Akkermans Interieurbouw B.V.;;2;;;;2
BZK;Ako Sol B.V.;;1;;;;1
BZK;Alberts & Muus Bedrijfshuisvesting B.V.;;;;;2;2
BZK;Albro Bouw en Advies;;1;;;;1
BZK;Alfatech;;5;;;;5
BZK;Algeco B.V.;;2;;;4;4
BZK;Algemeen Bouwbedrijf Albo Aruba N.V.;;6;;;;6
BZK;Algemeen Pensioenfonds van Curacao;;;;;5;5
BZK;Algemene Stichting Welzijn Appingedam;;;;;1;1
BZK;Alhako Aluminiumindustrie B.V.;;1;;;;1
BZK;Alimak Group Benelux B.V.;;6;;;;6
BZK;All IT Rooms B.V.;;3;;;;3
BZK;Alliander N.V.;;1;2;;;2
BZK;Allinq Networks B.V.;;4;;;;4
BZK;Allsafe Mini Opslag Amsterdam B.V.;;;2;;5;5
BZK;Alluance Group B.V.;;1;;;;1
BZK;Alp Lift B.V.;;1;;;;1
BZK;Alphaplan B.V.;;3;;;;3
BZK;Alpheios B.V.;;1;;;;1
BZK;Alsta Nassau B.V.;;4;;;;4
BZK;Altavilla B.V.;;2;;;;2
BZK;Altena Cleaning Beheer B.V.;;6;;;;6
BZK;Altena Group B.V.;;1;;;;1
BZK;Altop Kunststoftechniek B.V.;;2;;;;2
BZK;Alument B.V.;;1;;;;1
BZK;Alvero Kantoormeubelverhuur B.V.;;2;;;;2
BZK;Amdev Vastgoedcombinatie B.V.;;;;;2;2
BZK;Amenddak;;5;;;;5
BZK;AMI Maastricht;;2;;;;2
BZK;AMMANU International Sales B.V.;;1;;;;1
BZK;AMT Allround Montage & Timmerbedrijf.;;3;;;;3
BZK;Analyselab B.V.;;1;;;;1
BZK;Analytisch Diagnostisch Centrum NV;;3;;;;3
BZK;Andale;;1;;;;1
BZK;Andersson Elffers Felix;;1;;;;1
BZK;Andre Hekel, Metaal;;1;;;;1
BZK;Andre Knaapen VOR;;3;;;;3
BZK;Anglican Church The Bottom, Saba;;;;;2;2
BZK;Anna Vastgoed & Cultuur;;;;;1;1
BZK;Anna Vastgoed Beheer B.V.;;2;;;;2
BZK;Anoniem_BZK_100;;7;;;;7
BZK;Anoniem_BZK_104;;;;;1;1
BZK;Anoniem_BZK_109;;4;;;;4
BZK;Anoniem_BZK_110;;1;;;;1
BZK;Anoniem_BZK_112;;1;;;;1
BZK;Anoniem_BZK_124;;;;;1;1
BZK;Anoniem_BZK_127;;;;;3;3
BZK;Anoniem_BZK_128;;1;;;;1
BZK;Anoniem_BZK_130;;4;;;;4
BZK;Anoniem_BZK_131;;7;;;;7
BZK;Anoniem_BZK_132;;;;;2;2
BZK;Anoniem_BZK_137;;2;;;;2
BZK;Anoniem_BZK_145;;1;;;;1
BZK;Anoniem_BZK_152;;2;;;;2
BZK;Anoniem_BZK_159;;1;;;;1
BZK;Anoniem_BZK_16;;2;;;;2
BZK;Anoniem_BZK_17;;4;;;;4
BZK;Anoniem_BZK_171;;3;;;;3
BZK;Anoniem_BZK_178;;3;;;;3
BZK;Anoniem_BZK_18;;;;;2;2
BZK;Anoniem_BZK_184;;5;;;;5
BZK;Anoniem_BZK_185;;;;;5;5
BZK;Anoniem_BZK_186;;;;;1;1
BZK;Anoniem_BZK_195;;;;;1;1
BZK;Anoniem_BZK_197;;1;;;;1
BZK;Anoniem_BZK_200;;2;;;;2
BZK;Anoniem_BZK_203;;3;;;;3
BZK;Anoniem_BZK_206;;7;;;;7
BZK;Anoniem_BZK_214;;1;;;;1
BZK;Anoniem_BZK_215;;;1;;2;2
BZK;Anoniem_BZK_222;;1;;;;1
BZK;Anoniem_BZK_243;;6;;;;6
BZK;Anoniem_BZK_246;;;2;;2;2
BZK;Anoniem_BZK_251;;6;;;2;6
BZK;Anoniem_BZK_253;;5;;;;5
BZK;Anoniem_BZK_262;;1;;;;1
BZK;Anoniem_BZK_267;;1;;;;1
BZK;Anoniem_BZK_268;;1;;;;1
BZK;Anoniem_BZK_27;;;;;5;5
BZK;Anoniem_BZK_29;;1;;;;1
BZK;Anoniem_BZK_302;;;;;1;1
BZK;Anoniem_BZK_305;;1;;;;1
BZK;Anoniem_BZK_313;;1;;;;1
BZK;Anoniem_BZK_317;;1;;;;1
BZK;Anoniem_BZK_323;;2;;;;2
BZK;Anoniem_BZK_328;;;;;2;2
BZK;Anoniem_BZK_329;;1;;;;1
BZK;Anoniem_BZK_33;;3;;;;3
BZK;Anoniem_BZK_34;;7;;;;7
BZK;Anoniem_BZK_35;;7;;;;7
BZK;Anoniem_BZK_351;;;;;1;1
BZK;Anoniem_BZK_36;;3;;;;3
BZK;Anoniem_BZK_362;;1;;;;1
BZK;Anoniem_BZK_363;;3;;;;3
BZK;Anoniem_BZK_365;;;;;1;1
BZK;Anoniem_BZK_366;;1;;;;1
BZK;Anoniem_BZK_368;;1;;;2;2
BZK;Anoniem_BZK_369;;9;;;;9
BZK;Anoniem_BZK_37;;1;;;;1
BZK;Anoniem_BZK_372;;;1;;2;2
BZK;Anoniem_BZK_373;;1;;;;1
BZK;Anoniem_BZK_379;;2;;;;2
BZK;Anoniem_BZK_38;;7;;;;7
BZK;Anoniem_BZK_383;;;1;;2;2
BZK;Anoniem_BZK_384;;1;;;;1
BZK;Anoniem_BZK_388;;1;;;;1
BZK;Anoniem_BZK_39;;3;;;;3
BZK;Anoniem_BZK_400;;6;;;;6
BZK;Anoniem_BZK_409;;2;;;;2
BZK;Anoniem_BZK_410;;4;;;;4
BZK;Anoniem_BZK_411;;2;;;;2
BZK;Anoniem_BZK_413;;1;;;;1
BZK;Anoniem_BZK_415;;1;;;;1
BZK;Anoniem_BZK_42;;3;;;;3
BZK;Anoniem_BZK_422;;1;;;;1
BZK;Anoniem_BZK_424;;1;;;;1
BZK;Anoniem_BZK_427;;;4;;6;6
BZK;Anoniem_BZK_434;;;;;2;2
BZK;Anoniem_BZK_437;;2;;;;2
BZK;Anoniem_BZK_438;;3;;;;3
BZK;Anoniem_BZK_446;;;;;6;6
BZK;Anoniem_BZK_452;;;;;2;2
BZK;Anoniem_BZK_52;;1;;;;1
BZK;Anoniem_BZK_58;;1;;;;1
BZK;Anoniem_BZK_59;;4;;;;4
BZK;Anoniem_BZK_60;;1;;;;1
BZK;Anoniem_BZK_66;;2;;;;2
BZK;Anoniem_BZK_68;;1;;;;1
BZK;Anoniem_BZK_77;;;;;1;1
BZK;Anoniem_BZK_79;;1;;;;1
BZK;Anoniem_BZK_85;;3;;;;3
BZK;Anoniem_BZK_86;;6;;;;6
BZK;Anoniem_BZK_87;;6;;;;6
BZK;Anoniem_BZK_89;;1;;;;1
BZK;Anoniem_BZK_96;;1;;;;1
BZK;Antalis B.V.;;1;;;;1
BZK;Antea Nederland B.V.;;5;;;;5
BZK;Anticimex;;2;;;;2
BZK;Antropia B.V.;;1;;;;1
BZK;AON Nederl. Makel. in Assurant.-Risico-Advis.;;;;;;
BZK;APA Construction N.V.;;2;;;;2
BZK;Apac Airconditioning B.V.;;3;;;;3
BZK;APAC Services B.V.;;5;;;;5
BZK;APCOA Parking Nederland B.V.;;1;;;;1
BZK;APO IMMO KAP INZ.ZKN;;;4;;5;5
BZK;Applicom Nederland B.V.;;2;;;;2
BZK;APPM Management Consultants B.V.;;;;;;
BZK;Apptimize;;1;;;;1
BZK;Aprisco Retail Parks III B.V.;;;;;6;6
BZK;AQ Cumulus B.V.;;1;;;;1
BZK;AQ Group B.V.;;1;;;;1
BZK;Aquatech NV;;1;;;;1
BZK;AquaTerra-KuiperBurger (ATKB);;1;;;;1
BZK;ARCADIS Nederland;;7;;;;7
BZK;Architectenbureau De Twee Snoeken B.V.;;6;;;;6
BZK;Architectenbureau Prent B.V.;;1;;;;1
BZK;Arends Advies;;;;;1;1
BZK;ARG Group;;2;;;;2
BZK;Arian Tuintechniek;;3;;;;3
BZK;Ark Portfolio III Owner C.V.;;;;;5;5
BZK;Arno Dols Hoveniersbedrijf;;2;;;;2
BZK;Arnold Pander;;1;;;;1
BZK;Aronsohn Construct. Raadgev. Ingenieurs B.V.;;1;;;;1
BZK;Arsycon B.V.;;1;;;;1
BZK;Art View;;;;;1;1
BZK;Arubaanse Schilders- en Afwerkingsbedrijf;;5;;;;5
BZK;Arubaanse Wegenbouw Maatschappij N.V.;;1;;;;1
BZK;Arup B.V.;;7;;;;7
BZK;ASB Sanering B.V.;;2;;;;2
BZK;ASB Security B.V.;;2;;;;2
BZK;Asbest Partners Brabant B.V.;;2;;;;2
BZK;Asbestsanering en Milieutechniek Heezen B.V.;;2;;;;2
BZK;Asbestsanering Zuid Nederland;;1;;;;1
BZK;ASD Aruba Supplies & Distributors NV;;2;;;;2
BZK;Asecos B.V.;;1;;;;1
BZK;Asiaquest Ventures Holding N.V.;;;;;4;4
BZK;Asito B.V.;;1;;;;1
BZK;Askon Eden Architectuur;;1;;;;1
BZK;ASR Dutch Mobility Office Custodian B.V.;;;4;;6;6
BZK;ASSA ABLOY Entrance Systems;;5;;;;5
BZK;ASSA ABLOY Nederland B.V.;;2;;;;2
BZK;At Osborne B.V.;;4;;;;4
BZK;Atelier Eline Hoftiezer;;2;;;;2
BZK;Atelier Lennart van Dijk;;2;;;;2
BZK;Atelier Liesbeth Stinissen;;1;;;;1
BZK;Atelier Walvis Groep;;2;;;;2
BZK;Atelier ZET;;1;;;;1
BZK;Ates Control B.V.;;2;;;;2
BZK;Atrium Vastgoedmanagement B.V.;;;;;1;1
BZK;Aukje Dekker;;2;;;;2
BZK;Ausems Vastgoed B.V.;;1;;;;1
BZK;Autobusbedrijf Doornbos B.V.;;;;;1;1
BZK;Automatic Signal Rijsenhout B.V.;;5;;;;5
BZK;Aveco De Bondt;;2;;;;2
BZK;Avitec Infra & Milieu N.V.;;6;;;;6
BZK;Axis Holding B.V.;;;;;4;4
BZK;B&G Hekwerk B.V.;;1;;;;1
BZK;B. van den Hoek Wegenbouw B.V.;;2;;;;2
BZK;B. Wolbrink;;1;;;;1
BZK;B.R.I. Sicherheidstechnik GmbH;;1;;;;1
BZK;B.R.I. Sicherheitstechnik;;1;;;;1
BZK;B.R.N. Parket B.V.;;1;;;;1
BZK;B.V. Aannemingsbedrijf J.J. Meijer;;3;;;;3
BZK;B.V. Betonbouw Curacao;;1;;;;1
BZK;B.V. Bouw- & Aannemingsbedr. G. de Haan & Zn.;;2;;;;2
BZK;B.V. Bouwbedrijf Breumelhof;;7;;;;7
BZK;B.V. Bouwbedrijf J.A. van Niftrik;;5;;;;5
BZK;B.V. 'Esbi';;;;;2;2
BZK;B.V. Eurodeur v/h Stam en Visser;;1;;;;1
BZK;B.V. Exploitatie Reservegronden Flevoland;;;;;2;2
BZK;B.V. Handel- en Exploitatiemij. Ruygrok;;;;;2;2
BZK;B.V. Technisch Bureau 'Massier';;6;;;;6
BZK;B2B Bedrijfshygiëne B.V.;;1;;;;1
BZK;Baac Bur. Bouwh. Archeol. Archit.&Cult.hist.;;1;;;;1
BZK;Babbage Company B.V.;;1;;;;1
BZK;Baggerbedrijf De Boer;;4;;;;4
BZK;Baks Loon- en Grondverzetbedrijf B.V.;;5;;;;5
BZK;Balance B.V.;;;;;1;1
BZK;Balance Liftadvies B.V.;;2;;;;2
BZK;Balentin Rioleringsbeheer & Constructie;;2;;;;2
BZK;Ballast Nedam Infra B.V.;;1;;;;1
BZK;Balm B.V.;;1;;;;1
BZK;BAM Bouw en Techniek B.V.;;9;;;;9
BZK;BAM Bouw en Techniek regio Zuidwest;;5;;;;5
BZK;BAM Energy Systems B.V.;;1;;;;1
BZK;Banketbakkerij Maison Kelder B.V.;;1;;;;1
BZK;Banketbakkerij-Tearoom H. van Haaren;;1;;;;1
BZK;Basalt Bouwadvies B.V.;;6;;;;6
BZK;BAS-Bouwkundig Adviesbureau Spaans;;1;;;;1
BZK;Base Projecten B.V.;;2;;;;2
BZK;BaseValue B.V.;;;;;2;2
BZK;Bastion Zuid B.V.;;;;;7;7
BZK;BAYERNFONDS IMMOBILIENVERWALTUNG GMBH & CO. OBJECT HOLLAND 2 KG;;;4;;8;9
BZK;Bayernfonds Immobilienverwaltung GMBH&Co object Holland 1 KG;;3;8;;7;9
BZK;BBA Binnenmilieu B.V.;;2;;;;2
BZK;BBA Bur. voor Bouwh. en Architect.geschied.;;2;;;;2
BZK;BBC Bouwmanagement B.V.;;5;;;;5
BZK;BCM Consultancy B.V.;;;;;1;1
BZK;bct architecten, ingenieurs en adviseurs B.V.;;1;;;;1
BZK;BDA Dak- en Geveladvies B.V.;;2;;;;2
BZK;BedrijfsMotivaties B.V.;;1;;;;1
BZK;Beelen Dakdekkers;;4;;;;4
BZK;Beens Dredging B.V.;;6;;;;6
BZK;beersnielsen lichtontwerpers;;1;;;;1
BZK;Beerstra Installatietechniek;;4;;;;4
BZK;Beheer Kaya Grandi Stichting;;;;;5;5
BZK;Beheeraccent B.V.;;2;;;;2
BZK;Beijer en Zoon B.V.;;1;;;;1
BZK;BeInControl Security Systems B.V.;;2;;;;2
BZK;BeKaZet Vastgoed B.V.;;;;;5;5
BZK;Belderink & Zn. Schilders- en Spuitbedr. B.V.;;2;;;;2
BZK;Bergh Brandkasten Service B.V.;;1;;;;1
BZK;Bergsma Drain B.V.;;2;;;;2
BZK;Berki Brandbeveiliging B.V.;;5;;;;5
BZK;Berko Noord B.V.;;2;;;;2
BZK;BERNS Architectuur B.V.;;4;;;;4
BZK;Best Value Group B.V.;;1;;;;1
BZK;Best Vision Inventarisaties B.V.;;;;;1;1
BZK;Beta-Guard B.V.;;2;;;;2
BZK;Betonboringen Zuid-Nederland B.V.;;1;;;;1
BZK;Beuk Touringcars;;1;;;;1
BZK;Bevers Service & Onderhoud B.V.;;1;;;;1
BZK;Bierman Henket architecten B.V.;;7;;;;7
BZK;BIJ HOUT reclame- & vlaggenmakers;;1;;;;1
BZK;Bijlsma Hijs- en Heftechniek Joure B.V.;;5;;;;5
BZK;Bilfinger Tebodin Netherlands B.V.;;2;;;;2
BZK;BIMlink B.V.;;3;;;;3
BZK;BINK Elektro B.V.;;4;;;;4
BZK;Biolab Research & Solutions B.V.;;2;;;;2
BZK;Bison Investments B.V.;;;2;;3;4
BZK;BJ projectmanagement B.V.;;3;;;;3
