Identificatie;Datum zaak start;Stap;Zaakstatus;Datum zaak uiterste;Hoofdcategorie (zaaktype mor);Subcategorie (zaaktype mor);straat (zaaktype mor);Ter hoogte van (zaaktype mor);Wijk (zaaktype mor)
143633;10-6-2015 15:57;Definitief afgesloten;Afgesloten;17-6-2015 15:57;Groen;Gras;Brugakker;;Zeist West
134697;11-2-2015 15:58;Definitief afgesloten;Afgesloten;18-2-2015 15:58;Verlichting;Lamp defect;Laan van Vollenhove;Tegenover de 4e portiek Montessoriflat;Zeist Noord
132226;14-1-2015 9:30;Definitief afgesloten;Afgesloten;21-1-2015 9:30;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Thorbeckelaan;;
143020;4-6-2015 7:00;Definitief afgesloten;Afgesloten;4-6-2015 7:00;Wegen, fiets- en voetpaden;Gebreken wegdek;Panweg;als je van Panweg de Johan van Oldenbarneveldlaan oprijdt;Zeist Noord
140731;30-4-2015 14:56;Definitief afgesloten;Afgesloten;7-5-2015 14:56;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Arnoldus Stramroodlaan;;Zeist Noord
132880;21-1-2015 15:15;Definitief afgesloten;Afgesloten;28-1-2015 15:15;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;De Clomp;drempel voorbij brug parkeerterrein A.H.;Zeist West
145345;3-7-2015 15:59;Definitief afgesloten;Afgesloten;10-7-2015 15:59;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Griffensteijnselaan;;Zeist West
137287;16-3-2015 12:55;Definitief afgesloten;Afgesloten;23-3-2015 12:55;Groen;Struiken;Prof. Sproncklaan;;Zeist Noord
137323;16-3-2015 14:07;Definitief afgesloten;Afgesloten;23-3-2015 14:07;Groen;Struiken;Jan Thijssenlaan;;Zeist Noord
150947;27-9-2015 7:00;Definitief afgesloten;Afgesloten;29-9-2015 7:00;Verlichting;Netwerkstoring;Taveernelaan;Taveernelaan en deels biltseweg;Den Dolder e.o.
147390;4-8-2015 10:44;Definitief afgesloten;Afgesloten;11-8-2015 10:44;Groen;Bomen;Sumatralaan;voor nr. 26;Zeist Noord
140449;28-4-2015 8:50;Definitief afgesloten;Afgesloten;5-5-2015 8:50;Groen;Bomen;Roemer Visscherlaan;;Zeist Noord
148682;25-8-2015 9:33;Definitief afgesloten;Afgesloten;1-9-2015 9:33;Groen;Bomen;Zinzendorflaan;;Zeist West
150014;10-9-2015 16:49;Definitief afgesloten;Afgesloten;17-9-2015 16:49;Groen;Bomen;Van Tetslaan;;Zeist Centrum
151101;29-9-2015 11:21;Lopend;In behandeling;6-10-2015 11:21;Groen;Struiken;Oranje-Nassaulaan;;
141139;7-5-2015 11:00;Definitief afgesloten;Afgesloten;14-5-2015 11:00;Groen;Bomen;Verlengde Slotlaan;Groenstrook achter de verlengde slotlaan ;Zeist Centrum
146773;27-7-2015 9:45;Definitief afgesloten;Afgesloten;3-8-2015 9:45;Groen;Bomen;De Brink;voor huisnummer 38;Zeist West
146796;27-7-2015 10:28;Definitief afgesloten;Afgesloten;3-8-2015 10:28;Groen;Bomen;Sophialaan;;Zeist Oost
133744;2-2-2015 9:47;Definitief afgesloten;Afgesloten;9-2-2015 9:47;Groen;Bomen;Schroeder vd Kolklaan;;Den Dolder e.o.
147117;29-7-2015 14:11;Definitief afgesloten;Afgesloten;29-7-2015 14:11;Groen;Bomen;Bergweg;Tegenover huisnummer 180;Zeist Noord
145264;3-7-2015 8:12;Definitief afgesloten;Afgesloten;10-7-2015 8:12;Groen;Bomen;De Heuvel;;Zeist Centrum
144766;25-6-2015 9:44;Definitief afgesloten;Afgesloten;2-7-2015 9:44;Groen;Bomen;Verlengde Slotlaan;;Zeist Centrum
148650;22-8-2015 7:00;Definitief afgesloten;Afgesloten;31-8-2015 7:00;Groen;Bomen;Brugakker;tegenover 3701;Zeist West
137484;18-3-2015 12:42;Definitief afgesloten;Afgesloten;19-3-2015 12:42;Riolering;Putdeksel;Oude Arnhemseweg;;Zeist Noord
137294;16-3-2015 13:09;Definitief afgesloten;Afgesloten;23-3-2015 13:09;Straatmeubilair;Verkeers-/ straatnaambord;Oude Arnhemseweg;;Zeist Noord
152695;21-10-2015 19:02;Definitief afgesloten;Afgesloten;28-10-2015 18:02;Groen;Bomen;Laan van Beek en Royen;;Zeist Centrum
153466;3-11-2015 11:20;Definitief afgesloten;Afgesloten;10-11-2015 11:20;Groen;Bomen;Dalweg;t.o. huisnummer 15;Zeist Centrum
140735;30-4-2015 15:01;Definitief afgesloten;Afgesloten;7-5-2015 15:01;Groen;Bomen;Crosestein;;Zeist West
141714;15-5-2015 14:47;Definitief afgesloten;Afgesloten;22-5-2015 14:47;Groen;Bomen;Van der Heijdenlaan;;Zeist Noord
142778;2-6-2015 11:14;Definitief afgesloten;Afgesloten;9-6-2015 11:14;Groen;Bomen;Roemer Visscherlaan;;Zeist Noord
141713;15-5-2015 14:32;Definitief afgesloten;Afgesloten;22-5-2015 14:32;Groen;Bomen;Panweg;;Zeist Noord
142284;26-5-2015 12:58;Definitief afgesloten;Afgesloten;2-6-2015 12:58;Groen;Bomen;Krugerlaan;;Zeist Centrum
150550;21-9-2015 11:48;Definitief afgesloten;Afgesloten;28-9-2015 11:48;Groen;Onkruid;Brugakker;;Zeist West
141822;18-5-2015 13:56;Definitief afgesloten;Afgesloten;25-5-2015 13:56;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Homeruslaan;;Zeist Centrum
142292;26-5-2015 13:28;Definitief afgesloten;Afgesloten;2-6-2015 13:28;Groen;Bomen;Brugakker;;Zeist West
138030;22-3-2015 7:00;Definitief afgesloten;Afgesloten;30-3-2015 8:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Eekhoornlaan;;Den Dolder e.o.
137225;16-3-2015 10:05;Definitief afgesloten;Afgesloten;23-3-2015 10:05;Verlichting;Overig (verlichting);Frederik Hendriklaan;;Zeist Oost
145381;6-7-2015 12:20;Definitief afgesloten;Afgesloten;13-7-2015 12:20;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Bergweg;;Zeist Noord
148723;25-8-2015 11:31;Definitief afgesloten;Afgesloten;1-9-2015 11:31;Wegen, fiets- en voetpaden;Gebreken wegdek;Maurikstraat;politiebureau;Zeist Centrum
144921;29-6-2015 11:22;Definitief afgesloten;Afgesloten;6-7-2015 11:22;Groen;Struiken;Nijenheim;achter nijenheim 60014-6003;Zeist West
140241;23-4-2015 15:58;Definitief afgesloten;Afgesloten;30-4-2015 15:58;Groen;Overig (Groen);Jozef Israëlslaan;;Den Dolder e.o.
142733;2-6-2015 8:39;Definitief afgesloten;Afgesloten;9-6-2015 8:39;Groen;Struiken;Warande;;Zeist Noord
150185;15-9-2015 10:40;Definitief afgesloten;Afgesloten;22-9-2015 10:40;Handhaving;Parkeren;Kersbergenlaan;;Zeist West
151491;4-10-2015 7:00;Definitief afgesloten;Afgesloten;12-10-2015 7:00;Verlichting;Lamp defect;Eikenlaan;;Zeist Centrum
153614;4-11-2015 12:23;Voorlopig afgesloten;Afgehandeld;11-11-2015 12:23;Wegen, fiets- en voetpaden;Gebreken wegdek;Fornheselaan;;Den Dolder e.o.
142630;29-5-2015 15:17;Definitief afgesloten;Afgesloten;5-6-2015 15:17;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Laan van Vollenhove;;Zeist Noord
143293;7-6-2015 10:46;Definitief afgesloten;Afgesloten;15-6-2015 10:46;Verlichting;Lamp defect;Tesselschadelaan;;Zeist Noord
135290;16-2-2015 7:00;Definitief afgesloten;Afgesloten;23-2-2015 7:00;Verlichting;Lamp defect;Zeisteroever;Zeisteroever t.o. Zeister Veste,;Zeist West
131984;6-1-2015 7:00;Definitief afgesloten;Afgesloten;13-1-2015 7:00;Verlichting;Lamp defect;Sparrenlaan;hele laan;Den Dolder e.o.
148222;17-8-2015 21:17;Definitief afgesloten;Afgesloten;24-8-2015 21:17;Verlichting;Overig (verlichting);Zusterplein;;Zeist Centrum
131690;5-1-2015 7:00;Definitief afgesloten;Afgesloten;12-1-2015 7:00;Verlichting;Lamp defect;Fornheselaan;08910002;Den Dolder e.o.
133447;28-1-2015 18:47;Definitief afgesloten;Afgesloten;4-2-2015 18:47;Verlichting;Lamp defect;Couwenhoven;;Zeist West
138889;1-4-2015 7:00;Definitief afgesloten;Afgesloten;8-4-2015 7:00;Verlichting;Overig (verlichting);Pleineslaan;;Den Dolder e.o.
133251;19-1-2015 7:00;Definitief afgesloten;Afgesloten;26-1-2015 7:00;Verlichting;Lamp defect;Koppelweg;van af nr. 85 tot nr. 113;Zeist West
156412;2-12-2015 15:59;Definitief afgesloten;Afgesloten;9-12-2015 15:59;Verlichting;Overig (verlichting);Constantijn Huygenslaan;;Zeist Noord
132282;14-1-2015 12:57;Definitief afgesloten;Afgesloten;21-1-2015 12:57;Verlichting;Lamp defect;Waterhoenlaan;3636 0011;Zeist West
137903;24-3-2015 13:04;Definitief afgesloten;Afgesloten;31-3-2015 14:04;Verlichting;Overig (verlichting);Meent;;Zeist West
134232;5-2-2015 14:02;Definitief afgesloten;Afgesloten;12-2-2015 14:02;Verlichting;Overig (verlichting);Nijenheim;;Zeist West
137406;17-3-2015 12:53;Definitief afgesloten;Afgesloten;24-3-2015 12:53;Verlichting;Lamp defect;Eekhoornlaan;;Den Dolder e.o.
150171;15-9-2015 9:22;Definitief afgesloten;Afgesloten;22-9-2015 9:22;Verlichting;Lamp defect;Evenaar;0869-0001 en 0869-0002;Den Dolder e.o.
133728;2-2-2015 8:53;Definitief afgesloten;Afgesloten;9-2-2015 8:53;Verlichting;Lamp defect;Vossenlaan;;Den Dolder e.o.
145181;2-7-2015 8:58;Definitief afgesloten;Afgesloten;9-7-2015 8:58;Verlichting;Lamp defect;Verzetslaan;;Zeist Noord
147453;4-8-2015 15:24;Definitief afgesloten;Afgesloten;5-8-2015 15:24;Verlichting;Netwerkstoring;Waterigeweg;straatverlichting op de lageweg tussen de Waterigeweg en het Rond;Zeist West
157671;9-12-2015 17:27;Definitief afgesloten;Afgesloten;16-12-2015 17:27;Verlichting;Lamp defect;Arnhemse Bovenweg;;Zeist Oost
132003;6-1-2015 7:00;Definitief afgesloten;Afgesloten;13-1-2015 7:00;Verlichting;Lamp defect;Sparrenlaan;hele laan;Den Dolder e.o.
133333;28-1-2015 9:51;Definitief afgesloten;Afgesloten;4-2-2015 9:51;Verlichting;Overig (verlichting);Jan Meerdinkplein;;Zeist Centrum
132236;14-1-2015 9:48;Definitief afgesloten;Afgesloten;21-1-2015 9:48;Verlichting;Lamp defect;Couwenhoven;05914406;Zeist West
145528;6-7-2015 7:00;Definitief afgesloten;Afgesloten;7-7-2015 7:00;Verlichting;Netwerkstoring;D.J. v Nieuwenhuizenweg;heel austerlitz;Zeist Oost
152330;16-10-2015 9:19;Definitief afgesloten;Afgesloten;23-10-2015 9:19;Verlichting;Lamp defect;Anna Paulownalaan;;Zeist Oost
153179;28-10-2015 7:00;Definitief afgesloten;Afgesloten;29-10-2015 7:00;Verlichting;Netwerkstoring;Pr Catharina Amalialn;;Zeist Oost
143719;11-6-2015 7:00;Definitief afgesloten;Afgesloten;18-6-2015 7:00;Verlichting;Lamp defect;De la Reylaan;;Zeist Centrum
135844;25-2-2015 14:48;Definitief afgesloten;Afgesloten;4-3-2015 14:48;Verlichting;Lamp defect;Van der Heijdenlaan;;Zeist Noord
135407;17-2-2015 7:00;Definitief afgesloten;Afgesloten;24-2-2015 7:00;Verlichting;Overig (verlichting);Laan van Bergen;1811 0003;Zeist West
136851;11-3-2015 8:43;Definitief afgesloten;Afgesloten;18-3-2015 8:43;Verlichting;Overig (verlichting);Prinses Margrietlaan;hele straat;Zeist Oost
146517;22-7-2015 11:05;Definitief afgesloten;Afgesloten;29-7-2015 11:05;Verlichting;Lamp defect;Prinses Margrietlaan;;Zeist Oost
150964;28-9-2015 7:00;Definitief afgesloten;Afgesloten;29-9-2015 7:00;Verlichting;Netwerkstoring;Paduaweg;;Den Dolder e.o.
137127;13-3-2015 10:23;Definitief afgesloten;Afgesloten;20-3-2015 10:23;Verlichting;Lamp defect;Waterigeweg;Gehele Waterigeweg;Zeist West
154270;11-11-2015 7:00;Definitief afgesloten;Afgesloten;18-11-2015 7:00;Verlichting;Lamp defect;Berkenlaan;;Zeist Centrum
146423;21-7-2015 10:16;Definitief afgesloten;Afgesloten;28-7-2015 10:16;Verlichting;Overig (verlichting);Haya van Somerenlaan;;Zeist Noord
138911;1-4-2015 7:00;Definitief afgesloten;Afgesloten;1-4-2015 7:00;Verlichting;Overig (verlichting);Hezer Enghweg;;Den Dolder e.o.
138406;30-3-2015 14:06;Definitief afgesloten;Afgesloten;6-4-2015 14:06;Verlichting;Lamp defect;Frederik Hendriklaan;Vanaf Prins Mauritslaan en Jan Willem Frisolaan;Zeist Oost
146800;27-7-2015 7:00;Definitief afgesloten;Afgesloten;3-8-2015 7:00;Verlichting;Lamp defect;Crosestein;kromme rijn laan vanaf de utrechtse weg naar zeist west;Zeist West
146577;22-7-2015 7:00;Definitief afgesloten;Afgesloten;23-7-2015 7:00;Verlichting;Netwerkstoring;Sophialaan;hele laan;Zeist Oost
147871;12-8-2015 10:16;Definitief afgesloten;Afgesloten;13-8-2015 10:16;Verlichting;Netwerkstoring;Taveernelaan;Heel Bosch en Duin;Den Dolder e.o.
133320;28-1-2015 9:06;Definitief afgesloten;Afgesloten;4-2-2015 9:06;Verlichting;Overig (verlichting);Nijenheim;;Zeist West
155022;19-11-2015 7:00;Definitief afgesloten;Afgesloten;26-11-2015 7:00;Verlichting;Lamp defect;Warande;363002;Zeist Noord
132088;7-1-2015 7:00;Definitief afgesloten;Afgesloten;14-1-2015 7:00;Verlichting;Lamp defect;Dennenweg;;Den Dolder e.o.
139071;8-4-2015 15:44;Definitief afgesloten;Afgesloten;15-4-2015 15:44;Verlichting;Overig (verlichting);Amalia van Solmslaan;hele straat;
148692;25-8-2015 10:03;Definitief afgesloten;Afgesloten;1-9-2015 10:03;Verlichting;Lamp defect;Schaerweijdelaan;2881-0055;Zeist Centrum
152860;23-10-2015 7:00;Definitief afgesloten;Afgesloten;30-10-2015 6:00;Verlichting;Lamp defect;Jan Meerdinklaan;Jan Meerdinklaan;Zeist Centrum
131828;8-1-2015 14:14;Definitief afgesloten;Afgesloten;15-1-2015 14:14;Verlichting;Lamp defect;Schermerslaan;lichtmastnummer 2935/0016;Zeist Noord
141488;12-5-2015 15:46;Definitief afgesloten;Afgesloten;19-5-2015 15:46;Verlichting;Lamp defect;Burg. Patijnlaan;?;Zeist Noord
132856;21-1-2015 12:09;Definitief afgesloten;Afgesloten;28-1-2015 12:09;Verlichting;Lamp defect;Hezer Enghweg;Paduaweg;Den Dolder e.o.
143994;16-6-2015 11:35;Definitief afgesloten;Afgesloten;23-6-2015 11:35;Verlichting;Lamp defect;1e Hogeweg;1e Hogeweg;Zeist Centrum
135392;17-2-2015 7:00;Definitief afgesloten;Afgesloten;24-2-2015 7:00;Straatmeubilair;Verkeers-/ straatnaambord;Evenaar;;Den Dolder e.o.
137093;12-3-2015 16:04;Definitief afgesloten;Afgesloten;19-3-2015 16:04;Straatmeubilair;Verkeers-/ straatnaambord;Weteringlaan;;Zeist West
142179;21-5-2015 16:38;Definitief afgesloten;Afgesloten;28-5-2015 16:38;Straatmeubilair;Verkeers-/ straatnaambord;Johannes van Duurenlaan;hoek van duurenlaan en maria van postlaan;Den Dolder e.o.
147442;4-8-2015 7:00;Definitief afgesloten;Afgesloten;11-8-2015 7:00;Straatmeubilair;Verkeers-/ straatnaambord;Bilderdijklaan;hoek Bilderdijklaan / Oude Arnhemseweg;Zeist Noord
140058;22-4-2015 15:10;Definitief afgesloten;Afgesloten;29-4-2015 15:10;Straatmeubilair;Verkeers-/ straatnaambord;Utrechtseweg;;Zeist Noord
137091;12-3-2015 16:01;Definitief afgesloten;Afgesloten;19-3-2015 16:01;Straatmeubilair;Verkeers-/ straatnaambord;Kievitlaan;;Zeist West
131427;5-1-2015 14:25;Definitief afgesloten;Afgesloten;12-1-2015 14:25;Straatmeubilair;Verkeers-/ straatnaambord;Griffensteijnselaan;op ov mast thv afslag crosestein;Zeist West
147653;7-8-2015 11:11;Definitief afgesloten;Afgesloten;14-8-2015 11:11;Verlichting;Lamp defect;Blikkenburgerlaan;0251/0026;Zeist Oost
141871;19-5-2015 9:29;Definitief afgesloten;Afgesloten;26-5-2015 9:29;Verlichting;Lamp defect;Aristoteleslaan;0081-0013;Zeist Centrum
143897;15-6-2015 12:12;Definitief afgesloten;Afgesloten;22-6-2015 12:12;Verlichting;Lamp defect;Laan van Vollenhove;lichtmastnummer 0711/0641;Zeist Noord
153414;2-11-2015 7:00;Definitief afgesloten;Afgesloten;3-11-2015 7:00;Verlichting;Lichtmast gebroken/krom;Willem Coxlaan;;Den Dolder e.o.
146894;27-7-2015 7:00;Definitief afgesloten;Afgesloten;3-8-2015 7:00;Verlichting;Lamp defect;Crosestein;0606 3301;Zeist West
134201;5-2-2015 10:24;Definitief afgesloten;Afgesloten;12-2-2015 10:24;Verlichting;Lamp defect;Couwenhoven;Naast 4138 aangrenzend aan Couwenhovense veldje;Zeist West
160744;29-12-2015 15:42;Voorlopig afgesloten;Afgehandeld;5-1-2016 15:42;Verlichting;Lamp defect;Couwenhoven;6465;Zeist West
152095;11-10-2015 7:00;Definitief afgesloten;Afgesloten;19-10-2015 7:00;Verlichting;Lamp defect;Nijenheim;2311-1306;Zeist West
142583;29-5-2015 11:40;Definitief afgesloten;Afgesloten;5-6-2015 11:40;Verlichting;Lamp defect;Jufferstraat;;Zeist Centrum
155535;25-11-2015 7:00;Definitief afgesloten;Afgesloten;2-12-2015 7:00;Riolering;Verstopping straatkolk;Korte Bergweg;tussen de lantaarnpalen met nummer 16910023 en de 16910026.;Den Dolder e.o.
148919;27-8-2015 12:42;Definitief afgesloten;Afgesloten;3-9-2015 12:42;Riolering;Verstopping straatkolk;Van Renesselaan;huisnr 54 en hogere huisnrs;Zeist West
147506;5-8-2015 14:45;Definitief afgesloten;Afgesloten;12-8-2015 14:45;Riolering;Verstopping straatkolk;Brugakker;;Zeist West
133936;2-2-2015 19:53;Definitief afgesloten;Afgesloten;9-2-2015 19:53;Riolering;Verstopping straatkolk;Nijenheim;;Zeist West
154601;17-11-2015 8:15;Voorlopig afgesloten;Afgehandeld;24-11-2015 8:15;Riolering;Verstopping straatkolk;Brinkhove;;Zeist Centrum
143322;5-6-2015 7:00;Definitief afgesloten;Afgesloten;12-6-2015 7:00;Riolering;Overig (Riolering);Verlengde Slotlaan;;Zeist Centrum
131823;8-1-2015 13:46;Definitief afgesloten;Afgesloten;15-1-2015 13:46;Riolering;Verstopping straatkolk;Brugakker;;Zeist West
143837;15-6-2015 8:49;Definitief afgesloten;Afgesloten;22-6-2015 8:49;Verlichting;Overig (verlichting);Walkartweg;;Zeist Centrum
138926;1-4-2015 7:00;Definitief afgesloten;Afgesloten;8-4-2015 7:00;Verlichting;Overig (verlichting);Paduaweg;;Den Dolder e.o.
133472;29-1-2015 9:03;Definitief afgesloten;Afgesloten;5-2-2015 9:03;Verlichting;Overig (verlichting);Fornheselaan;;Den Dolder e.o.
147375;3-8-2015 7:00;Definitief afgesloten;Afgesloten;10-8-2015 7:00;Verlichting;Lamp defect;Crosestein;;Zeist West
152734;22-10-2015 11:47;Definitief afgesloten;Afgesloten;29-10-2015 10:47;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Couwenhoven;;Zeist West
154109;10-11-2015 13:38;Definitief afgesloten;Afgesloten;17-11-2015 13:38;Afvalinzameling en milieu;Klacht afvalinzameling;Traayweg;;Zeist Oost
145035;30-6-2015 9:56;Definitief afgesloten;Afgesloten;7-7-2015 9:56;Afvalinzameling en milieu;Straat vegen;Cornelis Vlotlaan;;Zeist Noord
146858;27-7-2015 13:46;Definitief afgesloten;Afgesloten;3-8-2015 13:46;Groen;Bomen;Sophialaan;;Zeist Oost
147085;29-7-2015 10:41;Definitief afgesloten;Afgesloten;5-8-2015 10:41;Groen;Bomen;Berkenlaan;;Zeist Centrum
146980;28-7-2015 11:57;Definitief afgesloten;Afgesloten;4-8-2015 11:57;Groen;Bomen;Steynlaan;;Zeist Centrum
147571;5-8-2015 7:00;Definitief afgesloten;Afgesloten;12-8-2015 7:00;Groen;Bomen;Deltapad;Deltapad;Den Dolder e.o.
146943;27-7-2015 7:00;Definitief afgesloten;Afgesloten;3-8-2015 7:00;Groen;Bomen;Tollenslaan;Begin van de Tollenslaan;Zeist Centrum
147819;11-8-2015 11:27;Definitief afgesloten;Afgesloten;18-8-2015 11:27;Groen;Bomen;Oude Arnhemseweg;;Zeist Noord
147237;31-7-2015 9:22;Definitief afgesloten;Afgesloten;7-8-2015 9:22;Groen;Bomen;Lindenlaan;;Zeist Centrum
146830;27-7-2015 11:52;Definitief afgesloten;Afgesloten;3-8-2015 11:52;Groen;Bomen;Koppelweg;;Zeist West
147623;7-8-2015 8:38;Definitief afgesloten;Afgesloten;14-8-2015 8:38;Groen;Bomen;Kwikstaartlaan;;Zeist West
146972;28-7-2015 11:07;Definitief afgesloten;Afgesloten;4-8-2015 11:07;Groen;Bomen;Veldheimlaan;;Zeist Centrum
147014;28-7-2015 14:17;Definitief afgesloten;Afgesloten;4-8-2015 14:17;Groen;Bomen;Veldheimlaan;;Zeist Centrum
146947;28-7-2015 9:47;Definitief afgesloten;Afgesloten;4-8-2015 9:47;Groen;Bomen;Johannes Wierlaan;;Den Dolder e.o.
136607;6-3-2015 16:04;Definitief afgesloten;Afgesloten;13-3-2015 16:04;Verlichting;Lamp defect;Gerolaan;nr. 09810007;Zeist Centrum
132529;16-1-2015 15:55;Definitief afgesloten;Afgesloten;23-1-2015 15:55;Wegen, fiets- en voetpaden;Gebreken wegdek;Utrechtseweg;thv stoplichten Montoubanstraat;Zeist Noord
155186;23-11-2015 10:41;Voorlopig afgesloten;Afgehandeld;30-11-2015 10:41;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Korte Steynlaan;;Zeist Centrum
132273;14-1-2015 12:01;Definitief afgesloten;Afgesloten;21-1-2015 12:01;Straatmeubilair;Overig (Straatmeubilair);Utrechtseweg;kruispunt Utrechtseweg/ Sanatoriumlaan;Zeist Noord
145553;8-7-2015 10:04;Definitief afgesloten;Afgesloten;15-7-2015 10:04;Wegen, fiets- en voetpaden;Overlast onkruid op bestrating;Arnoldus Stramroodlaan;;Zeist Noord
155049;20-11-2015 10:07;Definitief afgesloten;Afgesloten;27-11-2015 10:07;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Nepveulaan;27;Zeist Noord
145646;8-7-2015 16:42;Definitief afgesloten;Afgesloten;15-7-2015 16:42;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Geiserlaan;nummer 65;Zeist Centrum
150799;24-9-2015 7:00;Definitief afgesloten;Afgesloten;1-10-2015 7:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Bothalaan;nr. 23;Zeist Centrum
140275;21-4-2015 7:00;Definitief afgesloten;Afgesloten;28-4-2015 7:00;Wegen, fiets- en voetpaden;Gebreken wegdek;Brugakker;;Zeist West
137939;24-3-2015 15:00;Definitief afgesloten;Afgesloten;31-3-2015 16:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Krullelaan;;Zeist Centrum
133944;3-2-2015 8:49;Definitief afgesloten;Afgesloten;10-2-2015 8:49;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Waterhoenlaan;;Zeist West
154659;17-11-2015 10:50;Definitief afgesloten;Afgesloten;24-11-2015 10:50;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Laan van Vollenhove;trapje naar parkje van de scholen tussen gero en L-flat in;Zeist Noord
152572;20-10-2015 13:11;Definitief afgesloten;Afgesloten;27-10-2015 12:11;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Weideweg;;Zeist Oost
143413;9-6-2015 8:26;Definitief afgesloten;Afgesloten;16-6-2015 8:26;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Hezer Enghweg;locatie voor perceel nr. 74;Den Dolder e.o.
134839;13-2-2015 10:07;Definitief afgesloten;Afgesloten;20-2-2015 10:07;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;De Clomp;Fietstunnetlje;Zeist West
145176;1-7-2015 18:20;Definitief afgesloten;Afgesloten;8-7-2015 18:20;Wegen, fiets- en voetpaden;Overlast onkruid op bestrating;Kroostweg;;Zeist Noord
144012;17-6-2015 9:49;Definitief afgesloten;Afgesloten;24-6-2015 9:49;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Brugakker;;Zeist West
155054;20-11-2015 7:00;Lopend;In behandeling;27-11-2015 7:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Perceel;;
151592;5-10-2015 7:00;Definitief afgesloten;Afgesloten;12-10-2015 7:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Couwenhoven;tegenover 3018;Zeist West
143724;12-6-2015 9:06;Definitief afgesloten;Afgesloten;19-6-2015 9:06;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Prinses Marijkelaan;;Zeist Oost
144665;24-6-2015 9:17;Definitief afgesloten;Afgesloten;1-7-2015 9:17;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Erasmuslaan;;Zeist Centrum
139016;8-4-2015 10:27;Definitief afgesloten;Afgesloten;15-4-2015 10:27;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Erasmuslaan;;Zeist Centrum
