Kenteken,Montagedatum,Demontagedatum,Soort toe te voegen object omschrijving,Merk object toegevoegd,Gasinstallatie tank inhoud,Merkcode toegevoegd object,Uitvoerings volgnr toegev obj,Classificatie toegevoegd obj,Montagedatum DT,Demontagedatum DT
00BHG2,20181018,0,Tachograaf,CONTINENTAL,,( ),-1,,10/18/2018 12:00:00 AM,
00BHG4,0,0,Tachograaf,,,COAD,1220,,,
00BHG4,20180523,0,Tachograaf,CONTINENTAL1381,,( ),-1,,05/23/2018 12:00:00 AM,
00BHG5,0,0,Tachograaf,,,COAD,1021,,,
00BHG5,20180503,0,Tachograaf,DCTO,,( ),-1,,05/03/2018 12:00:00 AM,
00BHG7,0,0,Tachograaf,,,COAD,1220,,,
00BHG7,20180604,0,Tachograaf,DCTO 1381,,( ),-1,,06/04/2018 12:00:00 AM,
00BHG8,0,0,Tachograaf,,,STOD,1074,,,
00BHG8,20180508,0,Tachograaf,SE5000,,( ),-1,,05/08/2018 12:00:00 AM,
00BHG9,0,0,Tachograaf,,,COAD,1220,,,
00BHG9,20180501,0,Tachograaf,CONTINENTAL,,( ),-1,,05/01/2018 12:00:00 AM,
00BHH3,0,0,Tachograaf,,,COAD,1220,,,
00BHH3,20180525,0,Tachograaf,CONTINENTAL1381,,( ),-1,,05/25/2018 12:00:00 AM,
00BHH4,0,0,Tachograaf,,,COAD,1220,,,
00BHH4,20180528,0,Tachograaf,DCTO 1381,,( ),-1,,05/28/2018 12:00:00 AM,
00BHH5,0,0,Tachograaf,,,COAD,1220,,,
00BHH5,20180523,0,Tachograaf,CONTINENTAL,,( ),-1,,05/23/2018 12:00:00 AM,
00BHH6,0,0,Tachograaf,,,COAD,1220,,,
00BHH6,20180105,0,Tachograaf,VDO 1381,,( ),-1,,01/05/2018 12:00:00 AM,
00BHH7,0,0,Tachograaf,,,COAD,1220,,,
00BHH7,20180523,0,Tachograaf,DTCO 1381,,( ),-1,,05/23/2018 12:00:00 AM,
00BHH9,0,0,Tachograaf,,,COAD,1220,,,
00BHH9,20180430,0,Tachograaf,VDO,,( ),-1,,04/30/2018 12:00:00 AM,
00BHJ2,20160707,0,Tachograaf,CONTINENTAL,,( ),-1,,07/07/2016 12:00:00 AM,
00BHJ3,0,0,Tachograaf,,,COAD,1021,,,
00BHJ3,20180601,0,Tachograaf,VDO,,( ),-1,,06/01/2018 12:00:00 AM,
00BHJ4,0,0,Tachograaf,,,COAD,1014,,,
00BHJ4,20180606,0,Tachograaf,DCTO1381,,( ),-1,,06/06/2018 12:00:00 AM,
00BHJ4,20210630,0,Tachograaf,,,COAD,1300,,06/30/2021 12:00:00 AM,
00BHJ5,0,0,Tachograaf,,,STOD,1075,,,
00BHJ5,20180705,0,Tachograaf,SE 5000,,( ),-1,,07/05/2018 12:00:00 AM,
00BHJ6,0,0,Tachograaf,,,STOD,1074,,,
00BHJ6,20190328,0,Tachograaf,SE5000,,( ),-1,,03/28/2019 12:00:00 AM,
00BHJ7,0,0,Tachograaf,,,COAD,1022,,,
00BHJ7,20180529,0,Tachograaf,VDO,,( ),-1,,05/29/2018 12:00:00 AM,
00BHK3,0,0,Tachograaf,,,COAD,1220,,,
00BHK3,20180724,0,Tachograaf,CONTINENTAL,,( ),-1,,07/24/2018 12:00:00 AM,
00BHK5,0,0,Tachograaf,,,COAD,1021,,,
00BHK5,20190604,0,Tachograaf,DCTO 1381,,( ),-1,,06/04/2019 12:00:00 AM,
00BHK6,0,0,Tachograaf,,,COAD,1220,,,
00BHK6,20180801,0,Tachograaf,DTCO 1381,,( ),-1,,08/01/2018 12:00:00 AM,
00BHK7,0,0,Tachograaf,,,COAD,1220,,,
00BHK7,20180709,0,Tachograaf,VDO,,( ),-1,,07/09/2018 12:00:00 AM,
00BHK8,0,0,Tachograaf,,,COAD,1220,,,
00BHK8,20180830,0,Tachograaf,VDO,,( ),-1,,08/30/2018 12:00:00 AM,
00BHL1,0,0,Tachograaf,,,COAD,1220,,,
00BHL1,20180731,0,Tachograaf,DCTO 1381,,( ),-1,,07/31/2018 12:00:00 AM,
00BHL2,0,0,Tachograaf,,,COAD,1220,,,
00BHL2,20180727,0,Tachograaf,CONTINENTAL,,( ),-1,,07/27/2018 12:00:00 AM,
00BHL3,0,0,Tachograaf,,,COAD,1021,,,
00BHL3,20180622,0,Tachograaf,DCTO 1381,,( ),-1,,06/22/2018 12:00:00 AM,
00BHL4,20180629,0,Tachograaf,VDO,,( ),-1,,06/29/2018 12:00:00 AM,
00BHL4,20200619,0,Tachograaf,,,COAD,1220,,06/19/2020 12:00:00 AM,
00BHL5,0,0,Tachograaf,,,COAD,1014,,,
00BHL5,20180706,0,Tachograaf,DCTO 1381,,( ),-1,,07/06/2018 12:00:00 AM,
00BHL6,0,0,Tachograaf,,,COAD,1220,,,
00BHL6,20180718,0,Tachograaf,VDO 1381,,( ),-1,,07/18/2018 12:00:00 AM,
00BHL9,0,0,Tachograaf,,,COAD,1220,,,
00BHL9,20180727,0,Tachograaf,CONTINENTAL,,( ),-1,,07/27/2018 12:00:00 AM,
00BHN1,0,0,Tachograaf,,,COAD,1220,,,
00BHN1,20180723,0,Tachograaf,VDO,,( ),-1,,07/23/2018 12:00:00 AM,
00BHN3,0,0,Tachograaf,,,STOD,1074,,,
00BHN3,20180814,0,Tachograaf,SE5000,,( ),-1,,08/14/2018 12:00:00 AM,
00BHN4,0,0,Tachograaf,,,COAD,1022,,,
00BHN4,20180820,0,Tachograaf,CONTINENTAL,,( ),-1,,08/20/2018 12:00:00 AM,
00BHN6,0,0,Tachograaf,,,STOD,1076,,,
00BHN6,20180903,0,Tachograaf,STONERIDGE,,( ),-1,,09/03/2018 12:00:00 AM,
00BHN7,0,0,Tachograaf,,,COAD,1220,,,
00BHN7,20180806,0,Tachograaf,VDO 1381,,( ),-1,,08/06/2018 12:00:00 AM,
00BHN8,0,0,Tachograaf,,,COAD,1220,,,
00BHN8,20180822,0,Tachograaf,CONTINENTAL AG,,( ),-1,,08/22/2018 12:00:00 AM,
00BHP1,0,0,Tachograaf,,,COAD,1220,,,
00BHP1,20180823,0,Tachograaf,CONTINENTAL,,( ),-1,,08/23/2018 12:00:00 AM,
00BHP2,0,0,Tachograaf,,,KNZA,1318,,,
00BHP3,0,0,Tachograaf,,,COAD,1220,,,
00BHP3,20180802,0,Tachograaf,CONTI AUTO 1381,,( ),-1,,08/02/2018 12:00:00 AM,
00BHP4,20180822,0,Tachograaf,CONTINENTAL,,( ),-1,,08/22/2018 12:00:00 AM,
00BHP6,0,0,Tachograaf,,,COAD,1021,,,
00BHP6,20190130,0,Tachograaf,CONTINENTAL,,( ),-1,,01/30/2019 12:00:00 AM,
00BHP7,0,0,Tachograaf,,,COAD,1021,,,
00BHP7,20180622,0,Tachograaf,VDO,,( ),-1,,06/22/2018 12:00:00 AM,
00BHP8,0,0,Tachograaf,,,STOD,1076,,,
00BHP8,20181003,0,Tachograaf,SE5000,,( ),-1,,10/03/2018 12:00:00 AM,
00BHR1,0,0,Tachograaf,,,COAD,1022,,,
00BHR4,0,0,Tachograaf,,,COAD,1220,,,
00BHR4,20181024,0,Tachograaf,VDO,,( ),-1,,10/24/2018 12:00:00 AM,
00BHS2,0,0,Tachograaf,,,COAD,1220,,,
00BHS2,20181105,0,Tachograaf,CONTINENTAL,,( ),-1,,11/05/2018 12:00:00 AM,
00BHS3,0,0,Tachograaf,,,STOD,1075,,,
00BHS3,20180927,0,Tachograaf,STONERIDGE,,( ),-1,,09/27/2018 12:00:00 AM,
00BHS4,0,0,Tachograaf,,,COAD,1022,,,
00BHS4,20180924,0,Tachograaf,CONTINENTAL,,( ),-1,,09/24/2018 12:00:00 AM,
00BHS5,0,0,Tachograaf,,,COAD,1220,,,
00BHS5,20190107,0,Tachograaf,CONTINENTAL VDO,,( ),-1,,01/07/2019 12:00:00 AM,
00BHS6,0,0,Tachograaf,,,COAD,1022,,,
00BHS6,20180919,0,Tachograaf,VDO,,( ),-1,,09/19/2018 12:00:00 AM,
00BHS7,0,0,Tachograaf,,,COAD,1220,,,
00BHS7,20181031,0,Tachograaf,DTCO 1381,,( ),-1,,10/31/2018 12:00:00 AM,
00BHS9,0,0,Tachograaf,,,STOD,1075,,,
00BHS9,20181019,0,Tachograaf,STONERIDGE,,( ),-1,,10/19/2018 12:00:00 AM,
00BHT3,0,0,Tachograaf,,,COAD,1220,,,
00BHT3,20190215,0,Tachograaf,VDO,,( ),-1,,02/15/2019 12:00:00 AM,
00BHT4,0,0,Tachograaf,,,STOD,2080,,,
00BHT4,20171222,0,Tachograaf,SE 5000,,( ),-1,,12/22/2017 12:00:00 AM,
00BHT6,20161118,0,Tachograaf,VDO1381,,( ),-1,,11/18/2016 12:00:00 AM,
00BHT6,20190722,0,Tachograaf,,,COAD,1030,,07/22/2019 12:00:00 AM,
00BHT8,0,0,Tachograaf,,,COAD,1021,,,
00BHT8,20161109,0,Tachograaf,CONTINENTAL,,( ),-1,,11/09/2016 12:00:00 AM,
00BHT9,0,0,Tachograaf,,,COAD,1220,,,
00BHT9,20181030,0,Tachograaf,DCTO 1381,,( ),-1,,10/30/2018 12:00:00 AM,
00BHV2,0,0,Tachograaf,,,COAD,1220,,,
00BHV2,20180907,0,Tachograaf,CONTINENTAL,,( ),-1,,09/07/2018 12:00:00 AM,
00BHV3,0,0,Tachograaf,,,COAD,1220,,,
00BHV3,20181204,0,Tachograaf,VDO1381,,( ),-1,,12/04/2018 12:00:00 AM,
00BHV4,0,0,Tachograaf,,,STOD,1076,,,
00BHV4,20171208,0,Tachograaf,SE5000,,( ),-1,,12/08/2017 12:00:00 AM,
00BHV7,0,0,Tachograaf,,,COAD,1220,,,
00BHV7,20181122,0,Tachograaf,CONTINENTAL,,( ),-1,,11/22/2018 12:00:00 AM,
00BHV8,0,0,Tachograaf,,,COAD,1220,,,
00BHV8,20181119,0,Tachograaf,CONTINENTAL1381,,( ),-1,,11/19/2018 12:00:00 AM,
00BHV9,20161130,0,Tachograaf,CONTINENTAL,,( ),-1,,11/30/2016 12:00:00 AM,
00BHX1,0,0,Tachograaf,,,COAD,1220,,,
00BHX1,20181116,0,Tachograaf,VDO,,( ),-1,,11/16/2018 12:00:00 AM,
00BHX2,0,0,Tachograaf,,,COAD,1220,,,
00BHX2,20181218,0,Tachograaf,CONTINENTAL,,( ),-1,,12/18/2018 12:00:00 AM,
00BHX3,0,0,Tachograaf,,,COAD,1220,,,
00BHX3,20181126,0,Tachograaf,CONTINENTAL,,( ),-1,,11/26/2018 12:00:00 AM,
00BHX3,20220404,0,Tachograaf,,,COAD,1300,,04/04/2022 12:00:00 AM,
00BHX5,20161230,0,Tachograaf,CONTINENTAL,,( ),-1,,12/30/2016 12:00:00 AM,
00BHX6,20170509,0,Tachograaf,SE5000,,( ),-1,,05/09/2017 12:00:00 AM,
00BHX7,0,0,Tachograaf,,,COAD,1022,,,
00BHX7,20181102,0,Tachograaf,VDO,,( ),-1,,11/02/2018 12:00:00 AM,
00BHX9,0,0,Tachograaf,,,COAD,1220,,,
00BHX9,20181114,0,Tachograaf,DCTO1381,,( ),-1,,11/14/2018 12:00:00 AM,
00BHZ2,0,0,Tachograaf,,,STOD,1076,,,
00BHZ2,20190102,0,Tachograaf,SE 5000,,( ),-1,,01/02/2019 12:00:00 AM,
00BHZ5,0,0,Tachograaf,,,COAD,1220,,,
00BHZ5,20181206,0,Tachograaf,DCTO1381,,( ),-1,,12/06/2018 12:00:00 AM,
00BHZ8,0,0,Tachograaf,,,STOD,1076,,,
00BHZ8,20170727,0,Tachograaf,STONERIDGE,,( ),-1,,07/27/2017 12:00:00 AM,
00BHZ9,0,0,Tachograaf,,,STOD,1076,,,
00BHZ9,20190103,0,Tachograaf,DTCO 1381,,( ),-1,,01/03/2019 12:00:00 AM,
00BJB1,0,0,Tachograaf,,,COAD,1220,,,
00BJB1,20181221,0,Tachograaf,CONTI1381,,( ),-1,,12/21/2018 12:00:00 AM,
00BJB4,0,0,Tachograaf,,,COAD,1220,,,
00BJB4,20190103,0,Tachograaf,CONTINENTAL,,( ),-1,,01/03/2019 12:00:00 AM,
00BJB5,0,0,Tachograaf,,,COAD,1220,,,
00BJB5,20181212,0,Tachograaf,CONTINENTAL.,,( ),-1,,12/12/2018 12:00:00 AM,
00BJB7,0,0,Tachograaf,,,COAD,1220,,,
00BJB7,20170726,0,Tachograaf,VDO,,( ),-1,,07/26/2017 12:00:00 AM,
00BJB8,0,0,Tachograaf,,,STOD,1076,,,
00BJB8,20181210,0,Tachograaf,STONEDRIDGE,,( ),-1,,12/10/2018 12:00:00 AM,
00BJD1,0,0,Tachograaf,,,STOD,1076,,,
00BJD1,20190225,0,Tachograaf,STONERIDGE,,( ),-1,,02/25/2019 12:00:00 AM,
00BJD2,0,0,Tachograaf,,,COAD,2040,,,
00BJD2,20190104,0,Tachograaf,DCTO 1381,,( ),-1,,01/04/2019 12:00:00 AM,
00BJD3,0,0,Tachograaf,,,COAD,1220,,,
00BJD3,20181227,0,Tachograaf,VDO,,( ),-1,,12/27/2018 12:00:00 AM,
00BJD4,0,0,Tachograaf,,,STOD,1076,,,
00BJD4,20180702,0,Tachograaf,STONERIDGE,,( ),-1,,07/02/2018 12:00:00 AM,
00BJD6,0,0,Tachograaf,,,STOD,1076,,,
00BJD6,20190129,0,Tachograaf,SE5000,,( ),-1,,01/29/2019 12:00:00 AM,
00BJD8,0,0,Tachograaf,,,COAD,1220,,,
00BJD8,20190130,0,Tachograaf,VDO1381.2,,( ),-1,,01/30/2019 12:00:00 AM,
00BJD9,0,0,Tachograaf,,,COAD,1220,,,
00BJD9,20190110,0,Tachograaf,DTCO 1381,,( ),-1,,01/10/2019 12:00:00 AM,
00BJF1,0,0,Tachograaf,,,COAD,1022,,,
00BJF1,20190114,0,Tachograaf,CONTINENTAL,,( ),-1,,01/14/2019 12:00:00 AM,
00BJF2,0,0,Tachograaf,,,STOD,1076,,,
00BJF2,20181212,0,Tachograaf,STONERIDGE,,( ),-1,,12/12/2018 12:00:00 AM,
00BJF4,0,0,Tachograaf,,,STOD,1076,,,
00BJF4,20181217,0,Tachograaf,SE 5000,,( ),-1,,12/17/2018 12:00:00 AM,
00BJF5,0,0,Tachograaf,,,COAD,1220,,,
00BJF5,20190315,0,Tachograaf,DCTO 1381,,( ),-1,,03/15/2019 12:00:00 AM,
00BJF6,0,0,Tachograaf,,,COAD,1220,,,
00BJF6,20190411,0,Tachograaf,CONTINENTAL AUT,,( ),-1,,04/11/2019 12:00:00 AM,
00BJF7,0,0,Tachograaf,,,STOD,1076,,,
00BJF7,20190208,0,Tachograaf,SE5000,,( ),-1,,02/08/2019 12:00:00 AM,
00BJF8,0,0,Tachograaf,,,COAD,1022,,,
00BJF8,20190208,0,Tachograaf,CONTINENTAL1381,,( ),-1,,02/08/2019 12:00:00 AM,
00BJF9,0,0,Tachograaf,,,COAD,1030,,,
00BJF9,20190219,0,Tachograaf,CONTI 1381.75,,( ),-1,,02/19/2019 12:00:00 AM,
00BJG2,0,0,Tachograaf,,,COAD,1220,,,
00BJG2,20190129,0,Tachograaf,DCTO 1381,,( ),-1,,01/29/2019 12:00:00 AM,
00BJG3,0,0,Tachograaf,,,STOD,1076,,,
00BJG3,20190308,0,Tachograaf,SE 5000,,( ),-1,,03/08/2019 12:00:00 AM,
00BJG4,0,0,Tachograaf,,,KNZA,1318,,,
00BJG4,20180129,0,Tachograaf,KIENZLE,,( ),-1,,01/29/2018 12:00:00 AM,
00BJG5,20170309,0,Tachograaf,STONERIDGE,,( ),-1,,03/09/2017 12:00:00 AM,
00BJG5,20211028,0,Tachograaf,,,STOD,1076,,10/28/2021 12:00:00 AM,
00BJG6,0,0,Tachograaf,,,COAD,1200,,,
00BJG7,0,0,Tachograaf,,,STOD,1076,,,
00BJG7,20190320,0,Tachograaf,STONERIDGE,,( ),-1,,03/20/2019 12:00:00 AM,
00BJG8,0,0,Tachograaf,,,COAD,1220,,,
00BJG8,20190130,0,Tachograaf,SIEMENS,,( ),-1,,01/30/2019 12:00:00 AM,
00BJG9,0,0,Tachograaf,,,STOD,1076,,,
00BJG9,20190311,0,Tachograaf,STONERIDGE,,( ),-1,,03/11/2019 12:00:00 AM,
00BJH1,0,0,Tachograaf,,,COAD,1220,,,
00BJH1,20170424,0,Tachograaf,CONTINENTAL,,( ),-1,,04/24/2017 12:00:00 AM,
00BJH2,0,0,Tachograaf,,,COAD,1220,,,
00BJH2,20190312,0,Tachograaf,VDO,,( ),-1,,03/12/2019 12:00:00 AM,
00BJH3,0,0,Tachograaf,,,STOD,1076,,,
00BJH3,20190213,0,Tachograaf,STONERIDGE,,( ),-1,,02/13/2019 12:00:00 AM,
00BJH5,0,0,Tachograaf,,,COAD,1021,,,
00BJH5,20190312,0,Tachograaf,CONTINENTAL,,( ),-1,,03/12/2019 12:00:00 AM,
00BJH6,20190321,0,Tachograaf,DCTO 1381,,( ),-1,,03/21/2019 12:00:00 AM,
00BJH6,20210201,0,Tachograaf,,,COAD,1220,,02/01/2021 12:00:00 AM,
00BJH8,0,0,Tachograaf,,,STOD,1076,,,
00BJH8,20190410,0,Tachograaf,SE5000,,( ),-1,,04/10/2019 12:00:00 AM,
00BJH8,20190730,0,Tachograaf,,,STOD,1076,,07/30/2019 12:00:00 AM,
00BJH9,0,0,Tachograaf,,,COAD,1021,,,
00BJH9,20190311,0,Tachograaf,CONTINENTAL,,( ),-1,,03/11/2019 12:00:00 AM,
00BJJ1,0,0,Tachograaf,,,COAD,1220,,,
00BJJ1,20190226,0,Tachograaf,DCTO 1381,,( ),-1,,02/26/2019 12:00:00 AM,
00BJJ2,0,0,Tachograaf,,,STOD,1076,,,
00BJJ2,20190225,0,Tachograaf,STONERIDGE ELEC,,( ),-1,,02/25/2019 12:00:00 AM,
00BJJ4,0,0,Tachograaf,,,STOD,1076,,,
00BJJ4,20190320,0,Tachograaf,STONERIDGE,,( ),-1,,03/20/2019 12:00:00 AM,
00BJJ5,0,0,Tachograaf,,,COAD,1220,,,
00BJJ5,20190304,0,Tachograaf,VDO,,( ),-1,,03/04/2019 12:00:00 AM,
00BJJ6,0,0,Tachograaf,,,COAD,1220,,,
00BJJ6,20190225,0,Tachograaf,VDO,,( ),-1,,02/25/2019 12:00:00 AM,
00BJJ7,0,0,Tachograaf,,,COAD,1220,,,
00BJJ7,20190506,0,Tachograaf,SIEMENS VDO,,( ),-1,,05/06/2019 12:00:00 AM,
00BJK1,0,0,Tachograaf,,,COAD,1220,,,
00BJK1,20180925,0,Tachograaf,CONTINENTAL1381,,( ),-1,,09/25/2018 12:00:00 AM,
00BJK3,0,0,Tachograaf,,,COAD,1220,,,
00BJK3,20190517,0,Tachograaf,DTCO 1381,,( ),-1,,05/17/2019 12:00:00 AM,
00BJK6,0,0,Tachograaf,,,COAD,1013,,,
00BJK6,20170426,0,Tachograaf,CONTINENTAL,,( ),-1,,04/26/2017 12:00:00 AM,
00BJK7,0,0,Tachograaf,,,COAD,1220,,,
00BJK7,20190329,0,Tachograaf,DTCO1381,,( ),-1,,03/29/2019 12:00:00 AM,
00BJK8,0,0,Tachograaf,,,COAD,1022,,,
00BJK8,20190417,0,Tachograaf,DCTO 1381,,( ),-1,,04/17/2019 12:00:00 AM,
00BJL1,0,0,Tachograaf,,,COAD,1220,,,
00BJL1,20190415,0,Tachograaf,CONTINENTAL,,( ),-1,,04/15/2019 12:00:00 AM,
00BJL2,0,0,Tachograaf,,,COAD,1210,,,
00BJL2,20190418,0,Tachograaf,VDO,,( ),-1,,04/18/2019 12:00:00 AM,
00BJL3,0,0,Tachograaf,,,COAD,1220,,,
00BJL3,20190509,0,Tachograaf,CONTINENTAL,,( ),-1,,05/09/2019 12:00:00 AM,
00BJL4,20170502,0,Tachograaf,VDO,,( ),-1,,05/02/2017 12:00:00 AM,
00BJL5,0,0,Tachograaf,,,COAD,1220,,,
00BJL5,20190325,0,Tachograaf,CONTINENTAL,,( ),-1,,03/25/2019 12:00:00 AM,
00BJL6,0,0,Tachograaf,,,COAD,1220,,,
00BJL6,20190503,0,Tachograaf,DTCO1381,,( ),-1,,05/03/2019 12:00:00 AM,
00BJL7,0,0,Tachograaf,,,COAD,1220,,,
00BJL7,20190424,0,Tachograaf,VDO 1381,,( ),-1,,04/24/2019 12:00:00 AM,
00BJL8,0,0,Tachograaf,,,COAD,1220,,,
00BJL8,20190501,0,Tachograaf,VDO,,( ),-1,,05/01/2019 12:00:00 AM,
00BJL9,20190430,0,Tachograaf,CONTINENTAL,,( ),-1,,04/30/2019 12:00:00 AM,
00BJN1,0,0,Tachograaf,,,COAD,1022,,,
00BJN1,20170824,0,Tachograaf,SIEMENS VDO,,( ),-1,,08/24/2017 12:00:00 AM,
00BJN3,0,0,Tachograaf,,,COAD,1022,,,
00BJN3,20170609,0,Tachograaf,VDO,,( ),-1,,06/09/2017 12:00:00 AM,
00BJN4,0,0,Tachograaf,,,COAD,1220,,,
00BJN4,20190606,0,Tachograaf,CONTINENTAL,,( ),-1,,06/06/2019 12:00:00 AM,
00BJN5,0,0,Tachograaf,,,COAD,1220,,,
00BJN5,20190405,0,Tachograaf,CONTINENTAL,,( ),-1,,04/05/2019 12:00:00 AM,
00BJN6,0,0,Tachograaf,,,STOD,1076,,,
00BJN6,20190607,0,Tachograaf,STONERIDGE,,( ),-1,,06/07/2019 12:00:00 AM,
00BJN7,0,0,Tachograaf,,,COAD,1220,,,
00BJN7,20190411,0,Tachograaf,DTCO1381,,( ),-1,,04/11/2019 12:00:00 AM,
00BJN8,0,0,Tachograaf,,,COAD,1220,,,
00BJN8,20190404,0,Tachograaf,DCTO 1381,,( ),-1,,04/04/2019 12:00:00 AM,
00BJN9,20190523,0,Tachograaf,KIENZLE,,( ),-1,,05/23/2019 12:00:00 AM,
00BJP2,0,0,Tachograaf,,,STOD,1076,,,
00BJP2,20190212,0,Tachograaf,SE5000,,( ),-1,,02/12/2019 12:00:00 AM,
00BJP3,0,0,Tachograaf,,,COAD,1021,,,
00BJP3,20180108,0,Tachograaf,CONTINENTAL,,( ),-1,,01/08/2018 12:00:00 AM,
00BJP7,0,0,Tachograaf,,,COAD,1220,,,
00BJP7,20190604,0,Tachograaf,CONTINENTAL,,( ),-1,,06/04/2019 12:00:00 AM,
00BJP9,0,0,Tachograaf,,,COAD,1220,,,
00BJP9,20190606,0,Tachograaf,SIEMENS,,( ),-1,,06/06/2019 12:00:00 AM,
00BJR1,20170622,0,Tachograaf,SIEMENS/VDO,,( ),-1,,06/22/2017 12:00:00 AM,
00BJR2,0,0,Tachograaf,,,COAD,1220,,,
00BJR2,20190605,0,Tachograaf,DTCO 1381,,( ),-1,,06/05/2019 12:00:00 AM,
00BJR4,0,0,Tachograaf,,,COAD,1022,,,
00BJR4,20170703,0,Tachograaf,CONTINENTAL1381,,( ),-1,,07/03/2017 12:00:00 AM,
00BJR6,0,0,Tachograaf,,,COAD,1220,,,
00BJR6,20190121,0,Tachograaf,VDO,,( ),-1,,01/21/2019 12:00:00 AM,
00BJR7,0,0,Tachograaf,,,COAD,1220,,,
00BJR7,20170801,0,Tachograaf,DTCO 1381,,( ),-1,,08/01/2017 12:00:00 AM,
00BJR7,20190719,0,Tachograaf,,,COAD,1030,,07/19/2019 12:00:00 AM,
00BJR8,0,0,Tachograaf,,,COAD,1130,,,
00BJR8,20170707,0,Tachograaf,VDO 1381,,( ),-1,,07/07/2017 12:00:00 AM,
00BJR8,20191120,0,Tachograaf,,,COAD,1030,,11/20/2019 12:00:00 AM,
00BJR8,20210929,0,Tachograaf,,,COAD,1300,,09/29/2021 12:00:00 AM,
00BJS1,0,0,Tachograaf,,,COAD,1022,,,
00BJS1,20170803,0,Tachograaf,VDO,,( ),-1,,08/03/2017 12:00:00 AM,
00BJS2,0,0,Tachograaf,,,COAD,1021,,,
00BJS2,20180112,0,Tachograaf,CONTINENTAL,,( ),-1,,01/12/2018 12:00:00 AM,
00BJS3,0,0,Tachograaf,,,COAD,1220,,,
00BJS3,20190514,0,Tachograaf,VDO,,( ),-1,,05/14/2019 12:00:00 AM,
00BJS6,0,0,Tachograaf,,,COAD,1021,,,
00BJS6,20190516,0,Tachograaf,VDO 1381,,( ),-1,,05/16/2019 12:00:00 AM,
00BJS7,0,0,Tachograaf,,,COAD,1022,,,
00BJS7,20170802,0,Tachograaf,CONTINENTAL,,( ),-1,,08/02/2017 12:00:00 AM,
00BJT1,0,0,Tachograaf,,,COAD,1022,,,
00BJT1,20170808,0,Tachograaf,CONTINENTAL,,( ),-1,,08/08/2017 12:00:00 AM,
00BJT4,0,0,Tachograaf,,,COAD,1220,,,
00BJT4,20170907,0,Tachograaf,CONTINENTAL,,( ),-1,,09/07/2017 12:00:00 AM,
00BJT5,0,0,Tachograaf,,,COAD,1022,,,
00BJT5,20170901,0,Tachograaf,CONTINENTAL,,( ),-1,,09/01/2017 12:00:00 AM,
00BJT5,20200211,0,Tachograaf,,,COAD,1030,,02/11/2020 12:00:00 AM,
00BJT5,20210819,0,Tachograaf,,,COAD,1030,,08/19/2021 12:00:00 AM,
00BJT6,0,0,Tachograaf,,,STOD,1076,,,
00BJT6,20170814,0,Tachograaf,SE5000,,( ),-1,,08/14/2017 12:00:00 AM,
00BJT9,0,0,Tachograaf,,,COAD,1022,,,
00BJT9,20170822,0,Tachograaf,VDO,,( ),-1,,08/22/2017 12:00:00 AM,
00BJV2,20180124,0,Tachograaf,STONERIDGE,,( ),-1,,01/24/2018 12:00:00 AM,
00BJV2,20191202,0,Tachograaf,,,STOD,1076,,12/02/2019 12:00:00 AM,
00BJV3,0,0,Tachograaf,,,COAD,1220,,,
00BJV3,20170828,0,Tachograaf,VDO,,( ),-1,,08/28/2017 12:00:00 AM,
00BJV5,0,0,Tachograaf,,,STOD,1076,,,
00BJV5,20170912,0,Tachograaf,SE 5000,,( ),-1,,09/12/2017 12:00:00 AM,
00BJV6,20170907,0,Tachograaf,STONERIDGE,,( ),-1,,09/07/2017 12:00:00 AM,
00BJV6,20190910,0,Tachograaf,,,STOD,1076,,09/10/2019 12:00:00 AM,
00BJV7,0,0,Tachograaf,,,COAD,1021,,,
00BJV7,20170915,0,Tachograaf,VDO 1381,,( ),-1,,09/15/2017 12:00:00 AM,
00BJV8,0,0,Tachograaf,,,COAD,1220,,,
00BJV8,20170918,0,Tachograaf,DTCO 1381,,( ),-1,,09/18/2017 12:00:00 AM,
00BJV9,0,0,Tachograaf,,,COAD,1220,,,
00BJV9,20171004,0,Tachograaf,VDO 1381,,( ),-1,,10/04/2017 12:00:00 AM,
00BJX1,20170912,0,Tachograaf,STONERIDGE,,( ),-1,,09/12/2017 12:00:00 AM,
00BJX1,20190820,0,Tachograaf,,,STOD,1076,,08/20/2019 12:00:00 AM,
00BJX3,0,0,Tachograaf,,,COAD,1220,,,
00BJX3,20180119,0,Tachograaf,CONTINENTAL1381,,( ),-1,,01/19/2018 12:00:00 AM,
00BJX3,20200715,0,Tachograaf,,,COAD,1030,,07/15/2020 12:00:00 AM,
00BJX5,0,0,Tachograaf,,,COAD,1220,,,
00BJX5,20171004,0,Tachograaf,CONTINENTAL1381,,( ),-1,,10/04/2017 12:00:00 AM,
00BJX6,0,0,Tachograaf,,,STOD,1076,,,
00BJX6,20171012,0,Tachograaf,SE5000,,( ),-1,,10/12/2017 12:00:00 AM,
00BJX7,0,0,Tachograaf,,,COAD,1220,,,
00BJX7,20171024,0,Tachograaf,CONTINENTAL,,( ),-1,,10/24/2017 12:00:00 AM,
00BJX9,0,0,Tachograaf,,,COAD,1220,,,
00BJX9,20180820,0,Tachograaf,VDO,,( ),-1,,08/20/2018 12:00:00 AM,
00BJZ1,0,0,Tachograaf,,,COAD,1220,,,
