PRODUCT;PROVINCIE;GEMEENTE;FEITCODE;OMSCHRIJVING;ZAKEN;BEDRAG
OM-afdoening;Groningen;Appingedam;W300B;Als schipper van een schip op binnenwa-teren varen zndr.geldig klein vaarbewijs;1;550
OM-afdoening;Groningen;Appingedam;W500C;Registratiebewijs niet aan boordsnelle motorboot;1;95
Wahv;Groningen;Appingedam;A902;voor een bromfiets niet de vereisteverzekering afsluiten en in stand hou-den;32;10840
Wahv;Groningen;Appingedam;A915;voor een motorrijtuig niet de vereisteverzekering afsluiten en in stand hou-den;53;21200
Wahv;Groningen;Appingedam;K030A;Het kenteken is niet behoorlijk zicht-baar aanwezig op of aan het motorrijtuig;3;420
Wahv;Groningen;Appingedam;K045A;voor het motorrijtuig met een toegestanemaximummassa van 3500 kg of minderis geen keuringsbewijs afgegeven;1;140
Wahv;Groningen;Appingedam;K045B;voor het motorrijtuig met een toegestanemaximummassa v 3500 kg of minder heefthet keuringsbewijs geldigheid verloren;35;4890
Wahv;Groningen;Appingedam;K060E;Rijden terwijl het rijbewijs zijn geldigheid heeft verloren door het verstrijkenvan de geldigheidsduur (< 1 jaar);1;95
Wahv;Groningen;Appingedam;K150C;Niet op eerste vordering behoorlijk hetrijbewijs ter inzage afgeven;2;190
Wahv;Groningen;Appingedam;K405;De kentekenplaat voldoet niet aan degestelde eisen;1;140
Wahv;Groningen;Appingedam;N110A;Als bestuurder van een voertuig rijden,terwijl deze niet is voorzien van eenover de gehele lengte gasdichte uitlaat;1;280
Wahv;Groningen;Appingedam;N110B;Als bestuurder van een voertuig rijden,terwijl het uitlaatsysteem niet deugde-lijk is bevestigd;1;140
Wahv;Groningen;Appingedam;N270E;Als bestuurder van een voertuig rijden,terwijl een band beschadigd of versletenis;1;140
Wahv;Groningen;Appingedam;N270G;Als bestuurder van een voertuig rijden,terwijl 3 banden beschadigd of versletenzijn;1;310
Wahv;Groningen;Appingedam;N270T;Als bestuurder van een voertuig rijden,terwijl drie banden niet voldoen aan deeisen t.a.v.de profilering;1;310
Wahv;Groningen;Appingedam;N290;Als bestuurder van een voertuig rijden,terwijl dit niet is voorzien van eendeugdelijke stuurinrichting;2;320
Wahv;Groningen;Appingedam;N310A;Als bestuurder van een voertuig rijden,terwijl de reminrichting/onderdelen nietdeugdelijk is/zijn;1;230
Wahv;Groningen;Appingedam;N480A;Als bestuurder van een voertuig rijden,terwijl het voertuig scherpe delen heeft;1;230
Wahv;Groningen;Appingedam;N514D;als best. van een voertuig rijden, ter-wijl voertuig niet voorzien is van goedgoed werkende remlichten;2;280
Wahv;Groningen;Appingedam;N515;als best. van een voertuig rijden, terw.verlichting/retroreflecterende voorzie-ningen niet aan vereiste kleur voldoen;2;280
Wahv;Groningen;Appingedam;N660B;(hulp)koppeling/trekdriehoek/trekboom/onderdelen is niet deugdelijk(beves-tigd)voldoet niet aan gestelde eisen;1;230
Wahv;Groningen;Appingedam;P061;Met een vtg rijden, met gevaar dat deniet deugdelijk afgedekte losse ladingeraf valt;1;380
Wahv;Groningen;Appingedam;P100B;AANHANGW. < 750 KG HEEFT GEEN DEUGDELIJKBEVESTIGDE/GOED LEESBARE/NIET AFGE-SCHERMDE EN GOEDGEKEURDE KENTEKENPLAAT;2;280
Wahv;Groningen;Appingedam;P100D;kenteken op aanhanger niet goed bevestigd/leesbaar en/of afgeschermd en/ofgoedkeuringsmerk;1;140
Wahv;Groningen;Appingedam;P340B;De losbreekreminrichting is niet op devereiste wijze met het trekkend voertuigverbonden;1;95
Wahv;Groningen;Appingedam;P380;Verlichting aanhangwagen, is nietzodanig aangesloten, dat deze overeen-komen met trekkend voertuig;1;140
Wahv;Groningen;Appingedam;R301;Niet zoveel mogelijk rechts houden opeen autoweg of autosnelweg;1;140
Wahv;Groningen;Appingedam;R303A;Niet zoveel mogelijk rechts houden opeen andere weg dan autoweg of autosnel-weg;3;480
Wahv;Groningen;Appingedam;R306;Als voetganger bij ontbreken voetpad oftrottoir niet het fietspad of fiets/bromfietspad gebruiken;1;40
Wahv;Groningen;Appingedam;R315B;niet de rijbaan gebruiken door stil testaan op het het trottoir, voetpad,(brom)fietspad of ruiterpad;10;945
Wahv;Groningen;Appingedam;R336;Op een kruispunt geen voorrang verlenenaan bestuurders van rechts;1;230
Wahv;Groningen;Appingedam;R346;Afslaan zonder richting aan te geven;1;95
Wahv;Groningen;Appingedam;R396D;Stilstaan op een oversteekplaats ofbinnen 5 meter daarvan;1;95
Wahv;Groningen;Appingedam;R396G;Stilstaan binnen 12 m. van bord bushaltezonder geblokte markering;2;190
Wahv;Groningen;Appingedam;R397A;Parkeren bij een kruispunt binnen 5meter daarvan;3;285
Wahv;Groningen;Appingedam;R397E;Parkeren op parkeergelegenheid op anderedan aangegeven wijze;2;190
Wahv;Groningen;Appingedam;R397H;parkeren op een gelegenheid voor onmid-dellijk laden en lossen van goederen;1;95
Wahv;Groningen;Appingedam;R397J;parkeren buiten parkeervak bij één vande borden E4 tot en met E10, E12 ofE13 v/d bijlage I van het RVV 1990;7;660
Wahv;Groningen;Appingedam;R400AB;Motorvoertuig parkeren by blauwe streepterwijl toegestane parkeertijd is verstreken;13;1235
Wahv;Groningen;Appingedam;R400AE;motorvtg op meer dan twee wielen parker-en bij blw. streep terw niet is voorzienv/e duidelijke geplaatste parkeerschijf;56;5320
Wahv;Groningen;Appingedam;R400AF;parkeren bij blauwe streep terwijl opparkeerschijf niet juiste tijdstip beginparkeren is weergegeven;2;190
Wahv;Groningen;Appingedam;R401;Als bestuurder een voertuig parkeren ineen parkeerschijfzone (niet op zodanig aangeduide park.plts/langs blauwe streep);2;180
Wahv;Groningen;Appingedam;R402B;Parkeren op gehandicaptenparkeerplaatszonder duidelijk zichtbaregeldige gehand. parkeerkaart;2;760
Wahv;Groningen;Appingedam;R402C;Parkeren op gehand.parkeerplaats an-ders dan met het voor die gereserveerdegehand.parkeerplaats bestemde voertuig;3;1140
Wahv;Groningen;Appingedam;R414A;Parkeren van een voertuig langer dan6 m / hoger dan 2,4 m op een plaatswaar dit verboden is;3;285
Wahv;Groningen;Appingedam;R421A;Geen dim of groot licht voeren bij nachtbinnen de bebouwde kom (motorvtg (+ahw)bromfiets, snorfiets of gehandic. vtg);3;255
Wahv;Groningen;Appingedam;R434;mistlicht voeren aan voorzijde andersdan bij mist, sneeuwval of regen die hetzicht ernstig belemmert;6;570
Wahv;Groningen;Appingedam;R438K;geen voortdurend zichtbaar wit/geellicht a.d voorzijde en/of zichtbaar roodlicht a.d. achterzijde van fiets voeren;42;2067
Wahv;Groningen;Appingedam;R438N;geen voortdurend zichtbaar wit/geellicht voorzijde of rood licht achter-zijde op bijzondere snorfiets voeren;1;65
Wahv;Groningen;Appingedam;R507;Uit uitrit weg oprijden zonder overigeverkeer voor te laten gaan;1;230
Wahv;Groningen;Appingedam;R516;Bij verlaten doorgaande rijbaan geenteken met richtingaanwijzer geven;2;190
Wahv;Groningen;Appingedam;R522;Als bestuurder van een motorvoertuig,bromfiets of snorfiets onnodig geluidveroorzaken met dat voertuig;1;380
Wahv;Groningen;Appingedam;R533;als bestuurder of passagier geen gebruikmaken van een autogordel;12;1680
Wahv;Groningen;Appingedam;R535F;passagier jonger dan 12 jaar en korterdan 1.35 meter vervoeren zonder gebruikkinderbeveiligingssysteem;1;140
Wahv;Groningen;Appingedam;R535G;voorin passagier 3 tot 18 jaar en korterdan 1.35 meter vervoeren, zonderbeschikbare gordel/kind.bev.systeem;1;140
Wahv;Groningen;Appingedam;R536A;Bestuurder of passagier bromfiets draagtgeen goedgekeurde, goedpassende/ deugde-lijk bevestigde helm;7;665
Wahv;Groningen;Appingedam;R536C;als bestuurder of passagier geengoedgekeurde, goedpassende/deugde-lijk bevestigde helm dragen;1;140
Wahv;Groningen;Appingedam;R545;als bestuurder tijdens het rijden eenmobiele telefoon vasthouden;23;5290
Wahv;Groningen;Appingedam;R549A;"Niet stoppen bij ""stopbord"" (bord B7 vanbijlage I RVV 1990)";1;140
Wahv;Groningen;Appingedam;R551B;Handelen ism een geslotenverkla-ring (bord C 2 van het RVV 1990. een-richtingverkeer);7;980
Wahv;Groningen;Appingedam;R552A;Als bestuurder handelen, in strijd meteen gesloten verklaring, eenrichtingsweg(bord C3);5;700
Wahv;Groningen;Appingedam;R552B;Als bestuurder handelen, in strijd meteen gesloten verklaring, eenrichtingsweg(bord C4);2;280
Wahv;Groningen;Appingedam;R584;Parkeren in strijd met parkeerverbod/parkeerverbodszone(bord E1);9;855
Wahv;Groningen;Appingedam;R608;niet stoppen voor rood knipperlichtbij overweglichten;2;135
Wahv;Groningen;Appingedam;R617B;als bestuurder de doorgetrokken streepoverschrijden (verkeer in beiderichtingen);11;2530
Wahv;Groningen;Appingedam;R621;"Bij op wegdek aangebrachte ""haaietanden""geen voorrang verlenen aan bestuurdersop kruisende weg.";1;160
Wahv;Groningen;Appingedam;S005A;Niet voldoende afstand houden,snelheid tot en met 80 km/h;1;280
Wahv;Groningen;Appingedam;VA004;Overschrijding maximum snelheidbinnen bebouwde kom, met 4 km/h;58;1584
Wahv;Groningen;Appingedam;VA005;Overschrijding maximum snelheidbinnen bebouwde kom, met 5 km/h;44;1473
Wahv;Groningen;Appingedam;VA006;Overschrijding maximum snelheidbinnen bebouwde kom, met 6 km/h;38;1542
Wahv;Groningen;Appingedam;VA007;Overschrijding maximum snelheidbinnen bebouwde kom, met 7 km/h;28;1343
Wahv;Groningen;Appingedam;VA008;Overschrijding maximum snelheidbinnen bebouwde kom, met 8 km/h;32;1786
Wahv;Groningen;Appingedam;VA009;Overschrijding maximum snelheidbinnen bebouwde kom, met 9 km/h;18;1116
Wahv;Groningen;Appingedam;VA010;Overschrijding maximum snelheidbinnen bebouwde kom, met 10 km/h;20;1400
Wahv;Groningen;Appingedam;VA011;Overschrijding maximum snelheidbinnen bebouwde kom, met 11 km/h;13;1222
Wahv;Groningen;Appingedam;VA012;Overschrijding maximum snelheidbinnen bebouwde kom, met 12 km/h;14;1483
Wahv;Groningen;Appingedam;VA013;Overschrijding maximum snelheidbinnen bebouwde kom, met 13 km/h;19;2147
Wahv;Groningen;Appingedam;VA014;Overschrijding maximum snelheidbinnen bebouwde kom, met 14 km/h;10;1210
Wahv;Groningen;Appingedam;VA015;Overschrijding maximum snelheidbinnen bebouwde kom, met 15 km/h;9;1230
Wahv;Groningen;Appingedam;VA016;Overschrijding maximum snelheidbinnen bebouwde kom, met 16 km/h;7;987
Wahv;Groningen;Appingedam;VA017;Overschrijding maximum snelheidbinnen bebouwde kom, met 17 km/h;12;1812
Wahv;Groningen;Appingedam;VA018;Overschrijding maximum snelheidbinnen bebouwde kom, met 18 km/h;11;1793
Wahv;Groningen;Appingedam;VA019;Overschrijding maximum snelheidbinnen bebouwde kom, met 19 km/h;7;1211
Wahv;Groningen;Appingedam;VA020;Overschrijding maximum snelheidbinnen bebouwde kom, met 20 km/h;11;2068
Wahv;Groningen;Appingedam;VA021;Overschrijding maximum snelheidbinnen bebouwde kom, met 21 km/h;2;400
Wahv;Groningen;Appingedam;VA022;Overschrijding maximum snelheidbinnen bebouwde kom, met 22 km/h;12;2532
Wahv;Groningen;Appingedam;VA023;Overschrijding maximum snelheidbinnen bebouwde kom, met 23 km/h;3;675
Wahv;Groningen;Appingedam;VA024;Overschrijding maximum snelheidbinnen bebouwde kom, met 24 km/h;5;1185
Wahv;Groningen;Appingedam;VA026;Overschrijding maximum snelheidbinnen bebouwde kom, met 26 km/h;2;530
Wahv;Groningen;Appingedam;VA027;Overschrijding maximum snelheidbinnen bebouwde kom, met 27 km/h;1;282
Wahv;Groningen;Appingedam;VA028;Overschrijding maximum snelheidbinnen bebouwde kom, met 28 km/h;1;299
Wahv;Groningen;Appingedam;VA029;Overschrijding maximum snelheidbinnen bebouwde kom, met 29 km/h;2;624
Wahv;Groningen;Appingedam;VA030;Overschrijding maximum snelheidbinnen bebouwde kom, met 30 km/h;1;329
Wahv;Groningen;Appingedam;VB019;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 19 km/h;1;173
Wahv;Groningen;Appingedam;VF004;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 4 km/h;7;168
Wahv;Groningen;Appingedam;VF005;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 5 km/h;2;62
Wahv;Groningen;Appingedam;VF007;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 7 km/h;1;42
Wahv;Groningen;Appingedam;VF008;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 8 km/h;2;98
Wahv;Groningen;Appingedam;VF011;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 11 km/h;1;88
Wahv;Groningen;Appingedam;VF015;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 15 km/h;1;127
Wahv;Groningen;Appingedam;VF019;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 19 km/h;1;167
Wahv;Groningen;Appingedam;VF020;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 20 km/h;3;540
Wahv;Groningen;Appingedam;VF024;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 24 km/h;1;225
Wahv;Groningen;Appingedam;VF025;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 25 km/h;3;711
Wahv;Groningen;Appingedam;VF028;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 28 km/h;1;278
Wahv;Groningen;Appingedam;VF030;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 30 km/h;2;624
Wahv;Groningen;Appingedam;VG021;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 21 km/h (verkeersbord A 1);1;188
Wahv;Groningen;Appingedam;VG026;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 26 km/h (verkeersbord A 1);1;252
OM-afdoening;Groningen;Bedum;D517;Niet voldoen aan verplichting om identi-teitsbewijs ter inzage aan te bieden;4;333
OM-afdoening;Groningen;Bedum;E100A;Zonder geldig vervoersbewijs gebruikmaken van het openbaar vervoer;4;380
OM-afdoening;Groningen;Bedum;GA302E;Rijden onder invloed, alcoholgehalteadem bedraagt: 235 t/m 350 µg/l;1;125
OM-afdoening;Groningen;Bedum;H025;Afval buiten een inrichting storten/opof in de bodem brengen/te verbranden;1;380
OM-afdoening;Groningen;Bedum;H162A;Vuurwerk voorhanden niet voldoet eisen(knalvuurwerk t/m 55mm lengte max. 10kg);1;200
OM-afdoening;Groningen;Bedum;H647B;Nt op 1e vord. tr inzage afg. schrift.toest.;1;95
OM-afdoening;Groningen;Bedum;K055;Rijden zonder geldig rijbewijs;2;680
OM-afdoening;Groningen;Bedum;K060F;Rijden tw. rijbewijs geldigh. heeft ver-loren, verstrijken geldigh.duur (>1 jr);1;340
OM-afdoening;Groningen;Bedum;R469;Op autoweg keren met motorvoertuig;2;760
OM-afdoening;Groningen;Bedum;R471;Op rijbaan van autoweg motorvoertuiglaten stilstaan;1;380
OM-afdoening;Groningen;Bedum;VA040;Overschrijding max. snelheid binnenbebouwde kom, van 35 tot 40 km/h;2;900
OM-afdoening;Groningen;Bedum;VA045;Overschrijding maximum snelheid binnenbebouwde kom, van 40 tot 45 km/h;2;1080
OM-afdoening;Groningen;Bedum;VB035;Overschrijding max.snelheid binnen debebouwde kom(verkeersbord A1) 31-35 km/h;1;364
OM-afdoening;Groningen;Bedum;VB045;Overschrijding max.snelheid binnen debebouwde kom(verkeersbord A1) 40-45 km/h;1;540
OM-afdoening;Groningen;Bedum;VF035;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 31-35 km/h;1;333
OM-afdoening;Groningen;Bedum;VF045;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 40-45 km/h;2;1000
OM-afdoening;Groningen;Bedum;VG040;Overschrijding max snelheid (auto)wegenbuiten beb.kom 35-40 km/h (verkeersb A1);1;404
Wahv;Groningen;Bedum;A902;voor een bromfiets niet de vereisteverzekering afsluiten en in stand hou-den;5;1690
Wahv;Groningen;Bedum;A915;voor een motorrijtuig niet de vereisteverzekering afsluiten en in stand hou-den;22;8800
Wahv;Groningen;Bedum;K045A;voor het motorrijtuig met een toegestanemaximummassa van 3500 kg of minderis geen keuringsbewijs afgegeven;8;1120
Wahv;Groningen;Bedum;K045B;voor het motorrijtuig met een toegestanemaximummassa v 3500 kg of minder heefthet keuringsbewijs geldigheid verloren;22;3080
Wahv;Groningen;Bedum;K046B;motorrijtuig/aanhangwagen met toegestanemaximummassa van meer dan 3500 kgis geldigheid keuringsbewijs verlopen;4;1600
Wahv;Groningen;Bedum;N480A;Als bestuurder van een voertuig rijden,terwijl het voertuig scherpe delen heeft;2;460
Wahv;Groningen;Bedum;P061;Met een vtg rijden, met gevaar dat deniet deugdelijk afgedekte losse ladingeraf valt;1;380
Wahv;Groningen;Bedum;R315B;niet de rijbaan gebruiken door stil testaan op het het trottoir, voetpad,(brom)fietspad of ruiterpad;1;95
Wahv;Groningen;Bedum;R421A;Geen dim of groot licht voeren bij nachtbinnen de bebouwde kom (motorvtg (+ahw)bromfiets, snorfiets of gehandic. vtg);2;160
Wahv;Groningen;Bedum;R434;mistlicht voeren aan voorzijde andersdan bij mist, sneeuwval of regen die hetzicht ernstig belemmert;2;190
Wahv;Groningen;Bedum;R438K;geen voortdurend zichtbaar wit/geellicht a.d voorzijde en/of zichtbaar roodlicht a.d. achterzijde van fiets voeren;18;882
Wahv;Groningen;Bedum;R533;als bestuurder of passagier geen gebruikmaken van een autogordel;8;1120
Wahv;Groningen;Bedum;R535F;passagier jonger dan 12 jaar en korterdan 1.35 meter vervoeren zonder gebruikkinderbeveiligingssysteem;1;140
Wahv;Groningen;Bedum;R536A;Bestuurder of passagier bromfiets draagtgeen goedgekeurde, goedpassende/ deugde-lijk bevestigde helm;6;570
Wahv;Groningen;Bedum;R545;als bestuurder tijdens het rijden eenmobiele telefoon vasthouden;7;1540
Wahv;Groningen;Bedum;R554A;Handelen ism een geslotenverkla-ring voor vrachtauto's: bord C 7 bijlageII RVV 1990.;1;95
Wahv;Groningen;Bedum;R574;Rijden in strijd met de verplichte rij-richting op een rotonde:bord D1;1;95
Wahv;Groningen;Bedum;R584;Parkeren in strijd met parkeerverbod/parkeerverbodszone(bord E1);1;95
Wahv;Groningen;Bedum;R585;Verbod stil te staan (bord E2);1;95
Wahv;Groningen;Bedum;R617B;als bestuurder de doorgetrokken streepoverschrijden (verkeer in beiderichtingen);9;2070
Wahv;Groningen;Bedum;R617C;als bestuurder zich links van doorge-trokken streep bevinden (streep tussenverkeer in beide richtingen);2;460
Wahv;Groningen;Bedum;R618;Als bestuurder een verdrijvingsvlakgebruiken;1;230
Wahv;Groningen;Bedum;R620;Niet stoppen voor een stopstreep.;1;95
Wahv;Groningen;Bedum;VA017;Overschrijding maximum snelheidbinnen bebouwde kom, met 17 km/h;2;302
Wahv;Groningen;Bedum;VA020;Overschrijding maximum snelheidbinnen bebouwde kom, met 20 km/h;2;376
Wahv;Groningen;Bedum;VA021;Overschrijding maximum snelheidbinnen bebouwde kom, met 21 km/h;1;200
Wahv;Groningen;Bedum;VA022;Overschrijding maximum snelheidbinnen bebouwde kom, met 22 km/h;2;422
Wahv;Groningen;Bedum;VA023;Overschrijding maximum snelheidbinnen bebouwde kom, met 23 km/h;2;450
Wahv;Groningen;Bedum;VA025;Overschrijding maximum snelheidbinnen bebouwde kom, met 25 km/h;2;504
Wahv;Groningen;Bedum;VA027;Overschrijding maximum snelheidbinnen bebouwde kom, met 27 km/h;2;564
Wahv;Groningen;Bedum;VA028;Overschrijding maximum snelheidbinnen bebouwde kom, met 28 km/h;1;299
Wahv;Groningen;Bedum;VF004;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 4 km/h;69;2082
Wahv;Groningen;Bedum;VF005;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 5 km/h;66;2513
Wahv;Groningen;Bedum;VF006;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 6 km/h;49;2098
Wahv;Groningen;Bedum;VF007;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 7 km/h;31;1400
Wahv;Groningen;Bedum;VF008;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 8 km/h;17;948
Wahv;Groningen;Bedum;VF009;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 9 km/h;13;728
Wahv;Groningen;Bedum;VF010;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 10 km/h;14;924
Wahv;Groningen;Bedum;VF011;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 11 km/h;12;1056
Wahv;Groningen;Bedum;VF012;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 12 km/h;3;315
Wahv;Groningen;Bedum;VF013;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 13 km/h;6;654
Wahv;Groningen;Bedum;VF014;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 14 km/h;5;575
Wahv;Groningen;Bedum;VF015;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 15 km/h;3;379
Wahv;Groningen;Bedum;VF016;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 16 km/h;3;404
Wahv;Groningen;Bedum;VF017;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 17 km/h;1;145
Wahv;Groningen;Bedum;VF018;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 18 km/h;2;308
Wahv;Groningen;Bedum;VF019;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 19 km/h;5;835
Wahv;Groningen;Bedum;VF020;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 20 km/h;6;1078
Wahv;Groningen;Bedum;VF021;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 21 km/h;1;188
Wahv;Groningen;Bedum;VF022;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 22 km/h;2;400
Wahv;Groningen;Bedum;VF023;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 23 km/h;1;211
Wahv;Groningen;Bedum;VF025;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 25 km/h;1;237
Wahv;Groningen;Bedum;VF026;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 26 km/h;1;252
Wahv;Groningen;Bedum;VF028;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 28 km/h;1;278
Wahv;Groningen;Bedum;VG005;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 5 km/h (verkeersbord A 1);1;31
Wahv;Groningen;Bedum;VG019;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 19 km/h (verkeersbord A 1);1;167
Wahv;Groningen;Bedum;VG027;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 27 km/h (verkeersbord A 1);1;264
Wahv;Groningen;Bedum;VM020;Overschrijding maximum snelheid opautosnelwegen, met 20 km/h(verkeersbord A 1);1;165
Wahv;Groningen;Bedum;VS018;Overschrijding van de maximumsnelheidbinnen de bebouwde kom (bord A130 km/h) met 18 km/h;1;220
