FID,type,aanlegjaar,categorie,geometrie
O10002_Beplantingskaart_OD.1925,Bodembedekkende heesters,2002,cultuurlijk,"MULTIPOLYGON (((177611.234 504111.515, 177614.73 504111.129, 177616.515 504110.892, 177618.598 504110.51, 177619.303 504111.001, 177619.508 504112.728, 177615.259 504113.325, 177615.839 504118.939, 177617.085 504118.813, 177617.266 504120.602, 177622.949 504120.026, 177622.609 504116.668, 177621.171 504116.814, 177620.911 504114.25, 177644.393 504111.821, 177645.179 504119.501, 177624.896 504121.645, 177624.917 504121.864, 177612.349 504123.452, 177611.234 504111.515)))"
O10002_Beplantingskaart_OD.1926,Bodembedekkende heesters,1993,cultuurlijk,"MULTIPOLYGON (((178478.532 505217.558, 178480.875 505214.232, 178486.86 505212.951, 178494.216 505249.989, 178488.948 505251.054, 178484.622 505248.207, 178478.532 505217.558)))"
O10002_Beplantingskaart_OD.1927,Heesters/botanische rozen,1993,cultuurlijk,"MULTIPOLYGON (((178366.55 505474.22, 178366.949 505476.223, 178367.377 505478.376, 178365 505477.5, 178347.13 505470.96, 178344.723 505468.837, 178344.182 505467.452, 178344.584 505466.112, 178366.55 505474.22)))"
O10002_Beplantingskaart_OD.1928,Heesters/botanische rozen,2019,cultuurlijk,"MULTIPOLYGON (((178140.231 505419.517, 178140.456 505420.991, 178140.18 505422.407, 178139.373 505423.74, 178138.252 505424.637, 178131.242 505429.378, 178130.317 505429.754, 178125.742 505431.617, 178123.299 505425.75, 178140.231 505419.517)))"
O10002_Beplantingskaart_OD.1929,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176729.681 504827.729, 176729.974 504827.457, 176738.541 504836.717, 176738.262 504836.976, 176729.681 504827.729)))"
O10002_Beplantingskaart_OD.1930,Heesters/botanische rozen,1981,cultuurlijk,"MULTIPOLYGON (((177800.11 503098.383, 177800.14 503098.727, 177800.147 503099.303, 177800.098 503099.886, 177799.937 503100.691, 177799.738 503101.297, 177799.465 503101.903, 177799.162 503102.426, 177798.84 503102.875, 177798.434 503103.342, 177797.989 503103.76, 177788.679 503112.54, 177784.874 503108.88, 177790.229 503103.59, 177798.848 503095.309, 177798.924 503095.409, 177799.038 503095.565, 177799.237 503095.868, 177799.39 503096.129, 177799.559 503096.459, 177799.695 503096.769, 177799.868 503097.248, 177799.992 503097.703, 177800.064 503098.063, 177800.11 503098.383)))"
O10002_Beplantingskaart_OD.1931,Heesters/botanische rozen,1988,cultuurlijk,"MULTIPOLYGON (((177738.259 502459.7, 177738.384 502459.665, 177738.465 502459.662, 177738.531 502459.672, 177738.59 502459.689, 177738.641 502459.713, 177738.705 502459.754, 177738.761 502459.807, 177738.791 502459.845, 177738.825 502459.902, 177738.837 502459.929, 177740.309 502463.51, 177740.326 502463.546, 177740.343 502463.571, 177740.371 502463.601, 177740.409 502463.631, 177740.434 502463.645, 177740.472 502463.66, 177740.507 502463.667, 177740.552 502463.67, 177740.569 502463.67, 177740.779 502464.16, 177738.629 502465.32, 177736.649 502460.52, 177736.609 502460.39, 177738.259 502459.7)))"
O10002_Beplantingskaart_OD.1957,Hagen (bladverliezend),2010,cultuurlijk,"MULTIPOLYGON (((175511.111 505379.529, 175511.39 505376.936, 175513.317 505377.126, 175513.037 505379.747, 175511.111 505379.529)))"
O10002_Beplantingskaart_OD.1934,Vaste planten,2019,cultuurlijk,"MULTIPOLYGON (((177698.896 505138.187, 177698.016 505138.071, 177697.197 505137.732, 177696.493 505137.191, 177695.953 505136.487, 177695.613 505135.668, 177695.497 505134.788, 177695.613 505133.908, 177695.953 505133.089, 177696.493 505132.385, 177697.197 505131.845, 177698.016 505131.505, 177698.896 505131.389, 177699.776 505131.505, 177700.596 505131.845, 177701.299 505132.385, 177701.84 505133.089, 177702.179 505133.908, 177702.295 505134.788, 177702.179 505135.668, 177701.84 505136.487, 177701.299 505137.191, 177700.596 505137.732, 177699.776 505138.071, 177698.896 505138.187)))"
O10002_Beplantingskaart_OD.1935,Heesters/botanische rozen,1981,cultuurlijk,"MULTIPOLYGON (((177495.91 503221.104, 177492.329 503221.64, 177493.265 503229.673, 177492.576 503229.641, 177491.762 503229.592, 177490.813 503229.52, 177489.735 503229.418, 177488.63 503229.292, 177487.627 503229.158, 177486.327 503228.957, 177485.431 503228.8, 177484.244 503228.569, 177483.138 503228.329, 177482.795 503228.253, 177482.542 503228.206, 177482.12 503228.144, 177481.447 503228.091, 177480.639 503228.096, 177479.885 503228.169, 177479.296 503228.274, 177478.288 503228.554, 177477.459 503228.89, 177476.966 503228.89, 177476.666 503228.877, 177476.065 503228.825, 177475.373 503228.718, 177474.707 503228.568, 177473.881 503228.311, 177473.532 503227.926, 177473.129 503226.382, 177472.773 503224.461, 177472.82 503223.319, 177473.299 503223.486, 177473.92 503223.668, 177474.534 503223.813, 177475.47 503223.971, 177476.264 503224.047, 177476.835 503224.069, 177477.818 503224.043, 177478.357 503223.995, 177479.008 503223.904, 177479.714 503223.763, 177480.332 503223.604, 177481.166 503223.332, 177481.708 503223.118, 177484.499 503222.01, 177486.339 503221.26, 177487.719 503220.7, 177490.448 503219.58, 177491.662 503219.103, 177492.888 503218.659, 177493.709 503220.59, 177495.929 503220.89, 177495.91 503221.104)))"
O10002_Beplantingskaart_OD.1936,Vaste planten,2019,cultuurlijk,"MULTIPOLYGON (((177641.526 505164.223, 177640.642 505164.107, 177639.817 505163.765, 177639.109 505163.222, 177638.566 505162.514, 177638.225 505161.69, 177638.108 505160.806, 177638.225 505159.921, 177638.566 505159.097, 177639.109 505158.389, 177639.817 505157.846, 177640.642 505157.504, 177641.526 505157.388, 177642.411 505157.504, 177643.235 505157.846, 177643.943 505158.389, 177644.486 505159.097, 177644.828 505159.921, 177644.944 505160.806, 177644.828 505161.69, 177644.486 505162.514, 177643.943 505163.222, 177643.235 505163.765, 177642.411 505164.107, 177641.526 505164.223)))"
O10002_Beplantingskaart_OD.1937,Heesters/botanische rozen,2003,cultuurlijk,"MULTIPOLYGON (((172407.944 508066.424, 172423.303 508084.733, 172421.122 508090.311, 172420.782 508090.909, 172420.205 508091.589, 172419.515 508092.119, 172418.864 508092.447, 172418.107 508092.669, 172414.611 508081.217, 172414.167 508079.655, 172413.578 508078.301, 172412.65 508076.791, 172411.914 508075.877, 172399.987 508062.507, 172387.593 508055.853, 172388.082 508055.125, 172388.886 508054.168, 172390.222 508052.997, 172391.673 508052.118, 172393.517 508051.424, 172394.941 508051.154, 172396.749 508051.111, 172398.233 508051.325, 172399.392 508051.657, 172400.489 508052.121, 172400.96 508053.728, 172401.757 508055.981, 172402.759 508058.315, 172403.834 508060.423, 172404.834 508062.131, 172405.912 508063.768, 172407.178 508065.48, 172407.944 508066.424)))"
O10002_Beplantingskaart_OD.1938,Heesters/botanische rozen,2000,cultuurlijk,"MULTIPOLYGON (((172322.62 508293.181, 172322.589 508291.525, 172333.759 508284.003, 172335.255 508284.645, 172334.882 508285.219, 172334.487 508285.782, 172333.494 508287.027, 172332.703 508287.881, 172331.932 508288.62, 172331.014 508289.398, 172329.979 508290.164, 172328.757 508290.938, 172327.55 508291.581, 172325.848 508292.307, 172324.122 508292.851, 172322.62 508293.181)))"
O10002_Beplantingskaart_OD.1939,Heesters/botanische rozen,2000,cultuurlijk,"MULTIPOLYGON (((172446.079 508208.406, 172447.784 508207.26, 172448.421 508208.186, 172446.749 508210.017, 172445.507 508211.277, 172444.133 508212.581, 172442.253 508214.228, 172440.473 508215.655, 172438.671 508216.983, 172436.817 508218.237, 172435.083 508219.313, 172433.038 508220.473, 172430.927 508221.554, 172428.708 508222.57, 172426.219 508223.574, 172424.987 508224.019, 172424.818 508223.774, 172425.049 508222.543, 172446.079 508208.406)))"
O10002_Beplantingskaart_OD.1940,Bodembedekkende heesters,1999,cultuurlijk,"MULTIPOLYGON (((176627.753 505296.483, 176638.988 505294.201, 176639.706 505297.641, 176634.986 505298.611, 176633.76 505298.859, 176632.805 505298.971, 176631.945 505298.939, 176631.285 505298.829, 176630.573 505298.621, 176629.954 505298.357, 176629.447 505298.074, 176628.887 505297.678, 176628.453 505297.297, 176628.043 505296.858, 176627.753 505296.483)))"
O10002_Beplantingskaart_OD.1941,Heesters/botanische rozen,2004,cultuurlijk,"MULTIPOLYGON (((176147.512 496556.834, 176139.2 496558.183, 176136.266 496558.666, 176115.01 496562.781, 176109.094 496570.249, 176107.75 496572.056, 176104.323 496578.002, 176099.656 496574.534, 176101.112 496572.523, 176111.839 496560.239, 176152.988 496553.454, 176153.208 496554.786, 176153.483 496556.456, 176150.853 496556.284, 176147.512 496556.834)))"
O10002_Beplantingskaart_OD.1942,Bodembedekkende heesters,2001,cultuurlijk,"MULTIPOLYGON (((176387.342 496635.798, 176388.192 496635.654, 176388.883 496635.537, 176389.733 496635.4, 176390.219 496635.314, 176390.814 496635.199, 176391.774 496634.988, 176392.538 496634.799, 176393.366 496634.572, 176394.083 496634.356, 176394.844 496634.107, 176395.799 496633.766, 176396.976 496633.299, 176397.416 496633.516, 176397.556 496633.744, 176399.023 496636.243, 176398.414 496636.486, 176398.059 496636.653, 176397.196 496636.985, 176395.94 496637.433, 176394.784 496637.728, 176393.35 496638.227, 176391.827 496638.485, 176390.125 496638.744, 176388.932 496638.988, 176387.941 496639.105, 176387.342 496635.798)))"
O10002_Beplantingskaart_OD.1943,Hagen (bladverliezend),2010,cultuurlijk,"MULTIPOLYGON (((175573.385 505312.584, 175575.283 505311.977, 175576.074 505314.475, 175574.181 505315.064, 175573.385 505312.584)))"
O10002_Beplantingskaart_OD.1944,Hagen (bladverliezend),2010,cultuurlijk,"MULTIPOLYGON (((175521.888 505258.208, 175522.015 505257.245, 175542.337 505259.316, 175542.296 505259.667, 175539.85 505260.039, 175521.888 505258.208)))"
O10002_Beplantingskaart_OD.1945,Hagen (bladverliezend),2010,cultuurlijk,"MULTIPOLYGON (((175498.447 505175.172, 175496.478 505174.983, 175496.769 505172.437, 175498.741 505172.663, 175498.447 505175.172)))"
O10002_Beplantingskaart_OD.1946,Hagen (bladverliezend),2010,cultuurlijk,"MULTIPOLYGON (((175529.074 505178.299, 175527.101 505178.108, 175527.374 505175.589, 175529.333 505175.766, 175529.074 505178.299)))"
O10002_Beplantingskaart_OD.1947,Hagen (bladverliezend),2010,cultuurlijk,"MULTIPOLYGON (((175678.504 505158.577, 175678.921 505161.097, 175677.729 505161.271, 175677.374 505158.738, 175678.504 505158.577)))"
O10002_Beplantingskaart_OD.1948,Hagen (bladverliezend),2010,cultuurlijk,"MULTIPOLYGON (((175575.771 505114.914, 175575.847 505115.998, 175543.316 505117.899, 175543.278 505117.315, 175543.246 505116.826, 175575.771 505114.914)))"
O10002_Beplantingskaart_OD.1949,Hagen (bladverliezend),2010,cultuurlijk,"MULTIPOLYGON (((175495.425 505037.831, 175497.34 505037.984, 175497.071 505040.545, 175495.166 505040.321, 175495.425 505037.831)))"
O10002_Beplantingskaart_OD.1950,Hagen (bladverliezend),2010,cultuurlijk,"MULTIPOLYGON (((175546.827 505380.548, 175548.876 505380.763, 175548.58 505383.364, 175546.567 505383.155, 175546.827 505380.548)))"
O10002_Beplantingskaart_OD.1951,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((178460.157 504329.618, 178460.739 504331.897, 178475.159 504328.942, 178473.529 504321.095, 178475.792 504320.6, 178484.648 504318.663, 178485.163 504321.04, 178476.146 504323.31, 178477.529 504330.039, 178469.517 504331.914, 178470.105 504334.656, 178455.877 504337.807, 178454.64 504338.081, 178447.782 504339.601, 178449.853 504336.162, 178448.965 504332.012, 178460.157 504329.618)))"
O10002_Beplantingskaart_OD.1952,Hagen (bladverliezend),Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176615.636 504983.593, 176571.728 505024.41, 176571.059 505024.549, 176570.796 505023.228, 176614.581 504982.531, 176615.636 504983.593)))"
O10002_Beplantingskaart_OD.1953,Hagen (bladverliezend),Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176524.78 505068.001, 176523.711 505066.86, 176549.41 505043.026, 176551.19 505043.421, 176551.407 505043.469, 176524.78 505068.001)))"
O10002_Beplantingskaart_OD.1954,Hagen (bladverliezend),Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176557.489 505035.601, 176565.652 505027.979, 176568.694 505027.352, 176557.437 505037.891, 176557.489 505035.601)))"
O10002_Beplantingskaart_OD.1955,Vaste planten,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((178420.488 504356.637, 178416.594 504357.432, 178414.789 504357.8, 178412.554 504360.316, 178412.32 504358.029, 178410.174 504347.911, 178406.871 504332.334, 178412.609 504331.115, 178417.754 504355.662, 178420.175 504355.068, 178420.488 504356.637)))"
O10002_Beplantingskaart_OD.1958,Hagen (bladverliezend),2010,cultuurlijk,"MULTIPOLYGON (((175522.692 505380.689, 175522.954 505378.078, 175524.998 505378.312, 175524.716 505380.922, 175522.692 505380.689)))"
O10002_Beplantingskaart_OD.1959,Hagen (bladverliezend),2010,cultuurlijk,"MULTIPOLYGON (((175579.241 505381.34, 175578.434 505378.836, 175580.201 505378.165, 175581.15 505380.607, 175579.241 505381.34)))"
O10002_Beplantingskaart_OD.1960,Hagen (bladverliezend),2010,cultuurlijk,"MULTIPOLYGON (((175610.98 505368.563, 175609.082 505369.337, 175608.13 505366.883, 175609.993 505366.113, 175610.98 505368.563)))"
O10002_Beplantingskaart_OD.1961,Hagen (bladverliezend),Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176386.502 504038.466, 176389.049 504030.34, 176390.519 504032.94, 176356.547 504141.871, 176354.439 504140.75, 176386.502 504038.466)))"
O10002_Beplantingskaart_OD.1962,Hagen (bladverliezend),Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176357.066 504176.028, 176356.74 504177.652, 176349.299 504175.31, 176349.219 504174.06, 176352.288 504164.149, 176353.816 504164.652, 176351.129 504174.146, 176357.066 504176.028)))"
O10002_Beplantingskaart_OD.1963,Hagen (bladverliezend),Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176354.969 504146.84, 176350.572 504161.137, 176347.946 504164.769, 176347.281 504164.515, 176353.004 504145.726, 176354.969 504146.84)))"
O10002_Beplantingskaart_OD.1964,Hagen (bladverliezend),2017,cultuurlijk,"MULTIPOLYGON (((177409.927 504085.615, 177410.237 504088.554, 177408.636 504088.72, 177408.326 504085.781, 177408.738 504085.74, 177409.927 504085.615)))"
O10002_Beplantingskaart_OD.1965,Hagen (bladverliezend),2017,cultuurlijk,"MULTIPOLYGON (((177494.184 504079.878, 177494.109 504079.153, 177501.014 504078.431, 177501.09 504079.164, 177494.184 504079.878)))"
O10002_Beplantingskaart_OD.1966,Hagen (bladverliezend),2011,cultuurlijk,"MULTIPOLYGON (((177289.843 504247.236, 177289.929 504248.012, 177280.277 504248.976, 177280.197 504248.194, 177289.843 504247.236)))"
O10002_Beplantingskaart_OD.1967,Hagen (bladverliezend),2011,cultuurlijk,"MULTIPOLYGON (((177268.635 504265.83, 177269.994 504265.715, 177273.182 504296.983, 177271.845 504297.124, 177268.635 504265.83)))"
O10002_Beplantingskaart_OD.1968,Hagen (bladverliezend),2011,cultuurlijk,"MULTIPOLYGON (((177267.806 504244.879, 177266.48 504245.012, 177259.073 504172.682, 177254.595 504173.117, 177254.452 504171.809, 177264.527 504170.751, 177264.718 504172.163, 177260.407 504172.574, 177267.806 504244.879)))"
O10002_Beplantingskaart_OD.1969,Hagen (bladverliezend),2011,cultuurlijk,"MULTIPOLYGON (((177324.611 504337.107, 177292.732 504340.368, 177292.633 504339.477, 177295.962 504339.047, 177300.374 504338.597, 177312.234 504337.387, 177324.473 504336.138, 177324.611 504337.107)))"
O10002_Beplantingskaart_OD.1970,Hagen (bladverliezend),Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177615.278 503996.08, 177612.763 503971.55, 177613.937 503971.405, 177616.472 503995.953, 177615.278 503996.08)))"
O10002_Beplantingskaart_OD.1971,Hagen (bladverliezend),Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177573.744 504012.05, 177604.081 504008.964, 177603.632 504004.467, 177604.782 504004.353, 177605.289 504009.442, 177604.184 504010.538, 177573.94 504013.731, 177573.744 504012.05)))"
O10002_Beplantingskaart_OD.1972,Heesters/botanische rozen,2006,cultuurlijk,"MULTIPOLYGON (((175906.429 496111.54, 175880.689 496140.31, 175879.399 496139.19, 175904.159 496111.45, 175906.269 496111.39, 175906.429 496111.54)))"
O10002_Beplantingskaart_OD.1973,Bodembedekkende heesters,1996,cultuurlijk,"MULTIPOLYGON (((172257.34 508512.244, 172258.855 508511.245, 172259.04 508511.13, 172262.252 508515.901, 172260.581 508516.995, 172259.13 508514.868, 172258.373 508513.758, 172257.34 508512.244)))"
O10002_Beplantingskaart_OD.1974,Bodembedekkende heesters,1996,cultuurlijk,"MULTIPOLYGON (((172187.337 508408.275, 172189.002 508407.197, 172191.643 508411.142, 172191.48 508411.244, 172189.97 508412.261, 172188.12 508409.461, 172187.337 508408.275)))"
O10002_Beplantingskaart_OD.1975,Hagen (bladverliezend),Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((171915.756 509195.404, 171910.16 509203.888, 171909.192 509203.237, 171914.724 509194.727, 171915.756 509195.404)))"
O10002_Beplantingskaart_OD.1976,Vaste planten,2019,cultuurlijk,"MULTIPOLYGON (((177704.482 505166.823, 177703.599 505166.707, 177702.776 505166.366, 177702.069 505165.824, 177701.527 505165.117, 177701.186 505164.294, 177701.07 505163.411, 177701.186 505162.528, 177701.527 505161.705, 177702.069 505160.998, 177702.776 505160.456, 177703.599 505160.115, 177704.482 505159.999, 177705.365 505160.115, 177706.188 505160.456, 177706.895 505160.998, 177707.437 505161.705, 177707.778 505162.528, 177707.894 505163.411, 177707.778 505164.294, 177707.437 505165.117, 177706.895 505165.824, 177706.188 505166.366, 177705.365 505166.707, 177704.482 505166.823)))"
