FID,vwk_id,vwk_begdtm,vwj_id_beg,vwj_id_end,vaktype,vrt_code,vrt_naam,vwg_nr,vwg_naam,begkm,endkm,mut_code,gdb_geomattr_data,shape
vaarwegvakken_mutaties.11,1237,2022-12-01T00:00:00,1207,1208,H,253,Havens van Hoorn,4,Vollerswaal,3.52399993,3.82800007,W,,"LINESTRING (133298.58060000092 517037.41330000013, 133290.69619999826 517060.66640000045, 133286.45639999956 517066.8242000006, 133271.01139999926 517079.3418000005, 133213.97569999844 517136.68019999936, 133189.74819999933 517160.40300000086, 133093 517258)"
vaarwegvakken_mutaties.12,1618,2022-12-01T00:00:00,1579,1580,D,206a,"Ziende, Ziendevaart en Nieuwkoopse Plassen",10,Kadewetering,11.32400036,13.17599964,W,,"LINESTRING (116972 462628, 117024 462636, 117206.38300000131 462650.4494000003, 117262.84679999948 462656.5914000012, 117301.57189999893 462659.6286999993, 117355.33159999922 462663.8808999993, 117412.58419999853 462668.5885999985, 117466.79940000176 462673.4483000003, 117538.93459999934 462680.2820999995, 117583.73429999873 462683.16750000045, 117596.6427000016 462684.68620000035, 117608.94359999895 462688.33089999855, 117627.77470000088 462695.0128999986, 117669.38529999927 462712.93279999867, 117702.18780000135 462725.9930000007, 117731.34560000151 462735.71229999885, 117863.8583999984 462778.1314999983, 117897.63610000163 462790.99060000107, 117927.18259999901 462801.1506999992, 117959.63170000166 462814.7714000009, 118006.82600000128 462837.30900000036, 118043.42509999871 462855.0769999996, 118058.3077000007 462861.3033999987, 118070.60860000178 462864.4924999997, 118079.4167000018 462866.0111999996, 118096.27360000089 462868.89660000056, 118151.05249999836 462875.6768000014, 118194 462884, 118307.26810000092 462912.1041000001, 118347.7137000002 462924.2679999992, 118417.56300000101 462948.77650000155, 118478.71400000155 462968.85179999843, 118538.97540000081 462988.07880000025, 118552.54259999841 462991.4913999997, 118580.92540000007 462997.6508000009, 118610.27650000155 463005.38809999824, 118628.9514000006 463013.63170000166, 118641.35330000147 463021.0395000018, 118651.09160000086 463029.1132000014, 118678.64209999889 463059.0775000006, 118689.2547999993 463066.44640000165, 118736.80139999837 463098.0617999993)"
vaarwegvakken_mutaties.13,1619,2022-12-01T00:00:00,1580,748,D,206a,"Ziende, Ziendevaart en Nieuwkoopse Plassen",11,Kollensloot,13.17599964,13.65100002,W,,"LINESTRING (118736.80139999837 463098.0617999993, 118745.95259999856 463103.66319999844, 118752.61250000075 463106.23369999975, 118759.50609999895 463106.4673999995, 118771.77439999953 463104.8315999992, 118815.35599999875 463091.62860000134, 118849.00609999895 463081.6972000003, 118879.96889999881 463074.1024999991, 118923.08309999853 463065.22260000184, 118965.73000000045 463057.6279999986, 119102.78409999982 463035.4283000007, 119122.17969999835 463032.2736000009, 119133.27959999815 463029.7030999996, 119144.9635999985 463025.26309999824, 119157.23189999908 463020.0053000003, 119167.0465000011 463014.98110000044, 119180.95059999824 463003.8812999986, 119191 462995)"
vaarwegvakken_mutaties.14,1646,2022-12-01T00:00:00,747,1597,D,224,"Heinoomsvaart, Geer, Bijleveld, Groote Heicop en Danne",1,Heinoomsvaart,0,1.62699997,W,,"LINESTRING (119333 463366, 119364 463378, 119380.70450000092 463385.3216999993, 119406.56639999896 463401.2633000016, 119419.79930000007 463408.0865999982, 119649.27329999954 463503.0368999988, 119907 463616, 120392 463835, 120404.12200000137 463842.9259000011, 120418.46979999915 463855.9376000017, 120453.41290000081 463895.6363000013, 120487.52899999917 463928.3049999997, 120618.61740000173 464055.8784000017, 120647.77109999955 464084.4118999988, 120666.17309999838 464100.746199999, 120684 464112, 120742 464141)"
vaarwegvakken_mutaties.15,1652,2022-12-01T00:00:00,1603,1599,D,224,"Heinoomsvaart, Geer, Bijleveld, Groote Heicop en Danne",2,Bijleveld,4.7420001,6.28399992,W,,"LINESTRING (123620.94619999826 464436.4688999988, 123628.46059999987 464430.76249999925, 123644.33570000157 464411.39499999955, 123661.32200000063 464382.66120000184, 123787.05220000073 464188.5095000006, 123821 464132, 123846.9010999985 464089.60810000077, 123866.2685999982 464059.1279999986, 123911.23539999872 463994.4985000007, 124001.02470000088 463858.6590999998, 124084 463739, 124089.42430000007 463729.2362000011, 124101.53660000116 463703.3685999997, 124108.36290000007 463684.63599999994, 124113.12539999932 463655.42599999905, 124119.95160000026 463623.19959999993, 124129.00039999932 463577.9558000006, 124135.03290000185 463554.1433000006, 124140.90670000017 463536.99819999933, 124148.52670000121 463521.91690000147, 124163.13170000166 463499.5331999995, 124184.88049999997 463466.0368000008, 124206.94680000097 463436.3504999988, 124228.42559999973 463409.5722000003, 124257.39759999886 463368.3359000012, 124326.64449999854 463266.6464000009, 124339.82079999894 463246.80260000005, 124349.66330000013 463229.02259999886, 124357.12460000068 463207.432599999, 124366.4908999987 463194.7325000018, 124388.39840000123 463172.98369999975, 124399.35220000148 463158.5375000015, 124410.4646999985 463142.5036999993, 124415.7034999989 463137.5824000016, 124422 463136)"
vaarwegvakken_mutaties.16,1671,2022-12-01T00:00:00,1617,1618,D,201k,Leidse Trekvliet of Leidsche Vliet te Leiden,1,"Leidse Trekvliet, Leidsche Vliet",0,1.66100001,W,,"LINESTRING (93271.88899999857 461684.8359999992, 93258.25879999995 461747.99709999934, 93250.74579999968 461803.45320000127, 93243.59409999847 461860.5078999996, 93242.08430000022 461881.8836000003, 93241.39350000024 461916.85599999875, 93244.42550000176 461928.95010000095, 93249.19700000063 461957.33740000054, 93252.96279999986 461986.0824000016, 93253.68230000138 462012.8150999993, 93250.77189999819 462033.71719999984, 93223.75620000064 462168.74170000106, 93218 462202, 93209.11710000038 462539.6261, 93205.84409999847 462578.98800000176, 93203.99109999835 462664.0571999997, 93200.4376000017 462726.9189000018, 93197.05990000069 462769.59420000017, 93195.36659999937 462787.5859000012, 93193.14400000125 462805.68349999934, 93189.22819999978 462825.05099999905, 93186.58240000159 462840.1851999983, 93186.05319999903 462850.45109999925, 93186.95690000057 462863.8289999999, 93189.93439999968 462875.34800000116, 93200.06370000169 462926.7837000005, 93204.57409999892 462947.9237000011, 93207.11410000175 462956.4963000007, 93210.18320000172 462963.26960000023, 93214.62829999998 462969.5137999989, 93219.17909999937 462974.8055000007, 93224.89409999922 462979.8854999989, 93235.43800000101 462987.80310000107, 93289.55840000138 463022.3247000016, 93363.00690000132 463067.4098000005, 93414.33619999886 463100.11239999905, 93439.73620000109 463118.3158, 93454.23539999872 463131.22740000114, 93463.86630000174 463140.64660000056, 93469.15790000185 463147.1024999991, 93472.96790000051 463154.4050000012, 93475.29630000144 463162.9774999991, 93477.30710000172 463177.58249999955, 93479.52959999815 463198.3258999996)"
vaarwegvakken_mutaties.17,4042,2022-12-01T00:00:00,1601,1468,D,224,"Heinoomsvaart, Geer, Bijleveld, Groote Heicop en Danne",6,Danne,10.50800037,11.24400043,W,,"LINESTRING (128147 464843, 128199.51799999923 464833.20899999887, 128308.24799999967 464847.006000001, 128381.15700000152 464857.63800000027, 128396.47300000116 464859.1570000015, 128513.43100000173 464877.2580000013, 128537.41759999841 464879.757100001, 128586.47419999912 464885.72679999843, 128614.94339999929 464888.6372000016, 128637.64649999887 464890.04300000146, 128658.9171999991 464890.80680000037, 128665.32019999996 464891.5476000011, 128678.99500000104 464893.33300000057, 128708.86699999869 464897.76300000027, 128731.90399999917 464901.686999999, 128768.61199999973 464910.80099999905, 128813.67399999872 464920.80099999905, 128847.0364000015 464932.34640000015, 128856.7201000005 464936.63269999996, 128862.06469999999 464940.28400000185, 128869.74799999967 464945.3570000008)"
vaarwegvakken_mutaties.18,7281,2022-12-01T00:00:00,1289,5149,D,233h,Zijkanaal I,1,Zijkanaal I,0.792,0.86799997,N,,"LINESTRING (121775 490403, 121808.5234999992 490471.6653999984)"
vaarwegvakken_mutaties.19,7282,2022-12-01T00:00:00,5149,1290,D,233h,Zijkanaal I,1,Zijkanaal I,0.86799997,3.0079999,N,,"LINESTRING (121808.5234999992 490471.6653999984, 121865.01960000023 490546.64350000024, 121890.85229999945 490585.9177000001, 121913.74480000138 490625.61190000176, 121938.1074000001 490675.8073000014, 121973.60119999945 490745.7448000014, 121994.39339999855 490782.28869999945, 122010.35509999841 490805.1812000014, 122033.24760000035 490826.39350000024, 122259.86190000176 491017.0938999988, 122279.18400000036 491042.7166999988, 122293.25549999997 491072.1198000014, 122342.19069999829 491197.2932000011, 122347.30310000107 491223.3216000013, 122344.8515000008 491248.4461000003, 122339.15689999983 491273.62209999934, 122329.17190000042 491299.45540000126, 122312.04349999875 491336.8792999983, 122296.04430000111 491359.5067999996, 122261.9710999988 491385.42009999976, 122243.47529999912 491401.10489999875, 122160.96489999816 491508.9855000004, 122080.98169999942 491610.8284999989, 121751.8434999995 492011.73910000175, 121723.49969999865 492038.78920000046, 121692.56280000135 492058.38899999857, 121647.8460999988 492079.93019999936, 121628.87559999898 492095.01520000026, 121595.71400000155 492128.80000000075)"
vaarwegvakken_mutaties.20,7284,2022-12-01T00:00:00,5149,5151,D,233u,Cornelis Douweskanaal (oost),1,Cornelis Douweskanaal,0,0.25999999,N,,"LINESTRING (121808.5234999992 490471.6653999984, 121599.27639999986 490625.81280000135)"
vaarwegvakken_mutaties.21,7285,2022-12-01T00:00:00,5151,5152,H,3420,Jachthaven d'Anckerplaets,1,Jachthaven d'Anckerplaets,0,0.114,N,,"LINESTRING (121599.27639999986 490625.81280000135, 121509.97940000147 490695.2661000006, 121510.64079999924 490695.2661000006)"
vaarwegvakken_mutaties.22,7286,2022-12-01T00:00:00,1597,1603,D,224,"Heinoomsvaart, Geer, Bijleveld, Groote Heicop en Danne",5,Geer,1.62600005,4.7420001,N,,"LINESTRING (120742 464141, 120753.2109999992 464126.9470000006, 120800.93250000104 464091.09980000183, 120846.86169999838 464056.59690000117, 120925.72549999878 463994.9846000001, 120981.51260000095 463953.5362999998, 121015.34340000153 463931.5799999982, 121040.21229999885 463912.98429999873, 121057.91189999878 463899.98970000073, 121083.00490000099 463877.8092, 121098.4560999982 463867.15630000085, 121112.40289999917 463863.72480000183, 121143.27290000021 463860.33370000124, 121233.33889999986 463857.1970999986, 121253.58240000159 463857.7531999983, 121310.70549999923 463859.74130000174, 121610 463871, 121677.72560000047 463873.34160000086, 121925.38720000163 463884.6614000015, 121974.57229999825 463883.60489999875, 122005.82070000097 463881.2217999995, 122030.69159999862 463876.19469999894, 122143.93349999934 463838.35920000076, 122179.65230000019 463829.3634000011, 122206.55600000173 463825.7578999996, 122229.58049999923 463825.7520000003, 122242.25290000066 463828.5240999982, 122263.33900000155 463836.6449000016, 122390.92920000106 463895.7721000016, 122450.53330000117 463925.618999999, 122473.55209999904 463940.38280000165, 122530.22599999979 463978.4829000011, 122556.89600000158 463997.37409999967, 122579.91479999945 464010.55040000007, 122603.09230000153 464021.34540000185, 122644.7388000004 464038.3577999994, 122841 464118, 123201 464268, 123473.51190000027 464381.3808999993, 123549.87920000032 464414.88749999925, 123600.36180000007 464436.7950000018, 123606.87060000002 464438.85880000144, 123614.50950000063 464438.84380000085, 123620.94619999826 464436.4688999988)"
vaarwegvakken_mutaties.23,7287,2022-12-01T00:00:00,1599,1601,D,224,"Heinoomsvaart, Geer, Bijleveld, Groote Heicop en Danne",3,Groote Heicop,6.28399992,10.50800037,N,,"LINESTRING (124422 463136, 124446.97729999945 463147.74240000173, 124498.4123999998 463166.3161999993, 124587.1537999995 463199.97129999846, 124760.35040000081 463264.5826999992, 124959.89959999919 463339.3541000001, 125158.496199999 463411.7441999987, 125292.1640000008 463463.4968000017, 125358.36290000007 463485.72190000117, 125501.71440000087 463536.99819999933, 125589.97960000113 463569.2245000005, 125629.38780000061 463581.93180000037, 125653.47419999912 463589.4193999991, 125669.0458999984 463595.2313000001, 125685.51830000058 463602.7681999989, 125705.45289999992 463612.55750000104, 125725.52059999853 463624.4008000009, 125743.37909999862 463634.2776999995, 125774.09849999845 463653.71009999886, 125806.44929999858 463676.3794, 125869.72289999947 463719.0370000005, 125967.53920000046 463780.44629999995, 126020.83729999885 463815.1217, 126095.2912000008 463862.9056000002, 126198.1614000015 463928.15190000087, 126223.40269999951 463943.23319999874, 126243.24650000036 463954.50450000167, 126263.88399999961 463964.34699999914, 126287.6966000013 463977.0469999984, 126538.00039999932 464127.39180000126, 126739.18530000001 464249.67819999903, 126809.19139999896 464295.8176999986, 127079.69990000129 464458.0229999982, 127110.44200000167 464477.77800000086, 127235.14299999923 464554.7476999983, 127300.00180000067 464597.1843000017, 127341.26979999989 464621.8002999984, 127354.21339999884 464629.1966000013, 127370.39130000025 464637.21829999983, 127376.74579999968 464640.0813000016, 127428.87319999933 464664.40949999914, 127436.49320000038 464667.69029999897, 127442.63159999996 464669.70109999925, 127447.81199999899 464669.7879999988, 127483.62799999863 464666.18499999866, 127497.60000000149 464666.79300000146, 127561.74799999967 464688.95699999854, 127576.44900000095 464694.07400000095, 127634.89400000125 464702.14499999955, 127681.31469999999 464708.8751000017, 127687.10310000181 464710.8707999997, 127693.55099999905 464713.9409000017, 127698.08729999885 464717.4056000002, 127702.24830000103 464721.83210000023, 127707.18899999931 464730.74060000107, 127709.62319999933 464736.6673000008, 127711.53849999979 464742.373300001, 127714.77950000018 464765.2093999982, 127717.9840000011 464803.0778999999, 127719.57149999961 464812.7615999989, 127722.90529999882 464819.2703999989, 127728.93780000135 464824.9853999987, 127737.66910000145 464828.4778999984, 127750.65089999884 464831.0824000016, 127766.70300000161 464831.9059999995, 127790.40780000016 464830.11520000175, 127794.9224999994 464828.22850000113, 127809.19139999896 464815.46240000054, 127824.8114 464803.2980999984, 127830.7314000018 464800.47349999845, 127838.63379999995 464798.8865999989, 127892.74590000138 464798.6369000003, 127935.0421999991 464799.6270000003, 127944.50420000032 464801.37750000134, 127950.27230000123 464803.1579999998, 127957.53799999878 464806.570700001, 128010.99399999902 464836.8530000001, 128026.26399999857 464841.67500000075, 128060.5009999983 464848.2650000006, 128087.50499999896 464850.67599999905, 128098.50140000135 464851.5637000017, 128147 464843)"
vaarwegvakken_mutaties.24,2196,2023-01-01T00:00:00,1310,2047,D,227a1,"'s-Gravelandsevaart, Drecht en Loosdrechtse Plassen",1,'s-Gravelandsevaart,0,2.46799994,W,,"LINESTRING (136919 470239, 136920.7575000003 470159.79780000076, 136920.3200000003 470146.2362000011, 136919.00759999827 470135.0806999989, 136916.6015000008 470124.58139999956, 136912.4455000013 470109.7074000016, 136906.32090000063 470096.1457999982, 136880.9475999996 470052.6174999997, 136865.41789999977 470027.37310000136, 136856.44929999858 470002.08960000053, 136684.3044999987 469710.95270000026, 136573.18690000102 469525.02760000154, 136548.46979999915 469482.81170000136, 136527.68989999965 469444.9704999998, 136500.12929999828 469388.9741999991, 136403.01080000028 469183.36290000007, 136306.32970000058 468977.751600001, 136277.67540000007 468918.4743000008, 136253.17700000107 468880.6330999993, 136221.89779999852 468815.6686999984, 136211.49960000068 468795.2489, 136201.84959999844 468771.37849999964, 136195.3938000016 468757.19680000097, 136190.21460000053 468748.0854000002, 136159.73779999837 468683.1154999994, 136145.52340000123 468658.2131999992, 136053.1224000007 468456.5987999998, 135941.48800000176 468209.25470000133, 135881.15989999846 468071.95169999823, 135875.1865000017 468063.7690999992, 135867.02299999818 468060.1975999996, 135856.14719999954 468059.70710000023, 135836 468065)"
vaarwegvakken_mutaties.25,4193,2023-01-01T00:00:00,1310,1312,D,227a,Hilversumsch Kanaal en Havens te Hilversum,1,Hilversumsch Kanaal,6.16900015,7.79699993,W,,"LINESTRING (136919 470239, 138067 470388, 138447 470396, 138537.75200000033 470396.87000000104)"
vaarwegvakken_mutaties.26,7288,2023-01-01T00:00:00,1309,5153,D,227a,Hilversumsch Kanaal en Havens te Hilversum,1,Hilversumsch Kanaal,0,1.74899995,N,,"LINESTRING (131686 473119, 131742 473013, 131798 472911, 131808 472892, 131834 472844, 131897 472731, 131923.14550000057 472691.757100001, 131947.07559999824 472661.23750000075, 131970.31210000068 472634.18609999865, 132032.0449000001 472574.1873999983, 132376.08370000124 472240.2061999999, 132411.11180000007 472210.3801999986, 132459 472175, 132666 472046, 132891.38599999994 471896.2489)"
